Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,ContrastLevel,BlockNumber
11,1,1,2,0.396241937,0.367956648,0.046786124,2,5
11,1,0,3,0.378881312,0.295794917,0.062381499,3,5
11,1,1,3,0.11740407,0.335926354,0.062381499,3,5
11,1,1,3,0.608404244,0.288127096,0.046786124,2,5
11,1,1,3,0.769546496,0.344298009,0.062381499,3,5
11,1,0,3,0.306427671,0.264119405,0.062381499,3,5
11,0,1,3,0.592939829,0.560077316,0.046786124,2,5
11,0,1,3,0.472290191,0.224070245,0.031190749,1,5
11,0,0,3,0.609629688,0.263992508,0.062381499,3,5
11,0,1,3,0.33229543,0.263794134,0.031190749,1,5
11,0,0,4,0.409457121,0.38392746,0.062381499,3,5
11,0,1,2,0.639395514,0.383977854,0.062381499,3,5
11,1,0,2,0.587905704,0.280118975,0.031190749,1,5
11,1,1,1,0.350651786,0.279843504,0.046786124,2,5
11,1,0,3,0.954524392,0.415996911,0.062381499,3,5
11,0,0,3,0.497030027,0.304261447,0.062381499,3,5
11,0,1,3,0.518444984,0.399937492,0.046786124,2,5
11,1,0,3,0.527079647,0.264105183,0.046786124,2,5
11,0,1,3,0.381016387,0.280071408,0.062381499,3,5
11,0,0,3,0.288315962,0.199837793,0.031190749,1,5
11,0,1,3,0.466231695,0.311953527,0.046786124,2,5
11,0,1,3,0.368762984,0.215810762,0.046786124,2,5
11,1,0,3,0.150678101,0.255892639,0.062381499,3,5
11,0,1,3,0.203594043,0.256122035,0.046786124,2,5
11,0,0,3,0.230842303,0.23999515,0.031190749,1,5
11,1,1,3,0.169431309,0.335909813,0.031190749,1,5
11,0,0,3,0.122551336,0.20798048,0.062381499,3,5
11,1,1,3,2.074283642,0.583964073,0.062381499,3,5
11,0,0,3,0.470217359,0.207909477,0.031190749,1,5
11,0,1,3,0.304454406,0.256177606,0.062381499,3,5
11,1,0,3,0.303956082,0.28795614,0.062381499,3,5
11,0,1,3,0.149656993,0.288098931,0.046786124,2,5
11,0,0,3,0.297608372,0.191848588,0.046786124,2,5
11,0,1,3,0.347136157,0.216250456,0.031190749,1,5
11,1,1,3,0.249792686,0.264092638,0.062381499,3,5
11,0,0,3,0.050454037,0.255971901,0.062381499,3,5
11,1,1,3,0.21144323,0.223928942,0.062381499,3,5
11,0,0,3,0.277889958,0.232042795,0.062381499,3,5
12,0,1,1,0.873720047,0.415720501,0.066118584,3,1
12,1,1,2,0.811744941,0.383916888,0.033059292,1,1
12,0,1,2,1.329829012,0.335964117,0.033059292,1,1
12,0,0,3,0.780654988,0.359781593,0.066118584,3,1
12,1,1,4,0.652739226,0.359858295,0.066118584,3,1
12,0,0,4,0.626062538,0.343842454,0.049588938,2,1
12,1,1,1,1.055726729,0.29686446,0.049588938,2,1
12,1,1,3,0.808060765,0.328021799,0.066118584,3,1
12,0,0,3,0.792092657,0.360017782,0.066118584,3,1
12,0,1,1,0.911463375,0.248019516,0.033059292,1,1
12,0,0,1,0.702891703,0.311764025,0.066118584,3,1
12,0,1,2,0.788116466,0.440084711,0.066118584,3,1
12,0,1,2,0.96887772,0.424066257,0.066118584,3,1
12,0,0,1,1.294951043,0.46407303,0.066118584,3,1
12,1,1,3,0.718633728,0.471967289,0.033059292,1,1
12,1,0,1,1.276572056,0.359967008,0.049588938,2,1
12,0,1,2,0.67286829,0.511888615,0.049588938,2,1
12,0,0,2,0.638897855,0.895961885,0.033059292,1,1
12,0,0,2,1.030964844,0.216083371,0.049588938,2,1
12,0,1,2,1.131039947,0.272064677,0.066118584,3,1
12,1,1,1,0.928523864,0.30398745,0.033059292,1,1
12,0,0,1,1.764647856,0.279978868,0.049588938,2,1
12,0,1,1,0.776991083,0.327884718,0.033059292,1,1
12,0,0,1,1.474338825,0.271742764,0.033059292,1,1
12,1,1,1,0.778457737,0.224014979,0.066118584,3,1
12,0,0,3,0.879807813,0.23201286,0.033059292,1,1
12,1,1,3,0.71315974,0.240026128,0.066118584,3,1
12,0,1,3,1.344561102,0.327953796,0.049588938,2,1
12,0,0,4,0.643314145,0.400079596,0.049588938,2,1
12,1,0,1,1.807160937,0.448166978,0.033059292,1,1
12,0,1,1,1.531021728,0.216011188,0.033059292,1,1
12,0,0,1,0.835292661,0.216034308,0.049588938,2,1
12,1,0,1,1.582722967,0.255950563,0.066118584,3,1
12,0,1,1,0.994928254,0.231879339,0.033059292,1,1
12,0,0,1,2.375559787,0.344056087,0.049588938,2,1
12,1,0,2,2.168757928,0.504015575,0.049588938,2,1
12,1,1,3,1.420115336,0.903881079,0.066118584,3,1
12,0,1,1,1.652883005,0.272091466,0.066118584,3,1
12,1,1,3,1.102010792,0.400057754,0.066118584,3,1
12,0,0,3,0.727465312,0.328084832,0.066118584,3,1
12,1,0,3,1.122840095,0.255911098,0.049588938,2,1
12,0,1,1,1.31359328,0.608043437,0.066118584,3,1
12,0,0,1,1.194640033,0.399865256,0.033059292,1,1
12,0,1,1,1.224707893,0.232073351,0.049588938,2,1
12,1,1,1,1.132236642,0.144012402,0.049588938,2,1
12,1,1,1,0.967031694,0.159954251,0.049588938,2,1
12,0,0,4,0.743746732,0.503896761,0.066118584,3,1
12,1,1,3,0.979716648,0.232040374,0.049588938,2,1
12,1,1,4,0.825170047,0.271902175,0.049588938,2,1
12,1,1,4,0.723153502,0.231894955,0.066118584,3,1
12,1,1,2,1.730365861,0.247960216,0.049588938,2,1
12,1,0,2,0.969368589,0.431966136,0.049588938,2,1
12,1,1,3,1.030860086,0.216009146,0.049588938,2,1
12,1,0,1,1.562716834,0.31220458,0.033059292,1,1
12,1,1,1,0.925910247,0.407938482,0.049588938,2,1
12,1,1,3,0.725874836,0.296007403,0.033059292,1,1
12,1,1,1,0.994635438,0.231772614,0.033059292,1,1
12,1,1,4,0.823303946,0.232038055,0.066118584,3,1
12,0,0,1,1.058733451,0.223841244,0.033059292,1,1
12,1,1,3,0.867826719,0.264728269,0.049588938,2,1
12,0,0,4,0.692599663,0.256129129,0.066118584,3,1
12,1,1,1,0.924173306,0.327967157,0.033059292,1,1
12,1,1,3,0.807512137,0.359912441,0.066118584,3,1
12,1,1,3,0.710148763,0.304069848,0.066118584,3,1
12,1,1,4,0.755606644,0.591879534,0.066118584,3,1
12,1,1,1,1.755700435,0.303962642,0.033059292,1,1
12,0,1,2,0.98325175,0.25606222,0.049588938,2,1
12,0,0,1,1.019310682,0.160025867,0.033059292,1,1
12,0,0,1,1.08200134,1.456051197,0.049588938,2,1
12,1,1,1,1.122525914,0.328031863,0.033059292,1,1
12,1,1,1,0.77403789,0.207980446,0.049588938,2,1
12,0,1,2,0.995970967,0.23996867,0.049588938,2,1
12,1,1,1,0.856128681,0.231905327,0.066118584,3,1
12,1,0,1,0.786009049,0.224077936,0.066118584,3,1
12,1,0,1,0.655424614,0.31186219,0.049588938,2,1
12,1,1,1,1.134003895,0.24003397,0.033059292,1,1
12,0,0,1,1.708861123,0.279874617,0.066118584,3,1
12,0,0,2,1.091053591,0.295997667,0.049588938,2,1
12,0,1,1,0.937276789,0.223889412,0.033059292,1,1
12,0,0,3,0.704675489,0.255952003,0.066118584,3,1
12,1,1,2,1.031935956,0.240029255,0.066118584,3,1
12,0,0,4,0.802467786,0.272205014,0.066118584,3,1
12,1,1,1,1.22127791,0.247850875,0.049588938,2,1
12,0,0,3,0.76016179,0.383956888,0.049588938,2,1
12,1,1,3,0.744129844,0.223988133,0.066118584,3,1
12,1,1,2,0.958829428,0.127976054,0.033059292,1,1
12,1,0,1,0.896872923,0.175977246,0.033059292,1,1
12,0,1,2,1.123321818,0.560150612,0.033059292,1,1
12,0,1,1,0.909761678,0.231882308,0.049588938,2,1
12,0,0,1,0.837784392,0.19196226,0.033059292,1,1
12,1,1,1,0.842436759,0.279788956,0.033059292,1,1
12,1,0,1,0.995075677,0.208064532,0.033059292,1,1
12,0,1,1,1.200538738,0.303908583,0.033059292,1,1
12,0,0,2,1.049994808,0.199979697,0.033059292,1,1
12,0,0,2,1.709410831,0.447965168,0.049588938,2,1
12,1,1,1,1.061108688,0.239999624,0.066118584,3,1
12,0,0,3,0.870550095,0.231956026,0.066118584,3,1
12,1,1,1,1.183888232,0.287969534,0.033059292,1,1
12,0,1,2,1.018741136,0.263878738,0.033059292,1,1
12,1,1,3,0.844715648,0.271943374,0.049588938,2,1
12,1,0,1,0.933467103,0.207893376,0.033059292,1,1
12,0,0,2,0.99739246,0.255872339,0.049588938,2,1
12,1,1,3,0.794306685,0.495995484,0.033059292,1,2
12,1,1,1,1.204399712,0.447949018,0.033059292,1,2
12,1,1,4,0.759989743,0.375895872,0.049588938,2,2
12,1,0,3,0.823970182,0.512021336,0.066118584,3,2
12,0,1,2,0.712147395,0.343948968,0.033059292,1,2
12,1,1,3,0.643497466,0.311869723,0.049588938,2,2
12,0,0,4,0.562766124,0.367947622,0.066118584,3,2
12,1,1,4,0.603314947,0.304081689,0.049588938,2,2
12,1,1,3,0.74072256,0.223854958,0.033059292,1,2
12,1,0,1,1.379989775,0.463918431,0.049588938,2,2
12,1,1,4,0.672299158,0.327932714,0.066118584,3,2
12,1,1,3,0.773487191,0.320060279,0.033059292,1,2
12,0,0,3,0.647640102,0.423951793,0.033059292,1,2
12,0,1,1,0.858290421,0.272022339,0.049588938,2,2
12,0,1,1,0.898912641,0.303956402,0.066118584,3,2
12,1,1,1,0.936311353,0.336022379,0.049588938,2,2
12,1,1,3,0.88301104,0.840014932,0.049588938,2,2
12,1,1,2,1.036005642,0.351876169,0.066118584,3,2
12,1,0,1,1.186017089,0.336055823,0.033059292,1,2
12,0,0,4,0.594924218,0.311953158,0.066118584,3,2
12,1,0,2,1.308219103,0.423938684,0.033059292,1,2
12,0,0,2,0.748370723,0.567973277,0.049588938,2,2
12,1,1,1,0.957206933,0.311924204,0.049588938,2,2
12,1,1,1,0.671865821,0.240015131,0.033059292,1,2
12,1,0,1,1.081131102,0.376087129,0.033059292,1,2
12,0,0,1,2.060672391,0.352024525,0.049588938,2,2
12,1,1,4,0.826493827,0.311942621,0.066118584,3,2
12,0,1,4,0.666276681,0.856237969,0.066118584,3,2
12,1,1,1,1.811300678,0.2719136,0.066118584,3,2
12,0,0,4,0.677599152,0.335825367,0.066118584,3,2
12,0,0,3,0.76291656,0.391983246,0.033059292,1,2
12,0,0,3,0.842346993,0.527970733,0.066118584,3,2
12,1,1,1,0.873143731,0.375913022,0.066118584,3,2
12,0,0,3,0.740522036,1.607986305,0.049588938,2,2
12,1,1,3,0.668207672,0.816076473,0.066118584,3,2
12,1,1,1,0.854401207,0.503990004,0.049588938,2,2
12,1,1,4,0.845877114,0.431873457,0.066118584,3,2
12,0,0,4,0.52862309,0.303974089,0.033059292,1,2
12,0,1,2,0.780522884,0.367903442,0.033059292,1,2
12,1,1,2,1.348495259,0.775952991,0.066118584,3,2
12,0,1,1,0.837533294,0.367966227,0.049588938,2,2
12,0,0,1,1.274942723,0.240033409,0.033059292,1,2
12,1,1,2,0.80444084,0.327918462,0.033059292,1,2
12,0,0,2,0.756481159,0.303906895,0.033059292,1,2
12,0,0,4,0.815793409,0.359964812,0.066118584,3,2
12,0,1,1,0.886514037,0.519989777,0.033059292,1,2
12,1,1,1,1.075882243,0.351995442,0.049588938,2,2
12,0,0,1,0.856704851,0.240078751,0.049588938,2,2
12,0,0,3,0.810802411,0.280000465,0.066118584,3,2
12,1,1,1,1.076746977,0.383834115,0.049588938,2,2
12,0,0,1,0.584223036,0.271986306,0.066118584,3,2
12,0,1,1,1.203455897,0.144053879,0.049588938,2,2
12,1,1,1,1.691623042,0.30401145,0.066118584,3,2
12,1,1,3,0.978013744,0.239872005,0.049588938,2,2
12,0,0,3,0.614607193,0.375968849,0.033059292,1,2
12,0,1,1,1.244573095,0.392093331,0.033059292,1,2
12,0,0,1,0.72881372,0.255941003,0.049588938,2,2
12,0,0,3,0.614854449,0.287953354,0.066118584,3,2
12,1,1,3,0.57591164,0.288185313,0.049588938,2,2
12,1,1,4,0.627447239,0.215745672,0.066118584,3,2
12,1,1,3,0.703297405,0.43995369,0.049588938,2,2
12,1,0,1,1.127275532,0.272111586,0.033059292,1,2
12,0,0,1,0.764850904,0.391969994,0.066118584,3,2
12,0,0,3,0.763984152,0.320225735,0.033059292,1,2
12,0,1,2,0.902156311,0.415027322,0.049588938,2,2
12,1,0,1,1.223018084,0.279934996,0.033059292,1,2
12,0,1,1,0.800424184,0.311808596,0.066118584,3,2
12,1,1,3,0.737597862,0.240124671,0.033059292,1,2
12,1,1,2,0.648462344,0.447773329,0.066118584,3,2
12,1,0,1,0.794527371,0.327910925,0.049588938,2,2
12,1,1,1,0.74710372,0.440059256,0.049588938,2,2
12,0,0,3,0.697169102,0.368047651,0.049588938,2,2
12,1,1,2,0.747878399,0.368040775,0.066118584,3,2
12,0,1,1,1.180558894,0.31193938,0.033059292,1,2
12,0,1,1,1.246754835,0.791861802,0.049588938,2,2
12,0,0,2,0.987104908,0.935926832,0.049588938,2,2
12,0,1,1,0.780054785,0.26389531,0.066118584,3,2
12,1,0,1,1.135981539,0.303986555,0.066118584,3,2
12,0,1,1,0.828093097,0.271951148,0.033059292,1,2
12,0,1,1,0.853548368,0.335964925,0.066118584,3,2
12,0,1,1,0.667517876,0.288050984,0.033059292,1,2
12,1,0,1,0.79486869,0.304018172,0.033059292,1,2
12,1,1,2,0.956175785,0.503997756,0.033059292,1,2
12,0,0,3,0.703676532,0.327988239,0.066118584,3,2
12,0,1,1,0.852376443,0.239836577,0.049588938,2,2
12,1,1,2,0.910263078,0.336105611,0.066118584,3,2
12,0,0,3,0.73844166,0.33595135,0.066118584,3,2
12,1,1,4,0.701131436,0.543997161,0.066118584,3,2
12,1,1,2,0.921106036,0.312020271,0.033059292,1,2
12,1,0,2,0.869180172,0.784070637,0.049588938,2,2
12,0,0,2,0.848746627,0.607969746,0.033059292,1,2
12,0,1,1,0.684170753,0.399955105,0.049588938,2,2
12,0,0,3,0.678171114,0.288064131,0.049588938,2,2
12,0,1,1,0.772957693,0.231874106,0.049588938,2,2
12,1,1,1,0.922237578,0.239855272,0.033059292,1,2
12,1,0,3,0.809637226,0.326725334,0.033059292,1,2
12,0,0,1,1.353623579,0.343862345,0.066118584,3,2
12,0,1,1,0.835763673,0.27197702,0.049588938,2,2
12,0,0,1,0.717224046,0.471870049,0.033059292,1,2
12,1,1,3,0.731165003,0.472006559,0.066118584,3,2
12,0,1,1,0.912562331,0.288017917,0.033059292,1,2
12,1,1,2,0.894043251,0.3118979,0.049588938,2,2
12,1,1,2,0.839773307,0.703938028,0.049588938,2,3
12,1,1,1,0.87188457,0.400006984,0.033059292,1,3
12,1,0,1,1.770653511,0.407885118,0.049588938,2,3
12,0,1,2,0.793604743,0.424095362,0.033059292,1,3
12,0,0,3,0.654390781,0.431966906,0.033059292,1,3
12,1,0,1,0.656350854,0.392069327,0.033059292,1,3
12,1,1,2,0.676356036,0.320036926,0.049588938,2,3
12,0,1,1,0.842452623,0.391964652,0.033059292,1,3
12,1,1,4,0.750428833,0.440008234,0.066118584,3,3
12,1,1,4,0.644521036,0.359780285,0.049588938,2,3
12,1,1,3,0.857623614,0.312198129,0.033059292,1,3
12,1,0,2,0.67257606,0.391759786,0.066118584,3,3
12,1,1,1,1.123820688,0.36008401,0.033059292,1,3
12,0,1,1,0.973975408,0.28783472,0.033059292,1,3
12,0,0,1,0.625480291,0.311945895,0.033059292,1,3
12,1,1,3,0.801436972,0.303919744,0.066118584,3,3
12,0,0,4,0.546749479,0.407994699,0.066118584,3,3
12,1,1,1,0.682091171,0.50399288,0.066118584,3,3
12,1,1,1,0.904191857,0.359917343,0.049588938,2,3
12,0,0,2,0.587546385,0.415942949,0.049588938,2,3
12,0,1,1,1.128855395,0.311892434,0.066118584,3,3
12,1,1,1,0.684931312,0.271997588,0.049588938,2,3
12,1,0,1,0.796070814,0.208142008,0.033059292,1,3
12,0,1,1,0.881614978,0.247872232,0.066118584,3,3
12,0,0,1,0.754265687,0.295930325,0.033059292,1,3
12,1,0,1,0.869670515,0.695977985,0.033059292,1,3
12,1,1,2,0.732486009,0.312001707,0.066118584,3,3
12,0,0,1,0.784755098,0.319692753,0.049588938,2,3
12,0,0,2,0.729841328,0.303992916,0.049588938,2,3
12,1,1,2,0.829782418,0.50403774,0.049588938,2,3
12,0,1,1,0.822001233,0.287923997,0.033059292,1,3
12,0,0,3,0.655333728,0.295881307,0.066118584,3,3
12,1,1,3,0.694538601,0.280015946,0.033059292,1,3
12,1,0,2,0.669206403,0.232042637,0.049588938,2,3
12,1,0,3,0.670585506,0.639872249,0.033059292,1,3
12,1,1,1,1.016001565,0.351749351,0.049588938,2,3
12,0,1,2,1.478771743,0.415899066,0.066118584,3,3
12,1,1,1,1.072946569,0.447991897,0.049588938,2,3
12,0,0,2,0.649764948,0.319978276,0.033059292,1,3
12,1,1,1,0.672396115,0.344047963,0.033059292,1,3
12,1,1,1,0.701196506,0.287852325,0.066118584,3,3
12,0,0,3,0.571135497,0.376013953,0.066118584,3,3
12,0,1,1,0.635139296,0.3278622,0.033059292,1,3
12,1,1,1,0.826438362,0.431932317,0.066118584,3,3
12,1,0,2,0.5577275,0.375998067,0.066118584,3,3
12,0,0,1,0.581726507,0.335973414,0.033059292,1,3
12,0,1,1,0.726414634,0.263925369,0.066118584,3,3
12,0,0,1,0.460415696,0.28798285,0.066118584,3,3
12,1,0,1,0.98836319,0.319893465,0.049588938,2,3
12,1,1,2,0.917777886,0.39986782,0.033059292,1,3
12,1,1,1,0.654464426,0.239945869,0.066118584,3,3
12,0,1,1,0.864467449,0.271962746,0.049588938,2,3
12,0,0,2,0.64842457,0.440031298,0.049588938,2,3
12,0,0,1,1.002535512,0.255912192,0.049588938,2,3
12,0,0,4,0.653957286,0.375965541,0.066118584,3,3
12,0,1,2,0.714562335,0.351902079,0.049588938,2,3
12,0,0,1,0.605209153,0.263938298,0.033059292,1,3
12,0,0,3,0.655845608,0.28806677,0.066118584,3,3
12,1,1,2,0.59986672,0.279947635,0.033059292,1,3
12,1,1,3,0.682357878,0.712029465,0.066118584,3,3
12,1,1,3,0.704506017,0.207977717,0.049588938,2,3
12,1,0,2,0.577839364,0.272003746,0.066118584,3,3
12,0,1,1,0.797124872,0.351911729,0.066118584,3,3
12,0,0,3,0.468534561,0.383882667,0.049588938,2,3
12,0,0,1,0.679816838,0.327882263,0.066118584,3,3
12,0,1,2,0.58909911,0.223787741,0.033059292,1,3
12,0,0,3,0.514409159,0.480005199,0.066118584,3,3
12,0,0,2,0.576340007,0.343982329,0.033059292,1,3
12,1,1,1,0.649028434,0.239875118,0.033059292,1,3
12,1,1,2,0.71496489,0.223895845,0.066118584,3,3
12,0,0,1,0.634691915,0.272179901,0.033059292,1,3
12,1,0,1,0.748171467,0.248001911,0.049588938,2,3
12,1,1,1,0.626213735,0.239937343,0.033059292,1,3
12,1,1,2,0.812815322,0.223873755,0.033059292,1,3
12,0,0,2,0.656845348,0.479965948,0.066118584,3,3
12,0,1,2,0.712855112,0.43987724,0.066118584,3,3
12,0,0,3,0.600219697,0.247975111,0.049588938,2,3
12,0,1,1,0.644173018,0.263924181,0.049588938,2,3
12,0,0,1,0.533355692,0.256054201,0.049588938,2,3
12,1,1,1,0.659385978,0.311854254,0.049588938,2,3
12,1,1,2,0.986060452,0.575873825,0.033059292,1,3
12,0,1,1,0.84956629,0.335844603,0.049588938,2,3
12,0,0,1,0.663595602,0.30390903,0.049588938,2,3
12,0,1,3,0.630138652,0.368013554,0.049588938,2,3
12,0,1,1,0.732204159,0.239765871,0.033059292,1,3
12,1,0,1,0.618784509,0.256076133,0.066118584,3,3
12,0,0,1,0.701471533,0.223857484,0.033059292,1,3
12,0,0,3,0.702151088,0.23190188,0.066118584,3,3
12,1,1,2,0.64611502,0.327903357,0.049588938,2,3
12,1,1,1,0.644751981,0.247932006,0.033059292,1,3
12,0,0,1,0.502662205,0.232000935,0.049588938,2,3
12,1,1,3,0.574577187,0.295967678,0.066118584,3,3
12,0,0,1,0.569137729,0.215983718,0.049588938,2,3
12,1,1,3,0.631141715,0.183747197,0.033059292,1,3
12,1,1,4,0.524331305,0.383972779,0.066118584,3,3
12,1,1,1,0.741591981,0.320017644,0.049588938,2,3
12,0,0,2,0.592996934,0.271976426,0.033059292,1,3
12,1,1,3,0.620281389,0.447773652,0.066118584,3,3
12,1,1,4,0.526905138,0.392046076,0.049588938,2,3
12,0,0,1,0.511601623,0.263877893,0.049588938,2,3
12,1,0,3,0.710135977,1.031970121,0.066118584,3,3
12,0,0,4,0.526398073,0.575019253,0.066118584,3,3
12,0,1,1,0.863109083,0.400021036,0.033059292,1,4
12,1,1,3,0.810597425,0.407906888,0.049588938,2,4
12,0,0,2,0.527101241,0.312235215,0.033059292,1,4
12,1,1,4,0.49118498,0.368056786,0.066118584,3,4
12,1,1,4,0.558560831,0.351981796,0.049588938,2,4
12,0,0,1,0.559764027,0.400049735,0.033059292,1,4
12,1,1,2,0.487037314,0.295991862,0.066118584,3,4
12,1,0,2,0.725091572,0.311882592,0.033059292,1,4
12,1,1,1,0.648839042,0.272157845,0.033059292,1,4
12,0,0,3,0.521695399,0.303921263,0.049588938,2,4
12,0,0,4,0.550323615,0.383907603,0.066118584,3,4
12,0,1,2,0.582281985,0.343945758,0.049588938,2,4
12,0,0,4,0.65494771,0.66394086,0.066118584,3,4
12,0,1,2,0.823679599,0.887922693,0.033059292,1,4
12,0,0,3,0.577235774,0.423907819,0.066118584,3,4
12,0,1,1,0.662461732,0.296012557,0.033059292,1,4
12,1,1,1,0.669808971,0.239796578,0.066118584,3,4
12,0,0,2,0.607167046,0.279899842,0.033059292,1,4
12,1,1,1,0.537069266,0.263999451,0.049588938,2,4
12,0,0,1,0.598275713,0.223949487,0.049588938,2,4
12,0,1,2,0.650927569,0.279951755,0.049588938,2,4
12,0,1,3,0.58760055,0.223918623,0.049588938,2,4
12,1,0,1,0.752848408,0.263919463,0.033059292,1,4
12,1,1,1,0.605509593,0.215890452,0.033059292,1,4
12,0,0,1,0.586097543,0.175777846,0.066118584,3,4
12,0,0,3,0.633289812,0.295967754,0.066118584,3,4
12,1,1,1,0.481961859,0.175924262,0.049588938,2,4
12,0,0,3,0.501207373,0.383959764,0.049588938,2,4
12,1,1,2,0.711088488,0.888000545,0.049588938,2,4
12,1,0,4,0.540714762,0.399936778,0.033059292,1,4
12,1,1,3,0.636530516,0.19200385,0.066118584,3,4
12,1,0,1,0.585180001,0.216048078,0.033059292,1,4
12,1,1,4,0.654268211,0.728237724,0.066118584,3,4
12,0,0,4,0.628630607,0.271866296,0.049588938,2,4
12,0,0,3,0.837831899,0.216036571,0.049588938,2,4
12,0,1,3,0.585244798,0.311771108,0.033059292,1,4
12,1,1,3,0.611156259,0.224011016,0.066118584,3,4
12,1,1,2,0.839137417,0.279942556,0.033059292,1,4
12,1,0,1,0.639842324,0.239872637,0.066118584,3,4
12,0,1,1,0.570393969,0.231914808,0.049588938,2,4
12,1,1,3,0.775630581,0.239975207,0.066118584,3,4
12,0,1,2,0.740362643,0.471926003,0.066118584,3,4
12,1,1,2,1.33767091,0.311967143,0.066118584,3,4
12,1,0,1,0.605305328,0.239923505,0.033059292,1,4
12,0,0,2,0.697000277,0.320229254,0.066118584,3,4
12,1,1,1,0.461839987,0.239941813,0.033059292,1,4
12,0,0,1,0.535121509,0.19996322,0.066118584,3,4
12,0,1,1,0.502998268,0.232012829,0.033059292,1,4
12,0,0,1,0.550835962,0.183872572,0.049588938,2,4
12,1,1,1,0.542905606,0.247820575,0.049588938,2,4
12,1,0,2,0.852749013,0.831911113,0.066118584,3,4
12,0,1,1,0.719014046,0.303923737,0.033059292,1,4
12,0,0,2,0.81157692,0.328007431,0.066118584,3,4
12,1,1,1,0.619669208,0.319961885,0.033059292,1,4
12,1,1,4,0.739669126,0.351914669,0.066118584,3,4
12,0,1,2,0.637658889,0.30387494,0.033059292,1,4
12,0,0,3,0.589571048,0.311920238,0.066118584,3,4
12,1,1,4,0.510945748,0.43995107,0.049588938,2,4
12,1,1,1,0.630181953,0.184021051,0.033059292,1,4
12,1,1,4,0.619449504,0.223945175,0.066118584,3,4
12,0,0,3,0.623372824,0.495994394,0.066118584,3,4
12,0,0,3,0.736130204,0.199882668,0.066118584,3,4
12,0,1,1,0.544087174,0.223891315,0.033059292,1,4
12,1,1,4,0.574706479,0.303976033,0.049588938,2,4
12,0,1,1,0.673320077,0.215848799,0.033059292,1,4
12,1,0,1,0.506197687,0.240954266,0.066118584,3,4
12,1,1,3,1.059089754,0.43197094,0.049588938,2,4
12,0,1,1,0.621231241,0.247954547,0.049588938,2,4
12,0,0,1,0.591899147,0.159993006,0.033059292,1,4
12,1,1,1,0.639079304,0.215978842,0.049588938,2,4
12,1,1,1,0.658435937,0.183964559,0.033059292,1,4
12,0,0,1,0.606313864,0.200068636,0.049588938,2,4
12,0,0,1,0.635541122,0.231871579,0.049588938,2,4
12,1,1,1,0.742240469,0.191995331,0.033059292,1,4
12,1,0,2,0.742260702,0.207828452,0.033059292,1,4
12,1,1,1,0.573519629,0.368004708,0.049588938,2,4
12,0,1,1,0.613542939,0.37600057,0.049588938,2,4
12,1,0,1,0.571505289,0.287927888,0.049588938,2,4
12,1,0,3,1.254694055,0.280027438,0.066118584,3,4
12,0,1,2,0.606831287,0.255979446,0.033059292,1,4
12,0,1,1,0.666234178,0.199826165,0.049588938,2,4
12,0,0,2,0.652593702,0.344114173,0.066118584,3,4
12,0,1,2,0.594757994,0.263817397,0.033059292,1,4
12,1,1,3,0.742122602,0.239819555,0.066118584,3,4
12,0,1,2,1.387973227,1.12009796,0.033059292,1,4
12,0,0,1,0.853825049,0.255999262,0.033059292,1,4
12,1,1,3,0.791224246,0.43976379,0.049588938,2,4
12,0,0,4,0.683951301,0.27997342,0.066118584,3,4
12,0,0,1,0.995309535,0.239888787,0.066118584,3,4
12,0,0,2,0.735325331,0.207962428,0.049588938,2,4
12,0,1,1,0.831278959,0.343955787,0.049588938,2,4
12,1,0,2,0.926021648,0.271949002,0.049588938,2,4
12,1,0,1,1.179973634,0.760090701,0.049588938,2,4
12,1,1,1,0.708329037,0.29597752,0.033059292,1,4
12,0,0,3,0.657693668,0.247888608,0.066118584,3,4
12,1,1,3,0.586908153,0.224038606,0.066118584,3,4
12,1,1,2,0.760205304,0.31990536,0.066118584,3,4
12,1,1,1,1.122924022,0.303959928,0.049588938,2,4
12,1,0,1,0.607633607,0.184058626,0.033059292,1,4
12,0,0,4,0.67751904,0.344003076,0.066118584,3,4
12,1,1,1,0.634214812,0.232033149,0.033059292,1,4
12,1,0,2,0.668827581,0.239836453,0.049588938,2,4
12,0,0,1,0.800274129,0.247948795,0.066118584,3,5
12,0,1,1,0.844232541,0.264053973,0.066118584,3,5
12,0,1,2,0.797623727,0.207814418,0.049588938,2,5
12,0,0,2,0.634940002,0.224004704,0.049588938,2,5
12,1,1,1,0.710310276,0.279849429,0.033059292,1,5
12,1,1,4,0.740025264,0.248216517,0.049588938,2,5
12,1,1,3,0.81823331,0.303894293,0.049588938,2,5
12,1,0,1,0.546916278,0.263917106,0.066118584,3,5
12,1,1,3,0.576135352,0.248041083,0.066118584,3,5
12,1,1,4,0.668737845,0.271914724,0.066118584,3,5
12,0,0,2,0.588759152,0.26389184,0.049588938,2,5
12,0,1,3,0.535979949,0.263978211,0.049588938,2,5
12,1,1,4,0.597291331,0.391979415,0.049588938,2,5
12,0,0,1,0.595285905,0.263944989,0.066118584,3,5
12,1,1,3,0.542598426,0.255853707,0.066118584,3,5
12,1,0,1,0.652508564,0.263954158,0.049588938,2,5
12,1,1,3,0.501145167,0.263961309,0.033059292,1,5
12,0,1,2,0.65227286,0.271995915,0.049588938,2,5
