Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Training,Accuracy
3,1,1,1.475,1.004,1.634,0.7375,0,1
3,2,2,5.98125,0.805,1.416,0.7375,0,1
3,2,2,5.95,0.487,1.251,0.7375,0,1
3,2,2,1,1.652,2.148,0.7375,0,1
3,2,2,6,0.571,1.334,0.7375,0,1
3,2,2,5.9875,0.354,2.016,0.7375,0,1
3,2,1,1,1.636,1.119,0.7375,0,0
3,1,2,6,0.374,2.214,0.7375,0,0
3,1,1,4.33125,0.672,1.233,0.7375,0,1
3,1,1,5.96875,0.457,1.667,0.7375,0,1
3,1,1,6,0.422,1.517,0.7375,0,1
3,1,1,5.9375,0.672,1.218,0.7375,0,1
3,2,2,6,1.103,1.285,0.7375,0,1
3,1,1,5.18125,0.274,2.032,0.7375,0,1
3,1,2,2.4,1.303,3.015,0.7375,0,0
3,1,1,1.0625,0.888,2.083,0.7375,0,1
3,2,2,6,0.873,1.018,0.7375,0,1
3,2,2,4.0875,1.703,1.715,0.7375,0,1
3,2,2,5.99375,0.754,1.75,0.7375,0,1
3,2,2,5.05,0.654,1.101,0.7375,0,1
3,2,2,5.99375,1.07,2.466,0.7375,0,1
3,2,2,4.25,0.704,1.584,0.7375,0,1
3,1,2,6,0.655,1.551,0.7375,0,0
3,2,2,6,0.588,1.367,0.7375,0,1
3,2,2,4.83125,0.403,2.032,0.7375,0,1
3,2,2,5.975,0.487,1.319,0.7375,0,1
3,1,1,4.425,0.322,1.101,0.7375,0,1
3,2,2,3.5,1.353,0.801,0.7375,0,1
3,1,2,1,2,1.534,0.7375,0,0
3,1,1,6,0.788,0.869,0.7375,0,1
3,2,1,5.9875,0.603,1.684,0.7375,0,0
3,2,2,4.8625,0.655,1.1,0.7375,0,1
3,2,2,6,0.688,1.067,0.7375,0,1
3,2,2,5.99375,0.402,1.205,0.7375,0,1
3,1,1,6,0.506,1.417,0.7375,0,1
3,2,2,6,0.705,1.051,0.7375,0,1
3,1,2,1.0375,0.456,1.284,0.7375,0,0
3,2,2,6,0.571,1.15,0.7375,0,1
3,1,1,6,0.341,1.102,0.7375,0,1
3,1,1,6,1.255,2.083,0.7375,0,1
3,1,1,1.04375,0.655,3.002,0.7375,0,1
3,2,2,5.66875,0.954,1.899,0.7375,0,1
3,1,2,3.875,0.804,1.334,0.7375,0,0
3,2,2,6,0.388,1.651,0.7375,0,1
3,1,1,6,2.008,2.365,0.7375,0,1
3,1,1,6,0.554,1.15,0.7375,0,1
3,2,2,5.95,0.397,1.162,0.7375,0,1
3,2,2,6,1.22,1.386,0.7375,0,1
3,1,1,5.98125,1.142,1.367,0.7375,0,1
3,1,1,6,0.938,1.301,0.7375,0,1
3,2,2,6,0.438,1.533,0.7375,0,1
3,2,2,3.94375,1.27,3.214,0.7375,0,1
3,2,2,4.7375,0.971,2.382,0.7375,0,1
3,2,2,1,0.903,2.765,0.7375,0,1
3,2,2,5.99375,0.937,1.283,0.7375,0,1
3,2,2,1.05625,1.238,1.585,0.7375,0,1
3,2,2,5.99375,0.455,2.283,0.7375,0,1
3,1,2,1,0.438,2.048,0.7375,0,0
3,1,1,5.9375,0.657,1.45,0.7375,0,1
3,2,1,1.0625,2,1.833,0.7375,0,0
3,1,2,5.9625,0.374,0.934,0.7375,0,0
3,1,1,5.95625,0.455,1.116,0.7375,0,1
3,1,1,5.18125,0.689,0.968,0.7375,0,1
3,1,1,6,1.371,1.384,0.7375,0,1
3,1,1,6,0.505,1.3,0.7375,0,1
3,2,2,6,0.454,1.869,0.7375,0,1
3,2,2,4.34375,0.52,1.566,0.7375,0,1
3,2,2,6,0.488,1.167,0.7375,0,1
3,2,1,1.01875,0.753,1.067,0.7375,0,0
3,2,2,4.11875,0.537,0.732,0.7375,0,1
3,1,1,3.9625,1.454,1.455,0.7375,0,1
3,2,2,5.4625,1.119,0.999,0.7375,0,1
3,2,2,6,0.837,1.367,0.7375,0,1
3,1,1,6,0.456,1.435,0.7375,0,1
3,1,1,6,0.473,1.135,0.7375,0,1
3,2,2,5.4625,0.488,1.153,0.7375,0,1
3,1,2,3.9875,1.159,1.401,0.7375,0,0
3,1,2,4.71875,0.522,2.332,0.7375,0,0
3,2,1,1,1.07,1.502,0.7375,0,0
3,2,2,5.9125,0.318,1.135,0.7375,0,1
3,2,2,6,0.322,1.334,0.7375,0,1
3,2,2,5.99375,0.57,1.433,0.7375,0,1
3,1,1,5.2,0.539,2.216,0.7375,0,1
3,2,2,4.45625,1.087,2,0.7375,0,1
3,2,2,6,0.555,1.719,0.7375,0,1
3,2,2,6,0.638,1.467,0.7375,0,1
3,1,1,6,0.506,1.333,0.7375,0,1
3,2,2,5.1125,0.687,2.167,0.7375,0,1
3,1,1,6,1.221,1.619,0.7375,0,1
3,2,2,4.95,0.684,1.7,0.7375,0,1
3,1,1,6,0.993,1.718,0.7375,0,1
3,2,2,4.2375,0.814,1.678,0.7375,0,1
3,1,1,6,0.44,1.449,0.7375,0,1
3,2,2,6,0.388,1.383,0.7375,0,1
3,1,1,3.80625,1.372,1.068,0.7375,0,1
3,1,1,5.69375,0.538,1.586,0.7375,0,1
3,1,1,5.93125,0.822,1.317,0.7375,0,1
3,2,2,1,0.686,2.281,0.7375,0,1
3,2,2,5.98125,1.203,2.365,0.7375,0,1
3,2,1,1,1.12,2.432,0.7375,0,0
3,1,1,6,0.439,1.267,0.7375,0,1
3,1,2,4.725,0.673,2.014,0.7375,0,0
3,1,2,5.9625,0.805,1.251,0.7375,0,0
3,2,1,1,0.938,1.633,0.7375,0,0
3,2,2,5.95625,0.603,1.267,0.7375,0,1
3,2,2,5.98125,0.554,1.568,0.7375,0,1
3,2,2,4.025,0.753,1.286,0.7375,0,1
3,2,2,6,0.504,1.217,0.7375,0,1
3,1,1,6,0.439,1.451,0.7375,0,1
3,1,1,6,1.271,2.084,0.7375,0,1
3,1,2,1.00625,1.071,1.451,0.7375,0,0
3,2,2,5.9625,0.733,1.45,0.7375,0,1
3,2,2,4.1375,0.704,1.334,0.7375,0,1
3,1,2,6,0.639,1.484,0.7375,0,0
3,1,1,5.96875,0.323,1.351,0.7375,0,1
3,2,2,5.9875,0.705,0.984,0.7375,0,1
3,2,2,6,0.404,1.783,0.7375,0,1
3,2,2,6,0.371,1.051,0.7375,0,1
3,2,1,1,1.802,1.5,0.7375,0,0
3,2,2,5.99375,0.538,1.434,0.7375,0,1
3,2,2,5.9625,0.355,1.072,0.7375,0,1
3,1,2,3.625,1.411,1.35,0.7375,0,0
3,1,2,1.05625,1.604,2.465,0.7375,0,0
3,2,2,5.9875,0.971,1.948,0.7375,0,1
3,1,2,5.96875,0.705,1.483,0.7375,0,0
3,1,1,1,1.671,1.45,0.7375,0,1
3,2,2,5.9875,0.405,1.234,0.7375,0,1
3,1,1,5.98125,0.322,1.4,0.7375,0,1
3,1,1,6,0.339,1.067,0.7375,0,1
3,2,2,5.1625,0.97,1.705,0.7375,0,1
3,1,1,6,0.339,0.967,0.7375,0,1
3,1,1,6,0.206,1.35,0.7375,0,1
3,2,1,1,0.637,1.334,0.7375,0,0
3,2,2,6,0.49,1.266,0.7375,0,1
3,1,2,4.125,1.137,2.049,0.7375,0,0
3,1,2,3.9125,0.888,1.75,0.7375,0,0
3,2,2,1,2,1.834,0.7375,0,1
3,1,2,6,0.322,1.235,0.7375,0,0
3,1,1,6,0.888,1.434,0.7375,0,1
3,1,1,6,0.686,1.351,0.7375,0,1
3,1,1,6,1.555,1.283,0.7375,0,1
3,1,1,6,0.705,1.436,0.7375,0,1
3,2,2,6,0.638,0.984,0.7375,0,1
3,1,1,3.78125,1.172,1.75,0.7375,0,1
3,2,2,3.95625,1.104,1.8,0.7375,0,1
3,2,2,6,0.487,1.101,0.7375,0,1
3,2,2,5.98125,0.754,1.134,0.7375,0,1
3,1,1,6,0.572,1.196,0.7375,0,1
3,1,1,6,0.872,1.567,0.7375,0,1
3,2,1,1.04375,1.286,2.216,0.7375,0,0
3,1,2,1,1.454,1.528,0.7375,0,0
3,1,1,4.7625,1.405,1.995,0.7375,0,1
3,2,2,1.025,1.106,1.982,0.7375,0,1
3,2,2,3.95,1.42,3.066,0.7375,0,1
3,1,1,5.68125,0.471,1.25,0.7375,0,1
3,1,1,5.9875,0.27,1.849,0.7375,0,1
3,1,2,3.75625,1.27,2.133,0.7375,0,0
3,2,2,6,0.5,1.151,0.7375,0,1
3,1,1,6,0.738,1.334,0.7375,0,1
3,2,2,6,0.604,1.666,0.7375,0,1
3,1,1,6,0.97,1.5,0.7375,0,1
3,1,1,1,2,3.132,0.7375,0,1
3,2,2,5.9875,0.372,1.333,0.7375,0,1
3,1,1,5.95,1.42,0.966,0.7375,0,1
3,2,2,6,0.371,1.167,0.7375,0,1
3,2,1,1.0125,1.786,1.318,0.7375,0,0
3,1,1,6,0.339,1.35,0.7375,0,1
3,1,2,4.0875,0.588,0.951,0.7375,0,0
3,1,1,4.4875,1.387,2.532,0.7375,0,1
3,2,2,5.98125,0.414,1.218,0.7375,0,1
3,1,1,5.99375,0.373,2.032,0.7375,0,1
3,2,2,6,0.77,1.2,0.7375,0,1
3,1,1,6,0.937,1.217,0.7375,0,1
3,2,2,6,1.885,1.501,0.7375,0,1
3,2,2,4.45,0.654,1.517,0.7375,0,1
3,1,1,6,0.409,0.931,0.7375,0,1
3,2,2,4.275,0.686,1.017,0.7375,0,1
3,2,2,5.1,0.903,1.252,0.7375,0,1
3,1,1,1.01875,1.322,2.249,0.7375,0,1
3,2,2,4.65625,0.887,1.65,0.7375,0,1
3,2,2,6,0.754,1.583,0.7375,0,1
3,1,2,1,0.755,1.7,0.7375,0,0
3,1,1,4.31875,1.638,1.117,0.7375,0,1
3,2,2,1,1.188,1.55,0.7375,0,1
3,1,1,6,0.853,1.35,0.7375,0,1
3,1,2,2.15625,1.637,1.501,0.7375,0,0
3,2,2,6,0.772,2.016,0.7375,0,1
3,2,2,1,2,1.283,0.7375,0,1
3,2,2,3.725,1.203,1.559,0.7375,0,1
3,2,2,3.5,0.953,0.734,0.7375,0,1
3,2,2,3.91875,0.754,1.65,0.7375,0,1
3,2,1,3.75625,1.536,2.348,0.7375,0,0
3,2,2,1,0.936,2.182,0.7375,0,1
3,2,2,1,1.653,1.382,0.7375,0,1
3,2,2,4.71875,1.165,1.067,0.7375,0,1
3,2,2,4.05,1.354,1.451,0.7375,0,1
3,2,1,4.0375,1.087,4.247,0.7375,0,0
3,1,1,4.04375,1.288,3.114,0.7375,0,1
3,1,1,6,0.689,1.517,0.7375,0,1
3,2,2,6,0.371,1.216,0.7375,0,1
3,2,2,6,0.47,1.684,0.7375,0,1
3,2,2,4.9375,0.599,1.195,0.7375,0,1
3,1,1,6,0.389,1.118,0.7375,0,1
3,1,1,6,0.287,1.279,0.7375,0,1
3,2,1,1,1.619,0.951,0.7375,0,0
3,1,1,6,0.405,1.352,0.7375,0,1
3,2,2,3.775,1.27,0.984,0.7375,0,1
3,1,1,4.58125,0.407,2.998,0.7375,0,1
3,2,2,4.6875,0.505,1.52,0.7375,0,1
3,2,1,1,1.037,1.451,0.7375,0,0
3,1,2,1,0.705,2.017,0.7375,0,0
3,2,2,5.9625,1.437,1.15,0.7375,0,1
3,2,2,5.99375,0.935,1.4,0.7375,0,1
3,2,2,6,0.421,1.085,0.7375,0,1
3,2,2,6,1.036,2.716,0.7375,0,1
3,1,2,1,2,1.168,0.7375,0,0
3,2,2,5.75,0.467,1.634,0.7375,0,1
3,1,1,4.3125,0.427,1.449,0.7375,0,1
12,2,2,NaN,0.904,NaN,0.5,1,1
12,1,2,NaN,1.921,NaN,0.5,1,0
12,1,1,NaN,0.988,NaN,0.55,1,1
12,1,1,NaN,0.821,NaN,0.6,1,1
12,1,2,NaN,1.97,NaN,1,1,0
12,2,1,NaN,0.868,NaN,0.55,1,0
12,2,1,NaN,1.105,NaN,1,1,0
12,1,1,NaN,1.471,NaN,0.6,1,1
12,1,1,NaN,1.022,NaN,1.05,1,1
12,2,2,NaN,0.803,NaN,1.1,1,1
12,2,2,NaN,1.587,NaN,1.05,1,1
12,2,2,NaN,1.818,NaN,0.65,1,1
12,2,1,NaN,1.687,NaN,0.6,1,0
12,2,1,NaN,1.168,NaN,1,1,0
12,2,1,NaN,1.22,NaN,1.05,1,0
12,1,1,NaN,1.671,NaN,1.1,1,1
12,1,1,NaN,1.355,NaN,1.15,1,1
12,1,1,NaN,0.771,NaN,0.65,1,1
12,1,1,NaN,0.939,NaN,1.1,1,1
12,2,2,NaN,0.837,NaN,1.05,1,1
12,2,2,NaN,1.203,NaN,1,1,1
12,1,1,NaN,0.605,NaN,0.7,1,1
12,2,1,NaN,0.888,NaN,0.95,1,0
12,1,1,NaN,1.655,NaN,1,1,1
12,1,2,NaN,1.139,NaN,0.65,1,0
12,2,2,NaN,1.02,NaN,1.05,1,1
12,1,1,NaN,1.055,NaN,1,1,1
12,2,2,NaN,1.187,NaN,0.95,1,1
12,2,2,NaN,1.158,NaN,0.9,1,1
12,2,2,NaN,0.937,NaN,0.85,1,1
12,1,2,NaN,1.338,NaN,0.8,1,0
12,2,1,NaN,1.353,NaN,0.7,1,0
12,1,2,NaN,0.79,NaN,0.75,1,0
12,2,2,NaN,0.738,NaN,0.85,1,1
12,1,1,NaN,0.805,NaN,0.9,1,1
12,2,2,NaN,1.037,NaN,0.85,1,1
12,2,2,NaN,0.755,NaN,0.8,1,1
12,1,1,NaN,0.739,NaN,0.8,1,1
12,1,1,NaN,0.686,NaN,0.85,1,1
12,1,1,NaN,0.71,NaN,0.75,1,1
12,2,1,NaN,0.753,NaN,0.7,1,0
12,2,1,NaN,1.27,NaN,0.8,1,0
12,2,2,NaN,0.802,NaN,0.75,1,1
12,2,2,NaN,0.837,NaN,0.85,1,1
12,2,2,NaN,1.553,NaN,0.9,1,1
12,1,1,NaN,0.622,NaN,0.85,1,1
12,1,1,NaN,0.639,NaN,0.8,1,1
12,2,1,NaN,0.987,NaN,0.75,1,0
12,1,1,NaN,0.556,NaN,0.8,1,1
12,1,1,NaN,0.589,NaN,0.75,1,1
12,1,1,NaN,0.679,NaN,0.8,1,1
12,2,2,NaN,1.203,NaN,0.7,1,1
12,2,1,NaN,0.902,NaN,0.85,1,0
12,1,1,NaN,0.505,NaN,0.65,1,1
12,1,1,NaN,1.688,NaN,0.6,1,1
12,2,2,NaN,1.402,NaN,0.9,1,1
12,2,2,NaN,0.804,NaN,0.55,1,1
12,2,1,NaN,0.72,NaN,0.5,1,0
12,2,2,NaN,1.486,NaN,0.95,1,1
12,2,2,NaN,1.085,NaN,0.55,1,1
12,1,1,NaN,1.064,NaN,0.6,1,1
12,2,2,NaN,1.105,NaN,0.9,1,1
12,2,2,NaN,1.301,NaN,0.55,1,1
12,2,2,NaN,1.453,NaN,0.85,1,1
12,1,1,NaN,0.506,NaN,0.8,1,1
12,2,2,NaN,1.075,NaN,0.5,1,1
12,1,2,NaN,1.055,NaN,0.75,1,0
12,1,1,NaN,0.523,NaN,0.5,1,1
12,2,1,NaN,0.62,NaN,0.5,1,0
12,2,2,NaN,1.203,NaN,0.8,1,1
12,1,1,NaN,0.39,NaN,0.55,1,1
12,1,1,NaN,1.354,NaN,0.85,1,1
12,2,2,NaN,1.021,NaN,0.6,1,1
12,1,2,NaN,1.438,NaN,0.8,1,0
12,1,1,NaN,0.971,NaN,0.55,1,1
12,2,2,NaN,0.77,NaN,0.85,1,1
12,1,2,NaN,0.739,NaN,0.5,1,0
12,1,2,NaN,1.356,NaN,0.9,1,0
12,1,1,NaN,0.456,NaN,0.95,1,1
12,1,2,NaN,0.773,NaN,0.55,1,0
12,1,2,2.5125,1.488,2.799,0.725,0,0
12,2,1,1.0125,1.803,2.448,0.725,0,0
12,2,2,1,1.652,1.931,0.725,0,1
12,2,2,1.03125,2,1.502,0.725,0,1
12,1,2,1.00625,1.956,1.333,0.725,0,0
12,2,2,6,1.965,1.811,0.725,0,1
12,1,2,5.96875,0.888,1.664,0.725,0,0
12,2,2,6,0.521,1.234,0.725,0,1
12,2,2,6,1.137,1.483,0.725,0,1
12,2,2,1.00625,2,1.568,0.725,0,1
12,2,2,5.94375,1.37,2.399,0.725,0,1
12,1,1,6,0.807,2.046,0.725,0,1
12,1,1,5.5125,1.387,1.751,0.725,0,1
12,1,1,6,1.106,1.899,0.725,0,1
12,2,1,3.525,2,2.148,0.725,0,0
12,2,2,5.79375,0.936,1.416,0.725,0,1
12,1,1,3.56875,1.12,4.613,0.725,0,1
12,2,2,5.48125,1.704,1.482,0.725,0,1
12,1,1,3.425,1.321,1.866,0.725,0,1
12,2,2,5.3125,1.353,1.237,0.725,0,1
12,2,2,5.9625,1.02,1.083,0.725,0,1
12,1,1,5.83125,0.638,2.216,0.725,0,1
12,2,2,6,1.365,1.249,0.725,0,1
12,1,1,2.94375,1.222,1.067,0.725,0,1
12,1,1,5.9125,0.84,2.666,0.725,0,1
12,2,1,2.96875,1.269,1.167,0.725,0,0
12,2,1,3.5,1.254,0.551,0.725,0,0
12,2,2,3.65,0.755,0.701,0.725,0,1
12,1,1,3.80625,0.572,1.633,0.725,0,1
12,2,2,6,2.002,1.717,0.725,0,1
12,2,2,5.46875,1.286,1.568,0.725,0,1
12,1,1,6,1.82,3.831,0.725,0,1
12,1,1,6,0.589,1.835,0.725,0,1
12,1,2,3.50625,1.62,1.634,0.725,0,0
12,1,2,4.8375,2,1.151,0.725,0,0
12,2,1,4.6875,1.769,2.232,0.725,0,0
12,2,2,5.09375,0.921,1.483,0.725,0,1
12,2,1,5.60625,0.855,2.649,0.725,0,0
12,1,2,5.225,1.022,1.966,0.725,0,0
12,1,1,3.21875,1.271,1.051,0.725,0,1
12,1,1,5.80625,1.338,2.431,0.725,0,1
12,1,1,5.63125,0.588,1.218,0.725,0,1
12,2,2,5.675,0.787,1.2,0.725,0,1
12,2,2,5.9625,0.788,1.183,0.725,0,1
12,1,1,3.73125,1.572,0.7,0.725,0,1
12,2,2,5.85625,1.321,1.18,0.725,0,1
12,1,1,3.9,1.121,1.173,0.725,0,1
12,2,2,5.6,1.353,1.42,0.725,0,1
12,1,1,3.73125,1,0.835,0.725,0,1
12,1,2,3.59375,1.505,1.4,0.725,0,0
12,1,1,5.925,1.106,1.532,0.725,0,1
12,1,1,3.875,1.138,1.935,0.725,0,1
12,1,1,5.75,0.689,1.766,0.725,0,1
12,1,1,3.7625,1.354,1.117,0.725,0,1
12,2,1,1.0125,1.421,1.283,0.725,0,0
12,1,1,5.8125,0.49,1.001,0.725,0,1
12,1,1,3.93125,1.321,1.184,0.725,0,1
12,1,1,4.23125,0.806,1.07,0.725,0,1
12,1,1,4.14375,1.071,1.3,0.725,0,1
12,2,2,6,1.985,1.117,0.725,0,1
12,2,1,3.85625,1.436,1.001,0.725,0,0
12,1,1,6,0.44,1.1,0.725,0,1
12,2,1,1,1.602,0.999,0.725,0,0
12,1,1,1,0.939,1.916,0.725,0,1
12,1,1,6,0.828,1.949,0.725,0,1
12,2,2,4.65,1.268,1.2,0.725,0,1
12,2,2,6,0.886,1.182,0.725,0,1
12,2,2,5.975,0.857,1.384,0.725,0,1
12,1,1,3.9875,1.372,1.119,0.725,0,1
12,2,2,6,0.854,1.384,0.725,0,1
12,2,2,6,0.736,1.139,0.725,0,1
12,1,1,6,1.737,1.649,0.725,0,1
12,2,2,6,1.087,1.018,0.725,0,1
12,1,2,1.45625,1.138,1.798,0.725,0,0
12,2,2,6,0.72,1.201,0.725,0,1
12,1,1,6,1.887,1.35,0.725,0,1
12,2,2,1.00625,1.752,1.898,0.725,0,1
12,2,2,6,0.67,1.45,0.725,0,1
12,2,2,2.3875,2,2.748,0.725,0,1
12,1,1,5.9625,0.456,1.051,0.725,0,1
12,1,1,1,0.989,1.883,0.725,0,1
12,1,1,1,0.825,1.25,0.725,0,1
12,2,2,1.875,1.619,1.749,0.725,0,1
12,1,1,5.48125,0.456,0.834,0.725,0,1
12,2,1,1.23125,1.288,0.966,0.725,0,0
12,2,2,6,1.288,1.067,0.725,0,1
12,1,1,2.3875,1.987,1.049,0.725,0,1
12,1,1,4.8125,0.556,1.031,0.725,0,1
12,2,2,3.06875,1.137,0.617,0.725,0,1
12,2,2,4.53125,1.336,0.751,0.725,0,1
12,2,2,6,0.703,1.384,0.725,0,1
12,1,1,5.9375,0.421,1.666,0.725,0,1
12,2,2,4.83125,0.821,0.995,0.725,0,1
12,2,1,3.5,1.849,0.551,0.725,0,0
12,2,1,1,1.516,1.094,0.725,0,0
12,1,1,4.78125,0.473,0.751,0.725,0,1
12,1,1,6,0.407,1.257,0.725,0,1
12,2,2,3.73125,1.27,1.816,0.725,0,1
12,2,2,6,0.92,1.266,0.725,0,1
12,1,1,5.95,0.422,1.233,0.725,0,1
12,2,1,3.40625,1.203,0.383,0.725,0,0
12,2,1,3.3125,1.304,0.601,0.725,0,0
12,2,2,5.91875,0.937,1.1,0.725,0,1
12,1,1,3.34375,1.176,0.486,0.725,0,1
12,1,1,3.8375,1.587,1.45,0.725,0,1
12,2,2,4.9,1.021,1.35,0.725,0,1
12,2,2,3.5,2,1.284,0.725,0,1
12,1,1,5.825,1.371,2.72,0.725,0,1
12,1,1,1.225,1.92,1.671,0.725,0,1
12,1,1,5.825,0.44,1.483,0.725,0,1
12,1,1,1,1.254,1.367,0.725,0,1
12,1,1,1.0375,1.454,1.2,0.725,0,1
12,2,2,5.16875,1.469,2.298,0.725,0,1
12,2,2,3.8375,1.27,1.051,0.725,0,1
12,1,1,3.7625,1.072,2.448,0.725,0,1
12,2,1,3.4875,1.07,1.018,0.725,0,0
12,1,1,2.43125,1.721,1.202,0.725,0,1
12,1,1,2.55,1.971,0.933,0.725,0,1
12,1,2,3.25,1.571,1.912,0.725,0,0
12,2,2,4.175,0.954,0.773,0.725,0,1
12,1,2,1,2,3.331,0.725,0,0
12,1,1,1.01875,1.371,4.181,0.725,0,1
12,2,1,1,1.752,1.15,0.725,0,0
12,2,1,1.00625,1.369,1.318,0.725,0,0
12,2,2,4.95625,0.887,0.869,0.725,0,1
12,2,2,3.9,1.137,1.049,0.725,0,1
12,2,2,3.4625,1.021,0.468,0.725,0,1
12,2,2,4.85,0.935,1.182,0.725,0,1
12,2,2,2.65,1.238,0.817,0.725,0,1
12,1,1,5.8375,0.523,1.433,0.725,0,1
12,2,2,3.78125,1.186,1.018,0.725,0,1
12,2,1,1.29375,1.546,1.242,0.725,0,0
12,2,2,5.275,0.886,1.384,0.725,0,1
12,2,2,1,1.587,1.416,0.725,0,1
12,2,2,6,0.803,1.268,0.725,0,1
12,2,1,1.025,1.236,1.117,0.725,0,0
12,2,1,1,1.084,0.735,0.725,0,0
12,2,2,3.54375,0.868,0.467,0.725,0,1
12,2,2,3.5,0.918,0.363,0.725,0,1
12,1,1,6,0.472,1.051,0.725,0,1
12,1,1,1.05,1.088,0.95,0.725,0,1
12,2,2,5.6,0.704,0.785,0.725,0,1
12,1,1,3.5,1.621,1.251,0.725,0,1
12,1,1,4.20625,0.688,1.085,0.725,0,1
12,2,1,3.49375,0.97,0.502,0.725,0,0
12,2,2,3.84375,0.92,2.249,0.725,0,1
12,2,2,4.18125,0.815,1.867,0.725,0,1
12,1,2,4.14375,0.853,0.968,0.725,0,0
12,2,2,4.26875,0.835,1.217,0.725,0,1
12,2,2,4.625,1.286,1.084,0.725,0,1
12,2,2,4.7375,0.822,1.3,0.725,0,1
12,1,1,4.54375,1.039,1.518,0.725,0,1
12,1,1,4.45625,0.886,1.299,0.725,0,1
12,1,1,4.775,0.705,1.433,0.725,0,1
12,1,1,4.85625,0.539,1.2,0.725,0,1
12,2,1,1,1.503,1.583,0.725,0,0
12,2,1,3.65625,1.292,1.033,0.725,0,0
12,1,1,4.9125,0.572,0.866,0.725,0,1
12,2,1,1,1.219,1.966,0.725,0,0
12,2,2,4.08125,0.948,1.167,0.725,0,1
12,2,2,5.88125,0.683,1.583,0.725,0,1
12,1,1,2.75,1.055,0.751,0.725,0,1
12,2,2,5.575,0.62,1.25,0.725,0,1
12,1,1,5.4625,0.506,1.318,0.725,0,1
12,1,1,5.33125,0.439,1.167,0.725,0,1
12,2,1,3.6,1.203,1.251,0.725,0,0
12,1,1,5.375,0.372,0.818,0.725,0,1
12,2,2,4.64375,1.819,1.317,0.725,0,1
12,1,1,4.1375,0.585,1.183,0.725,0,1
12,2,2,3.7875,0.787,1.218,0.725,0,1
12,2,1,1.28125,1.187,0.836,0.725,0,0
12,1,1,4.3625,0.522,1.535,0.725,0,1
12,1,1,1.0125,2,2.649,0.725,0,1
12,1,1,1,1.757,1.267,0.725,0,1
12,1,1,3.64375,1.205,1.084,0.725,0,1
12,1,1,3.9375,0.772,1.018,0.725,0,1
12,2,2,5.325,0.855,0.767,0.725,0,1
12,1,1,5.175,0.389,1.483,0.725,0,1
12,1,1,5.96875,0.421,1.001,0.725,0,1
12,1,2,4.10625,1.322,1.049,0.725,0,0
12,2,2,4.175,0.789,0.817,0.725,0,1
12,2,2,4.39375,0.903,0.734,0.725,0,1
12,1,1,4.3375,1.321,0.734,0.725,0,1
12,1,1,5.04375,1.222,0.85,0.725,0,1
12,1,1,4.80625,0.872,1.034,0.725,0,1
12,1,1,3.6625,1.455,1.251,0.725,0,1
12,1,1,1,0.97,1.316,0.725,0,1
12,1,2,3.8125,1.02,1.583,0.725,0,0
12,2,2,3.70625,0.803,1.571,0.725,0,1
12,2,1,1,1.169,0.935,0.725,0,0
12,1,1,4.4375,1.1,1.393,0.725,0,1
12,1,1,6,0.989,1.871,0.725,0,1
12,1,1,4.0125,1.352,1.016,0.725,0,1
12,1,1,1,1.605,2.199,0.725,0,1
12,1,1,4.3375,0.822,1.233,0.725,0,1
12,2,2,1.6875,1.252,1.517,0.725,0,1
12,2,1,1.9625,1.187,1.433,0.725,0,0
12,1,1,1.2625,0.739,1.017,0.725,0,1
12,2,1,1,1.351,1.449,0.725,0,0
12,2,1,1,2,6.426,0.725,0,0
12,2,2,6,0.804,2.599,0.725,0,1
12,2,2,5.53125,0.754,1.432,0.725,0,1
12,2,2,5.29375,1.219,0.867,0.725,0,1
12,1,1,3.50625,1.254,1.018,0.725,0,1
12,2,2,5.13125,0.953,1.134,0.725,0,1
12,1,1,3.5,1.271,0.672,0.725,0,1
12,1,1,3.5,0.954,1.633,0.725,0,1
12,2,2,5.4375,1.323,1.45,0.725,0,1
12,1,1,5.41875,0.59,3.381,0.725,0,1
12,1,1,5.25,0.54,1.565,0.725,0,1
12,2,1,1.83125,1.703,2.399,0.725,0,0
12,1,1,5.18125,0.772,1.268,0.725,0,1
12,2,1,3.54375,2,2.584,0.725,0,0
12,1,1,4.7375,0.539,1.933,0.725,0,1
12,2,1,2.64375,1.071,2.865,0.725,0,0
12,1,1,4.81875,0.608,1.335,0.725,0,1
12,2,1,2.23125,1.17,0.934,0.725,0,0
12,1,1,4.6375,0.706,1.467,0.725,0,1
12,1,1,4.13125,0.589,1.451,0.725,0,1
12,1,1,4.7,0.639,1.349,0.725,0,1
12,2,1,1.1375,1.269,1.213,0.725,0,0
12,1,1,5.56875,0.505,1.602,0.725,0,1
12,1,1,5.4,0.49,1.267,0.725,0,1
12,2,1,1.40625,2,1.55,0.725,0,0
12,1,1,5.34375,0.79,1.379,0.725,0,1
12,1,1,5.16875,0.489,1.533,0.725,0,1
12,1,1,3.68125,1.072,1.766,0.725,0,1
12,1,1,3.88125,0.639,0.569,0.725,0,1
12,1,1,4.275,0.622,2.332,0.725,0,1
12,2,2,4.61875,0.754,1.685,0.725,0,1
12,2,2,4.75625,0.786,2.598,0.725,0,1
12,2,2,4.725,0.622,1.167,0.725,0,1
12,2,2,4.0625,0.804,1.067,0.725,0,1
12,1,1,4.70625,0.707,1.665,0.725,0,1
