Subj_idx,Stimulus,Response,Confidence,RT_dec,NoiseLevel,Condition,Accuracy,Mean_direction,SD_direction
4,0,0,61,2.232354879,1.832595715,5,1,-43.55907445,70.01488817
4,0,0,84,0.660268068,1.265363708,2,1,-45.58838523,60.10989367
4,0,1,80,0.256271124,1.832595715,5,0,-28.73950129,71.54282837
4,1,1,76,0.41007781,1.265363708,2,1,51.01278417,59.36137639
4,0,0,74,0.598048925,1.832595715,5,1,-64.91453622,66.96415327
4,1,1,69,0.432047129,1.265363708,2,1,59.13502222,60.30112456
4,0,0,97,0.390030146,1.832595715,5,1,-45.98613658,67.29627543
4,1,1,95,0.47014904,1.265363708,2,1,48.98303271,58.97407329
4,0,0,93,0.497762918,1.265363708,2,1,-47.62780066,60.40857466
4,1,1,95,0.051901102,1.832595715,5,1,55.69495556,70.96452691
4,0,1,93,1.921674013,1.265363708,2,0,-45.39056253,60.10339475
4,0,0,88,0.31971693,1.265363708,2,1,-47.23380006,59.99781255
4,1,1,93,0.195485115,1.265363708,2,1,33.85665228,59.5076564
4,1,1,92,0.249705076,1.265363708,2,1,46.59522673,57.43279923
4,1,0,50,1.82359314,1.832595715,5,0,46.86174122,72.67828349
4,1,1,94,0.281569004,1.265363708,2,1,44.98348948,57.37626494
4,0,0,89,0.463227987,1.265363708,2,1,-43.49075499,59.8075452
4,1,1,100,0.189241171,1.265363708,2,1,38.78991464,56.63152427
4,0,0,80,0.552938938,1.832595715,5,1,-41.33952791,67.89114901
4,1,1,86,0.389041901,1.832595715,5,1,37.10199146,71.92024279
4,0,0,89,0.3107481,1.265363708,2,1,-38.40558001,54.99020246
4,1,1,86,0.22270298,1.265363708,2,1,53.14775254,56.51515263
4,1,1,63,1.442615986,1.265363708,2,1,50.61413994,60.0307513
4,1,1,64,0.684644938,1.832595715,5,1,64.28276712,69.26014528
4,1,1,67,1.106446028,1.832595715,5,1,47.3422949,70.2157726
4,0,0,79,0.31241703,1.265363708,2,1,-41.02502969,61.48269364
4,1,1,81,0.456346989,1.265363708,2,1,45.64720408,57.20521406
4,0,0,93,0.322357893,1.832595715,5,1,-34.92024775,64.44190198
4,0,1,64,1.480305195,1.265363708,2,0,-40.28505593,57.85592065
4,0,0,96,0.284136057,1.265363708,2,1,-48.8489225,57.21650706
4,0,1,64,0.142346859,1.832595715,5,0,-51.84344492,71.2441343
4,1,1,100,0.237983942,1.265363708,2,1,46.16717791,60.35654337
4,1,0,90,0.780086994,1.832595715,5,0,36.15147523,71.08378181
4,1,1,100,0.164177895,1.265363708,2,1,48.65162674,61.8238661
4,0,0,90,0.255861044,1.832595715,5,1,-37.09819322,70.04523123
4,0,1,50,1.193802118,1.832595715,5,0,-48.10679202,70.23313726
4,1,1,91,0.321698904,1.832595715,5,1,35.58380882,72.21708128
4,1,1,87,0.547703028,1.265363708,2,1,42.61594241,58.61232338
4,1,1,89,0.389589071,1.265363708,2,1,44.01548536,56.48605062
4,0,0,93,0.327498913,1.265363708,2,1,-51.74060592,55.80195852
4,0,0,90,0.70349884,1.832595715,5,1,-39.8370127,70.57187112
4,1,1,96,0.163574934,1.832595715,5,1,39.92193192,68.29417546
4,0,0,91,0.339497089,1.832595715,5,1,-26.20588281,66.82566495
4,1,1,92,0.213499069,1.832595715,5,1,50.97576095,69.50324963
4,1,0,94,0.39546299,1.832595715,5,0,39.10662804,71.96047429
4,1,1,92,0.13937211,1.832595715,5,1,34.60571689,68.25226125
4,0,1,77,0.467256069,1.832595715,5,0,-28.60307992,71.01001124
4,0,0,97,0.203368902,1.265363708,2,1,-39.44919859,61.54671925
4,0,1,94,0.19323802,1.832595715,5,0,-44.01663088,68.92886693
4,0,0,100,0.857159138,1.265363708,2,1,-43.37028714,58.76159164
4,0,1,100,1.219037056,1.265363708,2,0,-36.21218387,58.48696637
4,0,1,100,1.245075941,1.265363708,2,0,-44.30269625,59.90839949
4,1,1,100,0.387114048,1.265363708,2,1,45.41837062,59.86684415
4,1,1,93,0.924978018,1.832595715,5,1,44.81817111,68.34336068
4,0,0,98,0.352771044,1.265363708,2,1,-50.76859638,56.3672033
4,0,0,99,0.268763065,1.265363708,2,1,-31.24118271,55.66852724
4,1,1,100,0.372637987,1.265363708,2,1,40.57017511,58.72240642
4,0,0,100,0.308749914,1.265363708,2,1,-41.59966892,59.4627805
4,1,1,100,0.364660025,1.265363708,2,1,43.1767026,62.67732889
4,0,0,95,0.910670042,1.832595715,5,1,-51.56646313,68.55273488
4,1,1,97,0.288540125,1.832595715,5,1,49.81056089,69.00679683
4,0,0,95,0.208480835,1.832595715,5,1,-32.00724112,68.7860947
4,0,0,97,0.460521221,1.832595715,5,1,-31.41985669,73.73499377
4,1,1,100,0.306276083,1.265363708,2,1,41.36268662,59.09263552
4,0,0,96,0.364414215,1.832595715,5,1,-37.67872147,67.88929856
4,1,1,100,0.218181849,1.265363708,2,1,50.02623758,60.90761508
4,1,0,100,0.284216166,1.832595715,5,0,46.27044075,71.55015863
4,1,1,100,0.326246977,1.832595715,5,1,40.17521063,67.74688488
4,0,0,99,0.262186766,1.832595715,5,1,-48.148051,71.52983773
4,1,1,100,0.582070112,1.265363708,2,1,39.87438153,57.66456512
4,0,0,100,0.223907948,1.265363708,2,1,-43.22951708,57.83590121
4,1,1,100,0.586143017,1.265363708,2,1,47.80453644,56.62154105
4,0,0,100,0.103923082,1.265363708,2,1,-40.30100225,59.91324775
4,1,1,100,0.827845097,1.832595715,5,1,53.40403856,71.58929995
4,1,1,85,0.549809217,1.265363708,1,1,49.65694819,59.25235882
4,0,0,99,0.285732031,1.265363708,1,1,-47.88038391,56.76621428
4,1,1,100,0.805616856,1.832595715,4,1,47.76568238,69.40061976
4,0,0,100,0.127573013,1.265363708,1,1,-49.43418144,56.82618809
4,0,0,100,0.415508986,1.265363708,1,1,-45.6558549,57.81991779
4,0,0,100,0.165485144,1.265363708,1,1,-41.53507623,59.18025943
4,1,1,99,0.255393028,1.265363708,1,1,54.16247922,57.06998084
4,1,1,95,0.555469036,1.265363708,1,1,46.76999356,58.64590767
4,0,0,90,0.330950022,1.265363708,1,1,-43.8636737,59.15614654
4,0,0,94,0.405400991,1.265363708,1,1,-46.88156978,58.73399399
4,1,1,100,0.239287853,1.832595715,4,1,49.13774787,71.162186
4,0,1,66,0.61544013,1.265363708,1,0,-34.37338528,58.35250801
4,1,1,100,0.277202845,1.265363708,1,1,51.36523089,59.63059197
4,0,0,100,0.38317585,1.832595715,4,1,-45.19716001,73.00805946
4,1,1,100,0.337051153,1.265363708,1,1,44.90370571,61.78759844
4,1,1,100,0.269008875,1.265363708,1,1,44.08343563,56.99022096
4,1,1,100,0.111045122,1.265363708,1,1,51.06771834,56.03951209
4,1,1,100,0.169072151,1.265363708,1,1,44.77148005,59.76190623
4,1,1,100,0.206902027,1.265363708,1,1,55.80226292,60.57894882
4,1,1,100,0.212871075,1.265363708,1,1,40.62836874,58.17037073
4,0,1,83,0.758989096,1.265363708,1,0,-48.14727095,59.36739254
4,0,0,94,0.060912848,1.832595715,4,1,-56.36917433,70.11388235
4,0,0,95,0.394915104,1.265363708,1,1,-44.83692076,56.65663896
4,1,1,94,0.302837133,1.265363708,1,1,39.12241081,59.13997406
4,0,1,100,0.642703056,1.265363708,1,0,-38.42745164,58.57073247
4,1,1,100,0.280648947,1.265363708,1,1,39.92166055,58.12612976
4,0,0,100,0.382580042,1.265363708,1,1,-40.19167638,58.76013091
4,1,1,100,0.568763018,1.832595715,4,1,44.93184451,67.54969583
4,0,0,100,0.320549011,1.265363708,1,1,-40.4950338,58.82259332
4,0,0,50,1.004367113,1.832595715,4,1,-54.34224303,70.02081324
4,0,1,100,0.862278938,1.265363708,1,0,-44.90423755,54.98439161
4,0,0,100,0.538242102,1.265363708,1,1,-42.0407166,56.52309395
4,1,1,99,0.264204025,1.832595715,4,1,47.25394777,68.97538673
4,0,0,100,0.206219912,1.265363708,1,1,-47.42339614,59.33622033
4,1,1,100,0.196099043,1.265363708,1,1,44.7987932,57.94790579
4,0,0,89,0.722070217,1.832595715,4,1,-35.69043436,68.46384376
4,0,0,99,0.770313025,1.265363708,1,1,-39.74993297,58.74706698
4,1,1,96,0.318041801,1.265363708,1,1,41.17569495,58.61067274
4,1,1,100,0.197924137,1.265363708,1,1,42.85470462,61.60319277
4,1,1,98,0.369771004,1.265363708,1,1,33.05323164,58.26755062
4,1,1,100,0.238081932,1.265363708,1,1,49.04570788,60.19910823
4,1,1,100,0.237888098,1.265363708,1,1,41.98889987,59.63281666
4,0,1,100,0.43386507,1.832595715,4,0,-41.87357425,72.29365754
4,1,1,94,0.217934132,1.832595715,4,1,44.41652707,68.48485623
4,0,0,96,0.39574194,1.265363708,1,1,-40.12584265,56.37340431
4,0,0,100,0.301625967,1.832595715,4,1,-44.40573202,69.77003684
4,0,0,99,0.261432886,1.265363708,1,1,-42.41748741,59.84237743
4,0,0,92,0.463577986,1.265363708,1,1,-38.47534275,62.38591593
4,1,1,100,1.117440939,1.265363708,1,1,38.06919683,57.24079537
4,1,1,100,0.251351833,1.832595715,4,1,47.88803386,65.82177209
4,1,1,100,0.60336113,1.265363708,1,1,36.67058981,58.26686788
4,1,1,100,0.135414124,1.265363708,1,1,30.68445877,57.64045143
4,0,0,100,0.371375799,1.832595715,4,1,-47.65761881,72.01879928
4,0,0,100,0.297199965,1.265363708,1,1,-49.40526005,59.59434595
4,0,1,100,0.363095045,1.265363708,1,0,-39.92789573,59.55757656
4,1,0,100,0.271193981,1.832595715,4,0,38.49971516,74.12124993
4,0,0,84,0.739058018,1.265363708,1,1,-47.69507307,60.3418549
4,1,1,97,0.156875134,1.265363708,1,1,47.10363145,60.51756095
4,1,0,96,0.238739014,1.265363708,1,0,41.44082845,56.23374632
4,1,1,90,0.230612993,1.265363708,1,1,51.69552693,57.15987293
4,0,1,50,0.532824039,1.265363708,1,0,-51.38277201,54.52000985
4,0,1,98,0.820423841,1.265363708,1,0,-41.94740573,63.31920288
4,1,1,100,0.648500919,1.832595715,4,1,51.17163816,66.57424762
4,0,0,100,0.226379871,1.832595715,4,1,-56.18053458,69.99383913
4,0,1,100,0.320489168,1.832595715,4,0,-48.42109665,71.20530817
4,1,0,59,1.344501972,1.832595715,4,0,49.72854493,67.64071677
4,0,1,64,1.534339905,1.265363708,1,0,-39.07725658,61.03941094
4,0,1,63,0.352128983,1.832595715,4,0,-57.62310597,69.56125216
4,1,1,58,0.382095098,1.265363708,1,1,54.9730045,58.53513619
4,1,1,63,0.316257954,1.265363708,1,1,49.31038215,56.54593817
4,1,1,74,0.251979828,1.265363708,1,1,47.65980032,59.70778394
4,0,0,65,0.872132063,1.265363708,1,1,-42.02299954,59.60170447
4,0,0,86,0.275851011,1.265363708,1,1,-42.46229375,57.73138507
4,0,1,86,0.324008942,1.265363708,1,0,-44.74221613,58.65678998
4,0,1,66,0.250159025,1.832595715,4,0,-35.0862992,70.64881956
4,1,1,63,0.291747093,1.265363708,1,1,45.95402546,56.2923121
4,1,0,82,0.69155097,1.265363708,1,0,41.09783621,57.58259654
4,1,1,74,0.469741106,1.832595715,4,1,60.36176703,68.55540531
4,1,1,81,0.659554005,1.265363708,1,1,34.63167908,55.04027834
4,0,0,91,0.607546091,1.265363708,1,1,-48.04324885,58.69659729
4,1,1,93,0.271450043,1.265363708,1,1,49.4663348,58.94023164
4,0,0,91,0.315252066,1.265363708,1,1,-39.01340957,56.34529483
4,1,1,87,0.253329992,1.265363708,1,1,43.94667396,55.82337657
4,1,1,95,0.747141838,1.265363708,1,1,49.95131675,58.39767098
4,0,0,94,0.229170084,1.265363708,1,1,-43.07876724,58.3832552
4,1,1,93,0.295026064,1.265363708,1,1,40.62610781,61.18230611
4,0,0,88,0.39504981,1.265363708,1,1,-42.52249873,57.55173672
4,1,1,92,0.097055912,1.265363708,1,1,49.68295247,57.58388157
4,0,1,50,1.674902201,1.265363708,1,0,-43.79148162,58.87635745
4,1,1,97,0.140969038,1.265363708,1,1,48.08193869,60.00925922
4,0,1,55,2.256878853,1.832595715,4,0,-50.65414521,71.46105802
4,1,1,60,0.240652084,1.265363708,1,1,49.1875134,58.5024985
4,1,1,62,0.548721075,1.832595715,4,1,53.42474198,69.5563456
4,0,0,88,0.208735943,1.265363708,1,1,-55.1210153,59.80970814
4,1,1,93,0.310797215,1.265363708,1,1,46.88039905,61.67400452
4,0,0,94,0.118651867,1.265363708,1,1,-48.07280415,59.14872828
4,1,1,91,0.122531176,1.265363708,1,1,44.15667248,57.33411421
4,0,0,92,0.126523972,1.265363708,1,1,-38.39921718,59.55991275
4,0,0,70,0.652402163,1.265363708,1,1,-44.11733024,58.88804483
4,1,1,100,0.078285933,1.265363708,1,1,36.07712023,60.39705756
4,0,1,87,0.256284952,1.832595715,4,0,-34.88013838,70.72329668
4,0,0,54,1.106250048,1.832595715,4,1,-50.33584755,70.76364132
4,0,1,60,0.814277172,1.265363708,1,0,-51.58439802,57.29022418
4,1,1,61,0.140168905,1.265363708,1,1,48.62501482,56.55326576
4,0,0,85,0.584264994,1.265363708,1,1,-45.68045663,59.47342193
4,1,1,100,0.373955011,1.832595715,4,1,60.49539493,66.72184814
4,0,0,97,0.2779181,1.265363708,1,1,-43.27012203,56.73906475
4,1,1,96,0.081858873,1.265363708,1,1,48.3669365,62.13139742
4,0,0,100,0.214253187,1.265363708,1,1,-46.93589201,57.08207981
4,1,1,98,0.693664074,1.832595715,4,1,43.10236637,73.89621796
4,0,0,97,0.199717999,1.265363708,1,1,-41.11896189,59.25112211
4,1,1,94,0.059715033,1.832595715,4,1,53.58050895,69.90094849
4,1,1,85,0.339548826,1.832595715,6,1,35.73200607,70.92666642
4,1,1,81,0.85935092,1.832595715,6,1,39.54923775,68.12139054
4,0,0,98,0.167305946,1.265363708,3,1,-49.98422995,61.37240534
4,0,0,50,1.201384068,1.832595715,6,1,-44.92663197,70.18390091
4,0,1,89,0.139369011,1.832595715,6,0,-34.20228598,69.67287483
4,0,0,95,0.32111907,1.832595715,6,1,-46.68027274,69.79811218
4,0,1,85,0.263125896,1.832595715,6,0,-52.64783413,68.22657322
4,0,1,87,0.423012972,1.832595715,6,0,-28.90514174,67.00798228
4,1,1,50,1.020988941,1.832595715,6,1,41.9319366,69.94941521
4,0,0,97,0.777067184,1.832595715,6,1,-39.34104683,70.43955162
4,1,1,83,0.328881025,1.832595715,6,1,55.42514583,69.93545128
4,1,1,93,0.360944986,1.265363708,3,1,48.26495922,58.89591715
4,0,0,93,0.172806978,1.832595715,6,1,-46.30986278,71.66354936
4,0,0,91,0.276686192,1.265363708,3,1,-39.15419955,57.14788689
4,1,1,94,0.52274704,1.832595715,6,1,48.08668002,70.14869421
4,0,0,66,0.382716179,1.832595715,6,1,-40.95850942,68.92246638
4,1,1,92,0.162555933,1.832595715,6,1,55.54751975,67.88823076
4,1,1,100,0.168566942,1.832595715,6,1,54.54302883,69.36130698
4,1,0,100,0.294432163,1.832595715,6,0,62.17760088,71.88699549
4,0,0,100,2.452516079,1.832595715,6,1,-44.61790331,65.27572768
4,1,1,100,0.226537943,1.832595715,6,1,43.55927188,72.5096722
4,0,0,84,0.614427805,1.832595715,6,1,-54.86129668,67.20606285
4,0,0,93,0.392255783,1.832595715,6,1,-40.69368677,69.70946325
4,1,1,69,1.294281006,1.832595715,6,1,32.3795683,70.87242315
4,0,0,96,0.922228098,1.265363708,3,1,-41.10741526,59.64393932
4,1,1,86,0.210176945,1.832595715,6,1,49.07422336,68.26062531
4,0,0,50,0.918042898,1.832595715,6,1,-43.44147168,67.12702065
4,1,1,92,0.244073868,1.265363708,3,1,41.55259334,57.44469001
4,1,1,84,0.442036867,1.832595715,6,1,45.79605535,68.92900284
4,1,1,100,0.2339468,1.265363708,3,1,46.62672092,57.96674253
4,0,0,95,0.231886148,1.832595715,6,1,-42.20609174,69.04244783
4,1,1,90,0.295926094,1.832595715,6,1,30.79443405,69.20673962
4,0,0,93,0.195980072,1.832595715,6,1,-55.26691601,72.06149335
4,0,1,89,0.481842995,1.832595715,6,0,-45.0207948,69.98086537
4,0,0,89,0.2316401,1.265363708,3,1,-41.59565953,60.56031725
4,1,1,85,0.309595823,1.832595715,6,1,59.07876834,70.80329692
4,1,1,88,0.673465014,1.265363708,3,1,46.25693241,57.20770209
4,1,1,94,0.579495192,1.832595715,6,1,32.86858103,66.69856213
4,1,0,65,0.257786036,1.832595715,6,0,55.94476442,72.88335414
4,1,1,95,0.125730991,1.265363708,3,1,39.50485978,58.88060213
4,0,1,100,0.271322012,1.832595715,6,0,-37.6941431,71.88009683
4,1,1,100,0.277408838,1.832595715,6,1,61.96496293,67.7675927
4,0,1,100,0.319377899,1.832595715,6,0,-37.84268425,72.31639065
4,0,0,86,0.341423988,1.265363708,3,1,-40.93823455,61.67930437
4,0,0,54,0.483222961,1.265363708,3,1,-48.84598149,58.05093801
4,0,1,100,0.309226036,1.832595715,6,0,-42.27871723,70.16482054
4,1,1,95,0.131308079,1.265363708,3,1,45.5665619,60.29741422
4,1,1,98,0.311120987,1.832595715,6,1,44.07762829,67.30305242
4,1,1,99,0.286990166,1.832595715,6,1,28.61896167,69.95732086
4,0,0,97,0.301105022,1.832595715,6,1,-47.58714966,70.19049987
4,1,1,100,0.21718812,1.265363708,3,1,43.64659743,58.58102967
4,1,0,95,0.830852985,1.832595715,6,0,42.56902516,67.90077734
4,0,0,96,0.610909939,1.265363708,3,1,-47.27824827,57.89930558
4,1,0,100,0.395188808,1.832595715,6,0,44.61425593,70.39382785
4,0,0,100,1.172925949,1.832595715,6,1,-42.96186806,70.78579479
4,0,0,95,0.990801811,1.832595715,6,1,-40.03987814,69.87781646
4,1,1,87,0.970499992,1.265363708,2,1,49.71705297,59.43051315
4,1,1,67,0.512463093,1.832595715,5,1,32.99799339,67.9461782
4,0,0,100,0.430644989,1.265363708,2,1,-45.25594397,58.43775654
4,0,0,94,1.936261177,1.265363708,2,1,-41.67277299,61.69584852
4,1,1,50,10.20226383,1.832595715,5,1,40.87213568,65.69974873
4,1,1,61,0.62789917,1.265363708,2,1,44.12261013,58.82563867
4,0,0,64,1.217915058,1.832595715,5,1,-47.81973162,68.90778297
4,1,1,94,0.253904104,1.832595715,5,1,37.97522096,67.48392025
4,1,0,92,0.463739872,1.832595715,5,0,37.43578138,69.14524596
4,1,1,100,0.133758068,1.265363708,2,1,40.3112083,61.31567215
4,0,0,100,0.415714979,1.265363708,2,1,-53.78346156,58.12063845
4,0,0,100,0.521696806,1.832595715,5,1,-44.93382744,66.46150229
4,1,1,100,0.175553799,1.265363708,2,1,53.53734468,58.72926651
4,1,1,100,0.653510094,1.265363708,2,1,38.86974938,58.94216865
4,1,0,52,1.669764996,1.265363708,2,0,53.05941403,61.33550766
4,0,0,100,0.269507885,1.832595715,5,1,-54.61981594,69.72731443
4,1,1,100,0.163495064,1.832595715,5,1,62.81002942,68.85622444
4,1,0,100,0.283418179,1.832595715,5,0,54.44966102,69.3656358
4,0,0,100,0.339385033,1.265363708,2,1,-55.85533094,60.43932178
4,0,0,100,0.229308844,1.265363708,2,1,-34.03851155,58.55484416
4,0,0,100,0.153185844,1.265363708,2,1,-50.10579936,60.08594428
4,0,0,86,0.373152018,1.832595715,5,1,-40.85814913,69.11255631
4,1,1,100,0.179147005,1.265363708,2,1,51.99021608,58.14979243
4,0,0,100,0.251185894,1.832595715,5,1,-55.83954381,67.26494629
4,0,0,100,0.387311935,1.832595715,5,1,-39.56972371,69.56992363
4,1,1,95,0.165121078,1.832595715,5,1,46.85243997,68.88873213
4,0,0,95,0.174994946,1.265363708,2,1,-35.75787686,59.62395648
4,0,0,95,1.207298994,1.832595715,5,1,-44.13649507,69.11690178
4,0,0,94,0.22695899,1.265363708,2,1,-44.44868114,55.57552195
4,0,1,100,0.251070976,1.832595715,5,0,-38.83027801,66.62288064
4,0,0,100,0.330898046,1.265363708,2,1,-41.5553339,60.58195804
4,1,1,100,0.194808006,1.265363708,2,1,45.1990631,57.97781439
4,1,1,100,0.280791044,1.265363708,2,1,40.42371701,59.08734852
4,0,0,97,0.202655077,1.832595715,5,1,-45.6872238,70.2226875
4,0,0,90,0.490633011,1.265363708,2,1,-41.05445614,59.50330262
4,1,1,100,0.19657588,1.832595715,5,1,49.52214711,71.55063033
4,1,1,100,0.302561998,1.265363708,2,1,51.1460271,54.28510822
4,0,0,100,0.318485022,1.832595715,5,1,-53.36822622,71.75415193
4,1,1,100,0.246513844,1.832595715,5,1,56.03180275,67.73747708
4,0,0,100,0.356535912,1.265363708,2,1,-42.01650369,58.72135278
4,0,0,94,0.28434515,1.265363708,2,1,-47.37671179,57.40846604
4,0,0,99,0.652565956,1.265363708,2,1,-44.45055203,62.77320966
4,1,1,100,0.202541828,1.832595715,5,1,31.35580114,67.23869527
4,0,0,100,0.292258024,1.832595715,5,1,-64.27364323,69.24539171
4,1,0,100,0.796306133,1.832595715,5,0,45.95366314,69.6444266
4,1,1,100,0.38218379,1.265363708,2,1,34.27673389,60.2387183
4,0,0,70,0.452161074,1.832595715,5,1,-37.1081959,68.42539188
4,1,1,100,0.084010124,1.832595715,5,1,50.54511091,65.7436495
4,1,1,97,0.187992096,1.265363708,2,1,48.59084194,60.85317379
4,0,0,59,1.825836897,1.832595715,5,1,-20.28181856,69.70668792
4,1,1,95,0.127861977,1.265363708,2,1,34.12052719,54.95346311
4,0,0,94,0.211685181,1.265363708,2,1,-48.39281982,58.42323163
4,1,1,94,0.183717012,1.832595715,5,1,40.38421677,67.11044925
4,1,1,92,0.239717007,1.265363708,2,1,47.947237,60.64524451
4,0,0,92,0.277556896,1.832595715,5,1,-56.04585184,68.82156578
4,1,0,83,1.037657022,1.832595715,5,0,37.14545439,68.18694746
4,1,1,89,0.339296103,1.265363708,2,1,43.3351627,58.24832426
4,1,1,100,0.093201876,1.265363708,2,1,49.69818597,60.76703864
4,0,0,100,0.259160995,1.265363708,2,1,-47.20254192,58.86238647
4,0,0,71,0.479141951,1.265363708,2,1,-41.22822508,63.21204029
4,0,0,100,0.200986147,1.832595715,5,1,-31.99796223,67.386081
4,1,1,100,0.201006889,1.832595715,5,1,37.30624212,71.37035008
4,0,1,88,0.401026011,1.832595715,5,0,-45.90030667,68.6569898
4,1,1,99,0.516895056,1.832595715,5,1,45.63322896,66.54581856
4,0,0,100,0.214835167,1.832595715,5,1,-41.12225507,70.45508793
4,0,0,100,0.248764992,1.265363708,2,1,-55.6191221,63.80893024
4,1,1,100,0.322850943,1.832595715,5,1,13.10303302,70.37157627
4,1,1,100,0.140860081,1.832595715,5,1,43.51301444,70.25383087
4,1,1,100,0.160725832,1.832595715,5,1,33.30508019,68.55744216
4,1,1,100,0.192631006,1.265363708,2,1,39.67536065,60.69181559
4,0,0,100,0.182618141,1.265363708,2,1,-49.20161345,61.89833846
4,1,1,100,0.090597153,1.265363708,2,1,46.30088214,57.06257215
4,1,1,100,0.094158888,1.265363708,2,1,48.97815135,57.34426187
4,0,0,65,0.144618034,1.265363708,2,1,-41.84932232,61.53316122
4,0,0,50,1.240664959,1.832595715,5,1,-32.45487718,65.39462931
4,0,0,97,0.554383993,1.265363708,2,1,-39.38632222,58.82113192
4,0,0,100,0.420421839,1.832595715,5,1,-45.92736719,64.63809234
4,0,0,99,0.574379206,1.265363708,2,1,-45.88667822,61.51146909
4,0,1,76,1.006247997,1.832595715,5,0,-51.17964672,69.93102442
4,1,1,74,0.210297108,1.832595715,5,1,56.81893956,65.73765492
4,0,0,99,0.352176905,1.265363708,2,1,-47.90336729,55.66051089
4,1,1,79,0.820150852,1.265363708,2,1,48.35669948,54.31720852
4,0,1,97,0.750108957,1.832595715,5,0,-27.73132821,73.01825539
4,1,1,90,0.265932083,1.265363708,2,1,48.76341678,59.39025033
4,0,0,83,0.562164068,1.832595715,5,1,-49.99298394,69.96437185
4,1,1,91,0.215984821,1.265363708,2,1,36.77860569,60.68036146
4,0,0,79,0.23190093,1.265363708,2,1,-45.3416801,56.78748486
4,0,0,64,0.48592186,1.265363708,2,1,-40.96092668,61.77529038
4,1,1,92,0.287786961,1.832595715,5,1,55.00724756,71.90095672
4,0,0,100,0.235689878,1.265363708,2,1,-47.69059474,60.40293208
4,1,1,93,0.177834988,1.265363708,2,1,35.21502702,58.8559599
4,0,0,100,0.365673065,1.832595715,5,1,-45.04599991,67.4657549
4,0,0,91,0.58952713,1.832595715,5,1,-40.87640765,69.60600813
4,1,1,100,0.137888908,1.832595715,5,1,47.98927987,70.52268672
4,1,1,100,0.305453062,1.265363708,2,1,51.17081486,57.52388286
4,0,0,98,0.203454018,1.265363708,2,1,-56.8262439,57.75092611
4,0,0,95,0.559490919,1.832595715,5,1,-50.23069637,71.00307577
4,1,1,99,0.257382154,1.265363708,2,1,46.72031499,59.22865718
4,0,1,100,0.693351984,1.265363708,2,0,-39.37548304,54.90531225
4,1,1,100,0.233337164,1.832595715,5,1,47.18370815,70.19154492
4,1,1,99,0.305427074,1.832595715,5,1,40.61995021,68.52046135
4,1,1,98,0.343203783,1.832595715,5,1,48.06946,67.30505505
4,1,0,97,0.537271976,1.832595715,5,0,48.13180108,70.05948583
4,0,0,89,0.225078821,1.832595715,5,1,-46.73845111,69.90683368
4,1,1,100,0.113360882,1.265363708,2,1,35.80885987,61.06907798
4,1,1,82,0.169085026,1.832595715,5,1,56.78502433,68.93818381
4,0,0,92,0.336930037,1.832595715,5,1,-36.39001241,67.86584801
4,0,0,92,0.220839977,1.265363708,2,1,-47.12668122,55.65298767
4,1,1,97,0.162808895,1.832595715,5,1,48.29289933,67.80850319
4,1,1,91,0.092812061,1.265363708,2,1,48.6335596,58.28056034
4,1,1,100,0.167026043,1.265363708,2,1,39.86989062,60.34711991
4,0,1,100,0.418751001,1.832595715,5,0,-29.78271461,69.5633011
4,0,0,92,0.934769154,1.265363708,3,1,-40.93861592,59.8428143
4,0,0,89,0.236586094,1.832595715,6,1,-47.48923378,66.9401334
4,0,1,50,0.866480827,1.832595715,6,0,-39.32219354,67.80020045
4,0,0,79,0.536507845,1.832595715,6,1,-45.11175488,70.05149998
4,1,1,79,0.364607096,1.832595715,6,1,38.22599799,69.49130976
4,1,1,74,0.238332987,1.832595715,6,1,45.83613885,70.53002561
4,1,1,74,0.282529831,1.832595715,6,1,41.91081867,71.60227556
4,1,1,78,1.24438715,1.832595715,6,1,33.92622836,70.39326526
4,1,1,89,0.260271072,1.265363708,3,1,36.3934602,62.23455017
4,0,0,93,0.19209218,1.265363708,3,1,-42.99613195,54.82654927
4,1,1,88,0.120069027,1.832595715,6,1,61.44250382,68.48802388
4,0,0,88,0.426147938,1.832595715,6,1,-50.67734026,71.86240446
4,1,1,88,0.18999505,1.832595715,6,1,43.95088004,69.04101251
4,1,1,71,0.966050148,1.832595715,6,1,44.26701314,70.66822839
4,0,1,90,2.766133785,1.832595715,6,0,-40.6126861,70.17074347
4,1,1,83,0.134106159,1.832595715,6,1,55.15163436,71.42152909
4,1,1,87,0.165665865,1.832595715,6,1,56.29584467,68.13196713
4,0,0,94,0.393804073,1.265363708,3,1,-43.62938215,60.4870849
4,1,1,96,0.213743925,1.832595715,6,1,41.01607237,71.4183796
4,1,1,92,0.461806059,1.832595715,6,1,59.74448501,70.83849019
4,1,1,100,0.227786064,1.265363708,3,1,44.65765449,57.17811194
4,0,1,88,0.391581774,1.832595715,6,0,-54.94073299,69.64554413
4,1,1,93,0.46154809,1.832595715,6,1,48.82926713,64.48333337
4,1,1,91,0.209455013,1.265363708,3,1,51.06964939,58.35522586
4,0,1,50,2.103447914,1.832595715,6,0,-51.90437638,69.99345961
4,1,1,92,0.367407084,1.832595715,6,1,61.40890904,68.35605656
4,1,1,94,0.499288082,1.832595715,6,1,52.83480218,71.16667911
4,1,1,88,0.255360842,1.265363708,3,1,44.18474304,57.78249677
