Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Delay
4,161,348.3046875,1,1.90881913400153,-7.30468750000001,0.5,6.3
4,104,300,2,1.60226646100273,-15.9999999999999,0.5,6.3
4,151,334.78125,2,2.24779552500331,-3.78125000000004,0.5,12
4,1,172,2,2.07232133100115,9.00000000000003,1,12
4,79,234.8671875,1,6.37882189499942,24.1328125,0.5,3.45
4,84,236,2,1.44647156400242,28,1,0.6
4,98,301.65625,2,2.7526585730011,-23.65625,1,0.6
4,164,147.046875,1,2.22108730500258,16.953125,0.5,9.15
4,98,131.09375,2,1.98082965200229,-33.09375,1,12
4,96,302,2,1.6652738369994,-26,1,0.6
4,31,224.6171875,2,1.94464203100142,-13.6171875,0.5,0.6
4,36,22,2,4.95111629000166,14,0.5,9.15
4,118,131.8515625,3,2.6218138180011,-13.8515625,1,9.15
4,122,136.734375,3,3.0365699920003,-14.734375,1,0.6
4,103,67.59375,3,3.14078085100118,35.40625,1,3.45
4,173,337.359375,2,4.31785749000119,15.640625,1,9.15
4,43,218.828125,2,1.944284711004,4.171875,0.5,12
4,31,39.578125,2,3.11921751599948,-8.578125,1,3.45
4,31,25.609375,1,7.30961347600169,5.39062499999999,0.5,6.3
4,164,328.15625,2,7.46909916599907,15.84375,0.5,6.3
4,71,60.0234375,2,2.72097811300046,10.9765625,0.5,0.6
4,151,161.7421875,3,2.39194431500073,-10.7421875,0.5,12
4,40,38.9921875,2,2.21631905300092,1.00781249999999,1,0.6
4,147,322.828125,3,1.53707654100072,4.171875,0.5,0.6
4,114,152.515625,2,2.52733655699922,-38.515625,1,12
4,121,126,2,2.06093476100068,-5,1,3.45
4,102,137.875,1,2.1295133090025,-35.875,1,12
4,30,41.8046875,2,2.07753110699923,-11.8046875,1,0.6
4,175,167.7578125,3,20.1908753450007,7.24218749999999,0.5,12
4,134,318,2,3.24621720399955,-3.99999999999994,0.5,9.15
4,23,40.84375,3,2.35082984800101,-17.84375,1,0.6
4,32,39.5078125,4,1.49374294899826,-7.5078125,0.5,3.45
4,34,34.9296875,4,1.43268987500051,-0.929687499999992,0.5,0.6
4,6,210.9296875,3,2.74052445100097,-24.9296875,0.5,3.45
4,85,63.390625,3,1.59642753899971,21.609375,1,12
4,172,253.7265625,4,2.0625050689996,-81.7265625,0.5,0.6
4,93,280.203125,3,2.21307031600008,-7.20312499999997,0.5,6.3
4,20,21.2421875,2,2.74718338900129,-1.2421875,0.5,9.15
4,127,140.3828125,3,3.62251945900061,-13.3828125,0.5,3.45
4,179,193.140625,2,1.73314169900186,-14.140625,1,12
4,98,290.203125,3,1.88338430700242,-12.203125,1,0.6
4,34,213.6875,3,2.26427697599865,0.312499999999989,0.5,12
4,12,36.6796875,2,2.13840364299904,-24.6796875,0.5,12
4,7,332.234375,2,2.37875097900178,34.765625,1,9.15
4,175,334.0703125,1,2.29103688800024,20.9296875,0.5,9.15
4,161,338.203125,2,1.77341635700213,2.79687499999998,1,9.15
4,165,338.9765625,3,1.74140168200029,6.02343750000004,1,0.6
4,18,214,3,1.5238086390018,-16,0.5,3.45
4,108,309.328125,4,2.15764109700103,-21.328125,0.5,3.45
4,29,208.6015625,2,2.29774538499987,0.398437500000011,1,0.6
4,81,243.5390625,1,1.76320119199954,17.4609375,0.5,12
4,179,46,2,2.48367542199776,-47,0.5,9.15
4,105,142.0390625,3,3.39232617599919,-37.0390625,1,3.45
4,164,139.5234375,2,2.02437358200041,24.4765625,0.5,6.3
4,147,150,3,1.59725417400114,-3.00000000000002,1,3.45
4,145,326.75,2,7.83057268500124,-1.74999999999995,1,12
4,53,235.3125,2,2.89184223300254,-2.31250000000001,1,3.45
4,130,130.5,3,2.84528974500063,-0.49999999999999,0.5,3.45
4,148,320.6171875,2,5.22218700400117,7.38281250000003,1,12
4,125,311.359375,2,2.65273920500113,-6.35937499999995,1,9.15
4,118,116.484375,2,1.97644443000172,1.51562500000001,0.5,6.3
4,125,301.5703125,4,1.70809037900108,3.42968750000001,1,0.6
4,12,218.53125,3,2.71262623800067,-26.53125,0.5,0.6
4,169,150.5,2,2.28555057500125,18.5,1,6.3
4,76,236.8125,2,4.44993786000123,19.1875,1,6.3
4,179,14.84375,1,4.94011785700059,-15.84375,1,12
4,50,30,2,8.04814267500115,20,1,6.3
4,7,11.984375,1,1.56658644900017,-4.984375,0.5,12
4,59,221.7421875,1,2.9848335300012,17.2578125,1,9.15
4,1,161.2265625,2,6.90698919499846,19.7734375,0.5,12
4,135,150.3203125,3,1.93675934000203,-15.3203125,1,3.45
4,48,39.1953125,3,1.50575376699999,8.8046875,1,6.3
4,56,58.0234375,1,2.61371772300117,-2.02343749999999,0.5,12
4,12,38.8828125,2,4.05140043800202,-26.8828125,1,0.6
4,156,322.6484375,1,2.94993581700328,13.3515625,0.5,3.45
4,87,51.046875,3,0.887115403998905,35.953125,1,12
4,68,234.796875,2,1.86666017300013,13.203125,1,0.6
4,2,186,1,1.08650887500335,-3.99999999999997,0.5,6.3
4,94,237.125,2,2.48323144099777,36.875,0.5,3.45
4,30,9.4609375,2,2.50249117500061,20.5390625,1,6.3
4,28,204.6171875,1,2.36721019000106,3.38281249999998,1,3.45
4,141,326.4140625,2,2.15205741600221,-5.4140625,1,12
4,56,196.765625,2,2.68379266800184,39.234375,1,12
4,51,39.34375,3,1.91514913600258,11.65625,0.5,6.3
4,4,175.8046875,4,3.41329414999927,8.19531249999998,0.5,9.15
4,81,266.9765625,1,4.60877920799976,-5.9765625,1,9.15
4,108,140.203125,2,1.6214056630015,-32.203125,1,0.6
4,7,22.9140625,2,1.92589978799879,-15.9140625,1,12
4,88,89.8203125,2,2.72388422199947,-1.8203125,1,12
4,31,35.984375,3,2.23692767900138,-4.984375,1,9.15
4,150,155.359375,1,3.25428139900396,-5.35937499999999,0.5,6.3
4,60,34.484375,2,4.14712748400052,25.515625,1,12
4,91,249.8203125,3,1.89316800100278,21.1796875,1,6.3
4,166,352.78125,2,1.88246887900095,-6.78125000000003,0.5,6.3
4,81,250,3,1.53902457700315,11,0.5,0.6
4,132,145.8515625,4,1.67368563899799,-13.8515625,1,0.6
4,99,101.140625,2,2.66241656800412,-2.140625,0.5,9.15
4,95,257.640625,3,2.68524036900271,17.359375,0.5,9.15
4,116,328.265625,2,3.28425595299996,-32.2656249999999,0.5,6.3
4,36,36.46875,3,4.44143991500096,-0.468750000000001,0.5,12
4,126,164.0234375,1,1.8277214530026,-38.0234375,0.5,3.45
4,126,136.203125,3,2.45547699699819,-10.203125,0.5,0.6
4,106,129.96875,1,1.75339242100017,-23.96875,1,6.3
4,80,236.9765625,2,1.74326882900277,23.0234375,1,6.3
4,157,331.953125,2,5.35028725899974,5.04687500000004,1,12
4,118,318,2,1.6652972769989,-19.9999999999999,0.5,0.6
4,68,50.515625,3,2.15743254900372,17.484375,0.5,0.6
4,67,53.125,3,2.19483817400032,13.875,1,9.15
4,152,296.0859375,2,2.08370552200358,35.9140625,0.5,0.6
4,176,354.4140625,1,1.58916244100328,1.5859375,1,9.15
4,20,203.296875,2,3.59816885200416,-3.296875,1,9.15
4,2,20.265625,2,2.87934002700058,-18.265625,1,6.3
4,157,25.1796875,2,2.74078277800072,-48.1796875,1,6.3
4,11,20.3984375,3,3.74697354599994,-9.3984375,0.5,0.6
4,74,243.9375,3,2.12499492100324,10.0625,1,3.45
4,59,67.5703125,3,2.29737403200124,-8.57031249999999,1,0.6
4,76,64.3046875,3,2.15219673200045,11.6953125,1,0.6
4,49,230.6796875,4,1.88685013400027,-1.67968749999998,1,3.45
4,113,122,4,1.3834470810034,-8.99999999999999,0.5,0.6
4,39,45.03125,2,2.3609229720023,-6.03125,0.5,3.45
4,139,326.3671875,3,1.88997976199971,-7.36718749999997,0.5,0.6
4,115,301.8515625,2,3.99871938200158,-6.8515625,0.5,12
4,122,127.59375,2,3.56533921800292,-5.59375000000001,1,9.15
4,100,148.7109375,1,14.5819392310004,-48.7109375,0.5,9.15
4,81,53.625,2,3.00060335000308,27.375,1,3.45
4,84,37.671875,2,3.86398535600165,46.328125,1,12
4,68,49.390625,3,1.79170591700313,18.609375,0.5,0.6
4,172,157.9375,2,2.11576221499854,14.0625,0.5,3.45
4,73,56.25,2,1.35453770300228,16.75,1,6.3
4,40,29.4921875,2,2.14270802600004,10.5078125,1,12
4,1,203.609375,1,3.28865480100285,-22.609375,1,6.3
4,30,27.953125,3,1.73487199600277,2.04687499999999,1,0.6
4,45,24.265625,2,3.94885069000156,20.734375,1,9.15
4,48,194.9296875,2,2.72700241400162,33.0703125,0.5,9.15
4,57,31.2265625,2,2.67954497400206,25.7734375,1,12
4,34,28.1171875,2,2.28099548700266,5.8828125,1,6.3
4,25,29.5078125,2,2.62748395800008,-4.5078125,1,9.15
4,18,191.2421875,3,2.27645643400319,6.75781249999999,0.5,9.15
4,180,163.953125,1,2.58825589000116,16.046875,1,3.45
4,177,171.7265625,2,2.0137394609992,5.27343749999999,0.5,0.6
4,3,350.28125,2,1.92599281800358,12.71875,0.5,3.45
4,9,348.0546875,2,2.90642780800044,20.9453125,1,9.15
4,39,202.796875,2,2.45586711699798,16.203125,1,6.3
4,14,210.8828125,1,1.55722928400064,-16.8828125,0.5,6.3
4,2,14.453125,1,2.13046954800302,-12.453125,0.5,3.45
4,51,22.6484375,1,1.64716606799993,28.3515625,0.5,3.45
4,173,170.796875,2,2.58985612099787,2.20312500000001,0.5,0.6
4,169,345.7265625,2,2.28884429699974,3.2734375,0.5,0.6
5,142,152.46875,2,3.87448959500762,-10.46875,0.5,3.45
5,119,320.21875,3,3.59660460500163,-21.21875,1,12
5,53,230.6171875,3,3.35783844599791,2.38281250000002,0.5,9.15
5,125,155.328125,1,2.4759017930046,-30.328125,1,9.15
5,160,315.59375,2,2.02501940100046,24.40625,0.5,0.6
5,112,132.28125,4,2.85607957800676,-20.28125,1,3.45
5,64,236,4,2.33778461501061,7.99999999999999,0.5,3.45
5,95,283.8203125,3,1.82855963300972,-8.82031250000004,0.5,0.6
5,176,33.921875,2,3.87479412999528,-37.921875,0.5,9.15
5,19,212.765625,3,1.76244263000262,-13.765625,1,0.6
5,160,312.9453125,2,1.68946223500825,27.0546875,1,3.45
5,1,50.8671875,2,1.07807036901067,-49.8671875,1,3.45
5,60,234.171875,4,4.02758827300568,5.82812500000001,0.5,6.3
5,54,231.1953125,4,3.5619086969964,2.80468750000002,1,9.15
5,126,311.640625,3,2.49144814499596,-5.64062500000005,0.5,0.6
5,128,314.78125,4,2.25852393799869,-6.78124999999995,0.5,6.3
5,132,148.828125,4,3.02564014399832,-16.828125,0.5,6.3
5,79,296.828125,1,4.76697891001822,-37.828125,0.5,3.45
5,157,56.21875,2,6.65961683599744,-79.21875,0.5,9.15
5,53,233.359375,3,2.84986395400483,-0.359374999999969,0.5,9.15
5,139,41.40625,2,3.97031731800234,-82.40625,0.5,0.6
5,56,47.03125,4,2.9528751589969,8.96875,1,6.3
5,103,271.2265625,4,2.99741544800054,11.7734375,1,9.15
5,68,43.625,4,1.73246791301062,24.375,1,12
5,168,244.9765625,1,11.7581470440055,-76.9765625,1,3.45
5,30,221.140625,2,2.14832171800663,-11.140625,0.5,12
5,127,137.34375,4,4.62171776600007,-10.34375,1,3.45
5,155,314.0859375,4,2.30636125599267,20.9140625,1,9.15
5,93,59.40625,4,2.69672776600055,33.59375,0.5,3.45
5,58,234.53125,4,0.285741897008847,3.46875,0.5,12
5,27,66,4,1.72040260200447,-39,1,12
5,26,40.3359375,3,8.65203189301246,-14.3359375,0.5,12
5,33,138.0703125,1,2.11002928299422,74.9296875,1,12
5,150,256,2,1.78709571799845,74,0.5,0.6
5,89,59.1796875,3,2.90456423601427,29.8203125,0.5,9.15
5,92,261.046875,3,2.63254415200208,10.953125,0.5,0.6
5,79,256.0703125,4,2.37834397700499,2.92968750000001,0.5,9.15
5,94,265.015625,4,1.7587401530036,8.98437499999999,0.5,6.3
5,37,16.3203125,3,4.45860298701155,20.6796875,1,3.45
5,54,214.28125,4,2.71653477700602,19.71875,1,3.45
5,123,136,3,2.66955050000979,-13,0.5,12
5,149,335.1796875,3,1.84237932000542,-6.17968750000001,1,0.6
5,165,165.8515625,3,1.42167829500977,-0.851562500000007,1,3.45
5,106,118.8125,4,1.85703608801123,-12.8125,1,6.3
5,91,270.8671875,3,1.122170912,0.132812499999982,0.5,6.3
5,165,156,4,1.8173846250138,9,0.5,9.15
5,137,122,4,3.49336028701509,15,1,12
5,90,265.6875,4,1.37360660001286,4.31250000000001,1,0.6
5,27,224,3,1.68952656400506,-17,1,6.3
5,71,59.875,3,3.7907929590001,11.125,1,6.3
5,72,16.9765625,2,5.36187951800821,55.0234375,0.5,3.45
5,75,57.4453125,3,4.22539747500559,17.5546875,1,6.3
5,171,334,3,2.25184522599739,17,1,9.15
5,101,60.9140625,2,1.56226845200581,40.0859375,0.5,12
5,129,120.6171875,4,3.72285342300893,8.38281249999998,0.5,12
5,165,41.3125,3,8.24041448399657,-56.3125,1,9.15
5,101,90.1171875,4,9.76847999500751,10.8828125,0.5,0.6
5,88,236.1328125,4,2.15442168501613,31.8671875,1,12
5,11,35.7578125,4,3.34736054200039,-24.7578125,1,0.6
5,55,63.390625,3,5.92845250900427,-8.390625,1,9.15
5,39,219.1953125,3,3.28740786101844,-0.195312500000023,0.5,3.45
5,73,237.875,4,3.34646773400891,15.125,0.5,12
5,137,130.484375,3,1.41409294800542,6.51562500000001,0.5,3.45
5,88,319.90625,2,2.24131116599892,-51.90625,0.5,12
5,30,15.65625,3,2.49620455200784,14.34375,0.5,6.3
5,102,332.25,3,1.82977109900094,-50.25,1,9.15
5,101,132.3671875,4,3.94742669400875,-31.3671875,0.5,12
5,25,31.2578125,4,2.18618771500769,-6.25781249999999,0.5,6.3
5,124,120.53125,3,3.50646739100921,3.46875,0.5,9.15
5,134,295.390625,3,3.74159258700092,18.609375,1,6.3
5,38,222.484375,4,3.04321343101037,-4.484375,0.5,6.3
5,154,310.234375,4,2.3924841540138,23.765625,1,6.3
5,154,137.09375,4,2.13834848800616,16.90625,0.5,6.3
5,141,126.25,1,3.40089352500218,14.75,1,12
5,53,55.59375,4,4.71274111399543,-2.59375,1,6.3
5,179,142.6171875,3,2.79287897600443,36.3828125,0.5,9.15
5,171,296.9140625,1,2.74134492900339,54.0859375,1,3.45
5,122,118.171875,2,2.33784288101015,3.82812499999998,0.5,0.6
5,17,224.6484375,4,5.05506081401836,-27.6484375,1,6.3
5,84,269.2421875,4,4.21531909999612,-5.24218749999999,1,6.3
5,175,278.796875,4,2.89309272100218,76.203125,1,6.3
5,34,42.1015625,4,1.80066736799199,-8.1015625,1,3.45
5,17,15.125,3,3.12154157400073,1.875,0.5,9.15
5,30,29.1953125,4,2.84717674501007,0.804687500000001,0.5,12
5,41,206.46875,4,2.08535372400365,14.53125,1,6.3
5,3,21.8046875,3,2.95539401800488,-18.8046875,0.5,12
5,95,178,1,2.42135119999875,-83,1,6.3
5,169,344.3203125,4,5.52509964600904,4.67968749999995,0.5,12
5,51,241.8046875,3,7.4642451400141,-10.8046875,1,6.3
5,161,147.390625,3,7.31306902901269,13.609375,1,9.15
5,58,132.765625,4,2.36352941401128,-74.765625,0.5,0.6
5,79,116.3828125,3,2.42735386600543,-37.3828125,1,9.15
5,93,259.5234375,4,3.77140308800153,13.4765625,1,12
5,70,80.3671875,3,6.00252985701081,-10.3671875,1,0.6
5,167,345.921875,3,7.42556461800996,1.07812500000004,0.5,12
5,129,287.2421875,3,2.21297228299954,21.7578125,1,6.3
5,180,131.90625,3,2.69982379900466,48.09375,0.5,3.45
5,99,107.4609375,3,2.07593976000499,-8.4609375,0.5,9.15
5,14,24,4,1.82550081300724,-10,1,0.6
5,26,40,4,1.82804825300991,-14,0.5,12
5,66,43.390625,4,2.34071094600949,22.609375,0.5,3.45
5,167,131.8359375,4,1.80587342301442,35.1640625,1,3.45
5,180,80.234375,1,2.20703025300463,-80.234375,1,0.6
5,40,222.453125,4,1.73316907700791,-2.45312500000001,0.5,6.3
5,110,122.9921875,3,3.52718240799732,-12.9921875,0.5,0.6
5,49,51.7578125,4,3.13705492801091,-2.7578125,1,3.45
5,50,47.4921875,3,1.4372091210098,2.5078125,1,6.3
5,54,40.9453125,2,1.06160588499915,13.0546875,0.5,9.15
5,6,338,2,1.87826981300896,28,0.5,6.3
5,51,233.875,3,4.30590512599156,-2.87500000000002,1,12
5,101,222.3671875,1,4.82536731399887,58.6328125,0.5,12
5,69,298,4,2.05758544799755,-49,0.5,3.45
5,87,298,3,2.12939855801233,-31,1,0.6
5,99,296.6328125,4,2.18639469001209,-17.6328125,1,0.6
5,99,117.109375,4,5.44589090200316,-18.109375,0.5,6.3
5,138,128.28125,4,3.13791632199718,9.71875000000001,0.5,6.3
5,10,192.0234375,4,2.92867066500185,-2.02343750000002,0.5,6.3
5,36,32.9765625,3,3.63878609100357,3.0234375,0.5,6.3
5,170,9.984375,3,1.80699541700596,-19.984375,1,6.3
5,37,234.3671875,4,2.22600740201597,-17.3671875,1,9.15
5,30,49.125,4,1.9124416350096,-19.125,1,9.15
5,28,38.484375,4,1.49264879399561,-10.484375,1,6.3
5,137,30.6640625,4,3.82548207300715,-73.6640625,0.5,12
5,134,130,4,1.29506300001231,4,1,0.6
5,48,42.3359375,3,2.33133275799628,5.6640625,0.5,9.15
5,172,135.8046875,4,4.43593490601052,36.1953125,0.5,3.45
5,59,219.2578125,3,7.5351795200113,19.7421875,0.5,9.15
5,106,117.7578125,4,2.1010763610102,-11.7578125,0.5,9.15
5,67,128.265625,3,1.52361106299213,-61.265625,0.5,3.45
5,95,292.0234375,3,2.01855668899952,-17.0234374999999,0.5,9.15
5,48,230.734375,4,1.64868548400409,-2.73437500000001,1,9.15
5,72,62.25,4,1.65885199399781,9.75000000000001,0.5,0.6
5,36,37.4765625,4,1.6561380399944,-1.4765625,0.5,0.6
5,53,50.8125,4,2.13611439301167,2.1875,1,9.15
5,52,46.78125,4,1.67463026600308,5.21875,1,0.6
5,50,227.5703125,4,2.53720724501181,2.42968750000002,1,12
5,1,358.3828125,4,6.01972311201098,2.6171875,1,9.15
5,167,178.6796875,4,7.05590487401059,-11.6796875,1,6.3
5,101,309.5078125,3,2.45809643001121,-28.5078125,1,12
5,167,132.9296875,4,2.77930627801106,34.0703125,0.5,3.45
5,25,36.4296875,3,2.03207226100494,-11.4296875,1,6.3
5,98,269.625,4,2.93475285700697,8.37500000000001,1,0.6
5,18,224.6171875,3,0.9606874200108,-26.6171875,1,3.45
5,163,318.28125,4,1.44502277199354,24.71875,0.5,12
5,66,120.3984375,4,1.84245736400771,-54.3984375,1,3.45
5,123,128,4,1.37723252900469,-5,0.5,9.15
5,29,45.9375,2,2.21648011601064,-16.9375,1,6.3
5,169,127.921875,2,1.37567816699448,41.078125,0.5,12
5,54,54.9609375,3,1.8759244660032,-0.960937500000002,1,6.3
5,169,45.5234375,4,3.08029791900481,-56.5234375,1,3.45
5,123,272.5859375,1,2.18803017000027,30.4140625,0.5,3.45
5,14,198.796875,4,1.65231789300742,-4.79687499999997,0.5,12
5,60,227.421875,4,2.70368869900994,12.578125,1,12
5,32,48.46875,4,1.45329348400992,-16.46875,1,3.45
5,125,35.703125,2,1.81653859101061,89.296875,1,0.6
5,93,66.8984375,4,1.69924051000271,26.1015625,0.5,3.45
5,93,242.0859375,2,1.25401923700701,30.9140625,1,9.15
5,84,246.5859375,3,2.52345028100535,17.4140625,1,12
5,129,133.2734375,4,1.37216929999704,-4.2734375,1,12
5,174,122,4,2.58152102700842,52,0.5,0.6
5,136,127.09375,4,4.62367243100016,8.90625000000001,1,3.45
5,66,224.6953125,2,5.12908440300089,21.3046875,1,6.3
5,176,133.921875,4,4.8838275760063,42.078125,0.5,0.6
5,149,132.0234375,4,2.90987271400809,16.9765625,1,12
5,23,222.828125,3,3.81358292100776,-19.828125,1,6.3
5,84,245.296875,4,1.68606686200656,18.703125,1,0.6
5,80,232.8828125,4,1.46725792401412,27.1171875,1,9.15
5,60,234.5859375,4,3.16091088899702,5.41406250000002,1,0.6
5,35,55.4453125,4,1.61398203800491,-20.4453125,1,9.15
5,68,59.984375,3,10.6345567730023,8.015625,0.5,12
5,88,266.84375,4,13.0830795470101,1.15625,0.5,9.15
5,50,228.9921875,4,2.52913815701322,1.00781249999999,0.5,9.15
5,36,40.4296875,3,2.92498796001018,-4.4296875,1,0.6
5,78,136.3828125,4,1.67257083601726,-58.3828125,0.5,6.3
5,152,136.3359375,4,2.19856416499533,15.6640625,1,6.3
5,5,18.9296875,4,2.64227447700978,-13.9296875,1,6.3
5,81,291.6875,4,1.96998976000759,-30.6875,0.5,12
5,118,291.8515625,4,1.72929800100974,6.1484375,0.5,3.45
5,62,60.9453125,4,1.98499848300708,1.0546875,1,6.3
5,99,111.7421875,4,1.60460062301718,-12.7421875,0.5,12
5,166,131.015625,3,1.68182436500501,34.984375,1,3.45
5,9,212.4375,4,1.3396317930019,-23.4375,1,6.3
5,98,271.875,4,1.61836753299576,6.125,0.5,0.6
5,73,73.4921875,4,1.78969504700217,-0.492187500000007,1,6.3
5,163,110.8828125,3,4.32638565200614,52.1171875,0.5,9.15
5,62,62.3359375,4,2.36449983599596,-0.335937499999999,1,6.3
5,158,131.671875,3,1.64810420801223,26.328125,1,6.3
5,159,305.015625,4,3.17944821000856,33.984375,1,6.3
5,32,238.21875,3,0.983018614002503,-26.21875,1,6.3
5,100,296.828125,4,2.13785749100498,-16.828125,0.5,12
5,10,63.7890625,3,1.92496783300885,-53.7890625,1,9.15
5,91,87.421875,4,2.68984880599601,3.578125,0.5,3.45
5,140,290.1015625,4,1.67880142200738,29.8984375,0.5,9.15
5,140,126.171875,4,2.72671405700385,13.828125,1,0.6
5,25,35.96875,4,1.67219746900082,-10.96875,1,6.3
5,118,124.6171875,3,1.41421144701599,-6.61718749999998,0.5,3.45
5,174,297.890625,2,1.5720024129987,56.109375,1,6.3
5,147,147.375,4,1.48765829499462,-0.375000000000003,1,0.6
5,31,207.921875,4,7.26925244300219,3.07812500000001,0.5,9.15
5,13,214.1328125,4,2.04004966799403,-21.1328125,0.5,6.3
5,105,126.4375,4,1.50240170799952,-21.4375,1,3.45
5,80,124.1171875,4,2.24871089200315,-44.1171875,0.5,3.45
5,86,92,4,2.2109715030092,-6,0.5,6.3
5,127,139.8203125,4,2.4687758670043,-12.8203125,1,0.6
5,162,293.4765625,4,4.91011067399813,48.5234375,1,12
5,11,8.8125,3,1.58224935500766,2.1875,1,0.6
5,24,22.1875,3,1.54006650300289,1.8125,1,9.15
5,17,158.6171875,3,0.747673011006555,38.3828125,1,12
5,71,106.75,4,2.25518624800316,-35.75,0.5,6.3
5,4,21.5546875,4,2.64133772600326,-17.5546875,1,6.3
5,88,269.5078125,4,2.16065895000065,-1.50781250000001,1,6.3
5,39,7.4921875,4,2.38244842400309,31.5078125,0.5,6.3
5,21,282.203125,1,1.78642590901291,-81.203125,1,9.15
5,11,42.9453125,4,2.69337812600133,-31.9453125,0.5,3.45
5,78,70.765625,3,6.524338231,7.23437499999999,1,6.3
5,81,268.859375,3,2.85570295399521,-7.859375,0.5,6.3
5,175,168.0390625,3,1.68632970901672,6.9609375,0.5,3.45
5,41,205.640625,4,2.79429075600638,15.359375,1,12
5,175,160.796875,4,3.124775564007,14.203125,1,0.6
5,153,135.390625,3,1.48620296300214,17.609375,1,12
5,80,220,1,1.48915051000949,40,0.5,0.6
5,101,119.5546875,3,2.75688980901032,-18.5546875,1,12
5,112,294.84375,3,2.3016506210115,-2.84374999999998,0.5,6.3
5,130,289.5078125,3,2.10808434900537,20.4921875,1,12
5,143,47.4609375,3,2.84654322700226,-84.4609375,1,12
5,81,320,1,8.93292976000521,-59,0.5,6.3
5,69,278.25,1,3.23901606300205,-29.25,1,0.6
5,21,198.7109375,4,2.44080161201418,2.2890625,1,0.6
5,171,23.7890625,4,1.82446761100437,-32.7890625,0.5,9.15
5,68,20.1328125,1,1.58925070200348,47.8671875,1,6.3
5,1,169.078125,3,1.10589564700786,11.921875,1,6.3
5,155,152.6953125,2,1.38554827900953,2.30468750000001,0.5,12
5,54,53.390625,3,3.03423217000091,0.609375,1,12
5,96,55.875,3,2.52008363099594,40.125,1,12
5,134,140.8125,3,12.5710834830097,-6.81249999999999,0.5,9.15
5,82,242.6640625,4,1.54861765500391,19.3359375,1,3.45
5,100,284.84375,3,1.54420089301129,-4.84375,0.5,0.6
5,66,248.234375,4,0.330211956999847,-2.23437499999999,1,6.3
5,145,124.734375,4,1.59062991400424,20.265625,0.5,6.3
5,76,57.5703125,4,1.80943947299966,18.4296875,1,9.15
5,130,306.1875,4,2.10600990999956,3.8125,0.5,0.6
5,85,268.0390625,4,3.74266436800826,-3.0390625,0.5,3.45
5,17,354.0703125,4,2.01101383501373,22.9296875,1,3.45
5,134,25.96875,4,2.22545204800554,-71.96875,0.5,12
5,2,121.7890625,4,1.58021397200355,60.2109375,1,3.45
5,162,306.1875,4,2.79499878000934,35.8125,1,3.45
5,76,39.375,3,1.89493828800914,36.625,1,12
5,74,245.609375,3,3.13444419000007,8.39062500000003,1,9.15
5,101,264,1,4.3589856900071,17,0.5,0.6
5,107,242.6328125,3,1.43146025500027,44.3671875,1,6.3
5,167,311.4921875,4,4.16327426100906,35.5078125,1,9.15
5,95,94.5,3,1.66842263400031,0.500000000000007,1,6.3
5,49,59.96875,4,1.73465561200283,-10.96875,1,3.45
5,41,238.3359375,4,1.62231224101561,-17.3359375,1,9.15
5,86,271.4453125,4,3.56015312300588,-5.44531249999997,1,9.15
5,34,51.890625,4,2.8201881020068,-17.890625,0.5,0.6
5,43,233.6875,4,1.1661295320082,-10.6875,1,0.6
5,114,120.9921875,4,1.57639978799853,-6.99218749999998,0.5,12
5,38,217.921875,4,1.82468272901315,0.0781250000000248,0.5,0.6
5,29,32.234375,4,2.18119757900422,-3.234375,0.5,9.15
5,80,256.28125,4,1.26247608700942,3.71875000000002,0.5,3.45
5,55,234.8671875,4,1.87840842000151,0.132812499999987,1,3.45
5,101,247.5390625,3,2.51227235799888,33.4609375,0.5,6.3
5,170,57.1640625,3,1.74282018899976,-67.1640625,1,3.45
5,82,69.65625,4,1.49264020301052,12.34375,0.5,3.45
5,141,323.8203125,4,1.79791088600177,-2.82031249999999,1,3.45
5,102,110.6328125,4,1.75187275500502,-8.6328125,0.5,0.6
5,170,137.9375,4,2.69598693599983,32.0625,0.5,3.45
5,36,135.671875,4,1.29344226799731,80.328125,0.5,9.15
5,117,297.125,4,1.51148460600234,-0.124999999999952,0.5,9.15
5,171,191.34375,4,1.91258180000295,-20.34375,0.5,12
5,64,230.171875,4,2.76987375100725,13.828125,0.5,12
5,118,297.0625,3,1.8023466670129,0.93749999999997,0.5,6.3
5,164,149.4765625,3,1.31053277500905,14.5234375,0.5,6.3
5,179,355.2734375,3,1.81264521300909,3.72656249999997,0.5,0.6
5,35,169.5546875,2,6.97459109200281,45.4453125,0.5,12
5,1,351.03125,3,1.61396141999285,9.96875000000001,1,12
5,179,350,4,2.05742843000917,9.00000000000001,0.5,6.3
5,67,259.359375,4,2.71578604400565,-12.359375,1,9.15
5,121,312.28125,3,1.58540421001089,-11.28125,0.5,12
5,120,95.921875,2,2.92886559800536,24.078125,0.5,9.15
5,2,193.015625,3,1.71040555600484,-11.015625,0.5,0.6
5,72,259.421875,3,2.43177322999691,-7.42187499999999,0.5,0.6
5,112,104.203125,4,1.58886122399417,7.79687500000001,1,0.6
5,31,209.875,4,1.53000416800205,1.12500000000001,1,6.3
5,167,24,4,1.29437671200139,-37,1,6.3
5,176,277.65625,4,1.30938734000665,78.34375,0.5,3.45
5,15,260.5,2,2.0058746059949,-65.5,0.5,9.15
5,77,66,4,1.20967471100448,11,0.5,0.6
