Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Delay
1,107,284.765625,4,2.82274537000012,2.23437499999999,1,6.3
1,180,227.4921875,1,1.23662434800008,-47.4921875,0.5,0.6
1,120,129.609375,2,2.12534979900056,-9.60937500000001,0.5,9.15
1,19,72,1,1.18195819799985,-53,0.5,0.6
1,142,312.46875,2,3.10434626800043,9.53124999999996,0.5,6.3
1,17,214.546875,1,2.22273340499987,-17.546875,0.5,9.15
1,89,255.1953125,2,2.64327705400001,13.8046875,1,12
1,72,74.3828125,3,1.68362774800016,-2.38281250000001,1,12
1,165,341.2265625,3,1.87024405000011,3.77343750000003,0.5,9.15
1,95,258.75,4,3.49540575800029,16.25,1,6.3
1,144,139.65625,3,1.93606621500021,4.34375,1,0.6
1,54,233.4609375,3,2.33245897300003,0.539062500000033,1,12
1,117,115.3125,2,2.92846102200019,1.68750000000001,1,3.45
1,121,137.875,3,3.62188957299986,-16.875,1,0.6
1,169,348.0234375,1,1.47128405800004,0.976562499999962,0.5,12
1,59,237.4921875,3,3.21782872599988,1.50781250000002,1,9.15
1,35,48.8671875,2,3.00437581799997,-13.8671875,0.5,9.15
1,167,337.3125,1,3.74056199300003,9.68749999999996,1,6.3
1,98,273.8203125,3,6.51866638499996,4.17968749999999,0.5,9.15
1,91,82.3203125,4,2.29982613500033,8.6796875,1,0.6
1,165,132.484375,2,2.19396422099999,32.515625,1,12
1,99,99.4609375,4,5.79489397199995,-0.460937500000001,1,12
1,34,42.8984375,3,3.84320419200048,-8.89843749999999,0.5,9.15
1,41,39.40625,2,3.6180544849999,1.59375,1,3.45
1,149,136.3203125,3,2.9673100089999,12.6796875,0.5,6.3
1,51,230.1328125,3,6.48881183999993,0.867187500000011,0.5,0.6
1,135,283.8515625,1,2.29400635799993,31.1484375,1,0.6
1,15,48.5625,1,2.4534198780002,-33.5625,1,9.15
1,35,311.890625,3,2.46428371300044,83.109375,1,9.15
1,24,231.8046875,3,1.73732540200035,-27.8046875,1,0.6
1,176,299.4453125,1,2.54651484599981,56.5546875,1,6.3
1,108,302.9609375,2,1.92743497400079,-14.9609375,1,12
1,86,48.28125,3,3.08157891500014,37.71875,0.5,6.3
1,66,64,2,2.03780735599958,2,0.5,9.15
1,88,88.6953125,4,3.39113666499998,-0.695312500000009,0.5,9.15
1,136,314.0546875,3,3.85310754300008,1.94531250000005,1,3.45
1,122,129.8203125,2,2.52665025000078,-7.8203125,1,9.15
1,94,71.5703125,4,1.82353847500053,22.4296875,1,0.6
1,11,202.78125,1,1.68122817400035,-11.78125,0.5,9.15
1,155,138.546875,2,2.31142874000034,16.453125,0.5,0.6
1,100,277.5390625,3,3.45281745000011,2.46093749999998,0.5,9.15
1,136,314.1875,3,2.1505997739996,1.81249999999999,1,6.3
1,71,59.921875,3,3.62578402000054,11.078125,1,9.15
1,40,226.9765625,2,2.92943191399991,-6.9765625,0.5,0.6
1,163,157.359375,2,1.66504676699969,5.64062500000001,1,0.6
1,84,58.453125,3,2.6147177769999,25.546875,1,3.45
1,119,303.5234375,3,5.26378040599957,-4.52343749999995,0.5,9.15
1,47,59.1640625,2,1.79813072799971,-12.1640625,1,0.6
1,151,315.421875,3,1.17052737500035,15.578125,1,0.6
1,134,130.1015625,2,3.66391352400024,3.8984375,1,12
1,105,98.15625,4,2.75845413499974,6.84375,1,9.15
1,118,296.6953125,3,3.31777813899953,1.30468749999998,0.5,12
1,34,300.25,1,1.65450129300007,-86.25,0.5,0.6
1,131,136.203125,2,2.63406151100025,-5.203125,1,12
1,20,210.4140625,2,1.62781847199949,-10.4140625,0.5,3.45
1,41,240.75,2,2.61222723900028,-19.75,0.5,6.3
1,153,161.4765625,2,1.73003168200012,-8.47656250000002,0.5,3.45
1,63,248.0078125,3,1.8771424079996,-5.00781250000002,0.5,6.3
1,169,168.46875,1,1.51008382300006,0.53125,0.5,0.6
1,32,227.015625,3,1.40784855400034,-15.015625,1,0.6
1,16,42.9609375,1,1.88148342500062,-26.9609375,1,9.15
1,146,314.453125,1,1.67373235000014,11.546875,1,12
1,99,273.671875,3,3.4030277540005,5.32812500000003,0.5,3.45
1,44,221.1953125,3,3.7955523820001,2.8046875,0.5,3.45
1,177,46.3359375,2,1.81886419799957,-49.3359375,0.5,3.45
1,102,112.4140625,3,2.75447471799998,-10.4140625,1,0.6
1,161,155.390625,3,3.46574820600017,5.60937500000001,1,12
1,71,244.53125,3,4.31037577200004,6.46875,0.5,12
1,66,266.8671875,1,1.32413531600014,-20.8671875,0.5,9.15
1,156,136.7109375,3,2.89253752600052,19.2890625,1,9.15
1,3,80.21875,1,1.47543686400059,-77.21875,0.5,6.3
1,105,120.5859375,1,2.02949437100051,-15.5859375,0.5,3.45
1,149,331.40625,1,2.45768015199974,-2.40624999999997,1,12
1,36,230.9765625,1,2.27460615899963,-14.9765625,1,9.15
1,147,316.3203125,3,1.88269360000049,10.6796875,1,0.6
1,133,298.484375,1,1.95378512600018,14.515625,0.5,0.6
1,102,287.2578125,2,3.54852048000066,-5.25781250000002,0.5,6.3
1,49,219.8046875,2,4.27591502599989,9.19531250000002,1,9.15
1,67,239.109375,3,3.94478094600072,7.89062500000003,1,9.15
1,167,339.875,4,4.23213959800069,7.125,1,9.15
1,93,279.59375,4,3.34550997499991,-6.59374999999996,1,9.15
1,62,57.890625,2,1.65683314300077,4.109375,0.5,0.6
1,86,257.078125,2,2.54421914800059,8.92187499999999,0.5,3.45
1,106,304.5625,2,4.40849338200042,-18.5625,0.5,12
1,77,253.671875,4,1.78515514400078,3.32812500000002,1,0.6
1,3,76.7109375,1,1.79390292300013,-73.7109375,1,3.45
1,71,233.2734375,2,2.64352099299958,17.7265625,1,12
1,126,130.8125,3,1.98885874000007,-4.8125,1,6.3
1,95,278.546875,4,2.12329159300043,-3.54687499999999,1,12
1,17,59.7734375,1,1.7142900230001,-42.7734375,0.5,3.45
1,63,237.34375,1,2.05632112300009,5.65625,0.5,3.45
1,119,304.3203125,3,2.125744639,-5.32031249999999,1,9.15
1,161,331.1953125,3,1.8941040539994,9.80468749999999,0.5,6.3
1,88,83.5390625,4,2.17583031200047,4.46093749999999,1,12
1,143,139.390625,3,3.3597393379996,3.609375,1,3.45
1,60,241.921875,3,2.7870753570005,-1.92187500000001,0.5,6.3
1,165,151.5078125,2,2.65136170200003,13.4921875,1,6.3
1,83,253.640625,3,3.43119715000103,9.35937500000001,1,12
1,18,13.140625,1,1.27745619600046,4.859375,1,3.45
1,30,200,1,2.05326099200011,9.99999999999998,1,0.6
1,117,133.390625,3,3.95905348800079,-16.390625,1,12
1,74,272.3671875,2,2.49135787500018,-18.3671875,1,12
1,43,231.953125,3,2.26334259400028,-8.95312499999998,0.5,0.6
1,172,139.96875,1,1.50925817899952,32.03125,1,12
1,121,134.0859375,2,3.25299945499955,-13.0859375,0.5,12
1,110,110.203125,2,2.81099566100056,-0.203125000000005,1,9.15
1,99,291.984375,2,1.72650856600012,-12.984375,0.5,0.6
1,39,297.296875,1,2.11994322600003,-78.296875,0.5,6.3
1,42,230.3359375,2,1.79731382999944,-8.33593749999999,0.5,9.15
1,103,120,3,1.58923194500039,-17,1,6.3
1,11,192.25,3,4.06181937700057,-1.24999999999999,0.5,12
1,77,241.8515625,3,2.09664713800066,15.1484375,1,6.3
1,148,137.1796875,1,1.64817015799963,10.8203125,0.5,12
1,15,229.421875,1,1.78150689199992,-34.421875,0.5,6.3
1,5,201.953125,1,1.20568734500011,-16.953125,0.5,3.45
1,20,200.3828125,2,1.9907189659998,-0.382812500000005,1,0.6
1,98,102.6171875,4,2.62210552200031,-4.6171875,0.5,9.15
1,14,24.3984375,2,3.52397791100066,-10.3984375,1,3.45
1,106,286.9765625,3,3.92169326800013,-0.976562500000037,0.5,3.45
1,6,16.6953125,3,5.49015073700048,-10.6953125,0.5,9.15
1,64,323.328125,1,3.32154604200059,-79.328125,0.5,12
1,147,137.046875,1,2.01784810200024,9.95312499999998,0.5,3.45
1,34,40.6796875,3,2.68538923100004,-6.67968749999999,1,6.3
1,97,104,4,2.9408869530007,-7.00000000000001,1,6.3
1,126,313.4765625,2,2.37221789600062,-7.47656250000001,0.5,9.15
1,107,110.453125,2,2.56976675100032,-3.453125,0.5,9.15
1,38,7.09375,1,1.72856623300049,30.90625,0.5,12
1,67,72.484375,3,2.83774320399971,-5.484375,0.5,6.3
1,88,258.7109375,4,2.59233274600047,9.28906250000002,1,12
1,122,166.3984375,1,2.29220100600014,-44.3984375,1,6.3
1,116,291.7890625,3,3.08630192100009,4.21093750000001,1,9.15
1,90,194.5625,1,4.92302953400031,75.4375,1,0.6
1,131,312.6171875,3,3.43409772399991,-1.61718749999997,1,3.45
1,68,223.984375,3,1.84550105200015,24.015625,0.5,6.3
1,37,223.125,3,3.20418921200053,-6.12499999999997,0.5,3.45
1,86,63.671875,2,1.83489253400057,22.328125,0.5,6.3
1,125,139.9375,3,3.15871515599974,-14.9375,0.5,0.6
1,7,302.6484375,1,3.04879248499947,64.3515625,0.5,12
1,8,236.0703125,1,2.0887861379997,-48.0703125,1,9.15
1,76,247.703125,1,2.97049447399968,8.29687499999999,0.5,9.15
1,97,262.8671875,2,2.84929904900036,14.1328125,0.5,12
1,68,48.453125,2,1.80743856800018,19.546875,0.5,6.3
1,31,149.1640625,1,3.01528958200015,61.8359375,1,6.3
1,177,242.171875,1,2.01618827899983,-65.171875,1,0.6
1,102,113.359375,2,2.81737264799995,-11.359375,1,12
1,44,231.8203125,2,3.54232923700056,-7.82031249999997,0.5,6.3
1,155,220,1,0.897610919000726,-65,0.5,12
1,120,299.4765625,2,2.68329003800045,0.523437500000024,1,9.15
2,168,219.8359375,2,2.28257066709921,-51.8359375,0.5,3.45
2,129,137.7578125,3,1.78717870998662,-8.7578125,0.5,3.45
2,73,58.3515625,3,1.59453640703578,14.6484375,0.5,6.3
2,63,65.5703125,3,1.57913759211078,-2.57031250000001,0.5,0.6
2,16,300,1,0.779121674946509,76,1,12
2,149,136.8984375,3,1.55030924908351,12.1015625,0.5,9.15
2,87,225.984375,3,2.61890351807233,41.015625,0.5,3.45
2,51,60,3,1.4235424590297,-8.99999999999999,0.5,6.3
2,26,39.8046875,3,3.16472886397969,-13.8046875,0.5,6.3
2,144,325.8046875,4,2.38840385794174,-1.8046875,1,0.6
2,104,101.640625,4,3.32785468106158,2.359375,1,12
2,18,61.2578125,3,2.33001170901116,-43.2578125,1,3.45
2,62,55.875,3,3.00113130710088,6.12499999999999,0.5,9.15
2,36,154.5,2,2.06495135999285,61.5,0.5,6.3
2,33,32.0234375,3,2.34624398208689,0.976562499999999,0.5,12
2,130,141.2890625,3,4.02981041395105,-11.2890625,1,9.15
2,101,80.0859375,2,3.97290884505492,20.9140625,1,12
2,24,41.328125,3,3.46172753709834,-17.328125,1,3.45
2,19,19.03125,4,2.52858695911709,-0.0312499999999969,1,0.6
2,170,159.40625,3,4.19376811105758,10.59375,1,9.15
2,169,211.890625,2,1.85733463009819,-42.890625,0.5,12
2,123,311.1640625,3,3.62178681907244,-8.16406249999999,0.5,6.3
2,176,284.0546875,3,3.37624657608103,71.9453125,0.5,6.3
2,152,108.8828125,2,2.14911381807178,43.1171875,0.5,3.45
2,176,187.8046875,3,1.84871296200436,-11.8046875,0.5,3.45
2,29,299.125,2,3.20754727406893,89.875,1,6.3
2,119,307.8359375,2,1.94388376094867,-8.83593749999994,1,0.6
2,162,308.265625,2,1.73187812406104,33.734375,1,0.6
2,104,284.6171875,3,1.6720948650036,-0.617187499999972,0.5,9.15
2,145,327.390625,3,3.13866330799647,-2.39062500000001,0.5,3.45
2,87,283.2265625,3,3.83359436609317,-16.2265625,1,9.15
2,44,216.0546875,3,2.28898721910082,7.94531249999999,1,3.45
2,130,146,2,1.45571725198533,-16,0.5,12
2,30,20,3,1.23668164398987,10,1,0.6
2,120,317.953125,3,1.83591550111305,-17.953125,1,12
2,143,328.7109375,3,2.00272035005037,-5.71093749999994,0.5,6.3
2,84,110,3,2.72707681695465,-26,0.5,12
2,100,75.5546875,3,2.44920689507853,24.4453125,0.5,12
2,123,295.5546875,3,2.904662105022,7.4453125,0.5,9.15
2,151,314.0859375,1,2.4571597580798,16.9140625,0.5,12
2,2,10.9921875,3,1.92550012806896,-8.9921875,0.5,3.45
2,94,204.78125,2,1.93138309603091,69.21875,1,9.15
2,71,256.9765625,4,2.89381412707735,-5.97656250000002,1,3.45
2,165,328.9140625,3,1.85884463705588,16.0859375,1,3.45
2,175,160.6953125,3,1.79268079111353,14.3046875,0.5,9.15
2,74,247.34375,3,1.8609446620103,6.65625000000002,1,9.15
2,65,151.4609375,1,1.88606962107588,-86.4609375,1,3.45
2,159,204.3359375,2,1.82943670707755,-45.3359375,1,3.45
2,89,245.7265625,3,2.61234693811275,23.2734375,1,0.6
2,69,65.96875,3,2.35060670704115,3.03125,1,9.15
2,135,145.65625,3,1.67645364603959,-10.65625,0.5,3.45
2,33,35.2265625,2,2.04113783105277,-2.2265625,0.5,12
2,51,43.09375,3,2.16322236100677,7.90625,1,3.45
2,122,221.2578125,3,2.43261482100934,80.7421875,0.5,9.15
2,117,125.7890625,3,2.57867378601804,-8.78906250000001,1,12
2,11,211.4453125,3,2.57781891501509,-20.4453125,0.5,9.15
2,98,291.4765625,3,1.61038270010613,-13.4765625,1,3.45
2,101,225.9375,1,3.09493319003377,55.0625,1,12
2,132,216.1015625,2,2.23009496706072,-84.1015625,1,12
2,29,217.2421875,2,1.44065838295501,-8.24218749999996,0.5,6.3
2,70,64,3,1.35779894003645,6,0.5,6.3
2,92,234.53125,3,2.5363659550203,37.46875,0.5,9.15
2,179,58.9453125,3,1.26105940807611,-59.9453125,1,0.6
2,151,146.828125,3,2.39403567300178,4.17187500000001,1,9.15
2,99,237.625,3,4.09047331800684,41.375,0.5,12
2,57,46.3671875,3,2.08619412500411,10.6328125,0.5,6.3
2,142,324.78125,2,2.65580295596737,-2.78125000000005,0.5,3.45
2,84,246,3,1.27340027806349,18,1,9.15
2,132,319.390625,3,1.37404223997146,-7.39062500000002,1,12
2,100,206.9140625,3,1.94962892006151,73.0859375,1,12
2,94,112.6953125,3,2.61246285401285,-18.6953125,0.5,12
2,28,58.6953125,2,2.32488899910823,-30.6953125,0.5,9.15
2,44,247.5078125,1,1.68049934401643,-23.5078125,1,12
2,87,139.34375,1,4.26662995899096,-52.34375,0.5,3.45
2,88,126,3,1.01639156707097,-38,0.5,6.3
2,171,224.75,3,2.16001093108207,-53.75,0.5,3.45
2,35,299.984375,3,3.04512984806206,-84.984375,1,9.15
2,142,317.1953125,3,2.20567594096065,4.80468750000002,0.5,9.15
2,66,124,2,0.831645508063957,-58,0.5,6.3
2,153,310.515625,2,1.62914012605324,22.484375,1,12
2,23,28.453125,3,1.67385255405679,-5.453125,1,0.6
2,74,222.5625,3,2.85391749511473,31.4375,1,9.15
2,32,27.03125,3,1.10101632995065,4.96875,1,6.3
2,23,37.8359375,3,2.69632753706537,-14.8359375,0.5,0.6
2,162,40.15625,2,1.98706867906731,-58.15625,1,9.15
2,159,222,1,3.2873743880773,-63,1,6.3
2,28,27.5546875,3,2.09295123396441,0.445312500000003,0.5,12
2,6,44.6640625,3,2.89821995410603,-38.6640625,1,3.45
2,2,315.2421875,3,1.63704479404259,46.7578125,0.5,6.3
2,139,339.296875,2,2.06892597500701,-20.296875,1,3.45
2,176,196.171875,3,1.83880995598156,-20.171875,0.5,12
2,144,135.6875,3,2.01471095508896,8.31250000000001,1,3.45
2,91,72.1015625,3,2.04717894003261,18.8984375,1,6.3
2,46,43.96875,3,2.84241713606752,2.03125000000001,0.5,9.15
2,59,239.34375,3,2.82885549706407,-0.343749999999976,1,3.45
2,172,163.1796875,3,2.58323532808572,8.82031250000001,1,9.15
2,165,341.8046875,2,1.93940777005628,3.19531249999997,0.5,6.3
2,125,153.5390625,3,1.74450097396038,-28.5390625,1,9.15
2,147,318.3203125,3,2.01308636402246,8.67968749999996,1,9.15
2,68,46.75,3,3.11323196999729,21.25,1,12
2,21,257.59375,2,2.49560695094988,-56.59375,0.5,0.6
2,118,303.90625,3,4.67947534413543,-5.90625000000003,0.5,9.15
2,28,29.390625,1,2.74524381395895,-1.390625,1,0.6
2,177,100,2,2.5930666080676,77,0.5,3.45
2,131,147.984375,3,4.29989243496675,-16.984375,1,12
2,107,290.6171875,3,4.93434038304258,-3.61718750000001,0.5,6.3
2,84,68.9609375,1,3.35009690502193,15.0390625,0.5,6.3
2,84,74,3,1.40143563505262,10,1,12
2,28,203.7734375,3,2.52639907295816,4.2265625,0.5,6.3
2,141,323.2734375,3,3.33331316302065,-2.27343749999999,1,3.45
2,167,215.015625,1,1.847111435025,-48.015625,0.5,0.6
2,44,33.5234375,3,2.41316115704831,10.4765625,1,3.45
2,13,208.8828125,3,1.8461417540675,-15.8828125,0.5,12
2,44,39.625,3,2.19090392801445,4.37499999999999,0.5,0.6
2,151,139.4609375,3,2.11625076108612,11.5390625,1,0.6
2,35,35.7578125,3,2.4564590860391,-0.757812500000006,1,9.15
2,91,130.9921875,2,2.17134698410518,-39.9921875,1,12
2,105,130.6640625,3,3.04883918305859,-25.6640625,0.5,3.45
2,67,221.8359375,3,3.10925468010828,25.1640625,1,12
2,5,222.9609375,3,2.31686833908316,-37.9609375,0.5,3.45
2,113,128.6796875,3,2.58928633306641,-15.6796875,1,12
2,146,321.7890625,3,2.69874944107141,4.21093750000003,0.5,6.3
2,27,325.953125,2,13.539582205005,61.046875,1,9.15
2,91,124.3046875,3,1.70451442908961,-33.3046875,0.5,0.6
2,84,258.6328125,4,1.73401997401379,5.36718750000001,1,12
2,118,128.453125,3,1.4686399520142,-10.453125,0.5,12
