Subj_idx,Stimulus,Response,Confidence,Order,Scale
43,2,2,1,SD,O
73,1,1,2,SD,O
73,1,2,1,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
73,1,2,4,SD,O
73,2,2,1,SD,O
73,2,1,1,SD,O
73,2,2,1,SD,O
73,1,1,4,SD,O
73,2,2,1,SD,O
73,1,1,1,SD,O
73,1,2,1,SD,O
73,1,1,1,SD,O
73,2,2,1,SD,O
73,1,1,1,SD,O
73,1,2,1,SD,O
73,1,1,3,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
73,2,2,2,SD,O
73,2,1,1,SD,O
73,1,2,1,SD,O
73,1,1,2,SD,O
73,1,1,1,SD,O
73,2,1,2,SD,O
73,1,1,2,SD,O
73,2,2,1,SD,O
73,2,1,1,SD,O
73,1,2,1,SD,O
73,1,1,4,SD,O
73,2,2,1,SD,O
73,1,1,2,SD,O
73,2,2,1,SD,O
73,2,2,2,SD,O
73,1,1,2,SD,O
73,1,2,2,SD,O
73,2,1,1,SD,O
73,1,2,2,SD,O
73,1,2,2,SD,O
73,1,2,1,SD,O
73,2,1,2,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
73,1,2,2,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
73,2,2,2,SD,O
73,2,2,3,SD,O
73,1,1,1,SD,O
73,2,2,1,SD,O
73,1,1,1,SD,O
73,1,1,2,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
73,1,1,2,SD,O
73,1,1,1,SD,O
73,1,1,2,SD,O
73,1,2,2,SD,O
73,2,1,1,SD,O
73,2,2,2,SD,O
33,1,1,3,SD,O
33,1,1,2,SD,O
33,2,2,4,SD,O
33,2,2,4,SD,O
33,1,2,3,SD,O
33,2,2,4,SD,O
33,2,2,3,SD,O
33,2,2,4,SD,O
33,1,1,4,SD,O
33,2,2,4,SD,O
33,1,1,1,SD,O
33,1,2,2,SD,O
33,1,2,3,SD,O
33,2,2,4,SD,O
33,1,1,2,SD,O
33,1,1,1,SD,O
33,1,2,1,SD,O
33,2,2,4,SD,O
33,2,1,3,SD,O
33,2,2,4,SD,O
33,2,1,2,SD,O
33,1,1,3,SD,O
33,1,1,3,SD,O
33,1,1,3,SD,O
33,2,2,2,SD,O
33,1,1,3,SD,O
33,2,2,1,SD,O
33,2,2,1,SD,O
33,1,1,1,SD,O
33,1,1,3,SD,O
33,2,1,2,SD,O
33,1,1,1,SD,O
33,2,1,1,SD,O
33,2,1,1,SD,O
33,1,1,1,SD,O
33,1,2,1,SD,O
33,2,2,2,SD,O
33,1,1,1,SD,O
33,1,1,3,SD,O
33,1,2,2,SD,O
33,2,2,4,SD,O
33,2,2,4,SD,O
33,2,2,4,SD,O
33,1,1,3,SD,O
33,2,2,2,SD,O
33,2,2,3,SD,O
33,2,2,2,SD,O
33,2,2,4,SD,O
33,1,2,2,SD,O
33,2,2,3,SD,O
33,1,1,3,SD,O
33,1,1,4,SD,O
33,2,2,3,SD,O
33,2,2,4,SD,O
33,1,1,4,SD,O
33,1,1,3,SD,O
33,1,1,4,SD,O
33,1,1,4,SD,O
33,2,1,3,SD,O
33,2,1,1,SD,O
172,1,1,1,SD,O
172,1,2,1,SD,O
172,2,2,4,SD,O
172,2,1,1,SD,O
172,1,1,1,SD,O
172,2,2,2,SD,O
172,2,2,2,SD,O
172,2,2,4,SD,O
172,1,1,1,SD,O
172,2,2,2,SD,O
172,1,1,4,SD,O
172,1,1,2,SD,O
172,1,1,1,SD,O
172,2,2,1,SD,O
172,1,1,2,SD,O
172,1,1,1,SD,O
172,1,1,1,SD,O
172,2,2,1,SD,O
172,2,2,1,SD,O
172,2,2,1,SD,O
172,2,1,2,SD,O
172,1,1,1,SD,O
172,1,1,1,SD,O
172,1,1,1,SD,O
172,2,2,4,SD,O
172,1,2,1,SD,O
172,2,2,1,SD,O
172,2,1,1,SD,O
172,1,2,1,SD,O
172,1,1,1,SD,O
172,2,2,2,SD,O
172,1,1,1,SD,O
172,2,2,2,SD,O
172,2,2,4,SD,O
172,1,1,1,SD,O
172,1,2,1,SD,O
172,2,2,2,SD,O
172,1,1,1,SD,O
172,1,1,2,SD,O
172,1,2,4,SD,O
172,2,2,4,SD,O
172,2,2,4,SD,O
172,2,2,4,SD,O
172,1,1,4,SD,O
172,2,2,1,SD,O
172,2,2,1,SD,O
172,2,1,1,SD,O
172,2,2,3,SD,O
172,1,1,3,SD,O
172,2,2,3,SD,O
172,1,1,1,SD,O
172,1,1,2,SD,O
172,2,2,2,SD,O
172,2,1,1,SD,O
172,1,1,3,SD,O
172,1,1,2,SD,O
172,1,1,1,SD,O
172,1,1,1,SD,O
172,2,2,3,SD,O
172,2,1,1,SD,O
85,1,2,1,SD,O
85,1,1,1,SD,O
85,2,2,3,SD,O
85,2,1,1,SD,O
85,1,1,1,SD,O
85,2,2,2,SD,O
85,2,2,2,SD,O
85,2,2,1,SD,O
85,1,1,4,SD,O
85,2,2,1,SD,O
85,1,1,1,SD,O
85,1,1,1,SD,O
85,1,1,1,SD,O
85,2,2,1,SD,O
85,1,1,1,SD,O
85,1,1,2,SD,O
85,1,2,1,SD,O
85,2,2,3,SD,O
85,2,2,1,SD,O
85,2,1,1,SD,O
85,2,2,3,SD,O
85,1,2,1,SD,O
85,1,1,1,SD,O
85,1,2,1,SD,O
85,2,2,1,SD,O
85,1,1,1,SD,O
85,2,2,1,SD,O
85,2,2,1,SD,O
85,1,1,1,SD,O
85,1,2,1,SD,O
85,2,2,3,SD,O
85,1,1,1,SD,O
85,2,2,1,SD,O
85,2,1,2,SD,O
85,1,2,1,SD,O
85,1,1,1,SD,O
85,2,1,1,SD,O
85,1,2,1,SD,O
85,1,2,1,SD,O
85,1,1,2,SD,O
85,2,2,3,SD,O
85,2,2,2,SD,O
85,2,1,1,SD,O
85,1,1,1,SD,O
85,2,1,1,SD,O
85,2,2,4,SD,O
85,2,2,2,SD,O
85,2,1,1,SD,O
85,1,1,1,SD,O
85,2,1,1,SD,O
85,1,2,3,SD,O
85,1,1,2,SD,O
85,2,1,1,SD,O
85,2,2,4,SD,O
85,1,1,1,SD,O
85,1,2,1,SD,O
85,1,2,1,SD,O
85,1,1,1,SD,O
85,2,2,2,SD,O
85,2,2,1,SD,O
99,1,1,2,SD,C
99,1,1,2,SD,C
99,2,2,3,SD,C
99,2,1,3,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,2,2,3,SD,C
99,2,2,3,SD,C
99,1,2,2,SD,C
99,2,1,2,SD,C
99,1,1,2,SD,C
99,1,2,3,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,1,2,2,SD,C
99,1,1,2,SD,C
99,2,2,2,SD,C
99,2,1,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,1,2,2,SD,C
99,1,1,2,SD,C
99,2,2,2,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,1,1,2,SD,C
99,2,1,2,SD,C
99,1,1,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,1,1,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,1,2,2,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,2,2,SD,C
99,2,1,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,1,2,SD,C
99,2,2,2,SD,C
99,1,2,2,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
99,1,2,2,SD,C
99,1,2,2,SD,C
99,1,1,2,SD,C
99,1,2,2,SD,C
99,2,2,2,SD,C
99,2,2,2,SD,C
57,1,2,3,SD,C
57,1,1,1,SD,C
57,2,2,4,SD,C
57,2,2,4,SD,C
57,1,2,1,SD,C
57,2,2,3,SD,C
57,2,2,2,SD,C
57,2,2,3,SD,C
57,1,1,3,SD,C
57,2,2,4,SD,C
57,1,1,2,SD,C
57,1,1,2,SD,C
57,1,1,2,SD,C
57,2,2,3,SD,C
57,1,1,3,SD,C
57,1,2,2,SD,C
57,1,1,3,SD,C
57,2,2,2,SD,C
57,2,2,2,SD,C
57,2,2,4,SD,C
57,2,2,4,SD,C
57,1,1,2,SD,C
57,1,2,2,SD,C
57,1,1,2,SD,C
57,2,2,4,SD,C
57,1,1,2,SD,C
57,2,2,3,SD,C
57,2,2,2,SD,C
57,1,1,3,SD,C
57,1,1,3,SD,C
57,2,2,3,SD,C
57,1,1,3,SD,C
57,2,2,2,SD,C
57,2,2,2,SD,C
57,1,1,1,SD,C
57,1,2,1,SD,C
57,2,2,2,SD,C
57,1,2,2,SD,C
57,1,2,2,SD,C
57,1,2,2,SD,C
57,2,2,3,SD,C
57,2,2,4,SD,C
57,2,2,4,SD,C
57,1,1,3,SD,C
57,2,2,2,SD,C
57,2,1,2,SD,C
57,2,2,2,SD,C
57,2,2,3,SD,C
57,1,1,4,SD,C
57,2,2,4,SD,C
57,1,1,3,SD,C
57,1,1,2,SD,C
57,2,2,2,SD,C
57,2,1,3,SD,C
57,1,1,3,SD,C
57,1,1,2,SD,C
57,1,1,3,SD,C
57,1,1,2,SD,C
57,2,2,1,SD,C
57,2,1,2,SD,C
189,1,1,3,SD,C
189,1,1,2,SD,C
189,2,2,4,SD,C
189,2,2,3,SD,C
189,1,1,3,SD,C
189,2,2,2,SD,C
189,2,2,3,SD,C
189,2,2,4,SD,C
189,1,1,4,SD,C
189,2,2,3,SD,C
189,1,1,2,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,2,2,4,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,1,1,4,SD,C
189,2,2,3,SD,C
189,2,1,2,SD,C
189,2,2,3,SD,C
189,2,2,3,SD,C
189,1,1,2,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,2,2,2,SD,C
189,1,1,2,SD,C
189,2,2,3,SD,C
189,2,1,1,SD,C
189,1,1,2,SD,C
189,1,1,2,SD,C
189,2,2,3,SD,C
189,1,1,2,SD,C
189,2,2,2,SD,C
189,2,2,2,SD,C
189,1,1,3,SD,C
189,1,1,2,SD,C
189,2,2,2,SD,C
189,1,1,1,SD,C
189,1,1,2,SD,C
189,1,1,3,SD,C
189,2,2,3,SD,C
189,2,2,2,SD,C
189,2,2,3,SD,C
189,1,1,2,SD,C
189,2,2,2,SD,C
189,2,2,2,SD,C
189,2,1,3,SD,C
189,2,2,3,SD,C
189,1,1,2,SD,C
189,2,2,2,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,2,2,2,SD,C
189,2,2,2,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,1,1,3,SD,C
189,1,1,2,SD,C
189,2,2,2,SD,C
189,2,1,2,SD,C
24,1,1,3,SD,C
24,1,2,4,SD,C
24,2,2,4,SD,C
24,2,2,3,SD,C
24,1,1,3,SD,C
24,2,2,4,SD,C
24,2,2,3,SD,C
24,2,1,3,SD,C
24,1,1,4,SD,C
24,2,2,3,SD,C
24,1,1,4,SD,C
24,1,1,3,SD,C
24,1,2,2,SD,C
24,2,2,3,SD,C
24,1,1,2,SD,C
24,1,1,3,SD,C
24,1,1,4,SD,C
24,2,2,4,SD,C
24,2,2,2,SD,C
24,2,2,4,SD,C
24,2,2,3,SD,C
24,1,1,2,SD,C
24,1,1,3,SD,C
24,1,1,4,SD,C
24,2,2,1,SD,C
24,1,1,4,SD,C
24,2,2,3,SD,C
24,2,2,4,SD,C
24,1,1,3,SD,C
24,1,1,3,SD,C
24,2,2,4,SD,C
24,1,1,1,SD,C
24,2,2,3,SD,C
24,2,2,4,SD,C
24,1,1,2,SD,C
24,1,1,2,SD,C
24,2,2,4,SD,C
24,1,2,3,SD,C
24,1,1,2,SD,C
24,1,1,3,SD,C
24,2,2,4,SD,C
24,2,1,4,SD,C
24,2,2,4,SD,C
24,1,1,2,SD,C
24,2,2,4,SD,C
24,2,2,3,SD,C
24,2,1,2,SD,C
24,2,2,3,SD,C
24,1,1,2,SD,C
24,2,2,4,SD,C
24,1,1,2,SD,C
24,1,1,4,SD,C
24,2,2,3,SD,C
24,2,1,2,SD,C
24,1,1,3,SD,C
24,1,NaN,3,SD,C
24,1,1,2,SD,C
24,1,1,2,SD,C
24,2,2,3,SD,C
24,2,2,2,SD,C
184,1,2,3,DS,PAS
184,1,2,2,DS,PAS
184,2,1,2,DS,PAS
184,2,2,2,DS,PAS
184,1,1,3,DS,PAS
184,2,2,3,DS,PAS
184,2,1,4,DS,PAS
184,2,2,3,DS,PAS
184,1,1,3,DS,PAS
184,2,2,3,DS,PAS
184,1,1,2,DS,PAS
184,1,1,2,DS,PAS
184,1,1,3,DS,PAS
184,2,2,2,DS,PAS
184,1,1,2,DS,PAS
184,1,2,2,DS,PAS
184,1,2,2,DS,PAS
184,2,1,2,DS,PAS
184,2,2,2,DS,PAS
184,2,2,3,DS,PAS
184,2,2,3,DS,PAS
184,1,2,2,DS,PAS
184,1,1,3,DS,PAS
184,1,2,2,DS,PAS
184,2,1,2,DS,PAS
184,1,1,2,DS,PAS
184,2,2,3,DS,PAS
184,2,2,3,DS,PAS
184,1,2,2,DS,PAS
184,1,1,2,DS,PAS
184,2,2,3,DS,PAS
184,1,2,2,DS,PAS
184,2,1,2,DS,PAS
184,2,1,2,DS,PAS
184,1,2,2,DS,PAS
184,1,2,2,DS,PAS
184,2,1,2,DS,PAS
184,1,1,2,DS,PAS
184,1,2,2,DS,PAS
184,1,1,2,DS,PAS
184,2,2,2,DS,PAS
184,2,2,3,DS,PAS
184,2,2,3,DS,PAS
184,1,1,2,DS,PAS
184,2,2,2,DS,PAS
184,2,2,2,DS,PAS
184,2,1,2,DS,PAS
184,2,2,2,DS,PAS
184,1,1,2,DS,PAS
184,2,1,2,DS,PAS
184,1,2,2,DS,PAS
184,1,2,2,DS,PAS
184,2,2,2,DS,PAS
184,2,2,3,DS,PAS
184,1,1,2,DS,PAS
184,1,1,2,DS,PAS
184,1,2,2,DS,PAS
184,1,1,2,DS,PAS
184,2,1,2,DS,PAS
184,2,2,3,DS,PAS
138,1,2,3,DS,PAS
138,1,1,1,DS,PAS
138,2,2,4,DS,PAS
138,2,1,4,DS,PAS
138,1,1,1,DS,PAS
138,2,2,2,DS,PAS
138,2,1,1,DS,PAS
138,2,2,4,DS,PAS
138,1,1,4,DS,PAS
138,2,2,4,DS,PAS
138,1,1,4,DS,PAS
138,1,2,2,DS,PAS
138,1,1,2,DS,PAS
138,2,2,4,DS,PAS
138,1,1,3,DS,PAS
138,1,1,2,DS,PAS
138,1,1,1,DS,PAS
138,2,1,4,DS,PAS
138,2,1,4,DS,PAS
138,2,2,3,DS,PAS
138,2,2,2,DS,PAS
138,1,1,2,DS,PAS
138,1,1,1,DS,PAS
138,1,1,1,DS,PAS
138,2,2,2,DS,PAS
138,1,1,3,DS,PAS
138,2,2,4,DS,PAS
138,2,1,4,DS,PAS
138,1,1,3,DS,PAS
138,1,1,4,DS,PAS
138,2,1,3,DS,PAS
138,1,1,2,DS,PAS
138,2,2,4,DS,PAS
138,2,1,4,DS,PAS
138,1,1,1,DS,PAS
138,1,1,4,DS,PAS
138,2,1,3,DS,PAS
138,1,1,3,DS,PAS
138,1,1,3,DS,PAS
138,1,1,3,DS,PAS
138,2,2,3,DS,PAS
138,2,2,4,DS,PAS
138,2,1,3,DS,PAS
138,1,1,3,DS,PAS
138,2,2,4,DS,PAS
138,2,1,3,DS,PAS
138,2,1,3,DS,PAS
138,2,1,3,DS,PAS
138,1,1,3,DS,PAS
138,2,2,4,DS,PAS
138,1,1,3,DS,PAS
138,1,1,4,DS,PAS
138,2,1,4,DS,PAS
138,2,2,4,DS,PAS
138,1,1,4,DS,PAS
138,1,1,4,DS,PAS
138,1,1,4,DS,PAS
138,1,1,4,DS,PAS
138,2,2,4,DS,PAS
138,2,1,NaN,DS,PAS
126,1,1,3,DS,PAS
126,1,1,3,DS,PAS
126,2,2,3,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,2,2,2,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,2,2,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,2,DS,PAS
126,2,2,2,DS,PAS
126,2,2,3,DS,PAS
126,2,2,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,1,2,2,DS,PAS
126,2,2,2,DS,PAS
126,2,2,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,1,2,2,DS,PAS
126,1,1,2,DS,PAS
126,1,2,2,DS,PAS
126,2,2,3,DS,PAS
126,2,2,3,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,2,2,2,DS,PAS
126,2,2,2,DS,PAS
126,2,1,2,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,2,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,1,1,2,DS,PAS
126,2,2,3,DS,PAS
126,2,1,2,DS,PAS
14,1,2,2,DS,PAS
14,1,1,4,DS,PAS
14,2,2,3,DS,PAS
14,2,1,2,DS,PAS
14,1,2,2,DS,PAS
14,2,1,3,DS,PAS
14,2,1,2,DS,PAS
14,2,2,4,DS,PAS
14,1,1,3,DS,PAS
14,2,2,3,DS,PAS
14,1,1,4,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,2,2,DS,PAS
14,1,1,3,DS,PAS
14,1,1,3,DS,PAS
14,1,1,2,DS,PAS
14,2,2,2,DS,PAS
14,2,1,2,DS,PAS
14,2,2,3,DS,PAS
14,2,2,2,DS,PAS
14,1,1,3,DS,PAS
14,1,1,3,DS,PAS
14,1,1,1,DS,PAS
14,2,1,2,DS,PAS
14,1,1,3,DS,PAS
14,2,1,2,DS,PAS
14,2,2,2,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,1,1,DS,PAS
14,2,1,2,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,2,1,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,1,1,DS,PAS
14,2,2,3,DS,PAS
14,2,2,3,DS,PAS
14,1,1,3,DS,PAS
14,2,1,1,DS,PAS
14,2,2,3,DS,PAS
14,2,1,3,DS,PAS
14,2,1,1,DS,PAS
14,1,1,2,DS,PAS
14,2,2,2,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,2,1,2,DS,PAS
14,2,2,3,DS,PAS
14,1,1,2,DS,PAS
14,1,1,2,DS,PAS
14,1,1,1,DS,PAS
14,1,1,2,DS,PAS
14,2,2,2,DS,PAS
14,2,2,2,DS,PAS
15,1,2,2,DS,PAS
15,1,1,2,DS,PAS
15,2,1,1,DS,PAS
15,2,2,3,DS,PAS
15,1,1,1,DS,PAS
15,2,2,3,DS,PAS
15,2,2,2,DS,PAS
15,2,1,1,DS,PAS
15,1,1,1,DS,PAS
15,2,2,2,DS,PAS
15,1,1,3,DS,PAS
15,1,1,3,DS,PAS
15,1,1,1,DS,PAS
15,2,2,3,DS,PAS
15,1,1,2,DS,PAS
15,1,1,2,DS,PAS
15,1,1,3,DS,PAS
15,2,1,2,DS,PAS
15,2,1,1,DS,PAS
15,2,2,3,DS,PAS
15,2,2,3,DS,PAS
15,1,1,3,DS,PAS
15,1,1,2,DS,PAS
15,1,1,2,DS,PAS
15,2,1,2,DS,PAS
15,1,1,3,DS,PAS
15,2,1,2,DS,PAS
15,2,2,2,DS,PAS
15,1,1,1,DS,PAS
15,1,1,3,DS,PAS
15,2,2,3,DS,PAS
15,1,2,2,DS,PAS
15,2,1,2,DS,PAS
15,2,1,1,DS,PAS
15,1,1,1,DS,PAS
15,1,2,1,DS,PAS
15,2,2,3,DS,PAS
15,1,1,1,DS,PAS
15,1,2,2,DS,PAS
15,1,1,1,DS,PAS
15,2,2,2,DS,PAS
15,2,2,3,DS,PAS
15,2,2,3,DS,PAS
15,1,1,1,DS,PAS
15,2,2,2,DS,PAS
15,2,2,2,DS,PAS
15,2,2,2,DS,PAS
15,2,2,1,DS,PAS
15,1,1,2,DS,PAS
15,2,1,1,DS,PAS
15,1,2,1,DS,PAS
15,1,1,1,DS,PAS
15,2,2,2,DS,PAS
15,2,2,2,DS,PAS
15,1,1,2,DS,PAS
15,1,1,2,DS,PAS
15,1,1,1,DS,PAS
15,1,1,2,DS,PAS
15,2,2,2,DS,PAS
15,2,2,2,DS,PAS
89,1,2,NaN,DS,PAS
89,1,1,1,DS,PAS
89,2,2,4,DS,PAS
89,2,2,3,DS,PAS
89,1,1,1,DS,PAS
89,2,1,2,DS,PAS
89,2,1,1,DS,PAS
89,2,2,3,DS,PAS
89,1,1,1,DS,PAS
89,2,2,3,DS,PAS
89,1,1,1,DS,PAS
89,1,1,2,DS,PAS
89,1,1,2,DS,PAS
89,2,2,3,DS,PAS
89,1,2,3,DS,PAS
89,1,1,2,DS,PAS
89,1,1,3,DS,PAS
89,2,2,3,DS,PAS
89,2,1,2,DS,PAS
89,2,2,3,DS,PAS
89,2,1,2,DS,PAS
89,1,1,3,DS,PAS
89,1,2,3,DS,PAS
89,1,1,3,DS,PAS
89,2,2,3,DS,PAS
89,1,1,3,DS,PAS
89,2,2,3,DS,PAS
89,2,1,3,DS,PAS
89,1,2,3,DS,PAS
89,1,1,3,DS,PAS
89,2,1,2,DS,PAS
89,1,1,2,DS,PAS
89,2,1,2,DS,PAS
89,2,2,2,DS,PAS
89,1,2,2,DS,PAS
89,1,1,2,DS,PAS
89,2,2,NaN,DS,PAS
89,1,1,2,DS,PAS
89,1,1,2,DS,PAS
89,1,2,2,DS,PAS
89,2,2,2,DS,PAS
89,2,2,2,DS,PAS
89,2,2,2,DS,PAS
89,1,1,2,DS,PAS
89,2,1,2,DS,PAS
89,2,1,2,DS,PAS
89,2,2,2,DS,PAS
89,2,1,2,DS,PAS
89,1,2,2,DS,PAS
89,2,2,2,DS,PAS
89,1,1,2,DS,PAS
89,1,2,2,DS,PAS
89,2,2,2,DS,PAS
89,2,2,2,DS,PAS
89,1,2,2,DS,PAS
89,1,1,2,DS,PAS
89,1,1,2,DS,PAS
89,1,1,2,DS,PAS
89,2,2,2,DS,PAS
89,2,2,2,DS,PAS
155,1,1,3,DS,P
155,1,1,3,DS,P
155,2,2,3,DS,P
155,2,2,3,DS,P
155,1,2,2,DS,P
155,2,2,2,DS,P
155,2,1,2,DS,P
155,2,1,2,DS,P
155,1,1,3,DS,P
155,2,2,3,DS,P
155,1,1,3,DS,P
155,1,1,3,DS,P
155,1,1,2,DS,P
155,2,1,1,DS,P
155,1,1,2,DS,P
155,1,2,2,DS,P
155,1,1,2,DS,P
155,2,2,3,DS,P
155,2,1,2,DS,P
155,2,2,3,DS,P
155,2,2,3,DS,P
155,1,2,1,DS,P
155,1,1,2,DS,P
155,1,1,2,DS,P
155,2,2,3,DS,P
155,1,1,2,DS,P
155,2,1,1,DS,P
155,2,2,2,DS,P
155,1,2,2,DS,P
155,1,1,3,DS,P
155,2,1,2,DS,P
155,1,1,3,DS,P
155,2,2,1,DS,P
155,2,2,3,DS,P
155,1,1,2,DS,P
155,1,1,2,DS,P
155,2,2,2,DS,P
155,1,2,2,DS,P
155,1,1,2,DS,P
155,1,1,2,DS,P
155,2,2,4,DS,P
155,2,1,3,DS,P
155,2,2,3,DS,P
155,1,1,2,DS,P
155,2,2,4,DS,P
155,2,2,2,DS,P
155,2,2,3,DS,P
155,2,2,2,DS,P
155,1,2,3,DS,P
155,2,2,4,DS,P
155,1,1,2,DS,P
155,1,1,3,DS,P
155,2,2,3,DS,P
155,2,1,2,DS,P
155,1,1,1,DS,P
155,1,1,2,DS,P
155,1,1,2,DS,P
155,1,2,2,DS,P
155,2,2,4,DS,P
155,2,2,3,DS,P
191,1,1,2,DS,P
191,1,2,1,DS,P
191,2,1,1,DS,P
191,2,1,3,DS,P
191,1,2,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,1,1,2,DS,P
191,2,1,3,DS,P
191,1,1,2,DS,P
191,1,2,3,DS,P
191,1,2,3,DS,P
191,2,2,2,DS,P
191,1,2,1,DS,P
191,1,2,3,DS,P
191,1,1,1,DS,P
191,2,2,3,DS,P
191,2,1,2,DS,P
191,2,2,3,DS,P
191,2,2,3,DS,P
191,1,1,2,DS,P
191,1,2,2,DS,P
191,1,2,2,DS,P
191,2,2,2,DS,P
191,1,1,1,DS,P
191,2,2,2,DS,P
191,2,1,2,DS,P
191,1,2,2,DS,P
191,1,1,2,DS,P
191,2,2,2,DS,P
191,1,1,1,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,1,1,2,DS,P
191,1,2,2,DS,P
191,2,2,2,DS,P
191,1,1,2,DS,P
191,1,1,2,DS,P
191,1,2,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,1,1,1,DS,P
191,2,2,3,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,2,1,2,DS,P
191,1,1,2,DS,P
191,2,2,2,DS,P
191,1,1,2,DS,P
191,1,1,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
191,1,2,2,DS,P
191,1,1,2,DS,P
191,1,2,2,DS,P
191,1,2,2,DS,P
191,2,2,2,DS,P
191,2,2,2,DS,P
31,1,2,3,DS,P
31,1,1,3,DS,P
31,2,2,4,DS,P
31,2,2,2,DS,P
31,1,1,3,DS,P
31,2,2,4,DS,P
31,2,2,4,DS,P
31,2,2,4,DS,P
31,1,1,4,DS,P
31,2,2,4,DS,P
31,1,1,4,DS,P
31,1,1,1,DS,P
31,1,1,3,DS,P
31,2,2,4,DS,P
31,1,1,3,DS,P
31,1,1,1,DS,P
31,1,1,4,DS,P
31,2,2,1,DS,P
31,2,1,4,DS,P
31,2,2,3,DS,P
31,2,2,3,DS,P
31,1,1,1,DS,P
31,1,1,2,DS,P
31,1,1,3,DS,P
31,2,2,4,DS,P
31,1,1,3,DS,P
31,2,1,1,DS,P
31,2,1,2,DS,P
31,1,1,2,DS,P
31,1,1,3,DS,P
31,2,2,1,DS,P
31,1,1,3,DS,P
31,2,1,2,DS,P
31,2,2,1,DS,P
31,1,1,2,DS,P
31,1,2,1,DS,P
31,2,2,1,DS,P
31,1,1,1,DS,P
31,1,2,2,DS,P
31,1,1,2,DS,P
31,2,2,3,DS,P
31,2,2,4,DS,P
31,2,2,3,DS,P
31,1,1,2,DS,P
31,2,2,2,DS,P
31,2,2,1,DS,P
31,2,1,2,DS,P
31,2,2,1,DS,P
31,1,1,3,DS,P
31,2,2,3,DS,P
31,1,2,2,DS,P
31,1,2,2,DS,P
31,2,2,1,DS,P
31,2,2,3,DS,P
31,1,1,2,DS,P
31,1,2,2,DS,P
31,1,1,3,DS,P
