"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Noise","Difficulty","Error_trial"
9,0,1,5,0.76,1.41,0,0.01,0
9,1,NA,NA,1.026,0.001,0,0.02,1
9,0,1,5,0.797,0.801,0,0.02,0
9,1,1,5,0.631,0.532,0,0.03,0
9,0,1,3,0.724,0.759,1,0.04,0
9,0,1,4,1.006,3.811,1,0.04,0
9,0,0,4,0.626,2.843,1,0.03,0
9,1,1,3,0.772,1.134,0,0.03,0
9,1,0,3,0.59,0.631,1,0.03,0
9,0,1,3,1.158,0.547,1,0.02,0
9,0,1,4,0.54,1.289,0,0.02,0
9,0,1,3,0.547,0.516,1,0.02,0
9,0,0,3,0.645,0.75,0,0.03,0
9,1,1,4,0.802,0.781,0,0.03,0
9,1,0,4,0.891,1.016,0,0.02,0
9,1,0,3,0.581,0.893,1,0.01,0
9,1,1,3,0.58,0.784,1,0.02,0
9,1,0,3,0.706,0.95,1,0.02,0
9,0,0,3,0.647,1.078,0,0.03,0
9,1,1,4,0.669,1.081,0,0.03,0
9,1,1,6,0.549,0.532,1,0.01,0
9,0,0,3,0.567,0.64,0,0.02,0
9,1,1,6,0.645,0.496,0,0.02,0
9,1,1,5,0.7,0.946,1,0.02,0
9,0,0,3,0.65,0.684,0,0.01,0
9,0,1,5,0.624,0.932,0,0.01,0
9,0,0,4,0.531,0.992,0,0.02,0
9,1,1,5,0.667,0.685,0,0.02,0
9,1,0,2,0.842,0.794,1,0.02,0
9,0,1,4,0.681,1.066,1,0.03,0
9,1,1,4,0.897,1.302,0,0.01,0
9,0,0,3,0.657,1.022,1,0.03,0
9,1,1,3,0.584,0.523,0,0.01,0
9,0,1,4,1.506,1.007,0,0.01,0
9,1,1,2,1.566,0.94,1,0.02,0
9,0,0,2,0.714,0.834,0,0.02,0
9,0,0,3,0.215,1.514,1,0.03,0
9,1,1,4,0.67,1.449,1,0.03,0
9,1,1,4,0.662,2.696,1,0.02,0
9,0,1,5,0.63,1.691,1,0.03,0
9,0,0,2,0.634,0.716,1,0.03,0
10,1,0,4,2.305,3.008,1,0.07,0
10,1,0,6,3.331,0,1,0.07,0
10,0,NA,NA,1.291,0,0,0.07,1
10,0,0,3,1.505,1.585,0,0.07,0
10,1,0,3,4.053,1.888,1,0.07,0
10,0,1,2,1.889,3.756,1,0.07,0
10,0,1,4,3.336,2.119,1,0.07,0
10,1,0,4,1.131,1.809,0,0.07,0
10,1,1,1,3.089,3.745,0,0.08,0
10,1,1,2,1.086,2.058,1,0.07,0
10,0,1,3,2.935,1.882,1,0.08,0
10,0,NA,NA,2.585,0,1,0.08,1
10,0,0,2,1.447,2.343,1,0.08,0
10,0,1,5,1.537,1.085,1,0.08,0
10,1,1,5,1.986,1.42,0,0.08,0
10,1,1,6,0.925,3.808,1,0.08,0
10,0,0,4,0.899,1.244,0,0.07,0
10,1,0,4,1.098,1.89,0,0.07,0
10,0,1,1,1.938,1.736,1,0.07,0
10,1,1,4,1.002,1.472,0,0.08,0
10,1,1,2,3.401,2.209,0,0.08,0
10,0,0,3,4.15,2.097,1,0.07,0
10,0,0,1,4.216,1.268,0,0.07,0
10,0,1,3,1.986,1.836,0,0.07,0
10,1,0,2,2.437,4.861,1,0.08,0
10,0,1,4,1.501,2.219,1,0.08,0
10,1,1,3,1.257,1.071,0,0.08,0
10,1,0,2,1.101,2.221,1,0.07,0
10,0,1,3,1.834,1.022,0,0.08,0
10,1,0,4,1.357,1.671,0,0.09,0
10,0,1,4,1.436,1.926,1,0.07,0
10,0,0,4,1.594,2.418,0,0.1,0
10,0,0,2,0.968,1.508,0,0.1,0
10,1,0,3,0.925,1.127,0,0.09,0
10,1,1,5,1.931,0.13,1,0.08,0
10,1,0,1,0.965,0.806,1,0.08,0
10,1,1,3,1.692,1.283,1,0.09,0
10,0,0,6,1.744,2.116,0,0.1,0
10,0,1,4,1.553,1.754,0,0.1,0
10,1,0,2,0.791,1.319,0,0.11,0
10,0,0,4,1.151,1.26,1,0.1,0
10,1,1,4,0.936,1.361,1,0.1,0
10,1,0,3,1.268,1.701,1,0.09,0
10,0,1,3,1.495,1.096,1,0.1,0
10,1,1,2,2.319,2.076,1,0.1,0
10,0,0,4,2.253,2.497,0,0.12,0
10,0,0,3,1.195,0.809,1,0.11,0
10,0,0,2,2.117,0.806,0,0.12,0
10,1,0,1,2.063,0.734,1,0.12,0
10,0,1,3,2.328,2.486,1,0.12,0
10,1,0,3,1.226,1.161,0,0.11,0
10,0,0,5,1.013,2.059,0,0.12,0
10,1,1,4,2.405,1.65,0,0.12,0
10,1,1,3,2.351,1.379,0,0.11,0
10,1,0,1,2.599,2.885,0,0.11,0
10,1,1,2,1.513,2.817,0,0.12,0
10,1,1,4,0.889,1.204,0,0.12,0
10,1,1,1,1.106,1.105,1,0.11,0
10,0,0,5,0.935,1.319,0,0.11,0
10,1,1,3,2.436,1.494,1,0.12,0
10,0,0,3,1.54,1.206,0,0.11,0
10,1,0,3,1.468,0.974,1,0.12,0
10,1,1,3,1.653,1.294,0,0.1,0
10,1,1,4,1.147,1.158,1,0.11,0
10,0,1,3,2.645,2.088,1,0.11,0
10,1,0,2,3.76,2.229,1,0.12,0
10,0,0,3,0.987,1.471,0,0.1,0
10,1,0,3,1.035,1.797,1,0.12,0
10,0,0,4,1.52,2.616,1,0.11,0
10,0,1,1,1.932,1.083,1,0.11,0
10,0,1,6,3.132,0.911,0,0.09,0
10,1,0,5,1.575,1.1,0,0.1,0
10,0,0,1,1.669,2.336,0,0.11,0
10,0,NA,NA,0.404,0.001,1,0.1,1
10,0,0,2,3.365,4.088,1,0.1,0
10,1,1,3,1.791,3.502,0,0.11,0
10,1,1,2,1.958,1.044,0,0.1,0
10,0,0,1,3.016,1.317,1,0.1,0
10,0,0,2,1.539,1.508,0,0.1,0
10,1,1,3,2.8,1.494,1,0.09,0
10,0,1,4,2.95,1.809,1,0.1,0
10,0,0,2,2.322,1.257,1,0.11,0
10,1,1,1,7.132,1.639,1,0.11,0
10,1,1,2,2.383,1.282,1,0.1,0
10,1,NA,NA,0.575,0.001,0,0.09,1
10,1,0,3,2.185,2.75,0,0.09,0
10,0,0,3,1.201,1.973,0,0.1,0
10,1,1,6,0.916,1.269,0,0.1,0
10,0,1,5,1.864,1.568,0,0.09,0
10,1,1,2,7.076,1.14,1,0.1,0
10,1,1,3,2.433,2.82,0,0.1,0
10,1,1,2,6.296,0.811,1,0.09,0
10,0,0,4,1.331,5.302,0,0.1,0
10,1,1,4,2.534,1.513,1,0.1,0
10,0,1,3,2.66,2.094,1,0.1,0
10,0,0,5,1.727,3.953,0,0.09,0
10,1,1,2,2.397,1.134,0,0.09,0
10,1,1,5,1.537,1.147,0,0.08,0
10,0,1,3,2.003,1.988,1,0.09,0
10,0,1,1,3.88,1.227,1,0.1,0
10,1,1,2,2.501,0.981,1,0.1,0
10,1,0,3,0.787,1.535,0,0.08,0
10,1,1,3,1.732,1.734,1,0.09,0
10,0,1,5,2.296,3.918,0,0.09,0
10,1,1,3,2.6,1.446,1,0.09,0
10,0,0,2,2.057,1.001,1,0.08,0
10,0,1,3,1.377,1.739,1,0.08,0
10,0,1,3,3.014,1.684,1,0.09,0
10,0,0,5,2.386,0.841,0,0.1,0
10,1,1,3,3.814,9.023,0,0.1,0
10,1,1,3,1.997,9.682,1,0.1,0
10,0,NA,NA,1.38,0,1,0.1,1
10,0,0,6,0.95,1.718,0,0.09,0
10,0,0,2,1.616,2.722,0,0.09,0
10,1,1,3,1.616,1.173,0,0.08,0
10,1,0,1,3.024,1.236,0,0.08,0
10,0,NA,NA,1.595,0.001,0,0.09,1
10,0,NA,NA,1.646,0,0,0.09,1
10,0,NA,NA,2.485,0.001,1,0.1,1
10,1,0,4,1.553,2.986,0,0.09,0
10,0,0,3,1.067,3.258,0,0.1,0
10,1,0,3,0.821,1.566,0,0.1,0
10,0,1,4,0.961,1.592,1,0.1,0
10,0,1,3,2.451,2.755,1,0.09,0
10,1,0,3,1.744,1.975,0,0.11,0
10,0,0,3,2.566,1.531,1,0.09,0
10,0,0,3,1.187,1.528,1,0.08,0
10,0,1,5,0.934,1.073,0,0.12,0
10,1,1,2,1.659,1.222,0,0.13,0
10,1,1,1,1.369,2.572,1,0.08,0
10,1,0,2,1.155,3.453,1,0.1,0
10,1,0,3,2.936,1.582,0,0.13,0
10,1,0,2,2.076,6.871,0,0.14,0
10,1,0,3,2.003,1.525,1,0.1,0
10,1,0,4,1.299,1.138,0,0.15,0
10,0,NA,NA,1.071,0,1,0.11,1
10,1,0,3,7.252,1.151,1,0.11,0
10,0,0,4,2.429,1.088,1,0.11,0
10,0,1,3,4.341,1.591,1,0.12,0
10,0,0,3,4.061,1.178,1,0.13,0
10,0,0,3,2.301,1.506,0,0.16,0
10,0,0,4,1.153,1.005,0,0.16,0
10,1,1,3,2.043,1.74,1,0.13,0
10,0,0,2,1.871,1.279,1,0.14,0
10,0,0,3,1.05,1.467,0,0.15,0
10,1,1,3,0.67,1.579,0,0.15,0
10,1,0,2,2.182,0.668,1,0.15,0
10,0,0,2,1.603,1.784,0,0.14,0
10,1,1,4,1.262,1.703,0,0.14,0
10,0,1,NA,0.695,1.537,0,0.13,1
10,1,0,4,1.834,0.916,0,0.14,0
10,1,NA,NA,0.443,0.001,1,0.16,1
10,0,0,5,1.593,1.125,1,0.16,0
10,0,0,4,1.107,2.276,0,0.15,0
10,1,1,2,1.593,1.652,1,0.15,0
10,0,0,6,1.12,2.031,0,0.15,0
10,0,0,5,2.432,2.947,0,0.14,0
10,1,0,4,1.062,2.339,1,0.15,0
10,1,0,2,1.233,1.919,1,0.14,0
10,1,NA,NA,1.123,0,1,0.14,1
10,0,NA,NA,4.595,0.001,0,0.14,1
10,1,1,3,2.878,1.791,1,0.13,0
10,0,NA,NA,2.099,0.001,0,0.14,1
10,0,0,3,2.204,1.189,1,0.13,0
10,0,1,2,2.884,1.99,0,0.14,0
10,0,0,3,3.438,3.712,1,0.14,0
10,1,0,3,1.633,1.91,0,0.15,0
10,1,1,3,2.116,1.137,0,0.16,0
10,1,1,4,1.356,2.806,0,0.16,0
10,0,1,5,1.477,1.41,1,0.15,0
10,1,1,4,2.116,3.85,0,0.15,0
10,1,1,2,3.659,2.821,1,0.15,0
10,0,1,4,2.412,2.091,1,0.14,0
10,1,NA,NA,0.632,0,1,0.14,1
10,1,NA,NA,1.966,0,1,0.15,1
10,0,1,1,1.874,1.299,1,0.15,0
10,1,0,3,4.031,1.003,0,0.15,0
10,1,0,3,1.036,1.745,0,0.16,0
10,0,1,2,3.038,1.056,1,0.16,0
10,1,1,4,1.711,1.539,1,0.16,0
10,1,1,3,2.486,1.517,0,0.17,0
10,1,0,3,6.576,1.964,1,0.15,0
10,0,NA,NA,1.265,0,1,0.15,1
10,1,NA,NA,2.651,0,0,0.17,1
10,0,NA,NA,3.042,0,0,0.17,1
10,0,NA,NA,5.939,0.001,0,0.17,1
10,1,1,1,2.122,2.448,1,0.15,0
10,0,0,6,0.905,1.139,1,0.15,0
10,0,1,3,2.745,1.227,0,0.17,0
10,1,NA,NA,1.738,0,1,0.16,1
10,1,NA,NA,6.852,0.001,0,0.18,1
10,0,NA,NA,1.637,0,0,0.18,1
10,1,NA,NA,7.315,0.001,1,0.17,1
10,0,NA,NA,1.83,0,1,0.17,1
10,0,0,2,1.653,2.052,0,0.18,0
10,0,0,5,1.598,1.377,0,0.18,0
10,0,0,6,0.815,0.909,0,0.17,0
10,0,0,4,1.88,1.207,1,0.17,0
10,1,0,4,1.289,3.98,0,0.17,0
11,1,1,4,1.122,2.12,1,0.07,0
11,0,0,6,1.188,0.033,0,0.07,0
11,1,1,2,1.156,0.068,1,0.07,0
11,1,0,6,1.644,3.336,0,0.07,0
11,0,0,4,1.571,1.179,1,0.07,0
11,1,1,5,0.672,0.109,1,0.07,0
11,0,1,4,1.66,1.793,1,0.07,0
11,0,1,5,0.726,2.372,0,0.08,0
11,1,1,2,1.173,1.372,0,0.09,0
11,1,1,4,3.717,1.462,0,0.09,0
11,1,1,4,1.088,2.341,0,0.08,0
11,1,0,5,0.717,1.719,0,0.08,0
11,0,1,5,1.993,0.658,1,0.08,0
11,1,0,3,2.085,1.24,1,0.09,0
11,0,0,6,1.075,1.52,0,0.09,0
11,0,1,3,2.943,1.148,0,0.09,0
11,1,1,3,0.769,1.157,1,0.09,0
11,1,1,3,0.618,1.24,1,0.08,0
11,0,1,4,1.465,1.991,0,0.1,0
11,0,1,4,1.418,1.869,0,0.11,0
11,1,1,4,1.768,0.909,1,0.08,0
11,1,1,4,0.611,1.129,1,0.09,0
11,1,0,5,1.402,1.992,0,0.12,0
11,0,1,3,0.803,0.709,0,0.13,0
11,0,0,4,1.736,2.657,0,0.14,0
11,0,NA,NA,3.642,0.001,1,0.09,1
11,1,0,4,1.805,1.928,0,0.14,0
11,0,1,3,1.33,1.17,1,0.09,0
11,1,0,6,1.016,2.384,1,0.1,0
11,1,1,4,1.371,1.569,0,0.15,0
11,1,1,4,1.156,2.945,0,0.15,0
11,1,1,4,1.422,1.293,1,0.11,0
11,0,1,4,0.637,1.411,1,0.12,0
11,0,1,5,1.286,0.695,1,0.13,0
11,0,1,5,1.315,1.359,0,0.14,0
11,0,0,3,1.749,1.515,1,0.14,0
11,1,1,3,0.93,0.711,0,0.15,0
11,0,1,1,0.579,0.128,1,0.14,0
11,0,1,5,0.817,1.619,0,0.15,0
11,0,1,4,0.865,1.294,1,0.15,0
11,0,1,2,2.341,3.607,0,0.16,0
11,0,0,2,1.709,3.043,0,0.17,0
11,1,0,3,2.616,3.069,0,0.17,0
11,0,0,3,2.007,2.754,1,0.15,0
11,0,NA,NA,5.236,0.001,0,0.18,1
11,0,0,4,1.179,0.869,1,0.14,0
11,1,0,1,1.833,0.979,1,0.15,0
11,0,1,4,1.897,1.19,0,0.18,0
11,0,0,5,1.435,1.229,1,0.15,0
11,1,0,3,1.023,1.971,0,0.19,0
11,0,1,3,2.972,1.853,1,0.17,0
11,0,0,3,5.361,1.862,0,0.2,0
11,0,0,5,1.519,3.469,0,0.2,0
11,1,1,4,1.587,1.36,1,0.17,0
11,0,0,5,1.299,1.189,0,0.19,0
11,1,1,1,1.218,0.567,1,0.18,0
11,1,1,4,1.836,1.81,0,0.19,0
11,1,0,5,1.882,5.207,0,0.18,0
11,1,0,5,1.691,3.878,0,0.19,0
11,1,1,4,0.65,0.945,1,0.19,0
11,1,1,3,2.164,2.215,0,0.2,0
11,1,0,4,1.408,1.023,1,0.2,0
11,1,1,5,0.63,1.258,0,0.2,0
11,0,1,3,2.831,1.426,0,0.19,0
11,1,1,4,1.784,1.379,0,0.2,0
11,1,0,4,1.441,0.958,1,0.2,0
11,0,1,4,0.562,0.967,1,0.19,0
11,1,1,5,1.572,1.886,1,0.19,0
11,1,1,5,1.273,0.916,0,0.2,0
11,0,0,5,1.611,3.687,1,0.18,0
11,1,1,5,0.891,1.171,1,0.19,0
11,0,0,3,2.67,1.606,1,0.2,0
11,0,0,4,1.101,1.255,1,0.2,0
11,0,0,4,1.391,2.851,1,0.19,0
11,1,1,3,2.046,1.411,1,0.2,0
11,0,1,5,1.5,0.95,0,0.19,0
11,1,0,3,1.057,1.579,0,0.2,0
11,0,1,6,0.887,0.759,0,0.21,0
11,0,1,2,1.564,0.777,1,0.2,0
11,1,1,6,0.952,1.186,1,0.19,0
11,0,0,4,0.883,1.559,1,0.2,0
11,1,1,3,1.047,2.054,0,0.22,0
11,1,1,3,0.942,1.176,0,0.22,0
11,1,1,5,0.957,0.776,1,0.21,0
11,1,0,4,1.358,0.866,1,0.22,0
11,1,0,5,1.004,1.991,1,0.22,0
11,0,1,5,0.405,3.6,1,0.22,0
11,0,1,5,1.418,0.64,0,0.21,0
11,0,1,3,2.393,1.152,1,0.21,0
11,1,1,3,1.29,0.823,0,0.22,0
11,0,1,3,0.788,2.257,0,0.22,0
11,1,1,3,1.991,1.489,0,0.23,0
11,0,1,5,0.693,0.864,1,0.22,0
11,0,0,4,1.058,1.404,1,0.22,0
11,0,0,4,1.336,0.736,0,0.23,0
11,0,0,4,0.842,0.777,0,0.22,0
11,1,1,4,0.586,2.059,1,0.23,0
11,1,1,4,0.436,0.592,0,0.22,0
11,0,0,4,1.341,1.139,0,0.21,0
11,1,1,4,0.668,4.657,0,0.21,0
11,0,1,6,0.55,0.806,1,0.23,0
11,0,0,3,1.355,0.889,0,0.2,0
11,1,1,4,0.523,1.587,1,0.22,0
11,0,1,5,2.127,1.224,1,0.22,0
11,0,1,5,0.618,2.821,1,0.21,0
11,0,1,4,0.678,1.092,1,0.21,0
11,1,1,3,0.899,1.526,0,0.2,0
11,1,1,2,1.723,0.482,0,0.19,0
11,1,1,5,0.281,1.194,0,0.19,0
11,0,0,5,0.475,1.09,0,0.18,0
11,1,1,5,0.528,1.101,1,0.2,0
11,1,0,4,0.501,0.74,1,0.19,0
11,0,0,5,2.034,1.513,0,0.18,0
11,1,1,4,0.823,1.338,1,0.19,0
11,1,0,3,0.706,1.252,1,0.18,0
11,1,1,5,0.629,1.788,0,0.17,0
11,0,1,1,0.651,1.209,1,0.18,0
11,0,1,4,0.217,2.859,0,0.17,0
11,1,0,6,1.357,1.672,0,0.18,0
11,0,1,5,1.256,1.004,1,0.17,0
11,1,1,2,1.689,1.067,1,0.17,0
11,1,0,4,0.925,2.641,0,0.19,0
11,1,NA,NA,3.54,0.001,0,0.2,1
11,0,1,3,2.433,1.806,0,0.2,0
11,0,0,3,2.395,1.664,0,0.21,0
11,0,1,3,2.196,2.226,0,0.21,0
11,0,1,3,1.517,1.164,1,0.18,0
11,1,0,3,1.264,2.223,1,0.19,0
11,0,1,4,0.691,1.826,0,0.22,0
11,1,1,5,0.715,0.858,0,0.23,0
11,1,1,5,1.1,2.257,0,0.23,0
11,0,0,5,1.057,0.924,1,0.2,0
11,1,1,4,0.606,1.606,0,0.22,0
11,1,1,4,1.903,1.536,0,0.22,0
11,0,0,4,1.409,0.993,1,0.2,0
11,1,1,6,1.212,0.87,0,0.21,0
11,0,1,5,1.992,1.189,0,0.21,0
11,0,1,4,2.05,0.992,0,0.22,0
11,0,1,4,0.34,0.867,1,0.21,0
11,0,1,5,0.757,1.392,1,0.21,0
11,1,1,4,1.224,1.516,0,0.23,0
11,0,1,4,0.577,1.067,0,0.23,0
11,1,1,5,0.62,1.119,0,0.24,0
11,1,1,5,0.672,1.449,1,0.22,0
11,0,1,3,1.882,1.004,0,0.24,0
11,0,0,4,1.551,1.726,0,0.25,0
11,1,1,4,0.215,1.347,1,0.23,0
11,0,1,4,0.717,1.06,1,0.23,0
11,0,1,4,0.771,1.614,0,0.25,0
11,1,1,3,0.449,0.91,1,0.22,0
11,0,0,4,0.972,1.145,1,0.22,0
11,1,1,4,0.206,0.633,1,0.21,0
11,1,0,3,0.682,2.04,1,0.21,0
11,1,1,4,0.796,2.058,1,0.22,0
11,1,1,4,2.1,1.464,1,0.23,0
11,1,1,3,0.691,1.518,1,0.23,0
11,0,1,4,1.704,1.074,0,0.26,0
11,1,1,5,2.435,1.204,1,0.24,0
11,1,0,4,0.543,0.755,1,0.24,0
11,0,1,3,0.22,1.02,1,0.25,0
11,0,0,2,0.942,1.805,1,0.25,0
11,0,0,4,1.69,1.895,0,0.27,0
11,1,1,4,0.601,0.832,1,0.26,0
11,0,0,4,1.592,1.681,0,0.27,0
11,1,1,4,0.517,1.937,0,0.26,0
11,1,0,5,1.168,0.928,1,0.26,0
11,1,1,4,0.812,1.422,0,0.26,0
11,1,1,4,0.519,0.567,1,0.27,0
11,0,1,3,0.68,2.014,0,0.25,0
11,1,1,4,0.605,1.037,0,0.26,0
11,1,1,4,0.54,1.653,1,0.27,0
11,0,1,4,0.672,0.56,1,0.26,0
11,0,1,4,0.722,1.321,1,0.26,0
11,1,1,4,1.071,1.51,0,0.26,0
11,0,1,4,0.969,1.595,0,0.25,0
11,1,1,4,0.712,1.144,1,0.25,0
11,0,1,4,1.854,1.094,0,0.26,0
11,1,1,4,0.701,1.196,1,0.26,0
11,1,1,4,0.494,1.488,0,0.27,0
11,0,0,4,1.241,1.153,0,0.27,0
11,1,1,4,0.095,1.159,0,0.26,0
11,0,1,4,0.434,1.295,1,0.26,0
11,0,1,4,0.437,1.24,1,0.25,0
11,1,1,4,0.583,1.937,0,0.26,0
11,0,0,4,0.486,2.218,1,0.26,0
11,1,1,5,0.565,1.111,1,0.27,0
11,0,0,5,0.25,1.094,0,0.25,0
11,1,1,6,0.525,0.791,0,0.25,0
11,0,0,4,0.338,1.757,0,0.24,0
11,1,1,4,0.578,1.61,0,0.24,0
11,1,1,4,0.522,1.232,1,0.27,0
11,1,1,5,0.909,1.72,0,0.23,0
12,1,1,6,1.304,1.73,0,0.07,0
12,0,1,6,0.856,1.131,1,0.07,0
12,0,1,3,2.038,1.147,0,0.07,0
12,1,1,4,1.459,1.353,1,0.07,0
12,0,1,5,0.82,1.443,0,0.08,0
12,0,1,2,1.126,2.275,1,0.08,0
12,0,1,3,1.026,1.342,0,0.09,0
12,1,0,3,0.678,1.242,1,0.09,0
12,0,0,3,0.965,0.901,0,0.1,0
12,0,1,2,1.524,1.438,1,0.1,0
12,0,0,2,1.334,0.763,0,0.1,0
12,0,1,3,2.025,1.024,1,0.1,0
12,0,1,3,1.533,1.004,1,0.1,0
12,0,1,4,1.391,1.532,0,0.09,0
12,1,1,4,0.82,1.355,0,0.1,0
12,1,1,4,1.293,1.374,1,0.09,0
12,1,1,5,0.553,1.324,1,0.1,0
12,1,1,4,1.171,1.349,0,0.1,0
12,1,1,6,0.707,1.67,0,0.09,0
12,0,0,5,0.632,1.368,1,0.1,0
12,1,0,2,2.138,1.16,1,0.09,0
12,1,1,3,1.1,1.337,0,0.09,0
12,1,1,4,0.848,1.158,1,0.09,0
12,1,0,4,0.674,1.16,0,0.08,0
12,1,0,1,1.84,1.84,1,0.08,0
12,0,0,3,0.898,1.528,0,0.09,0
12,0,1,3,0.974,1.561,1,0.09,0
12,0,0,5,0.57,0.88,0,0.09,0
12,1,0,2,1.206,0.709,0,0.08,0
12,0,NA,NA,2.227,0,0,0.09,1
12,0,1,3,0.911,1.596,1,0.09,0
12,1,1,2,0.844,1.191,1,0.08,0
12,0,1,2,1.556,1.732,1,0.08,0
12,1,1,5,0.904,1.775,1,0.08,0
12,1,1,5,0.644,1.688,0,0.09,0
12,1,1,4,0.596,0.746,0,0.09,0
12,0,1,3,1.65,1.126,0,0.08,0
12,1,1,2,1.247,1.287,1,0.09,0
12,0,0,3,1.081,1.438,1,0.08,0
12,1,1,3,0.942,1.062,0,0.09,0
12,1,1,2,0.816,1.288,0,0.09,0
12,0,0,3,2.008,1.254,0,0.08,0
12,1,1,1,1.527,1.223,1,0.09,0
12,1,1,4,0.637,1.115,0,0.08,0
12,1,0,4,0.692,1.272,1,0.09,0
12,0,1,2,2.065,1.514,1,0.08,0
12,1,1,3,1.8,0.003,1,0.08,0
12,1,0,5,1.573,0.128,1,0.08,0
12,1,0,2,2.07,2.428,1,0.08,0
12,1,0,5,0.865,3.678,0,0.07,0
12,0,1,4,1.748,1.726,1,0.07,0
12,0,0,3,0.876,1.739,0,0.08,0
12,1,1,2,1.043,0.827,0,0.08,0
12,1,0,2,2.341,1.067,0,0.07,0
12,1,0,3,1.589,2.136,1,0.08,0
12,1,1,4,1.89,1.974,0,0.08,0
12,0,0,1,2.967,1.244,1,0.08,0
12,0,1,1,1.953,1.556,1,0.07,0
12,0,1,2,1.466,0.085,0,0.08,0
12,1,1,2,1.519,3.555,1,0.08,0
12,0,0,2,1.983,6.142,0,0.09,0
12,1,1,4,0.938,1.626,0,0.09,0
12,0,0,5,0.79,1.661,1,0.08,0
12,0,1,2,1.189,1.591,0,0.08,0
12,0,1,5,2.572,2.059,1,0.09,0
12,0,1,3,1.084,1.642,0,0.09,0
12,1,1,3,1.901,1.275,0,0.1,0
12,1,1,3,1.564,1.144,0,0.1,0
12,1,1,4,1.226,1.005,1,0.09,0
12,0,0,2,1.368,2.036,1,0.08,0
12,0,0,4,1.483,1.538,0,0.09,0
12,0,0,5,0.959,1.118,0,0.09,0
12,0,1,1,1.638,1.682,1,0.09,0
12,0,0,2,1.567,1.271,0,0.08,0
12,1,0,1,0.922,1.237,0,0.08,0
12,0,0,3,1.303,1.316,0,0.09,0
12,1,1,1,1.235,0.944,1,0.1,0
12,0,0,3,2.473,2.166,1,0.1,0
12,0,0,1,0.758,1.207,1,0.09,0
12,1,0,5,1.34,1.277,1,0.09,0
12,0,0,3,2.865,1.934,0,0.09,0
12,0,1,4,0.964,1.858,1,0.08,0
12,1,1,4,0.851,1.57,0,0.08,0
12,0,0,6,0.736,1.42,0,0.08,0
12,1,0,1,1.555,1.409,1,0.08,0
12,1,1,1,1.036,1.311,0,0.07,0
12,0,0,4,0.705,1.624,0,0.07,0
12,0,0,1,0.674,0.774,0,0.06,0
12,1,1,5,0.849,1.441,0,0.06,0
12,1,1,2,0.837,1.736,1,0.09,0
12,0,0,4,0.691,1.219,1,0.09,0
12,0,0,2,2.157,1.143,1,0.08,0
12,0,1,4,0.626,1.489,1,0.08,0
12,1,1,1,0.893,0.855,0,0.05,0
12,1,1,1,1.408,1.121,0,0.05,0
12,1,0,3,0.972,1.409,0,0.04,0
12,0,1,2,1.15,1.084,1,0.07,0
12,0,1,5,0.637,1.606,0,0.05,0
12,0,0,1,2.03,0.844,0,0.06,0
12,0,0,4,0.722,1.153,1,0.07,0
12,1,1,3,0.77,1.21,0,0.06,0
12,0,0,6,1.234,1.387,0,0.05,0
12,1,0,5,0.868,1.116,1,0.06,0
12,0,1,2,1.562,1.502,1,0.06,0
12,1,1,1,1.22,1.491,0,0.05,0
12,1,0,5,0.673,1.867,0,0.04,0
12,0,0,5,0.625,1.337,1,0.05,0
12,0,0,4,0.927,1.286,1,0.05,0
12,1,0,1,1.329,1.278,1,0.04,0
12,1,1,1,1.549,1.376,1,0.05,0
12,1,0,4,1.456,1.311,1,0.06,0
12,1,1,2,5.445,2.106,1,0.06,0
12,1,0,2,1.659,1.418,1,0.05,0
12,0,0,6,0.589,0.977,0,0.05,0
12,0,0,3,0.649,0.913,0,0.05,0
12,0,1,2,0.739,0.926,0,0.04,0
12,1,0,4,3.21,1.643,1,0.05,0
12,1,0,2,0.601,1.276,1,0.04,0
12,1,0,2,1.188,0.778,0,0.05,0
12,0,0,4,1.417,1.16,1,0.05,0
12,1,0,6,0.554,1.619,1,0.05,0
12,0,1,6,0.639,1.677,1,0.04,0
12,1,1,2,1.198,1.291,1,0.05,0
12,0,0,5,0.665,1.724,0,0.06,0
12,0,0,2,0.801,0.979,0,0.06,0
12,1,1,3,0.867,1.708,0,0.05,0
12,1,0,4,0.634,2.431,1,0.06,0
12,1,1,2,0.584,1.596,0,0.05,0
12,0,0,2,0.799,1.103,1,0.06,0
12,1,0,4,0.664,1.525,0,0.04,0
12,1,1,5,0.659,1.172,0,0.05,0
12,0,0,1,1.515,0.926,1,0.05,0
12,0,1,2,0.767,1.241,1,0.05,0
12,0,0,3,1.134,1.359,0,0.05,0
12,0,0,1,2.017,0.745,0,0.04,0
12,1,1,2,1.785,1.359,1,0.04,0
12,1,0,2,1.285,1.626,0,0.04,0
12,1,0,1,2.617,1.954,1,0.05,0
12,0,0,4,0.897,1.618,0,0.05,0
12,0,0,5,0.666,1.262,1,0.05,0
12,1,0,2,0.807,1.104,0,0.05,0
12,0,1,1,1.918,1.301,1,0.04,0
12,1,0,1,1.283,0.777,1,0.04,0
12,1,0,5,0.748,1.359,0,0.06,0
12,0,1,1,1.038,0.822,0,0.07,0
12,0,0,2,1.332,1.266,1,0.05,0
12,1,1,4,0.616,1.535,0,0.08,0
12,0,0,1,1.837,1.533,1,0.05,0
