"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Noise","Difficulty","Error_trial"
22,0,1,5,0.805,1.388,1,0.2,0
22,1,NA,NA,0.388,0,1,0.2,1
22,0,0,4,0.717,1.072,0,0.19,0
22,0,0,6,1.766,1.446,0,0.19,0
22,1,1,2,0.875,1.671,1,0.21,0
22,0,0,3,0.897,1.184,0,0.18,0
22,0,1,5,0.774,2.817,1,0.21,0
22,0,1,2,1.719,1.208,1,0.21,0
22,0,1,5,0.691,0.96,1,0.2,0
22,0,0,6,0.551,1.009,0,0.18,0
22,1,1,1,2.508,0.748,1,0.2,0
22,1,1,6,0.602,1.469,0,0.17,0
22,1,0,2,1.701,0.993,0,0.17,0
22,1,1,5,0.655,1.607,1,0.21,0
22,1,0,1,0.6,0.727,1,0.21,0
22,1,0,4,0.894,1.574,1,0.2,0
22,0,1,4,0.794,1.112,1,0.2,0
22,1,1,6,0.591,2.031,0,0.18,0
22,1,1,5,0.668,0.741,0,0.18,0
22,0,1,2,0.869,1.273,1,0.19,0
22,0,0,5,0.731,0.859,0,0.17,0
22,0,0,3,1.078,1.21,0,0.17,0
22,1,0,4,0.594,0.992,0,0.16,0
22,0,1,2,0.77,1.075,1,0.19,0
22,1,1,5,0.67,2.241,1,0.18,0
22,0,0,2,1.215,0.965,1,0.18,0
22,0,1,2,0.991,0.691,1,0.17,0
22,0,0,5,0.603,1.401,0,0.17,0
22,0,1,4,0.74,4.125,1,0.17,0
22,1,1,2,1.051,1.045,0,0.17,0
22,1,0,2,1.207,1.541,1,0.18,0
22,1,1,5,0.522,2.023,1,0.18,0
22,1,1,5,0.505,1.339,0,0.16,0
22,1,1,6,0.474,1.258,1,0.17,0
22,0,1,4,0.873,0.775,0,0.16,0
22,0,1,5,0.275,2.253,1,0.17,0
22,0,0,1,0.932,1.142,1,0.16,0
22,1,1,2,0.621,0.976,1,0.17,0
22,0,0,4,0.814,1.553,0,0.17,0
22,1,1,5,0.95,1.976,0,0.17,0
22,1,0,2,0.721,2.458,0,0.16,0
22,1,0,1,0.717,1.458,1,0.17,0
22,0,0,5,0.542,2.079,0,0.17,0
22,1,1,5,0.539,1.352,1,0.16,0
22,0,0,6,0.752,1.671,0,0.17,0
22,1,1,5,0.638,1.193,1,0.16,0
22,1,1,2,1.159,1.639,0,0.16,0
22,0,1,5,0.59,1.406,1,0.17,0
22,0,0,2,1.022,1.718,0,0.16,0
22,0,0,1,1.149,1.093,0,0.15,0
22,1,0,5,0.566,0.869,0,0.15,0
22,1,0,5,1.247,0.917,1,0.17,0
22,0,0,5,0.773,0.659,0,0.16,0
22,1,1,6,0.569,0.692,0,0.16,0
23,0,0,4,0.658,0.717,1,0.07,0
23,1,1,5,0.626,0.961,0,0.07,0
23,1,0,4,0.726,0.491,0,0.07,0
23,0,0,5,0.752,0.562,0,0.08,0
23,0,0,6,0.629,0.895,0,0.08,0
23,1,1,6,0.732,0.581,0,0.07,0
23,1,0,5,0.395,0.524,0,0.07,0
23,1,0,4,0.778,0.624,1,0.07,0
23,1,0,4,0.557,0.529,0,0.08,0
23,1,1,4,1.536,0.628,0,0.09,0
23,0,0,3,1.173,0.593,1,0.07,0
23,0,1,4,0.584,0.752,1,0.08,0
23,0,0,2,0.561,0.638,1,0.08,0
23,0,0,5,0.591,0.563,0,0.09,0
23,0,1,4,0.56,0.879,1,0.07,0
23,0,1,5,0.713,0.579,1,0.07,0
23,1,1,5,0.61,0.719,1,0.08,0
23,0,1,6,0.737,0.596,0,0.08,0
23,0,1,4,0.741,0.641,1,0.09,0
23,0,0,4,0.569,0.713,1,0.09,0
23,0,1,1,0.601,0.761,0,0.09,0
23,1,0,1,0.804,1.495,1,0.08,0
23,1,1,4,0.668,0.689,1,0.09,0
23,0,1,3,0.834,0.846,1,0.09,0
23,1,0,3,0.835,0.713,1,0.09,0
23,0,0,3,0.825,0.729,1,0.09,0
23,1,1,2,0.821,0.959,1,0.09,0
23,1,1,2,1.158,0.828,0,0.1,0
23,0,0,5,0.701,0.706,0,0.1,0
23,0,1,6,0.768,0.611,0,0.09,0
23,1,1,5,0.756,0.794,1,0.1,0
23,0,0,2,0.585,0.575,0,0.1,0
23,1,1,5,0.733,0.578,1,0.1,0
23,1,0,2,0.634,1.056,1,0.09,0
23,1,1,5,0.754,0.688,0,0.1,0
23,0,1,4,0.483,0.627,0,0.09,0
23,0,0,6,0.548,0.907,0,0.1,0
23,1,1,4,0.642,0.745,0,0.1,0
23,1,1,6,0.647,1.092,1,0.1,0
23,1,1,6,0.681,0.6,0,0.09,0
23,1,0,4,0.535,0.621,0,0.09,0
23,1,1,3,0.686,1.254,1,0.1,0
23,1,0,3,0.496,0.491,1,0.09,0
23,0,0,3,0.55,0.738,1,0.1,0
23,0,0,6,0.74,0.578,0,0.1,0
23,1,0,2,0.654,0.943,0,0.1,0
23,1,1,5,0.492,0.906,0,0.11,0
23,0,0,6,0.532,0.536,0,0.11,0
23,0,0,1,0.488,0.589,1,0.1,0
23,1,0,4,0.736,0.506,1,0.09,0
23,1,1,6,0.56,0.542,0,0.1,0
23,1,1,6,0.323,0.455,0,0.1,0
23,0,1,6,0.246,0.435,1,0.09,0
23,1,1,6,0.204,0.538,0,0.09,0
23,1,1,2,0.552,0.723,1,0.1,0
23,1,1,3,0.732,0.675,1,0.1,0
23,0,0,5,0.585,0.936,0,0.09,0
23,0,1,3,0.494,0.724,1,0.11,0
23,1,1,5,0.507,0,0,0.08,0
23,0,0,6,0.538,0.99,0,0.08,0
23,0,1,6,0.56,1.137,0,0.07,0
23,0,1,6,0.525,0.606,1,0.11,0
23,1,0,6,0.473,0.654,1,0.1,0
23,0,0,5,0.564,0.83,0,0.08,0
23,0,1,5,0.093,0.978,0,0.08,0
23,1,1,6,0.51,0.506,0,0.09,0
23,1,0,5,0.47,0.593,1,0.1,0
23,0,0,3,1.04,0.612,1,0.09,0
23,0,1,5,0.526,0.515,1,0.09,0
23,1,0,3,0.675,0.841,1,0.08,0
23,0,1,4,0.587,0.511,0,0.09,0
23,0,1,4,0.894,0.727,1,0.08,0
23,0,0,3,0.204,0.693,1,0.07,0
23,0,1,4,0.523,0.567,1,0.08,0
23,1,0,3,0.685,0.423,0,0.1,0
23,1,0,3,0.776,0.665,1,0.08,0
23,0,0,4,0.572,0.811,0,0.11,0
23,1,1,5,0.52,0.849,1,0.09,0
23,1,1,5,0.695,0.593,0,0.11,0
23,0,0,5,0.702,0.745,0,0.1,0
23,1,1,5,0.66,0.527,0,0.1,0
23,0,0,3,0.575,0.808,1,0.09,0
23,1,0,4,0.538,0.53,1,0.1,0
23,0,0,4,0.462,0.378,1,0.11,0
23,1,0,5,1.354,0.759,1,0.11,0
23,1,0,2,0.528,0.787,1,0.1,0
23,0,0,2,0.677,0.622,1,0.1,0
23,1,0,5,0.529,0.877,0,0.09,0
23,1,1,4,0.515,0.519,1,0.09,0
23,0,1,5,0.823,0.694,0,0.1,0
23,0,0,3,0.487,0.482,0,0.11,0
23,1,1,6,0.555,0.737,0,0.11,0
23,0,0,6,0.605,0.777,0,0.1,0
23,1,0,1,1.489,0.942,0,0.1,0
23,1,1,6,0.496,0.557,0,0.11,0
23,0,0,5,0.629,1.067,1,0.1,0
23,0,0,4,0.842,0.712,0,0.11,0
23,0,0,4,0.658,0.713,0,0.1,0
23,1,0,5,0.624,0.729,1,0.11,0
23,0,0,5,0.687,0.579,0,0.1,0
23,0,0,1,0.594,1.158,0,0.09,0
23,1,0,3,0.507,0.802,1,0.11,0
23,0,0,5,0.526,0.858,1,0.1,0
23,0,0,2,0.562,0.721,0,0.09,0
23,1,0,4,0.805,0.54,1,0.1,0
23,1,0,5,0.883,0.944,0,0.08,0
23,0,0,3,0.551,0.703,0,0.09,0
23,1,1,6,0.684,0.476,0,0.09,0
23,0,1,6,0.518,0.39,1,0.11,0
23,0,1,1,0.857,0.626,1,0.11,0
23,0,0,6,0.578,0.548,1,0.1,0
23,1,0,6,0.54,0.453,1,0.1,0
23,1,0,5,0.551,0.794,1,0.09,0
23,1,0,5,0.557,0.644,1,0.09,0
23,1,0,4,0.624,0.516,0,0.08,0
23,0,0,4,0.642,0.595,0,0.09,0
23,0,0,4,0.491,0.65,1,0.08,0
23,1,0,1,0.656,0.608,0,0.09,0
23,1,0,4,0.541,0.712,0,0.1,0
23,0,1,6,0.204,0.488,1,0.09,0
23,1,0,3,0.573,0.467,1,0.09,0
23,0,1,4,0.537,0.193,1,0.08,0
23,1,0,1,0.77,0.58,0,0.11,0
23,0,1,6,0.276,0.284,0,0.12,0
23,1,0,2,0.567,0.727,0,0.13,0
23,1,0,3,0.593,0.418,0,0.14,0
23,1,0,6,0.34,0.494,0,0.15,0
23,1,1,4,0.471,0.94,1,0.09,0
23,0,0,2,0.791,0.68,0,0.16,0
23,1,1,4,0.59,0.81,0,0.16,0
23,0,0,5,1.245,1.127,0,0.15,0
23,1,0,4,0.89,0.866,1,0.09,0
23,0,0,5,0.523,0.608,1,0.1,0
23,0,0,5,0.641,0.876,1,0.11,0
23,0,0,2,0.661,0.912,1,0.12,0
23,1,1,5,0.741,0.86,0,0.15,0
23,0,0,2,0.577,0.699,0,0.14,0
23,0,1,4,0.711,0.583,1,0.13,0
23,0,0,4,0.55,0.788,0,0.14,0
23,1,0,4,1.71,0.985,0,0.13,0
23,1,1,5,1.102,0.605,1,0.14,0
23,1,1,4,0.841,0.663,0,0.14,0
23,0,1,6,0.478,0.557,0,0.14,0
23,0,0,3,0.611,0.003,1,0.15,0
23,1,1,4,0.635,0.715,1,0.16,0
23,0,1,4,0.842,0.453,0,0.15,0
23,1,0,2,0.706,1.063,1,0.16,0
23,1,0,2,0.664,0.695,0,0.16,0
23,0,0,5,0.619,0.675,0,0.17,0
23,1,1,6,0.429,0.357,1,0.15,0
23,1,1,6,0.512,0.478,1,0.15,0
23,0,0,2,0.674,0.666,1,0.14,0
23,1,1,5,0.722,0.976,1,0.14,0
23,0,1,3,0.775,1.21,0,0.17,0
23,0,1,5,0.677,0.604,1,0.13,0
23,0,0,5,0.326,0.642,1,0.14,0
23,1,1,5,0.674,0.607,1,0.14,0
23,1,0,2,0.657,0.746,0,0.18,0
23,0,1,5,0.576,1.293,1,0.15,0
23,0,0,5,0.656,0.609,0,0.19,0
23,0,1,5,0.623,0.694,1,0.16,0
23,0,1,6,0.571,0.39,1,0.17,0
23,0,1,2,0.865,0.002,1,0.17,0
23,0,0,6,0.589,0.31,0,0.19,0
23,1,1,3,0.686,1.293,0,0.18,0
23,1,1,4,1.038,0.628,0,0.18,0
23,0,1,4,0.628,0.695,0,0.17,0
23,1,1,5,0.251,0.487,0,0.18,0
23,1,1,6,0.212,0.176,0,0.18,0
23,0,0,6,0.821,0.328,0,0.17,0
23,1,0,4,0.598,0.875,1,0.18,0
23,0,0,4,0.577,0.655,0,0.17,0
23,1,1,5,0.737,0.756,1,0.19,0
23,0,0,2,0.626,0.91,0,0.16,0
23,1,0,4,0.746,0.859,1,0.19,0
23,1,0,4,0.511,0.628,1,0.18,0
23,0,0,6,0.525,0.453,0,0.16,0
23,1,0,4,0.589,0.884,1,0.18,0
23,0,0,4,0.578,0.668,0,0.15,0
23,1,0,3,0.774,0.409,1,0.17,0
23,0,0,5,0.604,0.503,1,0.18,0
23,1,1,6,0.804,0.496,1,0.18,0
23,0,0,6,0.537,0.342,0,0.15,0
23,1,0,4,0.596,0.246,0,0.14,0
23,0,0,4,0.491,0.566,1,0.17,0
23,1,1,4,0.109,0.609,1,0.17,0
23,0,0,5,0.48,0.517,1,0.16,0
23,0,0,5,0.561,0.748,1,0.16,0
23,0,1,6,0.632,0.156,0,0.15,0
23,1,1,5,0.621,0.246,0,0.16,0
23,0,0,1,0.347,0.738,1,0.15,0
23,1,1,5,0.633,0.488,1,0.15,0
23,0,0,6,0.573,0.471,1,0.14,0
23,1,1,3,0.691,0.295,0,0.16,0
23,1,1,6,0.702,0.662,0,0.15,0
23,0,0,6,0.653,0.408,1,0.15,0
23,1,1,4,0.685,0.294,0,0.15,0
23,1,0,1,0.593,0.503,0,0.14,0
23,1,1,1,0.583,0.559,1,0.16,0
23,0,0,6,0.536,0.44,0,0.15,0
24,0,1,1,1.293,1.709,0,0.07,0
24,0,1,1,3.86,1.888,1,0.07,0
24,0,1,1,1.04,0.004,1,0.07,0
24,1,0,2,1.253,1.918,1,0.07,0
24,0,NA,NA,1.289,0.001,0,0.08,1
24,1,NA,NA,0.001,1.74,1,0.07,1
24,0,1,5,0.76,1.208,1,0.07,0
24,1,0,4,0.681,1.703,0,0.08,0
24,0,1,2,2.424,1.223,1,0.07,0
24,1,1,5,1.17,1.208,1,0.07,0
24,1,1,2,2.236,1.934,1,0.07,0
24,1,0,2,0.923,1.093,1,0.07,0
24,0,0,3,1.141,1.443,0,0.09,0
24,1,1,6,0.804,1.417,0,0.09,0
24,1,1,6,0.732,1.127,0,0.08,0
24,0,1,1,0.906,1.154,0,0.08,0
24,1,0,2,0.669,0.786,0,0.09,0
24,1,NA,NA,1.12,0,1,0.09,1
24,1,1,4,0.608,1.044,0,0.1,0
24,1,NA,NA,1.402,0,1,0.09,1
24,1,1,2,1.073,3.471,0,0.1,0
24,0,1,1,1.175,1.675,1,0.09,0
24,0,1,1,0.81,2.641,0,0.09,0
24,0,1,1,0.891,1.657,0,0.1,0
24,0,0,5,0.868,0.762,0,0.11,0
24,0,0,2,1.37,1.608,0,0.11,0
24,0,0,6,0.835,1.941,1,0.08,0
24,1,0,4,0.635,1.624,0,0.1,0
24,0,0,5,0.88,0.974,0,0.11,0
24,1,0,1,3.259,0.54,0,0.11,0
24,1,0,4,1.165,0.929,1,0.08,0
24,1,0,2,0.939,1.195,0,0.12,0
24,0,0,1,3.192,2.443,1,0.09,0
24,1,1,6,0.723,0.689,1,0.1,0
24,1,0,1,2.067,1.181,1,0.1,0
24,1,1,4,0.74,1.393,0,0.13,0
24,0,0,1,1.024,1.212,1,0.09,0
24,0,1,1,1.066,0.631,0,0.13,0
24,0,0,1,0.937,1.845,1,0.1,0
24,0,1,2,1.301,0.874,1,0.11,0
24,0,0,5,1.641,0.89,0,0.14,0
24,1,NA,NA,1.146,0.001,1,0.11,1
24,0,NA,NA,1.605,0.001,1,0.1,1
24,0,0,5,0.965,0.806,1,0.1,0
24,0,0,5,0.772,0.844,0,0.14,0
24,1,0,3,0.724,1.56,0,0.13,0
24,0,1,1,1.249,1.967,1,0.11,0
24,1,1,5,0.805,0.002,0,0.14,0
24,1,0,1,1.774,2.19,0,0.14,0
24,1,0,3,0.921,0.126,1,0.11,0
24,1,1,1,1.985,0.81,1,0.12,0
24,0,0,6,0.755,0.707,0,0.15,0
24,1,1,3,0.74,1.242,0,0.15,0
24,1,NA,NA,1.072,0,1,0.13,1
24,1,1,1,0.991,1.387,0,0.14,0
24,1,1,5,1.138,0.003,1,0.13,0
24,1,0,4,0.674,1.092,0,0.14,0
24,0,0,1,3.37,1.712,1,0.13,0
24,0,0,4,1.482,0.072,1,0.14,0
24,1,NA,NA,1.034,0,1,0.14,1
24,1,0,5,2.355,0.06,1,0.13,0
24,1,0,4,0.923,1.91,0,0.15,0
24,0,NA,NA,1.605,0,1,0.13,1
24,1,0,2,2.012,1.34,0,0.16,0
24,1,1,4,0.985,2.089,0,0.17,0
24,0,0,3,0.935,1.012,0,0.17,0
24,0,0,2,0.853,1.423,0,0.16,0
24,0,0,4,0.939,1.472,0,0.16,0
24,0,0,5,0.942,1.06,1,0.13,0
24,0,1,2,1.719,1.619,1,0.14,0
24,1,1,2,0.671,1.044,0,0.15,0
24,0,0,2,0.722,1.553,0,0.15,0
24,0,0,4,0.984,1.848,0,0.14,0
24,1,1,4,0.948,1.094,1,0.14,0
24,1,1,2,2.257,1.117,1,0.15,0
24,1,1,1,2.004,1.07,1,0.15,0
24,0,0,5,1.283,3.172,1,0.14,0
24,0,0,5,0.591,0.923,0,0.14,0
24,0,NA,NA,2.029,0,1,0.14,1
24,0,0,2,0.705,0.874,0,0.13,0
24,0,0,5,1.256,0.879,0,0.13,0
24,1,1,4,0.909,0.794,0,0.12,0
24,1,NA,NA,0.003,0,1,0.14,1
24,0,0,2,0.822,1.836,0,0.12,0
24,1,NA,NA,0.724,0,1,0.14,1
24,1,NA,NA,0.942,0.001,1,0.14,1
24,1,NA,NA,2.104,0.001,1,0.14,1
24,1,1,1,1.254,0.791,0,0.11,0
24,1,0,5,0.65,1.27,0,0.11,0
24,0,0,1,2.558,2.17,1,0.14,0
24,0,NA,NA,1.548,0,1,0.15,1
24,0,1,2,1.833,1.21,0,0.12,0
24,1,1,4,0.994,1.196,0,0.13,0
24,1,1,3,1.606,1.343,0,0.13,0
24,0,0,4,0.833,1.723,0,0.12,0
24,1,0,2,0.94,1.474,1,0.15,0
24,0,0,3,0.65,1.325,0,0.12,0
24,1,1,3,0.683,1.993,0,0.11,0
24,1,1,4,1.027,1.076,0,0.11,0
24,0,0,5,1.984,2.541,0,0.1,0
24,0,0,1,1.858,0.84,0,0.1,0
24,0,1,2,1.792,0.029,0,0.09,0
24,0,0,5,0.654,1.307,1,0.15,0
24,1,1,5,0.758,0.003,1,0.16,0
24,0,0,1,5.571,2.119,1,0.17,0
24,1,1,1,2.182,1.32,0,0.1,0
24,1,1,1,3.24,0.857,1,0.17,0
24,0,0,4,1.443,1.538,0,0.1,0
24,0,0,5,1.29,1.058,1,0.16,0
24,1,0,2,0.861,1.428,1,0.16,0
24,1,0,1,2.398,2.059,1,0.15,0
24,0,0,2,1.304,1.486,0,0.09,0
24,0,NA,NA,3.568,0,1,0.15,1
24,1,1,3,1.7,1.143,1,0.15,0
24,1,0,4,0.827,1.106,0,0.09,0
24,0,0,5,0.888,1.038,1,0.15,0
24,0,0,3,1.138,1.049,1,0.14,0
24,0,0,5,0.957,1.881,1,0.14,0
24,0,0,5,1.012,1.104,1,0.13,0
24,1,0,2,0.82,1.545,0,0.1,0
24,1,1,2,0.869,0.957,0,0.11,0
24,1,0,2,0.894,0.746,0,0.11,0
24,0,1,1,3.52,1.09,1,0.13,0
24,1,0,2,1.664,2.243,1,0.12,0
24,1,0,5,0.77,0.873,1,0.12,0
24,0,NA,NA,1.471,0,0,0.12,1
24,1,0,2,1.247,0.939,0,0.12,0
24,0,0,3,0.658,1.567,0,0.13,0
24,0,0,2,0.852,1.86,0,0.13,0
24,1,0,2,1.238,1.446,1,0.11,0
24,1,1,3,1.001,1.192,1,0.11,0
24,1,0,6,0.655,0.636,0,0.12,0
24,0,1,4,1.2,1.212,0,0.13,0
24,0,0,4,0.723,1.426,0,0.14,0
24,0,1,4,3.316,1.174,0,0.14,0
24,1,0,2,0.934,1.874,0,0.15,0
24,0,1,4,0.945,1.423,1,0.12,0
24,0,1,2,0.741,1.177,1,0.13,0
24,1,1,1,0.991,1.096,1,0.13,0
24,1,0,1,0.909,0.725,0,0.16,0
24,1,1,4,0.618,0.725,1,0.12,0
24,0,0,2,0.754,1.012,1,0.12,0
24,0,0,5,0.613,1.759,0,0.17,0
24,1,1,3,0.736,1.037,1,0.11,0
24,0,0,1,0.713,2.167,0,0.17,0
24,0,0,5,0.657,1.328,1,0.11,0
24,0,1,1,2.502,2.554,1,0.1,0
24,1,0,1,0.638,0.979,0,0.16,0
24,0,0,4,0.743,1.052,0,0.17,0
24,0,0,3,1.134,1.489,1,0.1,0
24,1,0,4,0.821,1.196,1,0.09,0
24,1,1,6,0.736,0.004,1,0.1,0
24,0,NA,NA,3.427,0.001,1,0.1,1
24,1,0,2,0.906,1.235,0,0.17,0
24,1,0,2,1.088,1.025,0,0.18,0
24,0,1,5,0.968,0.988,1,0.1,0
24,1,1,3,0.732,1.258,1,0.09,0
24,0,0,5,0.814,1.178,1,0.09,0
24,1,0,4,0.646,1.31,0,0.19,0
24,0,0,4,0.653,2.367,0,0.2,0
24,0,0,5,1.032,0.859,0,0.2,0
24,0,0,5,0.874,1.82,1,0.1,0
24,1,0,2,0.872,1.474,1,0.11,0
24,0,0,5,0.851,1.198,0,0.19,0
24,1,1,5,1.087,2.795,0,0.19,0
24,1,0,3,0.869,1.526,0,0.18,0
24,1,0,2,2.02,1.145,1,0.11,0
24,1,1,5,0.782,1.06,1,0.13,0
24,0,0,6,0.747,1.522,0,0.19,0
24,0,0,5,0.543,1.026,0,0.19,0
24,1,1,3,0.82,0.976,1,0.13,0
24,1,1,2,0.694,0.003,0,0.18,0
24,0,0,6,0.83,1.312,0,0.18,0
24,0,0,1,1.335,0.656,1,0.12,0
24,1,1,1,2.487,2.121,0,0.17,0
24,0,1,3,0.818,1.312,1,0.13,0
24,1,0,1,1.152,0.689,1,0.14,0
24,0,1,3,1.053,0.638,1,0.14,0
24,1,1,6,0.659,0.75,1,0.15,0
24,1,1,5,0.649,1.167,0,0.17,0
24,1,1,5,0.87,1.568,0,0.16,0
24,0,0,2,1.19,1.321,1,0.16,0
24,0,1,2,0.848,0.721,1,0.17,0
24,0,0,1,1.035,1.468,0,0.16,0
24,1,1,6,1.203,1.395,1,0.17,0
24,0,0,5,1.028,0.972,1,0.16,0
24,0,1,5,0.755,1.076,1,0.17,0
24,1,1,6,0.608,1.288,1,0.17,0
24,1,1,5,0.641,1.029,0,0.15,0
24,1,1,5,0.564,1.302,0,0.15,0
24,0,0,3,0.964,1.026,0,0.14,0
24,1,1,1,0.849,0.67,0,0.14,0
24,0,0,1,1.164,0.798,1,0.18,0
24,1,1,6,2.21,1.469,1,0.19,0
24,0,1,3,0.861,0.755,1,0.2,0
24,0,1,2,1.152,0.627,0,0.13,0
24,0,0,1,1.706,1.03,0,0.14,0
24,0,0,5,0.653,2.005,0,0.14,0
24,1,1,5,0.727,1.36,1,0.2,0
24,1,1,4,0.65,0.912,0,0.13,0
25,0,NA,NA,0.631,0,0,0.07,1
25,0,0,1,3.106,2.276,1,0.07,0
25,0,0,4,0.701,1.48,0,0.07,0
25,0,0,3,0.928,0.929,1,0.07,0
25,0,1,1,2.27,1.112,0,0.07,0
25,1,1,4,1.119,1.786,1,0.07,0
25,1,1,6,0.694,0.932,0,0.08,0
25,1,1,5,0.861,1.296,1,0.08,0
25,0,1,2,2.343,3.37,1,0.08,0
25,1,1,5,0.744,1.277,1,0.08,0
25,1,1,6,0.668,1.304,1,0.08,0
25,1,1,6,1.089,2.319,0,0.08,0
25,1,1,6,0.673,0.688,0,0.07,0
25,1,1,3,0.774,2.811,0,0.07,0
25,0,0,5,0.852,1.326,0,0.06,0
25,1,1,5,0.774,0.826,1,0.08,0
25,1,1,6,0.617,3.12,0,0.06,0
25,0,0,3,1.035,0.912,0,0.05,0
25,1,0,4,0.761,1.493,0,0.05,0
25,1,1,5,0.651,1.168,1,0.07,0
25,0,0,4,0.717,1.074,0,0.06,0
25,0,0,3,0.735,1.078,1,0.07,0
25,0,0,2,0.71,0.876,0,0.06,0
25,1,1,6,0.569,0.839,1,0.06,0
25,0,0,2,1.806,1.305,1,0.06,0
25,0,0,4,0.687,4.287,0,0.05,0
25,1,1,2,1.345,1.352,1,0.05,0
25,1,1,5,0.603,0.608,0,0.05,0
25,0,0,4,0.593,0.877,0,0.04,0
25,1,1,6,0.588,0.911,1,0.05,0
25,1,1,5,1.041,0.828,0,0.04,0
25,1,1,3,1.103,0.674,1,0.06,0
25,0,1,3,0.897,1.119,1,0.06,0
25,0,0,3,0.721,1.272,0,0.03,0
25,0,0,2,2.019,1.269,1,0.05,0
25,1,1,4,0.659,1.195,0,0.03,0
25,0,NA,NA,0.744,0.001,1,0.05,1
25,0,0,6,0.644,1.157,1,0.05,0
25,1,1,3,0.867,0.705,0,0.02,0
25,0,0,1,1.583,1.018,1,0.04,0
25,0,0,4,1.61,0.947,1,0.04,0
25,1,1,5,0.625,1.416,1,0.03,0
25,1,1,4,0.61,0.841,1,0.03,0
25,0,0,6,0.549,0.818,1,0.02,0
25,1,1,2,1.2,1.537,0,0.02,0
25,0,1,3,0.611,1.087,0,0.01,0
25,1,1,5,0.642,0.564,0,0.02,0
25,1,1,3,0.739,1.109,0,0.02,0
25,1,1,2,1.249,0.855,0,0.01,0
25,0,0,3,0.711,0.676,0,0.01,0
25,1,0,2,0.692,0.641,0,0.01,0
25,1,1,2,3.171,1.557,1,0.02,0
25,1,1,3,0.671,1.135,0,0.02,0
25,1,1,3,1.099,1.011,1,0.01,0
25,0,0,5,0.712,0.837,1,0.02,0
25,0,0,4,0.646,0.957,0,0.02,0
25,1,1,3,0.771,0.897,0,0.01,0
25,0,0,3,0.752,1.008,0,0.01,0
25,0,1,3,0.959,1.544,1,0.02,0
25,0,1,3,0.807,2.208,0,0.01,0
25,1,1,3,0.642,0.809,0,0.02,0
25,1,1,3,1.838,1.219,1,0.01,0
25,1,1,3,1.637,1.091,0,0.02,0
25,0,1,2,0.884,0.768,0,0.01,0
25,1,0,2,1.377,1.803,1,0.01,0
25,1,0,3,0.653,1.661,0,0.02,0
25,0,0,3,0.767,1.77,1,0.01,0
25,1,1,4,0.986,1.028,1,0.02,0
25,0,0,2,0.661,0.71,0,0.03,0
25,1,0,4,0.911,0.974,1,0.02,0
25,1,1,3,1.471,0.777,1,0.01,0
25,0,1,4,0.942,2.118,1,0.01,0
25,0,0,4,1.907,2.192,1,0.01,0
25,0,0,1,0.801,0.875,0,0.03,0
25,0,0,6,0.628,0.66,1,0.02,0
25,0,0,5,0.604,0.859,1,0.02,0
25,0,0,4,0.661,0.927,0,0.02,0
25,0,0,3,0.735,1.284,0,0.02,0
25,1,1,1,3.288,1.738,1,0.01,0
25,0,0,2,0.97,0.804,1,0.02,0
25,1,1,5,0.719,1.327,0,0.01,0
25,1,1,4,0.852,0.719,0,0.01,0
25,1,1,4,0.67,0.793,1,0.03,0
25,1,0,3,0.658,0.694,0,0.01,0
25,1,1,5,0.737,1.299,1,0.03,0
25,1,0,4,1.116,1.391,1,0.02,0
25,0,0,2,2.197,0.756,0,0.02,0
25,0,0,4,0.603,1.551,1,0.02,0
25,1,1,4,0.704,1.087,0,0.02,0
25,0,1,4,0.777,0.985,1,0.01,0
25,1,0,4,0.803,1.143,0,0.01,0
25,0,0,5,0.819,1.172,1,0.01,0
25,1,1,4,0.724,1.527,0,0.02,0
25,0,1,3,2.705,1.01,1,0.01,0
25,1,1,3,0.782,0.517,0,0.02,0
25,1,0,1,0.719,1.411,0,0.01,0
25,0,1,1,2.37,1.323,0,0.02,0
25,0,0,2,0.97,1.231,0,0.03,0
25,0,0,2,1.716,1.087,0,0.03,0
25,1,1,3,0.755,1.099,1,0.02,0
25,0,0,5,0.719,4.655,0,0.02,0
25,0,1,2,2.233,1.662,1,0.02,0
25,0,0,2,0.958,1.619,1,0.01,0
25,1,1,2,1.396,1.522,0,0.02,0
25,1,1,3,0.705,1.317,1,0.02,0
25,1,0,4,0.63,1.253,0,0.01,0
25,0,0,3,1.749,0.913,1,0.02,0
25,0,0,4,0.604,0.961,0,0.02,0
25,0,0,6,0.577,0.65,0,0.02,0
25,0,0,2,0.874,0.79,0,0.01,0
25,1,1,2,0.79,1.076,1,0.01,0
25,0,0,5,0.628,1.151,0,0.01,0
25,1,1,4,0.752,0.901,1,0.02,0
25,1,0,2,0.902,1.231,1,0.03,0
25,0,0,3,0.684,0.641,0,0.01,0
25,0,1,4,1.443,0.856,1,0.03,0
25,0,0,4,0.736,2.176,1,0.02,0
25,1,1,5,0.587,1.492,1,0.02,0
25,0,0,6,0.617,0.654,1,0.01,0
25,1,0,3,1.163,1.226,1,0.02,0
25,0,NA,NA,1.117,0.001,0,0.01,1
25,0,0,3,1.331,2.236,1,0.02,0
25,0,0,1,2.697,1.05,0,0.01,0
25,1,1,5,0.722,0.604,0,0.01,0
25,0,0,3,0.841,0.762,1,0.01,0
25,1,1,4,1.217,1.995,0,0.01,0
