"Subj_idx","Stimulus","Response","RT_dec","Confidence","RT_conf","SOA","Accuracy","Trial"
1,2,1,1.24150500000088,0.633607242088722,4.02248999999938,74.0740740740741,0,1
1,1,1,0.921519999999873,0.787201967929937,1.0586000000003,82.3045267489712,1,2
1,1,1,0.683944999999774,0.799067969016107,0.791215000000186,82.3045267489712,1,3
1,2,1,1.72913499999957,0.423405544806986,1.12656000000061,74.0740740740741,0,4
1,1,1,0.682574999999822,0.200528692901332,1.14900000000033,82.3045267489712,1,5
1,2,1,0.880699999999706,0.594383341558712,1.10887000000002,82.3045267489712,0,6
1,1,1,0.65763500000049,0.571007326386117,0.850429999999498,91.4494741655236,1,7
1,2,1,1.7055049999999,0.723762533567358,1.10075499999948,91.4494741655236,0,8
1,1,1,0.819080000000205,0.966320220189113,1.24873500000012,101.610526850582,1,9
1,2,1,0.743335000000108,0.565214302633428,1.24258499999996,101.610526850582,0,10
1,2,1,0.826159999999625,0.225872931506602,1.07244500000071,112.900585389535,0,11
1,1,1,0.670935000000085,0.961281282463862,1.71637499999997,125.445094877261,1,12
1,1,1,1.37153500000024,0.866241177729995,1.24938999999996,125.445094877261,1,13
1,2,2,0.769760000000126,0.681283462571794,1.27960500000062,112.900585389535,1,14
1,1,1,0.775949999999313,0.870748299319727,2.79439000000001,112.900585389535,1,15
1,2,2,1.73988499999995,0,1.33286500000031,101.610526850582,1,16
1,1,1,0.767964999999997,0.857513004751887,2.39130500000011,101.610526850582,1,17
1,2,2,0.742234999999695,0.483584458950821,1.72091499999989,91.4494741655236,1,18
1,1,1,0.657940000000061,0.891514438571331,1.36592999999993,91.4494741655236,1,19
1,2,2,0.719454999999463,0.64628782493026,1.01542500000051,82.3045267489712,1,20
1,2,2,0.710155000000668,0.898314820749249,1.19312999999966,82.3045267489712,1,21
1,1,1,0.649625,0.732370493914679,1.74537000000058,74.0740740740741,1,22
1,2,2,0.686700000000215,0.633607242088722,1.15359499999974,74.0740740740741,1,23
1,1,1,0.737670000000449,0.711581957448031,1.05265999999939,66.6666666666667,1,24
1,2,2,0.600190000000119,0.814273868678179,1.50572999999986,66.6666666666667,1,25
