Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Prompt_time
6,2,2,97,0.63581,1.5244,0.08,0.75
6,1,1,100,0.8161,2.1967,0.16,0.75
6,1,2,100,0.92358,2.4358,0.04,1.5
6,2,2,100,0.87178,1.977,0.02,0.05
6,1,1,100,0.65525,1.4653,0.16,0.05
6,2,2,100,0.71016,1.857,0.16,0.75
6,2,1,99,0.76273,2.6811,0.04,1.5
6,1,1,99,0.70317,2.5616,0.08,1.5
6,1,2,99,0.62547,1.4724,0.04,0.05
6,2,1,1,0.75487,3.7547,0.04,0.05
6,2,2,100,0.77442,1.8551,0.08,0.05
6,2,1,100,0.58006,1.8377,0.04,0.75
6,2,2,100,0.85013,2.4399,0.08,0.75
6,2,2,99,0.72337,2.3254,0.04,0.75
6,2,2,100,0.71316,2.2869,0.16,1.5
6,2,2,100,0.85792,2.8745,0.04,1.5
6,1,2,99,0.91203,1.8328,0.08,0.05
6,2,1,99,0.60684,2.4575,0.04,1.5
6,2,2,99,0.57244,1.4439,0.04,0.05
6,2,2,99,0.6393,1.56,0.16,0.05
6,2,1,0,0.7383,2.4833,0.02,0.05
6,2,1,100,0.92929,2.8476,0.02,1.5
6,1,2,100,1.7956,3.0655,0.08,0.75
6,2,2,100,0.63435,1.7443,0.16,0.75
6,2,2,100,0.70037,1.8795,0.02,0.05
6,1,2,100,0.65758,2.2104,0.02,0.75
6,2,1,1,0.5091,2.0436,0.08,0.75
6,2,2,99,0.76373,1.7952,0.16,0.05
6,2,2,100,0.77139,2.7142,0.02,1.5
6,1,2,99,0.79752,1.9027,0.04,0.05
6,1,2,99,0.84483,1.8933,0.02,0.75
6,1,1,99,0.74923,2.5938,0.16,1.5
6,1,1,99,0.65486,1.9125,0.16,0.75
6,1,2,100,0.69925,2.2976,0.08,1.5
6,1,1,100,0.7455,2.3071,0.08,1.5
6,1,1,98,0.75227,1.5992,0.08,0.05
6,2,2,100,0.5917,2.3255,0.16,1.5
6,2,2,99,1.1923,2.7574,0.04,0.75
6,1,2,100,0.62942,1.8624,0.04,0.75
6,2,2,100,0.95239,1.9281,0.08,0.05
6,2,2,99,0.92022,2.2147,0.08,0.75
6,1,1,100,0.57871,1.6395,0.16,0.75
6,2,2,99,0.5909,2.214,0.02,1.5
6,2,2,100,0.74431,2.0511,0.04,0.75
6,2,2,99,0.6695,1.6514,0.02,0.05
6,2,2,100,0.51319,2.3698,0.16,1.5
6,2,2,99,0.79342,1.7141,0.16,0.05
6,1,2,0,0.87206,2.1297,0.08,0.75
6,1,1,99,0.7493,2.3478,0.08,1.5
6,1,2,2,0.92746,2.1066,0.04,0.05
6,2,2,99,0.65488,1.7601,0.02,0.05
6,2,2,100,0.89773,2.6682,0.04,1.5
6,2,1,100,0.74506,2.5033,0.02,1.5
6,1,1,100,0.64237,2.0722,0.02,0.75
6,1,1,100,0.94746,2.0527,0.04,0.05
6,2,2,100,0.99415,1.9641,0.08,0.05
6,1,1,100,0.61934,1.6139,0.16,0.05
6,2,2,100,0.58836,2.092,0.02,0.75
6,2,2,100,0.85208,2.3522,0.04,1.5
6,1,2,99,1.0172,2.5542,0.08,1.5
6,2,2,99,0.54385,2.1178,0.16,1.5
6,2,2,100,0.86059,2.4749,0.16,0.75
6,1,1,99,0.8627,2.0974,0.04,0.75
6,1,1,99,0.88839,2.1167,0.02,0.05
6,1,2,99,0.81338,2.114,0.04,0.75
6,2,2,100,0.62099,2.1,0.08,0.75
6,2,2,100,0.67563,1.8544,0.04,0.05
6,1,1,99,0.57109,1.4795,0.08,0.05
6,2,2,100,0.50359,1.7996,0.16,0.05
6,1,1,1,0.76333,2.4515,0.08,0.75
6,1,1,98,0.5885,1.6493,0.16,0.75
6,2,2,100,0.57594,2.777,0.08,1.5
6,2,2,100,0.75172,3.0266,0.02,1.5
6,2,2,100,0.77838,3.041,0.04,1.5
6,2,2,100,0.76501,2.0179,0.08,0.05
6,1,1,100,1.6082,3.0872,0.04,0.75
6,2,2,100,0.76826,2.2719,0.16,0.75
6,2,2,99,0.78211,1.6783,0.16,0.05
6,1,1,99,0.77867,2.3034,0.16,1.5
6,2,2,100,0.63343,3.0437,0.08,1.5
6,2,2,99,0.90515,2.4949,0.02,0.75
6,1,2,100,0.71566,2.6891,0.02,1.5
6,1,1,50,1.3526,2.4333,0.04,0.05
6,1,2,50,1.0638,3.2895,0.04,1.5
6,1,1,100,0.73894,2.276,0.16,1.5
6,2,2,100,0.7616,1.9407,0.02,0.05
6,1,1,100,0.72326,2.2884,0.02,0.75
6,2,2,95,0.80588,1.6528,0.08,0.05
6,2,1,100,0.55387,3.0502,0.08,1.5
6,2,1,99,0.77991,1.8899,0.04,0.75
6,1,1,100,0.72315,2.3954,0.04,1.5
6,1,1,100,0.64158,2.1821,0.16,0.75
6,2,2,100,0.54932,2.4552,0.08,1.5
6,1,1,99,0.8118,2.3647,0.04,0.75
6,1,1,100,0.71491,2.0047,0.16,0.05
6,1,2,99,0.59458,1.503,0.04,0.05
6,1,1,100,0.47251,2.0377,0.16,0.75
6,2,2,100,0.91315,2.0061,0.08,0.05
6,2,2,100,0.59806,1.445,0.02,0.05
6,2,2,99,0.76654,2.7218,0.04,1.5
6,1,2,99,0.67267,1.5486,0.02,0.75
6,1,1,100,0.52119,1.4419,0.04,0.05
6,2,2,100,0.4925,1.3517,0.16,0.05
6,1,1,50,0.90622,3.1811,0.02,1.5
6,2,1,100,0.61266,2.4485,0.08,0.75
6,1,2,99,0.56237,2.6284,0.02,1.5
6,1,1,100,0.69596,1.8415,0.02,0.75
6,2,2,50,0.86742,2.108,0.02,0.05
6,1,1,100,1.1251,2.7149,0.08,0.75
6,2,2,99,0.89344,2.5412,0.16,1.5
6,2,2,100,0.62661,2.2495,0.16,1.5
6,1,1,100,0.56082,1.6907,0.16,0.05
6,2,2,100,0.54605,2.062,0.02,0.75
6,2,2,100,0.61381,1.7068,0.16,0.05
6,2,2,100,0.71655,2.2571,0.16,0.75
6,2,2,100,0.78,2.6738,0.02,1.5
6,1,1,100,0.60056,2.3342,0.16,1.5
6,2,2,100,0.64115,2.0956,0.08,0.75
6,1,1,100,0.58554,2.0856,0.08,1.5
6,2,2,100,0.72692,2.3378,0.04,1.5
6,2,2,51,0.72205,3.0092,0.02,1.5
6,1,1,50,0.83043,2.7363,0.08,1.5
6,1,1,100,0.58909,2.4003,0.16,0.75
6,2,2,100,0.88347,1.8165,0.08,0.05
6,2,1,50,0.52669,2.2162,0.04,0.05
6,1,2,100,0.59963,1.5082,0.08,0.05
6,2,1,100,0.71657,1.625,0.04,0.05
6,2,2,100,0.63275,1.8904,0.02,0.75
6,2,2,100,0.90685,1.9384,0.02,0.05
6,1,1,99,0.55466,2.0583,0.04,0.75
6,1,1,50,0.78559,1.6817,0.02,0.05
6,2,1,50,0.88066,2.4915,0.04,1.5
6,1,1,51,1.0092,2.4883,0.08,0.75
6,2,2,99,0.64084,2.0706,0.04,0.75
6,1,1,100,0.524,2.3929,0.16,1.5
6,2,2,51,0.96827,2.435,0.04,0.75
6,1,1,51,1.0989,2.8328,0.08,1.5
6,2,2,50,1.2387,2.4793,0.04,0.05
6,2,2,50,0.69,2.2167,0.16,0.75
6,2,2,50,0.73,1.9015,0.04,0.75
6,2,2,49,0.64348,1.7365,0.02,0.05
6,2,2,50,0.58083,1.4079,0.02,0.75
6,2,1,99,0.5227,2.0474,0.08,1.5
6,2,2,51,0.54492,1.933,0.16,0.05
6,2,1,49,0.8619,1.7827,0.02,0.05
6,2,2,100,0.59233,1.9853,0.16,0.75
6,2,2,100,0.57935,1.4263,0.08,0.05
6,2,1,99,0.89615,2.7653,0.16,1.5
6,2,2,99,0.67568,1.6008,0.02,0.75
6,1,1,99,0.65806,1.6327,0.08,0.75
6,2,2,100,0.82341,1.6457,0.04,0.05
6,1,1,99,0.70877,2.5902,0.02,1.5
6,1,2,100,0.66205,1.5506,0.08,0.75
6,2,2,100,0.76198,1.5474,0.08,0.05
6,1,2,52,1.0123,2.9429,0.02,1.5
6,1,1,49,0.81402,2.7078,0.04,1.5
6,2,1,0,0.53206,2.6962,0.16,1.5
6,1,1,100,0.62151,2.3428,0.04,1.5
6,1,1,49,1.0847,1.9931,0.16,0.05
6,1,2,0,0.54047,3.0121,0.02,1.5
6,2,2,99,0.81343,2.2925,0.04,0.75
6,1,2,100,0.77001,1.6169,0.02,0.05
6,1,2,1,0.54758,2.0252,0.08,0.75
6,2,1,49,0.70192,2.262,0.04,1.5
6,2,2,99,0.64437,2.378,0.16,1.5
6,1,1,53,0.97831,2.5312,0.08,0.75
6,2,1,53,0.91478,2.2538,0.02,0.05
6,2,2,100,0.53077,1.6468,0.08,0.05
6,2,2,50,0.83889,2.3671,0.02,0.75
6,2,2,100,0.57267,1.7872,0.16,0.75
6,2,2,99,0.7974,2.5925,0.04,1.5
6,2,1,50,1.0468,2.5259,0.02,0.75
6,2,2,100,0.70897,2.2583,0.08,1.5
6,2,2,48,0.5952,3.1161,0.02,1.5
6,2,2,100,0.55112,1.4965,0.16,0.05
6,2,2,100,0.53876,2.0055,0.16,0.75
6,2,2,0,0.79885,2.1132,0.04,0.05
6,1,2,0,0.57162,2.0137,0.04,0.75
6,1,1,99,0.75746,2.9955,0.16,1.5
6,2,2,100,0.64533,1.3815,0.04,0.05
6,1,1,99,0.65411,2.2524,0.08,1.5
6,1,1,99,0.79414,1.7395,0.08,0.05
6,1,1,99,0.75512,1.7989,0.16,0.05
7,1,1,86,0.80479,2.3698,0.16,0.75
7,2,1,88,1.3236,4.1398,0.02,1.5
7,2,2,95,0.6837,1.468,0.16,0.05
7,2,2,97,0.98782,1.7486,0.08,0.05
7,1,1,91,0.70629,2.2556,0.08,1.5
7,2,2,92,0.64101,2.1939,0.16,0.75
7,2,1,47,1.0976,2.9457,0.04,0.75
7,2,2,88,1.3503,2.2342,0.04,0.05
7,1,1,92,0.93515,2.5249,0.02,0.75
7,2,2,87,0.68819,2.1883,0.04,1.5
7,2,2,93,0.71116,1.4966,0.16,0.05
7,1,1,94,1.323,2.0716,0.02,0.05
7,1,1,97,0.90647,3.1937,0.16,1.5
7,1,1,94,1.0836,2.7718,0.08,0.75
7,1,1,100,1.1428,3.5161,0.02,1.5
7,2,2,85,1.0085,2.5859,0.02,0.75
7,1,1,95,0.75381,2.5859,0.08,1.5
7,1,2,72,1.1016,3.3765,0.04,1.5
7,2,1,50,1.2638,3.2226,0.04,0.75
7,1,1,95,0.90216,1.7368,0.02,0.05
7,2,2,86,1.1486,1.9218,0.08,0.05
7,2,2,86,1.732,2.5297,0.04,0.05
7,2,2,91,0.8977,3.0497,0.16,1.5
7,1,1,95,0.91732,2.4456,0.08,0.75
7,2,2,89,0.83738,2.4359,0.08,1.5
7,2,2,87,1.7464,2.7164,0.02,0.05
7,2,2,91,0.94844,1.7263,0.16,0.75
7,1,1,95,0.77451,1.5108,0.08,0.05
7,2,2,92,1.0527,2.5441,0.04,0.75
7,1,1,96,0.95388,1.6901,0.04,0.05
7,1,1,94,1.5814,3.7212,0.04,1.5
7,2,2,87,0.89656,1.7189,0.04,0.05
7,2,2,88,1.1123,2.4068,0.08,0.75
7,1,1,99,1.1591,2.0846,0.02,0.75
7,1,2,90,1.5652,3.4467,0.04,1.5
7,1,1,94,0.79029,1.5388,0.16,0.05
7,1,1,94,1.0111,3.1878,0.16,1.5
7,2,2,99,0.93039,1.6912,0.02,0.05
7,1,1,98,0.64623,2.8106,0.16,1.5
7,2,2,97,0.76631,2.6355,0.08,1.5
7,1,1,99,0.78071,1.8538,0.16,0.75
7,2,2,93,0.77474,2.6808,0.02,1.5
7,2,2,89,1.1372,2.39,0.08,0.05
7,1,1,87,1.3001,3.2467,0.02,0.75
7,2,2,94,0.75824,2.2865,0.08,0.75
7,1,1,99,0.9262,2.4299,0.04,0.75
7,1,2,89,0.83932,3.1143,0.02,1.5
7,1,1,94,0.74114,1.5512,0.16,0.05
7,1,1,92,0.96855,1.6679,0.08,0.05
7,1,1,99,0.93847,3.1521,0.16,1.5
7,2,1,96,0.99851,1.9991,0.02,0.05
7,2,2,76,0.83471,1.9153,0.02,0.05
7,2,2,99,0.63086,1.4333,0.16,0.75
7,2,1,25,1.0594,3.0305,0.04,0.75
7,2,2,94,0.97396,1.8578,0.08,0.05
7,1,2,17,1.3065,4.2088,0.04,1.5
7,2,2,88,1.658,2.5788,0.04,0.05
7,2,2,91,1.7059,3.6612,0.16,1.5
7,2,2,96,1.0206,1.8353,0.08,0.75
7,2,2,87,1.3403,3.0124,0.08,1.5
7,2,2,93,1.4991,2.3877,0.08,0.75
7,2,2,91,1.1006,2.555,0.04,0.75
7,2,2,91,0.92257,1.7203,0.16,0.05
7,2,1,92,1.0919,3.1087,0.08,1.5
7,1,2,59,1.8634,3.6131,0.02,0.75
7,2,2,77,1.043,2.6169,0.02,1.5
7,1,1,89,0.95736,3.0849,0.04,1.5
7,1,1,88,1.4696,2.3165,0.04,0.05
7,2,2,88,0.58845,1.4278,0.16,0.75
7,1,1,94,0.71691,1.4285,0.16,0.05
7,1,2,6,1.1165,2.6325,0.02,0.75
7,2,2,85,1.2331,2.9176,0.02,1.5
7,1,1,87,1.7141,4.0136,0.04,1.5
7,1,1,93,0.8532,1.6756,0.02,0.05
7,2,2,95,0.89977,1.7483,0.02,0.05
7,1,1,95,0.74534,2.959,0.16,1.5
7,2,1,89,1.1611,1.9144,0.02,0.75
7,2,2,91,0.67262,2.8128,0.02,1.5
7,2,2,97,0.7663,1.618,0.16,0.75
7,2,2,84,1.4064,3.14,0.02,1.5
7,1,1,95,0.73213,1.4438,0.16,0.05
7,1,1,97,1.0922,2.6204,0.08,0.75
7,1,2,93,1.2881,2.8779,0.02,0.75
7,1,1,95,0.71776,2.9068,0.08,1.5
7,1,1,95,1.3992,2.9152,0.08,0.75
7,2,2,94,0.72479,1.4978,0.16,0.05
7,1,1,12,1.3832,3.3912,0.04,0.75
7,1,1,93,0.79133,1.5996,0.16,0.75
7,2,2,96,0.5972,1.375,0.04,0.75
7,1,1,94,0.87546,1.6732,0.04,0.05
7,2,2,98,0.70223,2.7939,0.08,1.5
7,2,2,89,1.0014,2.6492,0.04,1.5
7,2,2,95,0.684,2.8483,0.16,1.5
7,2,2,94,0.71238,1.4117,0.08,0.05
7,2,2,76,0.93559,1.9302,0.04,0.05
7,2,2,96,0.75436,1.4784,0.08,0.05
7,2,2,98,0.84939,2.0455,0.08,0.75
7,2,2,95,0.87955,1.6574,0.16,0.75
7,2,2,93,1.1381,1.9236,0.02,0.05
7,1,1,91,0.91596,1.6768,0.02,0.05
7,1,2,91,0.68761,1.4531,0.04,0.75
7,1,1,92,1.2593,2.074,0.02,0.75
7,1,2,9,0.78711,2.8898,0.08,1.5
7,2,2,86,0.88308,2.9614,0.16,1.5
7,2,2,83,1.8314,3.4533,0.04,0.05
7,1,1,91,1.3167,3.5057,0.04,1.5
7,2,2,100,0.77136,1.5861,0.08,0.75
7,2,2,89,0.76697,1.491,0.08,0.05
7,1,1,96,0.74568,1.4819,0.16,0.05
7,1,2,12,0.87326,2.3845,0.04,0.05
7,1,1,94,0.76178,1.5332,0.16,0.75
7,1,2,74,1.1449,3.6413,0.02,1.5
7,1,1,97,0.65659,2.8824,0.16,1.5
7,1,2,4,1.3483,3.2665,0.04,1.5
7,2,2,80,0.99296,2.6284,0.08,1.5
7,1,1,97,0.73959,1.4635,0.16,0.05
7,2,2,86,0.72926,1.4778,0.08,0.05
7,1,1,97,0.71558,2.9292,0.02,1.5
7,2,2,92,0.65992,1.4624,0.02,0.75
7,1,1,99,0.61508,1.3929,0.04,0.75
7,1,2,24,0.8228,3.27,0.08,1.5
7,2,2,24,0.92797,3.3136,0.04,1.5
7,2,2,92,0.83702,1.647,0.16,0.05
7,1,1,78,1.8827,4.2191,0.02,1.5
7,2,2,85,1.0238,1.7723,0.08,0.05
7,2,2,98,1.0057,1.8204,0.02,0.75
7,2,1,90,1.0804,3.0849,0.04,1.5
7,2,2,86,0.81461,2.306,0.02,0.75
7,1,1,89,1.0461,1.8561,0.02,0.05
7,2,2,99,0.67955,2.8443,0.16,1.5
7,2,2,97,1.0929,2.6458,0.04,0.75
7,1,1,99,0.97189,2.5001,0.04,0.75
7,2,1,97,1.1815,2.0285,0.04,0.05
7,2,2,95,0.73869,1.5657,0.08,0.75
7,1,1,88,1.4131,2.2724,0.02,0.05
7,1,1,96,0.90972,2.4098,0.08,1.5
7,2,2,93,0.89814,1.7574,0.08,0.05
7,2,2,98,0.67577,1.4286,0.16,0.75
7,2,2,99,0.52766,1.227,0.16,0.05
7,1,1,95,1.6879,3.6742,0.02,1.5
7,2,2,100,0.76455,1.6408,0.08,0.75
7,2,2,100,0.58418,1.362,0.16,0.75
7,2,2,98,0.94888,1.9435,0.04,0.05
7,2,2,100,0.61537,2.7429,0.16,1.5
7,2,2,93,0.65976,2.3444,0.16,1.5
7,1,1,94,1.0695,3.2586,0.08,1.5
7,1,2,84,1.5821,3.1066,0.02,1.5
7,2,2,96,0.67888,1.4506,0.04,0.75
7,2,2,97,0.67953,1.4447,0.16,0.75
7,2,1,83,1.0393,3.3512,0.04,1.5
7,1,1,80,0.76303,2.9396,0.08,1.5
7,2,2,99,0.70646,1.5042,0.16,0.05
7,1,1,99,0.54753,1.2591,0.08,0.05
7,2,2,95,0.79333,1.5911,0.04,0.05
7,2,1,95,0.70516,1.5322,0.02,0.75
7,1,1,99,0.61542,1.3025,0.16,0.05
7,1,1,95,1.1428,1.9944,0.08,0.75
7,1,1,98,0.53508,1.7634,0.04,0.05
7,1,2,89,0.99678,1.7576,0.02,0.05
7,1,1,97,0.57927,1.3325,0.08,0.75
7,1,2,83,1.1282,2.7057,0.02,0.75
7,1,1,96,0.45657,1.242,0.08,0.05
7,2,2,99,0.58917,1.3424,0.16,0.75
7,1,1,95,0.74569,2.8979,0.16,1.5
7,1,2,95,0.73205,1.8497,0.02,0.05
7,2,2,80,2.3943,4.5095,0.04,1.5
7,2,2,84,1.8104,2.5636,0.04,0.75
7,2,1,97,1.1314,3.2835,0.02,1.5
7,1,1,96,0.93284,2.4304,0.04,0.75
7,2,1,95,1.4184,2.9921,0.02,1.5
7,1,2,79,0.8949,1.9756,0.08,0.05
7,1,1,83,0.89318,2.8398,0.02,0.75
7,2,2,90,0.61826,2.7827,0.04,1.5
7,2,2,98,0.65839,1.4069,0.16,0.05
7,2,2,97,0.52237,2.7175,0.16,1.5
7,1,1,95,0.62444,1.3958,0.08,0.75
7,2,2,95,0.5584,2.7105,0.08,1.5
7,2,1,93,1.353,3.3943,0.02,1.5
7,2,2,95,1.4006,2.2522,0.08,0.75
7,1,1,99,0.74647,2.9355,0.08,1.5
7,1,1,100,0.76583,1.4775,0.08,0.05
7,1,1,88,0.55923,2.9449,0.04,1.5
7,2,2,97,0.70164,1.4743,0.02,0.75
7,1,1,99,0.6629,2.8519,0.16,1.5
7,1,2,94,1.2068,2.2553,0.04,0.75
7,2,1,96,0.96813,2.2825,0.04,0.05
7,1,1,98,0.63475,1.2603,0.04,0.05
7,1,1,99,0.60733,1.3787,0.16,0.75
7,2,2,89,1.6693,2.9222,0.02,0.05
7,1,1,100,0.57549,1.2625,0.16,0.05
7,2,2,95,0.76782,1.521,0.16,0.75
7,2,1,98,1.07,1.7706,0.02,0.05
7,2,2,95,0.6672,2.7578,0.16,1.5
7,2,2,93,1.1919,1.9697,0.02,0.75
7,2,2,97,0.79869,1.5767,0.04,0.75
7,1,1,94,1.3546,2.0662,0.08,0.05
7,2,2,99,0.68481,1.4087,0.16,0.05
7,2,1,94,0.77825,2.955,0.04,1.5
7,1,2,98,0.58364,1.2956,0.02,0.05
7,1,1,89,1.2249,3.6722,0.04,1.5
7,1,2,16,1.037,1.9947,0.08,0.05
7,1,1,99,1.3746,2.1279,0.16,0.75
7,2,2,99,0.77062,1.573,0.16,0.75
7,1,1,97,0.97497,3.1763,0.08,1.5
7,2,2,94,1.245,1.9982,0.02,0.75
7,2,2,99,1.0686,3.233,0.08,1.5
7,2,2,100,0.69719,1.458,0.16,0.05
7,1,1,99,1.1009,3.29,0.16,1.5
7,2,2,100,0.69297,1.4531,0.08,0.75
7,1,1,98,0.57829,1.2653,0.04,0.05
7,2,2,90,1.256,2.7807,0.02,1.5
7,1,1,97,0.9746,1.7231,0.02,0.05
7,1,1,100,0.79894,1.5949,0.08,0.75
7,2,2,100,0.86122,1.6145,0.04,0.75
7,2,1,100,1.01,3.1497,0.02,1.5
7,1,2,90,1.0903,1.8143,0.04,0.05
7,2,2,94,0.68909,1.5149,0.16,0.75
7,1,1,93,0.53634,1.2098,0.16,0.05
7,1,2,97,0.57379,2.7751,0.02,1.5
7,1,1,93,1.153,1.9367,0.02,0.75
7,2,2,89,0.58759,2.8135,0.16,1.5
7,1,1,97,1.1848,1.9685,0.04,0.75
7,1,1,95,1.0256,1.8216,0.16,0.75
7,1,1,95,0.88519,1.5599,0.04,0.05
7,1,1,95,1.146,1.7838,0.08,0.05
7,1,1,95,1.679,2.403,0.08,0.05
7,1,1,96,0.7679,1.4429,0.04,0.05
7,1,1,95,0.79419,2.8233,0.08,1.5
7,2,2,96,2.3591,4.4866,0.08,1.5
7,2,2,98,3.8242,4.6202,0.04,0.75
7,2,2,99,0.66892,1.4653,0.08,0.75
7,1,2,99,2.0719,4.3224,0.02,1.5
7,1,1,96,0.6636,1.2891,0.16,0.05
7,1,1,44,1.7958,2.655,0.02,0.05
7,1,1,95,0.82276,3.0487,0.04,1.5
7,1,1,96,0.75168,1.5477,0.08,0.75
7,2,1,97,0.55298,1.2154,0.02,0.05
7,1,1,98,0.8246,3.0505,0.16,1.5
7,1,1,94,0.84689,2.6704,0.02,0.75
7,2,1,14,0.92908,3.3147,0.04,1.5
7,2,2,89,0.69292,1.5189,0.16,0.75
7,2,2,87,0.75173,1.5477,0.16,0.75
7,1,1,95,0.95922,1.597,0.08,0.05
7,2,1,80,2.5404,3.3874,0.02,0.05
7,2,2,75,1.4213,2.1576,0.04,0.05
7,2,2,88,0.63204,1.4034,0.02,0.75
7,2,2,97,0.82512,1.5785,0.04,0.75
7,1,1,96,0.7055,2.9314,0.16,1.5
7,2,2,94,0.63576,1.4071,0.08,0.75
7,1,2,9,1.2032,3.5643,0.04,1.5
7,1,1,95,0.97805,1.6282,0.16,0.05
7,2,2,79,2.157,4.0876,0.02,1.5
7,2,2,81,1.3219,2.1735,0.02,0.75
7,2,1,81,1.425,2.0505,0.02,0.05
7,1,1,98,0.69213,1.514,0.04,0.75
7,2,2,91,1.2636,3.428,0.08,1.5
7,2,1,93,1.0337,1.8853,0.08,0.75
7,1,1,98,0.82106,3.0593,0.08,1.5
7,1,1,99,0.68273,1.3443,0.16,0.05
7,2,2,90,0.88348,3.0971,0.16,1.5
7,2,2,97,1.3324,3.5706,0.04,1.5
7,2,2,96,0.98382,1.6462,0.08,0.05
7,2,2,83,1.507,3.5607,0.02,1.5
7,1,2,86,0.85829,1.6806,0.04,0.05
7,1,2,90,1.2534,3.6267,0.04,1.5
7,1,1,94,0.6102,2.8484,0.08,1.5
7,1,1,96,1.0362,1.8322,0.02,0.75
7,2,2,98,0.50581,1.1744,0.16,0.05
7,2,2,100,1.0555,1.8087,0.04,0.75
7,2,2,98,1.0188,2.6294,0.02,1.5
7,1,1,99,0.58535,1.2109,0.04,0.05
7,1,1,99,0.87239,3.1352,0.16,1.5
7,2,2,97,0.70809,1.3951,0.08,0.05
7,1,2,98,2.4792,4.6928,0.04,1.5
7,2,2,89,2.006,2.682,0.04,0.05
7,2,2,18,2.3852,3.1952,0.02,0.05
7,1,1,96,0.7795,3.0054,0.16,1.5
7,1,1,94,0.57211,1.3804,0.16,0.75
7,1,2,90,1.0348,1.8185,0.04,0.75
7,2,2,100,0.69856,1.5068,0.16,0.75
7,2,2,98,0.82658,1.6226,0.08,0.75
7,2,2,80,0.93803,3.5451,0.02,1.5
7,1,1,98,0.90991,1.5846,0.08,0.05
7,1,1,91,1.3118,2.0955,0.02,0.75
7,2,2,94,0.57716,1.3362,0.08,0.75
7,2,2,99,0.51154,1.1678,0.16,0.05
7,1,1,94,0.84142,3.0796,0.08,1.5
7,1,1,93,0.69352,1.3674,0.02,0.05
7,1,1,99,0.96746,2.4342,0.08,0.75
7,2,2,98,0.74971,3.0246,0.08,1.5
7,1,1,98,0.9056,2.4338,0.08,0.75
7,1,1,99,0.9068,1.6553,0.16,0.05
7,1,2,2,0.89224,3.1549,0.08,1.5
7,1,2,88,1.3306,3.2279,0.04,0.75
7,1,1,99,0.77106,2.5539,0.16,1.5
7,1,1,100,1.0482,3.3231,0.02,1.5
7,2,1,86,0.91783,3.3035,0.04,1.5
7,1,1,99,0.61777,1.4079,0.16,0.75
7,2,2,94,0.65086,1.441,0.04,0.75
7,1,1,99,0.65173,2.767,0.16,1.5
7,2,2,98,0.70508,1.5643,0.08,0.05
7,1,1,99,0.72658,1.5905,0.02,0.75
7,1,2,97,0.61692,1.4885,0.04,0.05
7,1,1,99,0.5674,1.305,0.08,0.05
7,2,2,63,0.54017,3.9938,0.02,0.05
7,2,2,90,0.72065,1.5799,0.16,0.05
7,2,1,98,0.77721,1.538,0.02,0.05
7,2,2,97,0.63445,1.4861,0.16,0.75
7,1,1,43,1.0406,3.0733,0.02,0.75
7,2,1,99,1.7151,3.9654,0.04,1.5
7,1,1,99,0.61719,2.8554,0.02,1.5
7,2,1,99,0.74268,1.4543,0.04,0.05
7,1,1,95,1.1282,3.4277,0.04,1.5
7,2,2,97,0.72785,1.5302,0.16,0.75
7,1,1,92,0.87263,2.4378,0.02,0.75
7,1,1,98,0.9182,3.1072,0.16,1.5
7,1,1,100,0.94326,2.3485,0.04,0.75
7,1,1,98,0.8756,3.0769,0.08,1.5
7,1,1,100,0.58214,1.2691,0.16,0.05
7,1,1,100,0.7437,2.9081,0.16,1.5
7,1,1,99,1.027,1.8417,0.08,0.75
7,2,2,97,0.73819,1.499,0.16,0.05
7,2,1,88,1.1524,2.2823,0.04,0.05
7,1,1,99,0.64336,2.8693,0.08,1.5
7,2,1,34,0.82939,2.5053,0.02,0.75
7,1,1,24,1.1312,2.1135,0.02,0.05
7,2,2,17,1.7624,4.1112,0.02,1.5
7,1,1,97,1.1023,1.8016,0.04,0.05
7,2,2,100,1.0125,1.7839,0.16,0.75
7,1,1,99,1.1769,3.378,0.04,1.5
7,1,1,99,1.1928,2.6596,0.04,0.75
7,2,2,99,0.71884,1.4428,0.08,0.05
7,1,1,94,1.1336,2.571,0.02,0.05
7,2,2,95,1.267,3.0991,0.02,1.5
7,1,1,99,0.59542,1.2456,0.08,0.05
7,1,1,100,0.71755,1.538,0.08,0.75
7,1,1,93,0.89184,1.7511,0.08,0.05
7,1,1,98,1.0046,3.1813,0.02,1.5
7,1,2,98,1.8395,2.6619,0.02,0.05
7,2,2,83,1.5631,3.1406,0.02,0.75
7,2,1,20,1.0405,3.9552,0.02,1.5
7,2,1,96,1.0987,2.6714,0.04,0.05
7,1,1,96,1.1606,1.8383,0.04,0.05
7,1,1,100,1.1423,2.6583,0.04,0.75
7,1,1,100,0.6964,2.9495,0.16,1.5
7,1,1,98,0.50194,2.7705,0.16,1.5
7,2,1,2,0.56066,1.8921,0.16,0.75
7,2,2,99,1.5027,2.3866,0.02,0.05
7,2,2,99,0.71517,1.513,0.08,0.05
7,2,2,100,1.0316,2.6953,0.08,0.75
7,1,1,100,0.76988,2.9958,0.08,1.5
7,2,2,99,0.54784,1.2348,0.16,0.05
7,1,1,98,1.0667,1.8257,0.08,0.75
7,2,2,99,0.68546,1.3725,0.16,0.05
7,1,1,98,0.57118,1.3548,0.04,0.75
7,2,2,95,0.75198,2.4033,0.02,0.75
