Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Prompt_time
4,2,2,71,0.70477,1.6056,0.16,0.75
4,1,2,83,0.70643,1.4843,0.02,0.75
5,1,1,95,1.4136,3.0894,0.08,0.75
5,2,2,81,2.3384,3.9528,0.04,0.75
5,2,1,91,1.5681,2.4766,0.16,0.05
5,1,1,90,1.1191,3.4063,0.02,1.5
5,2,2,95,0.75872,2.9844,0.16,1.5
5,2,2,97,0.86487,2.4546,0.02,0.75
5,2,2,63,1.9691,3.8873,0.04,1.5
5,1,1,92,1.221,2.7001,0.16,0.75
5,2,2,89,0.92676,1.8352,0.02,0.05
5,2,1,93,0.78662,1.5844,0.04,0.05
5,1,2,90,0.84391,2.3106,0.08,0.75
5,2,1,92,0.81064,1.8789,0.02,0.05
5,2,2,88,0.95162,3.2019,0.08,1.5
5,1,1,92,1.2544,2.0891,0.08,0.05
5,2,2,92,0.91886,1.7289,0.16,0.05
5,1,2,88,1.2982,3.5239,0.02,1.5
5,1,2,88,1.9881,4.2261,0.08,1.5
5,1,2,88,1.0254,1.8477,0.08,0.05
5,2,2,89,1.4356,2.927,0.16,0.75
5,1,1,95,0.87628,3.1143,0.16,1.5
5,2,2,88,0.98501,3.2353,0.04,1.5
5,2,1,92,1.1285,2.6075,0.04,0.75
5,1,2,92,0.97735,1.8489,0.04,0.05
5,2,2,92,0.926,2.4051,0.02,0.75
5,1,1,96,0.833,3.0218,0.16,1.5
5,2,2,94,0.79167,2.9805,0.04,1.5
5,2,1,96,1.1026,2.557,0.16,0.75
5,1,1,94,0.94274,2.4833,0.08,0.75
5,1,1,94,0.86954,2.324,0.04,0.75
5,2,1,95,1.3111,2.1334,0.08,0.05
5,2,2,92,0.93442,1.7568,0.16,0.05
5,1,1,96,0.79599,2.2504,0.16,0.75
5,1,2,95,1.067,1.9139,0.08,0.05
5,1,2,95,0.80586,1.6159,0.02,0.05
5,1,2,90,0.75418,2.5494,0.08,1.5
5,1,1,96,0.79634,2.2754,0.02,0.75
5,1,1,94,0.80184,2.9906,0.16,1.5
5,2,1,97,0.84897,2.3403,0.08,0.75
5,1,1,99,0.89209,3.4499,0.02,1.5
5,2,1,97,1.1083,3.3094,0.04,1.5
5,2,2,93,1.7953,3.2867,0.04,0.75
5,1,1,94,0.90886,2.3264,0.02,0.75
5,2,1,95,0.85814,1.6559,0.04,0.05
5,2,2,95,1.2563,2.054,0.02,0.05
5,1,1,94,0.76668,2.9924,0.08,1.5
5,2,1,93,0.7906,2.9426,0.02,1.5
5,1,1,90,1.3848,2.2072,0.04,0.05
5,2,2,88,1.2265,2.0488,0.16,0.05
5,1,1,92,0.91125,2.3903,0.08,0.75
5,1,1,97,0.93319,1.7432,0.02,0.05
5,1,1,98,1.0221,2.5504,0.02,0.75
5,2,2,95,0.96236,2.4168,0.02,0.75
5,1,2,96,0.83073,2.2606,0.16,0.75
5,1,1,97,0.96605,3.1426,0.08,1.5
5,2,1,96,1.5696,3.2454,0.04,0.75
5,1,2,71,1.2718,3.7804,0.04,1.5
5,1,2,94,0.81516,2.9917,0.04,1.5
5,1,1,97,1.4433,2.2533,0.16,0.05
5,1,2,89,1.3572,3.6075,0.02,1.5
5,2,2,96,1.64,2.4624,0.08,0.05
5,1,1,98,0.76707,3.0051,0.16,1.5
5,1,2,98,0.90356,1.7259,0.08,0.05
5,2,1,92,1.0312,2.5102,0.08,0.75
5,2,2,91,0.77075,2.2744,0.16,0.75
5,1,1,90,0.91598,2.9203,0.08,1.5
5,1,2,86,0.83328,3.3666,0.02,1.5
5,2,1,88,0.8517,1.7479,0.04,0.05
5,1,2,91,1.0872,1.8972,0.04,0.05
5,2,2,70,1.4855,3.8466,0.16,1.5
5,2,2,89,1.2781,2.125,0.16,0.05
5,2,2,92,1.6712,3.2487,0.04,0.75
5,1,2,88,1.3261,2.1608,0.02,0.05
5,2,1,87,0.85942,3.0974,0.08,1.5
5,1,1,68,2.5152,4.9009,0.04,1.5
5,2,2,82,1.1712,2.6257,0.04,0.75
5,2,1,94,0.82587,2.3049,0.02,0.75
5,2,2,92,0.99548,3.1843,0.16,1.5
5,2,2,92,1.3179,3.6051,0.08,1.5
5,1,1,97,0.97882,2.4579,0.16,0.75
5,2,2,90,0.93096,1.8025,0.16,0.05
5,2,1,97,0.9407,2.4074,0.02,0.75
5,2,1,89,1.8564,4.4512,0.02,1.5
5,2,2,90,0.90449,1.7268,0.02,0.05
5,2,2,91,1.0982,1.896,0.02,0.05
5,2,1,90,0.87446,3.2478,0.16,1.5
5,1,2,91,0.85969,2.3634,0.08,0.75
5,2,2,88,1.1565,2.0281,0.04,0.05
5,1,2,69,0.89029,3.116,0.02,1.5
5,1,2,92,1.4197,2.8987,0.08,0.75
5,2,2,94,1.8196,2.6173,0.04,0.05
5,1,1,89,0.73628,2.486,0.04,0.75
5,2,1,80,0.93269,3.1338,0.04,1.5
5,2,2,91,1.3843,2.1944,0.08,0.05
5,2,2,91,0.85581,1.9365,0.16,0.05
5,2,1,93,1.4903,2.288,0.08,0.05
5,2,2,89,0.96998,2.4244,0.16,0.75
5,1,1,92,1.0579,3.2713,0.08,1.5
5,2,2,85,0.87781,3.1528,0.02,1.5
5,2,1,93,0.91429,1.7981,0.08,0.05
5,1,1,97,0.84342,2.3471,0.16,0.75
5,2,2,92,0.96829,1.8029,0.04,0.05
5,1,1,43,1.1093,2.8098,0.02,0.75
5,1,1,95,1.4775,3.6787,0.16,1.5
5,2,1,95,0.81327,2.2554,0.04,0.75
5,1,1,91,1.2843,2.1189,0.08,0.05
5,1,1,90,0.81493,2.2694,0.04,0.75
5,1,2,93,0.91905,2.012,0.02,0.05
5,1,1,93,0.93827,1.7729,0.04,0.05
5,1,2,89,0.85307,2.3321,0.08,0.75
5,1,1,92,1.2721,2.0821,0.16,0.05
5,2,2,61,0.86013,3.0736,0.04,1.5
5,1,2,85,1.4152,3.727,0.04,1.5
5,2,2,90,0.8398,1.6991,0.16,0.05
5,1,2,90,0.90502,2.421,0.08,0.75
5,2,2,68,0.85702,3.0581,0.02,1.5
5,2,1,93,1.216,2.695,0.16,0.75
5,2,2,86,1.2273,2.7309,0.02,0.75
5,2,2,95,0.92667,3.1402,0.08,1.5
5,2,2,94,0.86431,1.7236,0.02,0.05
5,1,1,97,0.88067,3.0818,0.16,1.5
5,1,1,92,0.8457,1.5696,0.16,0.05
5,1,1,98,0.88626,1.6395,0.04,0.75
5,2,2,92,0.83598,1.6091,0.08,0.05
5,2,1,96,0.89654,2.3264,0.04,0.75
5,2,1,95,1.281,3.4452,0.02,1.5
5,1,1,90,1.0564,3.6389,0.16,1.5
5,1,2,49,1.1552,3.3195,0.04,1.5
5,2,2,59,2.3966,4.6592,0.02,1.5
5,2,2,86,0.88565,1.7203,0.16,0.05
5,1,2,52,1.1343,3.4953,0.08,1.5
5,2,2,81,0.87775,1.6878,0.02,0.05
5,2,2,90,0.83949,1.6372,0.02,0.05
5,2,1,89,0.73734,2.3271,0.02,0.75
5,1,1,93,1.1288,2.657,0.16,0.75
5,1,1,94,0.86474,2.3684,0.16,0.75
5,1,2,58,0.97232,2.7097,0.02,0.75
5,1,1,97,0.82977,1.5906,0.04,0.05
5,1,1,98,0.97809,2.4695,0.08,0.75
5,2,2,93,0.88227,1.6308,0.08,0.05
5,1,1,96,0.73788,2.9021,0.16,1.5
5,1,2,55,0.99788,2.6122,0.08,0.75
5,2,2,74,1.0546,3.2557,0.04,1.5
5,1,1,95,0.81211,2.3122,0.08,1.5
5,2,2,89,1.0032,1.8256,0.04,0.05
5,2,1,86,0.91659,2.3957,0.02,0.75
5,2,1,94,0.97538,1.7854,0.04,0.05
5,2,2,72,0.96601,3.2778,0.04,1.5
5,2,2,84,1.0204,3.2461,0.04,1.5
5,1,1,94,0.84414,1.6296,0.16,0.05
5,2,1,8,0.81687,1.9837,0.02,0.05
5,2,2,96,1.3034,2.721,0.16,0.75
5,1,1,97,0.78708,2.2538,0.16,0.75
5,1,1,99,0.83849,3.0519,0.16,1.5
5,1,2,95,0.82174,2.3254,0.04,0.75
5,1,1,97,0.79952,1.6219,0.08,0.05
5,1,1,97,0.70521,1.4045,0.16,0.05
5,1,1,97,0.80875,1.668,0.08,0.05
5,2,1,98,0.9787,1.7641,0.04,0.05
5,2,1,97,1.3971,3.5,0.02,1.5
5,1,2,96,1.6251,3.3871,0.02,0.75
5,2,1,94,0.79138,3.0048,0.02,1.5
5,2,2,95,0.88004,2.3714,0.08,0.75
5,2,2,98,0.85628,3.0328,0.08,1.5
5,2,2,99,0.83197,1.6174,0.02,0.05
5,1,1,86,0.82807,3.1645,0.08,1.5
5,2,2,92,0.98391,2.4753,0.04,0.75
5,2,2,85,0.98001,2.4099,0.08,0.75
5,2,2,95,0.77912,3.1033,0.16,1.5
5,2,2,94,0.97231,1.7823,0.04,0.05
5,2,2,95,0.81995,2.6399,0.04,1.5
5,2,2,95,0.8672,1.6772,0.08,0.05
5,1,2,96,0.76116,1.5467,0.02,0.05
5,1,1,96,0.70216,2.1061,0.04,0.75
5,2,1,4,0.75468,2.1723,0.16,0.75
5,2,1,96,1.7732,2.6079,0.16,0.05
5,2,1,95,1.1458,4.048,0.16,1.5
5,1,1,98,1.0262,2.4807,0.16,0.75
5,2,2,88,0.91256,2.367,0.02,0.75
5,1,1,96,1.0945,3.2956,0.08,1.5
5,2,2,96,0.88112,3.1191,0.16,1.5
5,2,2,93,0.93587,2.4395,0.08,0.75
5,1,2,98,0.89937,1.7094,0.08,0.05
5,2,2,93,1.5692,2.4407,0.04,0.05
5,1,1,98,0.85221,1.6131,0.16,0.05
5,2,2,98,0.84746,2.2651,0.04,0.75
5,1,1,98,0.92719,3.1406,0.08,1.5
5,1,1,96,0.87527,2.4158,0.08,0.75
5,2,2,91,0.86645,3.2029,0.02,1.5
5,1,1,96,0.77625,3.0512,0.04,1.5
5,2,1,95,1.318,2.1526,0.02,0.05
5,1,2,91,0.90749,3.2562,0.02,1.5
5,2,2,95,1.538,3.1278,0.02,0.75
5,2,1,97,0.9619,2.4409,0.08,0.75
5,2,1,96,0.90173,1.6871,0.16,0.05
5,1,1,98,1.121,1.9064,0.04,0.05
5,2,1,95,1.4427,2.848,0.02,0.75
5,2,1,2,1.5124,3.668,0.16,0.75
5,1,2,95,1.0155,3.2535,0.04,1.5
5,1,1,96,0.91155,3.1373,0.08,1.5
5,1,1,97,0.81513,2.2696,0.16,0.75
5,2,2,95,1.1434,2.7455,0.02,0.75
5,1,1,97,0.808,1.5935,0.16,0.05
5,1,1,97,0.85407,2.2593,0.04,0.75
5,1,1,98,1.6169,3.7934,0.16,1.5
5,1,1,98,0.80296,2.9797,0.08,1.5
5,2,2,91,0.95673,3.1825,0.02,1.5
5,2,2,97,0.84263,1.6404,0.02,0.05
5,1,1,98,0.82072,2.3121,0.04,0.75
5,2,2,97,0.74982,2.914,0.16,1.5
5,2,1,99,0.99025,1.788,0.08,0.05
5,2,2,95,0.85581,1.6289,0.08,0.05
5,2,2,95,0.84038,1.6258,0.02,0.05
5,1,1,97,0.8544,2.3211,0.08,0.75
5,1,2,0,1.0528,3.2785,0.04,1.5
5,1,2,96,1.0422,1.8276,0.04,0.05
5,1,2,2,1.2686,3.5435,0.02,1.5
5,2,1,95,1.0755,1.8856,0.08,0.05
5,2,2,95,1.1484,2.6275,0.16,0.75
5,2,2,96,0.92856,3.2035,0.04,1.5
5,2,2,95,1.822,3.2519,0.16,0.75
5,1,2,97,0.88897,3.1762,0.04,1.5
5,1,2,96,1.6978,4.0219,0.02,1.5
5,2,2,96,2.7572,3.678,0.04,0.05
5,1,2,4,0.93854,3.3857,0.16,1.5
5,1,2,89,1.0069,2.2475,0.04,0.05
5,2,2,91,2.4393,4.2505,0.04,0.75
5,1,1,96,0.84227,3.1664,0.16,1.5
5,2,2,97,1.0325,1.8303,0.16,0.05
5,1,1,5,1.7162,3.2568,0.08,0.75
5,1,2,95,2.5596,4.014,0.04,0.75
5,1,1,100,0.74411,3.1543,0.08,1.5
5,2,1,99,1.4952,2.9373,0.02,0.75
5,1,1,96,1.2111,2.6164,0.08,0.75
5,2,2,98,0.76467,1.6239,0.16,0.05
5,1,1,100,0.73721,2.9383,0.08,1.5
5,1,1,98,0.86271,1.6973,0.08,0.05
5,1,1,97,0.79455,1.7276,0.02,0.05
5,2,2,95,0.83471,1.6079,0.02,0.05
5,2,2,80,0.79371,2.9703,0.02,1.5
5,2,1,95,1.214,2.6316,0.02,0.75
5,1,1,100,0.89212,1.6512,0.08,0.75
5,2,1,99,0.83178,1.9494,0.16,0.05
5,2,2,90,1.6699,3.9571,0.16,1.5
5,1,2,95,1.1661,2.8297,0.02,0.75
5,1,1,99,0.77798,2.2201,0.16,0.75
5,2,2,97,0.95036,1.7112,0.02,0.05
5,2,2,95,0.86732,2.2971,0.02,0.75
5,1,1,99,0.81162,2.9881,0.16,1.5
5,2,2,97,0.85227,2.3068,0.08,0.75
5,1,1,98,0.7953,1.5931,0.04,0.05
5,2,2,96,0.78906,2.9902,0.04,1.5
5,1,2,96,1.0657,1.8635,0.04,0.05
5,2,1,97,0.79646,2.9853,0.02,1.5
5,2,2,82,0.86134,3.087,0.08,1.5
5,1,1,94,0.91094,3.2105,0.02,1.5
5,2,2,96,0.85378,1.6762,0.08,0.05
5,1,1,99,0.94831,2.4396,0.04,0.75
5,1,1,98,0.8051,1.6274,0.16,0.05
5,2,2,97,0.67388,2.1034,0.16,0.75
5,2,1,97,0.79293,1.5783,0.08,0.05
5,1,1,77,0.72891,3.0776,0.08,1.5
5,2,1,95,1.1025,2.5815,0.04,0.75
5,1,2,99,1.1483,1.9461,0.02,0.05
5,2,2,96,1.071,3.2352,0.04,1.5
5,1,1,97,0.96899,3.3054,0.04,1.5
5,1,1,97,0.82777,1.6378,0.08,0.05
5,1,2,75,0.95457,2.4336,0.04,0.75
5,2,2,99,0.75898,2.8002,0.16,1.5
5,2,2,97,0.82269,2.3263,0.08,0.75
5,1,1,97,0.83783,2.3292,0.04,0.75
5,2,2,97,0.76591,2.2203,0.08,0.75
5,1,2,98,1.1077,1.9546,0.04,0.05
5,1,2,97,0.82125,1.6928,0.02,0.05
5,1,1,96,0.73376,1.5298,0.16,0.75
5,1,1,100,0.67448,2.8876,0.08,1.5
5,1,1,99,0.78108,1.6526,0.16,0.05
5,1,2,98,0.83802,2.3171,0.02,0.75
5,1,2,60,0.86847,3.4879,0.02,1.5
5,1,1,95,1.3911,2.2258,0.02,0.05
5,1,2,90,1.5147,4.0848,0.08,1.5
5,1,1,97,0.82124,3.1084,0.16,1.5
5,2,2,92,0.90895,2.4126,0.16,0.75
5,2,2,60,1.0743,3.5829,0.04,1.5
5,1,2,92,1.0324,1.867,0.04,0.05
5,2,2,90,0.97896,1.7644,0.08,0.05
5,2,2,93,0.92263,1.745,0.16,0.05
5,1,2,89,0.9538,2.519,0.02,0.75
5,1,2,85,0.92453,3.2364,0.02,1.5
9,1,1,85,0.92892,2.7344,0.16,0.75
9,2,2,91,1.0134,2.575,0.16,1.5
9,2,1,92,1.179,2.0998,0.04,0.05
9,1,1,74,0.96387,2.7997,0.08,0.75
9,2,2,37,1.2703,3.5083,0.04,1.5
9,1,1,97,0.91218,1.673,0.16,0.05
9,1,1,93,1.0982,3.3609,0.08,1.5
9,1,2,86,1.1205,2.6242,0.04,0.75
9,1,1,98,0.79268,1.6151,0.08,0.05
9,1,1,96,0.916,1.6769,0.16,0.05
9,1,1,95,0.86816,2.6141,0.04,1.5
9,1,1,92,1.2975,2.1075,0.04,0.05
9,2,2,96,1.0015,2.883,0.02,1.5
9,2,1,63,1.2489,3.0847,0.02,0.75
9,2,2,93,1.4093,2.2809,0.08,0.05
9,2,1,69,0.86355,3.5815,0.08,1.5
9,1,1,96,0.94473,3.109,0.16,1.5
9,1,1,99,1.0828,1.9468,0.02,0.75
9,1,1,88,1.4929,2.3521,0.02,0.05
9,1,1,87,1.0873,1.9465,0.02,0.05
9,1,1,89,0.93401,2.5976,0.04,0.75
9,1,1,94,0.88615,2.4145,0.08,0.75
9,1,1,43,1.0583,3.5547,0.02,1.5
9,1,1,97,0.81512,1.6791,0.16,0.75
9,1,1,89,0.8418,1.6272,0.08,0.05
9,2,2,8,0.82044,3.1446,0.08,1.5
9,1,1,90,1.1461,2.7605,0.04,0.75
9,2,2,96,0.79934,1.5725,0.16,0.05
9,1,1,95,0.80058,2.9773,0.16,1.5
9,1,2,63,0.97135,2.5488,0.02,0.75
9,2,2,27,1.3279,3.8981,0.08,1.5
9,1,1,96,0.75134,1.6475,0.08,0.05
9,2,2,93,0.88313,1.6686,0.04,0.05
9,2,2,92,0.81522,1.5638,0.16,0.05
9,2,2,92,0.76642,1.5442,0.16,0.75
9,2,2,96,0.72284,1.5253,0.16,0.75
9,2,1,94,0.78559,1.6202,0.02,0.05
9,2,2,79,0.76323,1.5118,0.02,0.05
9,1,1,98,0.81732,2.6495,0.16,1.5
9,1,1,96,1.2745,3.5863,0.02,1.5
9,1,1,97,0.89419,2.3609,0.04,0.75
9,1,1,98,0.76392,2.243,0.08,0.75
9,1,1,100,0.84381,2.3598,0.08,0.75
9,2,1,68,1.209,2.9919,0.04,1.5
9,1,2,64,1.2962,2.1185,0.04,0.05
9,1,1,85,0.92598,2.4543,0.02,0.75
9,2,2,78,1.1084,3.4203,0.04,1.5
9,1,1,17,1.0719,3.4575,0.02,1.5
9,1,2,18,1.126,2.7526,0.04,0.75
9,1,1,99,0.76177,1.5208,0.16,0.75
9,2,2,98,0.67038,1.4678,0.16,0.05
9,2,1,98,0.75394,1.5072,0.04,0.75
9,1,1,90,0.59377,1.2934,0.04,0.05
9,2,2,66,0.69703,2.3715,0.02,0.75
9,2,2,93,1.4037,2.2015,0.08,0.05
9,2,2,99,0.64292,1.402,0.16,0.75
9,2,2,97,0.63383,2.7367,0.16,1.5
9,2,2,99,0.6433,1.4703,0.08,0.75
9,1,1,97,0.66728,1.3543,0.02,0.05
9,1,2,89,1.0151,3.1179,0.08,1.5
9,1,1,64,0.836,2.8528,0.02,1.5
9,1,1,96,0.84867,3.0008,0.08,1.5
9,1,2,77,0.82539,2.8914,0.04,1.5
9,1,1,96,1.2486,2.0218,0.04,0.05
9,2,2,93,0.62609,1.4115,0.16,0.05
9,1,2,94,0.72291,1.3976,0.02,0.05
9,2,2,96,0.9262,3.0044,0.16,1.5
9,1,2,93,1.0321,3.1473,0.04,1.5
9,2,2,83,0.95338,1.8419,0.02,0.75
9,2,2,83,0.91863,3.0338,0.02,1.5
9,1,1,88,0.98327,1.8472,0.08,0.75
9,1,1,93,0.88734,1.5866,0.08,0.05
9,2,2,90,0.75223,2.2559,0.16,0.75
9,1,1,91,1.1045,2.7681,0.04,0.75
9,2,2,97,0.73769,2.0199,0.16,0.75
9,1,1,99,0.74338,2.3296,0.16,1.5
9,1,1,99,0.95689,2.2022,0.08,0.75
9,2,2,98,0.98063,3.0343,0.08,1.5
9,2,2,94,0.70691,1.454,0.16,0.05
9,2,2,89,1.1507,3.3888,0.04,1.5
9,1,1,98,0.7457,1.5065,0.02,0.05
9,2,2,88,0.8263,1.5748,0.08,0.05
9,1,1,98,0.73195,1.5466,0.08,0.75
9,2,2,97,0.67037,2.8105,0.08,1.5
9,1,1,99,0.61004,2.7868,0.04,1.5
9,2,2,98,0.74438,1.5035,0.04,0.75
9,1,1,96,0.68653,2.2994,0.02,0.75
9,1,1,98,1.2137,1.9991,0.02,0.05
9,2,2,98,0.71217,1.4115,0.16,0.05
9,2,1,96,0.65664,2.8579,0.02,1.5
9,1,1,92,0.85142,1.8091,0.04,0.05
9,2,2,93,0.73063,1.5084,0.02,0.75
9,2,1,90,0.95935,1.7448,0.04,0.05
9,2,2,73,1.1379,3.4375,0.02,1.5
9,1,1,97,0.65799,2.8716,0.16,1.5
9,2,2,87,0.83918,1.637,0.08,0.05
9,2,2,84,0.84201,2.8465,0.04,1.5
9,1,1,99,0.94187,3.1186,0.16,1.5
9,1,1,97,1.068,1.8516,0.02,0.75
9,2,1,99,0.81969,3.353,0.02,1.5
9,1,1,98,0.82009,3.0091,0.16,1.5
9,2,2,96,0.71004,1.4691,0.16,0.75
9,1,1,70,1.1201,2.8453,0.02,0.75
9,1,1,100,0.76786,1.5334,0.16,0.75
9,2,1,33,1.0541,4.2271,0.02,1.5
9,1,1,93,0.79229,1.5532,0.04,0.05
9,2,2,93,0.72222,1.4339,0.16,0.05
9,1,1,99,0.76031,2.9616,0.08,1.5
9,2,2,98,0.79668,1.5499,0.04,0.75
9,1,1,99,0.62182,2.8354,0.08,1.5
9,1,1,99,0.56229,1.2248,0.16,0.05
9,2,2,98,1.2606,2.3413,0.02,0.05
9,2,2,86,0.79401,2.9953,0.04,1.5
9,2,1,99,0.88237,1.5586,0.08,0.05
9,2,1,94,0.63954,1.3928,0.04,0.75
9,2,2,80,0.61807,1.342,0.08,0.05
9,2,2,91,0.60089,1.36,0.08,0.75
9,1,2,93,0.90698,1.6661,0.08,0.75
9,1,1,89,0.91783,1.6295,0.04,0.05
9,2,1,62,1.6729,2.5075,0.02,0.05
9,1,2,87,0.91195,1.7264,0.02,0.75
9,2,2,78,0.81433,1.6168,0.04,0.75
9,2,2,93,0.75952,2.6409,0.02,1.5
9,1,2,83,1.0888,2.3171,0.02,0.05
9,2,2,90,0.81649,1.6927,0.08,0.75
9,2,2,97,0.63437,1.3585,0.16,0.05
9,1,1,94,0.86248,1.5495,0.08,0.05
9,1,2,99,0.69576,2.8617,0.16,1.5
9,1,1,98,0.64459,1.3455,0.08,0.05
9,1,2,81,0.70946,2.8123,0.02,1.5
9,2,1,96,0.88589,1.5852,0.04,0.05
9,2,2,74,0.74895,1.5022,0.16,0.75
9,2,2,78,0.9952,3.4424,0.04,1.5
9,1,2,84,1.0088,2.734,0.02,0.75
9,2,1,76,1.1616,3.3259,0.04,1.5
9,1,2,77,0.96462,3.0674,0.08,1.5
9,2,2,95,0.91075,1.8192,0.16,0.05
9,1,1,96,0.90538,3.1067,0.16,1.5
9,2,2,80,0.82705,1.7033,0.08,0.75
9,2,2,68,2.9663,4.1085,0.02,0.05
9,1,1,99,0.71253,1.4766,0.16,0.75
9,2,2,70,0.8687,1.708,0.04,0.75
9,2,1,74,0.79233,1.5162,0.04,0.05
9,1,1,98,0.81122,2.951,0.08,1.5
9,1,1,92,0.69924,1.4301,0.16,0.05
9,1,2,83,0.7946,1.6216,0.04,0.75
9,1,1,99,0.60207,1.3735,0.16,0.75
9,2,2,74,0.92461,2.3251,0.04,0.05
9,1,2,76,1.0577,1.7939,0.02,0.05
9,2,1,70,1.7561,2.5784,0.08,0.05
9,1,1,100,0.6385,1.4099,0.16,0.75
9,2,2,93,0.5451,2.6849,0.16,1.5
9,2,2,78,1.1666,3.4416,0.08,1.5
9,1,1,97,0.98861,1.8479,0.08,0.05
9,1,1,99,1.2217,2.7746,0.08,0.75
9,1,1,96,1.3237,3.1065,0.02,1.5
9,2,2,94,0.83821,2.5597,0.08,1.5
9,1,1,95,1.1837,3.3235,0.04,1.5
9,2,2,90,0.61731,1.3905,0.16,0.05
9,1,1,97,0.71488,1.4681,0.02,0.75
9,1,2,92,0.72393,1.5216,0.04,0.05
9,2,1,63,1.475,3.2124,0.02,0.75
9,2,2,69,1.0358,2.6379,0.08,0.75
9,1,1,94,0.95997,2.4722,0.16,1.5
9,1,1,95,1.4277,2.3654,0.04,0.75
9,2,2,91,0.69528,2.8366,0.04,1.5
9,2,1,97,0.85407,3.0308,0.02,1.5
9,1,2,80,0.73721,1.498,0.02,0.05
9,1,2,82,0.79512,2.1143,0.02,0.75
9,2,2,83,1.3157,2.9265,0.02,1.5
9,2,1,97,0.75764,1.5109,0.02,0.75
9,1,1,88,0.62584,1.3252,0.16,0.05
9,1,1,99,0.69098,2.3262,0.16,1.5
9,1,1,97,1.0841,2.83,0.08,1.5
9,1,2,86,0.95999,1.8562,0.04,0.05
9,2,2,96,0.717,1.4778,0.16,0.05
9,2,2,80,0.70805,2.2449,0.04,1.5
9,1,2,33,1.6552,3.2081,0.04,0.75
9,2,2,78,0.79734,1.6443,0.08,0.05
9,1,1,97,0.6867,1.4214,0.08,0.05
9,2,2,81,0.75793,1.5358,0.16,0.75
9,1,2,8,0.96804,3.2799,0.08,1.5
9,1,1,99,0.85914,1.7307,0.04,0.05
9,1,1,38,1.2431,3.0913,0.08,0.75
9,1,1,98,1.1146,1.9908,0.08,0.75
9,2,2,94,0.50838,2.605,0.16,1.5
9,2,2,78,1.7045,4.0287,0.04,1.5
9,1,1,97,0.71281,1.5582,0.02,0.05
9,2,2,89,0.92505,2.3056,0.04,0.75
9,1,2,91,1.11,3.2513,0.02,1.5
9,2,2,92,0.76556,1.9493,0.16,0.75
9,2,2,79,1.0578,2.6552,0.02,0.05
6,2,1,98,0.74979,1.5998,0.04,0.05
6,1,1,98,0.69597,2.1687,0.16,0.75
6,2,2,100,0.7374,2.2526,0.16,1.5
6,2,1,99,0.74956,1.5072,0.08,0.05
6,1,1,99,0.69156,2.9293,0.16,1.5
6,1,2,100,0.8359,1.5936,0.16,0.05
6,2,1,99,0.69227,3.2839,0.08,1.5
6,1,2,98,0.82488,1.6442,0.02,0.05
6,1,1,100,0.71993,1.5085,0.16,0.05
6,2,2,63,0.6911,2.3023,0.02,0.75
6,1,1,64,0.73449,2.2382,0.08,0.75
6,2,2,51,0.8569,2.422,0.04,0.75
6,2,1,61,0.7091,2.9468,0.08,1.5
6,2,2,93,0.91566,2.3731,0.04,0.75
6,1,1,80,0.73973,2.9777,0.04,1.5
6,1,2,94,0.82398,2.2815,0.16,0.75
6,1,1,97,0.70723,1.48,0.04,0.05
6,1,2,65,0.78697,2.4289,0.02,0.75
6,1,1,97,0.66712,1.4087,0.08,0.05
6,1,2,46,0.79253,2.2655,0.08,0.75
6,1,1,99,0.71392,1.5025,0.02,0.05
6,1,2,51,0.68499,3.2765,0.02,1.5
6,2,2,54,0.83965,3.0776,0.02,1.5
6,2,1,99,0.63817,2.83,0.04,1.5
6,1,2,89,0.94372,3.1971,0.02,1.5
6,1,1,96,0.69015,2.8512,0.02,1.5
6,1,2,55,0.69811,1.625,0.04,0.05
6,2,2,59,0.81067,3.0024,0.16,1.5
6,2,1,99,0.65936,1.4017,0.16,0.05
6,2,2,90,0.7229,2.7302,0.08,1.5
6,1,1,100,0.71695,2.1744,0.02,0.75
6,1,1,100,0.69971,2.0806,0.04,0.75
6,1,2,97,0.69121,1.5105,0.08,0.05
6,1,1,99,0.64564,2.8069,0.16,1.5
6,1,1,51,1.1888,3.7804,0.04,1.5
6,2,2,100,0.73908,1.4969,0.08,0.05
6,2,1,98,0.68586,1.7818,0.02,0.05
6,2,2,84,0.68642,1.5057,0.16,0.05
6,2,1,50,0.75981,3.0439,0.08,1.5
6,2,2,84,0.77923,2.2367,0.04,0.75
6,2,1,98,0.6968,2.185,0.16,0.75
6,2,1,52,0.99243,1.9808,0.04,0.05
6,1,1,99,0.73733,2.1947,0.08,0.75
6,1,2,97,0.72456,2.1513,0.08,0.75
6,2,1,98,0.67279,2.0838,0.02,0.75
6,2,1,100,0.55231,1.3101,0.02,0.05
6,2,2,99,0.70659,1.6104,0.16,0.75
6,2,1,98,0.688,2.8956,0.04,1.5
6,1,2,99,0.5136,2.6139,0.08,0.75
6,2,2,0,0.74303,2.2542,0.02,0.05
6,1,2,100,0.69407,2.1362,0.02,0.75
6,2,2,88,1.0407,1.8138,0.08,0.05
6,2,1,50,1.2705,3.5853,0.08,1.5
6,2,2,74,1.0653,3.3032,0.02,1.5
6,1,2,99,0.72697,2.9649,0.04,1.5
6,2,2,85,0.7578,1.5002,0.04,0.05
6,1,1,70,0.67368,2.1462,0.02,0.75
