Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Accuracy,Training,cond,Int.Block,five_s_to,exclude_subj
240,0,0,50,1.663679161,0.53610138,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.137580543,0.398612606,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.221979452,0.417083423,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.337968144,0.435382477,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.231570161,0.4485754,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.185057438,0.368904076,0.256,1,0,Control,Post,TRUE,FALSE
240,0,0,50,3.289185661,0.551416751,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.386837263,0.483237917,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.938312577,0.901522783,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.033658196,0.351794088,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.307789301,0.636831151,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.553937365,0.500846896,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.541887925,0.398987528,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.078810693,0.400980474,0.128,1,0,Control,Post,TRUE,FALSE
240,0,1,50,1.724013602,0.386439097,0.032,0,0,Control,Post,TRUE,FALSE
240,0,0,50,1.162652048,0.448626416,0.256,1,0,Control,Post,TRUE,FALSE
240,0,0,50,4.068235585,0.470619754,0.064,1,0,Control,Post,TRUE,FALSE
240,0,0,50,1.224636209,0.568391803,0.256,1,0,Control,Post,TRUE,FALSE
240,0,0,50,1.699183895,0.450309039,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.439094571,0.385313122,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.695528853,0.434785378,0.064,1,0,Control,Post,TRUE,FALSE
240,0,0,50,1.534203222,0.491065103,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.070950302,0.615664031,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.478880727,0.385194789,0.032,1,0,Control,Post,TRUE,FALSE
240,0,0,50,3.125000717,0.452060489,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.193981921,0.355021984,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.572083069,0.935626539,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,3.79328762,0.53475021,0.032,1,0,Control,Post,TRUE,FALSE
240,0,0,50,1.36147385,0.448607399,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.290736065,0.502797881,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.406005099,0.41780127,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.321599247,0.350114182,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.575128332,0.433415794,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.183255275,0.415372726,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.168310298,0.549968379,0.128,1,0,Control,Post,TRUE,FALSE
240,0,0,50,2.09872958,0.500221422,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,0.984967783,0.433515713,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.197192911,0.417001013,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.184179902,0.401636437,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.702662342,0.39977239,0.128,1,0,Control,Post,TRUE,FALSE
240,0,1,50,3.270151856,0.349192875,0.064,0,0,Control,Post,TRUE,FALSE
240,0,0,50,2.701400827,0.416106874,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.068300487,1.849335509,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.225620305,0.417515097,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.585287161,0.433692609,0.032,1,0,Control,Post,TRUE,FALSE
240,0,0,50,2.292796327,0.448764371,0.256,1,0,Control,Post,TRUE,FALSE
240,0,1,50,1.859171337,0.451431392,0.032,0,0,Control,Post,TRUE,FALSE
240,0,1,50,3.264500851,0.416240904,0.064,0,0,Control,Post,TRUE,FALSE
240,1,1,50,1.699527724,0.382067115,0.064,1,0,Control,Post,TRUE,FALSE
240,0,0,50,2.868884606,0.470617641,0.032,1,0,Control,Post,TRUE,FALSE
240,0,0,50,1.805400151,0.430872842,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,2.228252913,0.466026199,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,0.944896059,0.436209299,0.256,1,0,Control,Post,TRUE,FALSE
240,0,0,50,3.201131107,0.417104554,0.128,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.5375253,1.652589969,0.064,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.840160172,0.683660535,0.064,1,0,Control,Post,TRUE,FALSE
240,0,1,50,1.373387449,0.381026871,0.064,0,0,Control,Post,TRUE,FALSE
240,1,1,50,2.243950753,0.499987472,0.032,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.087253995,0.715048367,0.256,1,0,Control,Post,TRUE,FALSE
240,1,1,50,1.117470873,0.431503146,0.128,1,0,Control,Post,TRUE,FALSE
277,0,0,50,3.28961646,39.06453537,0.128,1,1,Control,Practice,TRUE,FALSE
277,0,NaN,50,5.005271539,0,0.128,0,1,Control,Practice,TRUE,FALSE
277,1,1,30,1.293428764,1.217262682,0.128,1,1,Control,Practice,TRUE,FALSE
277,0,0,30,2.056214955,2.418052673,0.256,1,1,Control,Practice,TRUE,FALSE
277,1,0,30,1.944056425,3.618428802,0.032,0,1,Control,Practice,TRUE,FALSE
277,1,0,30,1.039528239,1.000695204,0.032,0,1,Control,Practice,TRUE,FALSE
277,0,0,30,1.896579069,1.218632564,0.064,1,1,Control,Practice,TRUE,FALSE
277,0,1,30,1.533634397,2.59755154,0.032,0,1,Control,Practice,TRUE,FALSE
277,1,0,30,1.275478727,2.516161615,0.256,0,1,Control,Practice,TRUE,FALSE
277,1,1,30,1.921216713,1.386482305,0.064,1,1,Control,Practice,TRUE,FALSE
277,1,0,30,2.047684438,1.397624291,0.256,0,1,Control,Practice,TRUE,FALSE
277,0,0,40,2.03459902,0.733056016,0.064,1,1,Control,Practice,TRUE,FALSE
277,0,1,30,1.246699138,0.987268674,0.256,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.479471246,1.398375643,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.728418101,2.050534082,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,1.87181615,0.885147289,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.488660441,1.069557566,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.150138784,1.934963527,0.064,0,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.425647396,1.317454822,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.497314724,1.417413315,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.501177138,1.332803352,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.827738744,1.096619822,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.596870222,0.973120677,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.506989324,1.466723016,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.211150438,1.450242778,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.866262665,1.031739113,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.718013279,1.218596943,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,20,1.587526168,0.701786612,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,1.690592705,1.147607613,0.128,0,0,Control,Pre,TRUE,FALSE
277,0,0,20,1.695707875,0.58732301,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.761057991,1.298951156,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.462884147,0.951928566,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.977898056,0.918480874,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.547113755,1.234762331,0.064,0,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.771415419,1.302473666,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,2.241519065,0.918416576,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,0,20,2.003231508,1.270158889,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.454404043,1.298627251,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.589175882,0.599389923,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.735385238,0.716145012,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.929711006,0.682314249,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.525225836,1.151489044,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.436136741,0.550437031,0.128,0,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.759547136,1.015015871,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.879361366,1.368020298,0.256,0,0,Control,Pre,TRUE,FALSE
277,1,1,20,2.496052308,1.115814465,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,2.294552019,1.231097339,0.256,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.468534532,0.664274254,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,3.514897387,0.885502287,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.058387506,0.786950806,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.5226198,0.935372559,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.813630594,0.836238169,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,2.289065549,1.001621037,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.793082068,0.619587677,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.446652952,0.698846408,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.964352589,0.582178257,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,1,40,1.342240683,1.319028465,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.177551208,0.896460737,0.256,0,0,Control,Pre,TRUE,FALSE
277,0,0,20,2.918986505,1.349098544,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.139853503,0.516580911,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.625944133,0.669691294,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.313457472,1.134970772,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.314090793,1.152442045,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,20,3.000341112,0.866448315,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.274674547,0.688373364,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.635753971,0.750949001,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.980144263,0.517040657,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.398100036,1.034988129,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.305260219,0.668083237,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,1.77491891,0.750149048,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.542300151,0.699150993,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.417865816,0.731068813,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,10,1.99396594,1.06563025,0.128,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.739346061,0.598213539,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.42970844,0.747653497,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.532255158,0.785570359,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.76934671,0.598519031,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.512275353,0.73089403,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.861941712,0.949076205,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.178564281,0.619354936,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.091069054,0.969809475,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.725266286,0.649701527,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,40,2.101315394,0.520144475,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.742289284,0.796534544,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.504794737,0.801176082,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.453992293,0.832557782,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.357127354,1.11518205,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.107661285,0.531116206,0.256,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.220903826,0.685582283,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.507946249,0.935547643,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.214351457,0.583800199,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.615899441,0.633301285,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.486110855,0.682560876,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.118465479,0.870256694,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.410602546,0.649756467,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.53370594,0.88604535,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.259314546,1.101394182,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.642475386,0.534880513,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.755264822,0.766497067,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.558209554,1.097237446,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.369141741,0.5991602,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.453920147,0.603460325,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,20,1.889233087,1.249536103,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.190740168,0.83621583,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.82066535,0.550776332,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,1,20,1.624745713,0.850740258,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,0,30,1.501978601,1.117446671,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.467121181,0.482510765,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.767612473,0.932856179,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.397181751,0.630652384,0.064,0,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.831219596,0.583770616,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.558855252,0.969078047,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.228707744,0.518467592,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.05297107,0.799874724,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.152170967,0.434811536,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.495981067,0.802129384,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,0,40,1.319822984,0.749645832,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.189764527,0.631215974,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,3.017045336,0.500630152,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.284050297,0.785304412,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.092179328,0.74923529,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.927748555,0.950020753,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.011687161,0.549877064,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.49548902,0.68513612,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.669015711,1.202962844,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.061743384,0.7017685,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.354435588,1.132774674,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.461649201,0.883945851,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.659739879,0.418280886,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.904220884,1.218257944,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.683872798,0.786197945,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.314027401,1.070956729,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.477784704,1.198663022,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.451748803,0.919447459,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,1.561602562,0.50270852,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.141822896,0.614619517,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,1,50,1.341011171,0.801329733,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.647084323,0.585736991,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.836275299,1.233733561,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.230480923,0.798492768,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.119052614,1.068005959,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.388720966,1.014336665,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.651804648,1.314398398,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.195962502,0.870861942,0.128,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.3179197,0.933274871,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,2.741716035,0.949628022,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.478966219,1.302299185,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.448852671,0.663285029,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.861715008,0.951842835,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.886526227,0.666105392,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,20,1.987920711,0.570853942,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,10,1.87844459,0.648216633,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.26809169,0.502414801,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,2.827814815,0.481887104,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.337194037,0.601723974,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.20407976,0.719086725,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.384305226,0.751374334,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.191192368,0.701235097,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,20,1.726236795,0.755174563,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.79172577,0.4673666,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.04278933,0.502794552,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,3.451062956,0.703032425,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.417053789,0.536539585,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.141074865,0.686266922,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.680141395,0.73489953,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.191240968,0.584077617,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.344298524,0.449313323,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,2.215029757,0.702354126,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.394986861,0.700388053,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.807113845,0.533631077,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.857333078,0.799535725,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.30523788,0.868964695,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.538202581,1.083633718,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.642114351,0.649022322,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.374783673,0.698934855,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,10,2.44722922,0.969228679,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,50,0.959844175,0.76549456,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.220691612,0.651789857,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,50,1.852893188,1.400995866,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,1,40,3.014744491,0.533134502,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,40,2.692680431,0.550907041,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.57347658,0.482916176,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.862047668,0.484372995,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.320036405,0.519050199,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.497405285,0.497579765,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.339793129,0.41621248,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.116825123,0.68425587,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.190981663,0.480802187,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,50,1.344039823,0.353528472,0.064,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,2.087353348,0.968055314,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.736999331,0.782541103,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.841920551,1.013543957,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.186235678,0.600420805,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,0,10,2.777453403,0.450712486,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,40,2.048287874,0.584825648,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.479183867,0.568902963,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,1,40,1.461581884,0.848594875,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.795594222,0.533185216,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.230600161,0.698775468,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,20,1.655292443,0.801702843,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.650281116,0.602265829,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.051433953,0.884011356,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.864932932,0.632359454,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,2.626333242,0.71641277,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.983277966,0.836666823,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.970568374,0.633015717,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,1,30,2.808524177,0.585083746,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,30,2.599215442,0.547124924,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.669759818,0.615454486,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,2.089259651,0.549251893,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.249020209,0.752324618,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,40,2.421720985,0.933047262,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,40,2.278123703,0.902447101,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,1,10,2.054089797,0.733401354,0.064,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.253962408,0.516313757,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,0,30,2.777965976,0.684334658,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.630109322,0.799371509,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.579381138,0.615260687,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.675592531,0.513822733,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.116539555,0.631926875,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.874807068,0.697935669,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.446609181,0.979828508,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.262330821,0.765057453,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.557479635,0.615222349,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.137065441,0.654289634,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,40,1.597242426,0.836782137,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.54332228,0.615646475,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.521661366,0.635107971,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.369113969,0.83485742,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.437703139,0.634177913,0.128,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.236006333,0.59903583,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.051868645,1.134311188,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,2.266863988,0.501161441,0.064,1,0,Control,Pre,TRUE,FALSE
277,1,1,30,1.685145478,1.286195982,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.14040532,1.35002981,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.267151368,0.333381733,0.256,1,0,Control,Pre,TRUE,FALSE
277,1,0,20,2.322357174,0.899427204,0.032,0,0,Control,Pre,TRUE,FALSE
277,0,0,20,2.448422206,0.486461929,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.766224177,0.714730755,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.174069149,0.852162665,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.25300005,0.799196425,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,1,30,1.876376183,0.500552571,0.032,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.145453777,0.651567983,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,0.991124145,0.502134063,0.128,1,0,Control,Pre,TRUE,FALSE
277,0,0,40,1.4868933,0.915405735,0.032,1,0,Control,Pre,TRUE,FALSE
277,0,0,30,1.40453196,0.597611914,0.032,1,0,Control,Pre,TRUE,FALSE
277,1,0,50,1.339618649,0.516208404,0.064,0,0,Control,Pre,TRUE,FALSE
277,1,1,50,1.778849245,0.601577568,0.064,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.413980762,0.585169779,0.256,1,0,Control,Pre,TRUE,FALSE
277,0,0,50,1.315051944,0.937602768,0.128,1,0,Control,Pre,TRUE,FALSE
