Subj_idx,Stimulus,Response,Confidence,RT_decConf,Picture_ID,Accuracy,Confidence_raw
111,0,0,2,1.453178716,words\slide33.jpg,1,2
111,1,1,2,1.317006165,words\slide34.jpg,1,8
111,0,0,2,1.063169651,words\slide35.jpg,1,2
111,0,1,1,3.237900325,words\slide36.jpg,0,6
111,1,1,2,1.232641899,words\slide37.jpg,1,8
111,1,1,1,2.234818431,shapes\slide.028.jpeg,1,6
111,0,0,2,1.46341113,shapes\slide.033.jpeg,1,2
111,1,1,2,1.748476006,shapes\slide.023.jpeg,1,8
111,1,1,2,4.976432386,shapes\slide.025.jpeg,1,8
111,0,1,1,3.277284269,shapes\slide.036.jpeg,0,6
111,1,1,2,1.76516984,faces\slide025.jpg,1,8
111,0,0,2,1.293977002,faces\slide035.jpg,1,2
111,0,1,1,1.81510399,faces\slide036.jpg,0,6
111,0,1,1,4.015667147,faces\slide037.jpg,0,6
111,1,1,1,1.985585697,faces\slide026.jpg,1,6
111,0,0,2,1.130977903,words\slide52.jpg,1,2
111,0,0,2,1.014229565,words\slide53.jpg,1,2
111,1,0,1,2.822675669,words\slide48.jpg,0,4
111,0,1,1,3.719960428,words\slide55.jpg,0,6
111,0,0,1,6.097739053,words\slide191.jpg,1,4
111,1,0,2,4.67195466,shapes\slide.042.jpeg,0,2
111,1,1,1,1.681803304,shapes\slide.047.jpeg,1,6
111,0,1,1,3.143823769,shapes\slide.053.jpeg,0,6
111,0,0,2,1.965787977,shapes\slide.054.jpeg,1,2
111,0,0,2,2.960944479,shapes\slide.055.jpeg,1,2
111,0,1,2,4.451414544,faces\slide053.jpg,0,8
111,0,1,1,5.832286792,faces\slide054.jpg,0,6
111,1,1,1,1.983514729,faces\slide041.jpg,1,6
111,0,0,2,3.881284792,faces\slide107.jpg,1,2
111,0,0,2,1.546749075,faces\slide057.jpg,1,2
112,0,0,2,4.308911429,words\slide14.jpg,1,2
112,1,1,2,1.503906798,words\slide7.jpg,1,8
112,0,1,2,1.655924269,words\slide16.jpg,0,8
112,0,0,2,1.519786173,words\slide217.jpg,1,2
112,0,0,2,0.964218807,words\slide18.jpg,1,2
112,1,1,1,3.595630514,shapes\slide.284.jpeg,1,6
112,1,1,2,1.343984095,shapes\slide.288.jpeg,1,8
112,0,0,2,2.218589374,shapes\slide.299.jpeg,1,2
112,0,1,1,1.931768024,shapes\slide.300.jpeg,0,6
112,1,1,2,1.143282019,shapes\slide.292.jpeg,1,8
112,0,0,1,2.723711629,faces\slide015.jpg,1,4
112,1,0,1,5.377754067,faces\slide005.jpg,0,4
112,1,1,1,2.823729113,faces\slide004.jpg,1,6
112,0,0,1,2.62202784,faces\slide018.jpg,1,4
112,1,1,1,2.185229931,faces\slide012.jpg,1,6
112,0,0,2,1.722635092,words\slide33.jpg,1,2
112,1,1,2,1.183714642,words\slide34.jpg,1,8
112,0,0,2,1.050314622,words\slide35.jpg,1,2
112,0,1,2,0.794774783,words\slide36.jpg,0,8
112,1,1,2,0.811423532,words\slide37.jpg,1,8
112,1,1,2,1.445675947,shapes\slide.028.jpeg,1,8
112,0,0,2,1.093303516,shapes\slide.033.jpeg,1,2
112,1,1,1,2.790400826,shapes\slide.023.jpeg,1,6
112,1,0,1,3.260528123,shapes\slide.025.jpeg,0,4
112,0,0,1,2.083524516,shapes\slide.036.jpeg,1,4
112,1,1,2,1.563443275,faces\slide025.jpg,1,8
112,0,0,1,4.201782278,faces\slide035.jpg,1,4
112,0,0,2,3.343848841,faces\slide036.jpg,1,2
112,0,0,2,3.209422134,faces\slide037.jpg,1,2
112,1,1,2,0.957119236,faces\slide026.jpg,1,8
112,0,0,2,1.250344092,words\slide52.jpg,1,2
112,0,0,2,1.080863047,words\slide53.jpg,1,2
112,1,1,2,1.217023136,words\slide48.jpg,1,8
112,0,1,2,1.15030095,words\slide55.jpg,0,8
112,0,0,2,1.472588266,words\slide191.jpg,1,2
112,1,1,1,3.463972307,shapes\slide.042.jpeg,1,6
112,1,0,2,4.185123267,shapes\slide.047.jpeg,0,2
112,0,1,1,2.032431723,shapes\slide.053.jpeg,0,6
112,0,0,2,0.85822484,shapes\slide.054.jpeg,1,2
112,0,0,2,0.672101277,shapes\slide.055.jpeg,1,2
112,0,0,1,4.705925497,faces\slide053.jpg,1,4
112,0,0,1,3.445620233,faces\slide054.jpg,1,4
112,1,1,2,1.430089807,faces\slide041.jpg,1,8
112,0,0,1,2.805991365,faces\slide107.jpg,1,4
112,0,0,1,1.429019501,faces\slide057.jpg,1,4
113,0,0,2,3.901188442,words\slide14.jpg,1,2
113,1,1,2,2.617739654,words\slide7.jpg,1,8
113,0,0,2,0.847554774,words\slide16.jpg,1,2
113,0,0,2,1.622549431,words\slide217.jpg,1,2
113,0,0,2,0.948127204,words\slide18.jpg,1,2
113,1,1,2,4.320352702,shapes\slide.284.jpeg,1,8
113,1,1,2,1.02556344,shapes\slide.288.jpeg,1,8
113,0,0,2,1.916860721,shapes\slide.299.jpeg,1,2
113,0,1,2,0.908231566,shapes\slide.300.jpeg,0,8
113,1,1,2,1.076140508,shapes\slide.292.jpeg,1,8
113,0,0,1,4.521947677,faces\slide015.jpg,1,4
113,1,1,1,4.520869308,faces\slide005.jpg,1,6
113,1,1,1,1.361643403,faces\slide004.jpg,1,6
113,0,0,2,1.546721218,faces\slide018.jpg,1,2
113,1,1,2,1.545684634,faces\slide012.jpg,1,8
113,0,0,2,2.111512272,words\slide33.jpg,1,2
113,1,1,2,1.689268318,words\slide34.jpg,1,8
113,0,0,2,1.08089567,words\slide35.jpg,1,2
113,0,0,2,1.486438093,words\slide36.jpg,1,2
113,1,1,2,0.980992547,words\slide37.jpg,1,8
113,1,1,2,1.211310197,shapes\slide.028.jpeg,1,8
113,0,0,2,1.714055787,shapes\slide.033.jpeg,1,2
113,1,1,2,0.656440362,shapes\slide.023.jpeg,1,8
113,1,1,2,1.025546947,shapes\slide.025.jpeg,1,8
113,0,1,2,1.443935968,shapes\slide.036.jpeg,0,8
113,1,0,2,1.427260095,faces\slide025.jpg,0,2
113,0,0,2,0.823853005,faces\slide035.jpg,1,2
113,0,0,2,1.579239079,faces\slide036.jpg,1,2
113,0,0,2,1.545927653,faces\slide037.jpg,1,2
113,1,1,2,0.940491747,faces\slide026.jpg,1,8
113,0,0,2,1.353063731,words\slide52.jpg,1,2
113,0,0,2,0.641977309,words\slide53.jpg,1,2
113,1,1,2,1.961480364,words\slide48.jpg,1,8
113,0,1,2,1.250347391,words\slide55.jpg,0,8
113,0,0,2,0.878107597,words\slide191.jpg,1,2
113,1,0,1,3.141041708,shapes\slide.042.jpeg,0,4
113,1,1,2,1.059952137,shapes\slide.047.jpeg,1,8
113,0,0,1,2.723764045,shapes\slide.053.jpeg,1,4
113,0,0,2,1.208888814,shapes\slide.054.jpeg,1,2
113,0,0,2,0.858218975,shapes\slide.055.jpeg,1,2
113,0,0,1,3.142125942,faces\slide053.jpg,1,4
113,0,0,1,1.192226503,faces\slide054.jpg,1,4
113,1,1,2,1.04220889,faces\slide041.jpg,1,8
113,0,1,1,3.075493926,faces\slide107.jpg,0,6
113,0,0,2,1.310639679,faces\slide057.jpg,1,2
114,0,0,2,3.483834905,words\slide14.jpg,1,2
114,1,0,1,8.603560672,words\slide7.jpg,0,4
114,0,0,1,4.346094649,words\slide16.jpg,1,4
114,0,0,2,1.603077935,words\slide217.jpg,1,2
114,0,0,2,1.266983311,words\slide18.jpg,1,2
114,1,1,2,1.798365805,shapes\slide.284.jpeg,1,8
114,1,1,2,1.127711639,shapes\slide.288.jpeg,1,8
114,0,0,2,1.712350262,shapes\slide.299.jpeg,1,2
114,0,0,1,4.586434318,shapes\slide.300.jpeg,1,4
114,1,1,2,2.607145829,shapes\slide.292.jpeg,1,8
114,0,0,2,1.950184976,faces\slide015.jpg,1,2
114,1,1,2,1.293922754,faces\slide005.jpg,1,8
114,1,1,2,1.059927212,faces\slide004.jpg,1,8
114,0,0,2,1.228353346,faces\slide018.jpg,1,2
114,1,1,2,3.209415169,faces\slide012.jpg,1,8
114,0,0,2,1.436462889,words\slide33.jpg,1,2
114,1,1,2,1.083690926,words\slide34.jpg,1,8
114,0,0,2,0.864255938,words\slide35.jpg,1,2
114,0,0,2,2.114363243,words\slide36.jpg,1,2
114,1,1,2,0.930877324,words\slide37.jpg,1,8
114,1,1,2,4.232997445,shapes\slide.028.jpeg,1,8
114,0,0,2,1.125526676,shapes\slide.033.jpeg,1,2
114,1,1,2,3.076501186,shapes\slide.023.jpeg,1,8
114,1,1,2,0.992203264,shapes\slide.025.jpeg,1,8
114,0,1,2,1.496772772,shapes\slide.036.jpeg,0,8
114,1,1,2,1.98352316,faces\slide025.jpg,1,8
114,0,0,2,2.117488022,faces\slide035.jpg,1,2
114,0,0,2,1.129053187,faces\slide036.jpg,1,2
114,0,0,2,1.160631964,faces\slide037.jpg,1,2
114,1,1,2,1.025517622,faces\slide026.jpg,1,8
114,0,0,2,1.333689002,words\slide52.jpg,1,2
114,0,0,2,1.539286993,words\slide53.jpg,1,2
114,1,1,2,1.200361192,words\slide48.jpg,1,8
114,0,1,2,0.981020771,words\slide55.jpg,0,8
114,0,0,2,1.622766424,words\slide191.jpg,1,2
114,1,1,2,2.050864437,shapes\slide.042.jpeg,1,8
114,1,0,1,5.612830544,shapes\slide.047.jpeg,0,4
114,0,1,2,2.135254361,shapes\slide.053.jpeg,0,8
114,0,0,2,1.46336861,shapes\slide.054.jpeg,1,2
114,0,0,2,0.95997314,shapes\slide.055.jpeg,1,2
114,0,1,2,2.250836359,faces\slide053.jpg,0,8
114,0,1,2,0.75546818,faces\slide054.jpg,0,8
114,1,1,2,0.773845545,faces\slide041.jpg,1,8
114,0,0,2,2.435862492,faces\slide107.jpg,1,2
114,0,0,2,1.07554231,faces\slide057.jpg,1,2
115,0,0,2,5.476351563,words\slide14.jpg,1,2
115,1,1,2,1.924961321,words\slide7.jpg,1,8
115,0,0,2,3.059187895,words\slide16.jpg,1,2
115,0,0,2,1.200755225,words\slide217.jpg,1,2
115,0,0,2,0.963934003,words\slide18.jpg,1,2
115,1,0,1,5.463246185,shapes\slide.284.jpeg,0,4
115,1,1,2,2.153992771,shapes\slide.288.jpeg,1,8
115,0,1,1,1.80127359,shapes\slide.299.jpeg,0,6
115,0,0,1,3.958170848,shapes\slide.300.jpeg,1,4
115,1,1,2,2.573089954,shapes\slide.292.jpeg,1,8
115,0,1,1,5.008709428,faces\slide015.jpg,0,6
115,1,1,2,1.750615517,faces\slide005.jpg,1,8
115,1,1,1,7.413058387,faces\slide004.jpg,1,6
115,0,0,1,1.830634783,faces\slide018.jpg,1,4
115,1,0,1,2.572749435,faces\slide012.jpg,0,4
115,0,0,2,3.262030582,words\slide33.jpg,1,2
115,1,1,2,2.484346965,words\slide34.jpg,1,8
115,0,0,1,3.262052941,words\slide35.jpg,1,4
115,0,0,1,3.683796565,words\slide36.jpg,1,4
115,1,1,2,1.908713936,words\slide37.jpg,1,8
115,1,0,1,3.16073203,shapes\slide.028.jpeg,0,4
115,0,0,2,2.035991589,shapes\slide.033.jpeg,1,2
115,1,1,1,2.626214128,shapes\slide.023.jpeg,1,6
115,1,1,2,1.631817837,shapes\slide.025.jpeg,1,8
115,0,0,1,4.305262494,shapes\slide.036.jpeg,1,4
115,1,1,2,5.314227036,faces\slide025.jpg,1,8
115,0,0,1,1.780671309,faces\slide035.jpg,1,4
115,0,0,2,2.571437578,faces\slide036.jpg,1,2
115,0,0,1,6.176460756,faces\slide037.jpg,1,4
115,1,0,1,3.427794881,faces\slide026.jpg,0,4
115,0,0,1,4.377915345,words\slide52.jpg,1,4
115,0,0,2,1.891794312,words\slide53.jpg,1,2
115,1,1,1,2.232028672,words\slide48.jpg,1,6
115,0,1,1,2.263409517,words\slide55.jpg,0,6
115,0,0,2,3.584902168,words\slide191.jpg,1,2
115,1,1,1,2.508156864,shapes\slide.042.jpeg,1,6
115,1,0,1,4.339136564,shapes\slide.047.jpeg,0,4
115,0,1,1,5.75625588,shapes\slide.053.jpeg,0,6
115,0,0,2,1.630074192,shapes\slide.054.jpeg,1,2
115,0,0,2,1.713989443,shapes\slide.055.jpeg,1,2
115,0,1,1,2.490318317,faces\slide053.jpg,0,6
115,0,1,1,1.866761992,faces\slide054.jpg,0,6
115,1,1,1,4.067379764,faces\slide041.jpg,1,6
115,0,0,1,5.315336195,faces\slide107.jpg,1,4
115,0,0,2,2.371368521,faces\slide057.jpg,1,2
116,0,0,2,4.242986842,words\slide14.jpg,1,2
116,1,1,2,2.463814694,words\slide7.jpg,1,8
116,0,0,1,3.823174533,words\slide16.jpg,1,4
116,0,0,2,1.515536108,words\slide217.jpg,1,2
116,0,0,1,2.31220995,words\slide18.jpg,1,4
116,1,1,2,2.168152326,shapes\slide.284.jpeg,1,8
116,1,1,1,5.364296074,shapes\slide.288.jpeg,1,6
116,0,0,2,1.664436864,shapes\slide.299.jpeg,1,2
116,0,1,2,3.261576435,shapes\slide.300.jpeg,0,8
116,1,0,1,5.332012068,shapes\slide.292.jpeg,0,4
116,0,1,1,6.789135886,faces\slide015.jpg,0,6
116,1,0,1,12.9121708,faces\slide005.jpg,0,4
116,1,1,2,1.749522486,faces\slide004.jpg,1,8
116,0,0,1,4.33580982,faces\slide018.jpg,1,4
116,1,1,1,4.217358156,faces\slide012.jpg,1,6
116,0,0,2,2.141636974,words\slide33.jpg,1,2
116,1,1,2,1.706692671,words\slide34.jpg,1,8
116,0,0,2,2.600429295,words\slide35.jpg,1,2
116,0,0,1,2.905958999,words\slide36.jpg,1,4
116,1,0,2,6.978442874,words\slide37.jpg,0,2
116,1,0,2,2.556393921,shapes\slide.028.jpeg,0,2
116,0,0,2,1.315046993,shapes\slide.033.jpeg,1,2
116,1,0,1,6.086070157,shapes\slide.023.jpeg,0,4
116,1,1,2,1.362728003,shapes\slide.025.jpeg,1,8
116,0,1,1,2.285258777,shapes\slide.036.jpeg,0,6
116,1,1,2,1.966615265,faces\slide025.jpg,1,8
116,0,0,1,3.832255636,faces\slide035.jpg,1,4
116,0,0,1,4.374416326,faces\slide036.jpg,1,4
116,0,0,2,2.234248823,faces\slide037.jpg,1,2
116,1,1,2,1.885406934,faces\slide026.jpg,1,8
116,0,0,2,2.164074902,words\slide52.jpg,1,2
116,0,0,2,1.369800817,words\slide53.jpg,1,2
116,1,1,2,1.402864093,words\slide48.jpg,1,8
116,0,0,1,5.021097481,words\slide55.jpg,1,4
116,0,0,2,4.007817629,words\slide191.jpg,1,2
116,1,1,2,1.765135384,shapes\slide.042.jpeg,1,8
116,1,1,1,3.547701354,shapes\slide.047.jpeg,1,6
116,0,1,1,2.252945081,shapes\slide.053.jpeg,0,6
116,0,0,2,1.208863522,shapes\slide.054.jpeg,1,2
116,0,0,2,0.723147886,shapes\slide.055.jpeg,1,2
116,0,1,2,1.631725835,faces\slide053.jpg,0,8
116,0,1,1,3.544535889,faces\slide054.jpg,0,6
116,1,1,2,1.916834696,faces\slide041.jpg,1,8
116,0,0,2,3.432016723,faces\slide107.jpg,1,2
116,0,0,1,3.209601373,faces\slide057.jpg,1,4
117,0,0,2,2.856040244,words\slide14.jpg,1,2
117,1,1,2,1.519822828,words\slide7.jpg,1,8
117,0,1,1,2.483715778,words\slide16.jpg,0,6
117,0,0,1,1.994836142,words\slide217.jpg,1,4
117,0,0,2,1.758706954,words\slide18.jpg,1,2
117,1,1,2,2.015772711,shapes\slide.284.jpeg,1,8
117,1,1,2,1.226604569,shapes\slide.288.jpeg,1,8
117,0,0,2,1.377265098,shapes\slide.299.jpeg,1,2
117,0,1,1,1.765105328,shapes\slide.300.jpeg,0,6
117,1,1,1,1.579318618,shapes\slide.292.jpeg,1,6
117,0,0,1,2.13524593,faces\slide015.jpg,1,4
117,1,1,1,1.882428039,faces\slide005.jpg,1,6
117,1,1,1,1.343951839,faces\slide004.jpg,1,6
117,0,0,1,2.049659243,faces\slide018.jpg,1,4
117,1,1,2,1.377299187,faces\slide012.jpg,1,8
117,0,0,2,1.167014944,words\slide33.jpg,1,2
117,1,1,2,0.980900911,words\slide34.jpg,1,8
117,0,0,2,0.980850329,words\slide35.jpg,1,2
117,0,1,2,0.79476452,words\slide36.jpg,0,8
117,1,1,2,0.744714175,words\slide37.jpg,1,8
117,1,1,1,1.260593367,shapes\slide.028.jpeg,1,6
117,0,0,2,0.957159189,shapes\slide.033.jpeg,1,2
117,1,0,2,2.469977747,shapes\slide.023.jpeg,0,2
117,1,1,1,1.982447356,shapes\slide.025.jpeg,1,6
117,0,1,1,0.873803283,shapes\slide.036.jpeg,0,6
117,1,1,1,4.921498589,faces\slide025.jpg,1,6
117,0,1,1,1.831801855,faces\slide035.jpg,0,6
117,0,0,1,1.311670032,faces\slide036.jpg,1,4
117,0,0,2,0.923680253,faces\slide037.jpg,1,2
117,1,1,2,1.445666417,faces\slide026.jpg,1,8
117,0,0,2,1.130893232,words\slide52.jpg,1,2
117,0,0,2,0.893681276,words\slide53.jpg,1,2
117,1,1,2,0.946471529,words\slide48.jpg,1,8
117,0,1,1,1.622593416,words\slide55.jpg,0,6
117,0,0,2,1.808702684,words\slide191.jpg,1,2
117,1,1,1,1.715116929,shapes\slide.042.jpeg,1,6
117,1,0,1,1.730706002,shapes\slide.047.jpeg,0,4
117,0,1,1,1.56232532,shapes\slide.053.jpeg,0,6
117,0,0,2,0.923809642,shapes\slide.054.jpeg,1,2
117,0,0,2,0.959937952,shapes\slide.055.jpeg,1,2
117,0,0,1,2.704237933,faces\slide053.jpg,1,4
117,0,1,1,1.175537434,faces\slide054.jpg,0,6
117,1,1,2,1.563375832,faces\slide041.jpg,1,8
117,0,1,1,1.260588969,faces\slide107.jpg,0,6
117,0,1,1,1.226950219,faces\slide057.jpg,0,6
118,0,1,1,6.625697302,words\slide14.jpg,0,6
118,1,1,1,2.806021788,words\slide7.jpg,1,6
118,0,0,1,3.769978517,words\slide16.jpg,1,4
118,0,0,2,1.353094887,words\slide217.jpg,1,2
118,0,0,2,1.2169326,words\slide18.jpg,1,2
118,1,1,1,6.384267902,shapes\slide.284.jpeg,1,6
118,1,0,2,1.680711005,shapes\slide.288.jpeg,0,2
118,0,0,2,1.16167258,shapes\slide.299.jpeg,1,2
118,0,1,1,2.654283256,shapes\slide.300.jpeg,0,6
118,1,1,2,1.043312551,shapes\slide.292.jpeg,1,8
118,0,0,2,2.32025117,faces\slide015.jpg,1,2
118,1,1,1,1.596799053,faces\slide005.jpg,1,6
118,1,1,2,1.446709965,faces\slide004.jpg,1,8
118,0,0,1,2.000153582,faces\slide018.jpg,1,4
118,1,1,1,1.595729848,faces\slide012.jpg,1,6
118,0,0,1,3.95221929,words\slide33.jpg,1,4
118,1,0,1,1.503820295,words\slide34.jpg,0,4
118,0,0,2,1.555895422,words\slide35.jpg,1,2
118,0,1,2,1.419769423,words\slide36.jpg,0,8
118,1,1,2,1.453097709,words\slide37.jpg,1,8
118,1,0,1,3.797351581,shapes\slide.028.jpeg,0,4
118,0,0,2,1.730708934,shapes\slide.033.jpeg,1,2
118,1,1,1,1.98416351,shapes\slide.023.jpeg,1,6
118,1,1,1,5.477710338,shapes\slide.025.jpeg,1,6
118,0,1,2,1.814020122,shapes\slide.036.jpeg,0,8
118,1,1,1,2.905967796,faces\slide025.jpg,1,6
118,0,0,2,1.680712105,faces\slide035.jpg,1,2
118,0,0,1,1.545582002,faces\slide036.jpg,1,4
118,0,0,1,2.453682346,faces\slide037.jpg,1,4
118,1,0,1,1.343943409,faces\slide026.jpg,0,4
118,0,1,1,2.703263662,words\slide52.jpg,0,6
118,0,0,2,1.353117246,words\slide53.jpg,1,2
118,1,0,2,1.047558219,words\slide48.jpg,0,2
118,0,1,2,1.114221758,words\slide55.jpg,0,8
118,0,1,1,2.921583627,words\slide191.jpg,0,6
118,1,1,1,4.638637003,shapes\slide.042.jpeg,1,6
118,1,0,1,1.815093727,shapes\slide.047.jpeg,0,4
118,0,0,1,3.228254379,shapes\slide.053.jpeg,1,4
118,0,0,2,4.082982766,shapes\slide.054.jpeg,1,2
118,0,0,1,1.613409682,shapes\slide.055.jpeg,1,4
118,0,0,1,5.344385093,faces\slide053.jpg,1,4
118,0,0,1,1.125518246,faces\slide054.jpg,1,4
118,1,0,1,1.310605225,faces\slide041.jpg,0,4
118,0,0,1,1.192210375,faces\slide107.jpg,1,4
118,0,0,2,3.949019736,faces\slide057.jpg,1,2
119,0,0,1,3.73382455,words\slide14.jpg,1,4
119,1,1,2,1.503171513,words\slide7.jpg,1,8
119,0,1,2,1.892282181,words\slide16.jpg,0,8
119,0,0,2,1.403092083,words\slide217.jpg,1,2
119,0,0,2,1.130882236,words\slide18.jpg,1,2
119,1,1,2,2.805962408,shapes\slide.284.jpeg,1,8
119,1,1,1,2.67201294,shapes\slide.288.jpeg,1,6
119,0,0,2,1.595699424,shapes\slide.299.jpeg,1,2
119,0,1,1,2.285199398,shapes\slide.300.jpeg,0,6
119,1,1,1,3.478920296,shapes\slide.292.jpeg,1,6
119,0,0,1,1.932449793,faces\slide015.jpg,1,4
119,1,1,1,1.260633687,faces\slide005.jpg,1,6
119,1,1,1,1.445608503,faces\slide004.jpg,1,6
119,0,0,2,2.637584657,faces\slide018.jpg,1,2
119,1,0,1,2.134243435,faces\slide012.jpg,0,4
119,0,0,2,1.65590301,words\slide33.jpg,1,2
119,1,1,2,1.472578003,words\slide34.jpg,1,8
119,0,0,2,1.233660155,words\slide35.jpg,1,2
119,0,0,1,3.513375337,words\slide36.jpg,1,4
119,1,1,2,2.889332243,words\slide37.jpg,1,8
119,1,1,1,1.731812962,shapes\slide.028.jpeg,1,6
119,0,0,2,1.261192298,shapes\slide.033.jpeg,1,2
119,1,1,2,1.733940744,shapes\slide.023.jpeg,1,8
119,1,1,1,3.429924862,shapes\slide.025.jpeg,1,6
119,0,1,1,1.578994961,shapes\slide.036.jpeg,0,6
119,1,1,1,1.411593682,faces\slide025.jpg,1,6
119,0,0,1,1.814006927,faces\slide035.jpg,1,4
119,0,0,2,2.922689121,faces\slide036.jpg,1,2
119,0,0,1,1.245008326,faces\slide037.jpg,1,4
119,1,1,2,1.42897185,faces\slide026.jpg,1,8
119,0,0,2,1.183676888,words\slide52.jpg,1,2
119,0,0,1,1.841867126,words\slide53.jpg,1,4
119,1,0,1,1.317022659,words\slide48.jpg,0,4
119,0,1,2,1.908703307,words\slide55.jpg,0,8
119,0,0,1,1.352874962,words\slide191.jpg,1,4
119,1,0,1,1.42681841,shapes\slide.042.jpeg,0,4
119,1,1,2,2.370276223,shapes\slide.047.jpeg,1,8
119,0,0,1,1.294845709,shapes\slide.053.jpeg,1,4
119,0,0,2,1.142237737,shapes\slide.054.jpeg,1,2
119,0,0,2,0.907183986,shapes\slide.055.jpeg,1,2
119,0,0,1,2.235180942,faces\slide053.jpg,1,4
119,0,0,1,1.025570039,faces\slide054.jpg,1,4
119,1,1,2,2.336767597,faces\slide041.jpg,1,8
119,0,0,1,1.714054687,faces\slide107.jpg,1,4
119,0,0,1,1.731789136,faces\slide057.jpg,1,4
120,0,0,1,4.039456886,words\slide14.jpg,1,4
120,1,1,2,1.539274531,words\slide7.jpg,1,8
120,0,1,2,1.150428873,words\slide16.jpg,0,8
120,0,0,2,1.65590191,words\slide217.jpg,1,2
120,0,0,2,1.655906675,words\slide18.jpg,1,2
120,1,1,1,4.16848588,shapes\slide.284.jpeg,1,6
120,1,1,2,1.092340975,shapes\slide.288.jpeg,1,8
120,0,0,2,2.101220845,shapes\slide.299.jpeg,1,2
120,0,1,1,2.253648844,shapes\slide.300.jpeg,0,6
120,1,1,2,1.025553544,shapes\slide.292.jpeg,1,8
120,0,0,1,1.949115403,faces\slide015.jpg,1,4
120,1,1,2,1.410621243,faces\slide005.jpg,1,8
120,1,1,2,1.025572238,faces\slide004.jpg,1,8
120,0,0,1,2.639732966,faces\slide018.jpg,1,4
120,1,1,1,4.790275101,faces\slide012.jpg,1,6
120,0,0,1,6.253425619,words\slide33.jpg,1,4
120,1,1,2,1.083736745,words\slide34.jpg,1,8
120,0,0,2,1.133657333,words\slide35.jpg,1,2
120,0,1,2,0.965009074,words\slide36.jpg,0,8
120,1,1,2,0.845115063,words\slide37.jpg,1,8
120,1,1,2,3.567830428,shapes\slide.028.jpeg,1,8
120,0,0,2,1.294522785,shapes\slide.033.jpeg,1,2
120,1,1,2,1.192060825,shapes\slide.023.jpeg,1,8
120,1,1,1,3.075460937,shapes\slide.025.jpeg,1,6
120,0,1,1,1.848423114,shapes\slide.036.jpeg,0,6
120,1,0,1,2.101915077,faces\slide025.jpg,0,4
120,0,0,2,1.228338317,faces\slide035.jpg,1,2
120,0,0,2,6.133945436,faces\slide036.jpg,1,2
120,0,0,1,5.647216674,faces\slide037.jpg,1,4
120,1,1,1,2.386204715,faces\slide026.jpg,1,6
120,0,0,2,1.384374199,words\slide52.jpg,1,2
120,0,1,2,1.403117008,words\slide53.jpg,0,8
120,1,1,1,3.683844215,words\slide48.jpg,1,6
120,0,1,2,1.436443463,words\slide55.jpg,0,8
120,0,0,2,1.250363885,words\slide191.jpg,1,2
120,1,0,1,4.452471654,shapes\slide.042.jpeg,0,4
120,1,1,1,2.958687307,shapes\slide.047.jpeg,1,6
120,0,1,1,3.750065702,shapes\slide.053.jpeg,0,6
120,0,0,2,1.44672646,shapes\slide.054.jpeg,1,2
120,0,0,2,0.992192635,shapes\slide.055.jpeg,1,2
120,0,0,1,2.82350992,faces\slide053.jpg,1,4
120,0,1,1,1.464440016,faces\slide054.jpg,0,6
120,1,1,2,1.125637739,faces\slide041.jpg,1,8
120,0,0,2,4.252492034,faces\slide107.jpg,1,2
120,0,0,2,2.234134462,faces\slide057.jpg,1,2
121,0,0,2,1.606819239,words\slide14.jpg,1,2
121,1,1,2,1.284369911,words\slide7.jpg,1,8
121,0,1,1,1.826018907,words\slide16.jpg,0,6
121,0,0,2,1.064525127,words\slide217.jpg,1,2
121,0,0,2,0.729094313,words\slide18.jpg,1,2
121,1,0,1,2.693627247,shapes\slide.284.jpeg,0,4
121,1,1,1,2.027860933,shapes\slide.288.jpeg,1,6
121,0,0,2,1.401326079,shapes\slide.299.jpeg,1,2
121,0,1,1,1.504698898,shapes\slide.300.jpeg,0,6
121,1,1,2,0.964572887,shapes\slide.292.jpeg,1,8
121,0,1,1,1.703812377,faces\slide015.jpg,0,6
121,1,1,2,1.047027831,faces\slide005.jpg,1,8
121,1,1,2,0.942958214,faces\slide004.jpg,1,8
121,0,1,1,1.605222578,faces\slide018.jpg,0,6
121,1,1,2,0.791190726,faces\slide012.jpg,1,8
121,0,0,2,1.541282087,words\slide33.jpg,1,2
121,1,1,2,0.895528652,words\slide34.jpg,1,8
121,0,0,2,0.728089252,words\slide35.jpg,1,2
121,0,1,1,0.999313098,words\slide36.jpg,0,6
121,1,1,2,0.81307774,words\slide37.jpg,1,8
121,1,1,1,2.212520522,shapes\slide.028.jpeg,1,6
121,0,0,2,1.09337096,shapes\slide.033.jpeg,1,2
121,1,1,2,1.080613432,shapes\slide.023.jpeg,1,8
121,1,1,2,0.806464572,shapes\slide.025.jpeg,1,8
121,0,1,1,1.588875127,shapes\slide.036.jpeg,0,6
121,1,1,1,1.384254707,faces\slide025.jpg,1,6
121,0,0,2,1.480050715,faces\slide035.jpg,1,2
121,0,0,2,0.993157009,faces\slide036.jpg,1,2
121,0,0,2,0.591753223,faces\slide037.jpg,1,2
121,1,1,1,1.31379818,faces\slide026.jpg,1,6
121,0,0,2,0.927608127,words\slide52.jpg,1,2
121,0,0,2,0.744485819,words\slide53.jpg,1,2
121,1,0,2,1.203060414,words\slide48.jpg,0,2
121,0,0,2,1.030686978,words\slide55.jpg,1,2
121,0,0,2,0.77494884,words\slide191.jpg,1,2
