Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Condition,Accuracy,Response_key,Solution,Target,Anagram,Type_of_change,RT_covresp,Trial,Sol_letters,Target_letters
1,0,NaN,2,NaN,2.365,2,1,0,NaN,koniczyna,zakonnica,NYNICZKOA,changed,NaN,3,9,9
1,1,1,3,1.045,2.051,3,1,1,o,rachunek,rachunek,ENCKRHAU,none,NaN,4,8,8
1,1,1,NaN,0.466,NaN,3,1,1,o,cmentarz,cmentarz,RNACTMZE,none,NaN,5,8,8
1,1,1,4,0.092,1.637,3,1,1,o,bakteria,bakteria,AREIAKTB,none,NaN,6,8,8
1,1,1,4,1.45,1.921,3,1,1,o,dinozaur,dinozaur,OIDZUARN,none,NaN,7,8,8
1,0,1,3,1.832,2.362,1,1,0,o,stolnica,stolica,ILOTNCSA,added,NaN,8,8,7
1,1,1,3,1.596,1.245,3,1,1,o,nadzieja,nadzieja,ZDAEJNAI,none,NaN,9,8,8
1,0,NaN,NaN,NaN,NaN,1,1,0,NaN,bratanek,kabaret,RNATBKEA,added,NaN,10,8,7
1,0,1,1,2.623,0.61,0,1,0,o,doniczka,odznaka,OCDAIZKN,added&changed,NaN,11,8,7
1,0,1,2,1.364,2.987,1,1,0,o,koszula,kalosz,OULZKSA,added,NaN,12,7,6
1,1,NaN,4,NaN,2.41,3,1,0,NaN,trucizna,trucizna,CNRIZAUT,none,NaN,13,8,8
1,1,1,4,2.952,0.737,3,1,1,o,lakomstwo,lakomstwo,TLKOASOWM,none,NaN,14,9,9
1,0,NaN,4,NaN,1.975,2,1,0,NaN,czujnik,czajnik,KZIJUNC,changed,NaN,15,7,7
1,1,1,NaN,1.279,NaN,3,1,1,o,korytarz,korytarz,RTZKYARO,none,NaN,16,8,8
1,1,1,3,1.824,1.557,3,1,1,o,mieszkanie,mieszkanie,ZKESIAIENM,none,NaN,17,10,10
1,0,0,4,1.62,2.62,0,1,1,p,sniezyca,sciezka,ICEYZANS,added&changed,NaN,18,8,7
1,0,0,4,1.442,2.666,2,1,1,p,rakieta,karetka,RKEAIAT,changed,NaN,19,7,7
1,0,0,4,1.87,1.214,1,1,1,p,podstawa,dostawa,AODSTPAW,added,NaN,20,9,8
1,1,1,3,1.801,1.17,3,1,1,o,tabletka,tabletka,KTALAETB,none,NaN,21,8,8
1,0,1,3,1.079,1.403,1,1,0,o,uzdrowisko,skorowidz,ISDRKWOZUO,added,NaN,22,10,9
1,1,1,4,1.276,1.439,3,1,1,o,kurczak,kurczak,CKRAZKU,none,NaN,23,7,7
1,0,0,4,1.398,0.812,2,1,1,p,klamerka,kelnerka,ELAMKRKA,changed,NaN,24,8,8
1,0,0,4,1.087,2.679,2,1,1,p,bratowa,watroba,TRWAOBA,changed,NaN,25,7,7
1,1,1,4,1.087,0.762,3,1,1,o,kochanka ,kochanka ,AKNAOHCK,none,NaN,26,8,8
1,1,1,2,1.088,1.831,3,1,1,o,bankomat,bankomat,AKMOTABN,none,NaN,27,8,8
1,1,1,3,1.247,1.049,3,1,1,o,remanent,remanent,TRMNAENE,none,NaN,28,8,8
1,0,0,4,1.123,1.358,0,1,1,p,sliniak,slimak,IALNKIS,added&changed,NaN,29,7,6
1,1,1,4,0.371,0.485,3,1,1,o,dzielnica,dzielnica,NZLDIACIE,none,NaN,30,9,9
1,0,0,4,0.569,0.54,1,1,1,p,spotkanie,eksponat,TPNSKAOIE,added,NaN,31,9,8
1,0,0,4,0.648,0.909,2,1,1,p,zmiennik,ziemniak,NZIEKNMI,changed,NaN,32,8,8
1,0,0,4,0.655,0.882,0,1,1,p,kregoslup,skorupa,UGELROKSP,added&changed,NaN,33,9,7
1,0,0,4,0.214,0.142,1,1,1,p,katalog,lokata,KTGALOA,added,NaN,34,7,6
1,0,0,4,0.961,0.777,1,1,1,p,kosiarka,sikorka,RSKIOAKA,added,NaN,35,8,7
1,1,1,4,0.215,0.456,3,1,1,o,plantacja,plantacja,CJATLANPA,none,NaN,36,9,9
1,1,1,2,1.3,1.724,3,1,1,o,prowincja,prowincja,RPWIJNOAC,none,NaN,37,9,9
1,0,0,3,1.218,1.568,1,1,1,p,naparstek,pasterka,RAEKNSTPA,added,NaN,38,9,8
1,0,0,4,0.38,0.969,1,1,1,p,wanilia,lawina,WLNIAIA,added,NaN,39,7,6
1,1,1,4,0.858,0.331,3,1,1,o,parowka,parowka,RAOKAPW,none,NaN,40,7,7
1,1,1,3,0.793,0.926,3,1,1,o,klasztor,klasztor,ARLZOSTK,none,NaN,41,8,8
1,1,1,4,0.375,0.727,3,1,1,o,potrawa,potrawa,PAOATWR,none,NaN,42,7,7
2,0,NaN,NaN,NaN,NaN,2,1,0,NaN,potrawa,poprawa,PAOATWR,changed,NaN,3,7,7
2,1,1,4,1.687,2.542,3,1,1,p,klamerka,klamerka,ELAMKRKA,none,NaN,4,8,8
2,1,1,NaN,1.433,NaN,3,1,1,p,stolnica,stolnica,ILOTNCSA,none,NaN,5,8,8
2,1,1,3,1.372,2.918,3,1,1,p,podstawa,podstawa,AODSTPAW,none,NaN,6,9,9
2,1,NaN,NaN,NaN,NaN,3,1,0,NaN,czujnik,czujnik,KZIJUNC,none,NaN,7,7,7
2,1,1,NaN,0.812,NaN,3,1,1,p,koszula,koszula,OULZKSA,none,NaN,8,7,7
2,1,1,2,1.054,2.147,3,1,1,p,zmiennik,zmiennik,NZIEKNMI,none,NaN,9,8,8
2,0,1,3,0.7,1.924,1,1,0,p,bankomat,komnata,AKMOTABN,added,NaN,10,8,7
2,1,1,NaN,1.295,NaN,3,1,1,p,sniezyca,sniezyca,ICEYZANS,none,NaN,11,8,8
2,0,0,3,1.206,2.308,1,1,1,o,nadzieja,niedziela,ZDAEJNAI,added,NaN,12,8,7
2,1,1,2,0.864,2.593,3,1,1,p,sliniak,sliniak,IALNKIS,none,NaN,13,7,7
2,0,1,NaN,0.751,NaN,0,1,0,p,kochanka ,choinka,AKNAOHCK,added&changed,NaN,14,8,7
2,1,1,2,0.717,1.369,3,1,1,p,spotkanie,spotkanie,TPNSKAOIE,none,NaN,15,9,9
2,0,0,3,1.222,1.689,1,1,1,o,bakteria,bateria,AREIAKTB,added,NaN,16,8,7
2,1,1,2,0.668,1.292,3,1,1,p,naparstek,naparstek,RAEKNSTPA,none,NaN,17,9,9
2,0,1,3,0.796,1.879,1,1,0,p,cmentarz,tancerz,RNACTMZE,added,NaN,18,8,7
2,1,1,4,0.707,1.636,3,1,1,p,bratanek,bratanek,RNATBKEA,none,NaN,19,8,8
2,1,1,2,0.855,1.594,3,1,1,p,koniczyna,koniczyna,NYNICZKOA,none,NaN,20,9,9
2,0,0,2,0.904,1,1,1,1,o,dinozaur,rodzina,OIDZUARN,added,NaN,21,8,7
2,0,0,2,1.221,0.882,1,1,1,o,tabletka,baletka,KTALAETB,added,NaN,22,8,7
2,0,1,2,0.761,0.928,2,1,0,p,remanent,atrament,TRMNAENE,changed,NaN,23,8,8
2,0,0,2,0.404,1.673,2,1,1,o,prowincja,pracownik,RPWIJNOAC,changed,NaN,24,9,9
2,1,0,2,1.217,0.831,3,1,0,o,kosiarka,kosiarka,RSKIOAKA,none,NaN,25,8,8
2,0,0,1,0.745,2.512,1,1,1,o,korytarz,aktorzy,RTZKYARO,added,NaN,26,8,7
2,0,1,3,0.783,2.398,2,1,0,p,dzielnica,niedziela,NZLDIACIE,changed,NaN,27,9,9
2,0,0,2,1.449,1.051,2,1,1,o,klasztor,kloszard,ARLZOSTK,changed,NaN,28,8,8
2,1,1,3,0.664,2.634,3,1,1,p,katalog,katalog,KTGALOA,none,NaN,29,7,7
2,0,0,4,1.647,2.396,2,1,1,o,parowka,oprawka,RAOKAPW,changed,NaN,30,7,7
2,0,0,2,1.385,1.685,2,1,1,o,kurczak,kucharz,CKRAZKU,changed,NaN,31,7,7
2,1,1,3,1.739,2.167,3,1,1,p,bratowa,bratowa,TRWAOBA,none,NaN,32,7,7
2,1,1,3,1.106,1.874,3,1,1,p,rakieta,rakieta,RKEAIAT,none,NaN,33,7,7
2,1,1,4,1.182,1.685,3,1,1,p,wanilia,wanilia,WLNIAIA,none,NaN,34,7,7
2,1,1,3,1.04,1.715,3,1,1,p,doniczka,doniczka,OCDAIZKN,none,NaN,35,8,8
2,0,1,3,1.412,2.196,2,1,0,p,plantacja,policjant,CJATLANPA,changed,NaN,36,9,9
2,0,0,3,1.165,2.198,1,1,1,o,trucizna,intruz,CNRIZAUT,added,NaN,37,8,6
2,0,0,3,0.982,1.645,0,1,1,o,rachunek,rabunek,ENCKRHAU,added&changed,NaN,38,8,7
2,0,0,2,2.11,2.866,0,1,1,o,mieszkanie,zamieszki,ZKESIAIENM,added&changed,NaN,39,10,9
2,0,1,3,1.419,1.252,1,1,0,p,lakomstwo,klamstwo,TLKOASOWM,added,NaN,40,9,8
2,1,1,4,0.555,1.317,3,1,1,p,kregoslup,kregoslup,UGELROKSP,none,NaN,41,9,9
2,1,1,2,0.991,1.677,3,1,1,p,uzdrowisko,uzdrowisko,ISDRKWOZUO,none,NaN,42,10,10
3,0,0,NaN,1.341,NaN,0,2,1,p,sliniak,slimak,IALNKIS,added&changed,NaN,3,7,6
3,1,1,4,1.037,1.718,3,2,1,o,nadzieja,nadzieja,ZDAEJNAI,none,NaN,4,8,8
3,1,1,4,0.914,1.598,3,2,1,o,bakteria,bakteria,AREIAKTB,none,NaN,5,8,8
3,0,0,4,0.611,1.677,1,2,1,p,koszula,kalosz,OULZKSA,added,NaN,6,7,6
3,0,1,4,0.769,2.994,1,2,0,o,bratanek,kabaret,RNATBKEA,added,NaN,7,8,7
3,1,1,4,0.569,1.358,3,2,1,o,plantacja,plantacja,CJATLANPA,none,NaN,8,9,9
3,0,0,4,1.083,2.64,2,2,1,p,koniczyna,zakonnica,NYNICZKOA,changed,NaN,9,9,9
3,1,1,2,1.355,1.319,3,2,1,o,rachunek,rachunek,ENCKRHAU,none,NaN,10,8,8
3,1,1,2,1.389,1.53,3,2,1,o,prowincja,prowincja,RPWIJNOAC,none,NaN,11,9,9
3,0,1,2,1.509,1.797,0,2,0,o,sniezyca,sciezka,ICEYZANS,added&changed,NaN,12,8,7
3,1,1,4,0.6,1.6,3,2,1,o,parowka,parowka,RAOKAPW,none,NaN,13,7,7
3,0,0,NaN,0.945,NaN,2,2,1,p,klamerka,kelnerka,ELAMKRKA,changed,NaN,14,8,8
3,0,0,4,0.965,1.925,2,2,1,p,rakieta,karetka,RKEAIAT,changed,NaN,15,7,7
3,0,0,2,1.352,2.083,1,2,1,p,stolnica,stolica,ILOTNCSA,added,NaN,16,8,7
3,1,1,2,0.444,1.285,3,2,1,o,dzielnica,dzielnica,NZLDIACIE,none,NaN,17,9,9
3,1,1,2,0.605,1.254,3,2,1,o,mieszkanie,mieszkanie,ZKESIAIENM,none,NaN,18,10,10
3,0,1,2,0.77,1.478,2,2,0,o,zmiennik,ziemniak,NZIEKNMI,changed,NaN,19,8,8
3,1,1,4,1.31,1.78,3,2,1,o,bankomat,bankomat,AKMOTABN,none,NaN,20,8,8
3,1,1,2,0.596,1.012,3,2,1,o,kochanka ,kochanka ,AKNAOHCK,none,NaN,21,8,8
3,0,0,4,1.055,2.21,1,2,1,p,katalog,lokata,KTGALOA,added,NaN,22,7,6
3,0,0,3,0.755,1.846,1,2,1,p,naparstek,pasterka,RAEKNSTPA,added,NaN,23,9,8
3,1,1,4,0.808,1.043,3,2,1,o,dinozaur,dinozaur,OIDZUARN,none,NaN,24,8,8
3,0,1,1,1.628,1.965,2,2,0,o,czujnik,czajnik,KZIJUNC,changed,NaN,25,7,7
3,1,1,2,0.642,2.668,3,2,1,o,lakomstwo,lakomstwo,TLKOASOWM,none,NaN,26,9,9
3,1,0,2,2.144,1.246,3,2,0,p,trucizna,trucizna,CNRIZAUT,none,NaN,27,8,8
3,1,1,2,0.596,1.163,3,2,1,o,potrawa,potrawa,PAOATWR,none,NaN,28,7,7
3,1,1,2,1.631,0.818,3,2,1,o,cmentarz,cmentarz,RNACTMZE,none,NaN,29,8,8
3,0,0,4,0.717,2.081,1,2,1,p,kosiarka,sikorka,RSKIOAKA,added,NaN,30,8,7
3,1,1,2,0.726,1.839,3,2,1,o,remanent,remanent,TRMNAENE,none,NaN,31,8,8
3,0,0,4,1.587,1.163,0,2,1,p,kregoslup,skorupa,UGELROKSP,added&changed,NaN,32,9,7
3,1,1,3,1.08,0.971,3,2,1,o,korytarz,korytarz,RTZKYARO,none,NaN,33,8,8
3,0,0,3,0.647,1.524,1,2,1,p,spotkanie,eksponat,TPNSKAOIE,added,NaN,34,9,8
3,0,0,2,1.439,1.923,1,2,1,p,podstawa,dostawa,AODSTPAW,added,NaN,35,9,8
3,0,0,4,0.565,1.762,2,2,1,p,bratowa,watroba,TRWAOBA,changed,NaN,36,7,7
3,1,1,2,1.086,2.244,3,2,1,o,tabletka,tabletka,KTALAETB,none,NaN,37,8,8
3,1,1,4,0.595,1.43,3,2,1,o,kurczak,kurczak,CKRAZKU,none,NaN,38,7,7
3,0,1,2,0.414,1.445,1,2,0,o,uzdrowisko,skorowidz,ISDRKWOZUO,added,NaN,39,10,9
3,0,0,4,0.295,1.361,0,2,1,p,doniczka,odznaka,OCDAIZKN,added&changed,NaN,40,8,7
3,0,0,4,0.287,1.569,1,2,1,p,wanilia,lawina,WLNIAIA,added,NaN,41,7,6
3,1,1,2,1.188,2.177,3,2,1,o,klasztor,klasztor,ARLZOSTK,none,NaN,42,8,8
4,0,1,3,2.634,2.005,2,1,0,p,remanent,atrament,TRMNAENE,changed,NaN,3,8,8
4,0,0,3,2.75,2.162,0,1,1,o,kochanka ,choinka,AKNAOHCK,added&changed,NaN,4,8,7
4,1,NaN,3,NaN,2.391,3,1,0,NaN,uzdrowisko,uzdrowisko,ISDRKWOZUO,none,NaN,5,10,10
4,0,1,3,1.005,1.2,1,1,0,p,lakomstwo,klamstwo,TLKOASOWM,added,NaN,6,9,8
4,1,1,2,0.94,1.083,3,1,1,p,bratowa,bratowa,TRWAOBA,none,NaN,7,7,7
4,1,0,2,1.439,0.805,3,1,0,o,sliniak,sliniak,IALNKIS,none,NaN,8,7,7
4,0,0,2,0.805,1.324,0,1,1,o,rachunek,rabunek,ENCKRHAU,added&changed,NaN,9,8,7
4,1,1,3,0.538,1.914,3,1,1,p,stolnica,stolnica,ILOTNCSA,none,NaN,10,8,8
4,1,1,4,2.4,2.242,3,1,1,p,wanilia,wanilia,WLNIAIA,none,NaN,11,7,7
4,1,1,4,0.336,0.699,3,1,1,p,kregoslup,kregoslup,UGELROKSP,none,NaN,12,9,9
4,1,1,4,0.848,0.377,3,1,1,p,czujnik,czujnik,KZIJUNC,none,NaN,13,7,7
4,0,0,2,0.497,1.089,2,1,1,o,prowincja,pracownik,RPWIJNOAC,changed,NaN,14,9,9
4,0,0,2,2.154,1.555,1,1,1,o,nadzieja,niedziela,ZDAEJNAI,added,NaN,15,8,7
4,1,1,3,1.119,0.778,3,1,1,p,podstawa,podstawa,AODSTPAW,none,NaN,16,9,9
4,0,1,1,0.5,1.015,2,1,0,p,potrawa,poprawa,PAOATWR,changed,NaN,17,7,7
4,0,0,4,1.024,0.728,2,1,1,o,dzielnica,niedziela,NZLDIACIE,changed,NaN,18,9,9
4,1,1,2,0.409,1.442,3,1,1,p,doniczka,doniczka,OCDAIZKN,none,NaN,19,8,8
4,1,1,3,1.658,1.085,3,1,1,p,naparstek,naparstek,RAEKNSTPA,none,NaN,20,9,9
4,1,0,2,1.748,1.289,3,1,0,o,spotkanie,spotkanie,TPNSKAOIE,none,NaN,21,9,9
4,1,0,1,0.77,1,3,1,0,o,sniezyca,sniezyca,ICEYZANS,none,NaN,22,8,8
4,0,0,2,0.885,0.817,1,1,1,o,trucizna,intruz,CNRIZAUT,added,NaN,23,8,6
4,0,1,3,0.455,1.201,1,1,0,p,cmentarz,tancerz,RNACTMZE,added,NaN,24,8,7
4,1,1,4,0.922,0.408,3,1,1,p,rakieta,rakieta,RKEAIAT,none,NaN,25,7,7
4,1,1,4,0.854,0.486,3,1,1,p,kosiarka,kosiarka,RSKIOAKA,none,NaN,26,8,8
4,1,0,2,0.331,1.408,3,1,0,o,bratanek,bratanek,RNATBKEA,none,NaN,27,8,8
4,0,0,2,0.174,1.362,0,1,1,o,mieszkanie,zamieszki,ZKESIAIENM,added&changed,NaN,28,10,9
4,0,0,4,1.16,0.547,2,1,1,o,parowka,oprawka,RAOKAPW,changed,NaN,29,7,7
4,0,0,3,0.854,1.2,1,1,1,o,bakteria,bateria,AREIAKTB,added,NaN,30,8,7
4,1,NaN,4,NaN,1.819,3,1,0,NaN,koniczyna,koniczyna,NYNICZKOA,none,NaN,31,9,9
4,0,0,2,1.754,1.795,2,1,1,o,klasztor,kloszard,ARLZOSTK,changed,NaN,32,8,8
4,1,1,4,0.537,0.922,3,1,1,p,katalog,katalog,KTGALOA,none,NaN,33,7,7
4,0,NaN,3,NaN,0.778,2,1,0,NaN,kurczak,kucharz,CKRAZKU,changed,NaN,34,7,7
4,0,0,2,0.617,1.649,2,1,1,o,plantacja,policjant,CJATLANPA,changed,NaN,35,9,9
4,0,0,1,1.16,1.998,1,1,1,o,tabletka,baletka,KTALAETB,added,NaN,36,8,7
4,0,NaN,NaN,NaN,NaN,1,1,0,NaN,bankomat,komnata,AKMOTABN,added,NaN,37,8,7
4,1,1,4,1.359,0.539,3,1,1,p,koszula,koszula,OULZKSA,none,NaN,38,7,7
4,1,1,4,0.454,0.406,3,1,1,p,klamerka,klamerka,ELAMKRKA,none,NaN,39,8,8
4,0,0,4,1.015,0.496,1,1,1,o,korytarz,aktorzy,RTZKYARO,added,NaN,40,8,7
4,1,1,2,1.128,0.732,3,1,1,p,zmiennik,zmiennik,NZIEKNMI,none,NaN,41,8,8
4,0,0,3,0.169,0.857,1,1,1,o,dinozaur,rodzina,OIDZUARN,added,NaN,42,8,7
5,0,1,NaN,2.937,NaN,1,1,0,o,nadzieja,niedziela,ZDAEJNAI,added,NaN,3,8,7
5,0,1,4,0.584,1.168,1,1,0,o,bakteria,bateria,AREIAKTB,added,NaN,4,8,7
5,0,0,3,0.729,0.986,2,1,1,p,prowincja,pracownik,RPWIJNOAC,changed,NaN,5,9,9
5,0,1,3,1.349,0.989,0,1,0,o,mieszkanie,zamieszki,ZKESIAIENM,added&changed,NaN,6,10,9
5,0,1,3,0.814,1.037,1,1,0,o,lakomstwo,klamstwo,TLKOASOWM,added,NaN,7,9,8
5,1,1,4,1.4,0.878,3,1,1,o,doniczka,doniczka,OCDAIZKN,none,NaN,8,8,8
5,0,0,2,1.439,2.036,1,1,1,p,trucizna,intruz,CNRIZAUT,added,NaN,9,8,6
5,0,0,4,1.647,0.589,2,1,1,p,remanent,atrament,TRMNAENE,changed,NaN,10,8,8
5,1,1,2,2.523,1.189,3,1,1,o,koszula,koszula,OULZKSA,none,NaN,11,7,7
5,1,0,4,1.661,0.793,3,1,0,p,klamerka,klamerka,ELAMKRKA,none,NaN,12,8,8
5,1,0,4,1.075,0.455,3,1,0,p,sliniak,sliniak,IALNKIS,none,NaN,13,7,7
5,1,1,3,2.018,1.457,3,1,1,o,spotkanie,spotkanie,TPNSKAOIE,none,NaN,14,9,9
5,0,NaN,1,NaN,2.022,1,1,0,NaN,cmentarz,tancerz,RNACTMZE,added,NaN,15,8,7
5,0,1,3,1.896,1.291,1,1,0,o,dinozaur,rodzina,OIDZUARN,added,NaN,16,8,7
5,1,0,1,1.911,1.466,3,1,0,p,katalog,katalog,KTGALOA,none,NaN,17,7,7
5,0,0,4,1.052,0.338,1,1,1,p,korytarz,aktorzy,RTZKYARO,added,NaN,18,8,7
5,1,1,4,0.887,0.355,3,1,1,o,uzdrowisko,uzdrowisko,ISDRKWOZUO,none,NaN,19,10,10
5,1,1,4,0.477,1.161,3,1,1,o,sniezyca,sniezyca,ICEYZANS,none,NaN,20,8,8
5,1,0,2,1.665,1.133,3,1,0,p,bratowa,bratowa,TRWAOBA,none,NaN,21,7,7
5,0,0,4,0.691,0.47,2,1,1,p,plantacja,policjant,CJATLANPA,changed,NaN,22,9,9
5,1,1,3,1.051,1.968,3,1,1,o,koniczyna,koniczyna,NYNICZKOA,none,NaN,23,9,9
5,1,1,4,0.527,0.568,3,1,1,o,kregoslup,kregoslup,UGELROKSP,none,NaN,24,9,9
5,0,0,2,1.021,2.324,1,1,1,p,bankomat,komnata,AKMOTABN,added,NaN,25,8,7
5,1,1,4,0.49,0.95,3,1,1,o,zmiennik,zmiennik,NZIEKNMI,none,NaN,26,8,8
5,1,1,4,0.898,0.989,3,1,1,o,kosiarka,kosiarka,RSKIOAKA,none,NaN,27,8,8
5,1,1,2,2.666,0.895,3,1,1,o,bratanek,bratanek,RNATBKEA,none,NaN,28,8,8
5,0,0,1,1.175,1.063,2,1,1,p,klasztor,kloszard,ARLZOSTK,changed,NaN,29,8,8
5,0,1,2,2.294,1.45,1,1,0,o,tabletka,baletka,KTALAETB,added,NaN,30,8,7
5,0,0,4,0.915,1.166,0,1,1,p,rachunek,rabunek,ENCKRHAU,added&changed,NaN,31,8,7
5,1,1,2,2.157,1.366,3,1,1,o,podstawa,podstawa,AODSTPAW,none,NaN,32,9,9
5,1,1,3,1.411,1.354,3,1,1,o,rakieta,rakieta,RKEAIAT,none,NaN,33,7,7
5,0,0,4,0.968,1.425,0,1,1,p,kochanka ,choinka,AKNAOHCK,added&changed,NaN,34,8,7
5,1,0,3,0.731,0.765,3,1,0,p,naparstek,naparstek,RAEKNSTPA,none,NaN,35,9,9
5,1,0,1,1.005,0.789,3,1,0,p,stolnica,stolnica,ILOTNCSA,none,NaN,36,8,8
5,0,1,2,1.304,1.027,2,1,0,o,dzielnica,niedziela,NZLDIACIE,changed,NaN,37,9,9
5,0,0,4,1.264,0.861,2,1,1,p,parowka,oprawka,RAOKAPW,changed,NaN,38,7,7
5,0,0,4,0.768,0.609,2,1,1,p,kurczak,kucharz,CKRAZKU,changed,NaN,39,7,7
5,0,0,2,0.845,1.322,2,1,1,p,potrawa,poprawa,PAOATWR,changed,NaN,40,7,7
5,1,1,4,1.024,1.062,3,1,1,o,czujnik,czujnik,KZIJUNC,none,NaN,41,7,7
5,1,1,2,1.648,0.557,3,1,1,o,wanilia,wanilia,WLNIAIA,none,NaN,42,7,7
6,1,NaN,NaN,NaN,NaN,3,1,0,NaN,prowincja,prowincja,RPWIJNOAC,none,NaN,3,9,9
6,0,NaN,2,NaN,2.524,1,1,0,NaN,stolnica,stolica,ILOTNCSA,added,NaN,4,8,7
6,0,1,2,2.57,1.95,1,1,0,o,uzdrowisko,skorowidz,ISDRKWOZUO,added,NaN,5,10,9
6,1,NaN,1,NaN,2.264,3,1,0,NaN,klasztor,klasztor,ARLZOSTK,none,NaN,6,8,8
6,1,0,1,2.264,1.367,3,1,0,p,korytarz,korytarz,RTZKYARO,none,NaN,7,8,8
6,1,1,4,0.788,1.12,3,1,1,o,potrawa,potrawa,PAOATWR,none,NaN,8,7,7
6,1,1,3,1.026,1.204,3,1,1,o,lakomstwo,lakomstwo,TLKOASOWM,none,NaN,9,9,9
6,0,0,1,2.428,1.642,1,1,1,p,koszula,kalosz,OULZKSA,added,NaN,10,7,6
6,1,1,4,0.435,0.737,3,1,1,o,parowka,parowka,RAOKAPW,none,NaN,11,7,7
6,0,0,4,1.386,0.699,2,1,1,p,zmiennik,ziemniak,NZIEKNMI,changed,NaN,12,8,8
6,1,1,3,1.5,1.131,3,1,1,o,bankomat,bankomat,AKMOTABN,none,NaN,13,8,8
6,0,0,1,1.474,0.647,1,1,1,p,kosiarka,sikorka,RSKIOAKA,added,NaN,14,8,7
6,0,0,4,1.569,0.588,2,1,1,p,bratowa,watroba,TRWAOBA,changed,NaN,15,7,7
6,1,1,2,1.189,0.705,3,1,1,o,kurczak,kurczak,CKRAZKU,none,NaN,16,7,7
6,0,0,4,1.731,0.535,0,1,1,p,sliniak,slimak,IALNKIS,added&changed,NaN,17,7,6
6,0,0,NaN,2.422,NaN,1,1,1,p,spotkanie,eksponat,TPNSKAOIE,added,NaN,18,9,8
6,0,0,2,1.58,1.054,2,1,1,p,czujnik,czajnik,KZIJUNC,changed,NaN,19,7,7
6,1,0,3,1.666,0.528,3,1,0,p,remanent,remanent,TRMNAENE,none,NaN,20,8,8
6,1,NaN,2,NaN,0.751,3,1,0,NaN,mieszkanie,mieszkanie,ZKESIAIENM,none,NaN,21,10,10
6,1,1,3,1.193,0.69,3,1,1,o,dinozaur,dinozaur,OIDZUARN,none,NaN,22,8,8
6,0,0,4,1.097,0.534,1,1,1,p,bratanek,kabaret,RNATBKEA,added,NaN,23,8,7
6,1,0,3,1.802,1.032,3,1,0,p,nadzieja,nadzieja,ZDAEJNAI,none,NaN,24,8,8
6,1,0,2,1.811,0.828,3,1,0,p,bakteria,bakteria,AREIAKTB,none,NaN,25,8,8
6,0,0,2,2.937,1,1,1,1,p,katalog,lokata,KTGALOA,added,NaN,26,7,6
6,1,NaN,2,NaN,1.424,3,1,0,NaN,kochanka ,kochanka ,AKNAOHCK,none,NaN,27,8,8
6,1,0,2,2.692,0.609,3,1,0,p,cmentarz,cmentarz,RNACTMZE,none,NaN,28,8,8
6,1,1,2,1.111,1.363,3,1,1,o,dzielnica,dzielnica,NZLDIACIE,none,NaN,29,9,9
6,1,1,2,1.199,0.576,3,1,1,o,trucizna,trucizna,CNRIZAUT,none,NaN,30,8,8
6,1,NaN,1,NaN,1.495,3,1,0,NaN,rachunek,rachunek,ENCKRHAU,none,NaN,31,8,8
6,0,NaN,3,NaN,2.685,2,1,0,NaN,rakieta,karetka,RKEAIAT,changed,NaN,32,7,7
6,0,0,3,1.586,0.802,0,1,1,p,sniezyca,sciezka,ICEYZANS,added&changed,NaN,33,8,7
6,1,0,2,1.757,0.924,3,1,0,p,tabletka,tabletka,KTALAETB,none,NaN,34,8,8
6,0,0,4,0.797,0.456,2,1,1,p,klamerka,kelnerka,ELAMKRKA,changed,NaN,35,8,8
6,0,0,4,0.83,0.495,1,1,1,p,podstawa,dostawa,AODSTPAW,added,NaN,36,9,8
6,0,1,1,2.384,0.697,0,1,0,o,doniczka,odznaka,OCDAIZKN,added&changed,NaN,37,8,7
6,0,0,2,2.697,0.772,0,1,1,p,kregoslup,skorupa,UGELROKSP,added&changed,NaN,38,9,7
6,1,NaN,1,NaN,0.834,3,1,0,NaN,plantacja,plantacja,CJATLANPA,none,NaN,39,9,9
6,0,0,2,1.505,0.685,1,1,1,p,naparstek,pasterka,RAEKNSTPA,added,NaN,40,9,8
6,0,NaN,4,NaN,0.926,1,1,0,NaN,wanilia,lawina,WLNIAIA,added,NaN,41,7,6
6,0,0,4,1.793,0.57,2,1,1,p,koniczyna,zakonnica,NYNICZKOA,changed,NaN,42,9,9
7,0,NaN,1,NaN,2.775,1,3,0,NaN,bankomat,komnata,AKMOTABN,added,1784,3,8,7
7,1,NaN,3,NaN,2.77,3,3,0,NaN,kosiarka,kosiarka,RSKIOAKA,none,1478,4,8,8
7,1,1,3,0.845,2.039,3,3,1,p,podstawa,podstawa,AODSTPAW,none,0,5,9,9
7,0,0,1,1.034,1.295,2,3,1,o,remanent,atrament,TRMNAENE,changed,1936,6,8,8
7,1,NaN,NaN,NaN,NaN,3,3,0,NaN,wanilia,wanilia,WLNIAIA,none,1699,7,7,7
7,1,1,2,1.238,1.137,3,3,1,p,czujnik,czujnik,KZIJUNC,none,1437,8,7,7
7,1,0,1,1.436,1.102,3,3,0,o,spotkanie,spotkanie,TPNSKAOIE,none,1459,9,9,9
7,1,1,1,1.358,1.586,3,3,1,p,koszula,koszula,OULZKSA,none,0,10,7,7
7,1,NaN,2,NaN,1.592,3,3,0,NaN,sniezyca,sniezyca,ICEYZANS,none,0,11,8,8
