Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition,Accuracy,Trial,Block,Sol_letters,Tar_letters,Sol_freq,Tar_freq,Letter_changed
24,1,2,3,1.169,0.818,1,0,29,2,9,9,707,889,1
24,1,2,3,0.637,1.558,1,0,30,2,8,8,248,100,2
24,1,2,4,0.71,1.621,1,0,31,2,9,10,653,6216,2
24,1,2,4,1.3,0.567,1,0,32,2,7,6,613,408,1
25,2,2,4,1.079,6.089,1,1,1,0,NaN,NaN,NaN,NaN,NaN
25,1,1,4,2.645,2.383,1,1,2,0,NaN,NaN,NaN,NaN,NaN
25,1,NaN,1,NaN,3.382,1,NaN,3,1,7,6,212,298,1
25,2,2,1,1.797,2.914,1,1,4,1,8,8,1022,1022,0
25,2,1,1,2.197,0.655,1,0,5,1,9,9,2212,2212,0
25,1,2,4,0.602,0.578,1,0,6,1,8,7,162,615,1
25,2,2,2,0.592,1.868,1,1,7,1,9,9,120,120,0
25,1,2,1,1.328,0.59,1,0,8,1,8,7,2183,100,1
25,1,1,2,0.791,0.438,1,1,9,1,6,7,422,116,2
25,1,2,1,1.019,1.589,1,0,10,1,8,8,328,100,1
25,1,2,1,0.717,1.044,1,0,11,1,7,7,248,100,1
25,2,2,3,0.756,1.811,1,1,12,1,8,8,976,976,0
25,1,2,1,0.908,1.009,1,0,13,1,7,6,920,739,1
25,2,2,1,0.525,1.027,1,1,14,1,7,7,618,618,0
25,1,1,1,0.905,0.59,1,1,15,1,7,7,177,177,0
25,2,2,1,1.72,0.548,1,1,16,1,8,8,962,962,0
25,1,1,4,1.258,0.563,1,1,17,1,8,7,272,12786,1
25,2,2,1,1.21,1.272,1,1,18,2,8,8,857,857,0
25,2,2,1,0.796,0.746,1,1,19,2,8,8,594,594,0
25,1,1,4,2.529,0.5,1,1,20,2,7,6,613,408,1
25,2,2,4,0.597,0.539,1,1,21,2,8,8,134,134,0
25,1,1,1,1.606,0.616,1,1,22,2,8,6,1026,345,2
25,1,NaN,1,NaN,0.972,1,NaN,23,2,8,8,248,100,2
25,1,1,1,2.249,0.538,1,1,24,2,9,10,653,6216,2
25,1,1,4,1.21,0.888,1,1,25,2,7,7,126,126,1
25,2,NaN,1,NaN,0.707,1,NaN,26,2,8,8,3412,3412,0
25,2,2,1,0.871,0.909,1,1,27,2,8,8,104,104,0
25,2,2,1,0.882,0.701,1,1,28,2,8,8,896,896,0
25,1,2,1,0.748,0.619,1,0,29,2,8,7,1124,100,2
25,1,2,1,1.413,0.465,1,0,30,2,9,9,707,889,1
25,2,2,1,0.756,0.578,1,1,31,2,8,8,455,455,0
25,2,2,1,0.824,0.452,1,1,32,2,8,8,175,175,0
26,1,NaN,1,NaN,6.344,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
26,2,1,4,0.229,1.454,1,0,2,0,NaN,NaN,NaN,NaN,NaN
26,1,1,3,0.595,1.635,1,1,3,1,7,7,248,100,1
26,2,1,2,2.15,1.488,1,0,4,1,8,8,976,976,0
26,2,2,3,1.057,1.476,1,1,5,1,7,7,618,618,0
26,1,1,3,0.859,1.758,1,1,6,1,6,7,422,116,2
26,1,1,3,0.779,1.189,1,1,7,1,7,6,920,739,1
26,1,2,3,1.026,1.551,1,0,8,1,8,7,162,615,1
26,2,1,2,1.756,2.17,1,0,9,1,9,9,2212,2212,0
26,1,1,4,0.309,0.857,1,1,10,1,8,7,2183,100,1
26,2,2,4,0.392,0.995,1,1,11,1,8,8,1022,1022,0
26,2,2,3,0.853,0.468,1,1,12,1,8,8,962,962,0
26,1,1,2,0.702,1.991,1,1,13,1,8,8,328,100,1
26,1,1,3,1.769,2.359,1,1,14,1,7,6,212,298,1
26,1,1,3,2.511,0.58,1,1,15,1,8,7,272,12786,1
26,2,2,2,0.895,0.471,1,1,16,1,9,9,120,120,0
26,1,1,2,1.682,0.919,1,1,17,1,7,7,177,177,0
26,1,1,3,0.854,0.853,1,1,18,2,9,9,707,889,1
26,2,2,4,0.357,0.581,1,1,19,2,8,8,896,896,0
26,1,1,2,0.657,2.702,1,1,20,2,7,7,126,126,1
26,1,1,1,0.629,2.546,1,1,21,2,9,10,653,6216,2
26,1,1,3,0.667,1.061,1,1,22,2,8,6,1026,345,2
26,1,1,4,1.599,0.753,1,1,23,2,7,6,613,408,1
26,2,2,3,0.855,1.103,1,1,24,2,8,8,134,134,0
26,2,2,2,1.965,1.699,1,1,25,2,8,8,104,104,0
26,2,2,3,1.483,1.104,1,1,26,2,8,8,857,857,0
26,2,2,4,0.503,0.471,1,1,27,2,8,8,455,455,0
26,2,2,4,0.073,0.623,1,1,28,2,8,8,594,594,0
26,1,2,3,2.226,1.136,1,0,29,2,8,8,248,100,2
26,2,2,2,0.932,0.985,1,1,30,2,8,8,3412,3412,0
26,1,1,4,0.594,0.567,1,1,31,2,8,7,1124,100,2
26,2,2,3,1.373,1.078,1,1,32,2,8,8,175,175,0
27,2,NaN,4,NaN,4.26,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
27,1,NaN,4,NaN,1.422,1,NaN,2,0,NaN,NaN,NaN,NaN,NaN
27,2,1,2,2.484,2.474,1,0,3,1,9,9,120,120,0
27,1,1,2,2.524,1.942,1,1,4,1,8,8,328,100,1
27,2,NaN,2,NaN,1.41,1,NaN,5,1,7,7,618,618,0
27,2,2,2,1.177,1.159,1,1,6,1,8,8,962,962,0
27,1,1,4,2.173,1.221,1,1,7,1,8,7,162,615,1
27,1,1,2,2.1,2.526,1,1,8,1,6,7,422,116,2
27,1,2,3,1.214,1.89,1,0,9,1,7,7,177,177,0
27,1,NaN,4,NaN,3.956,1,NaN,10,1,7,7,248,100,1
27,1,2,1,0.946,2.156,1,0,11,1,8,7,272,12786,1
27,2,2,4,0.837,1.015,1,1,12,1,8,8,976,976,0
27,1,2,4,1.788,0.87,1,0,13,1,7,6,212,298,1
27,1,2,2,1.412,1.063,1,0,14,1,8,7,2183,100,1
27,2,2,2,2.947,1.075,1,1,15,1,9,9,2212,2212,0
27,1,2,2,1.653,0.902,1,0,16,1,7,6,920,739,1
27,2,2,2,1.524,2.292,1,1,17,1,8,8,1022,1022,0
27,1,NaN,2,NaN,1.607,1,NaN,18,2,9,9,707,889,1
27,2,2,1,2.032,1.467,1,1,19,2,8,8,104,104,0
27,2,1,1,1.942,1.036,1,0,20,2,8,8,455,455,0
27,1,1,1,0.864,0.953,1,1,21,2,8,7,1124,100,2
27,2,NaN,1,NaN,1.174,1,NaN,22,2,8,8,594,594,0
27,2,1,1,1.915,1.215,1,0,23,2,8,8,896,896,0
27,1,1,1,1.944,0.906,1,1,24,2,9,10,653,6216,2
27,2,2,1,1.224,1.417,1,1,25,2,8,8,3412,3412,0
27,1,1,1,1.48,1.453,1,1,26,2,7,7,126,126,1
27,1,1,4,1.636,1.788,1,1,27,2,7,6,613,408,1
27,2,2,1,1.485,1.992,1,1,28,2,8,8,134,134,0
27,1,1,1,1.02,1.756,1,1,29,2,8,6,1026,345,2
27,2,2,1,1.681,1.911,1,1,30,2,8,8,175,175,0
27,2,2,1,1.364,2.152,1,1,31,2,8,8,857,857,0
27,1,NaN,2,NaN,2.425,1,NaN,32,2,8,8,248,100,2
28,1,NaN,4,NaN,3.686,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
28,2,2,4,1.317,1.531,1,1,2,0,NaN,NaN,NaN,NaN,NaN
28,1,1,2,1.241,2.818,1,1,3,1,7,6,920,739,1
28,2,2,4,1.04,2.109,1,1,4,1,9,9,120,120,0
28,2,1,2,1.118,2.647,1,0,5,1,8,8,976,976,0
28,1,1,4,1.155,1.961,1,1,6,1,7,7,248,100,1
28,1,1,1,1.496,3.928,1,1,7,1,8,7,272,12786,1
28,2,1,1,0.921,2.432,1,0,8,1,9,9,2212,2212,0
28,1,1,1,1.03,2.621,1,1,9,1,7,7,177,177,0
28,1,1,1,0.843,2.132,1,1,10,1,7,6,212,298,1
28,1,1,2,0.845,2.984,1,1,11,1,8,7,2183,100,1
28,1,2,1,0.99,2.154,1,0,12,1,8,7,162,615,1
28,1,2,1,1.231,1.674,1,0,13,1,6,7,422,116,2
28,2,2,1,1.705,1.823,1,1,14,1,7,7,618,618,0
28,1,2,1,0.755,1.871,1,0,15,1,8,8,328,100,1
28,2,2,1,0.908,1.769,1,1,16,1,8,8,1022,1022,0
28,2,1,1,0.956,2.009,1,0,17,1,8,8,962,962,0
28,1,1,4,0.876,1.959,1,1,18,2,7,7,126,126,1
28,2,2,1,0.755,2.257,1,1,19,2,8,8,134,134,0
28,1,1,1,0.521,1.476,1,1,20,2,8,7,1124,100,2
28,2,2,2,0.785,2.306,1,1,21,2,8,8,104,104,0
28,1,1,1,0.644,1.948,1,1,22,2,9,9,707,889,1
28,2,1,1,0.56,1.427,1,0,23,2,8,8,3412,3412,0
28,2,2,1,0.675,1.339,1,1,24,2,8,8,594,594,0
28,1,1,1,0.915,1.141,1,1,25,2,9,10,653,6216,2
28,1,1,4,0.756,1.707,1,1,26,2,7,6,613,408,1
28,2,1,3,1.189,3.356,1,0,27,2,8,8,857,857,0
28,2,1,1,0.963,2.032,1,0,28,2,8,8,175,175,0
28,1,1,4,1.238,0.598,1,1,29,2,8,8,248,100,2
28,2,2,3,0.555,2.705,1,1,30,2,8,8,896,896,0
28,1,1,1,0.567,2.349,1,1,31,2,8,6,1026,345,2
28,2,2,2,0.68,2.043,1,1,32,2,8,8,455,455,0
29,2,2,4,1.27,6.63,1,1,1,0,NaN,NaN,NaN,NaN,NaN
29,1,1,4,1.874,2.845,1,1,2,0,NaN,NaN,NaN,NaN,NaN
29,1,1,3,2.109,3.299,1,1,3,1,7,7,248,100,1
29,1,2,2,1.737,2.758,1,0,4,1,8,8,328,100,1
29,1,NaN,2,NaN,4.309,1,NaN,5,1,6,7,422,116,2
29,1,2,4,2.947,1.906,1,0,6,1,8,7,272,12786,1
29,2,2,3,1.717,1.492,1,1,7,1,8,8,962,962,0
29,2,2,3,1.837,0.88,1,1,8,1,8,8,1022,1022,0
29,2,2,4,2.032,1.015,1,1,9,1,7,7,618,618,0
29,1,1,3,2.378,1.032,1,1,10,1,8,7,2183,100,1
29,2,NaN,3,NaN,0.99,1,NaN,11,1,9,9,120,120,0
29,2,2,2,1.205,0.71,1,1,12,1,9,9,2212,2212,0
29,1,NaN,3,NaN,0.961,1,NaN,13,1,8,7,162,615,1
29,2,1,2,2.647,0.947,1,0,14,1,8,8,976,976,0
29,1,NaN,1,NaN,2.394,1,NaN,15,1,7,6,920,739,1
29,1,1,2,1.915,2.579,1,1,16,1,7,7,177,177,0
29,1,2,3,2.407,3.071,1,0,17,1,7,6,212,298,1
29,2,1,2,1.831,0.457,1,0,18,2,8,8,896,896,0
29,1,1,2,1.178,1.125,1,1,19,2,8,7,1124,100,2
29,2,1,2,1.905,1.103,1,0,20,2,8,8,134,134,0
29,1,2,4,1.326,0.768,1,0,21,2,7,6,613,408,1
29,1,1,1,1.907,1.405,1,1,22,2,9,9,707,889,1
29,2,2,1,1.612,0.617,1,1,23,2,8,8,3412,3412,0
29,2,2,2,1.52,0.853,1,1,24,2,8,8,857,857,0
29,1,1,4,1.972,3.061,1,1,25,2,8,6,1026,345,2
29,2,1,2,1.567,0.978,1,0,26,2,8,8,104,104,0
29,1,2,2,1.525,0.842,1,0,27,2,8,8,248,100,2
29,2,2,2,1.212,1.02,1,1,28,2,8,8,175,175,0
29,2,2,4,1.407,1.007,1,1,29,2,8,8,455,455,0
29,2,2,1,1.065,3.559,1,1,30,2,8,8,594,594,0
29,1,1,4,1.831,0.84,1,1,31,2,7,7,126,126,1
29,1,1,1,1.919,1.032,1,1,32,2,9,10,653,6216,2
30,2,NaN,4,NaN,11.65,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
30,1,1,4,0.82,0.775,1,1,2,0,NaN,NaN,NaN,NaN,NaN
30,1,2,1,0.891,5.084,1,0,3,1,8,7,2183,100,1
30,2,2,1,0.658,2.386,1,1,4,1,7,7,618,618,0
30,2,2,4,0.467,0.857,1,1,5,1,8,8,962,962,0
30,1,1,1,0.979,1.593,1,1,6,1,8,8,328,100,1
30,1,1,4,0.858,1.707,1,1,7,1,8,7,162,615,1
30,1,2,1,1.526,1.775,1,0,8,1,6,7,422,116,2
30,2,2,1,0.979,1.878,1,1,9,1,9,9,120,120,0
30,1,1,4,0.829,0.767,1,1,10,1,7,7,248,100,1
30,2,2,1,1.567,1.609,1,1,11,1,9,9,2212,2212,0
30,2,1,1,1.258,0.632,1,0,12,1,8,8,1022,1022,0
30,1,1,4,0.819,0.857,1,1,13,1,8,7,272,12786,1
30,2,2,1,1.326,1.22,1,1,14,1,8,8,976,976,0
30,1,1,1,0.898,0.757,1,1,15,1,7,6,212,298,1
30,1,1,1,1.324,0.769,1,1,16,1,7,6,920,739,1
30,1,2,1,1.192,0.755,1,0,17,1,7,7,177,177,0
30,1,2,1,2.12,0.965,1,0,18,2,8,8,248,100,2
30,2,2,4,0.582,0.588,1,1,19,2,8,8,104,104,0
30,1,1,4,0.932,0.77,1,1,20,2,7,6,613,408,1
30,2,1,1,1.219,0.865,1,0,21,2,8,8,594,594,0
30,1,1,1,0.715,0.751,1,1,22,2,8,7,1124,100,2
30,2,2,1,1.336,0.965,1,1,23,2,8,8,455,455,0
30,2,1,2,1.728,2.28,1,0,24,2,8,8,857,857,0
30,1,1,3,0.63,2.679,1,1,25,2,7,7,126,126,1
30,2,2,1,1.134,1.059,1,1,26,2,8,8,896,896,0
30,1,1,1,1.288,0.554,1,1,27,2,8,6,1026,345,2
30,2,2,2,1.483,1.655,1,1,28,2,8,8,175,175,0
30,2,1,1,1.681,1.006,1,0,29,2,8,8,3412,3412,0
30,2,2,3,0.584,0.807,1,1,30,2,8,8,134,134,0
30,1,1,1,1.536,1.768,1,1,31,2,9,10,653,6216,2
30,1,2,1,1.175,0.908,1,0,32,2,9,9,707,889,1
31,1,1,4,2.111,3.892,1,1,1,0,NaN,NaN,NaN,NaN,NaN
31,2,2,4,1.023,1.892,1,1,2,0,NaN,NaN,NaN,NaN,NaN
31,1,1,2,1.379,2.485,1,1,3,1,7,6,920,739,1
31,1,2,2,1.064,2.895,1,0,4,1,8,7,272,12786,1
31,2,2,2,1.095,2.221,1,1,5,1,7,7,618,618,0
31,2,2,2,0.683,1.432,1,1,6,1,9,9,120,120,0
31,1,1,2,0.874,2.147,1,1,7,1,7,7,248,100,1
31,1,1,2,1.76,1.198,1,1,8,1,8,7,2183,100,1
31,2,1,3,0.987,1.794,1,0,9,1,8,8,962,962,0
31,1,2,2,1.52,1.055,1,0,10,1,6,7,422,116,2
31,2,2,2,0.951,1.363,1,1,11,1,8,8,1022,1022,0
31,1,2,2,0.798,1.015,1,0,12,1,7,7,177,177,0
31,1,1,3,1.296,1.396,1,1,13,1,7,6,212,298,1
31,2,2,2,1.049,1.164,1,1,14,1,9,9,2212,2212,0
31,1,1,2,0.942,1.321,1,1,15,1,8,8,328,100,1
31,2,2,2,1.507,1.177,1,1,16,1,8,8,976,976,0
31,1,2,1,1.184,4.615,1,0,17,1,8,7,162,615,1
31,2,2,1,0.633,1.203,1,1,18,2,8,8,455,455,0
31,1,2,3,1.407,0.975,1,0,19,2,7,6,613,408,1
31,1,2,2,2.223,1.499,1,0,20,2,9,9,707,889,1
31,2,2,3,1.293,2.559,1,1,21,2,8,8,896,896,0
31,2,2,1,1.214,1.024,1,1,22,2,8,8,104,104,0
31,1,1,4,1.03,2.281,1,1,23,2,7,7,126,126,1
31,1,1,2,0.752,0.873,1,1,24,2,8,6,1026,345,2
31,2,2,3,1.57,1.901,1,1,25,2,8,8,3412,3412,0
31,1,1,2,0.794,1.726,1,1,26,2,8,8,248,100,2
31,1,1,3,1.183,1.832,1,1,27,2,8,7,1124,100,2
31,2,2,2,0.86,1.899,1,1,28,2,8,8,134,134,0
31,1,2,3,2.597,1.039,1,0,29,2,9,10,653,6216,2
31,2,2,2,1.722,2.666,1,1,30,2,8,8,175,175,0
31,2,2,3,2.027,1.096,1,1,31,2,8,8,594,594,0
31,2,2,2,1.949,2.294,1,1,32,2,8,8,857,857,0
32,2,NaN,4,NaN,4.512,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
32,1,1,4,1.432,1.528,1,1,2,0,NaN,NaN,NaN,NaN,NaN
32,2,2,1,1.229,1.822,1,1,3,1,9,9,120,120,0
32,1,1,3,2.378,2.19,1,1,4,1,8,7,162,615,1
32,2,2,2,1.779,2.484,1,1,5,1,8,8,962,962,0
32,1,1,3,1.617,2.547,1,1,6,1,8,7,2183,100,1
32,2,2,2,2.269,1.166,1,1,7,1,8,8,1022,1022,0
32,2,2,3,1.794,2.417,1,1,8,1,7,7,618,618,0
32,1,NaN,2,NaN,2.009,1,NaN,9,1,6,7,422,116,2
32,1,2,1,1.311,1.242,1,0,10,1,7,7,177,177,0
32,1,1,4,1.333,0.741,1,1,11,1,7,7,248,100,1
32,1,1,4,0.833,0.872,1,1,12,1,7,6,212,298,1
32,2,2,4,0.683,1.03,1,1,13,1,8,8,976,976,0
32,1,1,2,2.654,1.685,1,1,14,1,7,6,920,739,1
32,1,2,1,1.273,1.137,1,0,15,1,8,8,328,100,1
32,2,NaN,1,NaN,1.077,1,NaN,16,1,9,9,2212,2212,0
32,1,1,1,0.601,1.045,1,1,17,1,8,7,272,12786,1
32,2,2,1,1.108,0.853,1,1,18,2,8,8,175,175,0
32,2,2,4,0.635,1.039,1,1,19,2,8,8,594,594,0
32,2,2,1,0.824,1.231,1,1,20,2,8,8,455,455,0
32,1,2,1,1.358,0.817,1,0,21,2,9,9,707,889,1
32,1,1,4,1.081,0.699,1,1,22,2,7,7,126,126,1
32,1,1,1,2.267,1.164,1,1,23,2,8,7,1124,100,2
32,1,2,2,1.159,1.166,1,0,24,2,9,10,653,6216,2
32,1,2,2,2.421,0.961,1,0,25,2,8,8,248,100,2
32,1,1,2,1.396,0.814,1,1,26,2,8,6,1026,345,2
32,2,2,2,1.703,0.788,1,1,27,2,8,8,857,857,0
32,2,2,3,1.517,1.683,1,1,28,2,8,8,134,134,0
32,2,2,4,0.529,0.967,1,1,29,2,8,8,104,104,0
32,1,1,4,0.901,0.844,1,1,30,2,7,6,613,408,1
32,2,2,2,1.156,1.246,1,1,31,2,8,8,896,896,0
32,2,2,2,2.895,2.026,1,1,32,2,8,8,3412,3412,0
33,1,1,4,0.701,4.8,2,1,1,0,NaN,NaN,NaN,NaN,NaN
33,2,1,1,0.459,4.696,2,0,2,0,NaN,NaN,NaN,NaN,NaN
33,1,1,4,0.64,2.916,2,1,3,1,8,7,857,227,1
33,2,2,4,0.635,1.791,2,1,4,1,7,7,126,126,0
33,2,2,4,0.495,2.122,2,1,5,1,8,8,162,162,0
33,1,1,4,0.563,5.163,2,1,6,1,8,7,104,100,1
33,1,1,2,2.392,5.288,2,1,7,1,8,9,3412,100,1
33,1,1,2,1.569,0.833,2,1,8,1,8,7,1022,556,1
33,1,1,4,0.604,3.186,2,1,9,1,7,7,618,1644,1
33,1,1,3,0.879,1.386,2,1,10,1,7,7,177,236,1
33,1,1,4,0.879,1.817,2,1,11,1,8,7,134,196,1
33,1,1,4,1.867,2.431,2,1,12,1,8,7,272,12786,0
33,2,2,2,0.426,2.024,2,1,13,1,9,9,707,707,0
33,2,2,2,0.836,3.826,2,1,14,1,8,8,1124,1124,0
33,2,2,2,0.533,4.575,2,1,15,1,8,8,248,248,0
33,2,2,4,0.293,1.576,2,1,16,1,7,7,613,613,0
33,1,1,2,1.402,1.553,2,1,17,1,8,8,594,100,1
33,1,NaN,1,NaN,3.297,2,NaN,18,2,9,9,2212,100,2
33,2,2,4,0.201,1.183,2,1,19,2,7,7,248,248,0
33,1,1,4,0.588,0.995,2,1,20,2,8,6,175,160,2
33,2,1,3,0.955,2.244,2,0,21,2,8,8,1026,1026,0
33,1,1,3,0.885,2.352,2,1,22,2,8,7,976,283,2
33,2,2,2,0.832,2.269,2,1,23,2,8,8,328,328,0
33,2,2,4,0.242,1.223,2,1,24,2,8,8,2183,2183,0
33,2,2,3,0.881,1.468,2,1,25,2,9,9,653,653,0
33,2,2,2,1.422,1.3,2,1,26,2,7,7,920,920,0
33,2,2,3,0.51,2.024,2,1,27,2,6,6,422,422,0
33,2,1,3,0.695,2.058,2,0,28,2,7,7,212,212,0
33,1,1,4,0.504,2.291,2,1,29,2,8,6,896,100,2
33,1,1,4,0.361,1.226,2,1,30,2,8,7,962,408,2
33,1,1,4,0.523,0.853,2,1,31,2,9,9,120,1042,1
33,1,1,4,0.549,1.423,2,1,32,2,8,6,455,457,2
34,1,1,4,2.329,3.434,2,1,1,0,NaN,NaN,NaN,NaN,NaN
34,2,2,4,0.86,1.656,2,1,2,0,NaN,NaN,NaN,NaN,NaN
34,1,NaN,1,NaN,2.141,2,NaN,3,1,8,7,1022,556,1
34,2,2,3,1.028,2.09,2,1,4,1,8,8,248,248,0
34,1,1,2,0.963,1.836,2,1,5,1,8,8,594,100,1
34,2,2,4,0.637,0.674,2,1,6,1,8,8,1124,1124,0
34,2,2,3,0.639,1.412,2,1,7,1,7,7,126,126,0
34,1,2,3,0.726,1.542,2,0,8,1,8,9,3412,100,1
34,1,1,4,1.06,2.664,2,1,9,1,7,7,177,236,1
34,2,1,2,1.015,1.565,2,0,10,1,7,7,613,613,0
34,1,1,4,1.211,1.994,2,1,11,1,8,7,134,196,1
34,1,1,4,0.92,1.762,2,1,12,1,8,7,272,12786,0
34,2,2,4,0.693,0.68,2,1,13,1,8,8,162,162,0
34,1,2,2,1.527,1.513,2,0,14,1,8,7,857,227,1
34,1,2,1,1.321,1.635,2,0,15,1,8,7,104,100,1
34,2,2,3,0.608,2.055,2,1,16,1,9,9,707,707,0
34,1,1,3,1.637,1.411,2,1,17,1,7,7,618,1644,1
34,2,2,3,0.975,1.128,2,1,18,2,7,7,248,248,0
34,2,2,2,1.005,2.021,2,1,19,2,6,6,422,422,0
34,2,2,2,1.797,1.469,2,1,20,2,8,8,328,328,0
34,2,1,2,1.732,1.95,2,0,21,2,8,8,2183,2183,0
34,2,1,2,1.891,1.959,2,0,22,2,9,9,653,653,0
34,1,1,3,0.938,2.9,2,1,23,2,8,6,175,160,2
34,1,1,4,2.29,2.933,2,1,24,2,9,9,2212,100,2
34,2,2,3,0.755,1.108,2,1,25,2,7,7,920,920,0
34,2,2,3,1.066,2.223,2,1,26,2,7,7,212,212,0
34,1,1,4,1.174,2.246,2,1,27,2,8,7,962,408,2
34,1,1,4,0.956,1.349,2,1,28,2,8,6,896,100,2
34,2,2,3,1.217,1.759,2,1,29,2,8,8,1026,1026,0
34,1,1,4,0.651,2.704,2,1,30,2,8,6,455,457,2
34,1,1,2,1.463,1.5,2,1,31,2,9,9,120,1042,1
34,1,1,3,1.058,0.712,2,1,32,2,8,7,976,283,2
35,2,1,1,1.435,7.888,2,0,1,0,NaN,NaN,NaN,NaN,NaN
35,1,1,4,1.295,3.274,2,1,2,0,NaN,NaN,NaN,NaN,NaN
35,2,2,3,2.106,2.357,2,1,3,1,7,7,126,126,0
35,1,2,2,1.779,2.667,2,0,4,1,8,9,3412,100,1
35,1,NaN,1,NaN,2.992,2,NaN,5,1,7,7,618,1644,1
35,2,2,3,1.377,1.001,2,1,6,1,8,8,162,162,0
35,2,2,4,2.154,1.298,2,1,7,1,7,7,613,613,0
35,1,2,2,2.152,1.281,2,0,8,1,8,7,272,12786,0
35,2,2,2,1.544,2.617,2,1,9,1,8,8,248,248,0
35,1,NaN,2,NaN,0.227,2,NaN,10,1,8,7,104,100,1
35,1,1,3,1.638,2.18,2,1,11,1,8,7,1022,556,1
35,1,1,2,1.543,1.256,2,1,12,1,8,8,594,100,1
35,1,1,3,1.567,1.775,2,1,13,1,7,7,177,236,1
35,1,1,3,0.82,1.026,2,1,14,1,8,7,857,227,1
35,2,2,4,1.237,1.458,2,1,15,1,9,9,707,707,0
35,1,1,4,2.631,1.406,2,1,16,1,8,7,134,196,1
35,2,2,3,1.942,1.495,2,1,17,1,8,8,1124,1124,0
35,2,2,4,0.848,0.813,2,1,18,2,7,7,248,248,0
35,1,1,4,0.718,1.281,2,1,19,2,8,6,175,160,2
35,1,1,4,0.688,0.676,2,1,20,2,8,6,896,100,2
35,2,2,2,1.051,1.84,2,1,21,2,8,8,2183,2183,0
35,1,1,3,1.847,1.725,2,1,22,2,9,9,120,1042,1
35,1,1,4,1.081,1.117,2,1,23,2,8,6,455,457,2
35,2,NaN,2,NaN,0.01,2,NaN,24,2,8,8,1026,1026,0
35,1,2,1,1.195,1.979,2,0,25,2,9,9,2212,100,2
35,2,2,4,1.15,1.103,2,1,26,2,7,7,212,212,0
35,2,2,1,1.7,1.231,2,1,27,2,9,9,653,653,0
35,1,1,4,1.232,1.102,2,1,28,2,8,7,976,283,2
35,2,2,2,1.188,1.38,2,1,29,2,8,8,328,328,0
35,2,2,3,1.214,0.669,2,1,30,2,7,7,920,920,0
35,2,2,3,1.604,1.523,2,1,31,2,6,6,422,422,0
35,1,1,4,1.384,1.921,2,1,32,2,8,7,962,408,2
36,2,2,4,1.709,3.639,2,1,1,0,NaN,NaN,NaN,NaN,NaN
36,1,2,3,2.081,4.78,2,0,2,0,NaN,NaN,NaN,NaN,NaN
36,2,2,3,0.911,2.025,2,1,3,1,9,9,707,707,0
36,2,2,4,1.801,1.952,2,1,4,1,8,8,162,162,0
36,1,1,4,2.941,2.359,2,1,5,1,8,7,104,100,1
36,1,2,3,2.102,1.217,2,0,6,1,7,7,177,236,1
36,1,2,2,1.036,2.049,2,0,7,1,8,9,3412,100,1
36,1,1,4,2.09,3.366,2,1,8,1,8,7,1022,556,1
36,1,1,4,1.439,1.349,2,1,9,1,8,8,594,100,1
36,1,1,3,1.741,1.446,2,1,10,1,8,7,272,12786,0
36,2,2,4,1.068,0.512,2,1,11,1,8,8,248,248,0
36,2,2,4,0.506,0.869,2,1,12,1,7,7,613,613,0
36,2,2,2,1.839,1.812,2,1,13,1,8,8,1124,1124,0
36,1,1,1,0.827,0.649,2,1,14,1,8,7,134,196,1
36,1,2,3,1.884,2.399,2,0,15,1,7,7,618,1644,1
36,1,1,3,1.904,1.523,2,1,16,1,8,7,857,227,1
36,2,2,4,0.936,0.738,2,1,17,1,7,7,126,126,0
36,1,1,3,1.121,2.548,2,1,18,2,8,6,896,100,2
36,1,2,3,2,1.344,2,0,19,2,9,9,2212,100,2
36,2,2,3,1.804,2.244,2,1,20,2,6,6,422,422,0
36,2,NaN,2,NaN,1.972,2,NaN,21,2,7,7,212,212,0
36,1,1,3,2.166,1.407,2,1,22,2,8,6,175,160,2
36,2,2,3,1.193,1.56,2,1,23,2,8,8,1026,1026,0
36,2,1,2,1.26,1.689,2,0,24,2,7,7,920,920,0
36,1,1,3,1.703,3.379,2,1,25,2,8,7,962,408,2
36,2,2,3,2.142,1.623,2,1,26,2,7,7,248,248,0
36,1,1,3,1.672,2.212,2,1,27,2,8,7,976,283,2
36,1,2,3,1.309,1.239,2,0,28,2,9,9,120,1042,1
36,2,2,3,1.464,1.869,2,1,29,2,8,8,2183,2183,0
36,2,2,3,2.405,1.124,2,1,30,2,9,9,653,653,0
36,2,1,2,2.378,2.074,2,0,31,2,8,8,328,328,0
36,1,1,4,1.128,1.738,2,1,32,2,8,6,455,457,2
37,1,1,4,2.18,2.443,2,1,1,0,NaN,NaN,NaN,NaN,NaN
37,2,2,4,0.693,1.288,2,1,2,0,NaN,NaN,NaN,NaN,NaN
37,1,2,3,1.089,2.18,2,0,3,1,8,9,3412,100,1
37,2,NaN,2,NaN,3.392,2,NaN,4,1,8,8,1124,1124,0
37,1,1,2,2.085,2.368,2,1,5,1,8,7,857,227,1
37,2,2,4,0.381,1.516,2,1,6,1,8,8,162,162,0
