Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition,Accuracy,Trial,Block,Sol_letters,Tar_letters,Sol_freq,Tar_freq,Letter_changed
12,1,NaN,2,NaN,0.653,1,NaN,20,2,8,7,976,283,2
12,2,2,2,0.689,0.597,1,1,21,2,7,7,212,212,0
12,1,2,2,0.566,0.654,1,0,22,2,9,9,2212,100,2
12,1,2,2,0.72,0.615,1,0,23,2,8,6,175,160,2
12,1,2,2,0.515,0.683,1,0,24,2,8,6,455,457,2
12,1,NaN,2,NaN,0.55,1,NaN,25,2,8,7,962,408,2
12,2,2,2,2.99,0.578,1,1,26,2,6,6,422,422,0
12,1,2,2,1.707,0.706,1,0,27,2,9,9,120,1042,1
12,2,NaN,2,NaN,1.619,1,NaN,28,2,7,7,920,920,0
12,2,2,2,1.292,1.274,1,1,29,2,9,9,653,653,0
12,2,2,2,0.816,0.628,1,1,30,2,8,8,328,328,0
12,2,2,2,1.194,0.555,1,1,31,2,8,8,2183,2183,0
12,2,2,2,1.791,1.862,1,1,32,2,8,8,1026,1026,0
13,1,NaN,4,NaN,8.478,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
13,2,2,4,2.083,5.094,1,1,2,0,NaN,NaN,NaN,NaN,NaN
13,1,2,1,2.159,4.109,1,0,3,1,8,7,1022,556,1
13,2,NaN,1,NaN,1.412,1,NaN,4,1,7,7,126,126,0
13,1,1,4,1.307,2.268,1,1,5,1,8,7,272,12786,0
13,2,NaN,1,NaN,1.155,1,NaN,6,1,9,9,707,707,0
13,2,NaN,4,NaN,1.968,1,NaN,7,1,8,8,162,162,0
13,1,2,2,0.889,1.367,1,0,8,1,7,7,177,236,1
13,2,NaN,2,NaN,1.408,1,NaN,9,1,8,8,248,248,0
13,1,1,1,2.129,1.334,1,1,10,1,8,8,594,100,1
13,2,2,4,0.848,1.415,1,1,11,1,7,7,613,613,0
13,1,NaN,1,NaN,1.494,1,NaN,12,1,8,7,857,227,1
13,1,2,1,1.548,1.702,1,0,13,1,8,9,3412,100,1
13,2,2,4,0.536,1.13,1,1,14,1,8,8,1124,1124,0
13,1,1,4,0.883,1.095,1,1,15,1,8,7,134,196,1
13,1,2,1,2.927,1.17,1,0,16,1,7,7,618,1644,1
13,1,2,4,2.609,2.979,1,0,17,1,8,7,104,100,1
13,2,2,4,0.772,1.595,1,1,18,2,7,7,920,920,0
13,2,2,1,2.511,1.446,1,1,19,2,8,8,1026,1026,0
13,2,NaN,1,NaN,1.375,1,NaN,20,2,9,9,653,653,0
13,2,1,4,2.966,0.886,1,0,21,2,6,6,422,422,0
13,1,1,1,0.917,1.207,1,1,22,2,8,6,896,100,2
13,2,NaN,4,NaN,1.481,1,NaN,23,2,8,8,328,328,0
13,2,1,2,0.843,3.277,1,0,24,2,7,7,248,248,0
13,2,1,2,2.737,1.373,1,0,25,2,8,8,2183,2183,0
13,1,1,4,2.974,1.343,1,1,26,2,8,7,976,283,2
13,1,1,1,1.572,1.387,1,1,27,2,9,9,2212,100,2
13,1,1,1,1.35,1.347,1,1,28,2,8,6,455,457,2
13,1,1,4,1.093,0.937,1,1,29,2,9,9,120,1042,1
13,1,1,2,1.037,2.86,1,1,30,2,8,6,175,160,2
13,1,1,3,0.885,2.18,1,1,31,2,8,7,962,408,2
13,2,NaN,2,NaN,2.294,1,NaN,32,2,7,7,212,212,0
14,1,1,3,2.804,6.316,1,1,1,0,NaN,NaN,NaN,NaN,NaN
14,2,2,3,1.635,2.775,1,1,2,0,NaN,NaN,NaN,NaN,NaN
14,1,2,1,1.533,3.021,1,0,3,1,8,8,594,100,1
14,1,2,1,1.07,1.107,1,0,4,1,8,7,1022,556,1
14,2,2,3,1.259,1.786,1,1,5,1,8,8,248,248,0
14,1,1,2,1.537,1.659,1,1,6,1,8,7,272,12786,0
14,1,1,3,1.118,1.399,1,1,7,1,8,7,857,227,1
14,2,2,3,1.044,1.303,1,1,8,1,8,8,162,162,0
14,2,2,1,2.085,0.632,1,1,9,1,9,9,707,707,0
14,1,1,3,1.154,0.546,1,1,10,1,8,9,3412,100,1
14,1,1,1,1.199,0.919,1,1,11,1,8,7,104,100,1
14,1,2,1,1.123,1.804,1,0,12,1,8,7,134,196,1
14,1,2,1,1.5,0.744,1,0,13,1,7,7,177,236,1
14,2,2,3,0.77,0.582,1,1,14,1,7,7,126,126,0
14,2,2,3,0.803,0.479,1,1,15,1,7,7,613,613,0
14,1,1,1,1.154,0.763,1,1,16,1,7,7,618,1644,1
14,2,2,1,1.233,0.764,1,1,17,1,8,8,1124,1124,0
14,1,1,1,1.082,0.785,1,1,18,2,8,6,175,160,2
14,1,2,1,0.911,0.968,1,0,19,2,9,9,120,1042,1
14,2,1,1,1.582,0.633,1,0,20,2,8,8,2183,2183,0
14,2,2,3,0.69,1.147,1,1,21,2,7,7,920,920,0
14,1,1,1,0.91,0.435,1,1,22,2,8,6,896,100,2
14,2,2,2,1.572,1.405,1,1,23,2,6,6,422,422,0
14,1,2,1,2.771,0.688,1,0,24,2,9,9,2212,100,2
14,2,2,1,1.42,0.742,1,1,25,2,8,8,1026,1026,0
14,2,1,1,1.347,0.763,1,0,26,2,7,7,248,248,0
14,1,1,1,0.809,1.066,1,1,27,2,8,7,976,283,2
14,2,2,1,0.956,1.558,1,1,28,2,7,7,212,212,0
14,2,2,1,0.913,0.704,1,1,29,2,8,8,328,328,0
14,1,1,1,0.871,0.719,1,1,30,2,8,6,455,457,2
14,2,1,1,1.035,0.726,1,0,31,2,9,9,653,653,0
14,1,1,1,0.809,0.699,1,1,32,2,8,7,962,408,2
15,1,2,4,0.895,2.147,1,0,1,0,NaN,NaN,NaN,NaN,NaN
15,2,2,4,1.005,2.913,1,1,2,0,NaN,NaN,NaN,NaN,NaN
15,2,2,4,0.81,1.779,1,1,3,1,7,7,613,613,0
15,1,1,1,2.403,1.471,1,1,4,1,8,7,1022,556,1
15,1,2,2,1.452,1.096,1,0,5,1,8,9,3412,100,1
15,2,2,3,0.932,3.256,1,1,6,1,8,8,162,162,0
15,1,1,1,1.488,1.382,1,1,7,1,7,7,177,236,1
15,1,1,2,0.9,1.069,1,1,8,1,8,7,857,227,1
15,1,NaN,2,NaN,0.773,1,NaN,9,1,8,7,134,196,1
15,2,2,2,1.521,0.883,1,1,10,1,8,8,248,248,0
15,1,1,2,2.589,2.747,1,1,11,1,7,7,618,1644,1
15,2,2,2,1.896,1.706,1,1,12,1,8,8,1124,1124,0
15,1,1,2,0.583,0.74,1,1,13,1,8,7,272,12786,0
15,2,1,3,0.289,5.831,1,0,14,1,7,7,126,126,0
15,1,NaN,3,NaN,5.934,1,NaN,15,1,8,8,594,100,1
15,2,2,1,1.969,1.267,1,1,16,1,9,9,707,707,0
15,1,1,4,1.134,1.514,1,1,17,1,8,7,104,100,1
15,1,1,2,1.367,1.057,1,1,18,2,8,6,175,160,2
15,1,2,2,2.343,0.937,1,0,19,2,9,9,120,1042,1
15,2,2,2,1.403,1.123,1,1,20,2,7,7,920,920,0
15,2,NaN,2,NaN,0.686,1,NaN,21,2,8,8,1026,1026,0
15,1,1,2,1.215,0.844,1,1,22,2,8,7,976,283,2
15,1,1,1,1.573,1.067,1,1,23,2,9,9,2212,100,2
15,2,2,2,1.174,1.602,1,1,24,2,8,8,328,328,0
15,1,1,1,1.603,0.948,1,1,25,2,8,7,962,408,2
15,2,1,1,1.784,1.103,1,0,26,2,6,6,422,422,0
15,1,1,1,1.677,0.925,1,1,27,2,8,6,896,100,2
15,2,NaN,1,NaN,1.365,1,NaN,28,2,8,8,2183,2183,0
15,2,1,2,1.383,1.769,1,0,29,2,9,9,653,653,0
15,1,2,2,0.789,0.667,1,0,30,2,8,6,455,457,2
15,2,2,2,0.976,0.929,1,1,31,2,7,7,212,212,0
15,2,2,2,1.439,0.678,1,1,32,2,7,7,248,248,0
16,2,NaN,4,NaN,5.329,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
16,1,1,4,1.552,1.154,1,1,2,0,NaN,NaN,NaN,NaN,NaN
16,1,1,4,1.24,1.087,1,1,3,1,8,8,594,100,1
16,2,NaN,1,NaN,3.016,1,NaN,4,1,9,9,707,707,0
16,2,2,4,0.862,0.7,1,1,5,1,8,8,1124,1124,0
16,1,1,2,0.902,1.834,1,1,6,1,7,7,618,1644,1
16,1,1,2,2.3,1.059,1,1,7,1,8,7,1022,556,1
16,1,2,2,1.099,1.353,1,0,8,1,8,7,104,100,1
16,1,1,2,0.707,0.901,1,1,9,1,8,7,134,196,1
16,1,1,2,0.538,1.321,1,1,10,1,8,7,272,12786,0
16,2,2,4,0.798,0.71,1,1,11,1,8,8,248,248,0
16,1,1,2,1.442,1.078,1,1,12,1,7,7,177,236,1
16,2,2,2,0.889,0.855,1,1,13,1,8,8,162,162,0
16,1,2,2,1.087,0.906,1,0,14,1,8,9,3412,100,1
16,2,2,4,0.658,0.858,1,1,15,1,7,7,126,126,0
16,1,1,2,0.583,1.361,1,1,16,1,8,7,857,227,1
16,2,2,4,0.787,1.353,1,1,17,1,7,7,613,613,0
16,1,1,2,0.841,0.778,1,1,18,2,9,9,120,1042,1
16,2,1,2,0.702,1.796,1,0,19,2,8,8,2183,2183,0
16,2,1,3,1.089,2.31,1,0,20,2,8,8,1026,1026,0
16,2,2,2,0.742,0.93,1,1,21,2,7,7,248,248,0
16,2,2,3,0.89,1.339,1,1,22,2,7,7,212,212,0
16,2,2,2,0.652,0.718,1,1,23,2,8,8,328,328,0
16,1,2,1,0.888,0.903,1,0,24,2,8,7,962,408,2
16,2,1,2,0.969,0.889,1,0,25,2,9,9,653,653,0
16,1,2,2,0.735,2.957,1,0,26,2,8,6,175,160,2
16,2,2,3,0.454,1.316,1,1,27,2,7,7,920,920,0
16,1,1,4,0.5,0.905,1,1,28,2,8,7,976,283,2
16,1,1,4,1.11,0.69,1,1,29,2,8,6,455,457,2
16,1,1,1,1.256,1.769,1,1,30,2,9,9,2212,100,2
16,2,2,2,1.29,1.399,1,1,31,2,6,6,422,422,0
16,1,1,2,0.932,2.04,1,1,32,2,8,6,896,100,2
17,1,NaN,4,NaN,4.037,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
17,2,2,4,1.32,1.99,1,1,2,0,NaN,NaN,NaN,NaN,NaN
17,1,NaN,2,NaN,2.697,1,NaN,3,1,8,9,3412,100,1
17,1,1,3,2.072,1.839,1,1,4,1,8,8,594,100,1
17,1,NaN,1,NaN,1.485,1,NaN,5,1,8,7,272,12786,0
17,1,1,1,1.59,1.123,1,1,6,1,8,7,1022,556,1
17,2,2,4,0.85,1.15,1,1,7,1,8,8,248,248,0
17,1,1,1,0.861,1.113,1,1,8,1,8,7,857,227,1
17,1,2,1,1.471,0.964,1,0,9,1,7,7,177,236,1
17,2,2,2,0.996,1.47,1,1,10,1,8,8,162,162,0
17,2,NaN,1,NaN,0.806,1,NaN,11,1,9,9,707,707,0
17,1,1,1,0.88,1.015,1,1,12,1,7,7,618,1644,1
17,2,2,4,0.464,0.983,1,1,13,1,7,7,613,613,0
17,1,2,2,0.686,1.479,1,0,14,1,8,7,134,196,1
17,2,2,4,0.247,0.572,1,1,15,1,7,7,126,126,0
17,1,1,2,0.745,1.174,1,1,16,1,8,7,104,100,1
17,2,2,1,2.016,1.013,1,1,17,1,8,8,1124,1124,0
17,1,1,2,1.235,0.737,1,1,18,2,8,6,455,457,2
17,1,1,2,0.5,1.452,1,1,19,2,8,6,175,160,2
17,1,1,2,1.887,1.114,1,1,20,2,9,9,2212,100,2
17,2,1,2,0.779,1.194,1,0,21,2,9,9,653,653,0
17,2,1,2,0.643,0.869,1,0,22,2,8,8,1026,1026,0
17,2,1,2,1.266,1.299,1,0,23,2,7,7,920,920,0
17,1,1,2,0.643,1.065,1,1,24,2,8,7,976,283,2
17,1,1,3,0.586,1.221,1,1,25,2,8,6,896,100,2
17,1,1,3,0.592,2.462,1,1,26,2,9,9,120,1042,1
17,2,2,4,0.37,0.981,1,1,27,2,8,8,2183,2183,0
17,2,2,3,1.98,0.991,1,1,28,2,7,7,212,212,0
17,2,1,1,1.067,1.257,1,0,29,2,8,8,328,328,0
17,1,1,2,0.733,0.892,1,1,30,2,8,7,962,408,2
17,2,2,4,0.278,0.685,1,1,31,2,6,6,422,422,0
17,2,2,4,0.246,0.951,1,1,32,2,7,7,248,248,0
18,1,NaN,4,NaN,3.25,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
18,2,2,4,1.301,1.37,1,1,2,0,NaN,NaN,NaN,NaN,NaN
18,1,2,3,1.65,1.782,1,0,3,1,8,8,328,100,1
18,1,2,3,1.495,2.618,1,0,4,1,7,6,212,298,1
18,2,2,2,2.233,2.378,1,1,5,1,8,8,1022,1022,0
18,2,NaN,4,NaN,1.325,1,NaN,6,1,9,9,120,120,0
18,1,1,4,2.428,1.143,1,1,7,1,7,7,248,100,1
18,2,2,3,1.455,0.866,1,1,8,1,7,7,618,618,0
18,2,1,1,2.345,1.722,1,0,9,1,8,8,962,962,0
18,1,1,3,2.381,2.502,1,1,10,1,7,7,177,177,0
18,1,NaN,2,NaN,0.775,1,NaN,11,1,8,7,162,615,1
18,2,2,2,1.955,3.008,1,1,12,1,8,8,976,976,0
18,2,2,3,1.718,1.605,1,1,13,1,9,9,2212,2212,0
18,1,NaN,3,NaN,1.72,1,NaN,14,1,6,7,422,116,2
18,1,1,3,1.331,1.077,1,1,15,1,7,6,920,739,1
18,1,1,1,1.525,1.325,1,1,16,1,8,7,2183,100,1
18,1,2,3,1.174,3.059,1,0,17,1,8,7,272,12786,1
18,1,2,4,2.347,0.892,1,0,18,2,8,8,248,100,2
18,2,2,4,2.191,2.109,1,1,19,2,8,8,134,134,0
18,1,1,3,2.043,1.884,1,1,20,2,9,9,707,889,1
18,2,1,2,1.844,1.181,1,0,21,2,8,8,594,594,0
18,1,2,3,1.062,1.064,1,0,22,2,9,10,653,6216,2
18,1,1,3,1.917,2.309,1,1,23,2,8,7,1124,100,2
18,2,2,4,1.134,0.842,1,1,24,2,8,8,175,175,0
18,2,2,1,1.604,1.289,1,1,25,2,8,8,455,455,0
18,2,2,3,1.292,2.061,1,1,26,2,8,8,896,896,0
18,1,1,4,1.249,0.89,1,1,27,2,7,6,613,408,1
18,1,1,1,2.111,1.29,1,1,28,2,8,6,1026,345,2
18,1,1,4,1.567,0.527,1,1,29,2,7,7,126,126,1
18,2,1,4,2.196,0.664,1,0,30,2,8,8,104,104,0
18,2,2,1,1.457,2.502,1,1,31,2,8,8,857,857,0
18,2,2,2,2.35,1.377,1,1,32,2,8,8,3412,3412,0
19,2,NaN,2,NaN,3.766,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
19,1,1,4,1.326,0.871,1,1,2,0,NaN,NaN,NaN,NaN,NaN
19,1,2,3,1.362,0.803,1,0,3,1,8,7,162,615,1
19,1,2,2,1.018,0.538,1,0,4,1,7,7,177,177,0
19,1,1,4,1.489,1.214,1,1,5,1,8,7,272,12786,1
19,1,1,1,2.791,0.526,1,1,6,1,7,6,212,298,1
19,1,2,1,2.218,0.762,1,0,7,1,8,8,328,100,1
19,2,2,1,0.866,1.89,1,1,8,1,9,9,120,120,0
19,2,2,2,2.983,0.542,1,1,9,1,8,8,962,962,0
19,1,2,2,2.347,0.521,1,0,10,1,6,7,422,116,2
19,2,2,1,2.354,3.462,1,1,11,1,8,8,976,976,0
19,2,NaN,1,NaN,1.641,1,NaN,12,1,8,8,1022,1022,0
19,2,2,2,1.342,1.487,1,1,13,1,7,7,618,618,0
19,1,1,1,0.95,2.029,1,1,14,1,7,6,920,739,1
19,2,2,1,2.868,1.659,1,1,15,1,9,9,2212,2212,0
19,1,1,2,1.563,1.661,1,1,16,1,7,7,248,100,1
19,1,1,1,1.954,2.133,1,1,17,1,8,7,2183,100,1
19,2,2,1,2.285,1.735,1,1,18,2,8,8,175,175,0
19,2,2,1,1.987,2.178,1,1,19,2,8,8,594,594,0
19,2,2,1,0.876,1.917,1,1,20,2,8,8,134,134,0
19,1,2,4,2.746,0.918,1,0,21,2,7,6,613,408,1
19,1,1,2,1.221,1.465,1,1,22,2,8,8,248,100,2
19,2,1,1,2.442,2.088,1,0,23,2,8,8,3412,3412,0
19,1,1,1,1.095,2.054,1,1,24,2,9,10,653,6216,2
19,1,1,1,1.099,1.058,1,1,25,2,8,7,1124,100,2
19,2,2,1,1.683,1.831,1,1,26,2,8,8,104,104,0
19,1,1,1,1.862,1.468,1,1,27,2,8,6,1026,345,2
19,1,1,4,0.914,0.982,1,1,28,2,7,7,126,126,1
19,2,1,1,0.715,1.523,1,0,29,2,8,8,857,857,0
19,2,1,1,0.72,1.447,1,0,30,2,8,8,896,896,0
19,1,1,1,2.64,1.628,1,1,31,2,9,9,707,889,1
19,2,1,1,1.182,0.747,1,0,32,2,8,8,455,455,0
20,1,NaN,3,NaN,11.733,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
20,2,1,2,1.811,5.351,1,0,2,0,NaN,NaN,NaN,NaN,NaN
20,1,1,4,1.22,2.14,1,1,3,1,7,6,920,739,1
20,1,1,1,0.857,2.856,1,1,4,1,7,7,248,100,1
20,1,1,3,0.819,5.973,1,1,5,1,8,7,272,12786,1
20,1,2,3,0.705,3.694,1,0,6,1,6,7,422,116,2
20,1,1,1,1.18,0.897,1,1,7,1,8,7,2183,100,1
20,2,2,1,0.827,1.198,1,1,8,1,7,7,618,618,0
20,2,2,1,1.22,1.115,1,1,9,1,9,9,120,120,0
20,2,2,1,1.015,0.874,1,1,10,1,8,8,1022,1022,0
20,2,2,1,1.011,0.969,1,1,11,1,8,8,962,962,0
20,2,2,1,0.816,1.037,1,1,12,1,9,9,2212,2212,0
20,2,2,1,1.23,0.854,1,1,13,1,8,8,976,976,0
20,1,1,1,2,0.929,1,1,14,1,8,8,328,100,1
20,1,1,1,1.606,0.76,1,1,15,1,7,7,177,177,0
20,1,1,1,1.519,0.803,1,1,16,1,8,7,162,615,1
20,1,2,1,1.725,0.778,1,0,17,1,7,6,212,298,1
20,1,2,1,1.158,2.511,1,0,18,2,9,10,653,6216,2
20,2,2,1,1.285,0.785,1,1,19,2,8,8,3412,3412,0
20,1,1,4,1.766,4.479,1,1,20,2,7,7,126,126,1
20,2,1,1,1.491,4.046,1,0,21,2,8,8,896,896,0
20,2,2,1,1.794,0.919,1,1,22,2,8,8,594,594,0
20,2,2,1,1.132,1.039,1,1,23,2,8,8,175,175,0
20,2,2,4,0.681,2.617,1,1,24,2,8,8,857,857,0
20,2,2,1,1.056,0.892,1,1,25,2,8,8,455,455,0
20,2,1,1,1.025,0.917,1,0,26,2,8,8,104,104,0
20,1,1,1,1.688,0.863,1,1,27,2,9,9,707,889,1
20,1,1,4,1.329,1.173,1,1,28,2,8,7,1124,100,2
20,1,2,4,0.781,1.125,1,0,29,2,7,6,613,408,1
20,1,1,1,1.561,1.205,1,1,30,2,8,6,1026,345,2
20,2,NaN,1,NaN,1.321,1,NaN,31,2,8,8,134,134,0
20,1,1,3,1.366,4.254,1,1,32,2,8,8,248,100,2
21,2,2,4,1.327,2.688,1,1,1,0,NaN,NaN,NaN,NaN,NaN
21,1,2,4,1.996,1.708,1,0,2,0,NaN,NaN,NaN,NaN,NaN
21,1,NaN,3,NaN,2.424,1,NaN,3,1,7,6,212,298,1
21,1,1,4,1.216,1.477,1,1,4,1,7,7,248,100,1
21,2,2,2,0.904,1.696,1,1,5,1,9,9,2212,2212,0
21,1,1,3,0.667,1.528,1,1,6,1,8,7,272,12786,1
21,1,1,2,1.405,1.071,1,1,7,1,8,8,328,100,1
21,1,1,2,1.335,0.313,1,1,8,1,7,6,920,739,1
21,1,1,3,0.75,1.017,1,1,9,1,6,7,422,116,2
21,2,1,2,1.329,1.306,1,0,10,1,8,8,1022,1022,0
21,1,1,3,1.573,0.282,1,1,11,1,8,7,2183,100,1
21,1,1,3,1.556,0.315,1,1,12,1,8,7,162,615,1
21,2,2,2,1.297,1.665,1,1,13,1,7,7,618,618,0
21,2,2,3,0.63,0.463,1,1,14,1,8,8,976,976,0
21,1,1,2,1.055,1.358,1,1,15,1,7,7,177,177,0
21,2,2,1,1.492,1.53,1,1,16,1,9,9,120,120,0
21,2,2,2,1.337,0.514,1,1,17,1,8,8,962,962,0
21,2,2,3,1.184,0.352,1,1,18,2,8,8,175,175,0
21,2,2,2,1.601,1.072,1,1,19,2,8,8,594,594,0
21,1,2,2,1.77,0.983,1,0,20,2,8,6,1026,345,2
21,1,1,4,1.025,3.449,1,1,21,2,7,7,126,126,1
21,2,2,2,1.023,0.648,1,1,22,2,8,8,455,455,0
21,1,2,2,1.369,1.59,1,0,23,2,8,8,248,100,2
21,1,1,2,1.374,1.661,1,1,24,2,9,9,707,889,1
21,2,2,2,1.211,1.257,1,1,25,2,8,8,134,134,0
21,2,2,3,1.293,1.693,1,1,26,2,8,8,3412,3412,0
21,2,2,2,1.615,1.652,1,1,27,2,8,8,104,104,0
21,1,2,2,1.45,2.01,1,0,28,2,8,7,1124,100,2
21,1,2,2,1.889,1.367,1,0,29,2,9,10,653,6216,2
21,2,2,1,1.719,1.154,1,1,30,2,8,8,896,896,0
21,1,2,3,0.78,0.922,1,0,31,2,7,6,613,408,1
21,2,1,2,2.377,1.128,1,0,32,2,8,8,857,857,0
22,2,2,4,0.895,3.475,1,1,1,0,NaN,NaN,NaN,NaN,NaN
22,1,2,4,1.632,0.97,1,0,2,0,NaN,NaN,NaN,NaN,NaN
22,2,1,2,1.368,1.325,1,0,3,1,9,9,120,120,0
22,2,2,2,0.833,0.745,1,1,4,1,8,8,1022,1022,0
22,1,1,3,0.914,0.782,1,1,5,1,7,7,248,100,1
22,1,2,4,1.033,0.702,1,0,6,1,7,7,177,177,0
22,2,1,2,1.561,1.859,1,0,7,1,7,7,618,618,0
22,1,2,3,2.139,1.859,1,0,8,1,8,7,162,615,1
22,2,2,2,2.135,1.173,1,1,9,1,8,8,976,976,0
22,2,2,4,1.373,0.562,1,1,10,1,9,9,2212,2212,0
22,1,1,2,0.868,1.075,1,1,11,1,7,6,212,298,1
22,1,1,4,0.756,0.477,1,1,12,1,7,6,920,739,1
22,2,1,4,0.3,0.458,1,0,13,1,8,8,962,962,0
22,1,2,4,2.797,0.614,1,0,14,1,8,7,2183,100,1
22,1,NaN,3,NaN,0.95,1,NaN,15,1,6,7,422,116,2
22,1,1,4,0.607,0.799,1,1,16,1,8,8,328,100,1
22,1,1,4,1.023,0.559,1,1,17,1,8,7,272,12786,1
22,1,2,4,0.527,0.646,1,0,18,2,8,8,248,100,2
22,1,1,4,0.258,0.563,1,1,19,2,9,10,653,6216,2
22,2,2,4,0.454,0.5,1,1,20,2,8,8,455,455,0
22,1,1,4,0.905,0.573,1,1,21,2,7,6,613,408,1
22,2,2,4,1.045,0.827,1,1,22,2,8,8,104,104,0
22,1,1,4,0.811,0.487,1,1,23,2,7,7,126,126,1
22,1,1,3,1.375,0.465,1,1,24,2,8,7,1124,100,2
22,2,2,3,0.721,0.215,1,1,25,2,8,8,175,175,0
22,2,2,3,1.377,0.843,1,1,26,2,8,8,594,594,0
22,2,2,2,0.791,0.524,1,1,27,2,8,8,896,896,0
22,2,2,2,0.91,0.461,1,1,28,2,8,8,857,857,0
22,1,1,2,0.565,1.063,1,1,29,2,8,6,1026,345,2
22,2,2,4,0.22,0.629,1,1,30,2,8,8,134,134,0
22,2,1,2,1.171,1.286,1,0,31,2,8,8,3412,3412,0
22,1,1,1,0.555,0.519,1,1,32,2,9,9,707,889,1
23,1,NaN,4,NaN,7.513,1,NaN,1,0,NaN,NaN,NaN,NaN,NaN
23,2,1,4,0.136,2.596,1,0,2,0,NaN,NaN,NaN,NaN,NaN
23,2,2,2,1.509,4.505,1,1,3,1,7,7,618,618,0
23,2,1,2,0.724,2.564,1,0,4,1,8,8,1022,1022,0
23,2,1,1,0.893,1.576,1,0,5,1,9,9,120,120,0
23,1,1,2,0.738,1.577,1,1,6,1,7,6,212,298,1
23,1,1,3,0.583,2.541,1,1,7,1,8,7,272,12786,1
23,2,1,3,1.213,3.06,1,0,8,1,8,8,976,976,0
23,1,1,2,0.824,1.413,1,1,9,1,7,6,920,739,1
23,2,2,2,1.098,2.247,1,1,10,1,9,9,2212,2212,0
23,2,2,2,0.705,1.024,1,1,11,1,8,8,962,962,0
23,1,1,2,0.793,1.383,1,1,12,1,7,7,177,177,0
23,1,1,3,1.481,0.738,1,1,13,1,8,7,162,615,1
23,1,1,2,0.935,1.707,1,1,14,1,7,7,248,100,1
23,1,1,2,0.856,1.224,1,1,15,1,8,7,2183,100,1
23,1,1,2,1.294,0.579,1,1,16,1,6,7,422,116,2
23,1,2,1,0.863,0.897,1,0,17,1,8,8,328,100,1
23,2,1,1,0.696,0.768,1,0,18,2,8,8,896,896,0
23,1,2,1,0.815,0.821,1,0,19,2,8,8,248,100,2
23,1,1,3,1.247,0.556,1,1,20,2,7,6,613,408,1
23,2,2,1,0.934,0.704,1,1,21,2,8,8,857,857,0
23,2,2,1,0.738,0.989,1,1,22,2,8,8,3412,3412,0
23,2,1,2,0.54,0.837,1,0,23,2,8,8,134,134,0
23,1,2,2,1.056,0.777,1,0,24,2,9,9,707,889,1
23,2,2,2,0.979,1.112,1,1,25,2,8,8,175,175,0
23,1,1,2,0.739,1.106,1,1,26,2,7,7,126,126,1
23,2,1,2,0.904,0.698,1,0,27,2,8,8,104,104,0
23,1,1,2,0.662,0.841,1,1,28,2,8,6,1026,345,2
23,1,1,1,0.942,1.08,1,1,29,2,9,10,653,6216,2
23,2,1,2,0.775,0.819,1,0,30,2,8,8,455,455,0
23,1,1,2,0.55,0.763,1,1,31,2,8,7,1124,100,2
23,2,2,2,1.214,1.773,1,1,32,2,8,8,594,594,0
24,2,2,4,2.189,6.429,1,1,1,0,NaN,NaN,NaN,NaN,NaN
24,1,1,4,2.338,2.001,1,1,2,0,NaN,NaN,NaN,NaN,NaN
24,1,NaN,4,NaN,2.154,1,NaN,3,1,8,7,2183,100,1
24,1,2,4,2.525,1.513,1,0,4,1,7,6,920,739,1
24,1,NaN,4,NaN,0.945,1,NaN,5,1,7,7,248,100,1
24,1,2,3,2.72,2.883,1,0,6,1,8,8,328,100,1
24,2,2,4,0.721,1.232,1,1,7,1,9,9,120,120,0
24,1,NaN,4,NaN,0.942,1,NaN,8,1,8,7,272,12786,1
24,2,2,3,1.102,1.596,1,1,9,1,9,9,2212,2212,0
24,2,2,3,1.797,1.247,1,1,10,1,8,8,1022,1022,0
24,2,2,2,0.942,1.589,1,1,11,1,8,8,962,962,0
24,2,NaN,1,NaN,2.291,1,NaN,12,1,7,7,618,618,0
24,2,NaN,2,NaN,1.981,1,0,13,1,8,8,976,976,0
24,1,2,4,1.059,1.141,1,0,14,1,7,7,177,177,0
24,1,NaN,3,NaN,1.277,1,NaN,15,1,7,6,212,298,1
24,1,2,4,2.131,0.753,1,0,16,1,8,7,162,615,1
24,1,NaN,3,NaN,1.227,1,NaN,17,1,6,7,422,116,2
24,2,2,3,0.757,1.129,1,1,18,2,8,8,175,175,0
24,2,2,3,1.089,1.199,1,1,19,2,8,8,134,134,0
24,2,2,3,0.684,1.467,1,1,20,2,8,8,455,455,0
24,1,NaN,3,NaN,1.116,1,NaN,21,2,8,6,1026,345,2
24,2,2,3,0.8,1.082,1,1,22,2,8,8,3412,3412,0
24,2,2,4,0.642,0.847,1,1,23,2,8,8,857,857,0
24,2,2,3,0.723,0.834,1,1,24,2,8,8,896,896,0
24,1,2,3,1.327,1.007,1,0,25,2,8,7,1124,100,2
24,1,2,4,2.065,1.089,1,0,26,2,7,7,126,126,1
24,2,2,4,1.298,0.632,1,1,27,2,8,8,104,104,0
24,2,2,4,0.825,1.037,1,1,28,2,8,8,594,594,0
