Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Prompt_time
5,1,1,98,2.3073,0.16,0.75
5,1,1,96,1.5087,0.04,0.05
5,2,2,61,2.2667,0.08,0.75
5,1,1,94,2.0761,0.16,0.75
5,1,2,82,2.1146,0.02,0.75
5,1,1,98,2.9431,0.16,1.5
5,2,2,92,1.5785,0.08,0.05
5,2,2,87,1.5844,0.16,0.05
5,2,2,74,1.5844,0.08,0.05
5,1,2,60,2.3579,0.02,0.75
5,2,2,92,2.9189,0.16,1.5
5,1,2,89,2.9112,0.04,1.5
5,1,2,51,3.0892,0.02,1.5
5,2,2,87,1.6379,0.02,0.05
5,2,2,96,1.5368,0.16,0.05
5,1,2,95,1.5484,0.04,0.05
5,1,1,96,3.025,0.08,1.5
5,2,1,50,3.0415,0.04,1.5
5,2,1,94,1.7143,0.02,0.05
5,2,2,73,2.1648,0.04,0.75
5,2,2,92,2.4311,0.08,0.75
5,1,1,97,2.9316,0.08,1.5
5,1,1,91,1.5794,0.08,0.05
5,2,1,99,2.166,0.02,0.75
5,2,1,62,3.0384,0.02,1.5
5,2,2,95,1.8847,0.04,0.05
5,2,2,99,2.9544,0.08,1.5
5,1,1,98,1.4664,0.08,0.05
5,2,2,93,2.2854,0.04,0.75
5,1,1,100,2.9977,0.16,1.5
5,2,2,83,3.0537,0.04,1.5
5,1,1,96,1.5201,0.02,0.05
5,1,1,99,1.4975,0.16,0.05
5,1,1,98,1.7727,0.02,0.05
5,2,1,96,2.2926,0.02,0.75
5,2,1,56,2.2948,0.04,0.75
5,1,2,95,3.3003,0.08,1.5
5,2,2,97,2.3392,0.16,0.75
5,2,2,94,2.8355,0.02,1.5
5,2,2,93,2.3551,0.08,0.75
5,2,2,97,3.6927,0.16,0.05
5,1,1,100,2.3448,0.08,0.75
5,1,1,99,2.922,0.16,1.5
5,1,1,98,2.1893,0.16,0.75
5,1,1,93,1.5642,0.04,0.05
5,1,1,99,2.9479,0.04,1.5
5,1,1,99,2.2965,0.08,0.75
5,1,1,96,1.6907,0.16,0.05
5,2,2,99,2.0917,0.02,0.75
5,1,1,97,1.5502,0.08,0.05
5,1,1,97,2.3546,0.04,0.75
5,1,1,97,1.5563,0.04,0.05
5,1,2,63,2.9484,0.02,1.5
5,2,2,96,2.9575,0.08,1.5
5,2,2,61,2.2621,0.04,0.75
5,2,1,92,2.2956,0.02,0.75
5,1,1,98,2.2137,0.08,0.75
5,1,1,97,2.1612,0.16,0.75
5,1,1,97,3.0622,0.16,1.5
5,2,1,92,3.1555,0.16,1.5
5,2,2,63,3.5778,0.04,1.5
5,1,1,96,1.7412,0.02,0.05
5,2,2,92,1.7744,0.08,0.05
5,1,1,98,2.4254,0.04,1.5
5,1,1,94,2.6427,0.02,1.5
5,2,1,92,1.6875,0.04,0.05
5,2,1,51,3.0717,0.08,1.5
5,1,1,95,1.542,0.02,0.05
5,1,1,98,1.5698,0.16,0.05
5,1,1,99,2.2171,0.16,0.75
5,1,2,97,3.0971,0.02,1.5
5,1,1,100,2.8956,0.16,1.5
5,1,1,100,1.8414,0.08,0.75
5,1,1,96,1.6517,0.16,0.75
5,2,2,95,1.7395,0.08,0.05
5,1,1,98,1.5385,0.08,0.05
5,1,1,99,1.5305,0.02,0.05
5,2,2,98,2.914,0.16,1.5
5,2,1,100,2.6719,0.04,1.5
5,1,1,98,3.1059,0.04,1.5
5,1,1,99,2.9388,0.08,1.5
5,2,2,99,1.6436,0.02,0.05
5,2,2,96,3.0084,0.08,1.5
5,2,2,90,1.5839,0.16,0.05
5,1,1,100,1.5489,0.16,0.05
5,1,1,53,2.145,0.04,0.75
5,1,1,100,2.1368,0.16,0.75
5,2,2,94,2.269,0.02,0.75
5,1,2,51,2.2722,0.08,0.75
5,1,1,99,1.5986,0.04,0.05
5,2,2,93,1.7811,0.04,0.05
5,1,2,88,3.1125,0.02,1.5
5,1,1,99,2.152,0.04,0.75
5,2,2,84,2.1796,0.02,0.75
5,2,2,98,2.0508,0.16,0.75
5,1,1,100,3.1251,0.16,1.5
5,2,2,100,2.9302,0.08,1.5
5,1,1,98,2.612,0.04,1.5
5,2,2,72,1.5693,0.02,0.05
5,2,2,99,2.1674,0.16,0.75
5,1,1,94,1.5473,0.16,0.05
5,2,2,94,3.0336,0.04,1.5
5,1,1,98,2.118,0.04,0.75
5,1,1,97,2.1926,0.08,0.75
5,2,2,67,3.0343,0.08,1.5
5,1,1,98,2.2156,0.02,0.75
5,2,1,98,1.5473,0.08,0.05
5,1,1,95,1.4666,0.04,0.05
5,1,1,100,2.4933,0.16,1.5
5,1,1,96,1.5647,0.02,0.05
5,2,2,96,1.5766,0.04,0.05
5,1,1,96,2.9852,0.02,1.5
5,2,2,51,2.1032,0.02,0.75
5,1,1,99,2.1925,0.08,0.75
5,1,1,50,2.8664,0.02,1.5
5,1,1,98,2.1845,0.04,0.75
5,2,1,99,1.5806,0.08,0.05
5,1,1,98,1.5384,0.16,0.05
5,1,1,99,2.9211,0.16,1.5
5,2,2,96,1.6493,0.16,0.05
5,2,1,97,1.4611,0.04,0.05
5,1,1,98,1.4448,0.02,0.05
5,1,1,94,1.4605,0.04,0.05
5,1,1,99,2.0734,0.02,0.75
5,1,1,93,2.1364,0.16,0.75
5,1,2,100,1.5779,0.02,0.05
5,1,1,90,1.4269,0.08,0.05
5,1,1,91,2.8298,0.08,1.5
5,2,2,89,1.9371,0.04,0.75
5,1,1,98,1.7794,0.16,0.05
5,1,1,97,1.3958,0.08,0.05
5,1,2,77,2.9472,0.02,1.5
5,1,1,98,2.2301,0.08,0.75
5,1,1,93,2.1205,0.08,0.75
5,1,1,97,2.6065,0.08,1.5
5,2,2,94,2.2504,0.02,0.75
5,2,2,71,2.8635,0.04,1.5
5,1,2,93,2.5513,0.04,1.5
5,2,2,95,2.5103,0.16,1.5
5,2,2,98,2.1327,0.16,0.75
5,1,1,99,2.8841,0.02,1.5
5,2,2,89,2.2227,0.04,0.75
5,1,1,99,3.6921,0.02,0.75
5,2,2,98,3.0571,0.08,1.5
5,2,2,99,2.6428,0.16,1.5
5,1,1,97,2.1816,0.08,0.75
5,2,1,99,1.6503,0.08,0.05
5,1,1,54,3.3255,0.08,1.5
5,2,2,98,2.2598,0.04,0.75
5,1,2,89,1.5717,0.02,0.05
5,1,1,99,2.0438,0.16,0.75
5,2,2,74,1.6343,0.08,0.05
5,1,1,94,3.0709,0.04,1.5
5,2,1,50,2.9444,0.02,1.5
5,2,2,98,2.8705,0.04,1.5
5,2,2,91,1.5965,0.16,0.05
5,2,1,96,1.4954,0.16,0.05
5,1,2,71,2.1428,0.04,0.75
5,1,1,97,2.1829,0.16,0.75
5,2,2,99,2.9286,0.16,1.5
5,1,1,98,2.4357,0.08,0.75
5,2,1,96,2.2966,0.02,0.75
5,1,2,96,1.5528,0.02,0.05
5,1,1,93,3.029,0.02,1.5
5,2,2,95,1.5614,0.04,0.05
5,1,1,95,1.6616,0.04,0.05
5,1,1,99,2.1801,0.08,0.75
5,1,1,97,1.5624,0.02,0.05
5,1,1,100,2.205,0.16,0.75
5,2,1,95,2.803,0.04,1.5
5,2,1,99,1.6644,0.08,0.05
5,1,1,99,2.428,0.08,0.75
5,1,1,99,2.5643,0.02,0.75
5,1,1,99,2.6856,0.04,0.75
5,1,1,98,1.6092,0.04,0.05
5,1,2,91,3.0789,0.08,1.5
5,2,1,96,2.9763,0.04,1.5
5,1,1,55,3.2398,0.02,1.5
5,1,1,95,3.0928,0.08,1.5
5,1,1,96,1.6658,0.04,0.05
5,2,2,97,1.3892,0.16,0.05
5,2,2,99,2.8319,0.16,1.5
5,2,2,96,1.6304,0.16,0.05
5,2,2,97,1.5284,0.08,0.05
5,2,1,99,2.1841,0.04,0.75
5,2,2,97,2.1026,0.16,0.75
5,1,1,99,2.2323,0.02,0.75
5,1,2,98,1.5631,0.02,0.05
5,1,1,99,2.8899,0.16,1.5
5,2,1,98,3.0846,0.02,1.5
5,1,1,98,3.0631,0.04,1.5
5,1,1,98,2.2317,0.02,0.75
5,1,1,98,1.7285,0.02,0.05
5,2,1,96,1.4653,0.04,0.05
5,1,1,62,2.1602,0.02,0.75
5,2,2,99,2.0263,0.16,0.75
5,2,2,98,1.4044,0.16,0.05
5,2,2,100,2.2004,0.16,1.5
5,2,2,98,2.8796,0.04,1.5
5,2,2,100,2.1685,0.08,0.75
5,1,1,98,1.3855,0.02,0.05
5,2,2,100,2.8621,0.08,1.5
5,2,1,99,2.0434,0.04,0.75
5,1,1,98,2.5886,0.16,1.5
5,1,1,98,2.11,0.16,0.75
5,2,1,99,2.9141,0.02,1.5
5,1,2,52,2.971,0.02,1.5
5,1,1,100,2.016,0.08,0.75
5,1,1,95,1.5409,0.16,0.05
5,2,2,87,1.9272,0.04,0.75
5,1,1,99,2.251,0.08,1.5
5,1,1,96,1.6571,0.08,0.05
5,2,1,94,1.5356,0.04,0.05
5,1,1,95,1.5816,0.08,0.05
5,1,1,98,3.0903,0.08,1.5
5,2,2,98,2.4228,0.04,1.5
5,1,1,98,1.6321,0.02,0.05
5,1,2,93,2.1699,0.04,0.05
5,2,1,53,2.112,0.02,0.75
5,1,1,98,1.522,0.08,0.05
5,1,1,99,2.3417,0.16,1.5
5,1,1,98,2.1104,0.04,0.75
5,2,2,98,2.1566,0.08,0.75
5,1,2,99,1.5527,0.16,0.05
5,2,2,99,2.0061,0.16,0.75
5,1,1,97,2.7127,0.08,1.5
5,1,1,98,2.4788,0.02,1.5
5,1,1,99,2.9595,0.04,1.5
5,2,2,99,2.0735,0.04,0.75
5,1,1,97,1.6536,0.02,0.05
5,2,1,99,2.1554,0.02,0.75
5,1,1,99,3.0073,0.02,1.5
5,2,2,100,2.1652,0.16,0.75
5,2,2,95,2.1843,0.08,0.75
5,2,2,98,1.5807,0.16,0.05
5,1,1,99,1.6824,0.04,0.05
5,2,2,99,2.8476,0.16,1.5
5,1,1,98,1.584,0.08,0.05
4,2,1,91,2.5743,0.02,1.5
4,2,2,84,1.4086,0.02,0.75
4,2,1,91,1.9166,0.16,0.05
4,1,1,75,2.7043,0.08,0.05
4,1,2,87,1.7157,0.02,0.75
4,1,1,93,1.6096,0.08,0.75
4,1,2,82,1.2146,0.02,0.05
4,1,1,91,2.1454,0.08,1.5
4,2,1,95,2.1564,0.16,1.5
4,1,2,86,2.9908,0.04,0.05
4,2,1,92,1.9498,0.16,1.5
4,1,2,89,2.8414,0.04,1.5
4,1,1,93,1.7208,0.08,0.75
4,2,2,84,1.3327,0.08,0.05
4,2,1,90,2.0598,0.08,1.5
4,1,1,93,3.2696,0.16,0.75
4,1,2,85,1.7926,0.04,0.75
4,2,2,90,4.5345,0.04,1.5
4,1,1,93,1.8308,0.04,0.05
4,1,2,85,3.59,0.04,0.75
4,1,1,93,2.4966,0.02,1.5
4,2,1,91,2.4037,0.02,0.05
4,1,1,93,1.978,0.16,0.05
4,1,1,96,3.113,0.16,0.75
4,1,1,87,1.8903,0.04,0.75
4,1,1,89,2.2223,0.02,0.05
4,2,2,87,2.8847,0.08,1.5
4,2,1,91,4.8277,0.08,1.5
4,1,1,90,2.1214,0.16,0.05
4,2,1,92,1.9114,0.04,0.05
4,2,2,91,1.8453,0.08,0.75
4,2,2,84,1.7904,0.02,0.05
4,2,1,89,1.6714,0.04,0.75
4,1,2,88,2.5971,0.02,0.75
4,2,1,90,1.767,0.08,0.05
4,2,2,93,1.6424,0.16,0.75
4,2,2,92,2.8539,0.02,1.5
4,2,2,89,3.0777,0.16,0.05
4,2,1,91,1.9309,0.02,1.5
4,2,1,92,2.6848,0.08,0.05
4,2,1,90,2.0095,0.04,1.5
4,1,1,55,2.2636,0.04,0.05
4,2,2,89,1.9113,0.02,0.75
4,2,2,88,1.8588,0.08,0.75
4,1,1,89,2.438,0.16,1.5
4,2,1,92,2.6435,0.16,1.5
4,1,2,90,2.6283,0.16,0.75
4,1,2,89,2.5482,0.04,1.5
4,1,1,87,3.1047,0.02,0.75
4,2,1,94,2.7521,0.04,0.05
4,1,2,88,1.9837,0.08,0.75
4,1,1,96,1.6227,0.08,0.75
4,1,1,89,3.5017,0.04,1.5
4,1,1,94,1.7331,0.16,0.75
4,1,1,94,2.0737,0.16,1.5
4,1,1,94,3.26,0.16,0.75
4,1,2,90,1.5896,0.02,0.05
4,1,2,86,2.728,0.02,1.5
4,2,1,74,2.5766,0.02,0.05
4,2,2,87,2.5556,0.08,1.5
4,2,2,91,1.8434,0.16,1.5
4,1,1,95,3.2245,0.04,0.75
4,1,1,98,2.0797,0.04,1.5
4,1,1,97,2.8066,0.04,0.75
4,1,2,92,1.4977,0.08,0.05
4,1,2,95,2.2331,0.02,1.5
4,2,1,97,1.9107,0.02,0.75
4,2,1,97,2.2165,0.04,0.05
4,2,2,97,3.5395,0.16,0.05
4,1,1,97,1.7202,0.08,0.05
4,2,2,99,2.4099,0.08,1.5
4,2,2,65,4.7008,0.16,0.05
4,2,2,94,2.4714,0.04,0.05
4,2,2,95,1.7208,0.16,0.05
4,1,1,99,2.5391,0.04,1.5
4,1,1,99,2.7443,0.16,0.05
4,1,2,98,4.4146,0.16,1.5
4,1,2,97,2.5255,0.08,0.05
4,1,1,96,1.49,0.16,0.75
4,2,1,97,2.9548,0.02,0.75
4,1,2,96,3.178,0.04,0.75
4,2,1,98,2.7313,0.16,1.5
4,1,2,99,2.6465,0.16,0.75
4,1,2,98,3.9023,0.08,0.05
4,1,1,99,1.5429,0.04,0.75
4,2,1,97,2.3738,0.08,0.75
4,2,2,100,2.2709,0.02,0.05
4,2,1,100,6.4473,0.02,0.75
4,1,2,96,2.0406,0.08,0.75
4,1,2,98,3.7126,0.02,1.5
4,2,1,97,2.4609,0.02,1.5
4,1,1,97,2.3166,0.08,1.5
4,2,1,96,6.5376,0.04,1.5
4,1,2,96,2.3256,0.04,0.05
4,1,1,99,1.3633,0.02,0.05
4,1,1,98,2.6788,0.08,1.5
4,2,1,97,2.9065,0.08,1.5
4,2,1,99,2.1571,0.02,1.5
4,2,1,97,2.7833,0.08,0.05
4,2,1,99,1.8456,0.08,0.75
4,1,1,100,2.1217,0.02,1.5
4,2,1,98,2.8909,0.02,0.75
4,2,2,98,1.9743,0.16,1.5
4,2,2,98,1.5014,0.16,0.75
4,2,2,96,2.5257,0.02,0.05
4,2,2,99,2.4718,0.16,0.05
4,2,2,98,1.8053,0.16,0.05
4,2,2,97,2.2626,0.02,0.75
4,1,1,99,2.8681,0.04,0.05
4,2,2,96,3.1134,0.04,1.5
4,1,1,100,1.9892,0.04,0.75
4,1,2,99,1.7799,0.08,0.75
4,1,1,99,1.6664,0.16,0.75
4,1,1,99,1.674,0.04,0.05
4,1,1,97,2.9387,0.04,1.5
4,1,1,98,1.7391,0.04,0.75
4,1,1,61,3.6637,0.02,0.05
4,1,1,97,1.9447,0.08,0.05
4,2,2,96,2.4797,0.08,1.5
4,2,1,99,2.4245,0.16,1.5
4,1,1,92,3.7336,0.16,1.5
4,2,2,100,5.0012,0.04,0.75
4,2,1,96,3.0302,0.04,1.5
4,2,2,94,2.8705,0.08,1.5
4,1,2,92,2.3414,0.16,0.75
4,1,1,96,1.9672,0.08,1.5
4,1,1,98,1.4218,0.16,0.05
4,1,2,94,1.98,0.02,1.5
4,2,1,97,1.7278,0.02,0.05
4,2,2,96,3.3255,0.04,1.5
4,1,2,95,2.7957,0.08,0.75
4,1,1,99,1.5576,0.04,0.05
4,2,2,96,2.3696,0.02,0.75
4,1,2,98,1.802,0.08,0.75
4,1,1,100,1.8035,0.02,0.75
4,1,1,97,4.3633,0.02,0.05
4,2,1,98,1.9134,0.02,1.5
4,1,1,99,1.7641,0.08,0.05
4,2,2,100,2.7,0.04,0.05
4,2,2,97,2.4136,0.08,0.05
4,1,1,97,1.6074,0.16,0.75
4,1,1,96,2.3131,0.04,0.75
4,1,1,99,4.9535,0.16,1.5
4,1,1,97,2.6198,0.16,0.05
4,1,1,98,4.0155,0.16,0.75
4,2,2,94,2.4364,0.08,1.5
4,2,1,99,1.6219,0.04,0.75
4,1,2,97,2.5477,0.02,1.5
4,2,1,50,4.4183,0.08,0.05
4,2,2,92,1.7005,0.04,0.05
4,2,2,94,2.2849,0.04,0.05
4,1,1,99,1.9307,0.04,1.5
4,1,1,99,3.3137,0.08,1.5
4,1,1,100,3.9578,0.08,0.75
4,1,1,100,1.9584,0.08,0.75
4,2,2,99,1.5754,0.16,0.05
4,2,2,98,4.6253,0.02,1.5
4,2,2,99,2.7367,0.16,1.5
4,1,1,99,3.9818,0.02,0.05
4,1,1,100,3.0216,0.08,0.05
4,2,2,98,4.4056,0.16,0.05
4,1,1,100,1.661,0.02,0.75
4,1,1,100,3.1218,0.04,1.5
4,2,2,98,2.8364,0.02,0.75
4,2,2,99,1.7944,0.16,0.75
4,1,1,99,3.5641,0.04,0.75
4,2,2,99,1.8543,0.16,1.5
4,2,1,98,2.8718,0.02,0.05
4,2,1,97,3.1127,0.02,0.75
4,1,2,99,3.3339,0.04,0.75
4,2,2,98,1.8921,0.16,0.75
4,1,1,99,1.8075,0.02,0.05
4,2,2,99,1.7405,0.16,0.05
4,1,1,99,2.3322,0.16,0.05
4,2,2,100,2.0019,0.08,0.75
4,1,1,98,2.5976,0.04,1.5
4,2,2,99,4.4986,0.16,0.75
4,1,1,99,1.9857,0.02,1.5
4,1,1,99,2.7719,0.04,0.05
4,1,1,98,2.8212,0.08,0.05
4,2,2,99,3.3677,0.08,1.5
4,1,1,99,1.9539,0.08,0.75
4,1,2,99,3.6071,0.02,1.5
4,2,1,98,1.7275,0.04,0.75
4,2,2,99,2.4191,0.02,0.75
4,2,2,99,1.9776,0.04,0.05
4,1,1,99,1.4342,0.08,0.05
4,2,2,99,4.5597,0.04,1.5
4,1,1,99,2.314,0.02,0.05
4,2,2,98,1.9961,0.16,1.5
4,2,2,99,2.8189,0.16,1.5
4,1,1,99,2.0882,0.08,1.5
4,2,1,100,4.5027,0.04,1.5
4,2,2,97,3.8915,0.08,1.5
4,1,1,97,1.9943,0.16,0.75
4,2,2,99,1.4059,0.16,0.05
4,2,2,98,2.22,0.08,0.05
4,2,2,99,3.0135,0.08,0.75
4,1,1,99,2.8763,0.04,1.5
4,1,1,98,3.3847,0.08,0.75
4,1,1,99,1.932,0.04,0.05
4,1,1,98,4.0274,0.04,0.75
4,1,1,99,2.1654,0.16,1.5
4,1,1,99,1.9377,0.16,1.5
4,1,2,99,2.4152,0.02,1.5
4,2,2,99,2.4449,0.16,0.05
4,2,1,99,2.8962,0.02,0.75
4,1,1,99,2.1657,0.02,0.05
4,2,2,100,2.5233,0.02,0.05
4,2,2,54,5.8586,0.02,0.75
4,1,1,99,2.0942,0.04,0.05
4,2,1,99,1.6879,0.08,0.05
4,1,1,100,2.2654,0.16,0.75
4,1,2,99,2.3907,0.04,0.75
4,2,1,100,2.2281,0.02,1.5
4,2,2,100,3.1527,0.08,1.5
4,2,2,99,2.7358,0.08,0.75
4,2,2,97,3.9481,0.04,0.05
4,1,2,98,3.3986,0.02,0.75
4,1,1,99,1.7659,0.16,0.75
4,1,1,99,2.2566,0.16,0.05
4,2,2,97,2.22,0.04,0.75
4,1,1,99,1.8132,0.08,1.5
4,1,1,99,3.0735,0.02,1.5
4,1,1,100,1.7009,0.16,0.75
4,2,2,99,2.7889,0.04,1.5
4,2,2,99,1.7871,0.08,0.05
4,2,2,98,4.3711,0.02,0.05
4,1,2,98,2.0551,0.04,0.75
4,2,2,99,6.0051,0.08,0.75
4,1,1,99,1.9355,0.08,1.5
4,2,1,98,2.0691,0.16,0.05
4,2,2,98,2.3424,0.16,1.5
4,1,1,100,1.6478,0.04,0.05
4,1,2,99,2.5691,0.02,0.05
4,2,1,100,2.5027,0.02,1.5
4,2,1,99,2.5478,0.04,1.5
4,1,2,98,2.467,0.02,0.75
4,2,2,99,1.9341,0.08,0.05
4,2,2,98,2.0345,0.16,1.5
4,2,1,99,2.2171,0.02,0.75
4,1,2,98,4.4247,0.02,0.75
4,2,1,99,2.2087,0.16,1.5
4,2,2,100,1.3948,0.02,0.05
4,1,1,99,2.0429,0.08,1.5
4,1,1,98,1.7809,0.08,1.5
4,1,2,98,2.29,0.02,1.5
4,1,1,99,1.6135,0.16,0.05
4,2,2,97,2.9991,0.08,0.05
4,2,1,98,1.7296,0.04,0.75
4,2,1,100,1.8642,0.02,1.5
4,2,2,97,4.7603,0.08,0.75
4,1,1,100,2.008,0.04,0.75
4,1,1,100,2.0068,0.04,1.5
4,1,1,100,2.0425,0.16,1.5
4,1,2,98,3.1358,0.16,0.75
4,1,1,99,1.5816,0.04,0.05
4,2,2,98,1.5085,0.08,0.75
4,1,1,99,2.1793,0.16,0.05
4,1,2,98,2.1043,0.04,0.05
4,2,1,98,3.1894,0.02,0.05
4,2,2,98,2.1489,0.16,0.75
4,1,1,99,1.6941,0.08,0.05
4,2,2,99,2.2504,0.04,1.5
4,1,2,97,2.4797,0.02,0.05
4,1,1,96,1.7163,0.02,0.05
4,1,1,100,1.8096,0.02,0.75
4,1,2,98,3.3377,0.08,0.75
4,1,1,100,2.0661,0.08,1.5
4,1,1,99,2.2148,0.08,1.5
4,1,2,100,1.9524,0.02,1.5
4,1,1,100,1.7342,0.16,1.5
4,2,2,100,2.8424,0.08,0.05
4,2,1,100,2.593,0.04,0.75
4,1,1,98,2.0432,0.16,1.5
4,1,2,65,3.0652,0.04,1.5
4,1,1,100,2.6793,0.16,0.75
4,1,2,98,2.211,0.02,1.5
4,2,2,99,1.9486,0.16,0.05
4,1,1,99,1.3983,0.16,0.75
4,2,2,99,2.1176,0.04,1.5
4,1,2,99,2.4657,0.02,0.75
4,2,1,98,1.6936,0.08,0.75
4,1,2,99,3.5664,0.04,0.75
4,1,2,100,2.6015,0.04,0.05
4,2,2,59,5.2825,0.08,0.05
4,2,1,100,1.5382,0.04,0.05
4,1,2,99,2.3372,0.16,0.05
2,2,2,99,3.5468,0.08,1.5
2,2,1,51,2.9708,0.04,0.05
2,1,1,87,3.861,0.08,1.5
2,1,1,97,2.5795,0.16,0.75
2,1,1,53,2.7536,0.02,0.05
2,2,2,84,2.8391,0.08,0.75
2,2,2,90,3.3404,0.02,1.5
2,1,1,94,2.7628,0.04,0.75
2,1,2,54,3.3457,0.04,0.05
2,2,1,51,2.6391,0.02,0.05
2,2,2,93,3.016,0.02,0.75
2,1,2,80,3.2665,0.02,0.75
2,2,2,92,2.5346,0.16,0.05
2,1,1,68,2.4242,0.08,0.05
2,2,1,50,4.5981,0.04,1.5
2,2,2,88,1.955,0.16,0.05
2,2,1,51,4.5526,0.04,1.5
2,2,2,52,4.8989,0.02,1.5
2,1,1,57,3.1624,0.08,0.75
2,1,1,93,3.2751,0.16,1.5
2,2,2,95,3.0291,0.16,0.75
2,1,1,69,2.7916,0.04,0.75
2,2,2,98,3.2754,0.16,1.5
2,1,1,75,2.4249,0.08,0.05
2,1,1,92,2.7226,0.16,0.75
2,2,2,93,2.3869,0.04,0.05
2,2,2,86,3.2209,0.08,1.5
2,1,1,90,2.9583,0.02,0.75
2,2,2,92,3.3864,0.02,1.5
2,2,2,99,1.6833,0.16,0.05
2,1,1,99,3.1539,0.16,1.5
2,2,2,53,4.2996,0.04,0.75
2,2,2,66,3.2412,0.04,0.05
2,1,1,87,2.6591,0.08,0.75
2,2,2,64,2.9737,0.02,0.05
2,1,1,50,3.3222,0.02,0.75
2,1,1,56,2.9636,0.02,0.05
2,2,2,84,2.4767,0.08,0.75
2,1,1,78,2.3503,0.08,0.05
2,1,1,92,2.4842,0.08,0.05
2,1,1,98,3.2807,0.08,1.5
2,1,1,97,3.6858,0.16,1.5
2,2,1,64,4.2443,0.04,1.5
2,2,2,95,2.51,0.16,0.75
2,2,1,50,3.229,0.04,0.75
2,2,1,56,4.755,0.02,1.5
2,1,2,51,4.8513,0.04,1.5
2,2,2,90,1.7021,0.16,0.05
2,2,2,86,3.7054,0.04,1.5
2,2,2,75,2.7968,0.04,0.05
2,2,2,86,2.0932,0.08,0.05
2,2,1,76,3.4414,0.02,1.5
2,1,1,91,3.0793,0.16,0.75
2,1,1,64,3.8244,0.08,1.5
2,1,1,73,3.3427,0.02,1.5
2,1,2,55,3.0944,0.02,0.05
2,2,2,92,1.7776,0.16,0.05
2,2,2,90,2.4018,0.04,0.05
2,1,1,98,2.2791,0.16,0.05
2,2,2,86,3.2109,0.08,1.5
2,1,1,63,3.8379,0.02,0.75
2,2,1,50,4.5279,0.04,0.75
2,1,1,53,3.331,0.02,0.75
2,2,2,85,2.5073,0.08,0.05
2,2,2,90,2.7896,0.16,0.75
2,2,2,92,3.2443,0.16,1.5
2,2,2,94,3.4511,0.16,1.5
2,2,1,52,7.222,0.04,0.75
2,2,1,50,4.1961,0.04,1.5
2,2,2,94,3.1227,0.08,0.75
2,1,1,52,3.6478,0.02,0.05
2,1,1,84,3.2489,0.08,0.75
2,1,1,86,2.9437,0.04,0.75
2,2,2,88,1.9234,0.08,0.05
2,1,1,96,1.951,0.08,0.05
2,2,2,99,3.024,0.16,1.5
2,2,1,52,4.1358,0.02,0.75
2,1,1,57,4.0121,0.04,1.5
2,2,2,88,3.2657,0.08,1.5
2,2,2,90,2.9736,0.16,0.05
2,2,2,55,4.3604,0.02,1.5
2,1,1,73,2.3815,0.16,0.75
2,2,2,94,2.7006,0.16,1.5
2,1,1,80,2.5305,0.02,0.05
2,1,1,73,3.5804,0.04,1.5
2,1,1,54,4.9244,0.02,1.5
2,1,1,76,2.7994,0.02,0.05
2,2,2,62,4.1739,0.04,0.05
2,2,2,84,5.102,0.08,1.5
2,1,1,50,5.3298,0.02,0.75
2,2,1,51,5.1147,0.08,0.75
2,2,1,54,4.706,0.04,0.75
2,2,2,63,3.77,0.08,0.75
2,2,1,50,3.4837,0.04,0.05
2,1,1,84,1.8781,0.16,0.05
2,1,1,97,2.3471,0.16,0.75
2,2,2,89,3.1634,0.04,0.75
2,1,1,90,2.4456,0.08,0.75
2,1,1,74,2.4432,0.02,0.05
2,1,1,91,2.5945,0.04,0.75
2,1,1,89,3.2623,0.08,1.5
2,1,1,91,3.218,0.16,1.5
2,1,1,94,2.2237,0.16,0.05
2,1,1,74,4.0295,0.02,1.5
2,2,2,86,3.3967,0.16,1.5
2,1,1,77,2.7754,0.08,0.75
2,1,2,52,4.3369,0.02,1.5
2,2,2,53,3.5859,0.02,0.75
2,1,1,50,3.6675,0.02,0.05
2,1,1,64,4.5365,0.08,1.5
2,1,1,57,3.2233,0.04,0.05
2,1,1,90,2.529,0.16,0.75
2,1,1,86,2.736,0.16,0.75
2,2,2,52,4.0093,0.02,0.75
2,2,2,56,3.1414,0.04,0.05
2,1,1,53,3.8716,0.04,1.5
2,2,2,51,5.1401,0.04,1.5
2,2,2,94,1.9139,0.16,0.05
2,2,2,86,3.3457,0.08,0.05
2,2,2,81,2.443,0.08,0.05
2,2,1,79,3.2801,0.02,0.75
2,1,1,93,2.5616,0.16,0.75
2,2,2,78,2.854,0.04,0.75
2,1,2,51,3.3389,0.02,1.5
2,2,1,52,2.9061,0.04,0.05
2,1,1,82,3.1654,0.08,0.75
2,2,1,50,3.8257,0.02,0.75
2,2,2,57,3.9923,0.08,1.5
2,2,2,94,3.2533,0.16,1.5
2,1,1,77,2.0728,0.16,0.05
2,1,1,67,2.6373,0.08,0.05
2,2,2,77,2.765,0.08,0.05
2,2,1,61,3.777,0.02,1.5
2,1,1,92,1.9138,0.16,0.05
2,1,1,98,3.2595,0.08,1.5
2,1,1,97,2.6373,0.16,0.75
2,2,2,80,2.5189,0.04,0.05
2,2,2,79,3.443,0.04,1.5
2,2,2,94,3.386,0.16,1.5
2,2,2,59,4.2878,0.02,0.05
2,2,2,54,3.5383,0.08,0.75
