Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Prompt_time
4,1,1,84,2.7105,0.16,0.05
4,1,1,82,2.8154,0.04,0.05
4,1,1,80,3.3803,0.04,0.75
4,2,2,62,4.4329,0.08,0.75
4,1,1,82,3.7257,0.08,0.05
4,2,1,87,3.3075,0.08,1.5
4,2,2,80,2.8139,0.04,0.05
4,1,1,76,4.6858,0.04,0.75
4,1,1,79,4.0454,0.16,0.75
4,2,2,82,3.0494,0.04,1.5
4,1,2,80,3.9788,0.02,0.75
4,1,1,84,1.9889,0.16,0.05
4,2,1,77,4.5737,0.08,1.5
4,1,2,76,4.7336,0.04,1.5
4,1,1,70,2.7256,0.02,1.5
4,2,2,84,3.7182,0.04,0.75
4,2,2,96,3.3771,0.02,0.75
4,2,1,83,5.8457,0.16,1.5
4,1,2,77,4.353,0.04,0.05
4,2,2,96,3.1336,0.16,0.75
4,1,1,80,2.9082,0.08,1.5
4,2,2,97,3.4687,0.04,0.75
4,1,1,86,2.2694,0.16,0.05
4,1,1,87,2.9411,0.16,1.5
4,1,2,95,2.7976,0.02,0.05
4,2,2,88,7.1456,0.08,0.05
4,1,1,85,3.1157,0.04,0.05
4,1,1,86,3.01,0.16,0.05
4,2,1,92,2.5941,0.08,0.75
4,2,2,90,3.6905,0.02,1.5
4,2,1,92,5.0057,0.08,0.75
4,2,2,87,2.7336,0.08,0.05
4,2,2,88,2.6794,0.02,0.75
4,1,2,96,4.5513,0.08,1.5
4,1,1,98,3.4758,0.04,1.5
4,2,1,100,2.9884,0.02,1.5
4,2,2,100,3.3951,0.02,0.05
4,1,1,99,6.1481,0.16,0.75
4,2,2,91,5.3182,0.04,1.5
4,1,1,94,2.1629,0.08,0.05
4,1,1,99,2.599,0.08,1.5
4,1,1,98,2.2832,0.02,0.05
4,2,2,90,2.5607,0.16,0.05
4,1,2,86,2.4658,0.04,1.5
4,1,1,94,3.1627,0.02,1.5
4,2,2,71,2.8709,0.16,0.05
4,2,2,78,3.2351,0.02,0.75
4,2,1,98,2.4912,0.04,0.05
4,2,2,86,3.6225,0.02,1.5
4,2,1,95,2.79,0.04,0.75
4,2,1,97,3.7777,0.04,0.75
4,1,2,74,2.3868,0.08,0.05
4,2,1,95,3.2248,0.04,0.05
4,2,1,82,4.2672,0.08,0.75
4,2,2,77,4.8944,0.02,0.75
4,1,1,85,5.5029,0.16,1.5
4,1,1,79,6.3482,0.04,1.5
4,2,1,89,2.5489,0.02,0.05
4,1,1,94,3.6962,0.08,0.75
4,2,2,69,3.5404,0.16,1.5
4,2,1,83,2.8886,0.16,0.75
4,2,2,74,2.6322,0.16,0.75
4,1,1,85,2.9483,0.08,1.5
4,2,2,94,4.271,0.08,1.5
4,2,2,93,2.4278,0.02,0.05
4,1,2,93,3.6452,0.04,0.75
4,1,2,82,2.9878,0.02,1.5
4,1,2,99,4.9405,0.02,0.05
4,2,1,91,1.8908,0.04,0.05
4,2,2,94,3.3661,0.16,0.75
4,1,2,96,3.2868,0.08,0.05
4,1,1,94,2.7634,0.02,1.5
4,1,1,95,3.1075,0.16,1.5
4,2,1,95,3.1449,0.02,0.75
4,1,1,69,5.3007,0.04,0.75
4,2,2,90,3.2591,0.16,1.5
4,2,2,93,3.7179,0.04,1.5
4,1,1,92,2.2018,0.16,0.75
4,2,1,98,2.4854,0.04,0.05
4,1,1,79,2.4526,0.16,0.05
4,2,2,100,2.2433,0.08,0.75
4,1,1,100,2.8499,0.08,1.5
4,2,2,89,4.2951,0.08,0.75
4,2,1,89,6.0191,0.08,0.05
4,2,2,76,4.0337,0.04,1.5
4,1,2,89,2.1613,0.02,0.75
4,2,2,85,3.5324,0.16,0.05
4,2,1,91,2.8971,0.08,0.75
4,2,1,86,3.9814,0.08,0.05
4,2,1,80,4.8131,0.16,0.05
4,2,2,93,2.5009,0.02,0.75
4,1,1,89,6.3784,0.08,1.5
4,1,2,94,3.4183,0.04,0.05
4,1,2,86,6.8465,0.02,0.75
4,1,1,95,2.0828,0.16,0.05
4,1,1,69,2.9946,0.02,0.05
4,2,1,83,2.0758,0.04,0.75
4,2,1,77,4.3244,0.04,0.05
4,1,2,86,7.0811,0.08,0.75
4,2,1,88,2.663,0.02,1.5
4,2,2,96,4.2417,0.16,0.75
4,1,1,86,4.0692,0.02,0.05
4,1,2,100,2.2113,0.04,0.75
4,2,2,93,2.7478,0.04,1.5
4,2,1,91,2.5942,0.08,0.05
4,2,1,79,2.6512,0.04,1.5
4,2,2,89,4.29,0.16,1.5
4,2,1,95,2.4959,0.16,1.5
4,1,1,97,2.0529,0.16,0.75
4,1,2,67,3.641,0.08,1.5
4,1,1,74,3.6214,0.02,1.5
4,2,2,97,4.1384,0.02,0.75
4,1,1,88,3.0906,0.08,0.05
4,1,1,98,2.4286,0.08,1.5
4,1,2,99,3.2048,0.02,1.5
4,2,1,99,1.7991,0.04,0.75
4,2,2,99,3.8554,0.04,1.5
4,2,1,98,2.3204,0.08,0.75
4,1,1,95,2.0612,0.02,0.05
4,2,1,99,4.3889,0.02,0.05
4,1,1,99,2.2812,0.16,0.75
4,1,1,99,2.4132,0.16,1.5
4,2,2,93,2.2879,0.16,0.75
4,1,2,96,4.6045,0.08,0.05
4,2,2,87,2.6383,0.04,1.5
4,1,1,94,1.9492,0.16,0.05
4,2,1,59,2.9325,0.08,0.75
4,2,1,56,2.5025,0.04,0.05
4,1,1,82,3.9185,0.02,1.5
4,1,1,95,2.8878,0.16,1.5
4,1,1,79,5.6741,0.02,0.75
4,1,1,99,3.1137,0.16,0.05
4,2,1,94,5.5129,0.08,1.5
4,1,2,98,1.6125,0.04,0.05
4,1,1,91,4.7508,0.04,0.75
4,1,2,94,2.4964,0.02,1.5
4,1,2,92,2.678,0.16,1.5
4,2,1,96,3.0182,0.08,1.5
4,2,1,100,1.4265,0.04,0.05
4,1,1,82,1.5062,0.02,0.05
4,1,1,84,1.9236,0.08,0.75
4,2,1,89,1.8946,0.08,0.75
4,1,1,87,2.2184,0.02,1.5
4,2,1,62,1.8402,0.08,0.05
4,2,1,75,2.4464,0.16,0.05
4,2,2,67,2.0793,0.04,0.05
4,1,1,87,2.3853,0.04,0.75
4,1,1,98,1.3277,0.16,0.05
4,2,1,89,3.1701,0.02,0.75
4,1,1,97,1.9617,0.02,0.75
4,2,1,80,3.1362,0.08,0.05
4,2,2,78,2.9675,0.04,1.5
4,1,1,94,2.6044,0.04,1.5
4,1,1,96,2.1147,0.04,0.75
4,2,1,91,2.2726,0.02,0.05
4,1,1,94,3.4386,0.16,1.5
4,2,2,89,1.9799,0.16,0.75
4,2,1,100,2.7657,0.08,1.5
4,1,1,81,1.6299,0.16,0.75
4,2,1,83,1.3993,0.16,0.05
4,2,2,87,2.5099,0.08,1.5
4,1,2,100,2.2691,0.04,1.5
4,2,1,77,2.9274,0.04,0.05
4,2,2,94,2.2427,0.16,0.75
4,2,2,96,2.59,0.02,1.5
4,2,2,95,3.0033,0.16,1.5
4,2,1,76,2.7607,0.02,0.75
4,2,1,78,4.3329,0.02,0.05
4,2,1,83,3.1865,0.08,0.75
4,2,2,93,2.4528,0.16,1.5
4,2,2,98,2.322,0.08,1.5
4,1,1,77,2.4576,0.02,0.75
4,2,1,77,1.8509,0.16,0.75
4,2,2,96,2.3488,0.04,1.5
4,1,2,96,1.6921,0.02,0.05
4,1,1,82,1.3439,0.16,0.05
4,1,1,92,3.1903,0.04,0.75
4,1,2,98,2.5786,0.02,1.5
4,1,2,95,1.2828,0.08,0.05
4,1,1,83,2.4441,0.08,0.75
4,2,1,78,2.0347,0.04,0.05
4,1,2,98,2.2401,0.04,0.75
4,1,1,82,2.3568,0.08,0.05
5,1,1,95,1.7954,0.16,0.05
5,2,2,96,2.9087,0.16,1.5
5,1,1,95,2.9413,0.16,1.5
5,1,2,92,2.14,0.02,0.75
5,2,1,93,2.8963,0.02,1.5
5,1,2,93,3.1186,0.04,1.5
5,1,1,94,2.5871,0.16,0.75
5,2,1,98,1.5646,0.04,0.05
5,1,2,93,3.0083,0.04,1.5
5,1,2,86,2.6088,0.08,0.75
5,1,2,90,2.9624,0.08,1.5
5,1,2,89,1.5773,0.02,0.05
5,2,2,87,2.75,0.04,0.75
5,1,1,97,2.9077,0.02,1.5
5,2,2,92,1.91,0.08,0.05
5,1,2,92,2.1395,0.02,0.75
5,2,2,89,1.6497,0.04,0.05
5,1,1,95,2.1354,0.08,0.75
5,2,2,93,2.9154,0.08,1.5
5,2,2,96,2.2639,0.16,0.75
5,2,1,97,1.4636,0.02,0.05
5,2,2,89,1.7273,0.08,0.05
5,1,1,98,2.2333,0.04,0.75
5,1,1,98,1.7309,0.16,0.05
5,1,1,97,1.8093,0.16,0.05
5,1,1,94,2.4282,0.08,0.75
5,2,2,95,1.5425,0.16,0.05
5,1,1,97,2.8808,0.16,1.5
5,2,2,95,2.7836,0.08,0.75
5,1,1,98,2.922,0.08,1.5
5,2,2,93,2.5114,0.02,0.75
5,1,1,96,2.2374,0.16,0.75
5,1,2,94,3.0448,0.08,1.5
5,2,1,98,3.4785,0.02,1.5
5,2,1,97,1.6914,0.08,0.05
5,2,2,92,3.2788,0.04,1.5
5,1,1,97,2.1631,0.16,0.75
5,2,2,97,1.668,0.08,0.05
5,1,1,97,2.2037,0.02,0.75
5,2,2,93,4.1044,0.04,0.75
5,2,2,95,3.6013,0.16,1.5
5,1,1,94,2.2146,0.02,0.05
5,1,2,98,3.1212,0.02,1.5
5,2,2,95,1.7531,0.04,0.05
5,1,1,97,2.4347,0.04,0.75
5,2,1,94,1.6083,0.02,0.05
5,2,2,96,1.5922,0.04,0.05
5,1,2,96,3.2496,0.04,1.5
5,2,2,94,3.2073,0.02,1.5
5,2,2,97,1.566,0.16,0.05
5,2,2,94,1.5748,0.08,0.05
5,1,1,97,2.9561,0.04,1.5
5,1,1,92,3.1398,0.16,1.5
5,1,2,94,1.5613,0.08,0.05
5,2,1,92,1.6312,0.02,0.05
5,2,2,90,3.041,0.08,1.5
5,2,2,95,3.0129,0.04,1.5
5,1,2,94,1.8511,0.08,0.75
5,1,2,92,2.3393,0.08,0.75
5,1,1,97,2.4588,0.04,0.75
5,1,2,92,2.3908,0.02,0.75
5,1,1,98,2.1634,0.16,0.75
5,2,2,92,2.1879,0.16,0.75
5,1,1,94,1.4872,0.16,0.05
5,1,1,96,2.8801,0.16,1.5
5,1,1,96,1.5425,0.02,0.05
5,1,1,98,1.5711,0.04,0.05
5,2,2,97,2.8121,0.08,1.5
5,2,2,94,2.9414,0.02,1.5
5,2,2,93,2.2087,0.02,0.75
5,1,1,98,1.7499,0.04,0.05
5,2,2,96,2.234,0.04,0.75
5,2,2,79,1.5483,0.08,0.05
5,1,1,92,2.2783,0.02,0.75
5,1,2,96,1.5474,0.04,0.05
5,1,1,94,3.1638,0.08,0.75
5,1,1,93,1.4928,0.02,0.05
5,2,2,94,1.4172,0.16,0.05
5,1,1,90,2.1601,0.04,0.75
5,2,1,94,1.7878,0.02,0.05
5,2,2,97,1.8042,0.04,0.75
5,1,1,95,1.5387,0.04,0.05
5,2,2,95,2.1051,0.08,0.75
5,2,1,94,2.9953,0.16,1.5
5,1,2,93,3.9431,0.04,1.5
5,1,1,87,2.2996,0.02,0.75
5,1,1,93,1.4439,0.16,0.05
5,2,2,92,1.5307,0.08,0.05
5,2,2,93,2.1502,0.16,0.75
5,1,1,95,2.8346,0.02,1.5
5,1,1,95,2.1242,0.16,0.75
5,2,1,98,2.8298,0.02,1.5
5,2,2,96,3.1157,0.04,1.5
5,2,1,96,2.9834,0.16,1.5
5,1,2,95,2.9101,0.08,1.5
5,2,2,73,3.2124,0.08,1.5
5,1,1,98,3.0434,0.08,1.5
5,1,1,95,3.0055,0.02,1.5
5,2,2,95,3.0076,0.02,1.5
5,2,1,97,1.638,0.02,0.05
5,2,1,97,2.2455,0.04,0.75
5,1,1,95,3.083,0.04,1.5
5,1,1,96,1.5111,0.08,0.05
5,2,1,98,1.5296,0.04,0.75
5,2,1,98,2.4257,0.08,0.75
5,2,2,93,1.8937,0.04,0.05
5,2,2,93,1.7015,0.08,0.05
5,2,2,95,3.0246,0.16,1.5
5,2,2,94,2.2292,0.02,0.75
5,1,2,92,1.4809,0.02,0.05
5,1,1,93,1.35,0.16,0.05
5,2,1,96,3.0127,0.04,1.5
5,1,1,96,2.2998,0.02,0.75
5,2,2,76,2.9255,0.08,1.5
5,2,1,98,1.5697,0.16,0.05
5,2,1,98,2.3871,0.08,0.75
5,1,1,96,2.6585,0.16,0.75
5,1,1,96,3.0355,0.16,1.5
5,2,2,94,1.7407,0.04,0.05
5,1,1,98,2.3786,0.16,0.75
5,1,1,97,1.539,0.02,0.05
5,1,1,73,3.3096,0.08,1.5
5,2,2,90,2.309,0.04,0.75
5,1,1,90,2.2206,0.08,0.75
5,2,2,89,3.1709,0.08,1.5
5,1,1,94,3.0858,0.04,1.5
5,2,2,90,3.3569,0.16,1.5
5,2,2,91,2.3356,0.16,0.75
5,1,1,96,1.5099,0.16,0.05
5,2,2,94,1.599,0.08,0.05
5,1,1,96,2.3089,0.16,0.75
5,2,2,95,2.9676,0.02,1.5
5,1,1,95,1.4662,0.08,0.05
5,2,2,96,2.9225,0.16,1.5
5,1,1,97,2.2274,0.02,0.75
5,2,2,94,2.3937,0.08,0.75
5,2,2,95,1.6311,0.16,0.05
5,1,2,99,1.5073,0.04,0.05
5,2,1,96,2.2322,0.02,0.75
5,2,2,92,3.0641,0.04,1.5
5,1,1,96,1.4435,0.04,0.05
5,2,2,94,2.1947,0.04,0.75
5,1,1,96,1.5402,0.02,0.05
5,1,2,97,2.8546,0.02,1.5
5,2,2,91,1.5286,0.04,0.05
5,1,1,96,1.5647,0.08,0.05
5,2,2,96,2.8458,0.02,1.5
5,1,1,98,1.4909,0.08,0.05
5,2,1,100,2.4137,0.04,0.75
5,2,1,97,2.1249,0.02,0.75
5,1,2,99,2.6267,0.16,0.75
5,2,1,99,1.4022,0.16,0.05
5,2,2,98,3.0147,0.16,1.5
5,2,2,96,2.902,0.04,1.5
5,2,2,96,2.1497,0.16,0.75
5,2,1,94,3.2481,0.08,1.5
5,1,1,96,2.9809,0.08,1.5
5,1,1,95,2.8936,0.02,1.5
5,2,1,97,2.2846,0.08,0.75
5,2,2,98,1.6838,0.16,0.05
5,2,2,95,2.9931,0.16,1.5
5,2,2,97,2.2142,0.04,0.75
5,2,1,96,2.2523,0.02,0.75
5,1,2,95,3.2919,0.04,1.5
5,1,2,93,2.3431,0.02,0.05
5,1,1,96,1.3738,0.02,0.05
5,2,1,94,1.9229,0.08,0.75
5,2,2,97,1.4413,0.04,0.05
5,2,2,99,2.4406,0.08,0.75
5,2,1,94,2.2883,0.04,0.75
5,2,2,98,1.9847,0.04,0.05
5,1,2,97,1.4697,0.08,0.05
5,2,2,97,1.4262,0.16,0.05
5,1,2,95,1.4997,0.02,0.75
5,2,2,99,3.2036,0.16,1.5
5,1,2,96,2.9649,0.08,1.5
5,1,1,98,1.9915,0.08,0.05
5,2,2,98,2.9847,0.02,1.5
5,2,1,99,3.1673,0.04,1.5
5,1,1,95,3.0274,0.16,0.75
5,2,2,96,3.0408,0.08,1.5
5,2,2,97,3.0628,0.02,1.5
5,2,2,98,2.2837,0.08,0.75
5,1,1,97,1.4181,0.02,0.05
5,2,2,95,2.1368,0.02,0.75
5,2,2,95,1.953,0.16,0.05
5,1,1,94,1.4987,0.02,0.05
5,2,2,96,2.1031,0.16,0.75
5,2,1,96,3.1863,0.04,1.5
5,1,1,97,2.3752,0.04,0.75
5,1,1,94,1.9404,0.04,0.05
5,1,1,99,2.9451,0.16,1.5
5,2,1,97,1.4515,0.02,0.05
5,2,2,95,2.2066,0.16,0.75
5,2,2,94,2.1649,0.04,0.75
5,2,2,96,1.4898,0.02,0.05
5,2,2,97,2.7059,0.04,1.5
5,2,2,96,2.1632,0.04,0.75
5,2,1,93,2.9232,0.02,1.5
5,2,2,98,3.6288,0.08,1.5
5,2,2,98,1.4748,0.04,0.05
5,1,1,98,2.1327,0.08,0.75
5,2,2,97,2.0857,0.08,0.75
5,1,1,99,1.5162,0.16,0.05
5,2,2,93,1.4266,0.08,0.05
5,2,1,99,2.2886,0.16,0.75
5,1,1,99,2.9128,0.04,1.5
5,2,2,94,2.1716,0.02,0.75
5,1,1,97,1.6752,0.04,0.05
5,2,2,96,2.7633,0.08,1.5
5,1,1,96,2.5289,0.08,0.05
5,2,2,96,1.4059,0.16,0.05
5,1,1,95,2.7863,0.16,1.5
5,1,1,98,2.5564,0.16,1.5
5,1,1,97,2.8894,0.02,1.5
5,1,1,96,2.2621,0.02,0.75
5,2,2,93,3.1222,0.16,1.5
5,1,1,99,2.1574,0.08,0.75
5,1,1,98,2.4279,0.02,0.75
5,1,1,99,2.7798,0.04,0.75
5,1,1,99,2.1965,0.16,0.75
5,1,1,99,3.471,0.16,1.5
5,1,1,97,2.8722,0.04,1.5
5,2,1,99,2.1533,0.04,0.75
5,1,2,94,3.0164,0.02,1.5
5,2,1,98,1.5567,0.04,0.05
5,1,2,89,2.2338,0.02,0.75
5,2,2,97,1.609,0.08,0.05
5,1,1,99,2.2271,0.08,0.75
5,2,2,97,1.5685,0.16,0.05
5,1,2,98,2.3469,0.08,1.5
5,2,2,96,3.1945,0.08,1.5
5,2,2,97,2.9433,0.02,1.5
5,1,1,99,1.9832,0.02,0.05
5,1,1,97,1.8653,0.16,0.05
5,2,2,97,2.185,0.16,0.75
5,1,1,98,3.3338,0.04,1.5
5,2,2,98,1.8593,0.02,0.05
5,1,1,99,1.4434,0.08,0.05
5,2,1,96,1.5446,0.04,0.05
5,2,2,96,1.481,0.04,0.05
5,1,1,97,1.3264,0.04,0.05
5,1,1,98,2.5753,0.16,1.5
5,2,2,99,2.8147,0.04,1.5
5,1,1,98,2.8978,0.02,1.5
5,2,2,93,2.9307,0.08,1.5
5,1,1,96,1.4439,0.08,0.05
5,2,1,96,1.2996,0.02,0.05
5,1,1,97,1.9989,0.08,0.75
5,2,2,95,1.4044,0.16,0.05
5,2,1,98,2.915,0.08,1.5
5,1,1,95,2.4856,0.16,0.75
5,2,2,97,1.7371,0.08,0.05
5,2,2,96,1.414,0.16,0.05
5,1,2,97,2.8094,0.04,1.5
5,1,1,97,2.1663,0.02,0.75
5,1,2,96,1.5289,0.02,0.05
5,2,2,95,2.1621,0.04,0.75
5,1,1,98,2.8894,0.16,1.5
5,2,2,98,2.1324,0.08,0.75
5,1,1,97,2.1831,0.02,0.75
5,2,2,97,2.8983,0.02,1.5
5,1,1,98,2.136,0.16,0.75
5,2,1,97,2.1838,0.04,0.75
5,1,1,99,3.0658,0.08,1.5
5,1,1,98,1.6655,0.16,0.05
5,1,2,97,1.6362,0.02,0.05
5,1,1,96,1.9643,0.04,0.05
5,1,1,99,2.267,0.08,0.75
5,1,1,99,3.0846,0.04,1.5
5,2,1,99,2.9624,0.02,1.5
5,1,2,96,2.4702,0.04,0.75
5,2,2,97,3.1146,0.08,1.5
5,1,1,90,3.0849,0.04,1.5
5,1,2,98,1.9717,0.08,0.05
5,2,1,97,1.5016,0.16,0.05
5,1,1,96,2.2063,0.04,0.75
5,1,1,94,2.2663,0.02,0.75
5,1,1,100,2.9045,0.16,1.5
5,1,1,99,2.1134,0.16,0.75
5,1,1,99,2.8877,0.16,1.5
5,2,1,98,2.1808,0.02,0.05
5,1,2,98,2.2001,0.08,0.75
5,2,2,95,2.652,0.16,0.75
5,1,1,98,1.5354,0.08,0.05
5,1,2,96,2.9169,0.02,1.5
5,2,2,97,1.7279,0.04,0.05
5,2,1,96,2.179,0.02,0.75
9,2,2,89,1.5502,0.16,0.05
9,2,1,83,1.4515,0.08,0.05
9,1,2,74,3.1285,0.02,1.5
9,1,1,83,2.4229,0.08,0.75
9,1,1,66,2.3683,0.04,0.75
9,2,2,80,2.6167,0.02,1.5
9,1,1,75,2.4864,0.04,1.5
9,1,2,82,3.2481,0.08,1.5
9,2,2,91,3.0342,0.16,1.5
9,2,2,73,2.6226,0.02,0.75
9,1,1,88,1.4855,0.08,0.05
9,1,2,65,1.73,0.02,0.05
9,1,1,91,1.444,0.16,0.05
9,1,1,92,1.5948,0.04,0.05
9,2,2,88,1.5321,0.16,0.75
9,1,1,95,1.5974,0.08,0.75
9,2,2,91,1.3977,0.02,0.05
9,1,1,90,1.4542,0.16,0.75
9,1,1,91,2.5778,0.16,1.5
9,1,1,97,1.6288,0.04,0.75
9,2,2,92,1.5881,0.04,0.05
9,1,2,79,2.3126,0.04,1.5
9,1,1,91,1.5551,0.02,0.75
9,1,1,99,2.7518,0.08,1.5
9,2,1,86,1.9293,0.04,0.05
9,2,2,86,1.3795,0.16,0.05
9,2,2,94,1.6146,0.16,0.75
9,1,1,98,2.8634,0.04,1.5
9,2,2,98,2.7818,0.08,1.5
9,2,1,95,2.6232,0.04,1.5
9,1,1,99,2.736,0.16,1.5
9,2,2,92,1.351,0.08,0.05
9,1,1,95,1.4365,0.04,0.75
9,1,1,99,1.5357,0.16,0.75
9,2,2,99,1.2962,0.16,0.05
9,1,1,100,2.6271,0.02,1.5
9,1,2,60,1.3108,0.02,0.05
9,1,1,91,2.7268,0.16,1.5
9,2,2,90,1.432,0.08,0.05
9,1,1,99,2.7684,0.08,1.5
9,1,2,69,1.3087,0.04,0.05
9,1,1,68,1.3565,0.02,0.05
9,2,2,94,1.5041,0.08,0.75
9,1,1,100,1.3393,0.08,0.75
9,1,2,85,3.6155,0.02,0.75
9,2,2,99,3.2777,0.02,1.5
9,1,1,99,1.5134,0.02,0.75
9,1,2,62,1.3683,0.04,0.75
9,1,1,90,1.8327,0.16,0.75
9,2,2,95,2.7669,0.08,1.5
9,2,2,97,2.7435,0.16,1.5
9,2,1,98,1.4767,0.04,0.75
9,1,2,89,2.7686,0.02,1.5
9,1,1,85,2.7806,0.08,1.5
9,1,2,72,1.6506,0.04,0.75
9,2,2,88,2.661,0.16,1.5
9,1,1,95,2.339,0.08,0.05
9,2,2,89,1.4807,0.08,0.05
9,1,2,87,1.6242,0.02,0.05
9,2,2,85,2.8075,0.04,1.5
9,1,1,96,1.571,0.08,0.75
9,1,1,95,1.7156,0.16,0.75
9,1,1,100,1.7732,0.02,0.05
9,2,2,75,2.669,0.02,1.5
9,2,2,73,1.6903,0.08,0.75
9,2,1,68,1.7156,0.04,0.05
9,1,1,97,1.5872,0.02,0.75
9,1,2,91,1.5377,0.02,0.75
9,1,1,99,1.3541,0.16,0.05
9,2,1,100,2.9981,0.04,1.5
9,2,2,87,2.2536,0.04,0.05
9,2,2,93,1.5238,0.16,0.05
9,2,2,97,2.8948,0.16,1.5
9,1,1,98,3.3589,0.08,1.5
9,2,2,93,2.4965,0.08,0.75
9,2,1,89,2.9593,0.02,1.5
9,1,1,96,1.4506,0.16,0.05
9,2,1,98,1.7241,0.04,0.05
9,2,2,94,1.3034,0.16,0.05
9,1,1,99,2.8987,0.16,1.5
9,1,2,76,1.5448,0.02,0.75
9,1,1,81,1.2678,0.08,0.05
9,2,1,96,1.4795,0.02,0.05
9,1,1,83,2.893,0.04,1.5
9,1,1,93,1.655,0.04,0.75
9,2,1,83,3.1895,0.02,0.75
9,2,2,79,3.1768,0.02,1.5
9,2,2,86,2.7563,0.04,1.5
9,2,2,84,1.6298,0.02,0.05
9,1,2,85,1.5326,0.04,0.05
9,2,1,92,2.8178,0.08,1.5
9,2,2,79,1.5262,0.08,0.05
9,1,1,91,2.3695,0.16,0.75
9,1,1,99,1.6103,0.04,0.75
9,1,1,97,1.5201,0.08,0.75
9,1,1,100,1.4492,0.16,0.75
9,1,1,94,1.8153,0.02,0.75
9,1,1,99,1.4176,0.16,0.75
9,2,2,84,1.6019,0.02,0.05
9,1,1,91,1.3708,0.04,0.05
9,1,1,91,1.1699,0.04,0.05
9,1,1,95,1.6043,0.04,0.75
9,2,1,99,2.7026,0.02,1.5
9,2,2,88,1.3002,0.16,0.05
9,2,2,93,1.5081,0.04,0.75
9,1,1,87,2.4821,0.16,1.5
9,1,1,93,1.0441,0.08,0.05
9,1,2,92,2.6444,0.08,1.5
9,2,1,91,1.131,0.08,0.05
9,2,2,76,1.593,0.16,0.75
9,1,2,82,2.9914,0.02,1.5
9,1,1,99,2.7952,0.16,1.5
9,2,2,86,3.6244,0.02,0.05
9,2,2,88,2.2279,0.08,1.5
9,1,1,96,1.5775,0.08,0.75
9,1,1,99,1.4149,0.08,0.75
9,2,1,96,1.4914,0.02,0.75
9,2,2,88,1.4183,0.16,0.05
9,1,2,90,2.8264,0.04,1.5
9,1,1,90,2.6585,0.04,1.5
9,2,2,75,2.3392,0.04,1.5
9,1,1,96,1.3265,0.08,0.05
9,2,2,90,1.4512,0.16,0.75
9,1,1,96,2.7028,0.16,1.5
9,1,1,92,1.7117,0.16,0.75
9,2,2,96,1.1411,0.16,0.05
9,2,2,91,2.1799,0.04,0.05
9,2,2,93,3.0399,0.02,1.5
9,2,2,67,1.9263,0.04,0.75
9,1,2,68,1.8386,0.08,0.75
9,1,1,94,1.4294,0.16,0.05
9,1,2,77,3.2735,0.04,1.5
9,2,2,74,2.6177,0.02,0.75
9,2,2,76,3.7131,0.08,1.5
9,1,1,94,1.361,0.02,0.05
9,2,2,83,1.5341,0.08,0.75
9,1,1,97,2.7946,0.08,1.5
9,1,1,100,1.7351,0.02,0.75
9,2,2,80,3.1787,0.02,1.5
9,2,2,78,2.3356,0.04,0.75
9,1,1,94,2.3624,0.04,0.05
9,2,2,83,1.3731,0.08,0.05
9,1,1,98,1.2528,0.02,0.05
9,1,1,100,2.7839,0.16,1.5
9,1,1,93,2.929,0.08,1.5
9,2,2,82,1.8282,0.04,0.75
9,2,2,80,1.3693,0.16,0.05
9,2,1,96,1.274,0.08,0.05
9,1,1,93,1.3122,0.16,0.05
9,1,1,100,1.4359,0.08,0.75
9,2,2,100,1.3725,0.16,0.75
9,1,1,91,1.1049,0.08,0.05
9,1,1,92,1.2367,0.16,0.75
9,1,1,93,2.5687,0.16,1.5
9,2,2,82,2.5596,0.04,1.5
9,2,1,96,2.5827,0.02,1.5
9,2,2,82,1.1037,0.02,0.05
9,2,2,88,1.0649,0.04,0.05
9,2,2,92,2.707,0.08,1.5
9,2,1,51,2.1952,0.02,0.75
9,1,2,91,1.2338,0.04,0.05
9,2,2,80,1.7939,0.02,0.75
9,1,2,78,1.4269,0.08,0.75
9,1,1,97,2.798,0.02,1.5
9,1,1,96,1.5752,0.04,0.75
9,1,1,100,2.763,0.16,1.5
9,1,2,81,2.631,0.04,1.5
9,1,1,96,1.125,0.02,0.05
9,1,1,92,1.7993,0.16,0.75
9,2,2,86,3.3716,0.04,1.5
9,1,2,84,1.7268,0.08,0.05
9,1,1,95,1.4092,0.04,0.75
9,1,1,93,1.5036,0.04,0.05
9,1,1,95,2.8598,0.02,1.5
9,1,2,96,2.3122,0.02,0.75
9,1,1,96,1.4013,0.02,0.75
9,2,1,97,2.8657,0.08,1.5
9,2,2,93,2.7293,0.16,1.5
9,1,1,91,1.5266,0.04,0.75
9,1,1,92,1.4161,0.16,0.05
9,1,1,95,2.951,0.16,1.5
9,2,2,90,1.5421,0.02,0.05
9,2,2,92,2.7042,0.08,1.5
9,2,2,90,1.5671,0.08,0.75
9,1,2,87,1.7117,0.04,0.05
9,2,2,100,1.4747,0.08,0.75
9,2,2,90,2.7431,0.02,1.5
9,2,2,94,1.293,0.16,0.75
9,1,2,90,3.0835,0.04,1.5
9,2,1,91,1.8424,0.02,0.05
9,1,1,93,1.5141,0.08,0.05
9,1,1,99,1.2463,0.16,0.05
6,1,1,98,3.5857,0.04,1.5
6,2,1,75,2.8392,0.02,1.5
6,2,2,98,1.4066,0.02,0.05
6,2,1,99,2.1671,0.04,0.75
