"Subj_idx","Stimulus","Response","RT_dec","Confidence","RT_conf","SOA","Accuracy","Trial"
1,1,1,1.17191500001354,1,1.95266000000993,48.6,1,1
1,2,2,2.1455100000021,0.59095437062105,2.79303000000073,48.6,1,2
1,1,1,1.41403500002343,0.787724270484216,2.50712999998359,43.74,1,3
1,2,2,1.3169399999897,1,1.71735499997158,43.74,1,4
1,2,2,1.49510499997996,1,3.3726650000317,39.366,1,5
1,1,1,1.00495500001125,0.939523978405376,2.21827499999199,39.366,1,6
1,1,1,1.22667500004172,0.931735959441747,2.74233499995898,35.4294,1,7
1,2,2,0.949070000031497,1,1.73557499999879,35.4294,1,8
1,2,2,1.00136499997461,1,2.33562500000698,31.88646,1,9
1,1,1,1.09453000000212,0.902949222475016,1.8327649999992,31.88646,1,10
1,2,2,0.961379999993369,0.997486708451714,2.72421000001486,28.697814,1,11
1,1,1,1.07706000003964,0.932747503458632,3.0631449999637,28.697814,1,12
1,1,1,1.08856000000378,1,2.33018999994965,25.8280326,1,13
1,2,2,0.941065000020899,0.95998123487076,1.68217499996535,25.8280326,1,14
1,1,1,0.862610000011045,1,2.75627999997232,23.24522934,1,15
1,2,2,0.89513000001898,1,1.88862499996321,23.24522934,1,16
1,1,1,1.22078500001226,0.721168778737819,2.50920000002952,20.920706406,1,17
1,2,2,0.983669999986887,0.986415047760997,1.62346999999136,20.920706406,1,18
1,1,1,0.869814999983646,1,1.57877500000177,18.8286357654,1,19
1,2,2,1.30508499999996,0.612122316458243,1.6558649999788,18.8286357654,1,20
1,2,2,1.04544499999611,1,1.72907000000123,16.94577218886,1,21
1,1,1,0.988910000014585,1,1.32058999995934,16.94577218886,1,22
1,2,2,0.946040000009816,1,2.35778000002028,15.251194969974,1,23
1,1,1,1.01807500002906,0.850270242625059,1.66250999999465,15.251194969974,1,24
1,2,2,1.16672999999719,1,1.48050000000512,13.7260754729766,1,25
1,1,1,1.02440499997465,1,1.68464500003029,13.7260754729766,1,26
1,1,1,0.99484499997925,0.879816080161422,1.97844999999506,12.3534679256789,1,27
1,2,2,0.764985000016168,1,1.53789999999572,12.3534679256789,1,28
1,1,1,0.910475000040606,1,1.58679500001017,11.1181211331111,1,29
1,2,2,0.799400000018068,1,3.15113999997266,11.1181211331111,1,30
1,1,1,0.96424499998102,0.918803329246226,1.91453500004718,10.0063090197999,1,31
1,2,2,0.784095000009984,1,1.45699500001501,10.0063090197999,1,32
1,2,2,1.05228000000352,1,2.47540499997558,9.00567811781995,1,33
1,1,1,0.736314999987371,0.952465454973103,1.86317999998573,9.00567811781995,1,34
1,1,1,0.904360000044107,1,1.54797499999404,8.10511030603796,1,35
1,2,2,0.820584999979474,1,2.37861000001431,8.10511030603796,1,36
1,2,2,1.03785000002244,1,2.28277499997057,7.29459927543416,1,37
1,1,1,0.807545000046957,1,1.90699499996845,7.29459927543416,1,38
1,1,1,0.880025000020396,1,1.45584499998949,6.56513934789075,1,39
1,2,2,0.919759999960661,1,2.05066000000807,6.56513934789075,1,40
1,2,2,0.974434999981895,0.950033399092868,1.8692850000225,5.90862541310167,1,41
1,1,1,0.85737500002142,0.945790795570327,1.87402499996824,5.90862541310167,1,42
1,2,2,1.01470500003779,1,2.00184499996249,5.3177628717915,1,43
1,1,1,0.835670000000391,1,1.47107500000857,5.3177628717915,1,44
1,2,2,1.21125500003109,0.821906862869782,1.58970499999123,4.78598658461235,1,45
1,1,1,0.937724999967031,1,1.50476000003982,4.78598658461235,1,46
1,1,1,0.857694999955129,1,1.48287500004517,4.30738792615112,1,47
1,2,2,0.739095000026282,1,1.65903999999864,4.30738792615112,1,48
1,2,2,0.819040000031237,1,1.96214999997756,3.87664913353601,1,49
1,1,1,0.720460000040475,1,2.08560499997111,3.87664913353601,1,50
