Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,TMSsite
4,2,2,1,0.68439,0.056667,1
4,1,1,1,0.92088,0.056667,1
4,2,1,1,0.84439,0.056667,1
4,2,2,1,0.49895,0.056667,1
4,1,1,3,0.87085,0.056667,1
4,1,1,1,1.1153,0.056667,1
4,1,1,1,0.80663,0.056667,1
4,1,1,1,0.65435,0.056667,1
4,2,2,1,1.0206,0.056667,1
4,1,1,1,0.95561,0.056667,1
4,2,1,3,0.89282,0.056667,1
4,1,1,1,1.0089,0.056667,1
4,1,1,1,0.62306,0.056667,1
4,1,2,1,1.2236,0.056667,2
4,2,2,1,0.94599,0.056667,2
4,2,2,2,0.77267,0.056667,2
4,1,1,2,0.94111,0.056667,2
4,2,2,3,0.704,0.056667,2
4,1,1,3,0.69913,0.056667,2
4,1,1,3,0.58377,0.056667,2
4,1,1,3,0.84018,0.056667,2
4,2,2,3,0.8623,0.056667,2
4,1,2,2,1.0108,0.056667,2
4,2,2,2,0.74023,0.056667,2
4,2,2,2,0.59016,0.056667,2
4,2,2,2,0.67066,0.056667,2
4,1,2,2,0.52431,0.056667,2
4,1,2,2,1.1674,0.056667,2
4,1,1,3,0.76024,0.056667,2
4,2,1,1,0.97716,0.056667,2
4,2,2,1,0.53085,0.056667,2
4,1,1,3,1.03,0.056667,2
4,2,2,3,1.5085,0.056667,2
4,2,2,4,0.99101,0.056667,2
4,2,2,3,1.6798,0.056667,2
4,1,1,4,1.1081,0.056667,2
4,1,1,3,0.73533,0.056667,2
4,1,1,2,0.80932,0.056667,2
4,1,1,2,1.2969,0.056667,2
4,1,2,2,1.2689,0.056667,2
4,2,2,3,1.3534,0.056667,2
4,2,2,3,0.7619,0.056667,2
4,1,2,1,0.62859,0.056667,2
4,2,2,1,0.58003,0.056667,2
4,1,2,1,0.45325,0.056667,2
4,2,2,1,0.6346,0.056667,2
4,1,1,1,1.3206,0.056667,2
4,1,1,3,0.76418,0.056667,2
4,2,1,3,0.43671,0.056667,2
4,2,2,3,0.68399,0.056667,2
4,2,2,3,0.66467,0.056667,2
4,2,2,3,0.67809,0.056667,2
4,1,2,2,0.80339,0.056667,2
4,1,2,2,1.1235,0.056667,3
4,1,1,4,0.91514,0.056667,3
4,2,2,3,0.9175,0.056667,3
4,2,2,2,0.69694,0.056667,3
4,1,1,4,0.80534,0.056667,3
4,1,1,2,0.66865,0.056667,3
4,2,2,3,0.44212,0.056667,3
4,2,2,3,0.57665,0.056667,3
4,1,2,3,0.77029,0.056667,3
4,1,2,3,0.57139,0.056667,3
4,1,2,2,0.90876,0.056667,3
4,2,2,1,0.67148,0.056667,3
4,2,1,1,1.1807,0.056667,3
4,2,2,1,0.93371,0.056667,3
4,1,2,1,0.48748,0.056667,3
4,2,1,2,0.90882,0.056667,3
4,2,2,2,0.72026,0.056667,3
4,2,2,2,0.77888,0.056667,3
4,1,1,2,0.80394,0.056667,3
4,2,2,2,0.63568,0.056667,3
4,1,2,2,0.47486,0.056667,3
4,1,1,2,0.99104,0.056667,3
4,1,2,3,1.2488,0.056667,3
4,1,2,1,0.88609,0.056667,3
4,2,2,1,1.0983,0.056667,3
4,2,2,1,0.83869,0.056667,3
4,2,2,3,1.036,0.056667,3
4,1,2,3,0.73106,0.056667,3
4,2,2,3,0.64622,0.056667,3
4,2,2,1,0.86724,0.056667,3
4,1,2,1,0.71316,0.056667,3
4,2,2,1,1.0129,0.056667,3
4,1,1,1,0.88465,0.056667,3
4,2,1,1,0.44089,0.056667,3
4,1,2,1,0.86329,0.056667,3
4,1,1,1,0.61358,0.056667,3
4,1,2,1,1.6695,0.056667,3
4,2,2,1,0.69683,0.056667,3
4,1,1,1,0.98113,0.056667,3
4,2,1,1,0.64626,0.056667,3
4,2,1,1,1.0359,0.056667,2
4,1,1,1,0.62209,0.056667,2
4,1,1,1,0.8931,0.056667,2
4,1,1,3,0.96123,0.056667,2
4,2,2,3,0.73966,0.056667,2
4,2,2,3,0.79711,0.056667,2
4,1,2,3,0.51757,0.056667,2
4,2,2,3,0.66542,0.056667,2
4,2,2,3,0.45501,0.056667,2
4,2,1,2,1.6448,0.056667,2
4,1,1,3,1.0419,0.056667,2
4,1,1,3,1.1358,0.056667,2
4,2,2,1,1.1628,0.056667,2
4,2,2,1,0.99612,0.056667,2
4,2,2,3,0.56381,0.056667,2
4,2,2,2,0.37321,0.056667,2
4,2,2,2,0.47909,0.056667,2
4,1,1,3,1.3797,0.056667,2
4,2,1,2,0.6599,0.056667,2
4,2,2,1,1.0892,0.056667,2
4,1,1,3,0.91061,0.056667,2
4,1,1,3,0.83431,0.056667,2
4,2,2,1,0.98421,0.056667,2
4,2,2,2,0.5686,0.056667,2
4,2,2,2,0.63311,0.056667,2
4,2,2,2,0.83985,0.056667,2
4,1,2,2,0.65437,0.056667,2
4,2,2,2,0.66906,0.056667,2
4,2,2,2,0.7776,0.056667,2
4,1,1,3,0.78726,0.056667,2
4,1,1,3,0.68286,0.056667,2
4,1,1,3,0.52007,0.056667,2
4,2,2,2,0.71547,0.056667,2
4,1,1,3,0.72768,0.056667,2
4,1,1,3,0.53074,0.056667,2
4,1,1,3,0.38925,0.056667,2
4,1,1,3,0.87851,0.056667,2
4,1,1,2,0.80291,0.056667,2
4,1,1,2,0.74721,0.056667,2
4,1,1,3,0.66198,0.056667,2
4,1,2,1,1.0733,0.056667,3
4,2,2,1,0.81603,0.056667,3
4,2,2,1,0.66384,0.056667,3
4,2,2,1,0.63023,0.056667,3
4,2,1,1,0.8696,0.056667,3
4,1,1,2,0.74582,0.056667,3
4,2,2,1,0.91748,0.056667,3
4,1,1,3,0.6468,0.056667,3
4,2,2,2,0.78917,0.056667,3
4,1,1,3,0.52612,0.056667,3
4,2,2,2,0.73825,0.056667,3
4,2,2,2,0.90798,0.056667,3
4,2,2,1,0.75203,0.056667,3
4,1,1,2,0.85726,0.056667,3
4,2,2,2,0.57463,0.056667,3
4,2,2,3,0.57619,0.056667,3
4,2,2,3,1.057,0.056667,3
4,1,1,3,0.91074,0.056667,3
4,2,1,3,1.2823,0.056667,3
4,1,1,3,0.74265,0.056667,3
4,1,1,3,0.78526,0.056667,3
4,1,1,2,0.58587,0.056667,3
4,2,1,1,1.017,0.056667,3
4,1,1,1,1.4004,0.056667,3
4,2,2,1,0.56768,0.056667,3
4,1,1,2,1.2724,0.056667,3
4,1,2,2,0.76643,0.056667,3
4,2,2,2,0.66388,0.056667,3
4,2,1,2,0.72526,0.056667,3
4,1,1,2,0.57483,0.056667,3
4,1,1,2,0.67372,0.056667,3
4,2,2,2,0.81458,0.056667,3
4,2,2,1,0.55035,0.056667,3
4,1,1,2,0.71284,0.056667,3
4,1,1,2,0.48377,0.056667,3
4,1,2,1,0.92039,0.056667,3
4,1,1,1,1.0356,0.056667,3
4,2,2,1,0.58546,0.056667,3
4,1,1,1,0.69822,0.056667,3
4,1,1,1,0.71141,0.056667,3
4,2,1,2,1.2324,0.056667,1
4,2,2,2,0.66583,0.056667,1
4,1,1,2,0.56756,0.056667,1
4,1,2,1,1.0177,0.056667,1
4,1,1,1,1.4315,0.056667,1
4,1,1,2,0.88648,0.056667,1
4,2,2,2,0.683,0.056667,1
4,1,1,2,0.63132,0.056667,1
4,2,2,3,0.79101,0.056667,1
4,2,2,3,0.62322,0.056667,1
4,1,2,4,0.52562,0.056667,1
4,2,2,3,0.48185,0.056667,1
4,1,1,3,0.82338,0.056667,1
4,2,1,3,0.51023,0.056667,1
4,2,2,2,0.65745,0.056667,1
4,1,1,2,0.89572,0.056667,1
4,1,2,1,0.98001,0.056667,1
4,2,2,1,0.74074,0.056667,1
4,2,2,3,0.62374,0.056667,1
4,1,1,1,0.71809,0.056667,1
4,1,1,1,0.8257,0.056667,1
4,2,1,1,0.8167,0.056667,1
4,1,2,1,0.67965,0.056667,1
4,1,1,1,0.67752,0.056667,1
4,1,1,1,0.68912,0.056667,1
4,2,2,1,0.83028,0.056667,1
4,1,2,1,1.2369,0.056667,1
4,2,1,1,0.79504,0.056667,1
4,1,1,1,0.77196,0.056667,1
4,2,2,1,0.63548,0.056667,1
4,2,2,2,0.66766,0.056667,1
4,2,2,2,0.92009,0.056667,1
4,1,1,2,1.0353,0.056667,1
4,2,1,2,0.98543,0.056667,1
4,1,1,2,0.76154,0.056667,1
4,2,1,2,0.65828,0.056667,1
4,1,1,2,0.54504,0.056667,1
4,2,1,3,0.80365,0.056667,1
4,2,1,2,0.74673,0.056667,1
4,1,1,2,0.83631,0.056667,1
4,2,1,2,0.78435,0.056667,2
4,2,2,2,0.6206,0.056667,2
4,1,1,2,0.60409,0.056667,2
4,2,2,3,0.68465,0.056667,2
4,1,1,3,0.61692,0.056667,2
4,1,2,1,1.1763,0.056667,2
4,2,2,1,0.89587,0.056667,2
4,2,2,1,0.86888,0.056667,2
4,1,1,1,0.64958,0.056667,2
4,2,1,1,1.1107,0.056667,2
4,1,2,1,0.61125,0.056667,2
4,1,1,1,0.59501,0.056667,2
4,1,1,1,0.62557,0.056667,2
4,1,2,1,0.72153,0.056667,2
4,2,2,1,0.49318,0.056667,2
4,2,2,1,0.80228,0.056667,2
4,1,1,1,0.72994,0.056667,2
4,2,2,1,1.0137,0.056667,2
4,1,1,1,0.6598,0.056667,2
4,1,1,1,0.81519,0.056667,2
4,1,1,1,0.92136,0.056667,2
4,2,1,1,0.7487,0.056667,2
4,2,2,1,0.7745,0.056667,2
4,2,2,1,0.54362,0.056667,2
4,2,2,1,0.6583,0.056667,2
4,1,1,1,0.67059,0.056667,2
4,2,1,1,0.74916,0.056667,2
4,2,2,1,0.98366,0.056667,2
4,2,2,2,0.68013,0.056667,2
4,2,1,2,0.80513,0.056667,2
4,2,2,2,0.63655,0.056667,2
4,1,1,2,0.93931,0.056667,2
4,1,1,2,0.74863,0.056667,2
4,1,1,2,0.61607,0.056667,2
4,1,1,2,0.67943,0.056667,2
4,1,1,2,0.4527,0.056667,2
4,1,1,1,0.45884,0.056667,2
4,1,1,2,0.49691,0.056667,2
4,2,2,2,0.56544,0.056667,2
4,2,1,2,0.69566,0.056667,2
4,2,2,2,0.90789,0.056667,1
4,1,1,3,0.78646,0.056667,1
4,1,1,3,0.6826,0.056667,1
4,1,1,3,0.53631,0.056667,1
4,2,2,2,0.85784,0.056667,1
4,2,1,1,1.0388,0.056667,1
4,2,2,1,0.99012,0.056667,1
4,1,1,3,0.71903,0.056667,1
4,2,2,3,1.2089,0.056667,1
4,2,2,2,0.89762,0.056667,1
4,1,2,2,0.77306,0.056667,1
4,2,2,2,0.68636,0.056667,1
4,1,1,2,0.49077,0.056667,1
4,1,1,2,0.65571,0.056667,1
4,2,2,2,0.70066,0.056667,1
4,1,2,2,0.40909,0.056667,1
4,2,1,2,0.35256,0.056667,1
4,2,1,2,0.42783,0.056667,1
4,1,1,2,0.49897,0.056667,1
4,1,1,3,1.111,0.056667,1
4,2,2,1,1.0262,0.056667,1
4,1,1,1,0.61026,0.056667,1
4,2,1,1,0.52913,0.056667,1
4,2,2,1,0.61297,0.056667,1
4,2,2,2,0.38897,0.056667,1
4,2,2,2,0.55663,0.056667,1
4,2,1,2,0.75113,0.056667,1
4,1,1,3,0.72969,0.056667,1
4,1,1,3,0.66012,0.056667,1
4,1,2,2,0.75357,0.056667,1
4,1,1,2,0.50777,0.056667,1
4,1,1,2,0.51147,0.056667,1
4,2,2,2,0.69175,0.056667,1
4,2,2,2,0.65555,0.056667,1
4,1,1,2,0.68549,0.056667,1
4,1,1,2,0.58644,0.056667,1
4,1,1,2,0.53892,0.056667,1
4,1,1,3,1.0057,0.056667,1
4,2,2,2,1.0531,0.056667,1
4,2,2,1,0.61869,0.056667,1
4,2,2,2,1.0487,0.056667,3
4,2,2,2,0.77684,0.056667,3
4,2,2,3,0.67409,0.056667,3
4,1,1,3,0.89568,0.056667,3
4,1,1,3,0.51668,0.056667,3
4,1,1,3,0.39168,0.056667,3
4,1,2,2,0.46479,0.056667,3
4,2,2,1,0.43789,0.056667,3
4,1,1,2,0.60522,0.056667,3
4,2,2,1,0.70074,0.056667,3
4,1,1,1,1.0162,0.056667,3
4,2,2,1,0.71204,0.056667,3
4,2,1,1,1.5082,0.056667,3
4,2,1,1,0.67006,0.056667,3
4,2,2,1,0.76406,0.056667,3
4,1,1,1,0.69433,0.056667,3
4,1,2,1,0.92912,0.056667,3
4,2,2,1,0.90184,0.056667,3
4,2,2,1,0.712,0.056667,3
4,2,2,2,0.59706,0.056667,3
4,2,2,2,0.61251,0.056667,3
4,1,1,1,1.1724,0.056667,3
4,1,2,1,0.71735,0.056667,3
4,1,2,1,0.47217,0.056667,3
4,1,2,1,0.49422,0.056667,3
4,1,2,1,0.38705,0.056667,3
4,2,1,3,0.76364,0.056667,3
4,1,1,3,0.53308,0.056667,3
4,2,2,3,0.7591,0.056667,3
4,1,1,1,1.5852,0.056667,3
4,2,2,3,0.90425,0.056667,3
4,1,1,1,0.98776,0.056667,3
4,1,2,2,0.66782,0.056667,3
4,1,2,2,0.85748,0.056667,3
4,2,2,3,0.65514,0.056667,3
4,2,2,3,0.68478,0.056667,3
4,1,1,3,0.77774,0.056667,3
4,1,1,2,0.57885,0.056667,3
4,2,2,3,0.77274,0.056667,3
4,2,1,2,0.86065,0.056667,3
4,1,1,2,0.95744,0.056667,3
4,2,2,2,0.7874,0.056667,3
4,2,2,2,0.60374,0.056667,3
4,2,2,2,0.55592,0.056667,3
4,2,2,3,0.47708,0.056667,3
4,1,1,1,0.91438,0.056667,3
4,1,2,1,0.69503,0.056667,3
4,1,2,1,0.53168,0.056667,3
4,2,2,1,1.1268,0.056667,3
4,2,1,1,0.81749,0.056667,3
4,2,2,1,0.79156,0.056667,3
4,1,1,1,0.78364,0.056667,3
4,1,1,1,1.3529,0.056667,3
4,2,2,1,0.9057,0.056667,3
4,2,2,1,0.8139,0.056667,3
4,2,1,1,1.061,0.056667,3
4,2,2,1,0.61071,0.056667,3
4,2,1,1,0.72278,0.056667,3
4,1,2,1,1.3425,0.056667,3
4,1,2,1,0.67146,0.056667,3
4,2,2,1,1.277,0.056667,3
4,2,2,1,0.67247,0.056667,3
4,1,1,1,0.79844,0.056667,3
4,2,1,2,0.50201,0.056667,3
4,1,1,2,0.63471,0.056667,3
4,2,1,2,0.56868,0.056667,3
4,1,1,2,0.87472,0.056667,3
4,1,1,2,0.70324,0.056667,3
4,2,2,2,0.60366,0.056667,3
4,1,1,2,1.1144,0.056667,3
4,1,1,2,0.77422,0.056667,3
4,1,1,2,0.44664,0.056667,3
4,1,1,2,0.38995,0.056667,3
4,2,2,2,0.39926,0.056667,3
4,2,2,2,0.69554,0.056667,3
4,1,1,2,0.59572,0.056667,3
4,1,1,2,0.48423,0.056667,3
4,1,1,2,0.63316,0.056667,3
4,1,1,2,0.51987,0.056667,3
4,2,2,2,0.71504,0.056667,3
4,2,1,2,1.1717,0.056667,1
4,1,1,2,0.65532,0.056667,1
4,1,1,2,0.39696,0.056667,1
4,1,2,2,0.69382,0.056667,1
4,2,1,2,0.53126,0.056667,1
4,2,1,2,0.75842,0.056667,1
4,1,1,2,0.54256,0.056667,1
4,2,1,2,0.97821,0.056667,1
4,2,2,2,1.3314,0.056667,1
4,2,2,2,0.58145,0.056667,1
4,2,2,2,0.6636,0.056667,1
4,1,1,2,0.82089,0.056667,1
4,1,1,2,0.44447,0.056667,1
4,1,1,2,0.57842,0.056667,1
4,1,1,2,0.53088,0.056667,1
4,2,1,2,0.26304,0.056667,1
4,1,1,2,0.29323,0.056667,1
4,2,1,2,0.38556,0.056667,1
4,1,2,2,0.55556,0.056667,1
4,2,1,2,0.70087,0.056667,1
4,2,2,2,0.66479,0.056667,1
4,2,2,3,0.5819,0.056667,1
4,1,2,3,0.90384,0.056667,1
4,2,2,2,0.55595,0.056667,1
4,1,1,2,0.63703,0.056667,1
4,2,2,2,0.63577,0.056667,1
4,2,2,2,0.49028,0.056667,1
4,1,2,3,1.0708,0.056667,1
4,1,2,2,0.63552,0.056667,1
4,1,2,2,0.60239,0.056667,1
4,1,1,2,0.57082,0.056667,1
4,1,2,1,0.49149,0.056667,1
4,2,1,1,0.30279,0.056667,1
4,1,1,1,0.44401,0.056667,1
4,1,1,1,0.35512,0.056667,1
4,2,2,2,0.34844,0.056667,1
4,2,2,2,0.5362,0.056667,1
4,2,2,1,0.8106,0.056667,1
4,2,2,1,0.45093,0.056667,1
4,1,2,1,0.36094,0.056667,1
4,1,2,2,1.1431,0.056667,2
4,2,1,2,0.7384,0.056667,2
4,2,1,1,0.57521,0.056667,2
4,1,1,1,0.75266,0.056667,2
4,1,1,1,0.52096,0.056667,2
4,2,2,1,1.1647,0.056667,2
4,1,1,1,0.72586,0.056667,2
4,1,1,1,0.80133,0.056667,2
4,1,1,1,0.52141,0.056667,2
4,2,1,3,0.92454,0.056667,2
4,1,1,3,0.52717,0.056667,2
4,1,1,3,0.65951,0.056667,2
4,2,2,2,0.64021,0.056667,2
4,1,1,2,0.59062,0.056667,2
4,2,2,2,0.48009,0.056667,2
4,1,1,2,0.5809,0.056667,2
4,2,1,2,0.4368,0.056667,2
4,1,1,3,0.41322,0.056667,2
4,2,2,3,0.66152,0.056667,2
4,2,1,4,0.65878,0.056667,2
4,1,1,3,0.70482,0.056667,2
4,2,1,3,0.65225,0.056667,2
4,2,1,1,0.48958,0.056667,2
4,1,2,1,0.38255,0.056667,2
4,1,1,1,0.75983,0.056667,2
4,1,1,2,0.72211,0.056667,2
4,2,2,1,0.71676,0.056667,2
4,1,2,1,0.47129,0.056667,2
4,2,2,1,0.82821,0.056667,2
4,1,1,1,0.725,0.056667,2
4,2,2,1,0.54279,0.056667,2
4,2,2,3,0.49806,0.056667,2
4,2,1,3,0.91886,0.056667,2
4,2,1,3,0.50596,0.056667,2
4,1,2,3,0.39686,0.056667,2
4,2,1,3,0.3101,0.056667,2
4,2,1,3,0.36987,0.056667,2
4,1,2,2,0.4761,0.056667,2
4,2,1,2,0.36964,0.056667,2
4,1,1,2,0.49048,0.056667,2
5,1,1,2,1.2499,0.073333,3
5,2,2,4,0.7476,0.073333,3
5,2,2,4,0.69371,0.073333,3
5,1,2,4,0.81823,0.073333,3
5,1,1,3,1.0971,0.073333,3
5,2,2,4,0.82189,0.073333,3
5,1,2,3,0.94051,0.073333,3
5,1,2,4,0.73405,0.073333,3
5,2,2,4,0.60114,0.073333,3
5,2,1,3,0.8567,0.073333,3
5,2,2,3,0.75047,0.073333,3
5,1,1,2,0.85628,0.073333,3
5,1,1,4,0.97419,0.073333,3
5,1,1,4,0.75097,0.073333,3
5,1,1,3,1.3044,0.073333,3
5,2,2,4,0.87535,0.073333,3
5,2,2,4,0.62431,0.073333,3
5,2,2,4,0.49534,0.073333,3
5,2,2,4,0.43594,0.073333,3
5,1,1,2,1.0822,0.073333,3
5,2,2,4,0.5041,0.073333,3
5,1,2,4,0.49157,0.073333,3
5,1,1,2,0.94475,0.073333,3
5,2,2,4,0.65818,0.073333,3
5,1,1,2,0.86364,0.073333,3
5,2,2,3,0.6611,0.073333,3
5,1,1,2,0.88299,0.073333,3
5,2,2,3,0.74346,0.073333,3
5,1,1,2,0.77075,0.073333,3
5,1,1,2,0.68358,0.073333,3
5,1,1,3,0.64827,0.073333,3
5,1,1,2,0.87014,0.073333,3
5,2,2,3,0.81127,0.073333,3
5,2,1,2,0.75509,0.073333,3
5,2,2,3,0.7648,0.073333,3
5,1,1,2,0.64576,0.073333,3
5,2,2,4,0.80507,0.073333,3
5,1,1,1,1.037,0.073333,3
5,2,2,2,1.3387,0.073333,3
5,2,2,4,1.0367,0.073333,3
5,2,2,1,1.2517,0.073333,2
5,2,2,2,1.0849,0.073333,2
5,1,1,2,0.72883,0.073333,2
5,1,2,3,0.96445,0.073333,2
5,1,2,4,0.51687,0.073333,2
5,1,2,4,0.71247,0.073333,2
5,2,2,4,0.59665,0.073333,2
5,1,1,3,0.91679,0.073333,2
5,1,1,4,0.90383,0.073333,2
5,1,1,4,0.55585,0.073333,2
5,2,2,4,0.84506,0.073333,2
5,1,1,4,0.62701,0.073333,2
5,1,1,4,0.69197,0.073333,2
5,1,2,2,1.3273,0.073333,2
5,1,1,3,1.1535,0.073333,2
5,1,1,1,1.291,0.073333,2
5,2,2,2,1.1198,0.073333,2
5,1,1,1,1.3053,0.073333,2
5,1,1,3,1.5008,0.073333,2
5,1,1,2,1.1112,0.073333,2
5,2,1,1,0.97919,0.073333,2
5,2,2,2,0.86831,0.073333,2
5,2,2,2,0.72859,0.073333,2
5,2,2,2,0.56363,0.073333,2
5,2,2,2,0.51744,0.073333,2
5,1,1,1,0.88906,0.073333,2
5,2,2,4,0.76499,0.073333,2
5,2,2,4,0.63075,0.073333,2
5,2,2,4,0.53466,0.073333,2
5,1,1,4,0.76169,0.073333,2
5,2,2,4,0.57821,0.073333,2
5,2,2,4,0.50029,0.073333,2
5,1,2,4,0.4557,0.073333,2
5,1,2,4,0.68576,0.073333,2
5,2,2,4,0.71379,0.073333,2
5,2,2,4,0.51792,0.073333,2
5,2,2,4,0.61766,0.073333,2
5,2,2,4,0.61606,0.073333,2
5,1,1,4,0.71209,0.073333,2
5,2,2,4,0.59583,0.073333,2
5,2,2,4,0.84283,0.073333,1
5,1,1,4,0.8216,0.073333,1
5,2,2,4,0.66869,0.073333,1
5,2,2,4,0.80908,0.073333,1
5,1,1,2,1.2979,0.073333,1
5,1,1,2,1.0773,0.073333,1
5,2,2,2,1.2019,0.073333,1
5,1,1,2,0.77792,0.073333,1
5,2,2,2,0.88348,0.073333,1
5,1,1,2,0.74317,0.073333,1
5,1,2,2,0.83428,0.073333,1
5,2,2,1,0.93597,0.073333,1
5,1,2,1,0.98598,0.073333,1
5,2,2,1,0.7148,0.073333,1
5,2,2,1,0.98226,0.073333,1
5,2,2,4,0.96768,0.073333,1
5,2,2,2,1.4637,0.073333,1
5,1,2,2,0.91647,0.073333,1
5,1,2,2,0.77583,0.073333,1
5,1,2,2,0.54511,0.073333,1
5,2,2,2,0.72308,0.073333,1
5,1,2,2,0.63952,0.073333,1
5,1,2,1,0.6544,0.073333,1
5,1,1,3,1.4196,0.073333,1
5,2,2,3,0.96972,0.073333,1
5,2,2,3,0.97039,0.073333,1
5,1,1,1,1.0834,0.073333,1
5,1,1,4,0.88832,0.073333,1
5,2,2,4,0.65227,0.073333,1
5,1,1,4,0.81051,0.073333,1
5,2,1,4,0.96207,0.073333,1
5,2,2,4,0.93042,0.073333,1
5,2,2,1,1.4148,0.073333,1
5,2,1,1,0.99752,0.073333,1
5,1,1,1,0.69308,0.073333,1
5,2,1,1,0.85035,0.073333,1
5,1,1,1,0.61492,0.073333,1
5,2,1,1,0.8068,0.073333,1
5,1,1,1,0.97459,0.073333,1
5,1,1,2,1.1207,0.073333,1
5,1,1,3,1.4569,0.073333,3
5,2,1,3,1.1713,0.073333,3
5,1,1,2,1.1158,0.073333,3
5,2,2,1,0.80716,0.073333,3
5,2,2,2,0.89503,0.073333,3
5,2,2,1,0.75471,0.073333,3
5,2,2,2,1.0525,0.073333,3
5,2,2,2,1.0032,0.073333,3
5,1,1,2,0.97044,0.073333,3
5,2,2,1,0.98589,0.073333,3
5,1,1,3,0.87477,0.073333,3
5,1,1,3,0.87993,0.073333,3
5,1,1,3,0.62832,0.073333,3
5,2,2,2,1.3799,0.073333,3
5,1,1,4,0.72372,0.073333,3
5,2,2,4,0.52705,0.073333,3
5,1,1,4,0.62699,0.073333,3
5,2,2,3,0.83317,0.073333,3
5,1,1,3,0.87183,0.073333,3
5,1,1,2,0.82778,0.073333,3
5,2,2,2,0.96464,0.073333,3
5,1,2,1,0.96476,0.073333,3
5,1,1,2,0.95047,0.073333,3
5,2,2,2,1.0642,0.073333,3
5,2,2,2,0.88609,0.073333,3
5,2,2,1,1.0504,0.073333,3
5,1,1,3,0.88725,0.073333,3
5,1,1,2,0.7155,0.073333,3
5,1,1,2,0.67982,0.073333,3
5,1,1,2,0.67669,0.073333,3
5,1,1,2,0.80076,0.073333,3
5,2,2,2,1.1296,0.073333,3
5,1,1,2,0.85141,0.073333,3
5,2,2,2,0.77802,0.073333,3
5,2,2,1,1.0752,0.073333,3
5,2,2,1,0.92738,0.073333,3
5,2,2,1,0.81904,0.073333,3
5,2,2,1,0.79385,0.073333,3
5,1,1,2,0.80185,0.073333,3
5,1,1,2,0.80974,0.073333,3
5,1,1,3,0.9581,0.073333,1
5,1,1,2,0.89836,0.073333,1
5,2,2,3,0.88657,0.073333,1
5,2,2,4,0.93929,0.073333,1
5,2,2,4,0.62065,0.073333,1
5,1,2,2,1.0367,0.073333,1
5,1,1,4,0.90664,0.073333,1
5,1,2,1,1.3094,0.073333,1
5,1,1,3,1.0097,0.073333,1
5,2,2,1,1.2328,0.073333,1
5,2,1,1,1.0474,0.073333,1
5,1,2,1,0.88507,0.073333,1
5,1,1,2,0.96953,0.073333,1
5,2,2,2,0.90644,0.073333,1
5,2,2,2,0.74974,0.073333,1
5,1,1,3,0.82301,0.073333,1
5,2,2,2,0.92705,0.073333,1
5,1,1,3,0.89774,0.073333,1
5,2,2,3,0.79013,0.073333,1
5,2,2,3,0.76577,0.073333,1
5,2,2,3,0.71149,0.073333,1
5,1,1,3,0.75494,0.073333,1
5,2,2,3,0.68518,0.073333,1
5,2,2,3,0.61814,0.073333,1
5,2,2,2,0.71267,0.073333,1
5,2,2,2,0.88549,0.073333,1
5,2,2,1,0.88957,0.073333,1
5,1,2,4,0.95745,0.073333,1
5,2,2,4,0.7511,0.073333,1
5,1,1,1,1.5445,0.073333,1
5,2,2,3,1.0106,0.073333,1
5,1,1,2,1.378,0.073333,1
5,2,2,3,1.3935,0.073333,1
5,1,1,1,0.92898,0.073333,1
5,1,1,1,0.88389,0.073333,1
5,1,1,2,0.9215,0.073333,1
5,1,1,1,0.92356,0.073333,1
5,2,2,2,0.9581,0.073333,1
5,1,1,2,0.92742,0.073333,1
5,1,1,2,0.69126,0.073333,1
5,1,1,1,1.2235,0.073333,2
5,2,2,3,1.0101,0.073333,2
5,2,2,3,0.65738,0.073333,2
5,2,2,2,0.91103,0.073333,2
5,1,1,1,0.9625,0.073333,2
5,1,1,2,1.0914,0.073333,2
5,1,2,1,1.2,0.073333,2
5,1,2,1,0.77536,0.073333,2
5,2,2,1,0.6887,0.073333,2
5,2,2,1,0.68495,0.073333,2
5,1,1,1,0.92182,0.073333,2
5,2,2,1,0.86142,0.073333,2
5,2,2,3,1.1872,0.073333,2
5,2,2,3,0.73031,0.073333,2
5,1,1,2,0.93318,0.073333,2
5,2,2,3,0.856,0.073333,2
5,2,2,3,0.9744,0.073333,2
5,2,2,3,0.63815,0.073333,2
5,2,2,3,0.60508,0.073333,2
5,2,2,3,0.57239,0.073333,2
5,2,2,3,0.62271,0.073333,2
5,1,2,3,0.57432,0.073333,2
5,1,2,1,1.262,0.073333,2
5,1,1,1,1.028,0.073333,2
5,1,2,2,1.0278,0.073333,2
5,2,2,2,0.68891,0.073333,2
5,2,2,2,0.6699,0.073333,2
5,1,2,1,0.97039,0.073333,2
5,1,2,1,0.8117,0.073333,2
5,1,2,1,1.1562,0.073333,2
5,2,2,1,0.89246,0.073333,2
5,2,2,1,0.68914,0.073333,2
5,2,2,1,0.86186,0.073333,2
5,2,2,2,0.88337,0.073333,2
5,1,1,1,0.9669,0.073333,2
5,1,1,1,0.63247,0.073333,2
5,1,1,2,0.59899,0.073333,2
5,1,2,2,1.127,0.073333,2
5,1,2,2,0.93033,0.073333,2
5,1,2,1,1.2213,0.073333,2
5,2,1,2,1.0927,0.073333,2
5,2,2,2,0.901,0.073333,2
5,2,2,2,0.56757,0.073333,2
5,1,1,3,0.76184,0.073333,2
5,1,2,2,0.70698,0.073333,2
5,1,2,1,0.76638,0.073333,2
