Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,TMSsite
1,2,2,4,1.832,0.07,1
1,1,2,3,1.9585,0.07,1
1,2,2,4,1.3581,0.07,1
1,2,2,4,1.6799,0.07,1
1,1,1,4,1.4121,0.07,1
1,2,2,4,1.0747,0.07,1
1,1,1,1,2.1118,0.07,1
1,2,2,3,1.2654,0.07,1
1,1,1,4,0.93541,0.07,1
1,2,2,4,1.017,0.07,1
1,2,2,4,1.1604,0.07,1
1,2,2,4,1.1854,0.07,1
1,2,2,3,1.0166,0.07,1
1,2,2,4,0.93568,0.07,1
1,1,1,3,1.3061,0.07,1
1,1,1,3,1.0209,0.07,1
1,2,2,4,1.2766,0.07,1
1,1,1,4,0.94409,0.07,1
1,1,1,1,1.5556,0.07,1
1,1,1,2,1.1309,0.07,1
1,1,1,2,1.1909,0.07,1
1,1,1,2,1.0867,0.07,1
1,1,1,4,1.0336,0.07,1
1,2,2,1,2.5199,0.07,1
1,2,2,2,1.466,0.07,1
1,2,2,1,2.4222,0.07,1
1,1,1,3,1.29,0.07,1
1,2,2,4,0.91106,0.07,1
1,1,2,3,1.1547,0.07,1
1,1,1,3,1.0514,0.07,1
1,1,1,4,0.98621,0.07,1
1,1,1,1,1.385,0.07,1
1,2,2,2,1.5762,0.07,1
1,2,2,3,0.91316,0.07,1
1,1,2,1,1.7709,0.07,3
1,1,1,3,1.5497,0.07,3
1,1,1,3,2.1036,0.07,3
1,1,1,4,1.8815,0.07,3
1,2,2,2,1.7972,0.07,3
1,2,2,4,1.8931,0.07,3
1,2,2,4,1.9196,0.07,3
1,1,1,4,1.4654,0.07,3
1,1,1,3,2.1981,0.07,3
1,2,2,2,1.7649,0.07,3
1,2,2,2,1.6216,0.07,3
1,2,2,2,1.7723,0.07,3
1,1,1,4,1.228,0.07,3
1,1,1,4,1.7787,0.07,3
1,2,2,4,1.5536,0.07,3
1,2,2,4,1.8983,0.07,3
1,1,1,2,1.7349,0.07,3
1,2,2,4,1.8956,0.07,3
1,1,2,3,1.2505,0.07,3
1,2,2,4,1.1597,0.07,3
1,1,1,2,2.8011,0.07,3
1,2,1,1,1.3672,0.07,3
1,2,2,2,2.6161,0.07,3
1,2,2,2,1.7491,0.07,3
1,1,1,2,1.3829,0.07,3
1,1,1,2,1.2713,0.07,3
1,2,2,4,2.1874,0.07,3
1,1,1,3,1.7708,0.07,3
1,1,1,1,2.5706,0.07,3
1,2,2,3,2.2011,0.07,3
1,1,1,3,1.5281,0.07,3
1,2,1,1,2.1943,0.07,3
1,1,1,1,2.4178,0.07,3
1,1,2,1,1.4473,0.07,3
1,2,1,2,1.0618,0.07,3
1,2,2,1,1.4905,0.07,3
1,1,1,3,1.63,0.07,3
1,1,1,3,1.7161,0.07,3
1,2,1,2,1.2858,0.07,3
1,2,2,2,1.1626,0.07,3
1,2,2,1,2.1175,0.07,1
1,1,1,1,1.7861,0.07,1
1,2,2,4,1.1295,0.07,1
1,1,1,3,1.8119,0.07,1
1,2,2,3,2.1788,0.07,1
1,1,1,4,1.1056,0.07,1
1,2,2,4,1.1968,0.07,1
1,1,1,3,1.2692,0.07,1
1,2,2,4,1.1621,0.07,1
1,2,2,2,2.2108,0.07,1
1,1,1,2,1.4732,0.07,1
1,1,1,4,1.1645,0.07,1
1,2,2,4,1.1262,0.07,1
1,1,1,4,1.1215,0.07,1
1,2,2,4,1.1963,0.07,1
1,2,2,4,1.0438,0.07,1
1,2,2,4,0.93009,0.07,1
1,2,2,4,0.62849,0.07,1
1,2,2,4,0.65955,0.07,1
1,1,2,3,1.5381,0.07,1
1,1,2,2,1.7396,0.07,1
1,2,2,2,1.0683,0.07,1
1,2,2,3,1.0978,0.07,1
1,1,1,4,1.0933,0.07,1
1,1,1,3,1.4253,0.07,1
1,1,1,3,0.97559,0.07,1
1,2,2,3,1.0409,0.07,1
1,1,1,4,0.87806,0.07,1
1,2,2,4,0.91517,0.07,1
1,1,1,4,0.85499,0.07,1
1,1,1,4,1.0043,0.07,1
1,2,2,2,1.2284,0.07,1
1,1,1,3,1.0425,0.07,1
1,1,1,4,1.008,0.07,1
1,2,2,4,1.1971,0.07,1
1,1,1,4,2.1671,0.07,1
1,2,2,2,1.3042,0.07,1
1,1,1,3,1.0669,0.07,1
1,1,1,4,0.95145,0.07,1
1,2,2,4,1.114,0.07,1
1,1,1,3,1.3947,0.07,2
1,1,1,2,1.1894,0.07,2
1,2,1,2,1.0214,0.07,2
1,2,2,3,1.1965,0.07,2
1,1,1,4,1.1398,0.07,2
1,1,1,2,1.9181,0.07,2
1,2,2,3,1.1761,0.07,2
1,1,1,1,1.5692,0.07,2
1,2,2,3,1.064,0.07,2
1,1,2,1,1.2393,0.07,2
1,2,2,4,1.7718,0.07,2
1,2,2,4,0.87551,0.07,2
1,2,1,2,1.009,0.07,2
1,2,2,3,0.96025,0.07,2
1,1,1,3,1.106,0.07,2
1,1,1,4,0.79754,0.07,2
1,2,2,2,0.98083,0.07,2
1,2,2,3,0.99883,0.07,2
1,1,2,2,1.1418,0.07,2
1,2,2,2,1.2639,0.07,2
1,2,2,2,1.1744,0.07,2
1,2,2,3,1.0067,0.07,2
1,1,2,1,1.5665,0.07,2
1,2,2,4,1.3508,0.07,2
1,1,2,1,1.3035,0.07,2
1,1,1,1,1.0666,0.07,2
1,2,2,4,0.90385,0.07,2
1,2,2,2,1.0356,0.07,2
1,1,1,1,1.1776,0.07,2
1,1,1,1,1.187,0.07,2
1,1,1,3,1.3221,0.07,2
1,2,2,1,1.2131,0.07,2
1,1,1,1,1.252,0.07,2
1,2,2,1,1.1447,0.07,2
1,1,1,3,1.3471,0.07,2
1,2,2,2,0.93332,0.07,2
1,1,1,2,1.0632,0.07,2
1,1,1,1,1.0607,0.07,2
1,1,1,3,1.0733,0.07,2
1,2,2,4,0.95901,0.07,2
1,2,2,3,1.2362,0.07,3
1,2,2,3,1.164,0.07,3
1,2,2,4,0.96665,0.07,3
1,1,1,2,1.3038,0.07,3
1,2,2,2,1.0345,0.07,3
1,2,2,2,1.2092,0.07,3
1,1,2,2,1.0401,0.07,3
1,2,2,2,1.038,0.07,3
1,1,1,1,1.1812,0.07,3
1,2,2,3,1.4289,0.07,3
1,2,1,4,1.3154,0.07,3
1,1,1,1,1.7827,0.07,3
1,1,2,1,0.99834,0.07,3
1,1,1,1,1.3824,0.07,3
1,1,2,1,1.1593,0.07,3
1,2,2,2,1.1681,0.07,3
1,1,1,3,0.93667,0.07,3
1,1,1,4,0.98686,0.07,3
1,1,1,4,0.98622,0.07,3
1,2,2,3,2.3951,0.07,3
1,2,2,4,1.2017,0.07,3
1,2,2,3,0.79304,0.07,3
1,1,1,3,1.2166,0.07,3
1,2,2,2,0.88829,0.07,3
1,1,1,4,1.0999,0.07,3
1,1,1,4,0.80775,0.07,3
1,2,2,4,0.99201,0.07,3
1,1,1,4,0.99262,0.07,3
1,2,2,4,0.94415,0.07,3
1,1,1,4,1.1223,0.07,3
1,2,1,4,0.8924,0.07,3
1,1,1,3,0.81641,0.07,3
1,1,1,3,0.71217,0.07,3
1,2,2,4,0.7559,0.07,3
1,2,2,4,0.70227,0.07,3
1,2,2,2,1.2578,0.07,3
1,1,2,3,1.1989,0.07,3
1,1,2,1,1.3023,0.07,3
1,1,1,4,1.0019,0.07,3
1,2,2,2,1.1776,0.07,3
1,1,1,3,1.7378,0.07,2
1,1,1,1,1.1966,0.07,2
1,2,2,3,1.2859,0.07,2
1,1,1,3,1.3532,0.07,2
1,1,1,3,1.4506,0.07,2
1,1,1,3,1.4949,0.07,2
1,1,1,2,1.7308,0.07,2
1,1,1,2,1.4776,0.07,2
1,1,1,4,1.1528,0.07,2
1,1,1,4,1.6743,0.07,2
1,1,1,4,1.9188,0.07,2
1,1,1,1,1.6247,0.07,2
1,1,1,4,1.5666,0.07,2
1,2,2,3,1.2709,0.07,2
1,2,2,4,0.8922,0.07,2
1,2,2,4,0.57489,0.07,2
1,2,2,2,1.2663,0.07,2
1,2,1,2,1.1432,0.07,2
1,1,1,4,1.2486,0.07,2
1,2,2,4,0.75824,0.07,2
1,1,2,2,1.0879,0.07,2
1,1,1,3,0.95548,0.07,2
1,2,2,3,0.89415,0.07,2
1,2,2,4,1.0085,0.07,2
1,1,1,1,1.9857,0.07,2
1,2,2,3,1.4001,0.07,2
1,2,2,1,1.1915,0.07,2
1,2,2,4,1.9842,0.07,2
1,2,2,1,1.8314,0.07,2
1,2,2,2,1.5414,0.07,2
1,2,2,2,1.263,0.07,2
1,2,2,2,1.7,0.07,2
1,1,1,2,1.015,0.07,2
1,1,1,4,0.75916,0.07,2
1,1,1,2,1.2014,0.07,2
1,2,2,4,1.704,0.07,2
1,1,1,4,0.85862,0.07,2
1,2,2,4,0.81633,0.07,2
1,2,2,3,0.98349,0.07,2
1,2,1,1,1.0798,0.07,2
1,1,2,1,1.3429,0.07,1
1,2,2,2,1.2032,0.07,1
1,2,2,2,1.4982,0.07,1
1,1,1,4,1.0305,0.07,1
1,2,2,2,1.1565,0.07,1
1,1,1,2,0.86275,0.07,1
1,1,1,2,0.77218,0.07,1
1,2,2,2,0.90792,0.07,1
1,2,2,3,0.7845,0.07,1
1,1,1,2,0.98443,0.07,1
1,1,1,2,0.79244,0.07,1
1,2,2,3,1.0256,0.07,1
1,1,1,2,1.9525,0.07,1
1,2,2,4,0.77682,0.07,1
1,1,1,4,0.70509,0.07,1
1,2,2,1,0.90886,0.07,1
1,2,1,1,1.3132,0.07,1
1,1,1,4,0.8517,0.07,1
1,1,1,3,0.98585,0.07,1
1,2,2,1,0.84128,0.07,1
1,1,1,3,1.0245,0.07,1
1,2,2,4,0.91066,0.07,1
1,2,1,1,1.4738,0.07,1
1,2,2,3,0.95825,0.07,1
1,1,1,1,1.1039,0.07,1
1,2,1,1,1.0517,0.07,1
1,1,1,1,0.96884,0.07,1
1,1,1,1,1.1771,0.07,1
1,2,2,2,0.92965,0.07,1
1,1,1,4,0.93331,0.07,1
1,1,2,1,0.93545,0.07,1
1,1,2,2,2.1059,0.07,1
1,1,1,1,0.97213,0.07,1
1,2,2,3,0.97323,0.07,1
1,1,1,2,0.92626,0.07,1
1,2,2,3,0.84975,0.07,1
1,1,1,1,1.6715,0.07,1
1,2,2,3,0.73092,0.07,1
1,2,2,2,1.0143,0.07,1
1,2,2,3,0.96534,0.07,1
2,2,2,2,1.5816,0.063333,3
2,2,2,2,1.1273,0.063333,3
2,1,2,2,1.187,0.063333,3
2,1,1,1,2.539,0.063333,3
2,2,2,1,1.3554,0.063333,3
2,1,1,1,2.1891,0.063333,3
2,2,1,1,1.3398,0.063333,3
2,2,1,1,1.0695,0.063333,3
2,1,1,1,1.161,0.063333,3
2,2,2,4,1.2828,0.063333,3
2,1,2,1,1.6873,0.063333,3
2,2,2,1,1.1473,0.063333,3
2,1,1,1,1.1732,0.063333,3
