"Subj_idx","Condition","Stim_idx","Stimulus","Response","Confidence","RT_decConf","Resp_raw"
55,"face","face_194","2","1","1","3.108","4"
55,"face","face_176","2","2","1","2.625","3"
55,"face","face_108","2","1","1","1.747","4"
55,"face","face_86","2","2","3","2.975","1"
55,"face","face_172","1","1","2","2.258","5"
55,"face","face_190","1","2","2","1.514","2"
55,"face","face_44","1","1","1","2.927","4"
55,"face","face_214","2","2","2","3.084","2"
55,"face","face_36","1","1","3","6.09","6"
55,"face","face_133","2","1","1","3.344","4"
55,"face","face_158","1","1","2","2.316","5"
55,"face","face_101","1","2","1","2.696","3"
55,"face","face_24","2","2","2","2.678","2"
55,"face","face_14","1","2","3","1.645","1"
55,"face","face_65","2","2","2","2.469","2"
55,"face","face_27","2","1","1","2.692","4"
55,"face","face_114","2","2","1","1.178","3"
55,"face","face_123","2","2","2","3.547","2"
55,"face","face_35","2","2","1","1.88","3"
55,"face","face_139","1","2","1","1.559","3"
55,"face","face_41","2","2","2","2.499","2"
55,"face","face_145","2","2","2","1.377","2"
55,"face","face_6","1","1","3","3.452","6"
55,"face","face_85","1","1","3","1.507","6"
55,"face","face_19","1","2","3","2.775","1"
55,"face","face_43","2","1","2","2.657","5"
55,"face","face_95","1","1","1","1.369","4"
55,"face","face_126","1","1","3","2.125","6"
55,"face","face_131","2","2","1","2.243","3"
55,"face","face_56","2","2","3","2.132","1"
55,"face","face_204","1","2","3","1.416","1"
55,"face","face_13","1","1","3","1.522","6"
55,"face","face_205","1","1","2","3.864","5"
55,"face","face_202","2","1","2","1.394","5"
55,"face","face_199","1","1","1","2.092","4"
55,"face","face_98","2","1","2","1.803","5"
55,"face","face_141","2","2","1","1.509","3"
55,"face","face_174","1","2","1","1.888","3"
55,"face","face_33","2","1","1","1.831","4"
55,"face","face_115","2","1","1","2.424","4"
55,"face","face_32","2","1","1","2.11","4"
55,"face","face_60","1","2","2","2.398","2"
55,"face","face_181","2","2","1","1.831","3"
55,"face","face_52","2","1","2","2.856","5"
55,"face","face_152","2","1","2","2.391","5"
55,"face","face_79","1","1","1","1.215","4"
55,"face","face_201","1","1","2","2.625","5"
55,"face","face_175","2","2","1","1.613","3"
55,"face","face_59","2","2","1","3.751","3"
55,"face","face_30","1","2","2","1.969","2"
55,"face","face_90","2","2","2","1.93","2"
55,"face","face_51","2","2","1","1.712","3"
55,"face","face_54","2","2","2","1.597","2"
55,"face","face_188","2","2","1","2.451","3"
55,"face","face_77","2","1","1","1.979","4"
55,"face","face_179","2","2","1","1.534","3"
55,"face","face_37","2","2","1","2.491","3"
55,"face","face_109","1","2","1","1.354","3"
55,"face","face_159","2","1","1","3.015","4"
55,"face","face_168","2","2","2","1.493","2"
55,"face","face_127","2","2","2","1.268","2"
55,"face","face_113","1","2","1","1.164","3"
55,"face","face_5","1","1","2","2.992","5"
55,"face","face_213","1","1","1","2.234","4"
55,"face","face_58","2","2","2","1.483","2"
55,"face","face_150","1","2","2","1.426","2"
55,"face","face_100","2","1","2","2.348","5"
55,"face","face_107","1","1","1","1.279","4"
55,"face","face_164","1","1","2","2.182","5"
55,"face","face_137","1","1","3","1.617","6"
55,"face","face_64","1","1","3","1.633","6"
55,"face","face_80","1","1","3","0.873","6"
55,"face","face_112","2","1","1","1.49","4"
55,"face","face_9","1","2","1","2.257","3"
55,"face","face_200","2","2","1","1.351","3"
55,"face","face_135","2","2","2","1.312","2"
55,"face","face_83","1","1","1","1.758","4"
55,"face","face_153","1","1","2","2.643","5"
55,"face","face_198","1","1","2","1.075","5"
55,"face","face_28","1","1","1","1.572","4"
55,"face","face_119","1","1","3","1.652","6"
55,"face","face_117","1","1","1","1.508","4"
55,"face","face_17","2","1","1","1.206","4"
55,"face","face_154","1","1","2","1.454","5"
55,"face","face_147","1","1","2","2.574","5"
56,"face","face_155","2","2","2","3.506","2"
56,"face","face_131","2","2","2","1.612","2"
56,"face","face_128","1","2","1","1.01","3"
56,"face","face_62","2","2","2","1.101","2"
56,"face","face_175","2","2","3","1.116","1"
56,"face","face_74","1","1","3","1.065","6"
56,"face","face_88","1","1","3","0.872","6"
56,"face","face_23","2","2","2","1.175","2"
56,"face","face_20","1","1","3","2.688","6"
56,"face","face_189","1","1","2","2.054","5"
56,"face","face_179","2","2","1","1.51","3"
56,"face","face_5","2","2","3","0.979","1"
56,"face","face_59","2","1","1","1.823","4"
56,"face","face_87","2","2","1","2.041","3"
56,"face","face_50","1","1","2","1.721","5"
56,"face","face_127","2","2","3","0.831","1"
56,"face","face_216","1","2","1","1.406","3"
56,"face","face_193","2","2","2","1.224","2"
56,"face","face_214","1","2","2","1.154","2"
56,"face","face_156","1","1","3","2.287","6"
56,"face","face_138","1","1","3","1.126","6"
56,"face","face_11","2","2","2","1.683","2"
56,"face","face_124","1","1","3","1.41","6"
56,"face","face_200","2","2","2","1.282","2"
56,"face","face_152","2","2","2","0.574","2"
56,"face","face_209","2","2","3","0.986","1"
56,"face","face_76","2","1","1","1.734","4"
56,"face","face_162","2","2","3","0.859","1"
56,"face","face_205","1","1","3","1.412","6"
56,"face","face_2","2","1","1","1.358","4"
56,"face","face_208","2","2","2","1.082","2"
56,"face","face_110","1","2","2","0.985","2"
56,"face","face_3","1","2","2","0.893","2"
56,"face","face_120","1","2","2","0.7","2"
56,"face","face_187","1","2","2","0.763","2"
56,"face","face_55","2","2","3","1.103","1"
56,"face","face_48","2","2","3","1.595","1"
56,"face","face_204","1","2","3","0.942","1"
56,"face","face_92","2","2","1","0.971","3"
56,"face","face_125","1","1","3","0.911","6"
56,"face","face_140","2","1","1","1.501","4"
56,"face","face_27","2","2","3","0.779","1"
56,"face","face_202","1","2","1","1.599","3"
56,"face","face_19","2","2","3","0.641","1"
56,"face","face_41","1","2","3","0.563","1"
56,"face","face_139","1","1","1","0.975","4"
56,"face","face_185","2","2","3","1.027","1"
56,"face","face_53","1","2","2","1.06","2"
56,"face","face_133","2","2","3","0.572","1"
56,"face","face_66","1","1","3","0.8","6"
56,"face","face_16","1","2","1","1.172","3"
56,"face","face_51","1","2","1","0.88","3"
56,"face","face_150","2","2","3","1.384","1"
56,"face","face_15","1","1","1","1.963","4"
56,"face","face_86","1","1","3","1.254","6"
56,"face","face_12","1","2","2","1.519","2"
56,"face","face_173","1","2","2","1.325","2"
56,"face","face_67","1","2","1","2.867","3"
56,"face","face_54","1","1","1","1.602","4"
56,"face","face_129","2","2","3","1.164","1"
56,"face","face_153","2","2","1","1.441","3"
56,"face","face_90","1","2","1","0.578","3"
56,"face","face_212","2","2","1","0.558","3"
56,"face","face_26","1","2","1","0.851","3"
56,"face","face_24","1","2","1","0.732","3"
56,"face","face_106","2","1","1","2.186","4"
56,"face","face_22","2","2","3","0.677","1"
56,"face","face_126","1","2","3","0.845","1"
56,"face","face_7","2","2","1","1.254","3"
56,"face","face_96","1","1","3","0.726","6"
56,"face","face_178","2","1","1","1.372","4"
56,"face","face_31","2","2","3","0.912","1"
56,"face","face_43","1","2","3","0.733","1"
56,"face","face_49","2","1","2","4.067","5"
56,"face","face_108","2","2","3","0.969","1"
56,"face","face_40","1","1","1","2.309","4"
56,"face","face_83","1","2","1","2.235","3"
56,"face","face_137","1","1","3","0.747","6"
56,"face","face_171","2","2","2","1.065","2"
56,"face","face_114","2","2","3","0.729","1"
56,"face","face_98","2","2","3","0.991","1"
56,"face","face_207","1","1","1","1.138","4"
56,"face","face_195","2","2","1","1.192","3"
56,"face","face_130","2","2","3","0.667","1"
56,"face","face_102","1","2","1","1.972","3"
56,"face","face_46","2","2","2","1.32","2"
56,"face","face_95","2","2","2","0.877","2"
56,"face","face_191","1","2","2","0.573","2"
56,"face","face_167","2","2","2","1.026","2"
56,"face","face_99","1","2","2","0.787","2"
56,"face","face_100","2","2","2","0.647","2"
56,"face","face_159","1","2","3","1.272","1"
56,"face","face_201","1","1","3","1.031","6"
56,"face","face_65","1","1","3","1.153","6"
56,"face","face_91","2","2","3","0.846","1"
56,"face","face_73","2","2","3","0.599","1"
56,"face","face_163","2","2","2","2.002","2"
56,"face","face_78","2","2","1","1.204","3"
56,"face","face_158","2","2","3","0.695","1"
56,"face","face_166","1","2","3","0.83","1"
56,"face","face_146","1","1","2","1.144","5"
56,"face","face_35","1","2","2","1.053","2"
56,"face","face_70","2","2","3","0.734","1"
56,"face","face_8","2","1","2","1.403","5"
56,"face","face_203","2","2","3","0.837","1"
56,"face","face_9","1","2","2","1.407","2"
56,"face","face_194","2","2","3","1.538","1"
56,"face","face_160","2","2","3","0.615","1"
56,"face","face_180","2","2","1","0.978","3"
56,"face","face_168","2","2","3","0.781","1"
56,"face","face_13","2","2","2","1.081","2"
56,"face","face_135","2","1","3","1.04","6"
56,"face","face_116","2","1","2","1.738","5"
56,"face","face_33","1","2","3","1.207","1"
56,"face","face_21","1","2","1","0.874","3"
56,"face","face_58","2","2","3","1.578","1"
56,"face","face_14","1","2","3","0.765","1"
56,"face","face_4","1","1","1","1.826","4"
56,"face","face_77","1","1","2","1.242","5"
56,"face","face_182","1","1","2","1.211","5"
56,"face","face_109","1","1","1","0.765","4"
56,"face","face_188","2","2","1","0.954","3"
56,"face","face_198","1","2","1","2.031","3"
56,"face","face_36","1","1","3","1.248","6"
56,"face","face_37","1","2","2","1.225","2"
56,"face","face_1","1","2","2","0.515","2"
56,"face","face_117","1","1","3","0.778","6"
56,"face","face_157","1","1","2","2.054","5"
56,"face","face_122","2","2","3","0.766","1"
56,"face","face_10","2","2","3","0.674","1"
56,"face","face_93","2","2","1","0.891","3"
56,"face","face_172","2","2","1","0.515","3"
56,"face","face_63","1","1","3","1.169","6"
56,"face","face_111","2","2","1","1.326","3"
56,"face","face_143","2","2","2","0.94","2"
56,"face","face_28","1","2","2","1.346","2"
56,"face","face_142","2","2","2","1.951","2"
56,"face","face_84","2","2","2","5.394","2"
56,"face","face_121","2","2","2","1.899","2"
56,"face","face_213","1","1","1","1.281","4"
56,"face","face_132","2","2","2","1.344","2"
56,"face","face_103","2","2","2","0.869","2"
56,"face","face_177","1","1","2","0.982","5"
56,"face","face_105","1","2","2","1.041","2"
56,"face","face_144","2","2","2","1.323","2"
56,"face","face_79","2","2","2","0.761","2"
56,"face","face_206","1","1","1","1.285","4"
56,"face","face_64","2","2","3","0.811","1"
56,"face","face_170","1","1","2","1.566","5"
56,"face","face_184","1","2","2","1.514","2"
56,"face","face_123","2","2","2","0.848","2"
56,"face","face_197","1","2","2","0.625","2"
56,"face","face_47","2","2","2","0.579","2"
56,"face","face_89","1","2","2","0.799","2"
56,"face","face_210","2","2","2","0.571","2"
56,"face","face_148","1","2","2","0.591","2"
56,"face","face_45","2","2","2","1.507","2"
56,"face","face_183","1","1","3","0.81","6"
56,"face","face_75","1","1","1","1.701","4"
56,"face","face_107","2","2","1","1.194","3"
56,"face","face_81","1","2","1","0.869","3"
56,"face","face_56","2","2","1","0.557","3"
56,"face","face_134","1","2","1","0.843","3"
56,"face","face_72","2","2","2","0.804","2"
56,"face","face_104","2","2","1","0.791","3"
56,"face","face_119","1","2","3","1.098","1"
56,"face","face_44","1","2","2","0.729","2"
56,"face","face_154","1","2","3","0.983","1"
56,"face","face_32","2","2","2","0.594","2"
56,"face","face_97","2","2","2","0.517","2"
56,"face","face_71","2","2","2","0.604","2"
56,"face","face_52","1","2","3","0.911","1"
56,"face","face_68","1","2","3","0.926","1"
56,"face","face_80","1","1","3","0.787","6"
56,"face","face_60","2","2","2","1.079","2"
56,"face","face_118","2","2","3","0.974","1"
56,"face","face_136","1","1","2","1.211","5"
56,"face","face_174","2","2","3","0.677","1"
56,"face","face_211","1","2","1","1.5","3"
56,"face","face_69","1","2","3","0.755","1"
56,"face","face_147","2","2","3","0.92","1"
56,"face","face_6","1","2","1","0.847","3"
56,"face","face_196","1","2","1","0.8","3"
56,"face","face_169","1","2","2","1.946","2"
56,"face","face_151","2","2","2","0.679","2"
56,"face","face_29","1","2","2","0.615","2"
56,"face","face_85","2","2","2","0.538","2"
56,"face","face_149","1","1","2","2.4","5"
56,"face","face_190","1","1","3","0.985","6"
56,"face","face_101","1","2","3","0.821","1"
56,"face","face_113","1","1","3","0.943","6"
56,"face","face_145","2","2","3","0.644","1"
57,"face","face_72","2","2","1","3.9","3"
57,"face","face_164","1","2","1","2.479","3"
57,"face","face_162","2","1","2","3.369","5"
57,"face","face_182","1","1","2","1.497","5"
57,"face","face_201","1","1","3","2.056","6"
57,"face","face_121","1","1","2","2.985","5"
57,"face","face_21","2","2","1","4.131","3"
57,"face","face_108","1","1","1","2.5","4"
57,"face","face_177","2","1","2","2.28","5"
57,"face","face_139","2","1","2","1.114","5"
57,"face","face_142","1","1","3","2.129","6"
57,"face","face_16","1","2","1","3.239","3"
57,"face","face_138","2","1","1","3.101","4"
57,"face","face_96","2","2","2","2.913","2"
57,"face","face_158","2","1","3","3.822","6"
57,"face","face_211","1","1","3","1.446","6"
57,"face","face_155","1","2","1","7.612","3"
57,"face","face_153","1","1","2","4.128","5"
57,"face","face_81","2","1","2","1.871","5"
57,"face","face_154","1","1","2","1.116","5"
57,"face","face_84","2","2","1","1.675","3"
57,"face","face_46","1","1","1","2.275","4"
57,"face","face_48","1","1","3","2.144","6"
57,"face","face_110","1","1","1","2.073","4"
57,"face","face_55","2","2","2","1.905","2"
57,"face","face_135","1","2","3","2.596","1"
57,"face","face_40","1","1","3","4.814","6"
57,"face","face_181","2","2","2","3.501","2"
57,"face","face_213","2","2","2","1.912","2"
57,"face","face_104","1","1","1","2.379","4"
57,"face","face_30","1","1","3","1.978","6"
57,"face","face_112","1","1","3","1.37","6"
57,"face","face_137","1","1","3","1.499","6"
57,"face","face_187","1","1","2","1.6","5"
57,"face","face_216","2","1","1","1.579","4"
57,"face","face_160","1","2","1","3.309","3"
57,"face","face_185","2","2","1","3.842","3"
57,"face","face_168","2","2","3","2.402","1"
57,"face","face_70","2","2","1","3.504","3"
57,"face","face_37","1","1","1","3.123","4"
57,"face","face_170","2","1","2","3.477","5"
57,"face","face_136","1","1","3","2.911","6"
57,"face","face_189","1","1","2","3.777","5"
57,"face","face_144","2","2","1","3.082","3"
57,"face","face_140","1","1","2","1.895","5"
57,"face","face_99","1","1","3","6.307","6"
57,"face","face_178","2","2","2","1.835","2"
57,"face","face_94","1","2","1","3.218","3"
57,"face","face_32","2","1","2","2.142","5"
57,"face","face_41","2","2","2","3.968","2"
57,"face","face_98","2","1","2","1.633","5"
57,"face","face_183","1","2","1","4.498","3"
57,"face","face_85","1","1","3","2.035","6"
57,"face","face_122","2","2","2","2.74","2"
57,"face","face_25","2","2","1","2.532","3"
57,"face","face_119","2","1","1","4.062","4"
57,"face","face_169","2","2","1","1.649","3"
57,"face","face_45","2","1","1","7.47","4"
57,"face","face_141","1","1","3","1.991","6"
57,"face","face_103","2","2","1","2.962","3"
57,"face","face_157","1","2","1","1.778","3"
57,"face","face_145","2","1","1","3.164","4"
57,"face","face_24","1","1","1","3.486","4"
57,"face","face_65","2","1","1","1.218","4"
57,"face","face_68","2","1","2","5.512","5"
57,"face","face_167","1","1","3","1.931","6"
57,"face","face_159","1","1","2","2.189","5"
57,"face","face_62","1","2","1","3.367","3"
57,"face","face_125","1","1","1","2.215","4"
57,"face","face_146","1","2","2","2.056","2"
57,"face","face_59","2","1","2","1.925","5"
57,"face","face_126","2","2","1","2.832","3"
57,"face","face_143","1","1","2","2.441","5"
57,"face","face_15","2","2","1","2.03","3"
57,"face","face_36","1","1","3","3.91","6"
57,"face","face_205","1","1","3","2.968","6"
57,"face","face_14","2","2","1","1.263","3"
57,"face","face_53","1","2","1","1.828","3"
57,"face","face_43","2","2","1","3.029","3"
57,"face","face_50","1","1","1","2.341","4"
57,"face","face_60","2","1","2","2.672","5"
57,"face","face_204","2","1","1","2.124","4"
57,"face","face_151","2","2","1","1.425","3"
57,"face","face_199","1","2","2","2.392","2"
57,"face","face_206","1","1","3","2.16","6"
57,"face","face_35","2","1","2","2.227","5"
57,"face","face_131","1","1","3","2.993","6"
57,"face","face_196","1","2","2","1.833","2"
57,"face","face_2","2","2","2","13.53","2"
57,"face","face_118","1","1","1","4.22","4"
57,"face","face_28","1","2","2","1.8","2"
57,"face","face_193","1","1","1","1.962","4"
57,"face","face_89","2","2","1","1.011","3"
57,"face","face_212","2","1","1","1.374","4"
57,"face","face_7","2","1","1","1.274","4"
57,"face","face_56","2","2","1","1.319","3"
57,"face","face_92","1","1","2","1.803","5"
57,"face","face_195","1","1","3","2.469","6"
57,"face","face_91","1","1","3","2.529","6"
57,"face","face_1","2","1","1","3.434","4"
57,"face","face_51","2","1","1","1.266","4"
57,"face","face_23","1","2","1","3.414","3"
57,"face","face_66","1","1","3","2.748","6"
57,"face","face_192","2","1","2","1.968","5"
57,"face","face_149","1","2","1","1.555","3"
57,"face","face_52","1","1","2","3.237","5"
57,"face","face_17","1","1","3","4.649","6"
57,"face","face_209","2","2","1","1.563","3"
57,"face","face_78","2","1","1","1.646","4"
57,"face","face_97","1","1","3","3.718","6"
57,"face","face_90","2","2","2","1.409","2"
57,"face","face_74","1","2","1","1.465","3"
57,"face","face_129","1","2","1","2.089","3"
57,"face","face_166","1","1","2","1.853","5"
57,"face","face_161","1","1","1","1.389","4"
57,"face","face_120","1","1","3","2.169","6"
57,"face","face_148","1","1","3","2.353","6"
57,"face","face_106","2","1","1","2.172","4"
57,"face","face_64","1","2","1","0.807","3"
57,"face","face_22","1","1","1","0.913","4"
57,"face","face_173","1","1","3","2.652","6"
57,"face","face_27","1","1","3","2.224","6"
57,"face","face_109","2","1","1","2.783","4"
57,"face","face_6","1","1","2","3.206","5"
57,"face","face_47","1","1","3","2.749","6"
57,"face","face_63","2","1","1","1.39","4"
57,"face","face_130","2","1","2","2.521","5"
57,"face","face_214","2","1","2","1.438","5"
57,"face","face_124","2","2","1","1.372","3"
57,"face","face_113","1","1","3","2.901","6"
57,"face","face_174","1","2","1","0.983","3"
57,"face","face_202","2","1","3","2.095","6"
57,"face","face_4","2","2","2","2.57","2"
57,"face","face_175","2","2","2","4.298","2"
57,"face","face_116","2","1","2","2.062","5"
57,"face","face_83","2","2","1","1.724","3"
57,"face","face_128","1","1","3","2.058","6"
57,"face","face_107","1","1","2","1.762","5"
57,"face","face_101","1","2","1","1.212","3"
57,"face","face_100","1","2","1","0.823","3"
57,"face","face_132","2","1","1","1.805","4"
57,"face","face_163","2","1","1","1.703","4"
57,"face","face_88","2","1","2","1.842","5"
57,"face","face_102","2","1","2","2.112","5"
57,"face","face_165","2","2","2","2.09","2"
57,"face","face_172","1","1","3","3.592","6"
57,"face","face_179","2","1","1","1.278","4"
57,"face","face_19","2","2","3","1.669","1"
57,"face","face_86","2","2","1","2.804","3"
57,"face","face_197","2","2","1","1.715","3"
57,"face","face_10","2","1","1","1.261","4"
57,"face","face_20","1","1","1","1.546","4"
57,"face","face_184","2","2","1","2.157","3"
57,"face","face_200","1","1","3","2.412","6"
57,"face","face_176","1","1","1","2.005","4"
57,"face","face_203","2","1","2","1.452","5"
57,"face","face_57","1","1","2","1.994","5"
57,"face","face_150","1","1","2","2.345","5"
57,"face","face_190","2","1","2","1.333","5"
57,"face","face_71","2","2","1","1.863","3"
57,"face","face_77","1","1","1","1.886","4"
57,"face","face_80","2","2","3","1.812","1"
57,"face","face_133","1","2","1","2.749","3"
57,"face","face_26","2","1","2","1.534","5"
57,"face","face_156","2","1","1","1.2","4"
57,"face","face_208","2","1","1","1.064","4"
57,"face","face_123","2","1","1","0.925","4"
57,"face","face_49","1","2","1","0.993","3"
57,"face","face_210","1","2","1","3.41","3"
57,"face","face_194","2","1","2","1.602","5"
57,"face","face_73","2","2","1","1.675","3"
57,"face","face_87","2","1","3","2.184","6"
57,"face","face_186","2","1","1","1.174","4"
57,"face","face_114","2","1","2","2.431","5"
57,"face","face_93","1","1","2","1.413","5"
57,"face","face_11","2","2","2","1.484","2"
57,"face","face_75","1","2","2","1.146","2"
57,"face","face_8","1","1","3","1.325","6"
57,"face","face_147","2","2","2","2.45","2"
57,"face","face_61","1","2","2","1.607","2"
57,"face","face_9","2","2","2","1.39","2"
57,"face","face_207","1","1","2","1.407","5"
57,"face","face_3","2","2","2","1.455","2"
57,"face","face_67","1","1","2","3.016","5"
57,"face","face_31","1","1","1","1.041","4"
57,"face","face_171","1","2","1","1.536","3"
57,"face","face_95","2","1","3","2.7","6"
57,"face","face_105","2","1","3","1.465","6"
57,"face","face_29","2","2","2","1.542","2"
57,"face","face_69","1","1","3","1.625","6"
57,"face","face_111","2","2","1","3.793","3"
57,"face","face_13","2","2","1","2.845","3"
58,"face","face_177","2","2","1","7.134","3"
58,"face","face_41","2","2","2","2.301","2"
58,"face","face_199","1","2","2","4.417","2"
58,"face","face_81","2","1","1","2.529","4"
58,"face","face_2","1","2","2","1.861","2"
58,"face","face_46","1","1","1","2.612","4"
58,"face","face_100","1","1","2","1.693","5"
58,"face","face_88","1","1","2","2.787","5"
58,"face","face_17","2","2","2","3.229","2"
58,"face","face_124","1","2","1","2.205","3"
58,"face","face_163","1","2","2","1.719","2"
58,"face","face_30","2","1","1","1.978","4"
58,"face","face_78","1","2","1","2.029","3"
58,"face","face_158","2","2","3","2.038","1"
58,"face","face_7","2","2","1","1.679","3"
58,"face","face_80","1","1","3","1.67","6"
58,"face","face_24","2","1","1","2.278","4"
58,"face","face_55","1","1","2","1.317","5"
58,"face","face_113","1","1","3","1.051","6"
58,"face","face_111","1","1","1","1.521","4"
58,"face","face_69","2","2","2","2.583","2"
58,"face","face_31","2","2","2","1.283","2"
58,"face","face_184","2","2","3","1.627","1"
58,"face","face_65","1","1","2","1.844","5"
58,"face","face_5","1","1","2","2.365","5"
58,"face","face_142","2","2","2","1.605","2"
58,"face","face_35","2","2","2","2.024","2"
58,"face","face_132","2","2","1","1.809","3"
58,"face","face_179","1","1","1","3.043","4"
58,"face","face_123","1","1","3","1.86","6"
58,"face","face_56","2","2","2","1.531","2"
58,"face","face_149","1","2","1","2.041","3"
58,"face","face_181","2","2","2","3.418","2"
58,"face","face_183","2","2","2","1.402","2"
58,"face","face_140","1","2","1","1.74","3"
58,"face","face_59","1","1","3","2.313","6"
58,"face","face_201","1","1","3","2.103","6"
58,"face","face_169","2","2","1","2.245","3"
58,"face","face_151","1","2","2","2.013","2"
58,"face","face_161","2","2","2","2.159","2"
58,"face","face_210","1","2","2","1.811","2"
58,"face","face_15","1","1","1","1.885","4"
58,"face","face_206","1","1","2","6.86","5"
58,"face","face_37","2","2","2","2.56","2"
58,"face","face_67","1","2","1","2.659","3"
58,"face","face_92","2","2","1","1.61","3"
58,"face","face_214","1","1","2","1.396","5"
58,"face","face_76","2","1","2","1.079","5"
58,"face","face_136","1","1","3","1.198","6"
58,"face","face_84","2","1","1","4.065","4"
58,"face","face_150","2","2","2","1.383","2"
58,"face","face_166","2","1","2","2.098","5"
58,"face","face_25","2","1","1","1.408","4"
58,"face","face_23","2","2","1","2.506","3"
58,"face","face_64","2","1","1","1.512","4"
58,"face","face_14","2","1","1","2.142","4"
58,"face","face_160","2","2","1","3.931","3"
58,"face","face_61","2","2","1","1.182","3"
58,"face","face_50","2","2","1","1.242","3"
58,"face","face_212","1","1","2","2.379","5"
58,"face","face_157","2","2","1","1.198","3"
58,"face","face_86","2","2","2","2.041","2"
58,"face","face_103","1","1","1","1.666","4"
58,"face","face_53","1","2","2","2.418","2"
58,"face","face_99","2","1","1","1.299","4"
58,"face","face_13","2","1","1","0.874","4"
58,"face","face_196","1","2","2","1.355","2"
58,"face","face_174","1","1","1","1.823","4"
58,"face","face_49","2","2","3","3.832","1"
58,"face","face_1","2","2","2","1.6","2"
58,"face","face_87","1","2","2","3.091","2"
58,"face","face_203","1","1","1","1.617","4"
58,"face","face_145","1","1","3","2.666","6"
58,"face","face_54","1","2","2","3.153","2"
58,"face","face_192","2","2","1","2.461","3"
58,"face","face_204","2","1","1","1.988","4"
58,"face","face_180","2","2","1","1.446","3"
58,"face","face_48","2","2","2","1.319","2"
58,"face","face_62","2","2","1","3.197","3"
58,"face","face_105","1","1","1","1.159","4"
58,"face","face_137","1","1","2","1.452","5"
58,"face","face_120","2","2","1","3.524","3"
58,"face","face_119","2","1","2","1.353","5"
58,"face","face_118","1","1","2","1.533","5"
58,"face","face_45","1","2","2","2.466","2"
58,"face","face_3","1","1","3","1.121","6"
58,"face","face_74","2","1","1","1.351","4"
58,"face","face_141","2","1","1","1.284","4"
58,"face","face_173","1","1","2","2.116","5"
58,"face","face_187","1","2","1","1.585","3"
58,"face","face_208","2","2","1","0.94","3"
58,"face","face_205","1","2","1","0.897","3"
58,"face","face_139","1","1","1","0.865","4"
58,"face","face_70","2","1","1","0.785","4"
58,"face","face_176","2","1","2","0.925","5"
58,"face","face_33","2","1","2","1.483","5"
58,"face","face_43","2","2","1","1.011","3"
58,"face","face_197","2","2","2","0.837","2"
58,"face","face_10","2","2","2","0.879","2"
58,"face","face_195","2","2","2","0.679","2"
58,"face","face_207","2","2","2","1.391","2"
58,"face","face_79","1","1","1","2.29","4"
58,"face","face_71","2","2","1","1.433","3"
58,"face","face_16","1","1","1","1.29","4"
58,"face","face_165","1","1","2","1.361","5"
58,"face","face_44","1","1","2","0.894","5"
58,"face","face_126","1","1","3","1.261","6"
58,"face","face_73","2","2","2","1.757","2"
58,"face","face_6","1","2","1","1.993","3"
58,"face","face_146","2","2","1","0.932","3"
58,"face","face_127","1","2","2","0.898","2"
58,"face","face_133","1","1","2","2.129","5"
58,"face","face_143","2","2","2","0.998","2"
58,"face","face_106","1","1","2","1.144","5"
58,"face","face_170","1","2","2","6.597","2"
58,"face","face_128","2","2","2","1.9","2"
58,"face","face_40","2","2","3","2.914","1"
58,"face","face_135","1","2","2","2.143","2"
58,"face","face_164","1","2","1","1.187","3"
58,"face","face_90","1","2","1","0.894","3"
58,"face","face_97","2","2","1","1.389","3"
58,"face","face_21","2","2","3","3.257","1"
58,"face","face_155","1","2","1","2.68","3"
58,"face","face_109","1","1","1","1.103","4"
58,"face","face_147","2","2","1","1.374","3"
58,"face","face_198","1","1","2","1.698","5"
58,"face","face_159","2","2","1","0.976","3"
58,"face","face_102","1","1","1","1.484","4"
58,"face","face_19","2","2","3","1.323","1"
58,"face","face_68","1","2","2","1.89","2"
58,"face","face_129","2","2","2","1.121","2"
58,"face","face_32","2","2","3","1.471","1"
58,"face","face_134","2","2","2","2.054","2"
58,"face","face_156","1","2","2","0.975","2"
58,"face","face_216","2","2","2","1.259","2"
58,"face","face_72","1","1","1","1.203","4"
58,"face","face_75","1","1","1","1.414","4"
58,"face","face_138","2","1","1","1.952","4"
58,"face","face_117","2","2","1","1.597","3"
58,"face","face_96","1","1","1","5.191","4"
58,"face","face_27","2","1","1","0.912","4"
58,"face","face_9","1","1","2","1.158","5"
58,"face","face_168","1","1","2","1.002","5"
58,"face","face_112","1","1","2","0.797","5"
58,"face","face_188","2","2","1","0.872","3"
58,"face","face_29","1","1","1","0.697","4"
58,"face","face_51","1","1","3","1.696","6"
58,"face","face_194","1","1","1","1.222","4"
58,"face","face_114","1","1","1","1.167","4"
58,"face","face_116","1","2","1","1.024","3"
58,"face","face_213","2","1","1","0.987","4"
58,"face","face_175","2","2","3","2.31","1"
58,"face","face_91","2","2","3","1.076","1"
58,"face","face_47","1","2","1","1.299","3"
58,"face","face_63","1","1","1","1.042","4"
58,"face","face_60","2","2","1","1.275","3"
58,"face","face_202","1","1","1","2.539","4"
58,"face","face_95","2","1","1","1.799","4"
58,"face","face_172","2","2","2","1.026","2"
58,"face","face_193","2","2","1","0.932","3"
58,"face","face_144","1","2","1","1.401","3"
58,"face","face_121","2","2","1","0.772","3"
58,"face","face_22","1","2","1","0.657","3"
58,"face","face_131","2","2","2","1.09","2"
58,"face","face_104","2","2","1","1.29","3"
