Subj_idx,Stimulus,Response,Confidence,RT_decConf,Condition,Accuracy,Raw_Response,StimulusType
52,0,1,1,2.942,Words,0,4,Word
52,1,0,1,4.198,Words,0,3,Word
52,0,1,1,4.041,Words,0,4,Word
52,1,1,1,3.278,Words,1,4,Word
52,1,0,1,2.601,Words,0,3,Word
52,0,0,1,3.79,Words,1,3,Word
52,0,1,1,3.585,Words,0,4,Word
52,0,1,1,3.993,Words,0,4,Word
52,1,1,2,2.964,Words,1,5,Word
52,1,1,3,5.824,Words,1,6,Word
52,0,0,1,4.856,Words,1,3,Word
52,1,0,1,5.536,Words,0,3,Word
52,0,0,2,1.921,Words,1,2,Word
52,1,1,1,4.558,Words,1,4,Word
52,0,0,1,4.857,Words,1,3,Word
52,0,0,1,4.721,Words,1,3,Word
52,0,0,1,2.03,Words,1,3,Word
52,0,1,1,1.553,Words,0,4,Word
52,1,1,3,2.164,Words,1,6,Word
52,0,0,2,4.065,Words,1,2,Word
52,0,0,2,2.873,Words,1,2,Word
52,0,1,1,10.852,Words,0,4,Word
52,0,1,1,1.514,Words,0,4,Word
52,1,1,3,2.212,Words,1,6,Word
52,1,0,2,5.114,Words,0,2,Word
52,1,0,1,2.692,Words,0,3,Word
52,0,0,1,2.316,Words,1,3,Word
52,0,0,3,2.679,Words,1,1,Word
52,1,0,2,3.405,Words,0,2,Word
52,1,1,2,1.762,Words,1,5,Word
52,0,0,2,3.823,Words,1,2,Word
52,1,1,1,2.776,Words,1,4,Word
52,0,0,2,5.936,Words,1,2,Word
52,1,1,2,1.712,Words,1,5,Word
52,0,0,3,1.394,Words,1,1,Word
52,1,1,3,1.989,Words,1,6,Word
52,1,1,3,5.856,Words,1,6,Word
52,1,0,1,3.696,Words,0,3,Word
52,1,0,1,2.88,Words,0,3,Word
52,1,1,2,2.541,Words,1,5,Word
52,1,0,2,2.278,Words,0,2,Word
52,0,0,2,2.296,Words,1,2,Word
52,1,0,1,2.544,Words,0,3,Word
52,0,0,2,5.048,Words,1,2,Word
52,1,1,2,2.278,Words,1,5,Word
52,1,1,1,2.744,Words,1,4,Word
52,0,0,1,2.424,Words,1,3,Word
