Subj_idx,Stimulus,Response,Confidence,RT_decConf,Contrast,Condition
3,2,2,2,0.49502,3,5
3,2,2,2,0.55024,3,5
3,1,2,2,0.54251,1,5
3,2,2,2,0.4544,3,5
3,2,2,2,0.42297,1,5
3,1,1,2,0.42211,3,5
3,1,1,2,0.43,2,5
3,2,1,2,0.45484,2,5
3,1,1,2,0.45402,2,5
3,1,1,2,0.43008,2,5
3,2,2,2,0.46201,2,5
3,2,1,2,0.52594,1,5
3,1,1,2,0.48693,2,5
3,1,1,2,0.3819,1,5
3,1,1,2,0.42257,3,5
3,2,2,2,0.48709,3,5
3,2,1,2,0.47876,1,5
3,1,1,2,0.41443,2,5
3,1,1,2,0.43869,3,5
3,2,2,2,0.52567,2,5
3,1,2,2,0.46954,2,5
3,1,1,2,0.44598,3,5
3,2,2,2,0.45458,3,5
3,1,1,2,0.43064,2,5
3,1,2,2,0.54234,1,5
3,1,1,2,0.43802,1,5
3,1,2,2,0.4789,1,5
3,1,1,2,0.51899,3,5
3,2,1,2,0.43826,2,5
3,1,1,2,0.38977,3,5
3,2,2,2,0.49385,1,5
3,1,1,2,0.55914,2,5
3,2,2,2,0.46305,3,5
3,1,1,2,0.43912,3,5
3,2,1,2,0.47108,1,5
3,2,2,2,0.6376,2,5
3,1,1,2,0.45475,3,5
3,1,1,2,0.4471,1,5
3,2,1,2,0.49433,2,5
3,1,1,2,0.50978,3,5
3,1,1,2,0.43903,2,5
3,2,2,2,0.51867,2,5
3,2,2,1,0.72604,1,5
3,2,2,2,0.62309,3,5
3,2,2,2,0.55033,3,5
3,2,2,2,0.42182,2,5
3,1,2,2,0.47784,2,5
3,1,1,2,0.47839,3,5
3,1,1,2,0.42314,3,5
3,1,1,2,0.47098,1,5
3,2,1,2,0.51846,2,5
3,2,2,2,0.50252,2,5
3,2,2,2,0.45448,3,5
3,1,2,2,0.47856,2,5
3,2,2,2,0.5509,1,5
3,1,1,2,0.52628,3,5
3,1,1,2,0.47887,2,5
3,1,1,2,0.43017,1,5
3,1,1,2,0.45483,2,5
3,2,2,2,0.46287,2,5
3,1,1,2,0.53499,2,5
3,2,1,2,0.55032,2,5
3,1,2,1,0.56672,1,5
3,2,2,2,0.50167,3,5
3,2,2,2,0.47809,1,5
3,2,2,2,0.38997,2,5
3,2,2,2,0.49857,1,6
3,1,2,1,0.77175,2,6
3,2,2,2,0.50633,1,6
3,1,1,2,0.44324,2,6
3,2,2,2,0.49131,2,6
3,1,1,2,0.49096,1,6
3,1,1,2,0.41953,1,6
3,2,2,2,0.50671,2,6
3,1,1,2,0.46784,2,6
3,2,2,2,0.4911,1,6
3,2,2,2,0.49116,2,6
3,2,2,2,0.51425,2,6
3,2,2,2,0.5156,3,6
3,2,2,2,0.5396,1,6
3,1,1,2,0.45879,2,6
3,2,2,2,0.45071,3,6
3,2,2,2,0.51498,1,6
3,1,1,2,0.69106,3,6
3,1,1,2,0.47547,1,6
3,1,1,2,0.36282,3,6
3,1,1,2,0.41846,1,6
3,1,1,2,0.39483,2,6
3,1,1,2,0.50662,1,6
3,2,2,2,0.58663,1,6
3,2,2,2,0.47428,1,6
3,1,1,2,0.46659,3,6
3,1,1,2,0.47517,3,6
3,2,2,2,0.45065,2,6
3,2,2,2,0.54786,1,6
3,2,2,2,0.41163,2,6
3,2,2,2,0.43458,3,6
3,2,2,2,0.39549,1,6
3,1,1,2,0.4666,3,6
3,1,1,2,0.39501,2,6
3,2,1,2,0.45076,1,6
3,2,2,2,0.45835,2,6
3,1,1,2,0.4104,3,6
3,2,2,2,0.54675,1,6
3,2,2,2,0.40264,1,6
3,2,1,2,0.38782,1,6
3,2,2,1,0.73887,1,6
3,1,2,2,0.4591,1,6
3,1,1,2,0.43549,3,6
3,1,1,2,0.36272,2,6
3,2,2,2,0.43507,3,6
3,1,1,2,0.435,2,6
3,1,1,2,0.43495,3,6
3,1,1,2,0.40322,2,6
3,1,1,2,0.44365,2,6
3,1,1,2,0.40276,1,6
3,2,2,2,0.47471,2,6
3,1,1,2,0.43483,2,6
3,1,1,2,0.42779,2,6
3,1,1,2,0.46751,2,6
3,1,2,2,0.42688,1,6
3,2,2,2,0.3876,1,6
3,2,2,2,0.47499,2,6
3,2,2,2,0.53063,2,6
3,2,2,2,0.44243,3,6
3,2,2,2,0.43587,3,6
3,1,1,2,0.4593,3,6
3,1,1,2,0.57052,1,6
3,2,2,2,0.45831,3,6
3,1,1,2,0.76337,1,6
3,1,1,2,0.49845,1,6
3,2,1,2,0.39536,3,6
3,1,1,2,0.52292,2,6
3,2,2,2,0.42659,3,6
3,1,1,2,0.4907,1,6
3,1,1,2,0.54663,1,6
3,1,1,2,0.46724,2,6
3,1,1,2,0.45051,1,6
3,2,2,2,0.547,1,6
3,2,2,2,0.5063,1,6
3,1,1,2,0.54641,1,6
3,2,2,2,0.49989,1,6
3,2,2,2,0.51562,3,6
3,1,1,2,0.51505,1,6
3,1,1,2,0.42721,3,6
3,2,2,2,0.4675,2,6
3,2,2,2,0.53948,1,6
3,2,2,2,0.42717,2,6
3,1,1,2,0.41124,1,6
3,1,1,2,0.49965,2,6
3,1,1,2,0.38627,1,6
3,2,2,2,0.41153,2,6
3,1,2,2,0.37977,2,6
3,2,2,2,0.40319,1,6
3,2,2,2,0.42673,3,6
3,1,2,2,0.47579,1,6
3,2,2,2,0.45984,3,6
3,1,1,2,0.50709,2,6
3,1,1,2,0.43542,3,6
3,1,1,2,0.53953,3,6
3,2,1,2,0.37969,1,6
3,1,2,2,0.51511,1,6
3,2,2,2,0.47584,3,6
3,2,2,2,0.49075,1,6
3,1,1,2,0.41083,3,6
3,1,1,2,0.36235,3,6
3,1,1,2,0.42703,3,6
3,1,1,2,0.44302,3,6
3,1,1,2,0.4116,3,6
3,2,2,2,0.45065,3,6
3,1,1,2,0.44284,1,6
3,1,1,2,0.44344,2,6
3,1,1,2,0.50665,1,6
3,1,1,2,0.42786,1,6
3,2,1,2,0.38733,1,6
3,1,1,2,0.45942,1,6
3,1,1,2,0.52264,1,6
3,2,1,2,0.97125,1,6
3,2,2,2,0.53937,3,6
3,1,2,2,0.45912,2,6
3,1,1,2,0.5383,3,6
3,2,2,2,0.47547,1,6
3,2,2,2,0.45149,1,6
3,1,1,2,0.47542,2,6
3,2,2,2,0.43496,1,6
3,1,1,2,0.56249,1,6
3,2,1,2,0.45071,1,6
3,1,1,2,0.42664,1,6
3,2,2,2,0.54681,3,6
3,2,2,2,0.51553,2,6
3,1,1,2,0.47542,3,6
3,1,1,2,0.41849,3,6
3,1,1,2,0.45894,2,6
3,1,1,2,0.41029,2,6
3,1,1,2,0.41188,2,6
3,1,1,2,0.43487,1,6
3,1,1,2,0.39566,3,6
3,2,1,2,0.41909,1,6
3,2,2,2,0.41847,2,6
3,2,1,2,0.53889,3,6
3,2,2,2,0.46655,1,6
3,1,1,2,0.69963,1,6
3,2,2,2,0.44304,3,6
3,2,2,2,0.45857,1,6
3,1,1,2,0.53156,3,6
3,2,2,2,0.88289,1,6
3,2,2,2,0.57764,1,6
3,1,1,2,0.45725,2,6
3,2,2,2,0.52208,2,6
3,2,2,2,0.49767,1,6
3,1,2,2,0.57807,1,6
3,1,2,1,1.0021,1,6
3,1,1,2,0.5783,3,6
3,1,1,2,0.4344,3,6
3,2,2,2,0.44121,3,6
3,1,1,2,0.41716,3,6
3,1,1,2,0.38555,1,6
3,1,1,2,0.35438,3,6
3,1,1,2,0.38578,3,6
3,2,2,2,0.50617,3,6
3,2,2,2,0.4176,1,6
3,1,1,2,0.45823,3,6
3,2,2,2,0.56205,1,6
3,1,1,2,0.47395,1,6
3,1,1,2,0.46583,1,6
3,2,1,2,0.4097,2,6
3,2,2,2,0.48102,1,6
3,1,1,2,0.52113,1,6
3,2,2,2,0.46519,2,6
3,2,2,2,0.47326,3,6
3,1,1,2,0.45707,3,6
3,1,1,2,0.44927,3,6
3,2,2,2,0.44963,2,6
3,1,1,2,0.43364,1,6
3,2,2,2,0.47366,2,6
3,1,1,2,0.50577,2,6
3,2,2,2,0.54578,3,6
3,1,1,2,0.63354,3,6
3,2,2,2,0.53779,2,6
3,1,1,2,0.91447,2,6
3,2,2,2,0.45728,1,6
3,2,2,2,0.40124,3,6
3,2,2,2,0.46544,2,6
3,2,2,2,0.41757,1,6
3,2,2,2,0.40165,1,6
3,2,2,2,0.7621,1,6
3,1,1,2,0.69695,1,6
3,1,1,2,0.51445,3,6
3,1,1,2,0.42622,2,6
3,1,1,2,0.5217,2,6
3,1,1,2,0.40234,3,6
3,1,1,2,0.41046,1,6
3,2,2,2,0.53805,1,6
3,1,1,2,0.43417,3,6
3,2,2,2,0.45749,1,6
3,2,1,2,0.59352,1,6
3,2,2,2,0.42564,3,6
3,1,1,2,0.43311,3,6
3,2,2,2,0.41843,3,6
3,2,2,2,0.40097,1,6
3,1,1,2,0.5049,2,6
3,1,1,2,0.44163,1,6
3,1,1,2,0.49839,3,6
3,1,1,2,0.40963,2,6
3,2,2,2,0.49818,2,6
3,2,2,2,0.46548,3,6
3,1,2,2,0.4582,3,6
3,1,1,2,0.61009,3,6
3,1,1,2,0.44126,3,6
3,1,1,2,0.42614,2,6
3,2,2,2,0.46502,1,6
3,2,2,2,0.45772,2,6
3,2,2,2,0.44204,3,6
3,1,1,2,0.46639,3,6
3,1,1,2,0.53829,3,6
3,2,2,2,0.45754,1,6
3,2,2,2,0.62513,2,6
3,2,1,2,0.44903,2,6
3,2,2,2,0.39318,1,6
3,2,2,2,0.41802,2,6
3,2,2,2,0.40186,1,6
3,1,2,2,0.41768,1,6
3,2,2,2,0.40135,3,6
3,2,2,2,0.5224,1,6
3,2,2,2,0.44226,2,6
3,1,2,2,0.49742,3,6
3,1,1,2,0.44928,2,6
3,1,1,2,0.41794,3,6
3,1,1,2,0.40949,3,6
3,2,2,2,0.50562,1,6
3,1,1,2,0.44917,2,6
3,2,1,2,0.59437,1,6
3,2,2,2,0.50558,1,6
3,2,2,2,0.47324,3,6
3,2,2,2,0.48201,1,6
3,1,2,2,0.48137,1,6
3,2,2,2,0.45845,3,6
3,1,1,2,0.47429,3,6
3,1,1,2,0.44189,3,6
3,2,2,2,0.45001,2,6
3,1,1,2,0.40911,1,6
3,2,2,2,0.43381,1,6
3,2,2,2,0.47432,2,6
3,1,1,2,0.48971,1,6
3,1,1,2,0.58505,3,6
3,2,1,2,0.54521,1,6
3,1,1,2,0.44094,2,6
3,2,1,2,0.38512,1,6
3,1,1,2,0.45003,3,6
3,2,2,2,0.61025,3,6
3,1,1,2,0.59416,1,6
3,2,2,2,0.43296,3,6
3,1,1,2,0.48251,2,6
3,1,1,2,0.50561,2,6
3,2,2,2,0.46605,2,6
3,2,2,2,0.80894,1,6
3,1,1,2,0.43405,3,6
3,2,2,2,0.45029,1,6
3,2,2,2,0.43302,2,6
3,2,2,2,0.40905,1,6
3,2,2,2,0.43417,2,6
3,1,1,2,0.45698,2,6
3,2,2,2,0.44104,2,6
3,1,1,2,0.44175,2,6
3,1,1,2,0.44216,3,6
3,1,1,2,0.40926,3,6
3,2,1,2,0.35366,1,6
3,1,1,2,0.43307,3,6
3,1,1,2,0.41704,1,6
3,1,1,2,0.52233,3,6
3,1,1,2,0.41833,1,6
3,1,1,2,0.39395,3,6
3,1,1,2,0.3691,3,6
3,1,1,2,0.37701,3,6
3,1,1,2,0.37775,3,6
3,1,1,2,0.39383,2,6
3,2,2,2,0.50624,3,6
3,2,2,2,0.46586,2,6
3,2,2,2,0.50584,1,6
3,1,1,2,0.45793,2,6
3,2,1,2,0.4178,1,6
3,2,1,2,0.4261,1,6
3,2,1,2,0.40979,1,6
3,2,2,2,0.45753,2,6
3,2,1,2,0.5453,2,6
3,1,2,2,0.43337,2,6
3,1,1,2,0.57248,3,6
3,2,1,2,0.44516,1,6
3,2,2,1,0.75682,1,6
3,1,1,2,0.42061,3,6
3,1,1,2,0.46123,1,6
3,2,1,2,0.4133,3,6
3,2,2,2,0.40454,3,6
3,2,2,2,0.40547,3,6
3,2,2,2,0.46106,2,6
3,1,1,2,0.50805,2,6
3,1,1,2,0.42827,3,6
3,1,1,2,0.33276,2,6
3,2,1,2,0.4921,2,6
3,2,2,2,0.58947,3,6
3,2,1,2,0.50126,1,6
3,2,2,2,0.444,2,6
3,1,2,2,0.48399,2,6
3,2,2,2,0.44401,3,6
3,2,2,2,0.44493,3,6
3,1,1,2,0.48445,1,6
3,1,1,2,0.65297,2,6
3,2,2,2,0.62078,2,6
3,1,2,2,0.4614,1,6
3,1,1,2,0.42827,3,6
3,1,1,2,0.4289,3,6
3,2,1,2,0.43687,2,6
3,2,2,2,0.612,2,6
3,1,1,2,0.53333,2,6
3,1,1,2,0.42086,1,6
3,1,1,2,0.4211,2,6
3,2,2,2,0.50927,2,6
3,1,2,2,0.52413,2,6
3,2,1,2,0.41221,1,6
3,1,1,2,0.48437,1,6
3,2,2,2,0.5082,3,6
3,1,1,2,0.44431,3,6
3,2,2,2,0.52443,2,6
3,1,1,2,0.44448,1,6
3,1,1,2,0.43667,3,6
3,1,1,2,0.53237,2,6
3,1,1,2,0.38156,1,6
3,2,2,2,0.67683,3,6
3,2,2,2,0.56462,1,6
3,2,2,2,0.40464,1,6
3,2,1,2,0.44482,1,6
3,2,2,2,0.41281,3,6
3,1,1,2,0.4774,1,6
3,2,2,2,0.42105,1,6
3,2,2,2,0.42843,1,6
3,1,1,2,0.50149,2,6
3,1,1,2,0.4284,2,6
3,2,2,2,0.42012,2,6
3,1,1,2,0.40528,3,6
3,1,1,2,0.51637,2,6
3,1,1,2,0.37262,2,6
3,1,1,2,0.50872,1,6
3,2,2,2,0.51739,1,6
3,1,1,2,0.45275,1,6
3,2,2,2,0.44447,3,6
3,2,1,2,0.484,1,6
3,2,1,2,0.4603,1,6
3,2,2,2,0.45292,2,6
3,2,2,2,0.39708,3,6
3,1,1,2,0.42836,3,6
3,1,1,2,0.42099,3,6
3,2,1,2,0.49225,1,6
3,1,1,2,0.46075,3,6
3,1,1,2,0.44446,1,6
3,1,1,2,0.44414,3,6
3,2,1,2,0.49345,1,6
3,2,2,2,0.55603,2,6
3,1,1,2,0.46856,3,6
3,2,2,2,0.54052,2,6
3,1,1,2,0.45352,2,6
3,2,2,2,0.64475,1,6
3,1,1,2,0.69287,1,6
3,2,2,2,0.46934,2,6
3,2,1,2,0.48408,1,6
3,2,2,2,0.46139,3,6
3,1,1,2,0.58085,2,6
3,2,2,2,0.45299,1,6
3,2,1,2,0.48415,2,6
3,1,1,2,0.47599,3,6
3,1,2,2,0.42146,1,6
3,2,2,2,0.47669,1,6
3,1,1,2,0.48489,3,6
3,2,2,2,0.45325,2,6
3,2,2,2,0.4282,2,6
3,1,1,2,0.50124,1,6
3,2,2,2,0.43743,3,6
3,1,1,2,0.45317,2,6
3,2,2,2,0.48519,1,6
3,1,1,2,0.51653,2,6
3,2,2,2,0.48527,2,6
3,1,1,2,0.51693,3,6
3,1,2,2,0.41326,3,6
3,1,2,2,0.53297,1,6
3,1,2,1,0.78848,2,6
3,1,2,1,1.045,1,6
3,1,1,2,0.51684,3,6
3,1,1,2,0.71745,2,6
3,2,2,2,0.56468,3,6
3,2,2,2,0.52465,2,6
3,2,2,2,0.48415,1,6
3,1,1,2,0.57261,2,6
3,1,1,2,0.65253,1,6
3,1,1,2,0.52526,3,6
3,1,1,2,0.53236,3,6
3,1,1,2,0.42158,2,6
3,1,1,2,0.49212,1,6
3,1,1,2,0.43633,3,6
3,2,2,2,0.46932,2,6
3,1,1,2,0.5891,1,6
3,2,2,2,0.46832,1,6
3,1,2,2,0.58093,1,6
3,2,2,1,0.67611,1,6
3,2,2,2,0.47713,3,6
3,1,2,1,0.62907,1,6
3,2,2,2,0.46076,2,6
3,2,2,2,0.45278,2,6
3,1,1,2,0.54946,3,6
3,1,1,2,0.55744,1,6
3,2,1,2,0.52457,1,6
3,1,1,2,0.51666,2,6
3,1,1,2,0.5331,3,6
3,1,1,2,0.42055,3,6
3,1,1,2,0.98109,3,6
3,2,2,2,0.51686,3,6
3,2,2,2,0.40414,3,6
3,2,2,2,0.48555,2,6
3,2,2,2,0.5004,3,6
3,1,1,2,0.5807,1,6
3,1,1,2,0.43651,3,6
3,1,1,2,0.40474,2,6
3,1,1,2,0.44519,1,6
3,2,1,2,0.44443,1,6
3,2,2,2,0.45235,3,6
3,1,1,2,0.4605,3,6
3,1,1,2,0.60485,2,6
3,2,1,2,0.53343,1,6
3,1,1,2,0.61961,2,6
3,2,1,2,0.56436,1,6
3,2,2,2,0.51662,3,6
3,1,1,2,0.56459,2,6
3,1,1,2,0.44369,3,6
3,1,1,2,0.41985,2,6
3,2,2,2,0.49964,2,6
3,2,1,2,0.49262,1,6
3,2,2,1,0.7474,3,6
3,1,1,2,0.50846,3,6
3,1,1,2,0.49908,1,6
3,2,2,2,0.46785,1,6
3,1,1,2,0.47626,1,6
3,2,2,2,0.45962,2,6
3,1,2,2,0.46006,2,6
3,1,2,1,0.74057,2,6
3,1,2,2,0.50042,2,6
3,1,2,1,0.62716,1,6
3,1,1,2,0.46023,1,6
3,1,1,2,0.4044,2,6
3,1,1,2,0.43577,1,6
3,1,1,2,0.40463,2,6
3,1,1,2,0.39581,1,6
3,2,2,2,0.62826,2,6
3,1,1,2,0.44426,1,6
3,1,2,2,0.5006,3,6
3,1,1,2,0.46812,3,6
3,2,2,2,0.49116,3,6
3,1,1,2,0.44341,3,6
3,1,1,2,0.87608,3,6
3,2,1,2,0.78008,1,6
3,1,1,1,0.91566,1,6
3,2,2,1,0.50045,2,6
3,1,1,2,0.47565,3,6
3,1,1,2,0.43582,2,6
3,1,1,2,0.49927,2,6
3,2,2,2,0.54053,2,6
3,2,2,2,0.51574,3,6
3,2,2,2,0.47643,3,6
3,1,1,2,0.45124,1,6
3,1,1,2,0.41223,1,6
3,2,1,2,0.42769,1,6
3,1,1,2,0.52387,2,6
3,1,1,2,0.47557,3,6
3,2,2,2,0.4277,2,6
3,2,2,2,0.50755,1,6
3,2,2,2,0.45185,3,6
3,2,2,2,0.40378,3,6
3,2,2,2,0.42856,3,6
3,2,2,2,0.40323,1,6
3,2,2,2,0.37946,3,6
3,1,1,2,0.61269,1,6
3,1,1,2,0.50836,2,6
3,2,2,2,0.57236,1,6
3,1,1,2,0.5796,1,6
3,2,2,2,0.50051,2,6
3,2,2,2,0.46716,1,6
3,2,2,2,0.42034,3,6
3,1,1,2,0.52459,2,6
3,2,1,2,0.49178,1,6
3,2,2,2,0.41925,3,6
3,2,2,2,0.4755,3,6
3,2,2,2,0.44458,3,6
3,1,2,2,0.57164,1,6
3,2,2,2,0.40444,2,6
3,2,2,2,0.43572,1,6
3,2,2,2,0.49908,2,6
3,1,1,2,0.51618,2,6
3,1,2,2,0.57267,2,6
3,2,2,2,0.39668,2,6
3,1,2,2,0.49194,1,6
3,1,1,2,0.6993,2,6
3,2,2,2,0.49997,2,6
3,1,1,2,0.43527,1,6
3,2,2,2,0.47588,1,6
3,2,2,2,0.49964,3,6
3,1,2,2,0.49953,3,6
3,2,2,2,0.44393,3,6
3,2,2,2,0.40464,3,6
3,1,2,2,0.57959,2,6
3,1,2,2,0.71627,1,6
3,1,1,2,0.5239,1,6
3,2,2,2,0.40338,3,6
3,1,1,2,0.44406,1,6
3,2,2,2,0.49229,2,6
3,1,1,2,0.5403,2,6
3,2,2,2,0.48388,3,6
3,2,2,2,0.45182,1,6
3,2,2,2,0.39639,3,6
3,2,2,2,0.41957,2,6
3,2,2,2,0.44453,2,6
3,1,2,2,0.54836,1,6
3,2,1,2,0.52365,3,6
3,2,2,2,0.53139,2,6
3,1,1,2,0.61165,2,6
3,2,2,2,0.41974,3,6
3,1,1,2,0.50722,3,6
3,2,2,2,0.48342,2,6
3,1,1,2,0.69959,2,6
3,1,1,2,0.39513,3,6
3,2,2,2,0.43642,3,6
3,1,2,2,0.45182,1,6
3,2,2,2,0.46776,3,6
3,2,2,2,0.43562,3,6
3,2,2,2,0.44343,3,6
3,1,1,2,0.47575,3,6
3,1,1,2,0.43669,2,6
3,2,2,2,0.52473,3,6
3,1,1,2,0.49154,3,6
3,1,1,2,0.47541,3,6
3,1,1,2,0.42863,2,6
3,1,2,2,0.49916,1,6
3,1,1,2,0.55564,3,6
3,2,2,2,0.41943,2,6
3,2,2,2,0.41975,2,6
3,2,1,2,0.40378,2,6
3,1,1,2,0.42857,1,6
3,1,1,2,0.39586,3,6
3,2,1,2,0.37234,3,6
3,2,2,2,0.51608,1,6
3,2,2,2,0.43669,1,6
3,1,1,1,0.42813,3,6
3,2,2,1,0.61212,1,6
3,1,1,1,0.61173,3,6
3,1,1,2,0.42832,1,6
3,1,1,2,0.4523,3,6
3,1,1,2,0.45116,3,6
3,2,2,2,0.5403,3,6
3,2,2,2,0.3966,3,6
3,2,2,2,0.64468,2,6
3,2,2,2,0.38849,2,6
3,1,1,2,0.49236,2,6
3,2,2,2,0.44385,1,6
3,1,2,2,0.41136,1,6
3,2,2,2,0.44447,3,6
3,2,2,2,0.42028,1,6
3,1,1,2,0.50868,2,6
3,2,2,2,0.53126,2,6
3,1,1,2,0.48411,3,6
3,1,1,2,0.4436,2,6
3,2,2,2,0.53366,2,6
3,2,2,2,0.38963,2,6
3,2,2,2,0.36577,3,6
3,2,2,2,0.39078,3,6
3,1,2,2,0.39043,2,6
3,1,2,2,0.54286,2,6
3,1,2,2,0.42273,1,6
3,2,2,2,0.60612,3,6
3,1,1,2,0.54178,2,6
3,2,2,2,0.40623,2,6
3,2,2,2,0.4296,3,6
3,1,1,2,0.52564,2,6
3,1,2,2,0.4143,1,6
3,2,2,2,0.46226,1,6
3,2,2,2,0.39087,3,6
3,2,2,2,0.41411,3,6
3,2,2,2,0.3584,3,6
3,1,2,2,0.46949,1,6
3,2,2,2,0.40543,1,6
3,1,2,2,0.39085,2,6
3,1,2,2,0.47804,2,6
3,1,1,2,0.63879,3,6
3,2,2,2,0.50951,1,6
3,2,2,2,0.48637,1,6
3,2,2,2,0.42298,3,6
3,1,2,2,0.55025,2,6
3,1,1,2,0.51838,2,6
3,2,2,2,0.47779,3,6
3,2,2,2,0.48665,1,6
3,1,1,2,0.55083,3,6
3,2,1,2,0.46226,1,6
3,2,2,2,0.90296,1,6
3,2,2,2,0.44646,2,6
3,1,1,2,0.66993,3,6
3,2,2,1,0.76616,2,6
3,2,2,2,0.39818,3,6
3,2,1,2,0.96601,2,6
3,2,2,2,0.42144,3,6
3,1,1,2,0.38204,3,6
3,1,1,2,0.41427,3,6
3,1,1,2,0.56683,1,6
3,1,1,2,0.41433,1,6
3,1,1,2,0.43891,1,6
3,1,1,2,0.43827,2,6
3,2,2,2,0.53464,3,6
3,2,2,2,0.47845,3,6
3,1,2,2,0.50983,1,6
3,1,1,2,0.61454,1,6
3,1,1,1,0.49474,1,6
3,1,1,1,0.54228,3,6
3,1,1,2,0.5108,1,6
3,1,1,2,0.70976,3,6
3,2,1,2,0.4296,3,6
3,1,1,2,0.52566,1,6
3,1,1,2,0.44595,2,6
3,2,2,2,0.51799,2,6
3,1,1,2,0.49502,2,6
3,1,1,2,0.44563,3,6
3,2,1,2,0.43772,1,6
3,1,1,2,0.48668,1,6
3,1,1,2,0.50989,2,6
3,1,1,2,0.4385,2,6
3,2,2,2,0.46941,2,6
3,2,1,2,0.47087,2,6
3,1,1,2,0.62957,2,6
3,2,2,2,0.4628,2,6
3,1,1,2,0.5581,2,6
3,2,1,2,0.4703,2,6
3,1,1,2,0.78962,2,6
3,2,2,2,0.45467,1,6
3,1,1,2,0.54978,1,6
3,2,2,2,0.45416,3,6
3,2,2,2,0.42223,3,6
3,1,1,2,0.63074,2,6
3,1,1,2,0.46974,2,6
3,2,2,2,0.48557,2,6
3,1,1,2,0.65495,1,6
3,2,2,2,0.4227,3,6
3,2,2,2,0.47075,1,6
3,1,1,2,0.5976,3,6
3,1,2,2,0.54217,2,6
3,1,1,2,0.43038,1,6
3,2,2,2,0.44649,2,6
3,1,2,2,0.81399,3,6
3,2,2,2,0.45475,3,6
3,1,2,2,0.97367,3,6
3,2,2,2,0.50227,2,6
3,2,2,2,0.46979,1,6
3,1,2,2,0.44564,2,6
3,2,2,2,0.50216,2,6
3,2,2,2,0.50169,3,6
3,2,2,2,0.4943,1,6
3,1,1,2,0.59753,2,6
3,2,2,2,0.45451,2,6
3,1,2,2,0.38299,1,6
3,2,2,2,0.44598,2,6
3,2,2,2,0.52582,1,6
3,1,2,2,0.43053,3,6
3,1,2,2,0.53474,3,6
3,1,2,2,0.44563,3,6
3,1,2,2,0.48689,1,6
3,1,1,2,0.51039,3,6
3,2,2,2,0.59094,1,6
3,2,2,2,0.45419,1,6
3,1,1,2,0.59759,2,6
3,1,1,2,0.46281,2,6
3,2,2,2,0.47005,1,6
3,1,1,2,0.48641,1,6
3,1,2,2,0.48549,1,6
3,1,2,2,0.48582,3,6
3,2,2,2,0.43773,2,6
3,2,2,2,0.45375,1,6
3,1,1,2,0.58186,2,6
3,2,2,2,0.69371,2,6
3,1,1,2,0.47879,3,6
3,2,2,2,0.46948,2,6
3,1,1,2,0.49487,1,6
3,2,2,2,0.62165,3,6
3,1,1,2,0.58293,1,6
3,2,2,2,0.47878,1,6
3,1,1,2,0.57396,2,6
3,1,1,2,0.43863,2,6
3,1,1,2,0.49393,2,6
3,2,1,2,0.52645,1,6
3,1,1,2,0.47028,3,6
3,2,2,2,0.4619,3,6
3,1,2,2,0.64581,2,6
3,1,2,2,0.42955,1,6
3,1,1,2,0.54241,2,6
3,2,2,2,0.50219,2,6
3,1,1,2,0.49419,2,6
3,2,1,2,0.40689,1,6
3,1,2,2,0.49434,1,6
3,1,1,2,0.47871,2,6
3,2,2,2,0.55817,1,6
3,1,1,2,0.463,1,6
3,1,2,2,0.46198,2,6
3,2,2,2,0.55771,1,6
3,2,2,2,0.52575,2,6
3,1,2,2,0.43755,1,6
3,2,2,2,0.7927,1,1
3,1,1,2,0.48748,3,1
3,1,1,2,0.64833,3,1
3,1,1,2,0.56032,2,1
3,2,2,2,0.46355,3,1
3,1,1,2,0.40777,3,1
3,1,2,2,0.7037,1,1
3,2,2,2,0.51149,2,1
3,2,2,2,0.56815,1,1
3,2,2,2,0.68818,2,1
3,2,2,2,0.48086,3,1
3,2,2,2,0.51192,2,1
3,2,2,2,0.43179,3,1
3,2,2,2,0.8158,1,1
3,1,1,2,0.4489,3,1
3,1,1,2,0.47208,3,1
3,2,2,2,1.2161,1,1
3,1,1,2,0.61659,2,1
3,1,1,2,0.53584,3,1
3,2,2,2,0.40883,3,1
3,1,1,2,0.47249,2,1
3,2,2,2,0.48768,1,1
3,2,2,2,0.44788,2,1
3,1,1,2,0.46489,2,1
3,2,2,2,0.52085,3,1
3,2,2,2,0.58489,1,1
3,1,2,2,0.58397,3,1
3,2,2,2,0.46349,2,1
3,2,2,2,0.57573,3,1
3,1,1,2,0.43992,1,1
3,2,2,2,0.56087,2,1
3,2,2,2,0.40731,3,1
3,2,2,2,0.55246,1,1
3,2,2,2,0.45551,1,1
3,1,2,2,0.54404,1,1
3,1,2,2,0.74432,2,1
3,2,2,2,0.45571,3,1
3,2,2,2,0.45624,3,1
3,2,2,2,0.48065,1,1
3,1,1,2,0.47197,3,1
3,1,1,2,0.56761,3,1
3,2,2,2,0.47931,1,1
3,1,2,2,0.52064,1,1
3,1,1,2,0.51268,3,1
3,2,2,2,0.68043,1,1
3,1,1,2,0.50446,3,1
3,1,1,2,0.54382,1,1
3,1,1,2,0.55248,1,1
3,2,2,2,0.49597,1,1
3,1,1,2,0.46434,2,1
3,1,1,1,0.84883,1,1
3,1,1,2,0.53535,2,1
3,2,2,2,0.52749,1,1
3,2,2,2,0.49555,2,1
3,1,1,2,0.76081,1,1
