"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Accuracy","Training"
172,1,1,50,2.00456912951637,0.865987395047443,0.256,1,0
172,1,0,10,2.46448691174923,1.18098534533777,0.064,0,0
172,1,1,50,1.10179414405162,0.632452834060881,0.256,1,0
172,0,0,50,2.94149998822622,0.536866982665379,0.256,1,0
172,0,0,40,4.09272290052846,0.54980127788242,0.256,1,0
172,1,1,10,2.12660678740218,0.382976128594484,0.032,1,0
172,0,0,20,1.86441464367462,0.401335963238962,0.256,1,0
172,1,1,50,3.14688592209481,1.01565023458563,0.128,1,0
172,0,0,10,2.33723110026959,0.969370591541287,0.064,1,0
172,1,1,30,5.52672681157663,2.53346187028894,0.064,1,0
172,1,1,40,1.75782979630306,0.583557473044377,0.032,1,0
172,1,1,50,2.46048862155108,1.18280442399019,0.256,1,0
172,0,0,40,1.6899545562393,0.685523683945648,0.128,1,0
172,1,1,50,1.41059225409525,1.43440600410569,0.256,1,0
172,0,1,40,1.06547294535441,0.565196430910844,0.128,0,0
172,1,1,50,3.4303147374359,0.983663309249096,0.128,1,0
172,0,0,20,2.24636078614648,0.500805695471819,0.128,1,0
172,1,1,30,4.61007418194273,0.586376350649633,0.064,1,0
172,0,0,10,1.88292782912683,0.416642667869106,0.032,1,0
172,1,0,10,2.15613104369724,1.23652158110775,0.032,0,0
172,1,1,40,5.24628199764295,1.15016515398724,0.128,1,0
172,0,0,50,1.56009087544587,1.3170515832263,0.128,1,0
172,0,0,40,1.20981439118832,0.452253864410333,0.128,1,0
172,1,0,40,1.24328592137154,0.535044281554408,0.032,0,0
172,1,1,10,4.75048133436963,0.634912182513159,0.064,1,0
172,1,0,10,2.42527046191972,0.46605785189243,0.032,0,0
172,1,1,10,3.25814736529533,0.587962988118641,0.064,1,0
172,1,1,10,2.04881717625679,0.633203588891774,0.064,1,0
172,0,0,50,1.96861681799591,0.583981300862506,0.256,1,0
172,0,0,50,1.2816206040699,0.650783990900964,0.256,1,0
172,1,1,50,1.66432746313699,0.368258073709439,0.256,1,0
172,1,0,10,1.85287771239411,0.933207573596854,0.064,0,0
172,1,1,30,1.68930341906007,0.498240691937041,0.256,1,0
172,1,1,10,4.31309374382906,0.586490156266838,0.128,1,0
172,1,1,10,3.10222129245615,0.651216271124315,0.064,1,0
172,1,0,10,2.67722432626737,0.483953407919966,0.032,0,0
172,1,1,10,2.6125730755832,0.550574974961113,0.064,1,0
172,0,0,50,1.81791735115973,0.652353723556735,0.256,1,0
172,1,0,10,1.75248274350632,0.61510638259491,0.032,0,0
172,1,0,20,2.38102332079317,1.06775569888297,0.128,0,0
172,0,0,10,2.07511382071069,0.904404790582601,0.128,1,0
172,1,0,10,1.77389631191362,0.653075800579507,0.064,0,0
172,0,0,10,2.04774372061715,0.397799234817736,0.032,1,0
172,1,1,20,1.76336944322241,0.629475775703788,0.032,1,0
172,1,1,20,1.64219211957976,0.848816934760194,0.256,1,0
172,0,0,10,1.5304138720897,1.6692588386503,0.064,1,0
172,1,1,30,1.20033018722804,0.597591486735735,0.032,1,0
172,0,0,50,1.77526016809465,1.13155446398724,0.256,1,0
172,1,1,10,1.88212002055114,0.602515919201076,0.032,1,0
172,1,1,50,4.19890806981456,0.466325008315966,0.128,1,0
172,0,1,10,2.10585160109634,0.81635425967956,0.064,0,0
172,1,1,50,1.25613659813674,0.436012263233308,0.128,1,0
172,0,0,10,1.54429544059187,0.534491554535925,0.032,1,0
172,0,0,30,3.38526884388551,0.466802569290157,0.064,1,0
172,0,0,50,1.67410840694327,0.551233055187855,0.256,1,0
172,1,1,50,1.81840789261507,0.401095673394389,0.256,1,0
172,1,1,50,1.35047964388831,0.864201522277668,0.256,1,0
172,0,0,30,1.41332419265946,0.43267507198127,0.256,1,0
172,0,0,50,2.09002235661494,0.984347048570402,0.256,1,0
172,1,1,10,1.47044797151256,0.385238656719681,0.032,1,0
172,0,0,40,1.53975347952452,0.665443482681178,0.064,1,0
172,0,0,50,1.47996145702573,0.603162226436194,0.064,1,0
172,1,0,10,1.56354428728996,0.53247716491716,0.128,0,0
172,1,0,10,1.39854485782795,0.670175019154791,0.032,0,0
172,1,0,20,1.68223569777375,0.650463403191883,0.032,0,0
172,1,0,50,1.38421651926171,0.982637549331877,0.064,0,0
172,0,0,30,2.36962826919463,0.647494495371822,0.032,1,0
172,0,0,50,1.41708641921682,0.583337106729392,0.256,1,0
172,0,0,50,3.18949601318128,0.781808971987572,0.128,1,0
172,0,0,40,1.35244875275716,0.736329892600887,0.128,1,0
172,1,1,10,1.54409771464998,0.615765972181223,0.032,1,0
172,0,0,50,1.11532433393598,0.899367458112538,0.256,1,0
172,1,1,10,1.48670859060297,0.564391339181457,0.256,1,0
172,1,0,50,1.70824133794289,0.531863459824119,0.064,0,0
172,0,0,30,1.09671485142317,0.583094100038521,0.064,1,0
172,1,1,50,1.67960458434373,0.634429489722475,0.128,1,0
172,0,0,10,2.08847466058983,1.43278163267858,0.064,1,0
172,0,0,30,1.46362325691897,0.753411602618173,0.256,1,0
172,1,0,30,1.57140230859444,0.647452233337332,0.032,0,0
172,0,0,30,1.68240051970165,0.420100909661502,0.064,1,0
172,1,1,10,1.90450652133441,0.531902099397499,0.128,1,0
172,0,0,10,1.75324708256079,0.416817149691284,0.032,1,0
172,1,0,20,1.13585039964691,0.565452116212342,0.128,0,0
172,0,0,30,1.49633195740171,0.700383618510794,0.064,1,0
172,1,0,20,1.84637056678906,0.798588206598535,0.032,0,0
172,0,0,40,1.01052203874523,0.71520219665952,0.128,1,0
172,1,1,10,2.37911247315584,0.682486251255032,0.064,1,0
172,0,0,20,1.47948963161418,0.864332534580491,0.064,1,0
172,1,1,50,2.24064937425079,0.816266716897953,0.256,1,0
172,1,1,50,1.65630129931541,0.950541044585407,0.256,1,0
172,1,0,10,1.73866788864322,0.499926343312487,0.032,0,0
172,0,0,20,1.97224712663423,0.599423243997153,0.128,1,0
172,0,0,40,1.10306623124611,1.05270528329676,0.128,1,0
172,1,1,10,1.90115695334319,0.432419990424067,0.128,1,0
172,0,0,50,1.37363561554207,0.583407140955329,0.256,1,0
172,0,0,10,1.46832551183784,0.515873317743186,0.128,1,0
172,0,1,20,2.22418438804196,0.433157462901436,0.032,0,0
172,0,0,40,1.47337371168565,1.00227399925096,0.064,1,0
172,0,1,20,1.30835043436289,0.483924428239465,0.032,0,0
172,1,1,20,1.97717125722906,0.44861117903376,0.032,1,0
172,0,0,50,1.92776935555739,0.884285949745215,0.256,1,0
172,1,1,50,1.49567840524856,0.434321480040904,0.256,1,0
172,1,1,40,1.34755994114652,0.649287613057531,0.128,1,0
172,0,1,30,1.42611781568127,0.782076128412969,0.064,0,0
172,0,0,50,5.98484785366245,1.08619281267794,0.128,1,0
172,1,1,30,6.17890092149377,0.549531102742534,0.032,1,0
172,0,0,40,2.59855838167854,0.999714731276967,0.064,1,0
172,1,1,50,1.30789340066258,0.510653051045723,0.032,1,0
172,0,0,50,1.765320137918,1.03360616494343,0.256,1,0
172,1,1,10,2.22564725812851,0.517374827404507,0.128,1,0
172,1,1,40,2.23504542866629,0.632622787808999,0.128,1,0
172,1,0,10,1.46786727065034,0.54982693697419,0.032,0,0
172,0,0,50,1.02701238217205,1.03454558956577,0.256,1,0
172,1,1,40,1.13802508312091,0.418097387420479,0.256,1,0
172,0,0,10,3.76199079532828,0.63462480069045,0.032,1,0
172,1,1,50,1.25306233710237,0.850203129442874,0.256,1,0
172,0,0,40,1.70163306533359,0.617540071953088,0.064,1,0
172,0,0,50,1.64987203660142,0.632969940223265,0.256,1,0
172,0,0,50,1.420586621169,0.601127309544478,0.128,1,0
172,0,0,30,1.27171227041958,0.516835684611462,0.064,1,0
172,0,0,10,1.3927510349676,0.736745569882449,0.032,1,0
172,0,0,40,2.40965041449992,0.719480020019691,0.128,1,0
172,1,0,20,3.30958810818801,0.599642402827274,0.032,0,0
172,1,0,40,1.37875354774762,0.917942527257372,0.032,0,0
172,1,1,30,3.91556136356667,0.702257034063339,0.064,1,0
172,1,1,50,1.59740704314969,0.581578402411193,0.256,1,0
172,1,1,50,1.6533354102103,0.552720075008925,0.128,1,0
172,1,1,30,1.36923855287535,0.399210484849289,0.064,1,0
172,0,1,10,1.63186448618583,0.399588428171817,0.128,0,0
172,1,1,30,1.32003347152937,0.649330780706834,0.128,1,0
172,0,0,30,3.55524462774163,0.587965704964474,0.128,1,0
172,1,0,10,3.75321478229295,0.800108734172769,0.032,0,0
172,1,1,40,1.02105705796927,0.401133407351561,0.256,1,0
172,0,0,20,3.64299540007953,0.470999189172406,0.064,1,0
172,1,0,10,3.40796446125209,0.735431522525847,0.064,0,0
172,1,1,40,1.20000899577467,0.851370165299159,0.256,1,0
172,0,0,10,2.51668867311114,0.687272728370037,0.128,1,0
172,1,0,10,2.08808162368229,0.417989015494008,0.032,0,0
172,1,1,10,1.05237835628586,0.548431082397234,0.128,1,0
172,0,1,10,2.01788468864653,0.369664191923104,0.032,0,0
172,1,1,40,2.34573724003509,0.685221208537929,0.064,1,0
172,1,1,50,1.33621258527087,0.900613584346604,0.256,1,0
172,1,1,10,1.49906178286625,0.5334959817864,0.064,1,0
172,1,1,50,2.12798724652547,0.531230434942525,0.064,1,0
172,0,1,10,1.59822028541379,0.385943527056836,0.032,0,0
172,1,1,10,2.24979336884664,0.648081333887298,0.064,1,0
172,1,1,50,1.5276411808501,0.683961498080287,0.256,1,0
172,1,1,50,1.61509008152271,0.88552211421309,0.256,1,0
172,1,1,40,1.97534674488846,0.798315918357112,0.128,1,0
172,0,1,40,1.0733985859137,1.0151781073017,0.128,0,0
172,1,1,50,3.53368495344883,0.464414764422923,0.064,1,0
172,1,1,40,1.44123403928988,0.598307526324876,0.128,1,0
172,0,0,40,1.32617052247422,0.553548108986113,0.256,1,0
172,1,1,10,4.19188381804805,0.651087070051581,0.128,1,0
172,1,1,50,1.18013527472969,1.06673416516976,0.128,1,0
172,0,0,40,1.65784024106292,0.54892977438774,0.256,1,0
172,0,0,50,1.27299582873844,0.91873584599141,0.256,1,0
172,1,1,10,2.4939580386309,0.501856812610291,0.064,1,0
172,1,1,50,1.36580355520174,0.583526984006166,0.256,1,0
172,1,0,10,1.24111697345879,0.351257265296299,0.128,0,0
172,1,1,10,1.01038680023886,0.56436235950049,0.032,1,0
172,1,1,50,1.18128812261811,0.768108526485041,0.256,1,0
172,1,0,10,2.29078844652558,0.518993463270832,0.032,0,0
172,0,0,50,1.21240897814464,1.01717046028702,0.256,1,0
172,0,0,20,1.27620502640679,1.48601488951873,0.064,1,0
172,0,0,10,3.89036624881532,0.416111977483612,0.128,1,0
172,1,0,10,1.08731819024263,0.602291930428706,0.064,0,0
172,0,0,10,1.40284381220443,1.08627522364073,0.064,1,0
172,0,0,20,4.06166664553527,0.70314332927065,0.256,1,0
172,0,0,40,3.36391927227098,1.16695284100575,0.064,1,0
172,0,1,10,3.72060147325462,1.48333004293125,0.064,0,0
172,0,1,10,1.93672045415966,0.384051697333809,0.032,0,0
172,0,0,40,1.20011434898712,0.6688328977325,0.128,1,0
172,0,0,30,1.33243103892915,0.933925726287533,0.064,1,0
172,0,0,40,1.55587342641782,1.23596915595932,0.256,1,0
172,0,0,10,1.99410354077397,0.400285147974733,0.128,1,0
172,0,1,20,1.44443327519204,0.567490353690926,0.256,0,0
172,0,0,10,1.30267132273363,0.536421420088969,0.064,1,0
172,0,0,20,1.32142751487857,0.700604286697693,0.032,1,0
172,0,0,20,2.18044318382815,0.600846568897367,0.032,1,0
172,1,0,10,1.47867337063141,0.816368749521673,0.032,0,0
172,1,1,10,3.92000763131538,0.783245881111827,0.128,1,0
172,0,0,50,2.04734585376177,1.48164378781244,0.256,1,0
172,0,0,10,3.76490989432577,0.532069336298853,0.032,1,0
172,1,0,10,3.2602815979626,0.834532065713312,0.064,0,0
172,0,0,40,2.05282391886087,0.583623582939152,0.064,1,0
172,0,1,10,1.5185246565761,0.464986509356182,0.032,0,0
172,0,1,10,1.73199743046798,0.533761930723209,0.064,0,0
172,1,0,40,2.2714550757613,1.48356369159976,0.032,0,0
172,0,0,30,1.35387962444685,0.885572828652803,0.128,1,0
172,0,1,10,1.39587087862147,0.433394130286761,0.032,0,0
172,1,0,30,1.99643157505151,0.752749296187423,0.032,0,0
172,0,1,10,2.36822879215656,0.415945646194741,0.032,0,0
172,0,0,20,2.02349225669028,0.534873422193341,0.256,1,0
172,0,1,10,2.1621687788628,0.368385463551152,0.128,0,0
172,1,0,10,2.16076960369758,1.38411116605345,0.064,0,0
172,0,0,20,2.92170113135409,0.417380744089372,0.064,1,0
172,1,1,30,1.09734455571417,0.432464063686319,0.032,1,0
172,0,1,20,1.35198537975177,0.720845385560766,0.128,0,0
172,0,1,10,1.50729774749372,0.482848255754448,0.064,0,0
172,0,0,50,2.65432796424441,0.531654866503552,0.256,1,0
172,0,1,10,1.34704223124124,0.369943725084886,0.064,0,0
172,0,0,40,1.14383550892305,1.2196052967608,0.128,1,0
172,1,1,40,1.95445571633242,0.529555650946684,0.128,1,0
172,1,1,40,3.45187924167421,1.01656913193036,0.128,1,0
172,1,1,20,2.62141248167027,0.514091369308531,0.064,1,0
172,1,1,40,1.22860077049863,0.753123013306409,0.064,1,0
172,0,0,40,1.89374207964074,1.08532040356658,0.256,1,0
172,1,1,40,1.44908783439081,0.785397924209945,0.256,1,0
172,0,0,20,1.83694160534255,0.5501333367154,0.128,1,0
172,0,0,30,1.47119208516739,0.952310314410366,0.128,1,0
172,1,1,40,2.0989592672484,0.615765066565946,0.256,1,0
172,1,1,20,2.29556496187858,1.63314713888895,0.032,1,0
172,1,0,40,0.957521223086864,0.500097202675417,0.032,0,0
172,1,1,50,2.40707816604432,0.982564798263833,0.128,1,0
172,0,1,20,1.52895341697522,0.565483510864899,0.032,0,0
172,0,1,20,1.45171351413056,0.519338804455474,0.032,0,0
172,0,0,50,1.1302995834779,0.867222050155513,0.256,1,0
172,1,0,10,1.58305304549262,1.26764847406931,0.064,0,0
172,1,1,50,1.46491285266913,0.86774157129135,0.128,1,0
172,0,0,10,2.78710681970417,0.581312755344436,0.128,1,0
172,0,1,10,3.02243298901897,0.682083252582699,0.032,0,0
172,1,1,30,2.41661338631809,0.629530716349371,0.128,1,0
172,1,1,50,1.33838243879657,0.829888977639377,0.256,1,0
172,0,0,10,4.72166466525756,0.550060283771716,0.032,1,0
172,1,1,50,1.12537998095714,0.531153457666747,0.256,1,0
172,0,1,10,1.41388174962439,0.465737264185213,0.032,0,0
172,1,0,20,1.89024791512359,0.58274634387996,0.032,0,0
172,1,1,10,1.72146029814053,0.549885500077158,0.064,1,0
172,0,0,10,2.3110271304138,0.834124237095006,0.256,1,0
172,1,1,40,1.24323792377394,0.73255347807426,0.256,1,0
172,1,0,10,2.53485530989338,0.632189300098456,0.064,0,0
172,1,1,40,1.30500750754774,1.16699389555026,0.128,1,0
172,1,1,50,2.05051460062712,1.09938852875493,0.256,1,0
172,0,0,10,2.52016563094594,0.583505852989852,0.032,1,0
172,1,1,40,1.08759923276119,1.13099328456167,0.256,1,0
172,0,0,50,1.77939943236019,0.55053150543943,0.256,1,0
172,0,1,10,2.38479369788524,0.431037720073014,0.032,0,0
172,1,0,20,1.08159832594171,0.56731707935594,0.128,0,0
172,1,1,30,2.38188184380811,0.533017213325948,0.064,1,0
172,0,0,10,7.48802475106064,1.46604155082256,0.064,1,0
172,1,0,10,1.97348963040486,1.16880482366774,0.032,0,0
172,0,0,10,13.0309880319964,0.699253712870181,0.064,1,0
