"Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Coherence","Accuracy","Training"
376,1,0,30,5.16227591817593,0.582858617707621,0.128,0,0
376,1,1,50,1.69355945403734,0.548970397124998,0.032,1,0
376,1,0,50,1.76529431563802,0.585178186275065,0.032,0,0
376,0,0,50,3.05231647440093,0.63061202619737,0.128,1,0
376,1,1,30,5.45782801564271,0.385613784588873,0.064,1,0
376,0,0,50,1.7984088435825,0.636050816784147,0.256,1,0
376,1,0,50,3.1551309587229,0.519212662839796,0.032,0,0
376,1,1,10,2.54593539681518,0.566235546091106,0.128,1,0
376,1,1,50,2.43543953016959,0.367515474608168,0.256,1,0
376,0,0,20,3.95597619453678,0.431967120327521,0.064,1,0
376,1,1,20,3.86579043887416,1.0018963469211,0.032,1,0
376,0,0,50,1.70653684247145,0.933191957581323,0.256,1,0
376,0,1,20,4.86877804560401,0.616623675357085,0.032,0,0
376,0,1,10,2.93756273234636,0.535096756860148,0.064,0,0
376,1,0,30,3.48672119443957,0.531889388819691,0.032,0,0
376,1,0,50,3.16446296584187,0.630590291561093,0.064,0,0
376,0,1,20,2.86364203055855,0.582037531489041,0.032,0,0
376,1,1,50,3.17478480447177,0.765267751084175,0.256,1,0
376,0,0,50,2.98813862471096,0.986781115620863,0.256,1,0
376,0,0,50,2.71670382182486,0.619507136959117,0.128,1,0
376,0,0,50,1.84690364462696,0.585507828242145,0.256,1,0
376,0,0,50,2.59131822071783,0.582925632832572,0.032,1,0
376,0,0,50,3.9131948857191,0.637781135242432,0.128,1,0
376,1,0,10,3.26083826261805,0.316671823610552,0.128,0,0
376,0,0,30,3.68735572503833,0.814943769178353,0.128,1,0
376,1,1,50,2.14060014761426,1.01872619944252,0.256,1,0
376,0,1,10,2.52743167551374,0.532156241840217,0.032,0,0
376,0,1,20,4.57105006965622,0.618150835349225,0.064,0,0
376,0,0,10,3.29829941573087,0.433680232198909,0.064,1,0
376,0,0,50,1.77813827756047,0.466870831364766,0.256,1,0
376,0,0,50,2.03386920277728,0.667000031696167,0.128,1,0
376,0,0,50,2.94991615562607,0.399215440043248,0.128,1,0
376,1,0,30,3.9806981345946,0.818599414070137,0.064,0,0
376,1,1,50,3.80585778605565,0.484410983839538,0.256,1,0
376,0,1,20,3.95192842060048,0.916862605408765,0.064,0,0
376,1,1,30,3.18508762529446,0.650382393738255,0.064,1,0
376,1,1,20,1.66546532495599,0.600467596526723,0.256,1,0
376,1,1,20,2.25927729319315,0.714915242469404,0.064,1,0
376,1,1,30,2.38974245966645,0.919390464230906,0.128,1,0
376,0,1,30,1.77039380442165,0.480596857231576,0.064,0,0
376,0,1,20,3.20050291530881,0.568375200177077,0.064,0,0
376,1,1,50,1.42455862842314,0.436210807849187,0.128,1,0
376,0,1,20,4.50128641872015,0.515996842440218,0.032,0,0
376,0,0,50,2.44593494401034,0.837540243035648,0.128,1,0
376,0,1,10,4.03896929529961,0.350349942719564,0.032,0,0
376,0,0,50,1.87326987021137,0.616940940657631,0.128,1,0
376,0,0,50,2.43981392737245,0.783444849117659,0.032,1,0
376,1,1,10,3.26421679091174,0.834552636305336,0.032,1,0
376,0,0,50,2.71914051592629,1.11983451490337,0.128,1,0
376,1,1,40,5.34850461181765,0.799981284064241,0.256,1,0
376,0,0,40,3.35590646258276,0.716732801337726,0.256,1,0
376,0,0,20,1.47848950322811,0.571047956566792,0.256,1,0
376,0,0,40,2.10691931167571,0.468922037562355,0.064,1,0
376,1,0,50,1.70129607855901,0.866091101326514,0.064,0,0
376,1,1,40,4.38606326891901,0.650255004626233,0.032,1,0
376,1,1,40,3.75792627430568,0.750071618641727,0.128,1,0
376,1,1,50,1.4711839489718,0.668980902198236,0.256,1,0
376,0,1,50,1.9164590053088,0.51944087651046,0.032,0,0
376,1,1,40,1.109831752792,0.484209938464221,0.256,1,0
376,0,0,50,1.72052277835086,0.718562435004395,0.256,1,0
376,0,0,50,1.33864735101676,0.517384840393905,0.032,1,0
376,1,1,50,2.54872708995966,0.652326134237926,0.064,1,0
376,1,1,40,1.94793407764426,0.652983908823226,0.128,1,0
376,0,0,50,1.51415181340883,0.686512602314819,0.256,1,0
376,1,1,50,1.14650925155822,0.542905226425268,0.256,1,0
376,0,0,30,1.9929890707992,0.518835325423162,0.032,1,0
376,1,0,40,1.62752782108821,0.549388185112737,0.032,0,0
376,0,0,30,2.55442760177935,0.518241245395038,0.128,1,0
376,0,0,10,3.35387276484212,0.584488715347368,0.032,1,0
376,1,1,50,2.28856471412117,0.664528924422804,0.064,1,0
376,1,1,50,2.30098605813691,0.685568655033596,0.064,1,0
376,1,1,40,1.77897506101569,0.633292329333723,0.256,1,0
376,0,0,50,1.96408291159524,0.933180788393598,0.064,1,0
376,1,1,50,2.33002232328197,0.998177007472608,0.128,1,0
376,0,1,20,2.14502888140595,0.502290739988908,0.032,0,0
376,0,0,20,2.91668631336791,0.616460363723338,0.064,1,0
376,0,1,20,1.15869151458703,0.316555603687651,0.064,0,0
376,0,0,50,3.59790502266306,0.83219684334565,0.128,1,0
376,1,0,20,3.25506077396404,0.616779742112383,0.064,0,0
376,1,1,40,1.58051157897618,0.779733962028287,0.128,1,0
376,0,0,50,1.36389635597728,1.03116988183279,0.128,1,0
376,0,0,20,1.47741484626569,0.417897868345957,0.128,1,0
376,0,0,30,1.97501543310005,0.998108784867451,0.064,1,0
376,0,0,50,2.86367070820136,0.781906821807846,0.256,1,0
376,1,1,20,3.4359439548282,0.585319763274398,0.064,1,0
376,0,0,50,1.66938389855949,0.432627309871372,0.256,1,0
376,1,0,20,1.42439893922862,0.568325089768041,0.032,0,0
376,1,0,20,2.61783568313951,0.615445175136905,0.064,0,0
376,0,0,50,1.44394984732941,0.517806854560971,0.128,1,0
376,1,1,50,2.45282391775865,0.600487218072172,0.256,1,0
376,0,1,30,2.10329838182684,0.99846619886905,0.032,0,0
376,0,0,40,1.785901164765,0.801212007781956,0.256,1,0
376,0,1,30,1.78255040850583,0.501852424845099,0.064,0,0
376,1,0,30,2.71672072654124,0.598669055463746,0.064,0,0
376,1,1,50,1.66293656052416,0.74985638538003,0.128,1,0
376,0,0,50,2.21107077793404,0.850180442753248,0.256,1,0
376,0,0,50,2.2589760269993,3.13332085604267,0.256,1,0
376,1,0,40,3.70316646466451,0.717856663100421,0.032,0,0
376,1,0,30,2.86613457059767,0.836400382167194,0.064,0,0
376,1,0,40,4.02929768450698,0.749268644619267,0.128,0,0
376,0,0,50,2.63426193556003,0.798245230077766,0.128,1,0
376,1,0,50,2.87091226603184,0.650973756936844,0.032,0,0
376,1,1,50,2.56232210427523,0.731757471658289,0.256,1,0
376,1,0,40,2.54613553658128,0.817331560349558,0.128,0,0
376,1,1,50,2.79766201736685,1.01550253042486,0.064,1,0
376,0,0,50,1.65173084673006,0.815567130590323,0.064,1,0
376,1,1,50,1.73676126767229,0.900525706489105,0.128,1,0
376,1,1,50,1.71119952546107,0.73371872061491,0.256,1,0
376,1,1,50,2.19576325548673,1.16960411267588,0.128,1,0
376,0,0,40,2.5074536214578,0.915243375087157,0.128,1,0
376,0,0,50,2.00585567296622,1.13434751568548,0.128,1,0
376,1,1,50,2.03908883579355,0.650146935191005,0.128,1,0
376,0,0,50,1.54229092111113,0.931838674670085,0.256,1,0
376,1,0,50,3.11057012664992,0.452554046038073,0.032,0,0
376,1,1,50,1.48145658280188,0.549612474472262,0.256,1,0
376,0,1,50,1.7566342709912,0.93536904354021,0.032,0,0
376,1,1,50,1.10752124032378,0.566356897803489,0.256,1,0
376,1,1,50,2.89347342110705,0.898485367609654,0.032,1,0
376,0,1,50,2.12830166466115,0.699307057568338,0.032,0,0
376,0,0,40,1.68600606456771,0.634808622008655,0.128,1,0
376,0,0,40,2.23331708266865,0.549323584947269,0.128,1,0
376,0,1,40,2.89652804296184,1.08199149632407,0.064,0,0
376,0,0,50,1.61722198156454,0.799229326060042,0.256,1,0
376,0,0,40,2.82713871074328,0.885355836730916,0.032,1,0
376,0,0,50,1.97172897513723,0.731852258816361,0.256,1,0
376,1,1,30,2.80888946579583,0.601218347051181,0.032,1,0
376,1,1,50,1.70248484235629,0.81552788749896,0.256,1,0
376,1,1,50,2.47566369878221,1.09766518700123,0.064,1,0
376,1,1,50,1.82547208684171,0.734495130083058,0.256,1,0
376,0,1,40,2.85145554135134,0.832939745252021,0.064,0,0
376,1,1,50,2.23835529185552,0.834089869698044,0.032,1,0
376,0,0,40,1.87617687766906,0.435331460733432,0.128,1,0
376,0,1,40,1.78055263328692,0.600662604503799,0.064,0,0
376,0,0,40,1.50637926636497,0.651581722982693,0.064,1,0
376,1,1,40,3.55060804151278,0.869420122950803,0.032,1,0
376,0,0,40,2.27222268341295,0.703292344427668,0.064,1,0
376,0,0,40,2.1300519065354,0.753143447082955,0.064,1,0
376,1,0,50,2.4286924352902,0.817495475724339,0.032,0,0
376,0,0,20,2.23889352594595,0.948648301906418,0.128,1,0
376,0,0,40,1.63068145628134,1.23297838460375,0.256,1,0
376,1,1,30,2.10891980372369,0.616462476812769,0.064,1,0
376,0,0,50,1.34042053500377,0.980889520132449,0.032,1,0
376,0,0,50,1.62000642982917,0.818757895784918,0.256,1,0
376,0,0,50,1.56650149350194,0.666593412895687,0.256,1,0
376,1,1,50,2.08202711697621,0.800166028463747,0.128,1,0
376,0,0,50,1.49599131822074,0.53232921331143,0.256,1,0
376,0,0,40,1.79117936054803,0.56484966122685,0.064,1,0
376,0,0,40,2.06750838066498,1.06618709596572,0.064,1,0
376,1,1,40,1.77836769870995,0.550471596303396,0.256,1,0
376,0,0,40,1.79937422362808,0.699464029934257,0.256,1,0
376,0,0,40,1.56860703628603,0.884949217930436,0.128,1,0
376,1,0,40,2.32798741806205,0.633605670323595,0.032,0,0
376,1,1,50,2.11699542818032,0.63532240463607,0.256,1,0
376,1,1,20,2.474465275147,0.483853430072777,0.064,1,0
376,0,0,40,2.70534204127453,1.93171279490832,0.128,1,0
376,1,1,40,2.4247614850197,0.585211391967721,0.256,1,0
376,1,1,40,1.99676304870378,1.09870724201109,0.032,1,0
376,1,1,50,2.40483082454186,1.13511668027658,0.064,1,0
376,1,1,50,1.87078880122956,0.653091676388867,0.032,1,0
376,0,1,30,2.55935200600233,0.615191604393534,0.128,0,0
376,1,1,50,2.4551942004757,0.933641140041873,0.128,1,0
376,0,0,50,2.04302250289451,0.865465324955061,0.128,1,0
376,0,0,40,2.02963366574142,0.917434648931958,0.128,1,0
376,1,1,20,2.04049705903139,0.586931748717092,0.032,1,0
376,1,1,40,2.06021369372588,1.06616113515198,0.032,1,0
376,1,0,40,2.71458137432393,0.681161052137613,0.064,0,0
376,1,1,50,2.0573875874104,0.59872550514061,0.064,1,0
376,0,0,40,2.63522973056696,0.699270229436457,0.064,1,0
376,0,0,40,1.55333271953091,0.666028614250012,0.128,1,0
376,0,0,40,1.46337729062699,1.4839409723524,0.032,1,0
376,0,0,30,1.96002849652246,0.685370024617761,0.128,1,0
376,1,0,30,3.48672692996729,0.982198126292787,0.032,0,0
376,1,1,30,2.16597533420846,0.468904227235354,0.256,1,0
376,1,1,30,2.2721345373923,0.785489414175041,0.256,1,0
376,0,1,40,2.2497209967142,1.23601127182413,0.032,0,0
376,1,1,50,1.94977427675668,0.80155795072671,0.064,1,0
376,0,1,40,3.89463411100022,1.33325716148596,0.064,0,0
376,0,0,40,1.57203658059798,0.650272814951837,0.128,1,0
376,1,1,50,2.94653400489222,1.18301045828313,0.064,1,0
376,0,0,40,1.72078148088418,0.602825502574444,0.256,1,0
376,1,1,40,2.26794126214739,1.36844553587213,0.256,1,0
376,0,0,40,2.05392242244538,0.83325701055117,0.128,1,0
376,1,1,40,2.13090317974705,0.917490193000995,0.032,1,0
376,1,1,50,2.16445753218327,1.04842265413143,0.064,1,0
376,1,1,40,1.98693054123782,0.667600450993516,0.032,1,0
376,1,1,40,1.93992456270382,0.967848135273904,0.032,1,0
376,1,1,50,2.62142280355655,1.11387409306876,0.032,1,0
376,1,1,50,1.39687836301979,1.46453828239162,0.064,1,0
376,1,1,50,1.15640998163167,0.801588137718849,0.064,1,0
376,1,1,40,2.56180137864035,0.598668451724574,0.128,1,0
376,0,0,40,1.65029153088853,0.649253400187939,0.032,1,0
376,1,1,50,1.86696773161273,0.898804142259061,0.064,1,0
376,0,0,20,2.66105168466177,0.732529956818558,0.032,1,0
376,0,0,30,1.21251341434568,0.737559109906666,0.064,1,0
376,1,1,40,1.34696084897965,0.933538202394731,0.256,1,0
376,0,0,40,2.47793859059922,0.586458114791662,0.064,1,0
376,1,1,40,2.46872884080466,0.599843329504132,0.128,1,0
376,0,1,50,1.54679995230399,0.600923721996136,0.032,0,0
376,0,0,40,1.99373016148526,0.63522640999686,0.128,1,0
376,0,0,50,2.28206183201913,0.936597352298908,0.032,1,0
376,0,0,40,1.61172100577038,0.665551659757271,0.256,1,0
376,0,0,50,1.78989641333278,0.868533530957997,0.256,1,0
376,0,0,40,2.24583532693237,0.883452848671935,0.032,1,0
376,1,0,50,2.49315645767748,0.950252438732423,0.128,0,0
376,0,0,40,1.43534776171017,0.81909599011112,0.256,1,0
376,0,0,50,2.16462265503593,0.816459759984165,0.032,1,0
376,1,0,50,1.94816289505269,1.05024926909804,0.128,0,0
376,1,1,50,1.5847093822686,1.13283756227978,0.128,1,0
376,1,1,50,1.42928349662013,1.08292487815768,0.064,1,0
376,0,0,50,1.82050421334896,0.900745769669302,0.256,1,0
376,0,0,50,1.86435444360133,0.88413658406958,0.032,1,0
376,0,0,50,2.4333931538919,0.498237532394938,0.128,1,0
376,1,0,50,1.52902253006212,0.833049625908025,0.064,0,0
376,0,0,50,1.74151722847205,0.498730184125714,0.128,1,0
376,0,0,50,1.94319924774021,0.715878811297007,0.064,1,0
376,0,1,20,2.62861998650618,0.384223673546687,0.032,0,0
376,1,1,50,1.46767591847759,0.848695846420713,0.256,1,0
376,0,0,50,2.24380887406971,0.766637033101171,0.064,1,0
376,0,0,50,1.42109497280885,0.558784490526654,0.256,1,0
376,0,0,50,2.4364758496508,0.648585362025537,0.128,1,0
376,1,0,50,3.60741422743257,0.717015955335461,0.032,0,0
376,1,1,50,1.3933196183769,0.818272187062539,0.256,1,0
376,1,0,50,2.84251807823498,0.850473256587982,0.032,0,0
376,1,1,50,1.82387911920343,0.717698785124347,0.064,1,0
376,1,1,50,1.80651133446209,0.697573720410466,0.128,1,0
376,1,1,50,1.5706718266299,0.752998247645795,0.256,1,0
376,0,0,40,2.25147878533509,0.551613268392161,0.128,1,0
376,1,0,40,2.96500874668173,0.617945563795045,0.128,0,0
376,0,0,40,1.51931137430761,0.599304793543182,0.256,1,0
376,0,0,40,1.39528328229208,0.550344509061426,0.256,1,0
376,0,0,50,2.64605206954386,0.619858513562009,0.256,1,0
376,1,0,50,2.61882581651956,0.602130899859592,0.064,0,0
376,0,0,50,2.15883912898414,0.736062740647234,0.064,1,0
376,0,0,50,1.92934039910231,0.981656269762665,0.032,1,0
376,0,1,30,3.86322001639102,0.584604331531562,0.032,0,0
376,0,0,30,1.54136418041494,0.534833224408329,0.064,1,0
376,0,0,50,2.766783440019,0.899777974664234,0.032,1,0
376,1,1,50,2.30920748577081,0.682610933427699,0.064,1,0
376,1,1,50,1.26070513797738,0.566997767671943,0.128,1,0
376,1,0,40,1.9352724451609,0.717147570625879,0.032,0,0
376,0,0,40,1.53180546897743,0.646813385517336,0.128,1,0
376,0,0,50,1.54896254850738,0.917920055785216,0.256,1,0
376,0,0,50,2.21715406083036,0.765526151746511,0.032,1,0
376,0,0,50,2.28769442310371,0.801889403912239,0.064,1,0
376,1,1,50,1.58499314000644,1.169557624707,0.128,1,0
376,1,1,40,1.77205016474612,0.835451604967006,0.064,1,0
376,0,0,50,2.0486424154425,1.08403243894316,0.128,1,0
376,1,1,40,1.37787414136901,0.565565696707927,0.256,1,0
376,1,1,50,1.38178547009453,0.767594866399653,0.256,1,0
376,0,1,50,1.32918403047696,0.751462333423086,0.032,0,0
376,1,1,50,1.40404686832614,0.885530619421974,0.256,1,0
376,0,0,40,1.87005616290122,0.535551372979768,0.128,1,0
376,0,1,40,2.39060641141515,0.817721576305106,0.032,0,0
376,1,1,40,2.19393241434172,0.485526091372594,0.064,1,0
376,1,1,30,1.32982157977577,0.517581659590825,0.128,1,0
376,0,1,40,1.6162590164775,0.55043748500105,0.064,0,0
376,1,1,50,1.52416634844523,0.515203226386569,0.064,1,0
376,0,0,20,2.22611657914985,0.533634800773114,0.128,1,0
376,0,1,50,1.68959801490325,0.534342383896932,0.032,0,0
376,0,1,30,1.52369180891104,0.633177316889167,0.032,0,0
376,1,1,50,1.51097734918911,0.585691063292325,0.128,1,0
376,1,1,50,1.8784608255839,1.43195564927068,0.064,1,0
376,0,0,50,3.47111150018871,0.632435924332589,0.256,1,0
376,1,1,50,2.47171856062394,0.415582525957376,0.064,1,0
376,1,0,40,2.26476679793,0.86340808135923,0.032,0,0
376,0,0,40,1.06667612525821,0.699881214180961,0.128,1,0
376,1,0,40,1.5712483982034,0.434787491113879,0.032,0,0
376,0,1,30,2.13841853360645,0.347498781199567,0.032,0,0
376,1,1,50,1.58961688177474,0.616434704779647,0.256,1,0
376,1,1,50,1.53786973406747,0.467645429613069,0.128,1,0
376,1,1,50,2.297122726731,0.79909439019952,0.064,1,0
376,0,1,50,1.754849917816,0.850054261120036,0.064,0,0
376,1,1,40,1.58208190636989,0.868492476645857,0.256,1,0
376,0,1,40,1.68069315374084,0.634816772497259,0.032,0,0
376,0,0,50,1.66208860788122,0.434714740459807,0.256,1,0
376,0,0,50,1.43350424202718,0.465193943885155,0.256,1,0
376,0,0,50,1.47862051477842,0.66957377474755,0.128,1,0
376,0,0,50,1.97690755384229,0.902855538633652,0.128,1,0
376,0,0,50,1.7924523460567,0.666405951667577,0.256,1,0
376,0,0,50,1.21815325030964,1.15421900965553,0.256,1,0
376,1,1,50,1.58780324721429,0.652830558896996,0.256,1,0
376,0,0,50,1.80786491924152,0.881721322733909,0.064,1,0
440,1,1,20,2.32642652840877,1.51519753673708,0.128,1,1
440,0,0,30,2.2966837978384,1.50282686952408,0.032,1,1
440,1,1,30,1.58492517376726,0.770915951608913,0.032,1,1
440,1,1,20,2.44680839502683,1.233446987706,0.128,1,1
440,1,0,30,2.39228116250515,1.56692340781959,0.064,0,1
440,0,1,20,2.48165727093874,0.617475906932727,0.128,0,1
440,0,0,30,2.81563147607085,1.38166949670634,0.064,1,1
440,1,1,30,2.14387919128779,0.95295524010004,0.064,1,1
440,1,0,30,1.39340321643243,1.30044088236894,0.032,0,1
440,0,1,40,1.40896646969486,1.05114386409696,0.032,0,1
440,0,0,30,1.62863727954018,0.670525783545687,0.128,1,1
440,1,0,30,2.27184012920037,1.27073980997375,0.064,0,1
440,0,0,40,1.5429228644534,1.16977186110674,0.256,1,1
440,0,0,30,1.7156947180155,1.1358759914547,0.064,1,1
440,1,0,30,1.42975027734425,0.667814379616175,0.064,0,1
440,1,0,30,2.38990000528435,0.97063883417286,0.256,0,1
440,1,1,30,3.72667617560003,1.03432271502598,0.256,1,1
440,0,1,30,1.78125593364891,0.665527104225475,0.128,0,1
440,1,0,30,2.48083497475821,1.01673028594814,0.032,0,1
440,1,1,20,2.90944961398048,0.729929437689832,0.128,1,1
440,1,0,40,1.78187356139824,0.683537322558579,0.256,0,1
440,1,1,30,3.56916419509798,0.966918577883975,0.128,1,1
440,1,1,20,2.70296391888766,0.864040088450653,0.256,1,1
440,0,1,10,3.39376998951053,0.583159833066049,0.256,0,1
440,0,0,20,2.35775076033687,0.417915129011846,0.032,1,1
440,0,1,30,2.50570611363952,0.867587976481416,0.064,0,1
440,0,0,10,2.38909068955039,0.63583689918241,0.128,1,1
440,1,1,30,1.42637415381975,0.931171334344894,0.032,1,1
440,0,0,30,2.29282196412166,1.15181145146932,0.064,1,1
440,1,1,30,1.39249307583668,0.847482472625445,0.256,1,1
440,0,1,10,1.63435109088826,0.566194691600744,0.032,0,1
440,0,0,30,1.12450632796751,1.89819285018893,0.128,1,1
440,1,1,20,1.23493943716318,0.414357279238291,0.128,1,1
440,1,0,30,2.23285803768889,1.86659723637067,0.128,0,1
440,1,1,40,2.12356086848374,0.548838325521443,0.256,1,1
440,1,0,20,2.07133932546643,0.648449063068256,0.256,0,1
440,1,1,20,1.47000294323883,0.916891334043583,0.032,1,1
440,1,1,10,2.65677466095798,0.540924177588779,0.064,1,1
440,1,1,20,3.44162527262606,0.598718558267108,0.032,1,1
440,1,0,20,1.90565781430271,0.43320005735592,0.032,0,1
440,1,0,10,1.8396036435843,1.33132830718381,0.064,0,1
440,1,1,10,3.37351958764344,0.465293154324172,0.256,1,1
440,0,0,20,3.38740443901042,0.48084795520117,0.128,1,1
440,1,1,30,2.44901990083605,0.563187152376515,0.032,1,1
440,0,1,20,2.44976854052942,0.665327869472094,0.256,0,1
440,1,1,10,10.6053941301216,0.681742398515809,0.064,1,1
440,1,1,20,2.27027221203758,0.835698340466479,0.256,1,1
440,1,0,10,3.70843985600735,6.68505241232202,0.064,0,1
440,1,1,20,1.68827005365887,0.667133358991123,0.256,1,0
440,0,0,20,2.65186624102725,0.616511127715115,0.064,1,0
440,0,1,30,1.55767921694857,0.834257510923664,0.032,0,0
440,1,1,30,1.5095510425854,0.718491551389918,0.032,1,0
440,0,1,30,1.51240734451497,0.91855977419985,0.032,0,0
440,1,0,20,2.01903174926701,0.701075113014667,0.256,0,0
440,0,1,20,1.94692295501218,0.68260997532343,0.032,0,0
440,1,0,40,1.41315492766444,0.98251835751941,0.128,0,0
440,0,0,30,2.40058895001851,1.43405586120207,0.064,1,0
440,1,0,30,1.96452745892748,0.533889077556552,0.256,0,0
440,1,1,30,1.7727670236273,0.61762020119559,0.032,1,0
440,0,0,40,1.35341106507624,0.651355475558434,0.064,1,0
440,0,0,40,1.57150671285123,0.532656538896728,0.032,1,0
440,1,1,20,1.74366395737522,0.634192306821235,0.064,1,0
440,1,0,10,3.71807617710868,0.715033017124399,0.128,0,0
440,1,1,20,3.05979246379493,0.534217513035284,0.032,1,0
440,1,0,40,1.50789014920162,0.852269842347596,0.256,0,0
440,0,0,30,1.26534024617658,1.23375942402706,0.128,1,0
440,0,0,10,1.28850611665624,0.569415653513744,0.064,1,0
440,1,0,10,2.52781634177524,0.81591221595963,0.064,0,0
440,0,0,30,2.08832499415078,0.748027500434546,0.256,1,0
440,1,0,10,1.51962386892771,0.552103360576555,0.128,0,0
440,0,1,20,2.87178156625666,0.982430513104191,0.256,0,0
440,1,0,20,2.01530454994645,0.88179341468995,0.128,0,0
440,1,0,10,1.20900661851559,0.616505392168649,0.032,0,0
440,0,0,10,2.91449387579632,0.565437297649682,0.064,1,0
440,1,0,10,2.57332940900954,0.347661632971838,0.128,0,0
440,1,1,20,2.16750843351474,0.848607545260107,0.128,1,0
440,0,0,10,1.52878655467439,0.514180835729232,0.256,1,0
440,1,0,30,1.31506109111058,0.566050095468992,0.064,0,0
440,0,1,30,1.91950432807067,0.720291305365972,0.128,0,0
440,0,1,20,1.40443176586623,0.600480880253483,0.256,0,0
440,1,0,30,1.65360622457601,0.880754677109653,0.256,0,0
440,1,1,20,1.8330295003287,0.483662900827825,0.128,1,0
440,0,1,40,1.47562015591399,0.816304346182849,0.064,0,0
440,1,1,20,1.1934481951904,0.632929581079166,0.256,1,0
440,1,0,20,4.43158052027505,1.53096032662503,0.256,0,0
440,0,1,20,3.42882987313718,1.38556996989064,0.128,0,0
440,1,1,10,1.70014625642565,0.385106598143466,0.032,1,0
440,0,1,10,1.28507958070259,0.669700770526193,0.128,0,0
440,0,1,30,1.68453953375854,1.03369723863574,0.032,0,0
440,0,0,20,3.09036503731832,1.48396929973387,0.064,1,0
440,0,1,20,1.87346872240608,0.547567449266324,0.064,0,0
440,0,1,30,2.24480125578353,1.31527149509196,0.064,0,0
440,0,0,30,4.04641445357632,0.752454436369706,0.128,1,0
440,1,1,20,1.3424951134657,0.699567871884909,0.256,1,0
440,0,0,10,3.02048495551199,0.466447508435464,0.032,1,0
440,1,1,20,2.69144603681332,1.94860165877989,0.032,1,0
440,1,0,30,1.87674311545934,1.30078320390382,0.256,0,0
440,1,1,10,2.7753169266542,0.61711788811232,0.064,1,0
440,1,1,10,4.63527904186421,1.00048148399568,0.064,1,0
440,0,1,10,3.29557291312795,0.731823073499836,0.032,0,0
440,0,0,20,2.3951951217677,0.867146037569968,0.256,1,0
440,1,1,10,2.53480525557091,0.685194291621912,0.064,1,0
440,0,0,30,1.87698098968389,1.03555495181354,0.256,1,0
440,0,1,20,4.61350721093919,0.53224207022856,0.256,0,0
440,0,0,30,1.99034858535742,1.16416008210927,0.032,1,0
440,1,0,10,2.85830574988364,0.5986427886819,0.032,0,0
440,1,1,30,1.60323997977679,0.668180548953358,0.128,1,0
440,0,0,30,1.48391194427665,0.654149290228728,0.128,1,0
440,0,1,20,2.18107239617524,0.535530651210109,0.064,0,0
440,1,1,20,3.17592791324202,1.30420490992768,0.032,1,0
440,0,0,40,1.60629974265606,0.651587614240358,0.064,1,0
440,1,0,10,1.81798667240213,0.419646056434372,0.128,0,0
440,1,0,10,3.47711230350262,0.8010179084884,0.032,0,0
440,0,0,30,1.58920479672821,0.767043250547489,0.256,1,0
440,0,0,10,3.52012406891678,0.517071249065222,0.064,1,0
440,1,1,20,2.97610480956081,0.469843857306754,0.032,1,0
440,1,0,10,3.38106484940369,0.404378334729699,0.256,0,0
440,1,1,30,1.26243202245678,0.849324488517363,0.128,1,0
440,1,1,20,1.57211015266879,0.370013055911753,0.128,1,0
440,0,0,40,2.42428279260639,0.814318941640668,0.256,1,0
440,1,1,10,2.99727018194972,0.44711388832354,0.256,1,0
440,1,0,10,1.81502501754579,0.501472978787264,0.064,0,0
440,1,1,20,2.23077301576268,0.753993072066922,0.064,1,0
440,0,0,20,2.49622404854,0.785312775926199,0.064,1,0
440,1,0,30,1.6027968333764,0.58367603220907,0.256,0,0
440,1,0,20,2.57096696778177,0.719158685958944,0.128,0,0
440,1,1,30,1.88252152716462,0.83420015546307,0.256,1,0
440,1,0,10,3.69535254741274,0.450876406528521,0.128,0,0
440,1,1,20,3.39387353120768,0.415519783862634,0.128,1,0
440,1,0,40,1.9924752654552,0.687210486994591,0.032,0,0
440,1,1,30,2.98984295169055,0.53320352887013,0.064,1,0
440,1,1,20,1.12189605077566,0.582210751130246,0.032,1,0
440,0,0,40,1.36165908216196,0.681895145164104,0.032,1,0
440,1,0,30,2.36537601787131,0.767979050164344,0.064,0,0
440,1,0,10,3.87461703909864,0.368136626744643,0.064,0,0
440,0,1,10,1.98257480737078,0.46391149146785,0.032,0,0
440,0,0,40,1.19549910571007,0.634186269406229,0.128,1,0
440,0,0,50,1.62886972009088,0.715451410112903,0.032,1,0
440,1,1,20,2.13905952138524,0.550305417826166,0.032,1,0
440,1,0,20,1.76207053212402,0.516838204774074,0.128,0,0
440,0,0,20,2.78642547186255,0.53290467673284,0.128,1,0
440,0,1,20,1.3539722429777,0.482366365551483,0.128,0,0
440,1,0,20,1.51391428377246,0.882530885159038,0.256,0,0
440,0,0,40,2.05714837706555,0.452552091588499,0.256,1,0
440,1,0,10,2.45111639384786,0.34880240289215,0.032,0,0
440,0,0,30,1.81011478638905,0.568013765310869,0.064,1,0
440,1,0,10,2.41950870519923,0.547631747755222,0.032,0,0
440,0,1,20,1.38633219377138,1.60153320202162,0.032,0,0
440,1,1,30,1.6134220833627,0.416594142196234,0.256,1,0
440,0,0,30,1.65260552272596,0.44916328948969,0.128,1,0
440,1,1,30,1.32958470118325,0.582988672296982,0.064,1,0
440,0,0,20,3.93654916344164,0.551672289013397,0.064,1,0
440,1,1,40,1.1161384681582,0.568823081044713,0.064,1,0
440,1,1,20,3.75120529481489,0.516878051727079,0.128,1,0
