Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,StimulusType
71,0,0,2,1.258,0.211,1,Word
71,0,1,2,1.06,0.175,0,Word
71,1,0,2,1.382,0.402,0,Word
71,0,1,2,2.859,0.409,0,Word
71,1,0,2,1.182,0.234,0,Word
71,0,0,2,1.045,0.268,1,Word
71,1,0,2,1.09,0.421,0,Word
71,0,0,2,0.807,0.374,1,Word
71,0,1,2,1.684,0.307,0,Word
71,1,0,2,1.098,0.288,0,Word
71,0,0,2,0.865,0.387,1,Word
71,0,0,2,1.43,0.177,1,Word
71,1,1,2,1.581,0.17,1,Word
71,1,1,2,1.23,0.324,1,Word
72,0,0,1,4.673,0.917,1,Word
72,1,0,2,2.402,1.143,0,Word
72,1,0,3,2.205,0.377,0,Word
72,0,1,2,1.654,2.17,0,Word
72,0,0,1,2.331,0.636,1,Word
72,1,1,3,2.389,0.732,1,Word
72,1,1,3,1.229,0.545,1,Word
72,1,1,2,2.011,0.526,1,Word
72,0,0,1,1.691,0.881,1,Word
72,1,0,1,1.372,0.496,0,Word
72,1,1,3,1.96,1.768,1,Word
72,0,1,1,2.121,0.696,0,Word
72,0,0,2,1.522,0.977,1,Word
72,0,0,2,1.256,0.528,1,Word
72,1,1,2,1.417,0.652,1,Word
72,1,0,2,1.216,0.45,0,Word
72,1,1,3,3.089,1.196,1,Word
72,1,1,2,2.208,0.409,1,Word
72,0,0,2,1.269,0.458,1,Word
72,0,1,1,1.56,0.683,0,Word
72,0,0,2,1.812,0.444,1,Word
72,0,0,2,0.977,1.011,1,Word
72,1,1,3,1.234,0.762,1,Word
72,0,0,1,2.109,0.788,1,Word
72,0,1,1,1.724,0.802,0,Word
72,0,1,2,2.383,0.82,0,Word
72,0,0,2,1.921,0.438,1,Word
72,0,0,2,1.396,0.371,1,Word
72,1,1,3,1.969,1.771,1,Word
72,0,0,2,1.489,0.378,1,Word
72,0,1,2,2.79,0.395,0,Word
72,0,0,2,1.868,0.662,1,Word
72,0,1,2,2.521,0.754,0,Word
72,0,1,1,2.01,0.92,0,Word
72,0,0,1,1.605,0.469,1,Word
72,1,1,2,1.546,0.946,1,Word
72,0,1,1,2.083,0.469,0,Word
72,0,0,1,1.405,0.614,1,Word
72,1,1,1,1.472,0.507,1,Word
72,0,0,1,1.132,0.951,1,Word
72,1,1,2,1.371,1.318,1,Word
72,0,0,3,3.432,0.394,1,Word
72,0,1,2,2.239,1.432,0,Word
72,0,0,2,1.181,0.59,1,Word
72,1,1,3,1.4,0.764,1,Word
72,0,1,1,1.543,0.475,0,Word
72,0,1,1,1.201,0.411,0,Word
72,0,0,2,1.322,0.76,1,Word
72,1,0,2,1.469,1.032,0,Word
72,0,0,1,2.301,0.446,1,Word
72,0,1,2,2.812,0.945,0,Word
72,1,1,1,2.304,0.352,1,Word
72,1,1,1,1.022,0.527,1,Word
72,1,1,3,4.018,0.378,1,Word
72,0,0,2,1.154,0.511,1,Word
72,0,1,2,2.477,0.391,0,Word
72,1,1,2,2.089,0.442,1,Word
72,0,0,2,1.209,0.314,1,Word
72,0,0,2,1.19,0.352,1,Word
72,1,1,3,2.369,1.684,1,Word
72,1,0,2,1.012,0.601,0,Word
72,1,1,3,2.022,0.344,1,Word
72,0,1,1,1.64,0.528,0,Word
72,1,1,3,1.483,0.823,1,Word
72,0,0,2,1.432,0.384,1,Word
72,1,1,2,1.465,0.474,1,Word
72,1,0,2,1.72,0.399,0,Word
72,0,0,2,1.785,0.334,1,Word
72,1,1,1,1.9,0.357,1,Word
72,0,0,1,1.95,0.334,1,Word
72,1,1,3,1.166,0.753,1,Word
72,0,0,1,1.414,0.542,1,Word
72,1,1,1,1.416,0.597,1,Word
72,1,1,1,1.228,1.483,1,Word
72,1,1,1,3.224,0.381,1,Word
72,1,1,2,1.666,0.354,1,Word
72,1,1,3,1.107,0.374,1,Word
72,1,1,3,1.407,0.383,1,Word
72,0,1,2,1.426,0.407,0,Word
72,1,1,3,1.238,0.396,1,Word
72,0,1,2,1.674,0.639,0,Word
72,1,1,3,1.042,0.404,1,Word
72,1,1,3,0.951,0.381,1,Word
72,1,1,3,0.819,0.412,1,Word
72,1,1,2,3.379,0.345,1,Word
72,1,1,2,2.3,0.512,1,Word
72,1,0,2,1.76,0.813,0,Word
72,1,1,1,5.656,0.398,1,Word
72,1,1,1,0.715,0.359,1,Word
72,0,1,1,2.905,0.47,0,Word
72,0,0,1,1.844,0.614,1,Word
72,0,1,1,1.284,0.332,0,Word
72,0,1,1,1.676,0.507,0,Word
72,1,1,2,1.282,0.496,1,Word
72,1,1,1,1.122,0.776,1,Word
72,1,1,3,1.616,0.781,1,Word
73,0,1,3,3.557,1.048,0,Word
73,0,0,1,4.314,1.378,1,Word
73,1,1,3,1.596,1.039,1,Word
73,0,0,3,2.082,0.997,1,Word
73,0,0,3,2.351,1.146,1,Word
73,0,0,2,2.204,0.689,1,Word
73,1,1,3,2.481,0.634,1,Word
73,0,0,2,4.322,2.492,1,Word
73,1,1,1,5.396,0.446,1,Word
73,0,0,2,2.176,2.167,1,Word
73,1,1,2,3.771,1.84,1,Word
73,1,1,3,2.372,0.625,1,Word
73,1,1,2,3.375,3.199,1,Word
73,0,1,1,4.006,0.45,0,Word
73,1,1,3,1.605,0.632,1,Word
73,0,0,1,7.301,0.526,1,Word
73,1,1,3,1.022,0.452,1,Word
73,0,1,2,4.059,0.722,0,Word
73,1,1,2,2.409,0.694,1,Word
73,1,1,2,4.211,1.92,1,Word
73,1,1,3,1.012,0.389,1,Word
73,0,1,1,4.462,0.822,0,Word
73,0,1,1,4.06,0.669,0,Word
73,0,0,2,2.351,1.398,1,Word
73,1,1,3,1.37,0.594,1,Word
73,1,1,2,2.38,0.288,1,Word
73,0,1,1,4.242,0.367,0,Word
73,1,1,3,1.5,0.441,1,Word
73,0,1,2,2.397,0.539,0,Word
73,0,1,2,2.455,2.025,0,Word
73,1,1,3,1.629,0.561,1,Word
73,1,1,3,1.118,0.464,1,Word
73,1,1,3,2.914,0.401,1,Word
73,1,1,3,0.978,0.414,1,Word
73,0,1,3,1.919,1.879,0,Word
73,0,1,2,1.682,0.327,0,Word
73,0,1,1,5.389,0.39,0,Word
73,0,0,2,1.612,2.155,1,Word
73,0,0,2,1.731,0.895,1,Word
73,0,1,2,2.15,1.035,0,Word
73,0,1,1,2.752,0.277,0,Word
73,0,0,1,2.411,0.468,1,Word
73,1,1,3,1.536,1.551,1,Word
73,1,1,2,1.413,2.143,1,Word
73,0,1,1,3.099,0.401,0,Word
73,1,0,1,3.675,1.579,0,Word
73,1,1,3,1.434,0.437,1,Word
73,1,0,1,3.391,1.436,0,Word
73,1,1,2,2.751,0.87,1,Word
73,0,1,2,2.157,0.61,0,Word
73,1,1,2,2.81,0.374,1,Word
73,0,1,3,1.212,0.602,0,Word
73,1,1,3,0.998,0.569,1,Word
73,1,0,1,3.845,1.208,0,Word
73,1,1,2,1.707,1.058,1,Word
73,1,0,1,4.741,0.556,0,Word
73,1,1,3,1.405,0.439,1,Word
73,1,1,3,2.701,0.482,1,Word
73,0,0,1,3.99,0.529,1,Word
73,1,1,1,4.064,0.707,1,Word
73,0,1,2,2.823,1.223,0,Word
73,0,0,1,4.479,1.449,1,Word
73,0,0,2,2.507,0.752,1,Word
73,1,1,1,2.95,0.568,1,Word
73,0,0,3,1.594,1.066,1,Word
73,0,0,2,3.364,1.862,1,Word
73,0,1,2,1.706,1.094,0,Word
73,0,0,3,1.438,1.439,1,Word
73,1,1,2,3.144,1.86,1,Word
73,0,0,2,3.049,1.593,1,Word
73,0,1,2,3.574,0.427,0,Word
73,1,1,2,3.326,0.664,1,Word
73,1,1,2,2.297,0.458,1,Word
73,1,1,3,1.1,0.399,1,Word
73,1,1,3,1.985,0.463,1,Word
73,0,0,2,2.813,1.952,1,Word
73,1,1,3,1.426,0.441,1,Word
73,0,0,3,1.579,1.168,1,Word
73,0,0,1,2.349,0.396,1,Word
73,1,0,1,2.466,0.563,0,Word
73,1,0,2,2.106,0.881,0,Word
73,0,0,1,3.237,2.715,1,Word
73,0,1,1,3.633,0.322,0,Word
73,1,1,3,1.219,0.417,1,Word
73,0,0,1,5.028,0.547,1,Word
73,0,0,2,2.94,3.098,1,Word
73,0,1,3,1.33,0.418,0,Word
73,1,0,1,3.159,0.783,0,Word
73,0,1,3,2.803,0.37,0,Word
73,1,1,3,1.32,0.328,1,Word
73,1,1,2,1.952,1.63,1,Word
73,0,0,1,8.126,2.507,1,Word
73,0,1,2,4.702,1.093,0,Word
73,1,1,3,2.019,1.206,1,Word
73,1,1,2,3.88,0.574,1,Word
73,1,1,3,1.495,0.485,1,Word
74,0,0,1,2.442,1.334,1,Word
74,0,1,2,1.127,0.594,0,Word
74,0,0,3,1.365,0.961,1,Word
74,0,0,2,1.301,0.495,1,Word
74,0,0,3,0.873,0.458,1,Word
74,1,1,3,0.878,0.768,1,Word
74,0,0,3,0.842,0.466,1,Word
74,0,0,2,1.133,0.763,1,Word
74,1,1,3,1.221,0.501,1,Word
74,0,0,2,1.393,0.476,1,Word
74,1,1,3,0.924,0.294,1,Word
74,1,1,3,0.913,0.454,1,Word
74,1,1,2,1.609,0.335,1,Word
74,1,0,1,1.996,0.993,0,Word
74,1,1,3,1.269,0.277,1,Word
74,0,0,3,0.991,0.496,1,Word
74,1,1,3,0.957,0.459,1,Word
74,1,1,3,0.905,0.476,1,Word
74,1,1,3,0.789,0.477,1,Word
74,1,1,2,1.496,0.439,1,Word
74,1,0,2,2.266,1.18,0,Word
74,0,0,3,1.46,0.698,1,Word
74,1,0,2,0.914,0.509,0,Word
74,1,0,2,0.829,2.077,0,Word
74,0,0,3,1.112,0.31,1,Word
74,0,0,1,1.164,0.366,1,Word
74,0,0,3,0.899,0.401,1,Word
74,1,1,3,1.032,0.321,1,Word
74,1,1,1,1.489,0.349,1,Word
74,1,0,2,1.046,0.579,0,Word
74,0,0,1,1.601,0.285,1,Word
74,0,1,2,1.012,0.509,0,Word
74,1,1,3,0.801,0.351,1,Word
74,0,0,3,0.903,0.276,1,Word
74,1,1,3,1.032,0.266,1,Word
74,1,0,2,1.481,0.928,0,Word
74,1,1,3,0.646,0.29,1,Word
74,1,1,3,0.913,0.382,1,Word
74,1,1,2,1.17,0.406,1,Word
74,0,0,3,0.789,0.374,1,Word
74,1,1,3,0.943,0.273,1,Word
74,0,1,2,1.584,0.279,0,Word
74,0,0,3,1.114,0.221,1,Word
74,0,0,3,0.789,0.385,1,Word
74,1,1,3,0.984,0.225,1,Word
74,1,1,3,0.815,0.254,1,Word
74,1,1,3,0.962,0.31,1,Word
74,0,0,3,0.859,0.464,1,Word
74,0,1,3,0.968,0.275,0,Word
74,1,0,2,0.898,0.25,0,Word
74,1,1,2,2.315,0.414,1,Word
74,0,0,2,0.803,0.462,1,Word
74,1,0,1,1.802,0.248,0,Word
74,0,0,3,1.01,0.277,1,Word
74,1,0,1,1.61,1.208,0,Word
74,1,1,3,0.943,0.281,1,Word
74,0,1,2,1.35,0.309,0,Word
74,1,0,3,0.899,0.181,0,Word
74,1,1,3,0.805,0.214,1,Word
74,0,0,2,1.513,0.349,1,Word
74,1,1,3,0.591,0.237,1,Word
74,0,0,3,1.065,0.72,1,Word
74,0,0,2,0.933,0.709,1,Word
74,0,1,1,1.439,0.513,0,Word
74,0,1,1,1,0.706,0,Word
74,1,1,2,1.056,0.214,1,Word
74,0,0,2,1.036,0.288,1,Word
74,1,1,3,0.724,0.207,1,Word
74,0,1,3,0.854,0.266,0,Word
74,0,0,2,0.799,0.304,1,Word
74,0,0,3,0.848,0.184,1,Word
74,1,1,3,0.98,0.246,1,Word
74,0,1,2,1.584,0.654,0,Word
74,0,0,2,0.784,0.496,1,Word
74,0,0,3,1.195,0.22,1,Word
74,1,1,3,0.759,0.277,1,Word
74,0,0,2,1.334,0.221,1,Word
74,1,1,3,0.844,0.242,1,Word
74,1,1,1,1.329,0.367,1,Word
74,0,1,2,1.205,0.368,0,Word
74,1,1,2,0.833,0.745,1,Word
74,1,1,1,0.666,0.7,1,Word
74,1,1,3,1.237,0.198,1,Word
74,1,0,3,0.79,0.339,0,Word
74,0,0,2,0.953,0.422,1,Word
74,0,0,3,0.949,0.195,1,Word
74,0,1,1,0.83,1.024,0,Word
74,0,0,2,0.952,0.217,1,Word
74,0,0,3,0.89,0.312,1,Word
74,0,1,2,1.508,0.567,0,Word
74,0,1,2,0.973,0.301,0,Word
74,1,1,1,0.825,0.248,1,Word
74,1,0,2,1.245,0.293,0,Word
74,1,1,1,1.96,0.382,1,Word
74,0,1,2,0.878,1.427,0,Word
74,0,1,1,0.755,0.385,0,Word
8,1,0,3,3.26,1.277,0,Word
8,1,1,3,3.102,1.115,1,Word
8,1,1,3,2.395,0.955,1,Word
8,0,0,2,2.333,0.873,1,Word
8,0,0,2,2.447,0.589,1,Word
8,0,0,2,1.187,0.458,1,Word
8,1,1,3,1.757,0.584,1,Word
8,1,1,3,3.935,0.432,1,Word
8,1,1,3,1.141,0.456,1,Word
8,0,0,2,1.934,0.477,1,Word
8,1,1,2,2.117,0.425,1,Word
8,1,1,2,1.723,1.408,1,Word
8,1,1,3,1.868,0.457,1,Word
8,0,0,2,1.375,0.317,1,Word
8,0,0,2,2.042,0.37,1,Word
8,0,0,2,2.156,0.3,1,Word
8,0,1,1,2.329,1.972,0,Word
8,1,1,1,3.985,0.264,1,Word
8,1,1,3,1.663,0.486,1,Word
8,1,1,3,1.16,0.458,1,Word
8,1,1,3,2.179,0.366,1,Word
8,0,1,1,2.332,0.217,0,Word
8,0,0,1,1.479,0.502,1,Word
8,0,0,1,1.466,0.354,1,Word
8,0,0,1,1.493,0.294,1,Word
8,1,1,3,2.293,0.488,1,Word
8,1,1,3,1.789,0.494,1,Word
8,0,0,1,2.119,0.599,1,Word
8,1,1,3,1.468,0.573,1,Word
8,1,1,3,1.006,0.386,1,Word
8,1,1,3,0.962,0.399,1,Word
8,0,0,2,1.518,0.879,1,Word
8,0,1,3,3.517,1.229,0,Word
8,0,1,2,3.335,1.439,0,Word
8,1,1,2,2.109,0.383,1,Word
8,1,1,3,0.947,2.128,1,Word
8,1,1,3,1.093,0.366,1,Word
8,0,1,1,2.278,0.526,0,Word
8,0,1,1,4.713,1.226,0,Word
8,0,1,1,2.355,0.258,0,Word
8,1,1,3,1.894,0.289,1,Word
8,0,1,3,0.913,0.537,0,Word
8,1,1,3,1.206,0.37,1,Word
8,1,1,3,1.203,0.304,1,Word
8,1,1,3,1.994,0.29,1,Word
8,1,1,3,1.424,0.297,1,Word
8,1,1,3,0.998,0.306,1,Word
8,1,1,3,1.524,0.332,1,Word
8,1,1,3,1.891,0.531,1,Word
8,0,0,2,1.605,0.598,1,Word
8,0,0,2,2.166,0.303,1,Word
8,0,0,1,2.369,0.276,1,Word
8,0,0,1,1.735,0.465,1,Word
8,0,0,1,1.468,0.319,1,Word
8,1,1,3,1.685,0.383,1,Word
8,1,1,3,1.055,0.295,1,Word
8,0,0,2,2.365,0.577,1,Word
8,0,0,2,3.334,0.243,1,Word
8,1,1,3,1.696,1.49,1,Word
8,1,1,3,1.085,0.32,1,Word
8,0,1,3,1.181,0.326,0,Word
8,1,1,3,0.817,0.365,1,Word
8,1,1,3,0.944,0.333,1,Word
8,1,1,3,7.272,0.324,1,Word
8,0,0,2,2.3,0.445,1,Word
8,1,1,3,2.32,0.433,1,Word
8,0,0,2,1.024,0.685,1,Word
8,1,1,3,1.085,0.392,1,Word
8,0,0,3,1.415,2.71,1,Word
8,1,0,2,2.281,0.495,0,Word
8,0,0,3,1.974,0.472,1,Word
8,0,1,3,2.09,1.094,0,Word
8,0,0,2,2.716,0.453,1,Word
8,0,0,2,1.561,0.383,1,Word
8,0,1,3,2.195,0.492,0,Word
8,0,0,2,1.368,0.315,1,Word
8,0,1,1,2.934,0.489,0,Word
8,1,0,1,1.695,0.33,0,Word
8,0,0,1,1.864,0.248,1,Word
8,1,1,3,1.325,0.409,1,Word
8,0,1,3,1.083,0.456,0,Word
8,1,1,3,0.969,0.459,1,Word
8,1,1,3,1.161,0.385,1,Word
8,1,1,3,1.257,0.349,1,Word
8,1,1,3,1.109,0.426,1,Word
8,0,0,1,2.454,0.867,1,Word
8,0,0,1,1.107,0.222,1,Word
8,1,0,1,1.364,3.434,0,Word
8,0,1,3,1.627,0.497,0,Word
8,1,1,3,0.821,0.369,1,Word
8,0,0,2,2.85,0.801,1,Word
8,1,0,2,2.646,0.491,0,Word
8,0,0,3,1.27,0.822,1,Word
8,0,0,2,4.647,0.874,1,Word
8,0,1,3,1.324,0.454,0,Word
8,0,0,1,1.293,0.476,1,Word
9,0,1,1,4.496,0.473,0,Word
9,0,0,2,1.193,0.33,1,Word
9,1,1,3,1.195,0.253,1,Word
9,1,1,2,0.963,0.243,1,Word
9,1,1,3,0.826,0.236,1,Word
9,0,1,2,1.604,1.316,0,Word
9,1,1,3,0.841,0.277,1,Word
9,0,0,2,1.481,0.725,1,Word
9,1,1,3,0.8,0.296,1,Word
9,1,1,3,0.704,0.256,1,Word
9,1,1,3,1.249,1.271,1,Word
9,0,0,1,2.574,1.909,1,Word
9,1,1,3,0.972,0.308,1,Word
9,0,0,2,1.033,0.327,1,Word
9,1,0,2,1.028,0.323,0,Word
9,0,0,3,1.37,0.436,1,Word
9,0,0,1,2.506,0.569,1,Word
9,1,1,2,1.67,1.211,1,Word
9,0,1,1,1.364,1.407,0,Word
9,0,0,2,1.126,0.597,1,Word
9,0,1,1,1.913,1.286,0,Word
9,0,0,2,3.692,2.069,1,Word
9,1,1,3,1.079,0.255,1,Word
9,1,0,1,3.804,0.347,0,Word
9,0,0,2,1.234,0.323,1,Word
9,1,1,3,0.707,0.335,1,Word
9,1,1,3,0.573,0.31,1,Word
9,0,0,2,1.474,0.32,1,Word
9,0,1,1,3.641,0.236,0,Word
9,0,0,2,1.64,0.682,1,Word
9,1,1,2,1.034,1.411,1,Word
9,1,1,3,0.746,0.268,1,Word
9,0,1,2,1.592,0.647,0,Word
9,1,1,1,1.368,0.622,1,Word
9,0,0,2,2.8,0.455,1,Word
9,1,0,3,1.24,0.38,0,Word
9,0,0,3,1.165,0.355,1,Word
9,1,1,3,0.95,0.318,1,Word
9,0,0,1,2.451,1.265,1,Word
9,1,1,1,1.757,0.229,1,Word
9,1,0,2,1.668,2.04,0,Word
9,1,1,3,1.019,0.279,1,Word
9,1,1,3,0.697,0.233,1,Word
9,0,0,2,1.283,0.773,1,Word
9,1,1,2,1.721,1.398,1,Word
9,0,0,2,2.922,0.485,1,Word
9,0,0,1,4.968,0.51,1,Word
9,1,1,3,0.755,0.29,1,Word
9,1,0,1,2.672,1.519,0,Word
9,1,0,1,2.674,0.45,0,Word
9,1,1,3,0.792,0.22,1,Word
9,0,0,2,1.759,0.269,1,Word
9,0,0,2,1.113,0.341,1,Word
9,1,1,2,0.959,0.483,1,Word
9,1,1,2,1.713,0.784,1,Word
9,1,1,3,1.114,0.28,1,Word
9,0,0,2,1.095,0.389,1,Word
9,0,0,2,2.406,0.93,1,Word
9,1,1,3,0.844,0.731,1,Word
9,0,0,1,1.096,1.647,1,Word
9,0,0,2,1.299,1.538,1,Word
9,1,1,2,0.919,0.353,1,Word
9,0,0,2,2.371,1.21,1,Word
9,1,1,3,0.775,0.289,1,Word
9,1,1,2,0.825,0.461,1,Word
9,0,0,2,0.988,0.321,1,Word
9,0,0,1,2.317,0.301,1,Word
9,0,1,1,1.33,0.281,0,Word
9,0,0,2,1.033,0.257,1,Word
9,0,0,2,1.112,1.012,1,Word
9,1,1,3,0.798,0.256,1,Word
9,1,1,3,0.636,0.919,1,Word
9,1,1,3,0.858,0.545,1,Word
9,0,0,2,1.962,0.95,1,Word
9,1,1,3,0.789,0.239,1,Word
9,1,0,2,1.089,0.295,0,Word
9,1,0,1,2.123,0.339,0,Word
9,0,0,1,1.759,1.716,1,Word
9,1,1,3,0.858,0.214,1,Word
9,1,0,1,1.791,2.145,0,Word
9,0,1,1,2.873,0.199,0,Word
9,0,0,2,1.393,0.469,1,Word
9,0,0,1,1.263,0.25,1,Word
9,1,1,3,0.938,0.226,1,Word
9,0,0,2,2.108,0.75,1,Word
9,1,1,3,0.652,0.201,1,Word
9,0,0,1,1.158,0.297,1,Word
9,1,1,3,1.31,0.435,1,Word
9,0,0,1,1.678,0.229,1,Word
9,0,0,2,1.099,0.235,1,Word
9,0,1,1,1.653,0.252,0,Word
9,1,1,3,1.492,0.289,1,Word
9,1,0,2,1.117,0.78,0,Word
9,0,0,1,1.173,0.318,1,Word
9,0,0,1,1.232,0.313,1,Word
9,0,0,2,1.16,0.261,1,Word
1,1,1,2,1.714,1.619,1,Face
1,1,1,3,1.47,1.695,1,Face
1,0,0,2,1.993,3.111,1,Face
1,1,1,2,3.156,1.246,1,Face
1,1,1,2,1.687,0.722,1,Face
1,0,1,3,3.651,1.203,0,Face
1,1,1,3,1.515,1.066,1,Face
1,1,1,3,1.386,0.72,1,Face
1,1,1,3,1.761,0.444,1,Face
1,0,0,3,1.93,2.138,1,Face
1,1,1,1,2.77,0.603,1,Face
1,0,0,2,2.176,0.814,1,Face
1,1,1,2,1.205,0.606,1,Face
1,0,0,2,2.413,0.728,1,Face
1,0,0,2,1.264,0.34,1,Face
1,0,0,2,1.215,0.528,1,Face
1,0,0,1,3.014,1.272,1,Face
1,1,1,2,1.389,1.675,1,Face
1,1,1,2,1.822,0.496,1,Face
1,0,1,1,1.347,1.079,0,Face
1,1,0,2,2.787,0.759,0,Face
1,1,1,1,3.318,1.479,1,Face
1,1,0,2,1.303,0.733,0,Face
1,0,0,2,2.067,1.758,1,Face
1,0,0,2,1.467,0.463,1,Face
1,0,0,2,2.775,0.562,1,Face
1,1,0,2,1.137,0.626,0,Face
1,1,0,2,4.893,0.434,0,Face
1,1,0,2,1.768,0.68,0,Face
1,1,1,1,1.247,1.256,1,Face
1,0,0,1,2.015,0.563,1,Face
1,1,0,1,1.582,0.373,0,Face
1,0,1,1,3.433,0.762,0,Face
1,0,0,2,1.292,0.496,1,Face
1,0,0,2,2.277,0.905,1,Face
1,1,0,2,1.611,0.521,0,Face
1,1,1,2,2.761,0.742,1,Face
1,0,0,1,1.555,0.767,1,Face
1,0,1,1,3.082,0.792,0,Face
1,0,0,3,1.843,0.688,1,Face
1,1,1,2,2.011,0.433,1,Face
1,1,1,2,1.832,0.873,1,Face
1,1,0,2,1.256,0.552,0,Face
1,1,0,2,1.268,0.549,0,Face
1,0,0,2,1.16,0.526,1,Face
1,1,1,2,1.149,0.496,1,Face
1,0,0,2,1.794,1.05,1,Face
1,0,0,2,1.232,0.505,1,Face
1,0,0,2,4.26,0.82,1,Face
1,0,0,2,1.316,0.388,1,Face
1,1,0,2,1.615,0.462,0,Face
1,1,1,1,2.313,1.273,1,Face
1,0,0,2,1.064,0.402,1,Face
1,1,0,1,1.452,0.836,0,Face
1,0,0,2,1.032,0.426,1,Face
1,0,1,2,2.999,0.93,0,Face
1,1,0,3,1.058,0.596,0,Face
1,1,0,2,3.22,0.502,0,Face
1,1,0,2,4.506,0.564,0,Face
1,0,0,1,1.291,0.944,1,Face
1,0,0,2,1.165,0.506,1,Face
1,0,0,3,0.927,0.407,1,Face
1,0,0,3,0.977,0.422,1,Face
1,0,0,3,0.993,0.393,1,Face
1,0,0,2,2.567,0.349,1,Face
1,1,1,3,2.347,0.762,1,Face
1,1,0,2,4.792,0.388,0,Face
1,0,0,2,1.216,0.517,1,Face
1,1,1,2,1.219,0.362,1,Face
1,1,0,2,1.059,0.388,0,Face
1,0,0,3,1.195,0.925,1,Face
1,0,0,3,1.069,0.329,1,Face
1,0,1,2,1.937,0.555,0,Face
1,1,1,1,2.4,0.401,1,Face
1,1,0,2,1.815,0.374,0,Face
1,0,0,3,2.062,0.361,1,Face
10,0,0,1,5.833,3.369,1,Face
10,0,0,2,2.603,1.598,1,Face
10,1,0,1,3.393,1.751,0,Face
10,1,1,2,3.593,1.071,1,Face
10,0,0,1,3.78,1.483,1,Face
10,1,0,2,2.873,1.147,0,Face
10,0,0,3,2.302,0.893,1,Face
10,0,0,1,2.86,2.032,1,Face
10,0,0,3,2.059,1.374,1,Face
10,1,0,1,3.284,2.187,0,Face
10,1,0,1,2.721,1.582,0,Face
10,1,1,2,2.391,0.917,1,Face
10,0,0,1,2.455,1.336,1,Face
10,0,0,3,2.395,1.269,1,Face
10,1,1,3,2.988,1.157,1,Face
10,1,1,3,3.165,1.025,1,Face
10,0,0,2,3.038,0.879,1,Face
10,1,1,2,2.431,0.827,1,Face
10,0,0,1,2.204,2.235,1,Face
10,1,0,1,2.676,1.343,0,Face
10,1,1,2,2.39,0.771,1,Face
10,0,0,1,3.702,1.37,1,Face
10,1,1,2,2.416,0.806,1,Face
10,1,0,1,3.054,1.516,0,Face
10,0,1,2,2.173,0.806,0,Face
10,1,1,2,2.145,0.839,1,Face
10,0,0,2,2.392,1.801,1,Face
10,1,1,3,2.623,1.249,1,Face
10,1,1,3,2.926,1.057,1,Face
10,0,0,1,1.96,1.866,1,Face
10,0,0,3,2.094,1.175,1,Face
10,0,0,3,2.741,1.333,1,Face
10,0,0,3,2.054,1.301,1,Face
10,0,0,1,2.609,2.128,1,Face
10,0,0,2,2.111,1.429,1,Face
10,1,0,1,4.988,1.588,0,Face
10,0,0,1,1.874,1.24,1,Face
10,1,0,1,1.779,1.173,0,Face
10,0,0,1,2.815,0.926,1,Face
10,1,1,1,4.127,0.662,1,Face
10,0,0,2,2.112,1.3,1,Face
10,0,0,2,3.607,1.54,1,Face
10,0,0,2,2.157,1.329,1,Face
10,1,1,3,2.738,0.904,1,Face
10,1,1,1,3.731,0.716,1,Face
10,1,1,3,2.876,1.137,1,Face
10,0,0,1,5.743,0.995,1,Face
10,1,1,2,3.382,0.662,1,Face
10,1,1,2,2.713,0.826,1,Face
10,1,1,1,2.505,0.721,1,Face
10,1,0,2,2.076,2.277,0,Face
10,1,0,1,2.893,1.189,0,Face
10,0,0,1,2.223,0.947,1,Face
10,1,1,1,3.749,0.555,1,Face
10,1,0,1,2.162,0.952,0,Face
10,0,0,1,2.597,0.869,1,Face
10,1,0,1,4.396,2.497,0,Face
10,0,0,1,1.929,1.382,1,Face
10,0,0,2,4.7,1.02,1,Face
10,1,0,1,4.089,0.843,0,Face
10,1,0,2,2.401,0.564,0,Face
10,1,0,3,2.351,1.372,0,Face
10,1,0,2,2.948,0.918,0,Face
10,0,0,3,1.779,0.976,1,Face
10,0,0,3,1.573,0.986,1,Face
10,1,0,1,2.24,1.178,0,Face
10,0,1,1,1.952,0.572,0,Face
10,0,0,2,1.494,1.057,1,Face
10,0,0,2,2.799,0.89,1,Face
10,1,0,2,4.339,0.838,0,Face
10,0,0,3,1.849,0.791,1,Face
10,1,0,3,1.932,0.651,0,Face
10,0,0,2,3.099,2.002,1,Face
10,0,0,3,1.501,0.667,1,Face
10,1,0,3,1.629,0.724,0,Face
10,0,0,3,1.752,0.709,1,Face
11,0,0,3,4.158,4.016,1,Face
11,0,0,2,3.157,1.721,1,Face
11,0,1,1,4.02,1.575,0,Face
11,0,0,3,2.044,1.317,1,Face
11,1,1,2,2.132,4.315,1,Face
11,1,0,2,4.453,1.534,0,Face
11,0,0,3,2.26,2.205,1,Face
11,0,1,1,5.907,1.734,0,Face
11,1,0,3,1.81,3.601,0,Face
11,1,1,3,3.495,1.566,1,Face
11,1,0,2,2.67,3.104,0,Face
11,1,1,2,2.163,1.179,1,Face
11,0,1,2,3.868,2.627,0,Face
11,0,0,2,4.638,0.947,1,Face
11,1,1,2,1.859,3.502,1,Face
11,0,0,2,4.044,2.857,1,Face
11,1,1,2,3.797,2.515,1,Face
11,0,1,1,5.849,0.883,0,Face
