Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,StimulusType
1,1,1,3,3.396,0.886,1,Word
1,1,1,3,1.402,0.75,1,Word
1,1,0,1,2.777,0.352,0,Word
1,1,1,3,1.338,0.301,1,Word
1,1,0,1,1.197,0.74,0,Word
1,0,0,3,0.858,1.023,1,Word
1,1,1,3,1.292,1.029,1,Word
1,1,1,3,0.898,0.346,1,Word
1,1,1,3,0.589,0.243,1,Word
1,1,1,3,1.164,0.25,1,Word
1,1,1,3,0.871,0.377,1,Word
1,0,0,3,1.616,1.112,1,Word
1,0,0,2,0.869,0.83,1,Word
1,0,0,2,0.75,0.359,1,Word
1,0,0,2,1.063,0.325,1,Word
1,0,0,2,0.759,0.316,1,Word
1,1,1,3,1.053,0.265,1,Word
1,0,0,2,0.933,0.254,1,Word
1,1,1,3,0.946,0.311,1,Word
1,1,1,3,1.094,0.305,1,Word
1,1,1,3,2.621,0.272,1,Word
1,0,0,2,0.857,0.35,1,Word
1,0,0,3,1.529,0.196,1,Word
1,0,0,3,0.867,0.264,1,Word
1,0,0,2,1.136,0.253,1,Word
1,1,1,3,0.878,0.304,1,Word
1,0,0,2,0.882,0.272,1,Word
1,0,0,1,0.853,0.256,1,Word
1,0,0,1,0.643,0.713,1,Word
1,0,0,3,0.659,0.255,1,Word
1,0,0,2,1.131,0.478,1,Word
1,1,1,3,0.91,0.254,1,Word
1,1,1,3,0.829,0.314,1,Word
1,1,1,2,3.195,0.391,1,Word
1,0,0,2,1.005,0.737,1,Word
1,0,0,2,0.738,0.296,1,Word
1,0,0,3,0.59,0.228,1,Word
1,1,1,2,0.969,0.242,1,Word
1,0,0,3,0.75,0.225,1,Word
1,0,0,2,0.807,0.22,1,Word
1,0,0,2,0.965,0.188,1,Word
1,0,0,2,1.164,0.195,1,Word
1,1,1,3,1.74,0.421,1,Word
1,1,1,3,1.771,0.203,1,Word
1,0,0,2,0.979,0.233,1,Word
1,0,0,3,0.623,0.183,1,Word
1,0,0,1,0.62,0.869,1,Word
1,1,1,3,0.849,0.22,1,Word
1,0,0,2,0.742,0.231,1,Word
1,0,0,2,0.621,0.256,1,Word
1,0,0,3,0.939,0.211,1,Word
1,0,0,3,0.813,0.226,1,Word
1,1,1,2,0.833,0.277,1,Word
1,1,0,2,0.95,0.226,0,Word
1,0,0,3,0.695,0.214,1,Word
1,1,1,2,0.879,0.238,1,Word
1,0,0,2,0.729,0.234,1,Word
1,1,1,2,1.15,0.206,1,Word
1,1,1,3,0.782,0.223,1,Word
1,1,1,3,0.766,0.201,1,Word
1,0,0,2,0.72,0.177,1,Word
1,1,0,2,0.744,0.212,0,Word
1,0,0,3,0.622,0.219,1,Word
1,1,1,3,0.796,0.317,1,Word
1,0,0,3,0.784,0.183,1,Word
1,1,1,3,0.791,0.162,1,Word
1,0,0,3,1.411,0.213,1,Word
1,0,0,3,0.677,0.207,1,Word
1,1,1,3,0.884,0.227,1,Word
1,0,0,3,0.709,0.248,1,Word
1,0,0,2,0.627,0.914,1,Word
1,0,0,3,0.606,0.239,1,Word
1,1,1,3,0.843,0.187,1,Word
1,1,1,3,0.695,0.226,1,Word
1,0,0,3,1.114,0.196,1,Word
1,0,0,2,1.035,0.213,1,Word
1,1,0,2,1.02,0.199,0,Word
1,1,1,3,0.629,0.235,1,Word
1,1,1,3,0.725,0.25,1,Word
1,1,1,3,0.72,0.253,1,Word
1,0,0,2,0.787,0.24,1,Word
1,1,1,2,0.868,0.306,1,Word
1,1,1,3,0.935,0.194,1,Word
1,1,1,3,1.305,0.231,1,Word
1,1,1,3,3.546,0.234,1,Word
1,1,1,3,1.634,0.237,1,Word
1,0,0,3,0.724,0.345,1,Word
1,0,0,3,0.788,0.267,1,Word
1,0,0,3,0.697,0.216,1,Word
1,0,0,3,0.56,0.219,1,Word
1,1,0,1,0.663,3.692,0,Word
1,1,0,1,3.313,0.985,0,Word
1,0,0,3,0.865,0.803,1,Word
1,1,1,3,1.089,0.278,1,Word
1,1,1,3,0.817,0.289,1,Word
1,1,1,3,0.699,0.23,1,Word
10,1,0,2,3.49,1.846,0,Word
10,1,1,3,1.924,1.226,1,Word
10,0,0,2,3.118,1.187,1,Word
10,1,0,2,1.364,0.61,0,Word
10,1,1,3,1.65,0.876,1,Word
10,1,0,1,1.438,0.642,0,Word
10,0,0,2,1.311,0.698,1,Word
10,1,0,2,1.241,0.716,0,Word
10,0,0,2,1.923,0.335,1,Word
10,1,0,2,1.681,0.373,0,Word
10,1,0,1,2.34,0.528,0,Word
10,0,0,2,1.297,1.848,1,Word
10,1,0,3,1.626,0.704,0,Word
10,1,0,3,1.619,0.9,0,Word
10,0,0,3,1.724,1.569,1,Word
10,0,0,3,1.318,0.356,1,Word
10,1,0,1,4.557,0.521,0,Word
10,1,1,2,1.52,1.348,1,Word
10,0,0,1,3.69,1.592,1,Word
10,0,0,3,2.372,1.056,1,Word
10,1,1,2,1.633,0.765,1,Word
10,1,1,1,3.163,0.377,1,Word
10,1,1,2,2.324,0.52,1,Word
10,0,0,2,1.38,0.547,1,Word
10,1,0,2,2.525,1.991,0,Word
10,1,0,3,0.997,0.903,0,Word
10,0,0,1,3.325,0.521,1,Word
10,0,0,2,1.491,1.734,1,Word
10,1,1,3,1.533,0.739,1,Word
10,1,0,1,1.806,1.15,0,Word
10,0,0,1,2.047,0.724,1,Word
10,0,0,1,2.617,0.902,1,Word
10,0,0,1,1.5,0.344,1,Word
10,1,0,2,3.966,1.334,0,Word
10,0,0,2,1.45,0.818,1,Word
10,1,1,2,1.765,0.735,1,Word
10,0,1,1,1.964,0.652,0,Word
10,0,0,2,1.475,1.031,1,Word
10,0,0,3,1.231,0.664,1,Word
10,1,0,3,1.354,0.59,0,Word
10,0,0,3,1.377,1.354,1,Word
10,1,0,3,1.483,0.402,0,Word
10,0,1,1,3.017,1.333,0,Word
10,0,0,2,1.767,1.042,1,Word
10,0,1,2,1.607,0.621,0,Word
10,0,0,2,2.219,1.105,1,Word
10,1,1,1,3.771,0.366,1,Word
10,1,0,3,1.213,0.618,0,Word
10,1,0,3,1.414,0.475,0,Word
10,1,0,2,2.752,0.526,0,Word
10,1,0,2,1.629,0.411,0,Word
10,0,0,3,1.03,1.276,1,Word
10,0,0,3,0.995,0.362,1,Word
10,0,0,3,0.979,0.377,1,Word
10,1,1,3,1.784,0.572,1,Word
10,0,0,2,2.033,0.708,1,Word
10,0,0,3,1.594,0.753,1,Word
10,0,0,2,2.795,0.528,1,Word
10,1,0,2,1.184,0.601,0,Word
10,0,0,2,1.997,0.33,1,Word
10,1,0,2,1.918,0.536,0,Word
10,1,1,2,1.723,0.549,1,Word
10,1,0,2,1.992,0.529,0,Word
10,0,1,2,1.755,0.449,0,Word
10,0,1,1,3.656,0.494,0,Word
10,1,0,2,2.267,2.615,0,Word
10,1,1,2,1.846,1.013,1,Word
10,0,0,1,1.906,0.927,1,Word
10,0,1,1,2.194,0.532,0,Word
10,0,0,3,0.905,0.802,1,Word
10,1,0,1,4.233,0.682,0,Word
10,0,0,2,1.592,0.618,1,Word
10,1,0,2,1.134,2.189,0,Word
10,0,1,2,4.912,0.65,0,Word
10,0,1,2,1.673,0.675,0,Word
10,1,1,1,1.834,0.425,1,Word
10,0,1,1,2.366,0.319,0,Word
10,0,0,2,1.376,0.826,1,Word
10,1,1,3,1.448,0.886,1,Word
10,1,1,1,2.054,0.777,1,Word
10,0,0,3,1.13,0.824,1,Word
10,0,0,2,1.291,1.283,1,Word
10,1,1,3,1.388,0.626,1,Word
10,0,0,1,1.089,0.917,1,Word
10,0,0,2,2.049,0.792,1,Word
10,0,1,2,2.134,0.702,0,Word
10,0,0,2,1.165,0.986,1,Word
10,1,0,1,2.086,0.639,0,Word
10,1,1,2,1.565,0.715,1,Word
10,0,1,1,1.401,0.544,0,Word
10,1,1,2,1.668,0.674,1,Word
10,1,1,2,1.566,0.766,1,Word
10,1,0,1,3.627,3.032,0,Word
10,1,0,1,2.369,0.477,0,Word
10,0,0,2,2.02,0.764,1,Word
10,1,0,2,1.072,0.494,0,Word
11,0,0,1,4.032,0.907,1,Word
11,0,0,2,1.061,1.876,1,Word
11,0,0,2,1.946,0.987,1,Word
11,1,1,3,1.767,1.15,1,Word
11,1,1,3,1.248,0.873,1,Word
11,0,1,1,4.056,1.166,0,Word
11,0,0,2,1.967,0.762,1,Word
11,0,0,2,1.841,0.949,1,Word
11,1,0,2,3.945,0.951,0,Word
11,0,0,1,1.549,1.307,1,Word
11,1,1,3,1.795,0.985,1,Word
11,0,0,1,1.849,0.577,1,Word
11,0,0,1,3.836,0.795,1,Word
11,0,1,2,2.394,0.983,0,Word
11,1,1,2,2.148,0.943,1,Word
11,1,1,2,1.992,2.041,1,Word
11,0,0,1,1.5,1.104,1,Word
11,0,1,1,2.998,2.719,0,Word
11,0,1,2,3.33,0.898,0,Word
11,1,1,3,2.225,0.907,1,Word
11,1,1,2,3.423,1.695,1,Word
11,1,0,1,3.713,0.851,0,Word
11,0,0,1,1.715,0.627,1,Word
11,0,0,1,1.539,0.545,1,Word
11,1,1,1,4.031,1.139,1,Word
11,0,1,2,3.93,0.728,0,Word
11,0,1,2,3.658,1.352,0,Word
11,0,0,2,2.24,1.011,1,Word
11,1,1,3,1.693,0.955,1,Word
11,0,1,1,3.793,0.568,0,Word
11,0,0,1,2.554,0.469,1,Word
11,1,1,3,2.213,1.016,1,Word
11,1,1,3,4.259,1.065,1,Word
11,1,1,2,2.544,0.692,1,Word
11,0,0,2,2.042,1.664,1,Word
11,0,1,1,3.963,2.562,0,Word
11,1,1,2,3.465,0.629,1,Word
11,1,0,2,1.938,1.833,0,Word
11,1,1,3,1.962,2.001,1,Word
11,0,0,1,1.661,1.289,1,Word
11,1,1,3,2.895,0.857,1,Word
11,1,1,3,2.067,1.04,1,Word
11,1,0,1,3.268,1.054,0,Word
11,1,0,1,6.252,1.104,0,Word
11,0,0,1,2.467,0.64,1,Word
11,0,0,1,3.189,0.552,1,Word
11,1,1,3,1.943,1.037,1,Word
11,0,1,1,3.98,0.685,0,Word
11,1,1,3,1.993,0.836,1,Word
11,1,1,3,1.194,1.333,1,Word
11,0,1,3,2.471,0.868,0,Word
11,1,1,3,1.307,0.661,1,Word
11,1,1,1,2.277,1.063,1,Word
11,0,0,2,4.128,1.076,1,Word
11,0,1,2,1.529,1.068,0,Word
11,1,1,2,3.711,0.616,1,Word
11,1,0,1,2.842,1.034,0,Word
11,1,1,3,4.757,0.777,1,Word
11,0,1,2,2.004,0.901,0,Word
11,1,0,1,3.576,0.735,0,Word
11,0,0,2,2.242,1.006,1,Word
11,0,0,2,2.956,1.29,1,Word
11,1,0,2,1.321,0.764,0,Word
11,0,1,2,1.371,1.685,0,Word
11,1,0,1,2.44,1.768,0,Word
11,0,0,1,1.902,0.7,1,Word
11,1,1,3,2.33,0.869,1,Word
11,0,1,2,2.001,0.774,0,Word
11,0,1,3,4.05,1.063,0,Word
11,1,1,3,1.369,0.685,1,Word
11,1,1,1,2.511,0.515,1,Word
11,0,0,1,1.432,0.739,1,Word
11,1,0,1,4.105,0.467,0,Word
11,1,1,3,1.331,0.645,1,Word
11,0,0,2,1.399,0.832,1,Word
11,1,1,1,4.613,0.39,1,Word
11,0,0,1,2.531,1.214,1,Word
11,0,0,1,1.478,0.555,1,Word
11,0,0,2,1.342,2.196,1,Word
11,0,0,2,1.539,0.538,1,Word
11,0,0,2,1.448,0.51,1,Word
11,1,0,1,1.77,0.452,0,Word
11,1,0,1,4.138,0.76,0,Word
11,1,1,3,1.568,1.298,1,Word
11,0,0,1,7.451,0.923,1,Word
11,0,0,1,1.666,0.496,1,Word
11,1,1,3,3.428,0.639,1,Word
11,1,1,2,4.791,0.864,1,Word
11,1,1,3,1.362,0.643,1,Word
11,1,0,1,1.594,0.816,0,Word
11,1,1,3,1.214,0.833,1,Word
11,1,1,3,1.228,0.627,1,Word
11,0,0,2,1.84,1.123,1,Word
11,0,0,1,3.248,2.436,1,Word
11,1,1,3,1.779,0.879,1,Word
11,0,0,1,1.377,0.565,1,Word
12,1,1,3,2.566,0.637,1,Word
12,0,0,1,4.08,0.443,1,Word
12,0,1,2,1.774,0.322,0,Word
12,1,0,2,1.636,0.644,0,Word
12,1,1,3,1.134,0.26,1,Word
12,0,1,3,0.769,0.239,0,Word
12,0,0,2,2.533,0.534,1,Word
12,1,1,2,1.165,0.309,1,Word
12,0,0,1,1.234,3.82,1,Word
12,0,1,1,3.428,0.469,0,Word
12,0,1,3,1.762,0.619,0,Word
12,0,1,2,3.962,0.422,0,Word
12,0,0,1,1.112,0.937,1,Word
12,1,1,3,1.143,0.29,1,Word
12,0,1,3,1.026,0.646,0,Word
12,0,0,2,2.239,0.672,1,Word
12,0,0,2,0.941,0.539,1,Word
12,1,1,3,0.886,0.299,1,Word
12,1,1,3,0.735,0.356,1,Word
12,0,1,1,1.547,0.571,0,Word
12,0,0,2,3.692,0.596,1,Word
12,1,1,2,2.287,0.38,1,Word
12,1,1,2,1.606,0.307,1,Word
12,1,1,2,1.108,0.732,1,Word
12,1,0,1,1.313,0.797,0,Word
12,1,1,3,1.048,0.276,1,Word
12,0,0,2,2.1,0.566,1,Word
12,1,1,3,1.278,0.446,1,Word
12,1,1,3,0.716,0.298,1,Word
12,1,1,3,0.885,0.236,1,Word
12,1,1,2,1.253,0.337,1,Word
12,1,1,3,0.787,0.269,1,Word
12,0,1,1,1.722,0.426,0,Word
12,1,1,3,1.075,0.235,1,Word
12,0,1,3,0.908,0.252,0,Word
12,0,0,2,2.518,0.514,1,Word
12,1,0,2,1.837,0.399,0,Word
12,0,0,3,1.367,0.838,1,Word
12,0,0,2,3.301,0.462,1,Word
12,0,1,2,3.181,0.276,0,Word
12,0,1,3,1.817,0.239,0,Word
12,0,1,1,1.795,0.337,0,Word
12,0,1,1,2.742,0.351,0,Word
12,0,1,1,1.04,0.799,0,Word
12,0,0,1,3.158,0.456,1,Word
12,1,1,2,1.165,0.464,1,Word
12,0,1,2,1.979,0.291,0,Word
12,1,1,3,1.624,0.247,1,Word
12,1,1,3,0.751,0.227,1,Word
12,1,1,3,0.821,0.243,1,Word
12,0,0,1,1.568,0.346,1,Word
12,0,0,2,3.504,0.423,1,Word
12,0,0,1,1.816,0.372,1,Word
12,0,1,3,1.129,0.276,0,Word
12,0,1,3,0.693,0.266,0,Word
12,1,1,3,0.75,0.256,1,Word
12,0,0,1,1.762,0.431,1,Word
12,0,0,2,1.844,0.448,1,Word
12,1,1,3,2.773,0.264,1,Word
12,0,1,1,1.423,0.275,0,Word
12,1,1,1,1.762,0.544,1,Word
12,0,1,2,1.794,0.339,0,Word
12,1,1,3,1.057,0.271,1,Word
12,1,1,2,1.122,0.564,1,Word
12,1,1,3,1.602,0.243,1,Word
12,1,1,3,1.398,0.252,1,Word
12,1,1,3,1.04,0.221,1,Word
12,1,1,1,0.899,0.435,1,Word
12,0,1,2,0.975,0.424,0,Word
12,0,1,2,4.368,0.271,0,Word
12,1,1,1,1.34,0.225,1,Word
12,1,0,2,1.269,0.425,0,Word
12,1,0,2,1.425,0.252,0,Word
12,0,0,2,0.789,0.256,1,Word
12,0,0,2,1.566,0.236,1,Word
12,0,0,2,1.511,0.264,1,Word
12,1,1,2,2.013,0.269,1,Word
12,1,1,2,0.711,0.277,1,Word
12,1,1,3,1.02,0.418,1,Word
12,1,1,3,0.966,0.256,1,Word
12,1,1,2,1.044,0.309,1,Word
12,0,1,1,0.751,0.269,0,Word
12,0,1,1,0.902,0.214,0,Word
12,0,0,2,1.583,0.344,1,Word
12,1,1,3,1.79,0.245,1,Word
12,0,1,3,0.852,0.243,0,Word
12,1,1,3,1.209,0.248,1,Word
12,0,1,1,1.465,0.266,0,Word
12,1,1,1,0.937,0.221,1,Word
12,1,1,3,0.964,0.229,1,Word
12,1,0,1,1.459,0.559,0,Word
12,1,0,2,6.161,0.351,0,Word
12,1,0,2,6.661,0.424,0,Word
12,0,1,3,1.424,0.226,0,Word
12,0,1,1,0.85,0.274,0,Word
12,1,1,3,0.868,0.251,1,Word
13,1,1,3,2.731,0.891,1,Word
13,1,1,3,1.156,0.491,1,Word
13,0,0,1,2.936,0.854,1,Word
13,1,1,2,3.913,0.522,1,Word
13,1,1,3,1.081,1.095,1,Word
13,1,1,3,0.727,0.478,1,Word
13,1,1,3,0.858,0.851,1,Word
13,0,0,1,1.665,0.59,1,Word
13,0,0,2,1.063,0.688,1,Word
13,0,0,2,0.89,0.367,1,Word
13,0,0,3,0.992,1.177,1,Word
13,1,1,3,0.96,0.55,1,Word
13,1,1,3,0.923,0.553,1,Word
13,1,1,3,1.342,0.426,1,Word
13,0,0,2,0.942,0.953,1,Word
13,0,1,3,0.955,1.337,0,Word
13,0,0,2,2.524,0.537,1,Word
13,1,0,2,1.08,0.269,0,Word
13,1,1,2,0.924,0.595,1,Word
13,1,1,2,1.823,1.332,1,Word
13,0,0,2,1.467,0.546,1,Word
13,0,0,3,1.053,0.457,1,Word
13,0,0,2,1.237,0.583,1,Word
13,1,1,3,0.695,0.501,1,Word
13,0,0,2,0.954,0.482,1,Word
13,0,0,3,1.003,0.509,1,Word
13,1,1,3,1.167,0.741,1,Word
13,0,0,1,1.41,0.646,1,Word
13,1,1,3,1.266,0.346,1,Word
13,1,1,3,0.727,0.372,1,Word
13,0,0,2,0.989,2.468,1,Word
13,0,0,2,2.142,0.494,1,Word
13,0,0,2,1.555,0.365,1,Word
13,0,0,2,2.534,0.176,1,Word
13,0,0,2,4.199,0.225,1,Word
13,0,0,2,0.761,0.337,1,Word
13,1,0,2,0.842,0.353,0,Word
13,1,1,3,0.643,0.501,1,Word
13,0,1,2,2.928,0.692,0,Word
13,0,0,2,0.987,0.503,1,Word
13,1,1,3,1.812,0.824,1,Word
13,0,0,2,1.092,0.878,1,Word
13,0,0,1,2.487,1.116,1,Word
13,1,0,2,1.02,0.664,0,Word
13,1,1,3,0.906,0.439,1,Word
13,1,1,3,0.708,0.329,1,Word
13,0,1,2,0.728,0.603,0,Word
13,0,1,1,1.176,0.329,0,Word
13,0,0,2,2.524,0.846,1,Word
13,0,0,1,1.543,1.873,1,Word
13,0,0,2,1.567,0.398,1,Word
13,0,1,2,1.188,0.613,0,Word
13,1,1,3,1.012,0.442,1,Word
13,1,1,2,0.924,0.491,1,Word
13,0,0,2,1.654,0.416,1,Word
13,0,0,3,0.889,0.361,1,Word
13,1,1,3,0.718,0.431,1,Word
13,1,1,3,0.686,0.392,1,Word
13,1,1,2,0.876,0.414,1,Word
13,1,1,2,0.762,0.394,1,Word
13,0,1,1,2.569,0.443,0,Word
13,1,1,3,0.817,0.305,1,Word
13,1,1,3,0.696,0.315,1,Word
13,0,0,2,1.783,0.971,1,Word
13,1,1,1,1.388,0.689,1,Word
13,0,1,1,3.601,0.256,0,Word
13,1,1,3,1.466,0.558,1,Word
13,0,1,1,3.266,0.333,0,Word
13,1,1,3,0.788,0.267,1,Word
13,0,1,1,4.835,0.254,0,Word
13,0,0,1,1.175,0.45,1,Word
13,1,1,1,2.767,0.4,1,Word
13,0,0,1,3.911,0.548,1,Word
13,1,1,1,2.131,0.265,1,Word
13,1,1,3,2.014,0.27,1,Word
13,1,1,1,1.128,0.254,1,Word
13,0,0,1,1.197,0.384,1,Word
13,1,1,3,1.16,0.695,1,Word
13,1,1,1,1.023,0.284,1,Word
13,0,1,2,2.014,0.971,0,Word
13,0,0,2,1.338,1.674,1,Word
13,0,0,1,2.897,0.513,1,Word
13,1,1,3,1.146,0.326,1,Word
13,1,1,3,2.342,0.281,1,Word
13,1,1,3,0.782,0.268,1,Word
13,1,0,1,3.354,0.786,0,Word
13,1,1,3,1.112,0.365,1,Word
13,0,1,1,1.31,0.3,0,Word
13,0,0,1,1.196,0.534,1,Word
13,0,1,1,5.248,0.419,0,Word
13,1,0,1,2.658,0.3,0,Word
13,1,1,1,3.287,0.277,1,Word
13,0,1,1,4.373,0.31,0,Word
13,1,1,2,1.343,0.603,1,Word
13,1,1,2,1.444,0.43,1,Word
13,0,1,1,1.442,0.299,0,Word
14,1,0,1,4.91,0.81,0,Word
14,0,0,2,1.881,0.182,1,Word
14,0,0,2,2.759,0.149,1,Word
14,1,1,3,3.27,0.196,1,Word
14,1,1,3,3.509,0.211,1,Word
14,1,1,1,3.563,0.181,1,Word
14,0,0,2,3.873,0.154,1,Word
14,1,1,2,4.629,0.202,1,Word
14,0,0,2,3.269,0.166,1,Word
14,0,0,2,2.187,0.156,1,Word
14,0,0,2,2.397,0.761,1,Word
14,1,1,1,2.945,0.168,1,Word
14,1,1,2,1.994,0.101,1,Word
14,1,1,3,2.273,0.211,1,Word
14,1,1,2,2.467,0.197,1,Word
14,1,1,3,1.55,0.234,1,Word
14,1,0,1,2.083,0.167,0,Word
14,0,0,2,2.125,0.204,1,Word
14,1,0,2,2.271,0.151,0,Word
14,1,1,3,1.945,0.238,1,Word
14,0,0,3,1.669,0.185,1,Word
14,1,1,1,2.32,0.215,1,Word
14,1,1,3,1.594,0.254,1,Word
14,0,1,2,3.281,0.216,0,Word
14,0,0,3,1.805,0.176,1,Word
14,1,1,1,3.166,0.189,1,Word
14,0,0,2,1.86,0.168,1,Word
14,0,0,2,2.477,0.157,1,Word
14,0,0,3,3.09,0.163,1,Word
14,1,1,3,2.412,0.197,1,Word
14,0,0,1,2.586,0.156,1,Word
14,0,0,2,2.025,0.148,1,Word
14,1,0,1,4.803,0.175,0,Word
14,1,0,1,3.163,0.149,0,Word
14,0,1,1,2.71,0.168,0,Word
14,1,1,2,2.535,0.169,1,Word
14,0,0,2,1.708,0.265,1,Word
14,0,1,2,3.299,0.294,0,Word
14,1,1,3,4.189,0.301,1,Word
14,0,1,2,5.104,0.189,0,Word
14,1,1,1,4.709,0.313,1,Word
14,1,0,1,2.13,0.234,0,Word
14,0,0,2,2.095,0.163,1,Word
14,0,1,2,4.393,0.129,0,Word
14,0,1,1,5.411,0.217,0,Word
14,1,0,2,1.605,0.194,0,Word
14,1,1,1,2.57,0.169,1,Word
14,1,0,2,12.49,0.118,0,Word
14,0,0,2,5.824,0.134,1,Word
14,1,1,3,3.731,0.13,1,Word
14,0,0,1,3.281,0.159,1,Word
14,1,1,3,3.013,1.61,1,Word
14,0,1,3,2.772,0.304,0,Word
14,1,0,1,1.709,0.145,0,Word
14,1,0,2,2.252,0.865,0,Word
14,0,0,2,1.568,0.175,1,Word
14,0,0,3,1.547,0.144,1,Word
14,0,0,2,1.924,0.137,1,Word
14,0,0,2,1.62,0.154,1,Word
14,0,1,1,2.791,0.187,0,Word
14,0,0,2,3.695,0.131,1,Word
14,1,1,1,2.27,0.167,1,Word
14,0,0,2,1.669,0.127,1,Word
14,0,1,1,2.119,0.173,0,Word
14,1,1,3,4.813,0.193,1,Word
14,0,0,1,4.663,0.188,1,Word
14,0,0,2,1.682,0.167,1,Word
14,1,1,2,1.598,0.117,1,Word
14,1,0,2,1.743,0.148,0,Word
14,0,1,2,1.899,0.092,0,Word
14,1,1,2,2.133,0.094,1,Word
14,0,1,2,2.893,0.105,0,Word
14,0,0,1,2.406,0.357,1,Word
14,1,1,2,1.979,0.275,1,Word
14,1,1,2,4.834,0.221,1,Word
14,0,0,2,2.131,0.131,1,Word
14,1,1,1,3.67,0.254,1,Word
14,0,0,1,4.468,0.24,1,Word
14,0,1,2,1.082,0.074,0,Word
14,0,1,2,3.794,0.249,0,Word
14,1,0,1,3.218,0.137,0,Word
14,0,0,1,1.227,0.137,1,Word
14,0,0,1,2.406,0.156,1,Word
14,1,0,2,4.222,0.149,0,Word
14,1,1,3,2.101,0.246,1,Word
14,1,1,2,2.191,0.253,1,Word
14,1,1,1,2.158,0.214,1,Word
14,1,1,1,1.076,0.143,1,Word
14,1,0,2,1.393,0.143,0,Word
14,1,1,3,2.157,0.116,1,Word
14,0,0,2,6.412,0.185,1,Word
14,0,0,2,0.99,0.194,1,Word
14,1,0,1,1.384,0.175,0,Word
14,0,0,2,1.723,0.236,1,Word
14,1,0,2,1.398,0.148,0,Word
14,0,0,2,2.739,0.181,1,Word
15,0,0,3,2.99,1.162,1,Word
15,0,1,2,1.537,0.651,0,Word
15,0,0,1,1.431,0.68,1,Word
15,1,1,3,1.508,0.838,1,Word
15,0,0,1,1.919,0.423,1,Word
15,1,1,3,0.917,0.32,1,Word
15,1,1,3,0.595,0.191,1,Word
15,0,0,3,1.334,0.368,1,Word
15,0,0,3,0.918,0.301,1,Word
15,0,0,3,0.704,0.322,1,Word
15,0,0,3,1.107,0.252,1,Word
15,0,1,2,1.991,0.295,0,Word
15,1,1,2,1.292,0.381,1,Word
15,0,0,2,1.136,0.298,1,Word
15,0,0,2,0.922,0.364,1,Word
15,0,0,2,1.877,0.19,1,Word
15,0,0,3,1.947,0.215,1,Word
15,1,1,3,0.896,0.295,1,Word
15,1,1,3,0.56,0.257,1,Word
15,0,0,3,2.023,0.254,1,Word
15,1,1,3,0.737,0.342,1,Word
15,0,0,2,1.975,0.298,1,Word
15,1,1,3,0.597,0.288,1,Word
15,1,1,3,0.545,0.279,1,Word
15,1,0,3,1.353,0.22,0,Word
15,0,0,3,1.048,0.276,1,Word
15,0,0,3,1.083,0.255,1,Word
15,1,1,3,0.57,0.315,1,Word
15,0,0,2,2.384,1.533,1,Word
15,0,0,3,1.736,0.244,1,Word
15,1,1,3,0.906,0.237,1,Word
15,0,0,3,1.151,0.239,1,Word
15,1,1,3,0.713,0.253,1,Word
15,0,1,1,2.437,0.595,0,Word
15,1,1,3,0.594,0.306,1,Word
15,0,0,2,1.574,1.401,1,Word
15,1,1,3,0.655,0.263,1,Word
15,0,0,3,1.169,0.26,1,Word
15,1,1,3,0.676,0.211,1,Word
15,1,1,2,1.99,0.436,1,Word
15,0,0,2,3.111,0.181,1,Word
15,0,0,1,1.545,0.367,1,Word
15,0,0,3,1.856,0.292,1,Word
15,0,0,3,1.02,0.226,1,Word
15,1,1,3,0.762,0.251,1,Word
15,1,1,3,0.634,0.198,1,Word
15,1,1,3,0.506,0.271,1,Word
15,1,1,3,0.518,0.335,1,Word
15,0,0,3,1.429,0.318,1,Word
15,0,0,1,1.967,0.211,1,Word
15,1,1,1,2.266,0.592,1,Word
15,1,0,1,1.807,0.542,0,Word
15,1,1,3,0.631,0.299,1,Word
15,1,1,3,0.568,0.25,1,Word
15,1,1,3,0.52,0.316,1,Word
15,0,0,3,1.067,0.229,1,Word
15,0,0,3,0.878,0.254,1,Word
15,0,0,1,1.944,0.257,1,Word
15,1,1,3,1.083,1.128,1,Word
15,0,1,1,0.707,1.166,0,Word
15,1,1,3,0.64,0.255,1,Word
15,0,0,1,2.012,1.253,1,Word
15,1,1,3,1.188,0.246,1,Word
15,1,1,3,0.574,0.252,1,Word
15,0,0,2,3.261,0.228,1,Word
15,0,1,1,2.497,0.291,0,Word
15,0,0,2,1.173,0.41,1,Word
15,0,0,2,1.517,0.325,1,Word
15,0,0,1,1.828,0.18,1,Word
15,1,1,3,0.629,0.248,1,Word
15,1,1,3,0.551,0.235,1,Word
15,1,1,3,0.56,0.265,1,Word
15,0,1,1,1.063,1.657,0,Word
15,0,0,3,1.126,0.279,1,Word
15,1,0,2,1.862,0.279,0,Word
15,1,1,3,0.56,0.269,1,Word
15,1,1,3,0.507,0.272,1,Word
15,1,1,3,0.778,0.406,1,Word
15,1,1,3,0.765,0.268,1,Word
15,0,0,1,1.509,0.299,1,Word
15,0,0,1,1.258,0.219,1,Word
15,1,1,3,1.014,0.256,1,Word
15,1,1,3,0.539,0.288,1,Word
15,0,0,2,3.698,0.509,1,Word
15,1,1,3,0.683,0.31,1,Word
15,0,0,2,1.481,0.187,1,Word
15,0,0,2,1.321,0.334,1,Word
15,1,0,1,1.035,1.9,0,Word
