Subj_idx,Stimulus,Response,Confidence,RT_dec,Conf_presses,Condition,Accuracy,Contrast,Orientation
1,0,0,6,0.8830156,2,Discrimination,1,0.045,NaN
1,1,1,3,0.932024,1,Discrimination,1,0.045,NaN
1,1,0,2,1.3326874,1,Discrimination,0,0.045,NaN
1,1,0,5,0.7660649,2,Discrimination,0,0.045,NaN
1,1,1,6,0.7660602,3,Discrimination,1,0.045,NaN
1,1,1,6,0.7331742,3,Discrimination,1,0.045,NaN
1,1,0,1,1.2820248,2,Discrimination,0,0.045,NaN
1,1,1,4,0.9994294,0,Discrimination,1,0.045,NaN
1,1,1,3,1.0987147,4,Discrimination,1,0.045,NaN
1,0,0,3,0.8828483,1,Discrimination,1,0.045,NaN
1,1,1,1,1.3148098,2,Discrimination,1,0.045,NaN
1,1,0,2,1.1826678,3,Discrimination,0,0.045,NaN
1,0,0,2,1.2484622,2,Discrimination,1,0.045,NaN
1,1,0,2,1.3483434,3,Discrimination,0,0.045,NaN
1,0,0,6,0.7157744,4,Discrimination,1,0.045,NaN
1,0,0,6,0.8987626,4,Discrimination,1,0.045,NaN
1,1,1,4,0.8493312,0,Discrimination,1,0.045,NaN
1,1,0,6,1.1653405,4,Discrimination,0,0.045,NaN
1,0,1,3,1.3322857,2,Discrimination,0,0.045,NaN
1,1,1,3,0.9153406,4,Discrimination,1,0.045,NaN
1,1,1,5,0.7324294,2,Discrimination,1,0.045,NaN
1,0,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,0,0,1,0.9325069,3,Discrimination,1,0.045,NaN
1,0,0,6,0.7154422,4,Discrimination,1,0.045,NaN
1,1,0,5,0.6828401,1,Discrimination,0,0.045,NaN
1,1,0,2,1.2485406,2,Discrimination,0,0.045,NaN
1,0,0,6,0.6326186,6,Discrimination,1,0.045,NaN
1,0,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,1,1,3,0.7823533,1,Discrimination,1,0.045,NaN
1,0,0,2,1.3986022,1,Discrimination,1,0.045,NaN
1,0,0,5,0.8159315,1,Discrimination,1,0.045,NaN
1,0,1,3,0.9491499,2,Discrimination,0,0.045,NaN
1,0,0,6,1.2988141,4,Discrimination,1,0.045,NaN
1,1,0,4,0.8496469,1,Discrimination,0,0.045,NaN
1,0,1,2,0.9983662,1,Discrimination,0,0.045,NaN
1,0,0,5,0.7153249,2,Discrimination,1,0.045,NaN
1,0,0,6,0.749098,4,Discrimination,1,0.045,NaN
1,0,0,6,0.7488152,4,Discrimination,1,0.045,NaN
1,1,0,4,1.0815972,4,Discrimination,0,0.045,NaN
1,0,1,1,0.9158824,1,Discrimination,0,0.045,NaN
1,1,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,0,0,6,0.7826257,0,Discrimination,1,0.045,NaN
1,0,1,1,1.1321072,2,Discrimination,0,0.045,NaN
1,1,1,6,0.6997085,5,Discrimination,1,0.045,NaN
1,0,0,5,0.9659478,4,Discrimination,1,0.045,NaN
1,1,1,5,0.682869,3,Discrimination,1,0.045,NaN
1,1,1,3,1.0673968,5,Discrimination,1,0.045,NaN
1,1,1,6,0.7657709,5,Discrimination,1,0.045,NaN
1,1,1,6,0.5996301,3,Discrimination,1,0.045,NaN
1,0,1,4,0.9157806,2,Discrimination,0,0.045,NaN
1,1,0,2,0.882212,1,Discrimination,0,0.045,NaN
1,1,1,2,1.4813533,2,Discrimination,1,0.045,NaN
1,0,1,2,0.9163857,0,Discrimination,0,0.045,NaN
1,1,1,6,0.632924,5,Discrimination,1,0.045,NaN
1,1,1,5,0.6990136,2,Discrimination,1,0.045,NaN
1,0,1,3,0.7829083,3,Discrimination,0,0.045,NaN
1,1,0,2,0.9657317,2,Discrimination,0,0.045,NaN
1,0,0,4,0.7992657,2,Discrimination,1,0.045,NaN
1,0,0,4,0.8162859,5,Discrimination,1,0.045,NaN
1,1,1,6,0.7826236,1,Discrimination,1,0.045,NaN
1,0,0,6,0.7326604,0,Discrimination,1,0.045,NaN
1,1,1,6,0.6659753,1,Discrimination,1,0.045,NaN
1,0,0,4,0.8014702,1,Discrimination,1,0.045,NaN
1,1,1,4,0.8325504,1,Discrimination,1,0.045,NaN
1,1,1,1,0.9831393,0,Discrimination,1,0.045,NaN
1,0,1,1,1.0334197,3,Discrimination,0,0.045,NaN
1,0,0,2,0.9993101,0,Discrimination,1,0.045,NaN
1,0,0,2,0.7652041,4,Discrimination,1,0.045,NaN
1,0,0,3,0.7320851,1,Discrimination,1,0.045,NaN
1,1,1,3,0.9155163,2,Discrimination,1,0.045,NaN
1,0,0,2,0.6665335,1,Discrimination,1,0.045,NaN
1,0,0,3,0.8000832,2,Discrimination,1,0.045,NaN
1,0,1,3,0.9989348,3,Discrimination,0,0.045,NaN
1,1,1,4,0.6331788,1,Discrimination,1,0.045,NaN
1,0,1,1,1.0992052,2,Discrimination,0,0.045,NaN
1,1,1,6,0.5680195,4,Discrimination,1,0.045,NaN
1,0,1,2,1.4323958,1,Discrimination,0,0.045,NaN
1,1,1,1,1.1987733,3,Discrimination,1,0.045,NaN
1,1,1,5,0.6822165,4,Discrimination,1,0.045,NaN
1,0,0,6,0.882133,1,Discrimination,1,0.045,NaN
1,1,1,2,1.1486812,3,Discrimination,1,0.045,NaN
1,0,1,2,0.9993482,1,Discrimination,0,0.045,NaN
1,1,1,3,0.9992685,2,Discrimination,1,0.045,NaN
1,0,0,2,1.0150858,1,Discrimination,1,0.045,NaN
1,1,1,6,0.5995404,4,Discrimination,1,0.045,NaN
1,0,0,3,0.9157309,3,Discrimination,1,0.045,NaN
1,1,0,1,1.0152793,1,Discrimination,0,0.045,NaN
1,0,1,2,0.7830703,3,Discrimination,0,0.045,NaN
1,1,0,2,1.3319002,3,Discrimination,0,0.045,NaN
1,0,1,2,1.4319806,0,Discrimination,0,0.045,NaN
1,0,1,3,1.1983602,3,Discrimination,0,0.045,NaN
1,0,0,2,1.1990989,1,Discrimination,1,0.045,NaN
1,1,0,3,1.2815111,3,Discrimination,0,0.045,NaN
1,1,1,2,0.7823771,2,Discrimination,1,0.045,NaN
1,1,0,2,1.181992,1,Discrimination,0,0.045,NaN
1,0,0,4,0.8323201,4,Discrimination,1,0.045,NaN
1,1,1,3,0.8487141,2,Discrimination,1,0.045,NaN
1,0,0,2,1.3157055,2,Discrimination,1,0.045,NaN
1,1,1,6,0.7152675,2,Discrimination,1,0.045,NaN
1,1,1,4,0.8162661,0,Discrimination,1,0.045,NaN
1,1,1,6,0.9150739,5,Discrimination,1,0.045,NaN
1,1,1,4,0.8162475,2,Discrimination,1,0.045,NaN
1,1,0,2,1.3486032,2,Discrimination,0,0.045,NaN
1,0,1,2,0.865953,2,Discrimination,0,0.045,NaN
1,0,1,2,0.7320817,1,Discrimination,0,0.045,NaN
1,1,0,3,1.0153342,1,Discrimination,0,0.045,NaN
1,1,1,3,0.949055,4,Discrimination,1,0.045,NaN
1,0,0,3,1.1648145,2,Discrimination,1,0.045,NaN
1,1,1,3,0.8156182,2,Discrimination,1,0.045,NaN
1,1,1,6,0.7822579,3,Discrimination,1,0.045,NaN
1,0,0,1,1.1825394,0,Discrimination,1,0.045,NaN
1,0,0,2,1.3152303,2,Discrimination,1,0.045,NaN
1,0,0,4,1.0823219,3,Discrimination,1,0.045,NaN
1,0,0,4,0.8500464,2,Discrimination,1,0.045,NaN
1,0,1,2,0.716004,1,Discrimination,0,0.045,NaN
1,0,0,6,0.6663359,2,Discrimination,1,0.045,NaN
1,0,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,1,1,2,1.0988178,2,Discrimination,1,0.045,NaN
1,1,1,2,1.3323671,4,Discrimination,1,0.045,NaN
1,0,0,6,1.3979034,2,Discrimination,1,0.045,NaN
1,0,1,2,1.0761621,1,Discrimination,0,0.045,NaN
1,0,1,6,0.916153,4,Discrimination,0,0.045,NaN
1,1,1,6,0.7656733,5,Discrimination,1,0.045,NaN
1,1,1,6,0.982156,4,Discrimination,1,0.045,NaN
1,0,1,3,0.8322093,5,Discrimination,0,0.045,NaN
1,0,1,2,1.2997115,0,Discrimination,0,0.045,NaN
1,0,1,2,1.0988674,3,Discrimination,0,0.045,NaN
1,1,1,5,0.8820574,4,Discrimination,1,0.045,NaN
1,1,1,6,0.7663537,2,Discrimination,1,0.045,NaN
1,0,1,6,0.9491147,2,Discrimination,0,0.045,NaN
1,0,1,6,1.0821621,5,Discrimination,0,0.045,NaN
1,0,1,5,0.7664517,0,Discrimination,0,0.045,NaN
1,1,1,2,1.3324029,0,Discrimination,1,0.045,NaN
1,1,1,3,1.0486588,3,Discrimination,1,0.045,NaN
1,0,1,2,1.1485789,1,Discrimination,0,0.045,NaN
1,1,1,2,0.7495617,0,Discrimination,1,0.045,NaN
1,0,1,2,1.331772,1,Discrimination,0,0.045,NaN
1,0,0,3,0.9325706,2,Discrimination,1,0.045,NaN
1,1,1,5,0.6994733,3,Discrimination,1,0.045,NaN
1,1,1,5,1.2153091,1,Discrimination,1,0.045,NaN
1,0,1,4,1.0492028,1,Discrimination,0,0.045,NaN
1,1,1,3,1.5152209,0,Discrimination,1,0.045,NaN
1,1,1,5,0.9995925,4,Discrimination,1,0.045,NaN
1,1,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,0,1,2,1.2820623,2,Discrimination,0,0.045,NaN
1,1,1,4,0.7497083,3,Discrimination,1,0.045,NaN
1,1,0,1,1.1814614,0,Discrimination,0,0.045,NaN
1,1,1,3,0.8988379,3,Discrimination,1,0.045,NaN
1,0,1,2,0.7655417,2,Discrimination,0,0.045,NaN
1,0,0,5,0.616237,1,Discrimination,1,0.045,NaN
1,1,0,3,0.7499089,3,Discrimination,0,0.045,NaN
1,1,1,3,1.0821006,2,Discrimination,1,0.045,NaN
1,0,0,2,0.8994676,1,Discrimination,1,0.045,NaN
1,0,0,4,0.8157523,1,Discrimination,1,0.045,NaN
1,0,0,4,0.7491848,2,Discrimination,1,0.045,NaN
1,1,1,4,1.1492244,3,Discrimination,1,0.045,NaN
1,0,0,4,0.7827705,3,Discrimination,1,0.045,NaN
1,1,1,4,0.9155333,3,Discrimination,1,0.045,NaN
1,1,1,2,1.0157232,2,Discrimination,1,0.045,NaN
1,0,0,2,1.2319899,2,Discrimination,1,0.045,NaN
1,1,1,4,1.1078875,2,Discrimination,1,0.045,NaN
1,1,0,6,0.8027141,1,Discrimination,0,0.045,NaN
1,1,0,2,0.8990064,1,Discrimination,0,0.045,NaN
1,0,1,2,1.0821769,1,Discrimination,0,0.045,NaN
1,1,1,4,1.147894,2,Discrimination,1,0.045,NaN
1,1,1,3,0.7997909,1,Discrimination,1,0.045,NaN
1,0,0,6,1.2483175,5,Discrimination,1,0.045,NaN
1,0,1,2,1.315426,3,Discrimination,0,0.045,NaN
1,0,0,6,0.9497653,4,Discrimination,1,0.045,NaN
1,0,NaN,NaN,NaN,0,Discrimination,NaN,0.045,NaN
1,0,0,4,0.9327646,4,Discrimination,1,0.045,NaN
1,1,1,5,0.682701,5,Discrimination,1,0.045,NaN
1,1,0,2,0.9658212,4,Discrimination,0,0.045,NaN
1,0,0,4,0.9492891,3,Discrimination,1,0.045,NaN
1,1,1,3,0.8651411,1,Discrimination,1,0.045,NaN
1,0,0,5,0.8329905,0,Discrimination,1,0.045,NaN
1,1,1,5,0.8824931,1,Discrimination,1,0.045,NaN
1,0,0,2,1.2150262,3,Discrimination,1,0.045,NaN
1,1,1,4,0.6490945,3,Discrimination,1,0.045,NaN
1,0,0,4,1.1984693,3,Discrimination,1,0.045,NaN
1,0,0,2,1.1667483,2,Discrimination,1,0.045,NaN
1,1,0,2,0.8661782,2,Discrimination,0,0.045,NaN
1,0,1,2,0.981645,3,Discrimination,0,0.045,NaN
1,1,0,2,0.7994636,3,Discrimination,0,0.045,NaN
1,0,0,5,0.7321097,3,Discrimination,1,0.045,NaN
1,1,0,2,1.415625,1,Discrimination,0,0.045,NaN
1,0,0,2,0.8505369,2,Discrimination,1,0.045,NaN
1,0,0,4,0.9152549,3,Discrimination,1,0.045,NaN
1,1,0,3,0.9820409,3,Discrimination,0,0.045,NaN
1,1,0,4,0.7986122,2,Discrimination,0,0.045,NaN
1,1,1,2,1.0662421,1,Discrimination,1,0.045,NaN
1,0,0,3,0.7326266,2,Discrimination,1,0.045,NaN
1,1,1,4,0.9324385,2,Discrimination,1,0.045,NaN
1,0,0,3,1.2654194,2,Discrimination,1,0.045,NaN
1,0,0,3,0.782653,2,Discrimination,1,0.045,NaN
1,1,1,1,1.1817353,4,Discrimination,1,0.045,NaN
1,0,0,6,0.682626,2,Discrimination,1,0.045,NaN
1,1,1,3,0.9990521,3,Discrimination,1,0.045,NaN
1,0,0,2,1.2485632,1,Discrimination,1,0.045,NaN
1,1,0,5,1.2316979,2,Discrimination,0,0.045,NaN
1,1,1,6,1.0149977,5,Detection,1,0.065,Anticlockwise
1,1,1,5,0.782538,3,Detection,1,0.065,Clockwise
1,1,0,2,0.7989182,3,Detection,0,0.065,Clockwise
1,1,0,2,0.9488321,3,Detection,0,0.065,Clockwise
1,0,0,2,1.1150173,3,Detection,1,0,NaN
1,1,1,6,0.7826458,4,Detection,1,0.065,Anticlockwise
1,1,1,6,0.7987785,2,Detection,1,0.065,Anticlockwise
1,0,0,2,0.9661419,1,Detection,1,0,NaN
1,0,0,3,0.9988001,2,Detection,1,0,NaN
1,0,0,2,0.815967,6,Detection,1,0,NaN
1,1,1,6,0.8330115,2,Detection,1,0.065,Clockwise
1,0,1,4,0.6832217,3,Detection,0,0,NaN
1,0,1,2,1.049379,3,Detection,0,0,NaN
1,1,1,6,0.7326916,3,Detection,1,0.065,Clockwise
1,0,1,2,0.9823638,2,Detection,0,0,NaN
1,1,1,2,1.5308694,5,Detection,1,0.065,Anticlockwise
1,0,0,1,0.8161986,2,Detection,1,0,NaN
1,0,0,1,1.0151364,2,Detection,1,0,NaN
1,0,1,2,0.9989866,4,Detection,0,0,NaN
1,1,0,3,0.9652336,1,Detection,0,0.065,Anticlockwise
1,0,1,2,1.2988677,1,Detection,0,0,NaN
1,1,NaN,NaN,NaN,0,Detection,NaN,0.065,Clockwise
1,1,0,3,0.865675,1,Detection,0,0.065,Clockwise
1,0,0,3,0.8997592,3,Detection,1,0,NaN
1,0,1,6,0.7996081,1,Detection,0,0,NaN
1,1,1,6,0.6493342,4,Detection,1,0.065,Clockwise
1,0,1,6,0.7164011,2,Detection,0,0,NaN
1,1,0,3,0.9823949,3,Detection,0,0.065,Anticlockwise
1,0,0,2,1.0489542,2,Detection,1,0,NaN
1,1,1,3,1.2985583,0,Detection,1,0.065,Anticlockwise
1,0,0,2,0.7826201,1,Detection,1,0,NaN
1,0,1,5,1.2652558,4,Detection,0,0,NaN
1,0,0,3,0.7989026,2,Detection,1,0,NaN
1,0,0,2,1.2487297,2,Detection,1,0,NaN
1,1,NaN,NaN,NaN,0,Detection,NaN,0.065,Anticlockwise
1,1,1,6,0.7157465,4,Detection,1,0.065,Clockwise
1,1,0,1,1.2492619,1,Detection,0,0.065,Anticlockwise
1,0,0,3,1.4485484,4,Detection,1,0,NaN
1,1,1,6,0.665698,3,Detection,1,0.065,Clockwise
1,1,0,1,1.3819931,1,Detection,0,0.065,Anticlockwise
1,1,1,1,0.9461503,5,Detection,1,0.065,Anticlockwise
1,1,0,3,1.1155016,3,Detection,0,0.065,Clockwise
1,0,0,1,0.9164155,3,Detection,1,0,NaN
1,0,1,6,0.8656575,3,Detection,0,0,NaN
1,0,0,2,0.966025,1,Detection,1,0,NaN
1,0,0,3,0.799457,1,Detection,1,0,NaN
1,1,1,6,0.7498993,4,Detection,1,0.065,Clockwise
1,1,1,6,0.8655862,2,Detection,1,0.065,Clockwise
1,0,1,6,1.1160909,5,Detection,0,0,NaN
1,0,1,5,0.9319258,0,Detection,0,0,NaN
1,0,0,5,0.8499052,1,Detection,1,0,NaN
1,1,1,4,0.7663381,3,Detection,1,0.065,Anticlockwise
1,1,1,6,0.7158837,2,Detection,1,0.065,Anticlockwise
1,0,0,2,1.4652377,1,Detection,1,0,NaN
1,1,1,5,0.6992055,2,Detection,1,0.065,Clockwise
1,0,1,6,0.6670912,1,Detection,0,0,NaN
1,0,0,2,0.7327273,3,Detection,1,0,NaN
1,1,1,4,0.8828964,3,Detection,1,0.065,Clockwise
1,1,1,6,0.6161011,3,Detection,1,0.065,Clockwise
1,0,1,2,0.7161713,0,Detection,0,0,NaN
1,1,1,2,0.9824479,1,Detection,1,0.065,Clockwise
1,1,1,6,0.7325295,3,Detection,1,0.065,Clockwise
1,0,1,4,0.7323066,2,Detection,0,0,NaN
1,1,1,6,0.7165466,2,Detection,1,0.065,Anticlockwise
1,1,1,6,0.6995991,2,Detection,1,0.065,Clockwise
1,1,1,3,0.9661399,2,Detection,1,0.065,Anticlockwise
1,1,1,6,0.7158398,2,Detection,1,0.065,Anticlockwise
1,0,1,6,0.6492248,2,Detection,0,0,NaN
1,1,1,6,0.649533,1,Detection,1,0.065,Anticlockwise
1,0,1,3,1.0323886,3,Detection,0,0,NaN
1,0,1,6,0.7490915,1,Detection,0,0,NaN
1,1,1,6,0.6996749,3,Detection,1,0.065,Anticlockwise
1,1,1,6,0.6499532,4,Detection,1,0.065,Clockwise
1,1,1,6,0.7494544,2,Detection,1,0.065,Anticlockwise
1,0,1,4,1.0159528,2,Detection,0,0,NaN
1,1,1,6,0.7158514,4,Detection,1,0.065,Anticlockwise
1,0,1,1,1.1150458,2,Detection,0,0,NaN
1,0,0,1,0.9166945,2,Detection,1,0,NaN
1,0,0,3,0.7328444,2,Detection,1,0,NaN
1,0,0,3,0.7821001,3,Detection,1,0,NaN
1,0,0,4,0.9937258,0,Detection,1,0,NaN
1,1,0,3,0.9325543,1,Detection,0,0.065,Anticlockwise
1,0,0,2,0.8328027,2,Detection,1,0,NaN
1,1,1,4,0.9821889,1,Detection,1,0.065,Clockwise
1,1,1,6,0.6658396,4,Detection,1,0.065,Clockwise
1,1,1,6,0.6156989,1,Detection,1,0.065,Clockwise
1,1,1,6,0.8988457,5,Detection,1,0.065,Anticlockwise
1,0,1,4,0.8329242,3,Detection,0,0,NaN
1,0,1,4,0.6662153,3,Detection,0,0,NaN
1,1,0,1,0.715835,3,Detection,0,0.065,Anticlockwise
1,1,1,6,0.5992943,4,Detection,1,0.065,Clockwise
1,0,1,5,1.0328042,3,Detection,0,0,NaN
1,1,1,5,0.7829868,3,Detection,1,0.065,Anticlockwise
1,0,0,2,0.9326765,3,Detection,1,0,NaN
1,0,1,5,1.0488266,4,Detection,0,0,NaN
1,1,1,6,0.7658966,3,Detection,1,0.065,Clockwise
1,1,1,4,0.832854,2,Detection,1,0.065,Anticlockwise
1,1,1,5,1.0987443,2,Detection,1,0.065,Clockwise
1,0,1,3,0.9157139,2,Detection,0,0,NaN
1,1,1,2,0.8002327,3,Detection,1,0.065,Clockwise
1,1,1,5,0.8815756,4,Detection,1,0.065,Anticlockwise
1,1,0,1,1.1823164,3,Detection,0,0.065,Anticlockwise
1,1,1,6,0.7491495,2,Detection,1,0.065,Anticlockwise
1,0,0,1,1.182896,1,Detection,1,0,NaN
1,0,0,4,0.8657291,2,Detection,1,0,NaN
1,1,1,4,0.8829491,4,Detection,1,0.065,Anticlockwise
1,0,1,2,0.8490797,1,Detection,0,0,NaN
1,1,1,3,0.7492388,1,Detection,1,0.065,Clockwise
1,0,1,3,0.5995464,1,Detection,0,0,NaN
1,1,1,5,0.5993755,3,Detection,1,0.065,Clockwise
1,0,0,1,0.9158484,1,Detection,1,0,NaN
1,0,0,2,1.0651957,3,Detection,1,0,NaN
1,0,0,2,0.9996379,3,Detection,1,0,NaN
1,0,0,2,1.281721,0,Detection,1,0,NaN
1,0,0,3,1.0823824,3,Detection,1,0,NaN
1,0,1,3,1.2483663,1,Detection,0,0,NaN
1,1,1,6,0.7320004,1,Detection,1,0.065,Anticlockwise
1,0,0,2,0.9990669,5,Detection,1,0,NaN
1,1,0,2,0.8323424,4,Detection,0,0.065,Clockwise
1,0,0,2,0.7322572,2,Detection,1,0,NaN
1,0,0,3,1.3487295,4,Detection,1,0,NaN
1,0,1,3,1.1661236,0,Detection,0,0,NaN
1,1,1,6,1.1983861,3,Detection,1,0.065,Anticlockwise
1,1,0,4,0.8817879,1,Detection,0,0.065,Clockwise
1,1,1,3,0.7657119,2,Detection,1,0.065,Anticlockwise
1,0,1,3,0.8994149,2,Detection,0,0,NaN
1,0,1,3,1.1991073,2,Detection,0,0,NaN
1,1,0,5,1.3650391,0,Detection,0,0.065,Clockwise
1,0,1,2,1.1816862,1,Detection,0,0,NaN
1,0,1,1,1.0989025,0,Detection,0,0,NaN
1,1,0,3,1.1652461,0,Detection,0,0.065,Anticlockwise
1,0,0,2,0.9681455,0,Detection,1,0,NaN
1,0,0,1,0.9822735,2,Detection,1,0,NaN
1,0,0,4,0.867297,3,Detection,1,0,NaN
1,1,0,5,0.9988429,0,Detection,0,0.065,Clockwise
1,1,0,5,0.8495736,0,Detection,0,0.065,Anticlockwise
1,0,0,4,0.79929,0,Detection,1,0,NaN
1,1,0,2,0.7985677,1,Detection,0,0.065,Clockwise
1,1,1,6,0.9818166,3,Detection,1,0.065,Clockwise
1,1,1,6,0.9490749,1,Detection,1,0.065,Clockwise
1,1,1,6,0.7992108,2,Detection,1,0.065,Anticlockwise
1,0,0,3,0.8654591,3,Detection,1,0,NaN
1,1,1,6,0.7669846,4,Detection,1,0.065,Anticlockwise
1,0,0,2,0.8657466,1,Detection,1,0,NaN
1,0,1,5,0.9489841,2,Detection,0,0,NaN
1,0,0,4,0.9489567,2,Detection,1,0,NaN
1,0,0,3,0.8328427,0,Detection,1,0,NaN
1,1,1,4,0.7657432,1,Detection,1,0.065,Anticlockwise
1,1,1,2,0.8824183,2,Detection,1,0.065,Anticlockwise
1,0,0,2,0.9156026,2,Detection,1,0,NaN
1,1,NaN,NaN,NaN,0,Detection,NaN,0.065,Clockwise
1,0,0,4,0.8656572,3,Detection,1,0,NaN
1,1,1,6,0.6828428,3,Detection,1,0.065,Anticlockwise
1,1,1,5,0.8995159,1,Detection,1,0.065,Clockwise
1,0,0,2,1.5152694,3,Detection,1,0,NaN
1,1,1,6,0.7830846,3,Detection,1,0.065,Anticlockwise
1,1,0,1,0.9651484,0,Detection,0,0.065,Clockwise
1,0,0,2,1.0322691,0,Detection,1,0,NaN
1,1,0,1,1.3984856,0,Detection,0,0.065,Clockwise
1,0,0,3,1.1327861,2,Detection,1,0,NaN
1,0,0,3,1.1323471,0,Detection,1,0,NaN
1,0,0,3,0.882227,1,Detection,1,0,NaN
1,1,1,6,0.9328198,1,Detection,1,0.065,Anticlockwise
1,1,1,3,1.3487519,0,Detection,1,0.065,Anticlockwise
1,0,0,3,0.7997422,2,Detection,1,0,NaN
1,1,1,6,0.8656883,2,Detection,1,0.065,Clockwise
1,1,1,6,0.7991623,2,Detection,1,0.065,Clockwise
1,1,0,3,1.3656231,2,Detection,0,0.065,Anticlockwise
1,0,0,6,0.9992469,2,Detection,1,0,NaN
1,0,0,3,0.9150904,2,Detection,1,0,NaN
1,0,0,4,0.8153504,1,Detection,1,0,NaN
1,0,0,3,1.0668238,2,Detection,1,0,NaN
1,1,1,6,0.8827389,4,Detection,1,0.065,Anticlockwise
1,0,NaN,NaN,NaN,0,Detection,NaN,0,NaN
1,1,0,2,1.1491676,2,Detection,0,0.065,Anticlockwise
1,1,1,6,0.8679974,2,Detection,1,0.065,Clockwise
1,1,1,6,0.8322939,2,Detection,1,0.065,Anticlockwise
1,0,0,4,0.7996488,2,Detection,1,0,NaN
1,0,0,3,1.1005349,2,Detection,1,0,NaN
1,0,0,3,1.3152496,2,Detection,1,0,NaN
1,1,1,4,0.6833169,3,Detection,1,0.065,Clockwise
1,1,1,3,1.0822151,2,Detection,1,0.065,Clockwise
1,0,0,2,0.9490704,2,Detection,1,0,NaN
1,1,0,3,1.0660407,2,Detection,0,0.065,Clockwise
1,1,1,5,0.9986298,4,Detection,1,0.065,Anticlockwise
1,0,0,2,0.9823801,1,Detection,1,0,NaN
1,0,0,3,0.8995682,1,Detection,1,0,NaN
1,0,0,4,0.9988514,2,Detection,1,0,NaN
1,1,1,2,1.1993878,3,Detection,1,0.065,Anticlockwise
1,1,1,6,0.6828647,5,Detection,1,0.065,Clockwise
1,0,0,3,0.8995325,2,Detection,1,0,NaN
1,1,1,6,0.7825467,1,Detection,1,0.065,Clockwise
1,0,0,2,0.9493065,2,Detection,1,0,NaN
1,0,0,2,0.9487549,1,Detection,1,0,NaN
1,0,0,2,0.9325996,2,Detection,1,0,NaN
1,1,1,5,0.8825693,2,Detection,1,0.065,Clockwise
1,1,1,6,0.8332436,1,Detection,1,0.065,Clockwise
1,0,0,3,0.9994559,3,Detection,1,0,NaN
1,1,1,6,0.7659514,5,Detection,1,0.065,Anticlockwise
1,1,1,6,0.7492817,2,Detection,1,0.065,Anticlockwise
2,1,0,2,0.8580885,2,Discrimination,0,0.035,NaN
2,0,1,2,0.9983111,0,Discrimination,0,0.035,NaN
2,1,0,3,1.2825233,1,Discrimination,0,0.035,NaN
2,0,0,2,1.0326651,1,Discrimination,1,0.035,NaN
2,1,1,3,0.7822819,0,Discrimination,1,0.035,NaN
2,0,0,4,0.7514396,3,Discrimination,1,0.035,NaN
2,0,0,3,0.9661927,3,Discrimination,1,0.035,NaN
2,1,1,3,1.0511591,2,Discrimination,1,0.035,NaN
2,0,0,3,0.8509616,1,Discrimination,1,0.035,NaN
2,1,0,3,1.0331405,2,Discrimination,0,0.035,NaN
2,0,0,5,0.8173721,2,Discrimination,1,0.035,NaN
2,1,1,3,1.0154673,3,Discrimination,1,0.035,NaN
2,1,0,2,0.8994837,1,Discrimination,0,0.035,NaN
2,1,0,3,0.932793,1,Discrimination,0,0.035,NaN
2,1,0,3,0.8316303,2,Discrimination,0,0.035,NaN
2,0,0,3,0.8004336,0,Discrimination,1,0.035,NaN
2,0,1,3,1.2480233,0,Discrimination,0,0.035,NaN
2,1,0,2,0.7824608,0,Discrimination,0,0.035,NaN
2,0,0,5,0.7659,1,Discrimination,1,0.035,NaN
2,0,0,3,0.7977699,1,Discrimination,1,0.035,NaN
2,0,0,3,0.865678,1,Discrimination,1,0.035,NaN
2,1,1,2,0.8014282,1,Discrimination,1,0.035,NaN
2,1,0,3,0.7496955,3,Discrimination,0,0.035,NaN
2,1,0,3,0.7840226,2,Discrimination,0,0.035,NaN
2,1,0,3,0.7658404,1,Discrimination,0,0.035,NaN
2,1,0,4,0.7674322,2,Discrimination,0,0.035,NaN
2,0,0,3,0.8139135,1,Discrimination,1,0.035,NaN
2,1,0,4,0.7833875,1,Discrimination,0,0.035,NaN
2,0,0,3,1.1332471,2,Discrimination,1,0.035,NaN
2,1,1,3,0.9984683,2,Discrimination,1,0.035,NaN
2,0,0,5,0.8503183,2,Discrimination,1,0.035,NaN
2,0,0,4,0.7492397,1,Discrimination,1,0.035,NaN
2,0,0,3,1.3137149,1,Discrimination,1,0.035,NaN
2,0,0,4,0.7825247,1,Discrimination,1,0.035,NaN
2,1,0,4,0.9478189,3,Discrimination,0,0.035,NaN
2,1,1,3,0.8501827,3,Discrimination,1,0.035,NaN
2,0,0,3,0.8513212,0,Discrimination,1,0.035,NaN
2,1,0,4,0.7645417,2,Discrimination,0,0.035,NaN
2,0,0,4,0.6980294,3,Discrimination,1,0.035,NaN
2,0,1,3,0.9999445,2,Discrimination,0,0.035,NaN
2,0,0,3,0.8989915,2,Discrimination,1,0.036893239,NaN
2,0,0,3,0.7477449,3,Discrimination,1,0.036893239,NaN
2,1,0,3,0.7829892,1,Discrimination,0,0.036893239,NaN
2,0,0,4,0.7516446,1,Discrimination,1,0.036893239,NaN
