Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,coherence,Accuracy,Training,Scale
2,315,324.7357,2.48,2.5636,2.1855,0.25,9.7357,0,continuous scale
2,18,335.5089,1.88,3.535,1.5619,0.062,42.4911,0,continuous scale
2,246,311.5015,0.76,2.5772,3.2336,0.062,65.5015,0,continuous scale
2,208,310.3495,0,1.7043,1.6974,0.125,102.3495,0,continuous scale
2,180,126.8553,0.33,8.5191,1.2509,0.016,53.1447,0,continuous scale
2,230,52.1716,0.95,3.9462,1.8802,0.062,177.8284,0,continuous scale
2,197,51.4898,0.72,2.2375,1.6302,0.125,145.5102,0,continuous scale
2,292,34.6213,1.29,3.7952,3.1204,0.125,102.6213,0,continuous scale
2,85,89.9237,1.86,2.881,1.7281,0.25,4.9237,0,continuous scale
2,132,73.5945,1.79,3.047,1.808,0.016,58.4055,0,continuous scale
2,327,29.2426,1.04,2.4919,1.7201,0.031,62.2426,0,continuous scale
2,21,359.9126,1.34,6.3323,9.0626,0.031,21.0874,0,continuous scale
2,25,50.5215,1.85,3.6043,2.6316,0.016,25.5215,0,continuous scale
2,261,89.9276,0.33,3.8317,3.4392,0.016,171.0724,0,continuous scale
2,130,123.3035,2.35,3.0711,2.6363,0.25,6.6965,0,continuous scale
2,77,105.3848,1.16,4.9403,1.8737,0.062,28.3848,0,continuous scale
2,121,77.6352,1.16,3.54,3.0843,0.031,43.3648,0,continuous scale
2,193,55.4605,1.13,4.6624,3.1894,0.031,137.5395,0,continuous scale
2,138,89.9153,0.84,1.9151,1.7531,0.031,48.0847,0,continuous scale
2,77,89.9086,2.49,2.9229,2.8323,0.5,12.9086,0,continuous scale
2,137,131.2408,2.18,2.8888,9.2945,0.5,5.7592,0,continuous scale
2,329,49.1596,1.79,2.6116,5.8878,0.016,80.1596,0,continuous scale
2,66,282.3683,0.18,3.9326,5.9947,0.062,143.6317,0,continuous scale
2,153,76.4372,0,2.2281,2.7703,0.016,76.5628,0,continuous scale
2,336,45.3618,0.95,1.9108,3.2187,0.031,69.3618,0,continuous scale
2,281,307.5517,1.15,3.0495,3.9329,0.031,26.5517,0,continuous scale
2,95,89.9086,2.67,2.6275,2.2977,0.25,5.0914,0,continuous scale
2,75,69.5031,2.84,4.4212,4.0623,0.5,5.4969,0,continuous scale
2,98,89.9385,2.98,3.8964,4.8694,0.25,8.0615,0,continuous scale
2,256,58.6406,0.87,2.9233,1.7689,0.031,162.6406,0,continuous scale
2,216,217.5367,1.79,2.4309,3.7691,0.125,1.5367,0,continuous scale
2,343,251.5418,1.26,4.1428,1.4517,0.016,91.4582,0,continuous scale
2,224,270.0874,0.97,5.2532,3.7251,0.031,46.0874,0,continuous scale
2,321,89.9098,0.56,3.6971,2.5437,0.031,128.9098,0,continuous scale
2,177,126.1028,0.18,4.4535,3.1117,0.016,50.8972,0,continuous scale
2,226,105.3848,1.01,4.4525,1.8539,0.031,120.6152,0,continuous scale
2,202,50.9933,1,1.563,2.0045,0.031,151.0067,0,four-point scale
2,238,57.1589,0,8.0081,1.5166,0.062,179.1589,0,four-point scale
2,9,358.4328,1,1.9199,2.1745,0.125,10.5672,0,four-point scale
2,11,345.1267,1,3.4062,1.4446,0.062,25.8733,0,four-point scale
2,84,61.6044,2,1.9339,1.1825,0.125,22.3956,0,four-point scale
2,7,359.9158,2,1.63,1.1986,0.125,7.0842,0,four-point scale
2,311,325.8034,1,1.6246,1.7844,0.016,14.8034,0,four-point scale
2,174,313.4753,1,2.4474,1.2886,0.031,139.4753,0,four-point scale
2,226,229.8195,2,2.882,1.2985,0.5,3.8195,0,four-point scale
2,28,29.4058,3,2.7876,1.2087,0.5,1.4058,0,four-point scale
2,58,159.826,0,3.5579,2.4147,0.016,101.826,0,four-point scale
2,41,52.0027,3,3.6925,1.1186,0.5,11.0027,0,four-point scale
2,65,139.585,0,2.1399,1.1666,0.016,74.585,0,four-point scale
2,100,327.7513,1,1.618,1.1826,0.031,132.2487,0,four-point scale
2,10,359.9152,0,1.8726,1.4225,0.062,10.0848,0,four-point scale
2,6,14.6007,1,1.8788,1.0568,0.125,8.6007,0,four-point scale
2,88,33.1609,0,1.9221,1.1613,0.016,54.8391,0,four-point scale
2,86,65.489,1,4.4295,1.8528,0.062,20.511,0,four-point scale
2,164,71.6997,0,4.501,0.981,0.031,92.3003,0,four-point scale
2,61,58.3914,2,1.345,1.2469,0.25,2.6086,0,four-point scale
2,214,93.8273,1,3.4709,1.9148,0.031,120.1727,0,four-point scale
2,309,313.5829,2,2.9438,2.789,0.125,4.5829,0,four-point scale
2,95,89.1819,3,1.8639,1.3769,0.5,5.8181,0,four-point scale
2,259,315.922,1,2.4734,1.0989,0.031,56.922,0,four-point scale
2,241,224.2061,1,3.2466,1.9388,0.062,16.7939,0,four-point scale
2,359,258.937,0,4.1106,2.8687,0.062,100.063,0,four-point scale
2,301,270.0626,1,1.8398,1.9749,0.016,30.9374,0,four-point scale
2,236,225.0858,3,2.3795,1.0289,0.5,10.9142,0,four-point scale
2,285,270.0609,3,2.9411,1.4369,0.25,14.9391,0,four-point scale
2,275,270.0874,3,1.6033,1.5568,0.5,4.9126,0,four-point scale
2,84,270.0793,2,1.3072,1.3792,0.031,173.9207,0,four-point scale
2,245,247.5958,1,3.0015,1.0628,0.25,2.5958,0,four-point scale
2,129,102.3386,1,1.9416,1.6927,0.062,26.6614,0,four-point scale
2,24,51.0024,0,3.6098,1.3149,0.031,27.0024,0,four-point scale
2,146,125.1975,1,4.6212,1.3668,0.062,20.8025,0,four-point scale
2,70,38.7956,0,4.1062,1.4788,0.062,31.2044,0,four-point scale
2,342,340.7227,2,2.2872,1.0929,0.25,1.2773,0,four-point scale
2,295,302.1477,2,2.7191,3.2048,0.25,7.1477,0,four-point scale
2,331,331.1213,1,1.9999,1.1749,0.016,0.1213,0,four-point scale
2,222,300.6572,0,1.3852,0.973,0.031,78.6572,0,four-point scale
2,323,317.2498,2,2.3597,1.1029,0.25,5.7502,0,four-point scale
2,307,328.9109,3,3.0546,1.2708,0.25,21.9109,0,four-point scale
2,293,298.4839,3,4.258,1.4809,0.5,5.4839,0,four-point scale
2,260,25.4369,1,2.2417,1.0048,0.031,125.4369,0,four-point scale
2,154,25.0173,0,3.9166,1.0428,0.016,128.9827,0,four-point scale
2,273,270.595,2.68,1.3497,2.104,0.5,2.405,0,continuous scale
2,39,36.1869,1.16,2.0534,1.8065,0.125,2.8131,0,continuous scale
2,2,65.0516,0.6,1.7308,1.7062,0.016,63.0516,0,continuous scale
2,5,20.3122,1.84,2.3491,1.4306,0.125,15.3122,0,continuous scale
2,42,46.8398,2.34,2.1711,1.629,0.125,4.8398,0,continuous scale
2,308,62.0146,0.25,2.2187,2.8539,0.031,114.0146,0,continuous scale
2,358,39.7098,0.91,2.9731,1.6081,0.062,41.7098,0,continuous scale
2,163,136.1043,1.16,2.0084,2.1418,0.125,26.8957,0,continuous scale
2,49,63.8709,1.29,3.457,2.3888,0.031,14.8709,0,continuous scale
2,12,247.4647,0.57,8.048,1.7734,0.031,124.5353,0,continuous scale
2,206,143.15,1.66,2.2157,1.3398,0.016,62.85,0,continuous scale
2,123,89.9048,0.94,2.3815,1.8975,0.031,33.0952,0,continuous scale
2,245,218.6608,1.85,2.1583,1.4964,0.5,26.3392,0,continuous scale
2,299,295.0979,0.57,2.7751,1.8831,0.016,3.9021,0,continuous scale
2,289,292.9952,0.77,2.2884,3.37,0.25,3.9952,0,continuous scale
2,268,113.1506,1.75,3.196,1.3843,0.031,154.8494,0,continuous scale
2,3,54.3457,1.93,3.482,1.536,0.062,51.3457,0,continuous scale
2,36,41.3625,1.11,3.0016,1.365,0.125,5.3625,0,continuous scale
2,126,131.0258,1.86,2.7122,2.8283,0.016,5.0258,0,continuous scale
2,300,307.6196,2.24,1.4601,1.7007,0.25,7.6196,0,continuous scale
2,201,117.953,1.26,3.1295,1.9717,0.125,83.047,0,continuous scale
2,244,134.3954,0.9,3.2563,2.1624,0.125,109.6046,0,continuous scale
2,190,63.2426,1.75,2.6221,1.8768,0.016,126.7574,0,continuous scale
2,275,272.1634,2.5,1.3247,2.1016,0.25,2.8366,0,continuous scale
2,286,321.6417,1.98,2.6792,3.7756,0.031,35.6417,0,continuous scale
2,139,129.8796,2.6,1.7822,1.588,0.25,9.1204,0,continuous scale
2,179,212.5131,0.95,2.2089,1.6984,0.031,33.5131,0,continuous scale
2,236,227.123,2.04,1.8382,3.0209,0.5,8.877,0,continuous scale
2,52,46.6628,1.99,4.2707,2.6093,0.25,5.3372,0,continuous scale
2,5,63.9932,0,2.289,2.2124,0.062,58.9932,0,continuous scale
2,166,155.3285,2.14,3.001,1.5483,0.5,10.6715,0,continuous scale
2,113,112.5787,1.76,2.2498,2.2097,0.125,0.4213,0,continuous scale
2,197,206.3816,2.06,4.2214,3.7203,0.5,9.3816,0,continuous scale
2,355,11.3043,0.67,2.2261,1.1161,0.062,16.3043,0,continuous scale
2,256,255.0638,1.23,2.8632,4.2169,0.25,0.9362,0,continuous scale
2,86,300.0096,0.77,2.2961,1.4504,0.031,145.9904,0,continuous scale
2,257,55.3246,0.97,2.8283,1.9185,0.062,158.3246,0,continuous scale
2,195,64.7279,0.21,3.0029,1.808,0.031,130.2721,0,continuous scale
2,162,134.1682,1.3,1.4344,3.1181,0.125,27.8318,0,continuous scale
2,251,89.9086,0.65,3.5975,2.0773,0.125,161.0914,0,continuous scale
2,222,35.0767,1.01,2.2015,1.3838,0.125,173.0767,0,continuous scale
2,206,285.2537,0,9.3238,1.7146,0.062,79.2537,0,continuous scale
2,105,116.2114,1.75,2.5738,3.2,0.016,11.2114,0,continuous scale
2,236,241.1749,1.23,2.2796,2.0309,0.062,5.1749,0,continuous scale
2,163,153.1515,1.91,3.5307,2.0094,0.25,9.8485,0,continuous scale
2,267,41.8451,1,2.2267,2.2809,0.125,134.8451,0,four-point scale
2,108,89.9153,3,1.1559,1.547,0.25,18.0847,0,four-point scale
2,242,107.6289,2,2.3282,1.741,0.031,134.3711,0,four-point scale
2,193,66.3868,1,2.4755,1.0509,0.062,126.6132,0,four-point scale
2,115,116.5285,1,2.1989,0.873,0.031,1.5285,0,four-point scale
2,321,89.9153,0,1.7278,1.1209,0.062,128.9153,0,four-point scale
2,347,348.0203,2,1.6735,1.4349,0.25,1.0203,0,four-point scale
2,299,129.6593,0,5.4356,1.247,0.016,169.3407,0,four-point scale
2,230,223.4602,3,1.795,1.8031,0.5,6.5398,0,four-point scale
2,59,59.0173,2,1.8892,2.6769,0.062,0.0173,0,four-point scale
2,248,241.4548,1,2.0788,1.181,0.25,6.5452,0,four-point scale
2,296,298.8125,2,3.0234,1.4889,0.5,2.8125,0,four-point scale
2,322,44.9203,1,3.2323,1.009,0.016,82.9203,0,four-point scale
2,276,285.5409,2,1.2344,1.051,0.125,9.5409,0,four-point scale
2,148,136.9513,3,1.554,2.319,0.25,11.0487,0,four-point scale
2,58,343.9878,1,2.2364,0.9091,0.031,74.0122,0,four-point scale
2,112,140.3523,1,2.6981,1.5111,0.062,28.3523,0,four-point scale
2,133,117.2567,2,1.3343,1.5189,0.062,15.7433,0,four-point scale
2,163,164.8488,1,1.7424,0.973,0.125,1.8488,0,four-point scale
2,144,130.4014,2,2.0545,1.0989,0.5,13.5986,0,four-point scale
2,38,48.8568,3,2.37,0.945,0.125,10.8568,0,four-point scale
2,250,220.0446,1,1.8366,0.8331,0.031,29.9554,0,four-point scale
2,167,180.0979,2,2.3541,2.3831,0.25,13.0979,0,four-point scale
2,46,251.5317,1,1.6162,0.9295,0.016,154.4683,0,four-point scale
2,213,223.0245,1,1.6924,1.4829,0.125,10.0245,0,four-point scale
2,219,201.951,0,2.2528,1.1743,0.016,17.049,0,four-point scale
2,84,79.7736,3,2.0833,1.333,0.5,4.2264,0,four-point scale
2,215,53.7398,1,2.6965,0.9091,0.062,161.2602,0,four-point scale
2,214,319.3861,1,2.2417,1.8615,0.016,105.3861,0,four-point scale
2,310,320.6979,3,1.85,1.1592,0.5,10.6979,0,four-point scale
2,140,297.0897,2,1.6036,0.991,0.031,157.0897,0,four-point scale
2,65,51.2937,2,2.1456,1.071,0.016,13.7063,0,four-point scale
2,113,110.8694,1,2.6284,1.029,0.125,2.1306,0,four-point scale
2,316,63.9932,1,3.1952,1.539,0.016,107.9932,0,four-point scale
2,136,10.6782,0,3.003,1.2785,0.031,125.3218,0,four-point scale
2,282,123.5041,1,1.5927,1.2451,0.031,158.4959,0,four-point scale
2,195,217.7242,0,2.0497,0.8619,0.031,22.7242,0,four-point scale
2,34,142.2365,1,2.1044,0.9631,0.062,108.2365,0,four-point scale
2,242,139.6196,1,1.7708,1.0971,0.031,102.3804,0,four-point scale
2,311,319.0068,0,5.0296,1.2569,0.016,8.0068,0,four-point scale
2,135,331.8937,1,1.4829,1.0251,0.062,163.1063,0,four-point scale
2,341,333.961,0,3.0437,1.185,0.125,7.039,0,four-point scale
2,169,139.4089,1,1.417,1.2309,0.016,29.5911,0,four-point scale
2,33,47.3352,2,2.0337,0.9109,0.25,14.3352,0,four-point scale
2,247,283.1905,1,1.4962,1.3531,0.125,36.1905,0,four-point scale
2,180,180.0755,1.69,1.3805,1.5397,0.25,0.0755,0,continuous scale
2,18,44.8226,1.95,2.0976,1.2747,0.25,26.8226,0,continuous scale
2,104,102.771,1.29,2.2788,1.8078,0.125,1.229,0,continuous scale
2,213,224.1003,0.97,2.6125,1.1643,0.031,11.1003,0,continuous scale
2,343,340.9919,1.99,1.4466,2.2573,0.25,2.0081,0,continuous scale
2,171,136.6723,1.93,2.8451,2.63,0.016,34.3277,0,continuous scale
2,56,109.5059,0.67,2.5698,1.2735,0.016,53.5059,0,continuous scale
2,95,101.079,1.88,3.9763,1.767,0.125,6.079,0,continuous scale
2,266,89.8929,1.29,1.8788,1.7309,0.062,176.1071,0,continuous scale
2,269,71.6819,0.9,2.3947,2.7958,0.062,162.6819,0,continuous scale
2,203,288.9397,0,2.8244,1.5228,0.031,85.9397,0,continuous scale
2,352,349.9682,1.84,1.0393,1.432,0.5,2.0318,0,continuous scale
2,106,109.5497,1.86,2.1509,1.5431,0.25,3.5497,0,continuous scale
2,149,135,1.86,3.0506,1.5439,0.25,14,0,continuous scale
2,183,114.188,1.22,3.2661,2.2414,0.016,68.812,0,continuous scale
2,318,288.0265,0.42,3.6969,1.5556,0.016,29.9735,0,continuous scale
2,129,120.9382,2.32,1.9107,3.0966,0.5,8.0618,0,continuous scale
2,113,111.6164,1.79,2.1548,1.6159,0.25,1.3836,0,continuous scale
2,5,27.3724,1.69,1.9157,1.3659,0.125,22.3724,0,continuous scale
2,346,73.5026,1.27,1.8944,2.09,0.125,87.5026,0,continuous scale
2,247,107.4287,0.9,2.0487,1.6345,0.031,139.5713,0,continuous scale
2,231,55.1369,1.13,1.7867,1.8808,0.125,175.8631,0,continuous scale
2,248,228.2307,0.97,1.3179,2.2368,0.125,19.7693,0,continuous scale
2,101,246.9291,0.32,3.9515,1.7689,0.016,145.9291,0,continuous scale
2,341,338.9647,0,2.6815,1.2776,0.031,2.0353,0,continuous scale
2,123,125.8504,2.18,1.4577,1.232,0.25,2.8504,0,continuous scale
2,277,281.9563,1.64,1.9649,3.1781,0.25,4.9563,0,continuous scale
2,344,68.7013,1.23,2.2829,3.3838,0.016,84.7013,0,continuous scale
2,95,105.194,1.74,2.2952,2.7061,0.125,10.194,0,continuous scale
2,56,61.1152,2.44,2.4431,2.6416,0.25,5.1152,0,continuous scale
2,202,198.579,2.23,1.7645,2.4039,0.5,3.421,0,continuous scale
2,106,246.5884,0.76,3.3872,1.0287,0.016,140.5884,0,continuous scale
2,334,56.5943,0.84,3.45,1.0743,0.062,82.5943,0,continuous scale
2,21,130.0626,1.81,1.7291,1.5428,0.016,109.0626,0,continuous scale
2,8,60.9451,0.74,1.7429,1.008,0.016,52.9451,0,continuous scale
2,168,157.5218,2.72,2.0501,2.4372,0.25,10.4782,0,continuous scale
2,54,219.4785,1.27,2.805,2.9911,0.031,165.4785,0,continuous scale
2,79,64.3267,0.6,1.9925,1.574,0.031,14.6733,0,continuous scale
2,334,334.0528,2.1,2.2483,1.232,0.25,0.0528,0,continuous scale
2,193,104.6805,1.23,3.4618,1.3404,0.016,88.3195,0,continuous scale
2,222,219.7003,1.13,1.5798,1.3186,0.062,2.2997,0,continuous scale
2,141,41.2446,0.36,1.5205,0.9482,0.031,99.7554,0,continuous scale
2,190,79.3504,1.06,1.5751,1.6761,0.016,110.6496,0,continuous scale
2,74,255.7623,0,4.2651,2.8154,0.016,178.2377,0,continuous scale
2,95,74.978,2,2.2152,2.8471,0.062,20.022,0,continuous scale
2,229,54.062,0,3.7952,2.3628,0.062,174.938,0,four-point scale
2,91,231.697,1,1.3755,1.2751,0.016,140.697,0,four-point scale
2,77,74.0977,1,1.599,1.4649,0.062,2.9023,0,four-point scale
2,26,55.2242,1,1.8825,0.9756,0.062,29.2242,0,four-point scale
2,152,111.0392,1,2.568,1.121,0.016,40.9608,0,four-point scale
2,154,129.9945,2,2.803,1.2817,0.125,24.0055,0,four-point scale
2,115,56.6412,1,2.8221,0.9111,0.062,58.3588,0,four-point scale
2,80,62.4089,1,1.6078,1.237,0.125,17.5911,0,four-point scale
2,86,85.8198,2,2.4572,1.0749,0.25,0.1802,0,four-point scale
2,159,131.0258,2,2.944,0.987,0.25,27.9742,0,four-point scale
2,63,62.9503,2,1.3112,1.1431,0.5,0.0497,0,four-point scale
2,119,219.1103,0,2.6985,0.845,0.016,100.1103,0,four-point scale
2,6,33.0531,1,1.1423,0.9309,0.125,27.0531,0,four-point scale
2,26,69.1237,1,1.507,0.903,0.031,43.1237,0,four-point scale
2,193,347.6397,1,4.1916,1.2806,0.016,154.6397,0,four-point scale
2,265,281.8057,2,1.1499,1.1247,0.25,16.8057,0,four-point scale
2,97,299.9437,0,2.3047,0.8889,0.031,157.0563,0,four-point scale
2,205,243.9181,0,5.2338,1.0731,0.062,38.9181,0,four-point scale
2,170,210.0732,1,1.5257,0.9229,0.062,40.0732,0,four-point scale
2,8,28.2297,1,1.7209,0.9462,0.016,20.2297,0,four-point scale
2,231,209.9004,0,2.7133,1.0153,0.016,21.0996,0,four-point scale
2,212,208.6512,2,1.6528,1.1032,0.25,3.3488,0,four-point scale
2,143,61.8876,1,1.4162,0.859,0.016,81.1124,0,four-point scale
2,206,234.9207,0,4.298,0.8749,0.031,28.9207,0,four-point scale
2,320,333.6832,0,2.1827,1.039,0.016,13.6832,0,four-point scale
2,314,323.8637,2,1.733,1.041,0.25,9.8637,0,four-point scale
2,42,45.7035,3,1.4493,0.9889,0.5,3.7035,0,four-point scale
2,12,19.0322,2,2.0319,1.317,0.5,7.0322,0,four-point scale
2,249,236.8506,2,1.4407,1.721,0.25,12.1494,0,four-point scale
2,164,136.8524,1,1.441,1.0171,0.062,27.1476,0,four-point scale
2,213,39.5264,1,1.264,0.995,0.25,173.4736,0,four-point scale
2,76,214.4112,1,1.3603,2.1811,0.016,138.4112,0,four-point scale
2,302,300.6369,3,3.9059,1.625,0.5,1.3631,0,four-point scale
2,13,332.0062,1,1.8856,1.5831,0.016,40.9938,0,four-point scale
2,223,211.4899,2,2.0321,1.5208,0.5,11.5101,0,four-point scale
2,167,161.1145,3,2.1821,1.3351,0.5,5.8855,0,four-point scale
2,258,128.4233,1,2.0933,1.1589,0.016,129.5767,0,four-point scale
2,318,208.8645,0,2.5655,1.1091,0.016,109.1355,0,four-point scale
2,2,23.0807,1,1.8297,1.0129,0.25,21.0807,0,four-point scale
2,130,134.0102,1,1.8004,0.9709,0.062,4.0102,0,four-point scale
2,220,211.6933,0,1.4601,0.915,0.125,8.3067,0,four-point scale
2,70,53.49,1,1.7332,1.599,0.031,16.51,0,four-point scale
2,164,154.5144,2,3.1732,1.8625,0.25,9.4856,0,four-point scale
2,231,211.6933,3,1.9062,1.0609,0.5,19.3067,0,four-point scale
2,243,234.1816,1,1.7021,0.9371,0.125,8.8184,0,four-point scale
2,163,241.81,0.7,2.2037,1.5449,0.031,78.81,0,continuous scale
2,149,138.1852,1.84,1.7614,1.3869,0.125,10.8148,0,continuous scale
2,218,298.4265,1.13,1.3582,1.364,0.031,80.4265,0,continuous scale
2,114,120.2747,0.81,2.2324,2.0971,0.125,6.2747,0,continuous scale
2,228,212.2262,2.68,2.4932,1.2304,0.5,15.7738,0,continuous scale
2,129,126.7061,1.85,1.1694,1.2954,0.125,2.2939,0,continuous scale
2,97,89.2809,2.48,2.6647,2.169,0.25,7.7191,0,continuous scale
2,168,54.0038,1.75,1.7671,2.617,0.016,113.9962,0,continuous scale
2,357,128.8713,0.54,2.3547,1.1417,0.016,131.8713,0,continuous scale
2,49,61.8232,0.35,1.6888,1.074,0.062,12.8232,0,continuous scale
2,319,314.5701,1.69,1.8159,1.5219,0.125,4.4299,0,continuous scale
2,217,221.1794,2.54,1.9306,1.4315,0.5,4.1794,0,continuous scale
2,236,232.4994,2.19,4.552,3.2463,0.125,3.5006,0,continuous scale
2,218,220.6764,2.87,2.9833,1.8134,0.5,2.6764,0,continuous scale
2,113,105.194,2.1,3.3824,2.5679,0.062,7.806,0,continuous scale
2,339,335.6944,1.95,1.2049,1.8571,0.25,3.3056,0,continuous scale
2,96,100.0717,1.4,1.5738,1.8089,0.031,4.0717,0,continuous scale
2,254,249.0527,1.15,1.7358,1.1185,0.125,4.9473,0,continuous scale
2,33,107.5398,0.53,2.1111,1.4751,0.031,74.5398,0,continuous scale
2,28,54.0038,0.4,1.9246,1.1851,0.062,26.0038,0,continuous scale
2,149,80.5272,0.9,1.3471,1.3387,0.016,68.4728,0,continuous scale
2,358,11.5073,1.88,2.4572,0.9168,0.25,13.5073,0,continuous scale
2,26,326.124,1.75,1.8736,3.1025,0.016,59.876,0,continuous scale
2,99,121.0577,1.15,2.7208,2.0666,0.031,22.0577,0,continuous scale
2,122,101.9314,1.7,2.1304,2.0346,0.016,20.0686,0,continuous scale
2,178,169.7666,2.28,2.69,2.7909,0.25,8.2334,0,continuous scale
2,83,73.0159,2.63,2.2526,1.4538,0.25,9.9841,0,continuous scale
2,296,298.9577,2.86,1.6837,1.7255,0.25,2.9577,0,continuous scale
2,283,280.7854,3,2.2225,2.4566,0.25,2.2146,0,continuous scale
2,166,118.3508,1.27,1.8807,1.9451,0.125,47.6492,0,continuous scale
2,47,65.5646,2.78,1.9669,1.9293,0.5,18.5646,0,continuous scale
2,304,318.2199,1.69,2.3021,2.3477,0.25,14.2199,0,continuous scale
2,294,300.2818,3,2.2521,1.3646,0.5,6.2818,0,continuous scale
2,51,60.9661,1.74,1.566,1.8604,0.062,9.9661,0,continuous scale
2,333,330.6175,0.91,1.8207,1.8647,0.062,2.3825,0,continuous scale
2,311,316.6814,1.33,1.9527,1.9207,0.016,5.6814,0,continuous scale
2,123,127.9192,1.67,1.6988,2.1468,0.125,4.9192,0,continuous scale
2,354,73.7358,0.6,2.5931,1.8577,0.016,79.7358,0,continuous scale
2,56,58.008,1.18,1.9437,1.3943,0.125,2.008,0,continuous scale
2,319,317.0796,0.35,2.127,1.053,0.125,1.9204,0,continuous scale
2,239,223.1979,1.89,2.6119,1.4287,0.5,15.8021,0,continuous scale
2,349,297.1404,0,1.9526,1.0735,0.031,51.8596,0,continuous scale
2,222,213.8513,0.94,2.2976,1.4161,0.125,8.1487,0,continuous scale
2,276,270.065,2.81,2.7634,2.0986,0.5,5.935,0,continuous scale
2,110,54.0038,1.67,1.8328,1.096,0.016,55.9962,0,continuous scale
2,279,294.9802,1,4.19,2.4688,0.062,15.9802,0,four-point scale
2,89,106.0627,1,1.3708,0.905,0.016,17.0627,0,four-point scale
2,283,54.8091,0,1.9834,0.8451,0.062,131.8091,0,four-point scale
2,351,351.6585,2,2.54,1.9748,0.25,0.6585,0,four-point scale
2,63,107.8127,0,2.8294,0.9569,0.016,44.8127,0,four-point scale
2,60,62.9615,2,1.1423,0.945,0.25,2.9615,0,four-point scale
2,316,41.7693,1,2.1482,0.8491,0.031,85.7693,0,four-point scale
2,16,40.4574,2,1.9365,1.0011,0.25,24.4574,0,four-point scale
2,237,33.6483,1,2.0875,1.0211,0.016,156.6483,0,four-point scale
2,217,73.5517,0,2.0772,0.835,0.062,143.4483,0,four-point scale
2,235,217.0312,1,1.6335,1.949,0.016,17.9688,0,four-point scale
2,85,241.4175,0,3.5619,0.771,0.031,156.4175,0,four-point scale
2,215,221.8093,1,1.3264,0.9129,0.25,6.8093,0,four-point scale
2,351,342.8555,1,1.9688,0.8049,0.125,8.1445,0,four-point scale
2,196,321.1707,1,1.883,0.9311,0.016,125.1707,0,four-point scale
2,293,305.2069,1,1.5201,1.6949,0.125,12.2069,0,four-point scale
2,161,152.6444,0,1.896,0.8749,0.062,8.3556,0,four-point scale
2,130,126.3093,1,1.5374,1.0751,0.031,3.6907,0,four-point scale
2,339,345.7307,2,2.2633,1.1009,0.25,6.7307,0,four-point scale
2,38,45.7035,2,2.9917,0.905,0.25,7.7035,0,four-point scale
2,133,129.0248,2,1.651,1.137,0.25,3.9752,0,four-point scale
2,316,111.6637,1,1.4285,0.8308,0.031,155.6637,0,four-point scale
2,203,35.0198,1,1.529,0.831,0.031,167.9802,0,four-point scale
2,220,65.2161,0,6.7237,0.8491,0.016,154.7839,0,four-point scale
2,202,201.7274,1,1.9698,1.2363,0.25,0.2726,0,four-point scale
2,116,239.9004,0,1.549,0.8391,0.031,123.9004,0,four-point scale
2,256,249.7652,0,1.5734,0.837,0.125,6.2348,0,four-point scale
2,67,69.0406,2,1.5319,0.857,0.25,2.0406,0,four-point scale
2,82,71.5637,1,2.4511,0.8071,0.125,10.4363,0,four-point scale
2,279,32.5416,1,1.7636,0.9232,0.031,113.5416,0,four-point scale
2,279,271.4119,2,1.9084,1.423,0.5,7.5881,0,four-point scale
2,67,45.195,1,1.9418,3.071,0.031,21.805,0,four-point scale
2,346,347.2423,2,1.7665,1.0852,0.125,1.2423,0,four-point scale
2,20,67.7049,1,2.7014,1.743,0.031,47.7049,0,four-point scale
2,12,109.3812,0,2.7734,0.927,0.016,97.3812,0,four-point scale
2,42,55.6503,1,2.3394,1.2796,0.125,13.6503,0,four-point scale
2,242,242.6908,0,1.1396,0.887,0.125,0.6908,0,four-point scale
2,240,239.8542,0,4.0478,1.3088,0.016,0.1458,0,four-point scale
2,80,207.7255,1,1.8611,0.851,0.062,127.7255,0,four-point scale
2,29,44.1078,3,1.3846,1.221,0.25,15.1078,0,four-point scale
2,165,138.7515,2,1.7597,1.1268,0.125,26.2485,0,four-point scale
2,312,154.8343,1,2.1798,0.7687,0.062,157.1657,0,four-point scale
2,67,60.1305,1,2.1518,1.1351,0.25,6.8695,0,four-point scale
2,119,119.5787,3,1.4097,1.1337,0.5,0.5787,0,four-point scale
2,305,321.418,1,1.468,0.7549,0.062,16.418,0,four-point scale
2,353,359.9391,2.67,1.0099,1.9861,0.5,6.9391,0,continuous scale
2,252,287.3683,1.81,1.4823,1.3509,0.125,35.3683,0,continuous scale
2,228,163.044,0.94,3.9052,2.3897,0.062,64.956,0,continuous scale
2,221,123.3189,1.13,1.9065,1.6516,0.016,97.6811,0,continuous scale
2,356,10.0021,1.85,1.6499,0.7405,0.25,14.0021,0,continuous scale
2,265,127.6334,0.99,2.7593,1.3476,0.062,137.3666,0,continuous scale
2,322,312.2772,1.88,1.7805,1.7422,0.031,9.7228,0,continuous scale
2,10,16.6472,1.11,2.0114,3.7499,0.125,6.6472,0,continuous scale
2,85,120.738,1.36,1.5631,0.939,0.016,35.738,0,continuous scale
2,18,132.461,1.66,1.5091,1.7287,0.031,114.461,0,continuous scale
2,91,88.3934,2.06,1.7615,1.1618,0.25,2.6066,0,continuous scale
