Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,coherence,Accuracy,Training,Scale
13,135,308.1271,1,2.1458,0.2717,0.125,173.1271,0,four-point scale
13,346,344.2954,3,1.9676,1.6591,0.5,1.7046,0,four-point scale
13,201,203.7212,3,1.8863,1.0384,0.25,2.7212,0,four-point scale
13,309,311.6401,3,2.4266,0.5476,0.125,2.6401,0,four-point scale
13,227,220.0446,3,1.4209,0.2755,0.125,6.9554,0,four-point scale
13,170,212.5892,1,1.0233,0.2942,0.125,42.5892,0,four-point scale
13,310,305.6662,1,1.5845,0.2454,0.016,4.3338,0,four-point scale
13,236,228.1549,3,1.256,0.5226,0.25,7.8451,0,four-point scale
13,128,303.4703,0,1.8785,0.4128,0.016,175.4703,0,four-point scale
13,3,46.508,1,1.7741,0.3135,0.062,43.508,0,four-point scale
13,183,313.2333,1,1.4446,0.2676,0.062,130.2333,0,four-point scale
13,223,325.2036,2,1.9313,0.4988,0.016,102.2036,0,four-point scale
13,266,270.065,3,1.0981,0.9588,0.25,4.065,0,four-point scale
13,1,359.925,3,1.4264,1.5054,0.125,1.075,0,four-point scale
13,88,292.1955,0,1.1394,1.2431,0.125,155.8045,0,four-point scale
13,39,44.1239,3,1.8998,0.6866,0.5,5.1239,0,four-point scale
13,177,31.0142,2,0.9366,0.2972,0.031,145.9858,0,four-point scale
13,199,216.4702,3,1.5848,0.9267,0.5,17.4702,0,four-point scale
13,172,152.9967,2,1.6495,0.4394,0.125,19.0033,0,four-point scale
13,108,238.0941,0,1.082,0.2694,0.016,130.0941,0,four-point scale
13,206,150.1288,1,1.4896,0.2549,0.031,55.8712,0,four-point scale
13,269,232.812,2,1.2611,0.257,0.016,36.188,0,four-point scale
13,93,104.135,3,1.2987,0.3875,0.5,11.135,0,four-point scale
13,316,301.8148,3,1.2778,0.2955,0.25,14.1852,0,four-point scale
13,1,35.7212,1,1.5049,0.4229,0.062,34.7212,0,four-point scale
13,197,43.3817,1,0.96,0.3456,0.031,153.6183,0,four-point scale
13,270,17.3269,1,2.374,0.2345,0.062,107.3269,0,four-point scale
13,177,184.4567,2,1.5907,0.2706,0.25,7.4567,0,four-point scale
13,139,52.0051,1,1.3876,0.4276,0.016,86.9949,0,four-point scale
13,272,241.7703,2.97,1.164,1.2948,0.125,30.2297,0,continuous scale
13,78,167.274,1.81,1.6152,1.2715,0.016,89.274,0,continuous scale
13,320,287.2067,1.72,2.1873,0.4808,0.062,32.7933,0,continuous scale
13,89,222.2247,2.34,2.3961,1.2935,0.125,133.2247,0,continuous scale
13,1,211.9956,1.8,1.088,0.6958,0.031,149.0044,0,continuous scale
13,130,30.3021,0.82,2.107,0.9654,0.062,99.6979,0,continuous scale
13,211,217.7477,1.79,2.3345,1.2059,0.031,6.7477,0,continuous scale
13,335,350.297,2.87,1.3291,1.4139,0.25,15.297,0,continuous scale
13,167,359.9259,2.01,1.1003,1.0543,0.125,167.0741,0,continuous scale
13,147,323.2438,0.6,2.7248,1.1037,0.062,176.2438,0,continuous scale
13,279,46.179,1.8,1.5265,0.5356,0.125,127.179,0,continuous scale
13,260,300.6369,1.74,1.0495,0.4311,0.25,40.6369,0,continuous scale
13,356,162.659,2.2,2.7173,1.3651,0.125,166.659,0,continuous scale
13,244,223.5434,1.8,1.5251,0.7676,0.062,20.4566,0,continuous scale
13,299,289.5784,2.98,0.98,1.445,0.125,9.4216,0,continuous scale
13,357,153.7123,2.11,1.4045,0.9363,0.062,156.7123,0,continuous scale
13,244,320.9677,1.16,1.9253,0.6023,0.016,76.9677,0,continuous scale
13,267,271.1679,2.98,1.6839,0.9126,0.5,4.1679,0,continuous scale
13,281,299.1297,2.57,1,0.7524,0.062,18.1297,0,continuous scale
13,157,127.4787,2.85,1.7817,1.0314,0.125,29.5213,0,continuous scale
13,182,173.6573,1.92,1.0714,1.2671,0.125,8.3427,0,continuous scale
13,324,238.3082,2.4,0.8844,0.6735,0.062,85.6918,0,continuous scale
13,23,30.3789,3,2.0374,0.9349,0.5,7.3789,0,continuous scale
13,356,19.0948,1.62,1.2233,0.4325,0.016,23.0948,0,continuous scale
13,167,53.2733,2.98,1.5501,0.6943,0.031,113.7267,0,continuous scale
13,225,218.5962,2.07,1.1598,0.7194,0.125,6.4038,0,continuous scale
13,95,44.972,1.98,0.9547,0.9567,0.016,50.028,0,continuous scale
13,335,346.4128,3,1.3556,0.9737,0.125,11.4128,0,continuous scale
13,199,202.1841,3,1.0847,0.7428,0.5,3.1841,0,continuous scale
13,344,10.2588,0.23,1.2873,0.8401,0.016,26.2588,0,continuous scale
13,288,309.0692,3,1.6222,0.8817,0.25,21.0692,0,continuous scale
13,355,357.1003,2.97,1.0222,1.3514,0.5,2.1003,0,continuous scale
13,107,297.7039,0.79,1.3313,0.6969,0.031,169.2961,0,continuous scale
13,270,275.3652,2.97,1.2583,1.1046,0.25,5.3652,0,continuous scale
13,171,186.6754,2.86,1.2805,1.0323,0.25,15.6754,0,continuous scale
13,125,240.1469,0.81,1.0013,1.4687,0.062,115.1469,0,continuous scale
13,314,127.1725,0.39,2.7836,1.2212,0.031,173.1725,0,continuous scale
13,197,52.9864,1.79,2.1069,1.0779,0.062,144.0136,0,continuous scale
13,130,118.5528,2.96,1.5715,1.0548,0.5,11.4472,0,continuous scale
13,156,236.7905,0.95,1.8954,0.7414,0.031,80.7905,0,continuous scale
13,305,39.2586,1.41,1.151,0.8633,0.062,94.2586,0,continuous scale
13,321,49.0535,1.63,1.8011,0.4811,0.031,88.0535,0,continuous scale
13,71,114.1257,0.79,1.3562,0.957,0.062,43.1257,0,continuous scale
13,220,228.6613,2.92,1.9608,1.2088,0.125,8.6613,0,continuous scale
13,191,251.278,1.55,1.1633,0.7205,0.016,60.278,0,continuous scale
13,357,58.3274,2,1.5463,0.5049,0.016,61.3274,0,four-point scale
13,339,357.5549,0,2.9826,1.1395,0.062,18.5549,0,four-point scale
13,123,123.9511,3,1.1704,0.7675,0.25,0.9511,0,four-point scale
13,243,221.7792,1,1.3588,0.3424,0.031,21.2208,0,four-point scale
13,311,313.8155,3,1.0034,0.8552,0.5,2.8155,0,four-point scale
13,237,55.1369,1,1.5638,0.3492,0.016,178.1369,0,four-point scale
13,258,104.8389,2,2.2892,1.0645,0.25,153.1611,0,four-point scale
13,248,213.8808,1,1.3967,1.0065,0.062,34.1192,0,four-point scale
13,172,137.5247,2,1.5436,0.2331,0.016,34.4753,0,four-point scale
13,205,111.4956,2,1.0908,0.3333,0.031,93.5044,0,four-point scale
13,173,199.0931,2,1.3192,0.3113,0.125,26.0931,0,four-point scale
13,359,348.5155,3,1.5085,0.5111,0.25,10.4845,0,four-point scale
13,287,296.5941,3,1.3426,0.3855,0.5,9.5941,0,four-point scale
13,229,218.0652,3,1.0013,0.296,0.125,10.9348,0,four-point scale
13,120,117.4826,3,0.9792,0.2998,0.125,2.5174,0,four-point scale
13,10,310.7076,1,1.0139,0.4123,0.125,59.2924,0,four-point scale
13,333,30.6807,3,1.4488,0.3798,0.062,57.6807,0,four-point scale
13,45,292.1149,2,0.7714,0.5489,0.031,112.8851,0,four-point scale
13,251,247.3432,3,0.9172,0.8676,0.25,3.6568,0,four-point scale
13,324,189.5253,1,1.0776,0.217,0.062,134.4747,0,four-point scale
13,154,154.7752,3,1.1662,0.7879,0.5,0.7752,0,four-point scale
13,311,305.7082,3,1.0763,0.3936,0.125,5.2918,0,four-point scale
13,72,57.1889,0,1.6168,0.3699,0.031,14.8111,0,four-point scale
13,230,28.3178,1,1.6934,0.1933,0.062,158.3178,0,four-point scale
13,144,139.5212,3,1.0587,0.5056,0.125,4.4788,0,four-point scale
13,68,315,2,1.7492,0.2752,0.031,113,0,four-point scale
13,299,299.0907,3,1.3273,0.9056,0.25,0.0907,0,four-point scale
13,336,333.6832,3,1.0103,0.3389,0.5,2.3168,0,four-point scale
13,14,104.6484,2,1.2909,0.2661,0.016,90.6484,0,four-point scale
13,123,127.7898,1,1.3655,0.217,0.125,4.7898,0,four-point scale
13,129,135.6177,2,0.9217,0.3576,0.016,6.6177,0,four-point scale
13,290,133.8289,1,0.9051,0.2589,0.031,156.1711,0,four-point scale
13,107,113.9267,3,0.9649,1.0052,0.25,6.9267,0,four-point scale
13,54,207.2889,1,1.3902,0.2077,0.031,153.2889,0,four-point scale
13,185,184.1019,1,1.4543,0.1942,0.031,0.8981,0,four-point scale
13,51,223.8432,1,0.8789,0.2118,0.062,172.8432,0,four-point scale
13,22,233.4112,1,2.1567,0.2273,0.016,148.5888,0,four-point scale
13,289,296.8978,3,0.9099,1.0449,0.125,7.8978,0,four-point scale
13,207,133.3029,2,0.9707,0.2375,0.031,73.6971,0,four-point scale
13,23,28.1848,3,1.4548,0.9393,0.25,5.1848,0,four-point scale
13,317,306.7562,3,1.7937,0.684,0.5,10.2438,0,four-point scale
13,70,225.5802,1,1.8699,0.2438,0.062,155.5802,0,four-point scale
13,97,91.8346,3,0.9653,0.8254,0.5,5.1654,0,four-point scale
13,284,291.588,3,1.2697,0.2553,0.25,7.588,0,four-point scale
13,14,239.204,0,1.3076,0.3009,0.016,134.796,0,four-point scale
13,118,26.6684,1.5,1.6358,0.7915,0.016,91.3316,0,continuous scale
13,198,48.2648,1.35,1.1381,0.8621,0.125,149.7352,0,continuous scale
13,179,281.0922,1.24,1.851,0.7196,0.062,102.0922,0,continuous scale
13,340,27.9592,1.28,1.3296,1.078,0.016,47.9592,0,continuous scale
13,221,209.5304,3,1.224,1.1036,0.25,11.4696,0,continuous scale
13,220,193.855,1.38,1.4168,0.5997,0.031,26.145,0,continuous scale
13,302,18.908,1.91,1.7898,0.5263,0.031,76.908,0,continuous scale
13,128,118.3113,3,1.2499,1.2479,0.25,9.6887,0,continuous scale
13,153,146.7373,3,1.8781,1.0541,0.25,6.2627,0,continuous scale
13,206,207.4322,1,1.5856,0.5036,0.062,1.4322,0,continuous scale
13,181,180.0688,3,1.8281,1.1599,0.5,0.9312,0,continuous scale
13,36,45.8137,2.19,1.2579,0.8873,0.125,9.8137,0,continuous scale
13,191,200.4279,3,1.6306,0.7936,0.25,9.4279,0,continuous scale
13,332,359.9318,1.92,1.2367,0.4564,0.062,27.9318,0,continuous scale
13,151,147.5937,2.98,1.6677,0.8878,0.25,3.4063,0,continuous scale
13,59,209.4795,0.91,1.2006,0.5352,0.031,150.4795,0,continuous scale
13,25,136.0439,1.15,1.3022,0.4571,0.016,111.0439,0,continuous scale
13,265,204.5814,1.78,0.7252,0.7201,0.016,60.4186,0,continuous scale
13,320,334.1966,3,1.5106,0.9836,0.125,14.1966,0,continuous scale
13,185,283.4796,1.31,0.878,0.4075,0.031,98.4796,0,continuous scale
13,68,51.7438,2.56,1.1548,0.7038,0.031,16.2562,0,continuous scale
13,294,313.2333,1.24,1.2588,0.8165,0.016,19.2333,0,continuous scale
13,279,263.7076,1.62,0.9279,0.6484,0.062,15.2924,0,continuous scale
13,197,22.2035,1.95,1.2342,0.432,0.125,174.7965,0,continuous scale
13,37,191.1325,1.16,1.2368,0.4091,0.062,154.1325,0,continuous scale
13,279,285.3692,2.97,1.7818,1.3288,0.5,6.3692,0,continuous scale
13,167,81.1268,1.73,1.1731,0.6491,0.125,85.8732,0,continuous scale
13,237,286.2622,2.07,1.2952,0.4584,0.062,49.2622,0,continuous scale
13,127,123.671,1.26,2.033,0.4568,0.062,3.329,0,continuous scale
13,274,278.1889,2.97,1.6548,1.0538,0.25,4.1889,0,continuous scale
13,65,123.0591,1.28,1.3666,0.4543,0.031,58.0591,0,continuous scale
13,216,205.4594,2.98,1.0708,1.2466,0.25,10.5406,0,continuous scale
13,268,57.2469,1.44,1.0841,0.8619,0.016,149.2469,0,continuous scale
13,112,218.6743,2.84,0.8876,0.5769,0.031,106.6743,0,continuous scale
13,273,241.7372,1.69,1.2116,0.824,0.031,31.2628,0,continuous scale
13,290,285.7251,3,1.1639,1.3908,0.5,4.2749,0,continuous scale
13,242,238.6762,2.98,1.566,0.8404,0.5,3.3238,0,continuous scale
13,277,289.5784,2.98,1.2262,1.4407,0.125,12.5784,0,continuous scale
13,59,228.1231,1.13,1.0512,0.4321,0.125,169.1231,0,continuous scale
13,279,323.1145,1.16,0.8502,0.5276,0.125,44.1145,0,continuous scale
13,25,28.7488,2.98,0.9381,0.6729,0.25,3.7488,0,continuous scale
13,359,27.1798,2.34,0.8421,0.8875,0.062,28.1798,0,continuous scale
13,322,321.3312,3,1.7551,0.6729,0.5,0.6688,0,continuous scale
13,43,31.9602,2.76,1.0945,0.7924,0.125,11.0398,0,continuous scale
13,322,318.4752,0.79,0.9276,0.8646,0.031,3.5248,0,continuous scale
13,10,41.105,1,0.7148,0.2719,0.062,31.105,0,four-point scale
13,193,22.8578,1,0.8225,0.3798,0.031,170.1422,0,four-point scale
13,285,304.9572,2,2.3519,0.3958,0.062,19.9572,0,four-point scale
13,352,25.4369,1,1.1745,0.2595,0.125,33.4369,0,four-point scale
13,105,115.9962,3,0.9707,0.6681,0.25,10.9962,0,four-point scale
13,211,199.2332,3,1.1225,1.0601,0.25,11.7668,0,four-point scale
13,209,182.5815,3,1.1563,0.2377,0.031,26.4185,0,four-point scale
13,159,208.219,3,1.4972,0.36,0.031,49.219,0,four-point scale
13,206,208.3807,3,1.1927,1.4071,0.5,2.3807,0,four-point scale
13,179,141.158,2,0.9279,0.4192,0.031,37.842,0,four-point scale
13,55,55.7021,3,2.3127,0.3551,0.125,0.7021,0,four-point scale
13,231,120.3919,0,0.9055,1.2591,0.016,110.6081,0,four-point scale
13,181,177.815,3,0.8613,0.2759,0.25,3.185,0,four-point scale
13,283,290.0333,1,1.7032,0.2242,0.016,7.0333,0,four-point scale
13,285,137.6073,2,1.1536,0.2319,0.031,147.3927,0,four-point scale
13,20,243.8855,3,1.1369,1.2037,0.125,136.1145,0,four-point scale
13,256,252.3977,3,1.3508,0.5234,0.5,3.6023,0,four-point scale
13,202,307.0645,1,2.6091,0.6594,0.016,105.0645,0,four-point scale
13,188,238.8967,3,1.19,0.51,0.016,50.8967,0,four-point scale
13,91,71.1964,2,0.9588,0.2974,0.125,19.8036,0,four-point scale
13,81,61.5958,3,1.1198,0.2688,0.125,19.4042,0,four-point scale
13,326,340.4341,3,1.4748,0.2159,0.125,14.4341,0,four-point scale
13,304,123.8635,1,0.8707,0.2823,0.031,179.8635,0,four-point scale
13,87,84.6545,3,1.1057,0.2402,0.125,2.3455,0,four-point scale
13,23,225.5551,2,0.8722,0.245,0.016,157.4449,0,four-point scale
13,155,135.7755,1,0.911,0.2698,0.016,19.2245,0,four-point scale
13,313,180.0869,1,0.8961,0.1016,0.062,132.9131,0,four-point scale
13,166,198.3414,2,1.5202,0.1896,0.125,32.3414,0,four-point scale
13,105,45.3618,3,1.4174,0.317,0.016,59.6382,0,four-point scale
13,46,48.9871,3,1.0939,0.272,0.25,2.9871,0,four-point scale
13,250,81.447,1,1.1692,0.48,0.062,168.553,0,four-point scale
13,211,228.8159,1,0.7819,0.1697,0.016,17.8159,0,four-point scale
13,98,110.454,3,1.1741,0.5316,0.5,12.454,0,four-point scale
13,263,254.6092,3,1.4033,1.0263,0.5,8.3908,0,four-point scale
13,22,283.4405,2,1.621,0.0539,0.062,98.5595,0,four-point scale
13,9,26.3645,3,1.6605,0.898,0.125,17.3645,0,four-point scale
13,280,286.4012,3,2.1287,0.264,0.5,6.4012,0,four-point scale
13,291,307.5427,1,1.4174,0.2042,0.125,16.5427,0,four-point scale
13,214,153.4697,1,1.0241,0.1943,0.016,60.5303,0,four-point scale
13,342,332.2776,3,1.8897,1.226,0.5,9.7224,0,four-point scale
13,340,277.8317,1,0.9257,0.2196,0.062,62.1683,0,four-point scale
13,298,297.1144,2,0.9561,0.317,0.5,0.8856,0,four-point scale
13,222,222.1895,3,1.5016,0.2734,0.5,0.1895,0,four-point scale
13,326,317.0796,3,1.0808,0.3615,0.5,8.9204,0,four-point scale
13,339,345.3444,1,1.8197,0.2398,0.062,6.3444,0,four-point scale
13,64,44.8226,2.96,0.9676,0.7685,0.25,19.1774,0,continuous scale
13,255,308.3339,1.53,1.0046,0.4083,0.125,53.3339,0,continuous scale
13,324,314.2043,1.79,2.1957,0.432,0.031,9.7957,0,continuous scale
13,266,273.4037,1.18,0.8654,0.6241,0.125,7.4037,0,continuous scale
13,54,234.045,2.97,1.303,0.8301,0.25,179.955,0,continuous scale
13,54,48.2756,3,1.4972,1.2219,0.5,5.7244,0,continuous scale
13,172,227.5512,1.41,0.7944,0.6483,0.031,55.5512,0,continuous scale
13,268,306.4623,0.97,1.6292,0.4806,0.016,38.4623,0,continuous scale
13,17,19.7019,2.96,1.9473,1.1027,0.125,2.7019,0,continuous scale
13,106,183.7203,0.63,0.821,0.4323,0.016,77.7203,0,continuous scale
13,344,309.6658,1.91,0.8846,0.3823,0.031,34.3342,0,continuous scale
13,32,203.8538,1.35,0.8486,0.4068,0.062,171.8538,0,continuous scale
13,285,301.9622,2.31,0.7674,0.7926,0.062,16.9622,0,continuous scale
13,41,231.1078,2.2,1.1176,0.6975,0.062,169.8922,0,continuous scale
13,177,316.0206,1.94,1.1603,0.3362,0.031,139.0206,0,continuous scale
13,163,44.4171,1.68,1.3096,0.6705,0.016,118.5829,0,continuous scale
13,293,304.9692,3,1.1162,0.7458,0.25,11.9692,0,continuous scale
13,72,60.5827,3,0.8532,1.0537,0.5,11.4173,0,continuous scale
13,329,29.9803,0.75,2.9962,0.8954,0.016,60.9803,0,continuous scale
13,158,290.4861,2.25,0.5345,0.4065,0.016,132.4861,0,continuous scale
13,263,251.747,2.98,0.8719,0.8408,0.125,11.253,0,continuous scale
13,5,359.9344,2.87,1.1882,0.6978,0.25,5.0656,0,continuous scale
13,121,136.1711,0.35,1.1566,0.6959,0.016,15.1711,0,continuous scale
13,199,228.471,0.32,0.7671,1.0198,0.016,29.471,0,continuous scale
13,50,56.1711,2.96,0.9887,1.0308,0.5,6.1711,0,continuous scale
13,151,131.9473,3,1.2586,0.8417,0.5,19.0527,0,continuous scale
13,59,60.2879,3,1.1393,0.959,0.5,1.2879,0,continuous scale
13,268,256.1232,0.62,1.753,0.9595,0.031,11.8768,0,continuous scale
13,3,41.4231,0.35,0.9696,0.7039,0.016,38.4231,0,continuous scale
13,28,233.5448,2.14,0.8035,0.6467,0.062,154.4552,0,continuous scale
13,50,33.0531,2.62,1.746,0.6251,0.125,16.9469,0,continuous scale
13,205,221.4721,3,1.4096,0.9848,0.5,16.4721,0,continuous scale
13,142,311.9476,0.53,0.764,0.5526,0.062,169.9476,0,continuous scale
13,143,316.5444,1.37,1.0545,0.4876,0.062,173.5444,0,continuous scale
13,13,341.7433,1.74,0.7688,0.8159,0.125,31.2567,0,continuous scale
13,296,228.7462,2.04,1.9723,0.6724,0.062,67.2538,0,continuous scale
13,317,319.3897,2.92,1.2259,1.0076,0.25,2.3897,0,continuous scale
13,233,224.6718,2.98,1.2679,0.8381,0.5,8.3282,0,continuous scale
13,295,300.5284,2.98,0.9332,0.9917,0.5,5.5284,0,continuous scale
13,310,41.3272,0.69,1.2159,0.8137,0.016,91.3272,0,continuous scale
13,289,169.653,1.29,0.8416,0.383,0.016,119.347,0,continuous scale
13,330,7.9322,3,0.9724,1.0778,0.25,37.9322,0,continuous scale
13,309,307.9964,1.8,1.3304,0.5579,0.125,1.0036,0,continuous scale
13,217,229.3058,3,0.6775,0.8635,0.125,12.3058,0,continuous scale
13,253,249.5093,3,1.5896,1.3168,0.5,3.4907,0,continuous scale
13,311,309.6863,3,1.2691,0.9401,0.25,1.3137,0,four-point scale
13,230,233.1908,3,1.1758,0.276,0.25,3.1908,0,four-point scale
13,68,152.5117,1,0.9057,0.2527,0.016,84.5117,0,four-point scale
13,215,233.4502,0,0.8743,0.2291,0.031,18.4502,0,four-point scale
13,1,52.1381,1,1.0445,0.3358,0.016,51.1381,0,four-point scale
13,342,354.3455,3,1.2423,0.8849,0.125,12.3455,0,four-point scale
13,26,270.0632,1,0.8006,0.3474,0.016,115.9368,0,four-point scale
13,128,315,1,0.9922,0.3478,0.031,173,0,four-point scale
13,24,300.6369,1,0.7431,0.2474,0.016,83.3631,0,four-point scale
13,322,193.6003,1,1.4298,0.2411,0.031,128.3997,0,four-point scale
13,136,133.2343,3,1.1062,1.3871,0.25,2.7657,0,four-point scale
13,330,344.9713,3,1.5937,0.3858,0.5,14.9713,0,four-point scale
13,345,129.5341,1,1.3729,0.1704,0.062,144.5341,0,four-point scale
13,93,298.1571,1,2.3123,0.3396,0.016,154.8429,0,four-point scale
13,139,211.5333,1,1.1848,0.218,0.031,72.5333,0,four-point scale
13,160,47.7214,1,0.8413,0.2609,0.016,112.2786,0,four-point scale
13,34,36.7144,2,0.8793,0.3536,0.125,2.7144,0,four-point scale
13,88,277.4953,1,1.3479,0.1812,0.016,170.5047,0,four-point scale
13,196,200.0727,3,2.5722,0.9334,0.25,4.0727,0,four-point scale
13,357,198.1421,1,1.4485,0.5001,0.125,158.8579,0,four-point scale
13,103,126.8525,1,1.5936,0.2193,0.016,23.8525,0,four-point scale
13,269,97.2196,2,0.7692,0.2699,0.062,171.7804,0,four-point scale
13,345,350.5789,3,1.929,0.6846,0.25,5.5789,0,four-point scale
13,20,295.7949,2,1.6016,0.1172,0.062,84.2051,0,four-point scale
13,32,9.9533,2,1.8135,0.3513,0.25,22.0467,0,four-point scale
13,23,30.3671,3,0.8736,0.92,0.25,7.3671,0,four-point scale
13,108,300.0971,2,0.7934,0.2457,0.031,167.9029,0,four-point scale
13,12,19.1296,3,1.5062,0.9282,0.062,7.1296,0,four-point scale
13,79,79.0691,3,1.9544,0.3017,0.25,0.0691,0,four-point scale
13,195,216.4928,3,1.0582,0.2055,0.062,21.4928,0,four-point scale
13,275,242.025,3,0.6505,0.161,0.031,32.975,0,four-point scale
13,107,109.9904,3,1.1267,0.2179,0.25,2.9904,0,four-point scale
13,259,244.2417,3,1.2602,0.2393,0.25,14.7583,0,four-point scale
13,162,40.1967,2,1.1916,0.3577,0.062,121.8033,0,four-point scale
13,326,142.4076,1,0.905,0.0881,0.016,176.4076,0,four-point scale
13,45,45.5559,3,1.0175,0.8194,0.5,0.5559,0,four-point scale
13,39,39.5593,3,1.1606,0.2597,0.25,0.5593,0,four-point scale
13,33,319.4665,0,1.173,0.0139,0.062,73.5335,0,four-point scale
13,202,215.9879,3,1.1258,0.6256,0.5,13.9879,0,four-point scale
13,32,44.8671,2,0.8501,0.9141,0.125,12.8671,0,four-point scale
13,135,245.6163,0,0.7353,0.1759,0.016,110.6163,0,four-point scale
13,318,333.9742,3,0.9104,0.5268,0.125,15.9742,0,four-point scale
13,242,240.3569,2,1.0893,0.0126,0.031,1.6431,0,four-point scale
13,238,236.6651,3,1.1837,0.3178,0.062,1.3349,0,four-point scale
13,99,203.4564,1,1.3301,0.1122,0.031,104.4564,0,four-point scale
13,255,239.8704,3,1.0262,2.0127,0.062,15.1296,0,continuous scale
13,175,41.4723,3,1.357,0.7916,0.031,133.5277,0,continuous scale
13,68,55.3626,3,0.7178,0.816,0.5,12.6374,0,continuous scale
13,330,323.1153,3,1.6342,1.2302,0.5,6.8847,0,continuous scale
13,259,60.5827,1.5,0.9867,0.6215,0.016,161.5827,0,continuous scale
13,138,131.7141,3,1.2754,1.2245,0.125,6.2859,0,continuous scale
13,319,298.0996,2.92,1.2831,0.6246,0.016,20.9004,0,continuous scale
13,72,77.0213,0.72,0.9253,0.7674,0.016,5.0213,0,continuous scale
13,26,233.4502,1.53,1.2404,0.4286,0.031,152.5498,0,continuous scale
13,98,302.8144,1.79,0.8728,0.4084,0.016,155.1856,0,continuous scale
13,326,219.1088,2.4,0.7945,0.5292,0.031,106.8912,0,continuous scale
13,263,270.0638,3,0.799,1.0335,0.5,7.0638,0,continuous scale
13,325,316.7588,2.97,1.2266,0.7916,0.25,8.2412,0,continuous scale
13,96,89.9269,3,0.9077,1.0304,0.25,6.0731,0,continuous scale
13,54,58.8514,2.96,1.2179,0.888,0.125,4.8514,0,continuous scale
13,69,97.2048,1.5,0.8686,0.4298,0.031,28.2048,0,continuous scale
13,43,220.1231,0.94,0.718,0.384,0.031,177.1231,0,continuous scale
13,161,145.7836,2.96,1.124,0.6483,0.25,15.2164,0,continuous scale
13,288,294.5716,3,1.6472,1.0804,0.5,6.5716,0,continuous scale
13,105,124.4098,2.98,0.9983,0.8884,0.25,19.4098,0,continuous scale
13,247,240.387,3,1.0041,0.7679,0.25,6.613,0,continuous scale
13,281,27.2806,0.82,1.1064,0.7895,0.016,106.2806,0,continuous scale
13,356,353.9103,2.93,1.0166,0.7735,0.25,2.0897,0,continuous scale
13,327,315.5362,0.57,0.7383,0.5542,0.031,11.4638,0,continuous scale
13,325,6.3119,0.62,0.8449,0.7207,0.031,41.3119,0,continuous scale
13,316,298.9461,0.63,0.7109,0.6256,0.062,17.0539,0,continuous scale
13,47,124.4347,1.5,1.0667,0.3368,0.016,77.4347,0,continuous scale
13,135,123.8635,3,0.8471,1.3677,0.25,11.1365,0,continuous scale
13,236,234.276,3,1.0459,0.8164,0.25,1.724,0,continuous scale
13,104,297.2176,0.53,0.7379,0.657,0.016,166.7824,0,continuous scale
13,252,254.0803,2.98,1.1529,1.2712,0.125,2.0803,0,continuous scale
13,170,153.2036,1.07,0.9509,0.3597,0.125,16.7964,0,continuous scale
13,81,89.9396,3,0.7421,0.7688,0.125,8.9396,0,continuous scale
13,299,295.2829,3,0.8002,0.983,0.062,3.7171,0,continuous scale
13,139,317.0796,2.98,0.8529,0.6719,0.125,178.0796,0,continuous scale
13,119,146,1.43,1.5968,0.338,0.125,27,0,continuous scale
13,348,287.8262,1.67,1.6717,0.3598,0.125,60.1738,0,continuous scale
13,150,168.7614,1.5,1.1331,0.3839,0.016,18.7614,0,continuous scale
13,132,129.3598,3,1.023,1.3429,0.5,2.6402,0,continuous scale
13,128,217.9198,1.53,1.2123,0.9344,0.062,89.9198,0,continuous scale
13,131,284.7026,1.81,0.7994,0.4103,0.031,153.7026,0,continuous scale
13,214,205.7487,2.93,0.8213,0.649,0.062,8.2513,0,continuous scale
13,27,23.3366,3,0.9149,1.0778,0.125,3.6634,0,continuous scale
13,338,359.9103,1.03,1.2658,0.5053,0.016,21.9103,0,continuous scale
13,300,304.0396,3,1.139,0.9828,0.125,4.0396,0,continuous scale
13,339,337.035,3,1.1486,0.9645,0.5,1.965,0,four-point scale
13,233,151.4535,1,0.7687,0.1777,0.016,81.5465,0,four-point scale
13,150,304.6318,1,0.885,0.289,0.016,154.6318,0,four-point scale
13,344,320.1253,1,1.2984,0.2376,0.031,23.8747,0,four-point scale
13,84,20.7281,1,1.5037,0.284,0.031,63.2719,0,four-point scale
13,201,243.0228,1,0.9588,0.1543,0.125,42.0228,0,four-point scale
13,277,277.0012,3,0.9253,0.7393,0.125,0.0012,0,four-point scale
13,275,235.0102,3,1.198,0.2484,0.031,39.9898,0,four-point scale
13,96,292.8446,1,0.7461,0.335,0.016,163.1554,0,four-point scale
13,190,296.2806,3,0.7728,0.2331,0.125,106.2806,0,four-point scale
13,297,294.2376,3,0.643,0.2609,0.5,2.7624,0,four-point scale
13,105,114.1652,3,1.111,0.2162,0.125,9.1652,0,four-point scale
13,275,307.4444,3,1.0914,0.2098,0.062,32.4444,0,four-point scale
13,202,289.7986,2,0.7663,0.2591,0.016,87.7986,0,four-point scale
13,78,73.2109,3,0.8554,0.2161,0.125,4.7891,0,four-point scale
13,198,288.4776,1,0.5487,0.0322,0.125,90.4776,0,four-point scale
13,116,118.6872,1,0.7543,0.2158,0.062,2.6872,0,four-point scale
13,263,288.0835,3,0.7954,0.232,0.125,25.0835,0,four-point scale
13,88,76.2327,3,0.878,0.201,0.25,11.7673,0,four-point scale
