Subj_idx,Stimulus,Response,Confidence,RT_dec,Angle perturbation
23,1,1,2,2.0193,0
23,2,2,1,1.9869,-8.98
23,2,2,4,2.816,8.88
23,2,1,2,2.6458,-8.78
23,2,2,4,3.5325,9.044
23,1,1,4,2.2286,0
23,2,2,1,1.5564,8.944
23,2,2,4,3.6021,-8.844
23,1,1,5,1.4802,0
23,2,2,3,2.6049,-8.744
23,2,2,2,1.8354,8.644
23,2,1,2,2.3952,-8.544
23,2,2,2,2.6705,8.808
23,2,1,4,2.3257,-8.708
23,1,1,2,2.9367,0
23,2,2,2,3.7776,8.972
23,2,2,4,0.8776,8.872
23,2,2,4,1.064,-8.772
23,2,2,4,2.3272,8.672
23,1,1,3,3.4338,0
23,2,2,2,3.3567,-8.572
23,2,1,2,2.3331,-8.472
23,2,2,4,1.6386,8.736
23,1,1,4,1.6271,0
23,2,2,4,1.6871,-8.636
23,2,2,4,2.266,8.536
23,2,2,4,3.0173,-8.436
23,1,2,2,2.4711,0
23,2,2,2,1.3871,8.336
23,2,2,2,1.8143,-8.236
23,2,1,1,2.5019,8.136
23,2,1,3,1.275,8.4
23,2,1,4,1.786,-8.664
23,2,2,3,3.6205,-8.928
23,2,1,2,1.9387,8.828
23,2,2,4,1.481,8.992
23,1,2,4,1.1883,0
23,2,2,4,1.192,-8.892
23,2,2,4,1.8839,8.792
23,2,2,4,1.7793,8.692
23,2,1,2,1.59378,-8.592
23,1,1,3,2.45493,0
23,2,2,1,1.6048,8.856
23,2,2,4,2.0866,-8.756
23,2,2,4,1.4103,8.656
23,2,2,4,1.7106,-8.556
23,2,2,4,1.9032,-8.456
23,1,1,4,1.5761,0
23,2,2,4,0.7992,8.356
23,2,2,4,1.2781,-8.256
23,2,2,4,1.5003,8.156
23,2,1,2,2.2397,8.056
23,2,2,4,1.7106,-8.32
23,1,1,4,1.8612,0
23,2,2,3,2.7171,-8.22
23,2,2,4,1.597,8.12
23,2,2,4,2.5228,8.02
23,1,2,4,2.4883,0
23,2,2,4,2.2406,-7.92
23,2,1,5,1.8806,7.82
23,2,2,4,1.8426,-8.084
23,2,1,4,1.9526,-7.984
23,2,2,4,3.7696,8.248
23,1,2,2,2.6535,0
23,2,1,4,2.3754,-8.148
23,1,1,4,1.5649,0
23,2,2,4,1.0759,8.412
23,2,1,4,1.818,8.312
23,2,2,4,3.3876,-8.576
23,2,1,4,3.1837,-8.476
23,2,2,4,2.1433,8.74
23,1,2,4,2.2784,0
23,2,1,4,1.7916,8.64
23,2,1,4,1.299,-8.904
23,2,1,4,1.7909,-9.168
23,2,1,4,2.3616,9.432
23,2,2,4,1.0542,9.696
23,2,2,4,1.7057,-9.596
23,2,2,4,1.25074,-9.396
23,1,2,4,1.4989,0
23,2,2,4,1.688,9.296
23,2,2,4,1.36156,-9.196
23,2,2,4,1.26639,-9.096
23,2,1,4,2.89823,8.996
23,2,2,4,1.392,9.26
23,2,1,4,1.6685,-9.16
23,1,1,4,1.9628,0
23,1,1,2,4.6482,0
23,2,2,4,2.0553,-9.424
23,2,2,4,3.3746,9.324
23,2,2,4,2.7204,9.224
23,2,2,3,1.6639,-9.124
23,2,2,3,1.0486,9.024
23,1,2,2,2.328,0
23,2,2,3,2.2999,-8.924
23,2,1,4,2.1305,-8.824
23,2,1,4,3.4061,9.088
23,2,1,2,2.2932,-9.352
23,2,2,4,0.9792,9.616
23,2,2,4,1.0581,9.516
23,2,1,5,1.0932,-9.416
23,1,2,5,1.2855,0
23,2,2,5,0.8009,9.68
23,2,2,5,1.789,-9.58
23,2,2,4,2.5479,-9.48
23,1,1,5,1.2115,0
23,2,2,4,0.947,9.38
23,2,2,4,1.4067,9.28
23,2,2,3,1.9193,-9.18
23,1,2,3,1.0701,0
23,2,2,3,1.7229,9.08
23,2,2,3,1.4454,-8.98
23,2,2,3,1.1685,8.88
23,2,2,4,1.9958,-8.78
23,2,1,4,1.6882,-8.68
23,1,2,3,3.8111,0
23,2,2,3,1.1735,8.944
23,2,2,3,1.2042,8.844
23,2,2,3,0.9666,-8.744
23,1,2,4,1.0256,0
23,2,2,3,1.0801,-8.644
23,2,2,3,1.0941,8.544
23,2,2,3,0.8562,8.444
23,2,2,3,1.4147,-8.344
23,2,2,4,1.0464,8.244
23,1,2,4,0.9347,0
23,2,2,4,1.4177,-8.144
23,2,2,5,1.2652,8.044
23,2,1,3,1.6657,-7.944
23,1,2,4,0.7782,0
23,2,2,4,2.44,-8.208
23,2,2,4,0.8878,8.108
23,2,2,4,1.0821,8.008
23,2,2,4,1.2824,-7.908
23,2,2,3,1.4324,7.808
23,2,1,5,0.9586,-7.708
23,1,1,4,1.819,0
24,2,2,3,1.9454,-20
24,2,2,2,3.95592,10
24,1,1,5,1.80429,0
24,1,2,3,2.07034,0
24,1,2,3,4.28475,0
24,2,1,4,1.6078,1
24,2,1,4,3.9241,-2
24,2,1,5,2.3524,-3
24,2,1,4,1.3755,4
24,2,1,4,3.3286,5
24,2,2,4,2.4432,-6
24,2,2,4,2.3725,5
24,1,1,5,1.1754,0
24,2,1,5,1.5005,-4
24,2,2,2,2.7619,-5
24,1,2,5,1.3624,0
24,2,1,4,2.7167,4.9
24,2,1,5,1.1685,5.164
24,2,1,5,1.2701,-5.428
24,1,2,3,1.5745,0
24,2,2,5,1.1857,-5.692
24,2,1,4,2.9852,5.592
24,2,2,3,1.612,5.856
24,2,2,5,1.3996,-5.756
24,2,2,2,3.0158,-5.656
24,2,2,5,2.5214,5.556
24,2,2,2,3.1971,5.456
24,1,1,3,1.9976,0
24,2,1,5,2.3869,-5.356
24,2,2,4,1.2884,5.62
24,2,2,5,2.136,-5.52
24,2,1,4,1.8896,-5.42
24,2,2,3,3.6559,5.684
24,1,1,5,1.818,0
24,1,1,4,1.6019,0
24,2,2,3,1.5981,-5.584
24,2,1,5,1.3043,5.484
24,2,2,4,1.9059,-5.748
24,2,2,5,1.8229,5.648
24,2,1,5,1.5116,5.548
24,2,2,5,1.7799,-5.812
24,2,2,3,2.1521,-5.712
24,2,1,1,2.2149,5.612
24,1,2,5,1.8292,0
24,2,1,3,1.7463,5.876
24,2,2,2,3.5645,-6.14
24,2,2,2,2.1073,-6.04
24,2,2,5,2.1966,5.94
24,1,1,4,1.2509,0
24,1,2,2,2.3903,0
24,2,1,4,1.2699,-5.84
24,2,2,3,1.6189,6.104
24,2,1,2,2.7002,6.004
24,2,1,4,1.5964,-6.268
24,1,1,5,1.3119,0
24,2,2,5,1.4019,6.532
24,2,2,4,1.6044,-6.432
24,2,1,4,1.6143,6.332
24,2,2,5,2.2516,-6.596
24,2,2,2,1.515,6.496
24,2,1,5,1.7819,-6.396
24,2,1,4,1.5827,-6.66
24,1,1,1,4.0458,0
24,2,2,5,1.0572,6.924
24,2,1,4,1.2701,6.824
24,2,2,4,2.2502,-7.088
24,2,1,2,2.245,6.988
24,2,2,4,1.9236,-7.252
24,1,1,5,1.1848,0
24,1,1,5,1.6373,0
24,2,1,3,1.3912,7.152
24,2,2,4,1.5147,-7.416
24,2,1,4,1.2846,7.316
24,2,1,3,2.5174,-7.58
24,2,2,1,2.4561,-7.844
24,2,1,4,1.5877,7.744
24,2,2,2,2.3618,8.008
24,2,1,4,1.1773,-7.908
24,1,1,2,4.1603,0
24,2,2,4,1.15798,8.172
24,2,2,4,2.13221,-8.072
24,2,1,5,1.08358,-7.972
24,1,1,5,1.40802,0
24,2,1,5,2.21794,8.236
24,2,2,4,1.61259,8.5
24,1,1,3,1.49142,0
24,2,2,5,1.26718,-8.4
24,2,2,5,1.6183,-8.3
24,2,2,3,1.735,8.2
24,2,2,4,1.3793,8.1
24,2,2,5,1.9464,-8
24,2,1,4,1.5191,7.9
24,2,2,4,1.3798,-8.164
24,1,2,1,2.9346,0
24,2,2,4,1.3998,-8.064
24,2,1,2,2.3872,7.964
24,2,1,2,2.9521,-8.228
24,2,2,5,1.094,8.492
24,1,1,5,1.0639,0
24,2,2,3,1.7648,-8.392
24,2,2,5,1.2819,8.292
24,2,1,3,1.7306,8.192
24,1,2,4,1.4237,0
24,2,2,4,1.3791,-8.456
24,2,2,3,1.3089,-8.356
24,1,1,3,1.7892,0
24,2,2,4,1.0555,8.256
24,2,2,4,1.2667,8.156
24,2,2,4,1.6948,-8.056
24,2,1,4,1.1008,-7.956
24,2,2,3,1.382,8.22
24,1,1,5,1.3787,0
24,2,2,4,1.6118,-8.12
24,2,1,4,2.0719,8.02
24,2,2,5,1.3898,-8.284
24,2,2,4,1.158,8.184
24,1,2,2,1.7478,0
24,2,2,4,1.4069,-8.084
24,2,1,3,2.6352,7.984
24,2,1,4,2.0521,8.248
24,2,2,5,1.6266,-8.512
24,1,2,2,1.5882,0
24,2,2,4,1.4404,-8.412
24,2,2,5,1.2537,8.312
24,2,1,4,1.3784,8.212
24,2,2,4,1.2893,-8.476
24,1,1,4,1.1637,0
24,2,2,4,1.2667,8.376
24,2,2,5,1.053,-8.276
24,2,1,1,3.0427,8.176
24,2,2,2,1.7131,-8.44
24,2,2,2,1.1438,-8.34
24,2,2,4,1.0662,8.24
24,1,2,4,1.0691,0
24,2,1,4,1.2623,8.14
24,1,1,4,1.0621,0
24,2,2,3,1.2366,-8.404
24,2,2,3,1.2656,8.304
24,2,2,5,1.0671,-8.204
24,2,2,3,0.9861,-8.104
24,1,1,5,1.1717,0
24,2,2,4,1.2537,8.004
24,2,2,3,1.062,-7.904
24,2,1,2,1.0706,7.804
24,2,2,1,3.5044,8.068
24,2,1,1,3.9859,-7.968
24,2,1,4,1.0947,-8.232
24,1,1,5,1.8805,0
24,2,2,1,2.3745,8.496
24,1,1,3,1.1693,0
24,2,1,1,2.7234,-8.396
24,2,2,5,1.0885,8.66
24,2,2,2,3.8521,-8.56
24,2,1,3,1.4083,8.46
24,2,2,5,1.159,8.724
24,2,2,5,1.2511,-8.624
24,1,1,5,1.4074,0
24,2,2,2,1.2837,8.524
24,2,2,1,3.2206,-8.424
24,2,2,4,1.0778,-8.324
24,2,1,3,1.9047,8.224
24,2,2,3,1.466,-8.488
24,2,2,2,1.261,8.388
24,1,2,1,1.695,0
24,2,2,3,2.8316,8.288
24,1,1,4,1.0579,0
24,2,2,5,1.0778,-8.188
24,2,2,4,1.0614,-8.088
24,2,2,3,1.1666,7.988
24,2,1,1,2.6673,7.888
24,2,1,4,1.2738,-8.152
24,1,1,5,1.2827,0
24,2,2,3,1.7775,8.416
24,2,2,4,1.2759,-8.316
24,2,1,3,1.3219,8.216
24,2,2,5,1.058,-8.48
24,2,2,5,0.9682,-8.38
24,1,1,4,1.09,0
24,2,2,3,1.0624,8.28
24,2,2,3,1.0539,-8.18
24,2,2,3,0.9847,8.08
24,2,2,5,1.0422,7.98
24,2,2,4,1.3898,-7.88
24,2,1,4,1.088079,7.78
24,2,2,5,1.00348,-8.044
24,2,2,5,1.2962,7.944
24,1,1,5,1.2613,0
24,2,2,4,1.1935,-7.844
24,1,1,4,2.14415,0
24,2,2,5,1.7821,7.744
24,2,2,4,1.26637,-7.644
24,2,2,4,0.96957,7.544
24,2,2,2,1.5202,-7.444
24,2,1,2,2.8202,-7.344
24,2,2,5,0.9608,7.608
24,2,1,1,1.2545,-7.508
24,2,2,3,1.1042,7.772
24,1,1,5,1.2824,0
24,2,2,4,1.0652,7.672
24,2,1,1,3.5065,-7.572
24,2,2,1,4.598,7.836
24,1,1,4,1.0726,0
24,2,2,4,1.1917,-7.736
24,2,2,2,2.4693,7.636
24,2,2,1,3.7066,-7.536
24,2,1,1,1.6915,-7.436
24,1,2,5,1.0569,0
24,2,1,2,2.6841,7.7
24,2,1,4,0.9553,-7.964
24,2,2,4,1.0914,8.228
24,1,1,3,1.6354,0
24,2,2,4,0.9673,-8.128
24,2,2,5,1.3021,8.028
24,2,1,4,1.164,7.928
24,2,2,4,1.057,-8.192
24,2,2,3,1.0721,8.092
24,2,1,1,2.4719,-7.992
24,1,1,4,1.1754,0
24,2,2,5,0.8918,-8.256
24,2,2,5,0.9806,8.156
24,2,2,4,1.3752,-8.056
24,2,2,4,1.3897,7.956
24,1,2,2,3.1383,0
24,2,2,4,0.9654,7.856
24,2,2,4,1.1724,-7.756
24,2,1,3,1.0782,-7.656
24,1,2,4,1.0581,0
24,2,1,1,1.5829,7.92
24,2,2,4,0.9675,8.184
24,2,2,5,0.9772,-8.084
24,2,2,5,1.1558,-7.984
24,1,2,2,1.9455,0
24,2,1,4,1.0481,7.884
24,2,1,1,3.3599,8.148
24,2,1,3,1.0611,-8.412
24,2,2,2,2.3409,-8.676
24,2,1,4,1.609,8.576
24,1,2,3,0.7809,0
24,2,2,3,1.2038,8.84
24,1,1,3,1.1099,0
24,2,2,2,1.5281,-8.74
24,2,1,1,1.8204,8.64
24,2,2,3,1.4092,-8.904
24,2,2,5,1.2958,-8.804
24,2,2,5,0.9463,8.704
24,2,2,3,0.9812,-8.604
24,1,1,5,1.1868,0
24,2,2,4,2.2449,8.504
24,2,2,3,1.4099,8.404
24,2,2,5,1.2933,-8.304
24,2,2,2,1.4741,-8.204
24,1,1,3,1.5287,0
24,2,2,4,1.3924,8.104
24,2,1,3,0.9727,8.004
24,2,1,1,2.7258,-8.268
24,2,2,4,1.4383,-8.532
24,2,2,4,0.97,8.432
24,1,2,4,0.9835,0
24,2,2,5,1.2542,8.332
24,1,1,2,2.5531,0
24,2,2,2,1.2829,-8.232
24,2,1,1,2.2191,-8.132
24,2,2,4,1.2466,8.396
24,2,2,3,0.9718,-8.296
24,2,2,3,1.8266,8.196
24,2,2,5,0.9617,-8.096
24,1,1,5,0.8684,0
24,2,1,2,1.3315,7.996
24,2,2,3,1.0607,8.26
24,2,2,5,0.8419,-8.16
24,1,1,3,2.2394,0
24,2,2,2,0.9615,8.06
24,2,1,2,1.6894,-7.96
24,1,1,4,1.0842,0
24,2,2,3,1.0871,-8.224
24,2,2,4,0.8922,8.124
24,2,2,4,0.9763,8.024
24,2,2,5,0.963,-7.924
24,2,2,1,1.9974,-7.824
24,2,2,5,0.9528,7.724
24,2,2,2,1.6861,7.624
24,1,1,4,1.0865,0
24,2,2,3,1.6354,-7.524
24,2,1,1,2.9865,-7.424
24,2,2,3,0.9505,7.688
24,2,2,2,2.0125,-7.588
24,2,2,5,1.0612,7.488
25,2,2,5,2.72735,-20
25,2,1,5,1.9139,10
25,1,2,3,2.3722,0
25,2,1,2,2.1987,-11
25,2,1,4,1.16708,-12
25,2,1,5,1.5175,13
25,1,1,4,2.0978,0
25,2,1,4,3.3123,14
25,2,1,4,1.7312,-15
25,1,1,3,2.2659,0
25,2,1,4,2.449,16
25,2,2,5,1.3791,-17
25,2,1,4,1.4824,-16
25,2,2,3,2.2561,16.5
25,2,1,3,3.0306,16.4
25,1,1,5,1.8472,0
25,2,2,5,1.803,-16.664
25,2,2,5,1.6823,-16.564
25,2,2,5,2.215,16.464
25,2,1,5,2.8787,16.364
25,2,1,3,4.9664,-16.628
25,2,2,5,1.4653,-16.892
25,1,1,4,2.8011,0
25,2,1,2,2.4168,16.792
25,2,1,4,2.221,17.056
25,1,1,5,2.1102,0
25,2,2,5,1.4839,-17.32
25,2,2,2,3.0585,17.22
25,2,1,4,4.9198,-17.12
25,2,2,4,4.2075,-17.384
25,2,1,4,3.0335,17.284
25,1,2,4,1.2751,0
25,2,2,5,1.6695,-17.548
25,2,1,5,2.1071,17.448
25,2,2,5,1.0705,-17.712
25,2,1,5,1.4936,17.612
25,2,1,5,2.5406,17.876
25,1,2,5,1.6276,0
25,2,2,5,1.251,-18.14
25,1,2,5,1.2507,0
25,2,2,5,1.388,-18.04
25,2,1,5,1.3205,17.94
25,2,1,5,1.1893,18.204
25,2,2,5,0.9606,-18.468
25,2,2,5,1.2612,-18.368
25,2,1,5,1.2635,18.268
25,1,2,2,1.5773,0
25,2,1,5,1.6093,-18.532
25,2,1,5,1.0874,18.796
25,2,1,4,1.6897,19.06
25,2,1,4,1.7337,-19.324
25,2,1,5,1.1603,19.588
25,1,1,5,2.1453,0
25,2,2,5,1.1816,-19.852
25,2,1,5,1.1666,19.752
25,2,1,5,1.3868,-20.016
25,2,1,2,3.8923,20.28
25,1,1,5,1.423,0
25,2,2,5,0.9656,-20.544
25,2,1,5,1.5135,-20.444
25,1,1,4,3.6314,0
25,2,1,4,1.2822,20.708
25,2,2,2,3.2001,20.972
25,2,2,5,1.6813,-20.872
25,2,2,2,2.2404,20.772
25,2,2,5,1.3924,-20.672
25,1,2,5,1.4669,0
25,2,1,4,2.9797,20.572
25,2,2,5,0.9525,-20.836
25,2,2,4,2.0623,20.736
25,1,1,5,1.4377,0
25,2,1,2,1.3707,-20.636
25,2,2,5,1.0665,-20.9
25,2,2,4,0.7681,20.8
25,2,2,4,0.7614,20.7
25,2,2,5,0.8385,-20.6
25,1,1,2,1.4849,0
25,2,2,5,0.9592,20.5
25,2,2,5,2.434,-20.4
25,2,1,5,1.7828,20.2
25,2,2,5,0.96349,-20.464
25,2,1,5,1.7057,20.364
25,1,1,5,2.9542,0
25,2,2,4,1.27946,-20.628
25,2,1,5,1.3619,20.528
25,2,1,5,1.4818,20.792
25,2,2,5,0.9637,-21.056
25,1,1,5,4.1255,0
25,2,1,5,1.3722,20.956
25,2,2,5,1.5683,-21.22
25,2,1,5,1.4232,-21.12
25,1,1,5,3.5957,0
25,2,1,2,3.3951,21.384
25,1,1,5,2.3341,0
25,2,2,4,3.8905,21.648
25,2,2,3,1.5809,-21.548
25,2,2,4,0.8653,-21.448
25,2,2,4,1.2961,21.348
25,2,1,5,3.3553,21.248
25,1,1,4,1.4681,0
25,2,2,5,0.9804,-21.512
25,2,2,5,0.8407,-21.412
25,2,1,5,2.0091,21.312
25,2,2,5,0.8852,-21.576
25,1,1,3,2.0096,0
25,2,2,4,0.6571,21.476
25,2,1,4,1.5348,21.376
25,2,2,5,1.6276,-21.64
25,2,1,5,1.9155,-21.54
25,2,1,5,4.9156,21.804
25,2,1,2,1.6165,-22.068
25,1,1,5,1.4016,0
25,2,1,5,1.8883,22.332
25,2,2,5,2.1011,22.596
25,1,1,4,4.1725,0
25,2,2,5,0.8517,-22.496
25,2,2,5,0.9312,-22.396
25,2,1,5,1.4992,22.296
25,2,1,5,1.1978,22.56
25,2,2,4,0.7837,-22.824
25,1,1,5,1.8456,0
25,2,2,5,3.4858,22.724
25,2,2,4,1.3854,-22.624
25,1,1,5,1.4528,0
25,2,2,5,0.6746,22.524
25,2,1,3,1.5932,-22.424
25,2,2,5,0.7668,22.688
25,2,2,5,1.1804,-22.588
25,2,1,5,1.3914,22.488
25,1,1,5,1.9904,0
25,2,1,3,1.9996,-22.752
25,2,1,5,0.9448,-23.016
25,2,1,2,3.6206,23.28
25,2,2,4,0.6537,23.544
25,2,2,5,0.9369,-23.444
25,1,1,5,1.6043,0
25,2,1,4,1.4383,23.344
25,2,2,5,0.959,-23.608
25,2,2,4,5.1666,23.508
25,2,2,5,0.8501,-23.408
25,1,1,5,1.7564,0
25,2,1,4,2.9691,23.308
25,2,2,3,1.3917,-23.572
25,2,2,3,1.5596,23.472
25,2,1,4,5.0792,-23.372
25,2,2,4,0.7998,-23.636
25,1,1,5,1.4983,0
25,2,2,4,0.8368,23.536
25,2,1,4,1.3791,-23.436
25,1,1,5,1.6917,0
25,2,2,4,1.278,23.7
25,2,1,4,4.3675,-23.6
25,2,1,5,1.9172,23.864
25,1,1,5,0.9686,0
25,2,1,4,0.5351,-24.128
25,2,2,5,2.147,24.392
25,2,1,4,1.9698,-24.292
25,2,1,5,1.0745,24.556
25,2,1,4,0.9816,-24.82
25,2,2,4,3.5758,25.084
25,2,1,5,1.1471,-24.984
25,2,1,5,2.1112,25.248
25,1,1,4,1.4104,0
25,1,1,5,1.5954,0
25,2,2,2,1.065,25.512
25,2,2,3,1.0656,-25.412
25,2,2,4,0.6568,25.312
25,2,2,5,0.7867,-25.212
25,1,1,5,1.8902,0
25,2,1,2,3.354,25.112
25,2,2,2,1.1988,-25.376
25,2,2,4,1.2824,-25.276
25,2,2,5,0.7549,25.176
25,2,2,5,0.7708,-25.076
25,1,1,4,1.5176,0
25,2,1,5,1.251,24.976
25,2,1,3,2.2151,25.24
25,2,1,4,1.5981,-25.504
25,2,2,5,0.9295,-25.768
25,2,1,2,1.4811,25.668
25,2,1,4,1.4846,-25.932
25,2,2,4,5.1277,26.196
25,2,1,5,1.587,26.096
25,2,2,5,0.78461,-26.36
25,2,2,5,1.17149,-26.26
25,2,2,2,3.9277,26.16
25,2,1,4,3.0008,26.06
25,1,1,4,1.7786,0
25,2,2,5,1.15003,-26.324
25,2,1,2,1.9218,26.224
25,2,2,5,0.7694,-26.488
25,2,2,4,1.8055,26.388
25,2,2,5,1.0698,-26.288
25,2,2,5,2.7407,-26.188
25,2,1,4,1.7821,26.088
25,1,0,5,5.1508,0
25,2,2,5,1.2665,-26.352
25,2,1,2,1.911,26.252
25,2,2,4,0.8317,26.516
25,1,1,4,1.1432,0
25,2,2,4,0.75,-26.416
25,2,2,4,4.509,-26.316
25,2,2,4,0.6558,26.216
25,2,1,4,1.4104,-26.116
25,2,1,5,1.5731,26.38
25,1,1,5,0.9844,0
25,2,2,4,0.983,26.644
25,2,2,5,0.8497,-26.544
25,2,2,4,1.6206,26.444
25,2,2,2,0.8923,-26.344
25,1,1,4,1.2885,0
25,2,2,3,0.9563,26.244
25,2,2,4,3.7007,-26.144
25,1,1,4,2.0264,0
25,2,2,5,0.783,-26.044
25,2,2,5,0.6681,25.944
25,2,1,4,1.7216,25.844
25,2,2,5,0.7974,-26.108
25,2,2,4,0.6606,26.008
25,1,2,5,2.5212,0
25,2,2,5,0.7631,-25.908
25,2,2,5,1.2684,-25.808
25,2,1,4,2.6559,25.708
25,2,1,4,1.1744,25.972
25,1,1,5,0.9846,0
25,2,1,2,4.1098,-26.236
25,2,2,3,0.9819,-26.5
25,2,2,4,1.5841,26.4
25,2,2,5,0.8375,-26.3
25,2,2,3,1.4429,26.2
25,1,1,4,1.0621,0
25,2,2,5,0.7824,-26.1
25,2,1,3,0.9625,26
25,2,2,5,0.864,26.264
25,1,2,2,2.2502,0
25,2,1,4,0.798,-26.164
25,1,1,5,1.7885,0
25,2,1,3,1.7085,26.428
25,2,2,5,1.1655,-26.692
25,2,2,3,0.6447,26.592
25,2,2,5,0.8315,-26.492
25,1,1,4,1.8647,0
25,2,2,4,0.7938,-26.392
25,2,2,4,0.8562,26.292
25,2,2,5,1.51744,-26.72
25,1,1,5,0.9553,0
25,2,2,5,0.87707,-26.62
25,2,2,3,1.077,26.52
25,2,1,2,0.95271,-26.42
25,1,1,3,3.2589,0
25,2,2,4,0.7709,26.684
25,2,1,4,0.84342,26.584
25,2,2,4,0.7514,-26.848
25,2,2,5,0.8651,-26.748
25,1,1,5,1.4103,0
25,2,1,2,3.5647,26.648
25,2,2,4,0.6544,26.912
25,2,2,5,1.0313,-26.812
25,2,2,5,0.7932,-26.712
25,2,1,5,2.3469,26.612
25,2,1,2,1.4003,26.876
25,1,1,5,1.1249,0
25,2,2,4,0.9758,-27.14
25,2,1,2,1.3926,-27.04
25,2,1,2,4.8292,27.304
25,1,1,5,0.9707,0
25,2,2,5,0.8453,-27.568
25,2,2,4,0.8454,27.468
25,2,1,4,1.083,-27.368
25,2,1,4,0.8629,27.632
25,2,2,5,3.5321,-27.896
25,1,1,4,1.1626,0
25,2,1,4,1.5283,27.796
25,2,2,5,0.9785,28.06
25,2,2,5,1.2935,-27.96
25,2,1,2,0.9266,27.86
25,1,1,5,1.465,0
25,2,2,5,0.8487,-28.124
25,2,2,3,1.5485,28.024
25,1,1,4,1.3997,0
25,2,2,4,2.0795,-27.924
25,2,2,5,0.7778,-27.824
25,2,2,4,0.8493,27.724
25,2,2,2,0.7591,27.624
26,2,2,3,3.65359,-30
26,1,2,4,2.3292,0
26,2,2,5,0.226,20
26,2,1,5,1.6761,10
26,2,1,5,2.31814,-11
26,1,1,5,1.58397,0
26,2,2,5,1.5153,12
26,2,2,4,3.6955,-11
26,2,2,4,2.2335,10
26,2,2,5,1.9374,-9
26,2,1,5,2.1315,-8
26,2,2,5,1.4565,10
26,2,1,5,2.5944,9.9
26,1,2,5,2.1549,0
26,2,2,5,1.522,-10.164
26,2,2,5,1.4641,10.064
26,2,2,5,1.4058,-9.964
26,2,2,4,1.8966,-9.864
26,2,1,4,2.0239,9.764
26,1,1,4,3.0006,0
26,1,1,5,2.4665,0
26,2,2,5,1.623,10.028
26,2,2,5,1.4035,-9.928
26,2,2,4,4.1626,-9.828
26,2,2,5,1.3008,9.728
26,2,1,4,2.0198,-9.628
26,2,1,5,2.2054,9.892
26,2,2,4,3.4477,-10.156
26,2,2,4,1.4702,10.056
26,1,1,3,5.1033,0
26,2,1,5,1.5839,-9.956
26,2,2,5,2.3453,10.22
26,2,1,5,1.815,10.12
26,2,2,5,1.5793,-10.384
26,1,1,5,1.6131,0
26,1,1,5,1.5921,0
26,2,2,5,2.1614,-10.284
26,2,2,4,2.0577,10.184
26,2,1,3,2.2984,-10.084
26,2,2,5,1.2789,10.348
26,1,1,3,2.3764,0
26,2,2,5,1.2512,-10.248
26,2,2,5,1.181,10.148
26,2,2,5,1.3878,-10.048
26,2,1,5,1.633,9.948
26,2,2,4,2.5901,-10.212
26,2,1,5,2.3767,10.112
26,2,1,4,2.3135,-10.376
26,1,2,3,2.5149,0
26,2,1,5,1.6869,10.64
26,2,1,5,2.3452,10.904
26,2,2,5,1.268,-11.168
26,2,2,4,2.7926,-11.068
26,2,1,4,1.2656,10.968
26,1,1,4,2.6822,0
26,1,1,5,1.4899,0
26,2,1,5,2.9522,-11.232
26,2,2,4,2.0308,11.496
26,2,2,5,1.3603,-11.396
26,2,1,5,1.8666,11.296
26,2,2,5,1.4796,11.56
26,2,2,5,1.0461,-11.46
26,2,1,4,1.8132,-11.36
26,2,1,5,1.4322,11.624
26,1,1,5,2.5514,0
26,2,1,5,2.469,11.888
26,2,2,5,1.1727,-12.152
26,2,2,4,2.2507,12.052
26,2,2,5,1.2002,-11.952
26,1,1,5,1.8844,0
26,2,2,5,1.0392,-11.852
26,2,2,3,2.0317,11.752
26,2,1,5,1.2849,11.652
26,2,2,5,1.0467,-11.916
26,1,1,5,1.6712,0
26,2,1,5,1.3773,-11.816
26,2,2,4,1.8655,12.08
26,1,2,5,1.2028,0
26,2,2,4,1.2546,-11.98
26,2,2,2,2.4039,11.88
26,2,2,5,1.05812,-11.68
26,2,2,4,1.10525,-11.58
26,2,1,4,1.9483,11.48
26,1,2,5,1.3196,0
26,2,1,3,1.77143,11.744
26,2,1,5,1.4922,-12.008
26,2,2,5,1.07691,-12.272
26,1,1,5,1.2854,0
26,2,1,5,1.4522,12.172
26,2,2,4,1.8944,12.436
26,1,1,4,1.1796,0
26,2,2,5,0.9618,-12.336
26,2,2,4,2.1229,12.236
26,2,1,5,0.9628,-12.136
26,2,2,5,1.7265,12.4
26,2,2,5,1.6983,-12.3
26,1,1,5,1.9875,0
26,2,1,5,2.9508,12.2
26,2,2,5,1.0404,-12.464
26,2,1,4,2.3356,12.364
26,2,1,5,1.685,-12.628
26,1,2,5,1.049,0
26,2,1,5,1.8371,12.892
26,2,1,5,1.5005,-13.156
26,2,2,5,1.2847,-13.42
26,2,2,4,2.5948,13.32
26,1,2,5,2.2034,0
26,2,2,5,1.0675,-13.22
26,2,1,5,3.3402,-13.02
26,2,2,5,1.6971,13.284
26,1,1,4,2.6732,0
26,2,2,2,2.3705,13.184
26,2,1,5,1.2497,-13.084
26,2,1,5,1.2545,-13.348
26,2,2,4,0.9858,13.612
26,2,2,4,1.0509,-13.512
26,2,2,5,0.7555,13.412
26,1,2,1,1.4088,0
26,2,2,5,0.7826,13.312
26,1,2,5,0.9665,0
26,2,2,5,1.9528,-13.212
