Subj_idx,Stimulus,Response,Confidence,RT_dec,Angle perturbation
26,2,1,5,2.5672,-13.112
26,2,1,5,2.6351,13.376
26,2,1,5,1.6871,-13.64
26,1,2,4,1.3948,0
26,2,2,5,0.7783,13.904
26,2,2,5,1.0734,13.804
26,2,2,4,0.9751,-13.704
26,2,2,4,0.5814,13.604
26,2,2,5,0.9887,-13.504
26,2,1,5,1.9139,-13.404
26,1,1,5,2.2422,0
26,2,1,4,1.3838,13.668
26,1,1,4,0.9556,0
26,2,2,5,0.7651,13.932
26,2,2,5,1.735,-13.832
26,2,1,5,2.1024,-13.732
26,2,1,4,1.9412,13.996
26,2,1,5,1.8222,14.26
26,2,1,5,1.5921,-14.524
26,1,1,4,1.39,0
26,2,2,5,0.8881,14.788
26,2,2,4,0.9441,-14.688
26,2,2,5,0.8756,14.588
26,2,2,5,0.9786,-14.488
26,2,1,5,1.3929,-14.388
26,2,2,5,0.9898,14.652
26,1,2,5,0.9797,0
26,2,2,5,1.0743,-14.552
26,1,1,5,1.4895,0
26,2,2,5,1.0773,14.452
26,2,2,4,1.7224,-14.352
26,2,2,5,0.6715,14.252
26,2,2,5,1.098,-14.152
26,2,2,5,0.4503,14.052
26,1,1,2,1.7908,0
26,2,2,4,0.6705,13.952
26,2,2,2,0.9508,-13.852
26,2,2,5,0.7687,13.752
26,2,1,4,1.3756,-13.652
26,2,1,4,1.8082,-13.916
26,1,1,5,1.425,0
26,2,2,2,1.9303,14.18
26,2,1,4,1.8019,-14.08
26,1,1,4,3.005,0
26,2,1,5,1.9751,14.344
26,2,2,5,0.6723,14.608
26,2,1,5,1.8707,-14.508
26,2,1,5,1.4671,-14.772
26,2,1,4,1.7199,15.036
26,2,2,5,1.0727,-15.3
26,1,1,5,2.017,0
26,2,1,5,1.0838,15.2
26,2,1,5,1.6224,-15.464
26,2,1,5,2.4196,15.728
26,2,1,4,4.3088,-15.992
26,2,2,5,0.6728,16.256
26,1,1,4,1.8394,0
26,2,2,2,1.6292,16.156
26,2,1,5,1.2622,-16.056
26,2,1,4,1.3044,16.32
26,2,2,4,1.3758,-16.584
26,2,2,5,1.0417,16.748
26,2,2,5,1.18329,-16.648
26,1,2,5,0.9615,0
26,2,2,5,0.7833,16.548
26,2,2,5,0.9928,16.448
26,2,2,5,0.96815,-16.348
26,2,1,2,1.3097,16.248
26,1,1,5,1.5142,0
26,2,1,5,1.6908,-16.512
26,2,1,4,1.7919,-16.776
26,2,1,2,2.5217,17.04
26,1,1,4,2.1143,0
26,2,1,4,0.8601,-17.304
26,2,2,4,1.5116,17.568
26,2,1,3,1.2726,-17.468
26,2,2,5,0.7702,17.732
26,2,2,4,1.6255,17.632
26,2,2,5,0.8384,-17.532
26,1,2,2,4.2529,0
26,2,2,4,2.5586,-17.432
26,2,1,4,1.2614,17.332
26,2,2,2,1.8638,17.596
26,2,2,5,2.3458,-17.496
26,1,2,5,0.9885,0
26,2,2,5,0.6383,17.396
26,2,2,5,0.9362,-17.296
26,2,1,5,2.5799,-17.196
26,1,1,4,1.1071,0
26,2,2,5,0.7835,17.46
26,2,2,4,1.9074,-17.36
26,2,1,2,1.7048,17.26
26,2,1,2,1.7308,-17.524
26,1,1,4,3.4794,0
26,2,2,5,0.8745,17.788
26,2,2,5,0.7837,17.688
26,2,2,4,1.562,-17.588
26,2,1,3,2.1441,-17.488
26,2,1,4,2.3775,17.752
26,1,1,5,3.7627,0
26,2,1,4,1.5264,18.016
26,1,2,2,2.2071,0
26,2,2,5,0.8627,-18.28
26,2,2,5,0.6569,18.18
26,2,2,5,1.392,-18.08
26,2,1,5,1.1853,-17.98
26,2,2,4,0.8593,18.244
26,2,2,5,0.9823,18.144
26,1,2,5,1.5665,0
26,2,2,5,0.8954,-18.044
26,2,2,5,1.099,-17.944
26,2,2,4,0.783,17.844
26,2,2,5,0.5545,17.744
26,1,2,5,1.0559,0
26,2,2,5,0.8483,-17.644
26,2,2,5,0.5455,17.544
26,2,1,2,2.1301,-17.444
26,2,1,4,2.7851,-17.708
26,2,2,4,2.9723,17.972
26,1,1,5,0.9765,0
26,2,2,5,0.5416,17.872
26,1,1,2,2.569,0
26,2,1,5,1.6275,-17.772
26,2,2,4,0.5347,18.036
26,2,2,5,1.3016,-17.936
26,2,2,5,1.6451,17.836
26,2,2,5,0.9617,-17.736
26,2,2,5,0.7657,17.636
26,1,1,2,2.5552,0
26,2,2,4,1.6264,-17.536
26,2,1,5,2.2465,-17.436
26,2,1,4,0.9814,17.7
26,1,1,4,1.0751,0
26,2,2,5,0.9585,-17.964
26,2,2,4,0.7809,17.864
26,1,2,4,1.2907,0
26,2,2,5,1.0856,17.764
26,2,1,5,1.9553,-17.664
26,2,2,5,0.9789,-17.928
26,2,2,5,0.6584,17.828
26,2,2,5,0.7699,17.728
26,2,2,5,0.987,-17.628
26,2,1,4,1.2662,-17.528
26,1,1,4,2.6574,0
26,2,2,5,0.7671,17.792
26,2,2,5,1.0324,-17.592
26,2,1,4,1.4058,-17.492
26,2,2,2,2.8239,17.756
26,1,1,5,1.2153,0
26,1,2,5,1.9195,0
26,2,2,5,1.0781,-17.656
26,2,2,4,1.4711,17.556
26,2,2,5,2.1139,17.456
26,2,2,5,1.2544,-17.356
26,2,2,5,1.2979,17.256
26,1,1,5,2.1304,0
26,2,2,4,2.1426,-17.156
26,2,2,2,0.955,17.056
26,2,2,5,1.0897,-16.956
26,2,2,5,0.9593,16.856
26,2,2,5,0.7935,16.656
26,2,1,5,0.9793,-16.556
27,2,2,4,5.1436,30
27,2,2,3,3.6568,-20
27,2,1,3,4.66285,10
27,2,2,5,2.26669,-11
27,1,1,5,2.41971,0
27,1,2,5,1.3819,0
27,2,2,4,1.6116,10
27,2,1,3,2.314,-9
27,2,2,5,1.4034,-10
27,2,1,5,2.0087,9.9
27,2,1,4,2.2462,10.164
27,2,1,5,1.7877,-10.428
27,2,2,4,1.2749,10.692
27,1,1,3,1.9336,0
27,2,1,2,2.3192,-10.592
27,2,2,5,1.7272,-10.856
27,1,2,3,1.6426,0
27,2,2,3,3.4551,10.756
27,2,2,5,1.6216,10.656
27,2,2,5,1.2968,-10.556
27,1,1,5,1.5959,0
27,2,2,5,1.2824,-10.456
27,2,1,2,3.2472,10.356
27,2,2,5,1.3751,10.62
27,2,1,4,1.5327,-10.52
27,2,2,3,2.9913,-10.784
27,2,2,3,2.5201,10.684
27,2,2,4,1.4173,10.584
27,1,1,5,1.921,0
27,2,2,5,0.9702,-10.484
27,2,2,3,1.2808,10.384
27,2,1,2,2.9852,-10.284
27,2,2,4,1.1699,-10.548
27,2,2,3,2.2469,10.448
27,1,1,4,2.4392,0
27,1,1,4,3.2165,0
27,2,2,5,1.0512,-10.348
27,2,2,4,1.2828,10.248
27,2,2,3,1.5028,-10.148
27,2,1,3,4.5897,10.048
27,2,2,4,1.1756,10.312
27,2,2,4,1.3784,-10.212
27,2,2,4,1.1659,-10.112
27,2,1,3,3.1417,10.012
27,1,1,5,1.1996,0
27,2,2,2,2.7779,10.276
27,2,1,3,3.5406,-10.176
27,2,2,5,1.1627,-10.44
27,2,2,5,1.0538,10.34
27,1,2,5,0.9485,0
27,1,2,4,1.2352,0
27,2,2,5,1.4902,-10.24
27,2,2,3,1.8974,10.14
27,2,2,4,1.0479,10.04
27,2,2,3,1.6157,-9.94
27,1,1,4,1.2818,0
27,2,2,4,1.0743,9.84
27,2,1,3,3.917,-9.74
27,2,2,4,1.0564,10.004
27,2,2,5,1.0013,-9.904
27,2,2,4,1.0383,9.804
27,2,2,3,2.4206,-9.704
27,2,1,4,1.817,-9.604
27,1,1,5,1.4795,0
27,2,2,5,1.0464,9.868
27,2,2,5,1.702,9.768
27,2,2,4,1.2946,-9.668
27,2,2,2,3.1812,9.568
27,2,1,5,1.2584,-9.468
27,1,2,5,1.1461,0
27,1,1,5,2.7162,0
27,2,2,3,1.166,9.732
27,2,2,4,1.6255,-9.632
27,2,2,5,0.9417,9.532
27,2,1,4,2.2945,-9.432
27,2,2,3,1.5688,-9.696
27,2,2,2,1.7867,9.596
27,2,2,4,2.1121,9.496
27,2,1,4,1.8298,-9.396
27,1,2,4,1.465,0
27,2,1,4,2.80134,-9.56
27,2,1,4,1.50096,-9.824
27,1,1,5,1.18296,0
27,2,2,5,0.9333,10.088
27,2,2,4,1.412,9.988
27,1,2,2,1.0679,0
27,2,2,4,0.93646,-9.888
27,2,1,4,2.20811,-9.788
27,2,2,4,1.4187,10.052
27,2,2,4,0.8607,9.952
27,2,2,5,0.9585,-9.852
27,2,1,3,1.5926,9.752
27,2,1,4,1.2495,-10.016
27,1,1,3,0.9872,0
27,2,1,5,1.1685,-10.28
27,2,2,3,0.9795,10.544
27,2,2,5,0.9456,-10.444
27,2,2,2,2.4392,10.344
27,1,1,3,1.98,0
27,2,1,4,1.1874,-10.244
27,2,2,3,0.9604,10.508
27,2,2,4,0.9686,10.408
27,1,2,4,1.384,0
27,2,1,4,2.2199,-10.308
27,2,2,2,1.3072,-10.572
27,1,2,3,1.2838,0
27,2,2,4,1.0354,10.472
27,2,2,4,0.9708,10.372
27,2,2,5,0.9559,-10.272
27,2,1,4,1.0459,-10.172
27,2,2,5,0.7756,10.436
27,1,2,2,1.0734,0
27,2,1,4,0.8664,-10.336
27,2,2,5,0.9599,10.6
27,2,2,2,1.2021,-10.5
27,2,2,2,1.1609,10.4
27,1,1,3,2.521,0
27,2,2,3,3.0335,-10.3
27,2,2,4,0.9501,10.2
27,2,2,5,0.9605,10.1
27,2,2,5,0.867,-10
27,1,1,4,0.9789,0
27,2,2,5,0.8477,-9.9
27,2,2,5,0.8508,9.8
27,2,2,4,0.7675,9.7
27,2,2,4,0.9685,-9.6
27,1,1,4,1.2793,0
27,2,2,5,0.8687,9.5
27,2,2,5,0.8775,-9.4
27,2,1,3,2.2141,9.3
27,2,2,2,1.6497,-9.564
27,2,1,5,0.9581,-9.464
27,2,2,5,0.8592,9.728
27,1,1,5,1.2729,0
27,2,2,4,0.7822,9.628
27,1,2,4,0.9469,0
27,2,1,4,1.6998,-9.528
27,2,2,4,0.8506,9.792
27,2,2,3,0.8638,-9.692
27,2,1,4,1.2981,-9.592
27,1,2,5,0.8631,0
27,2,2,4,0.9606,9.856
27,2,1,2,2.5933,-9.756
27,2,1,3,2.9542,10.02
27,2,2,4,0.6666,10.284
27,2,1,4,1.8757,-10.184
27,2,1,5,2.2464,-10.448
27,1,2,5,1.735,0
27,2,2,5,0.783,10.712
27,1,2,4,0.8651,0
27,2,2,4,0.7502,-10.612
27,2,2,3,0.9469,10.512
27,2,1,2,1.8013,-10.412
27,2,2,2,2.7198,10.676
27,2,2,3,1.3933,10.576
27,2,2,3,1.1851,-10.476
27,1,2,5,0.8414,0
27,2,2,4,1.3675,10.376
27,2,1,5,1.3907,-10.276
27,2,1,4,1.1785,-10.54
27,2,2,4,0.8606,10.804
27,2,1,4,1.1628,-10.704
27,2,2,5,0.8446,10.968
27,1,2,4,2.2662,0
27,2,2,5,0.8433,10.868
27,1,2,3,1.0532,0
27,2,1,4,1.2044,-10.768
27,2,1,5,0.9772,-11.032
27,2,2,5,0.6602,11.296
27,2,1,4,0.952,11.196
27,2,1,4,0.9409,-11.46
27,1,1,2,1.0452,0
27,2,2,4,0.9971,11.724
27,2,1,4,0.8473,-11.624
27,2,2,4,1.4017,11.888
27,2,2,5,0.8733,-11.788
27,2,2,5,0.8364,-11.688
27,1,1,5,1.2857,0
27,2,2,5,0.9619,11.588
27,2,1,4,0.8873,-11.488
27,2,2,5,0.7655,11.752
27,2,2,3,0.8589,11.652
27,2,1,4,2.3774,-11.552
27,2,2,2,0.9822,11.816
27,2,1,4,1.41811,-11.716
27,2,1,5,1.68221,-11.98
27,2,2,5,0.6441,12.244
27,2,2,2,1.41376,-12.144
27,1,2,3,0.8648,0
27,2,2,5,0.9498,12.044
27,2,2,4,0.6568,11.944
27,2,2,4,0.9764,-11.844
27,2,2,4,0.7766,11.744
27,2,2,5,0.8636,-11.644
27,2,1,3,1.0745,11.544
27,2,2,1,3.9638,-11.808
27,1,1,5,1.476,0
27,1,1,5,0.8732,0
27,2,2,5,0.8696,-11.708
27,2,2,4,0.9652,11.608
27,2,2,5,0.8693,-11.508
27,2,2,1,3.3581,11.408
27,2,1,4,2.216,-11.308
27,2,2,4,0.8779,11.572
27,2,2,5,0.5568,11.472
27,1,1,5,0.7846,0
27,2,2,4,0.9413,-11.372
27,2,2,5,0.8307,11.272
27,1,1,5,0.8684,0
27,2,2,5,1.2662,-11.172
27,2,1,4,0.9533,-11.072
27,2,2,5,0.5281,11.336
27,1,1,4,1.8056,0
27,2,2,4,1.4749,-11.236
27,2,2,5,1.4015,11.136
27,2,1,3,2.2636,11.036
27,2,1,5,1.8958,-11.3
27,2,1,4,0.9482,-11.564
27,2,1,3,2.481,11.828
27,2,2,5,0.6671,12.092
27,1,2,4,2.6902,0
27,2,1,1,3.2506,-11.992
27,2,1,4,1.3014,-12.256
27,1,1,5,2.3306,0
27,2,2,2,2.3352,12.784
27,2,2,5,0.90249,-12.848
27,2,2,4,1.0642,12.748
27,1,1,4,1.69244,0
27,2,1,4,1.03186,-12.648
27,2,2,2,2.86384,-12.912
27,2,2,5,0.8407,12.812
27,2,2,1,1.817,12.712
27,2,2,3,1.15493,-12.612
27,1,2,4,1.044,0
27,2,2,2,2.5318,12.512
27,2,1,4,0.941,-12.412
27,2,2,2,1.7495,12.676
27,2,1,4,0.9545,-12.576
27,1,1,5,0.8488,0
27,2,2,5,0.8656,-12.84
27,1,1,5,1.4945,0
27,2,2,2,2.579,12.74
27,2,1,4,1.9946,-12.64
27,2,2,5,0.8663,12.904
27,2,2,5,0.8308,-12.804
27,1,1,4,1.3066,0
27,2,2,4,0.8668,12.704
27,2,2,5,0.7833,12.604
27,2,2,5,0.8502,-12.504
27,2,2,5,0.8649,12.404
27,2,2,5,1.1999,-12.304
27,2,2,3,1.0624,12.204
27,2,1,5,1.5172,-12.104
27,1,1,5,0.8524,0
27,2,2,5,0.8443,12.368
27,2,2,5,0.8485,-12.268
27,2,1,1,0.9485,-12.168
27,1,1,5,0.8633,0
27,2,2,5,0.7848,12.432
27,1,2,5,0.8238,0
27,2,2,3,0.9684,-12.332
27,2,2,4,0.6659,12.232
27,2,1,4,0.9642,12.132
27,2,1,3,2.0877,-12.396
27,2,1,5,0.9596,-12.66
27,2,2,2,1.196,12.924
27,2,2,5,0.952,-12.824
27,2,2,5,1.5984,12.724
27,1,2,5,0.689,0
27,2,2,3,3.3555,12.624
27,2,2,5,0.8499,-12.524
27,2,2,5,0.8661,12.424
27,1,2,1,1.1873,0
27,2,2,2,2.6204,-12.324
27,1,2,4,2.1042,0
27,2,1,4,2.4835,12.224
27,2,2,4,0.9841,-12.488
27,2,1,3,2.0327,12.388
27,2,2,5,0.8759,-12.652
27,2,2,5,0.8618,-12.552
27,1,1,4,2.1019,0
27,2,2,5,0.8463,12.452
27,2,2,3,0.8671,-12.352
27,2,2,5,0.7786,12.252
28,2,1,4,4.59724,-20
28,2,1,5,1.77494,21
28,2,1,4,5.10838,-22
28,1,1,5,1.21464,0
28,1,1,5,1.42778,0
28,2,2,4,0.9742,23
28,2,2,5,1.9205,-22
28,2,2,5,1.2979,-21
28,2,2,1,3.9446,20
28,2,1,4,1.0446,19
28,2,2,5,2.5094,-21
28,2,2,1,1.8771,20.9
28,1,1,5,1.2841,0
28,2,2,5,2.3146,-20.8
28,2,2,5,1.2389,-20.7
28,1,1,5,0.9529,0
28,2,1,2,3.0171,20.6
28,2,1,4,1.0743,20.864
28,2,2,5,1.0516,-21.128
28,1,1,5,0.9602,0
28,2,2,5,0.8918,-21.028
28,2,2,5,0.7688,20.928
28,2,2,3,1.081,20.828
28,2,2,5,1.7551,-20.728
28,2,2,5,2.3486,-20.628
28,2,1,3,0.9543,20.528
28,2,1,4,0.9683,20.792
28,1,1,4,1.0604,0
28,2,2,2,1.4667,-21.056
28,2,2,4,1.576,20.956
28,2,2,4,1.0923,-20.856
28,2,2,4,1.062,-20.756
28,2,1,2,3.1076,20.656
28,1,1,5,1.7858,0
28,1,2,3,5.107,0
28,2,2,4,1.0474,-20.92
28,2,2,2,3.0361,20.82
28,2,2,5,0.9768,-20.72
28,2,1,3,1.7462,20.62
28,2,1,4,1.413,20.884
28,2,1,2,5.0779,-21.148
28,2,2,4,1.7232,-21.412
28,2,2,5,1.0532,21.312
28,1,1,4,1.8888,0
28,2,1,4,1.5852,21.212
28,2,2,5,1.5676,-21.476
28,2,2,5,1.0276,-21.376
28,2,2,4,2.2171,21.276
28,1,1,5,1.3775,0
28,1,1,5,1.491,0
28,2,2,5,0.8609,-21.176
28,2,1,4,0.9768,21.076
28,2,1,3,3.0319,21.34
28,2,1,4,0.9859,-21.604
28,1,1,5,1.0793,0
28,2,2,5,0.8481,21.868
28,2,2,5,1.2929,-21.768
28,2,1,4,2.6209,21.668
28,2,2,4,1.0903,-21.932
28,2,2,4,1.033,21.832
28,2,2,5,0.8536,-21.732
28,2,2,5,1.0894,-21.632
28,1,1,5,1.7052,0
28,2,2,3,2.2462,21.532
28,2,1,4,1.2605,21.432
28,2,2,5,1.0529,-21.696
28,2,2,5,1.2724,21.596
28,2,2,5,0.8794,-21.496
28,1,2,3,5.1215,0
28,1,1,4,1.1899,0
28,2,1,2,2.6555,21.396
28,2,1,4,1.2844,-21.66
28,2,1,4,0.8563,21.924
28,2,1,5,0.9737,-22.188
28,2,0,3,5.0681,-22.452
28,2,2,5,0.7509,22.452
28,2,1,4,0.8755,22.352
28,2,2,5,1.075,-22.616
28,1,1,4,1.2816,0
28,2,2,5,0.87665,-22.416
28,2,1,4,1.10871,-22.316
28,1,1,5,2.01502,0
28,2,1,1,1.08426,22.58
28,2,2,3,0.6573,22.844
28,1,1,5,1.06238,0
28,2,2,2,1.45022,-22.744
28,2,1,2,0.8704,-22.644
28,2,2,3,2.47,22.908
28,2,1,3,1.4065,22.808
28,2,2,5,0.9591,-23.072
28,2,2,5,0.5299,22.972
28,2,2,5,1.071,-22.872
28,1,1,5,1.3317,0
28,2,2,5,0.9427,-22.772
28,2,2,4,0.9501,22.672
28,2,1,2,2.1884,-22.572
28,2,2,4,0.8056,22.836
28,1,1,4,1.1612,0
28,2,2,5,0.8326,-22.736
28,2,1,5,2.6155,22.636
28,2,1,3,1.9654,22.9
28,1,1,5,0.8624,0
28,2,2,5,0.8427,-23.164
28,2,1,4,1.0791,-23.064
28,1,1,5,0.8918,0
28,2,2,5,0.8659,23.328
28,2,2,1,1.8612,23.228
28,2,2,4,1.0841,-23.128
28,2,1,4,0.9698,-23.028
28,2,2,4,0.5661,23.292
28,1,1,3,1.1489,0
28,2,2,4,0.8414,-23.192
28,2,2,5,0.7826,23.092
28,2,1,2,1.4217,-22.992
28,2,1,2,3.3963,23.256
28,1,1,5,0.9771,0
28,2,1,5,1.0919,-23.52
28,2,2,3,1.2609,23.784
28,2,1,4,3.2727,23.684
28,2,2,3,1.772,-23.948
28,1,1,5,1.0616,0
28,2,1,3,1.2706,-23.848
28,2,2,3,0.7602,24.112
28,2,1,4,1.2593,24.012
28,2,2,4,2.9467,-24.276
28,1,1,3,1.3993,0
28,2,2,5,0.783,24.176
28,2,2,5,0.8666,-24.076
28,2,2,4,0.9454,23.976
28,2,1,3,1.1624,-23.876
28,2,1,4,1.0751,-24.14
28,2,2,5,0.5442,24.404
28,1,1,5,1.3908,0
28,2,2,5,0.6885,24.304
28,1,1,4,2.2737,0
28,2,2,5,1.236,-24.204
28,2,2,5,1.2802,24.104
28,2,2,5,1.0742,-24.004
28,2,2,4,1.0471,-23.904
28,1,1,5,0.9626,0
28,2,1,3,0.9381,23.804
28,2,1,2,1.0525,-24.068
28,2,2,2,2.1042,24.332
28,2,2,3,0.8445,24.232
28,2,2,5,0.8345,-24.132
28,2,1,3,0.8504,-24.032
28,1,2,1,1.5162,0
28,2,1,3,1.1827,24.296
28,1,1,5,1.0952,0
28,2,2,4,1.1773,-24.56
28,2,1,2,0.8657,24.46
28,2,1,2,0.7856,-24.724
28,2,2,5,0.5344,24.988
28,2,2,4,1.1599,24.888
28,2,2,4,2.0181,-24.788
28,1,1,5,1.3747,0
28,2,2,5,0.6408,24.688
28,2,2,5,0.8489,-24.588
28,2,2,4,0.7669,-24.488
28,2,2,4,0.5196,24.388
28,2,2,5,0.9609,-24.288
28,2,1,2,2.4449,24.188
28,1,1,4,0.8556,0
28,2,1,3,3.2068,24.452
28,1,1,4,1.078,0
28,2,1,4,0.9871,-24.716
28,2,2,4,0.981,-24.98
28,2,2,5,0.65,24.88
28,2,1,2,0.9635,24.78
28,2,1,4,0.871,-25.044
28,1,1,4,1.4075,0
28,2,2,4,1.0869,25.308
28,2,1,4,1.7475,-25.208
28,2,2,3,0.5455,25.472
28,2,2,4,0.8441,-25.372
28,2,1,3,0.8531,-25.272
28,1,1,4,0.9684,0
28,2,2,2,1.9137,25.536
28,2,1,3,0.988,-25.436
28,2,2,5,0.6798,25.7
28,2,2,5,0.6408,25.6
28,2,2,4,0.9542,-25.5
28,2,1,2,0.75244,-25.3
28,2,2,4,0.5343,25.564
28,1,2,3,1.8907,0
28,2,2,4,0.83433,-25.464
28,1,1,5,0.85805,0
28,2,1,2,0.84743,25.364
28,2,1,2,0.87599,-25.628
28,2,2,3,0.6839,25.892
28,2,2,5,0.8281,-25.792
28,2,1,4,0.8602,-25.692
28,2,2,5,0.5652,25.956
28,2,1,3,0.8365,-25.856
28,2,2,1,0.7674,26.12
28,1,1,5,1.0582,0
28,2,1,2,2.0172,26.02
28,2,2,2,0.7696,-26.284
28,2,2,3,0.6563,26.184
28,1,1,3,1.0569,0
28,2,1,5,0.8663,-26.084
28,2,2,5,0.5652,26.348
28,2,2,5,0.7711,-26.248
28,2,1,4,1.0697,-26.148
28,1,1,4,1.1743,0
28,2,2,2,0.5524,26.412
28,2,2,4,0.9851,-26.312
28,2,1,4,0.7688,26.212
28,1,1,4,0.961,0
28,2,2,4,0.835,-26.476
28,2,2,2,0.6553,26.376
28,2,1,2,3.0937,26.276
28,2,2,5,0.7597,-26.54
28,2,1,3,1.2827,26.44
28,2,2,1,0.8756,-26.704
28,1,1,5,0.8532,0
28,2,2,2,0.7682,-26.604
28,2,2,5,0.4539,26.504
28,2,1,4,0.8637,-26.404
28,2,1,2,0.8771,26.668
28,1,1,5,0.9703,0
28,2,2,4,0.5472,26.932
28,2,2,4,0.7832,-26.832
28,2,2,4,0.8671,-26.732
28,1,1,2,0.9828,0
28,2,2,4,0.6531,26.632
28,2,1,2,0.9615,26.532
28,2,2,2,0.8404,-26.796
28,2,1,4,1.2672,-26.696
28,1,1,3,2.0021,0
28,2,2,5,0.5523,26.96
28,2,1,3,2.7041,26.86
28,2,2,4,1.6001,-27.124
28,2,1,4,0.8648,-27.024
28,2,2,2,1.1968,27.288
28,1,1,5,0.9625,0
28,2,2,5,0.7709,27.188
28,1,1,5,0.9498,0
28,2,2,2,1.1987,-27.088
28,2,1,2,0.9626,26.988
28,2,2,2,1.4129,-27.252
28,2,1,4,0.6687,-27.152
28,2,1,4,0.9501,27.416
28,2,2,2,0.9763,-27.68
28,1,1,3,0.8649,0
28,2,2,5,0.9635,27.58
28,2,1,3,2.1304,27.48
28,2,2,4,0.783,-27.744
28,2,1,3,1.7019,-27.644
28,1,1,4,0.8536,0
28,2,1,3,2.1386,27.908
28,2,2,3,0.5519,28.172
28,2,1,3,0.7859,-28.072
28,2,1,2,1.0735,-28.336
28,2,2,4,1.4796,28.6
28,1,1,5,0.848,0
28,2,2,3,0.5556,28.5
28,1,1,5,0.7831,0
28,2,1,2,1.9675,-28.4
28,2,2,3,0.851,-28.664
28,2,2,4,0.5549,28.564
28,2,1,4,0.8463,-28.464
28,2,1,3,0.9527,28.728
28,2,2,2,0.9552,-28.992
28,1,1,2,1.2986,0
28,2,2,5,0.571,28.892
28,2,2,2,0.9717,28.792
28,2,2,4,0.8287,-28.692
28,1,1,5,0.7845,0
28,2,2,4,0.6413,28.592
28,2,1,4,0.784,-28.492
28,1,1,4,1.0431,0
28,2,2,5,0.7612,-28.756
28,2,1,3,1.2725,28.656
28,2,2,5,0.5362,28.92
28,2,1,1,0.9737,-28.82
28,2,1,2,1.172,-29.084
28,2,2,2,0.6579,29.348
28,2,2,4,0.5353,29.248
28,1,1,3,0.8631,0
28,2,1,2,1.3115,-29.148
28,2,1,4,0.9464,-29.412
28,2,2,5,0.5445,29.676
28,2,1,4,1.406,-29.576
28,2,2,5,0.4293,29.84
29,1,2,2,3.45515,0
29,2,1,2,2.9375,30
29,2,2,3,1.37314,-40
29,2,2,4,1.77941,-39
29,2,2,4,1.8464,38
29,2,2,2,2.34077,-37
29,2,2,4,0.98,36
29,1,1,4,1.41088,0
29,2,1,2,1.0643,-35
29,2,2,4,0.7799,36
29,2,2,2,1.5913,35.5
29,2,2,4,0.9773,-35.4
29,2,1,4,1.2728,35.3
29,2,1,2,2.0322,-35.564
29,1,1,1,1.1847,0
29,2,2,1,2.47,-35.828
29,1,1,4,1.5648,0
29,2,2,4,0.7712,35.728
29,2,2,2,0.8864,35.628
29,2,2,5,1.0612,-35.528
29,2,1,4,1.4537,35.428
29,2,2,4,1.5168,-35.692
29,2,1,2,1.1953,-35.592
29,1,1,1,2.3756,0
29,2,1,3,1.3739,35.856
29,2,2,3,1.0637,-36.12
29,2,1,1,1.0588,36.02
29,2,1,2,1.2623,36.284
29,2,2,3,2.1887,-36.548
29,1,1,5,1.5788,0
29,2,2,4,1.1603,36.448
29,2,2,5,1.2663,-36.348
29,2,1,3,1.168,36.248
29,2,2,5,1.0631,-36.512
29,1,1,5,1.6023,0
29,2,1,1,0.7689,-36.412
29,2,2,4,0.7802,36.676
29,1,1,2,1.3785,0
29,2,2,4,0.6853,36.576
29,2,2,4,0.952,-36.476
29,2,2,3,0.794,36.376
29,2,2,4,1.4725,-36.276
29,2,1,2,0.7822,-36.176
29,2,2,4,0.6384,36.44
29,1,1,4,1.4764,0
29,2,2,5,0.8604,-36.34
29,1,1,5,1.0951,0
29,2,2,1,1.3859,36.24
29,2,2,1,1.0775,-36.14
29,2,2,4,0.7617,36.04
29,2,1,3,1.8938,35.94
29,2,2,5,1.0646,-36.204
29,2,1,2,1.0613,36.104
29,1,1,5,1.4932,0
29,2,2,4,0.9615,-36.368
29,2,2,4,0.9762,-36.268
29,2,2,4,0.7976,36.168
29,2,1,3,1.0555,-36.068
29,2,2,1,0.6695,36.332
29,1,1,5,1.2982,0
29,1,2,1,1.4068,0
29,2,2,1,1.0592,-36.232
29,2,2,3,0.6705,36.132
29,2,1,3,1.2791,36.032
29,2,2,4,0.9598,-36.296
29,1,2,2,1.2942,0
29,2,2,4,0.5577,36.196
29,2,2,4,1.6886,-36.096
29,2,2,3,0.7823,35.996
29,2,2,4,0.9586,-35.896
29,1,1,5,1.5162,0
29,2,2,4,0.8681,35.796
29,2,2,4,1.1344,-35.696
29,2,2,1,1.5935,-35.596
29,2,2,1,0.6412,35.496
29,2,1,2,1.6027,35.396
29,2,2,4,1.154,-35.66
29,2,2,4,0.9659,-35.56
29,1,1,3,1.0798,0
29,2,2,4,0.7516,35.46
29,2,1,3,0.78253,-35.624
29,2,2,2,0.6567,35.888
29,1,1,4,1.26674,0
29,2,2,2,0.94786,-35.788
29,2,2,3,0.9725,35.688
29,2,2,2,1.41121,-35.588
29,1,1,4,1.26521,0
29,2,1,2,1.2909,35.488
29,2,2,1,1.9162,-35.752
29,2,1,3,0.6579,-35.652
29,2,2,5,0.6736,35.916
29,2,2,4,0.9449,-35.816
29,2,2,4,0.5767,35.716
29,1,1,4,1.2573,0
29,2,2,4,0.8635,-35.616
29,2,2,1,0.5478,35.516
