Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Correct,Stimulus1,Stimulus2,Solution,Confidence_prospective,Training
49,XXX-XXX,0,4,1.945,0.993,1,882,795,87,3,0
49,X*XX,0,3,2.085,2.407,0,6,16,102,3,0
49,XX-XX,0,4,1.764,0.579,1,46,27,19,3,0
49,XXX-XXX,0,4,2.113,1.538,0,882,795,83,3,0
49,XX-XX,0,3,2.186,1.4,1,64,12,52,4,0
49,XX-XX,0,4,2.755,0.971,1,35,17,18,4,0
49,XXX-XX,0,1,2.212,1.569,0,156,63,97,3,0
49,X*XX,0,3,2.663,2.002,1,2,98,196,3,0
49,XX-XX,0,4,1.734,1.302,0,98,64,24,4,0
49,XX-XX,0,4,1.972,1.116,0,46,12,36,4,0
49,XXX-XXX,0,3,1.805,1.578,0,882,795,77,3,0
49,XXX-XXX,0,3,2.48,0.674,0,888,574,304,3,0
49,XX*X,0,4,2.622,0.955,1,87,2,174,4,0
49,XX*X,0,4,1.523,0.78,1,55,3,165,4,0
49,XXX-XX,0,4,2.777,1.28,0,172,99,83,3,0
49,XX-XX,0,4,2.327,0.864,0,39,18,11,4,0
49,XX-X,NaN,NaN,NaN,0.844,NaN,58,6,42,5,0
49,XXX-XXX,0,4,2.84,1.1,1,576,225,351,3,0
49,XX-XX,0,4,1.92,0.632,1,98,64,34,4,0
49,XX-XX,0,4,1.694,0.431,0,46,27,11,4,0
49,XXX-XXX,0,3,1.955,1.323,0,784,431,343,3,0
49,XX*X,NaN,NaN,NaN,1.479,NaN,15,7,90,3,0
49,XX-XX,1,1,1.872,1.962,1,72,51,29,3,0
49,XX*X,NaN,NaN,NaN,2.206,NaN,16,4,64,3,0
49,XXX-XX,0,4,2.968,1.75,0,663,22,649,4,0
49,XX-X,1,1,2.82,1.224,1,85,2,82,5,0
49,XXX-XXX,0,1,1.559,1.806,1,263,177,86,3,0
49,XXX-XXX,0,3,2.261,0.976,0,537,444,83,2,0
49,XX-XX,1,1,2.514,1.187,1,79,68,21,4,0
49,XX-X,1,5,2.379,1.666,1,77,5,62,5,0
49,XX-X,NaN,NaN,NaN,2.848,NaN,51,9,32,4,0
49,XXX-XX,0,4,1.962,0.768,0,279,45,236,3,0
49,XX-XX,1,4,1.783,1.606,0,52,16,36,4,0
49,XX-XX,0,4,1.872,0.619,0,35,17,28,4,0
49,XX-X,1,4,2.499,1.205,1,59,1,48,3,0
49,XXX-XX,0,3,1.633,1.524,1,663,22,641,4,0
49,XX-X,1,4,2.923,1.26,1,71,9,68,4,0
49,XXX-XXX,0,2,2.085,1.447,0,254,188,64,3,0
49,XX*XX,1,3,1.699,1.732,1,12,12,132,3,0
49,XX-XX,1,4,2.549,0.805,1,66,29,33,4,0
49,XXX-XX,0,4,1.737,0.585,0,398,66,322,3,0
49,XX-X,0,4,1.564,1.091,1,88,9,79,4,0
49,XX-X,0,5,2.23,1.058,1,67,3,64,4,0
49,XXX-XXX,0,3,2.056,1.243,0,495,244,261,3,0
49,XXX-XX,0,4,2.329,0.929,0,888,62,836,3,0
49,X*XX,1,4,2.171,1.946,0,6,16,96,2,0
49,XX-XX,1,5,2.079,1.153,1,52,16,26,4,0
49,XX-X,1,6,2.289,1.211,1,88,9,69,5,0
49,XX-XX,1,4,2.751,1.254,1,91,57,36,4,0
49,XX-XX,0,4,2.957,1.501,0,66,29,27,4,0
49,XXX-XX,0,4,2.385,0.807,0,123,66,67,4,0
49,XXX-XXX,0,3,2.58,1.907,1,784,431,353,3,0
49,XX-X,1,6,1.987,0.569,1,66,7,49,4,0
49,XX*XX,1,1,2.155,1.546,1,25,18,475,2,0
49,XX*X,1,5,2.026,1.215,1,87,2,261,4,0
49,XXX-XX,0,3,2.376,1.551,1,156,63,93,3,0
49,XX*XX,0,6,1.265,0.5,1,12,12,144,3,0
49,XX*XX,NaN,NaN,NaN,2.304,NaN,50,21,1050,2,0
49,XX-X,1,6,1.382,0.74,1,45,4,31,6,0
49,XXX-XX,0,4,1.713,0.706,0,169,85,86,3,0
49,XX-X,0,6,1.16,0.608,1,59,1,58,6,0
49,XX*X,1,5,1.474,1.068,1,75,6,451,2,0
49,XXX-XXX,0,3,1.661,1.584,0,263,177,84,3,0
49,XXX-XX,0,4,2.469,1,1,599,63,563,4,0
49,XX*XX,0,4,1.905,1.978,0,13,13,168,3,0
49,XX*X,1,1,2.59,1.693,0,15,7,105,3,0
49,XXX-XX,0,4,2.75,0.854,0,599,63,567,4,0
49,XXX-XX,1,4,2.462,1.713,0,169,85,84,4,0
49,XX-XX,0,4,2.074,0.764,1,39,18,21,3,0
49,XX-X,NaN,NaN,NaN,1.562,NaN,99,8,92,4,0
49,XXX-XXX,1,3,1.852,1.191,0,677,160,517,3,0
49,XXX-XX,0,1,2.187,1.049,0,398,66,338,4,0
49,XXX-XX,0,1,2.318,0.871,0,888,62,824,4,0
49,XX-X,1,6,2.218,0.855,1,38,2,34,6,0
49,XX-XX,0,5,2.207,1.132,1,66,29,37,5,0
49,XX*X,0,6,1.132,0.612,1,10,9,90,6,0
49,XX*XX,0,4,1.42,0.505,0,11,11,122,3,0
49,XX*XX,0,4,1.764,1.379,0,25,18,451,3,0
49,XX-X,1,6,1.077,0.432,1,59,1,52,6,0
49,XXX-XX,0,4,1.65,0.55,0,774,53,711,3,0
49,XXX-XXX,0,4,1.488,0.778,1,537,444,93,3,0
49,XX-X,1,6,1.715,0.307,1,85,2,73,6,0
49,XXX-XX,0,5,2.498,1.06,1,465,22,443,3,0
49,XX-XX,1,5,2.088,0.89,0,72,51,21,3,0
49,X*XX,0,3,2.279,1.217,0,3,46,141,3,0
49,XX-X,0,6,1.27,0.377,1,85,2,83,6,0
49,XX-XX,0,6,2.491,0.797,1,79,68,11,5,0
49,XX-X,1,6,1.329,0.401,1,45,9,26,5,0
49,XXX-XX,0,3,2.24,1.308,0,123,66,53,3,0
49,XX-XX,1,3,2.119,1.783,0,58,16,42,4,0
49,XXX-XXX,0,3,1.797,1.458,0,784,431,357,2,0
49,XX-XX,1,6,2.072,0.459,1,82,71,21,4,0
49,XX-XX,0,3,2.412,1.297,0,32,15,13,3,0
49,XX-X,0,6,1.715,0.292,1,99,8,91,5,0
49,XXX-XXX,1,2,2.58,2.306,1,479,105,376,4,0
49,XXX-XXX,NaN,NaN,NaN,29.581,NaN,452,369,87,3,0
49,X*XX,1,5,2.074,1.181,1,5,29,146,2,0
49,XXX-XXX,0,3,1.733,0.965,0,537,444,97,3,0
49,XXX-XXX,0,4,1.235,1.206,0,989,577,418,3,0
49,XX-XX,0,4,1.832,1.476,0,64,12,58,4,0
49,XXX-XX,1,4,2.08,1.186,0,105,22,83,4,0
49,XX-XX,1,4,2.555,1.099,1,39,18,29,3,0
49,X*XX,0,3,2.439,0.333,1,9,24,216,2,0
49,XXX-XXX,1,5,2.443,0.895,1,677,160,513,3,0
49,XX-XX,0,3,2.556,1.355,0,32,15,27,4,0
49,XX-XX,1,5,2.028,1.168,0,32,15,17,3,0
49,XX-X,0,4,1.349,0.964,1,58,6,52,4,0
49,XXX-XXX,0,4,1.604,0.777,0,263,177,96,3,0
49,XX*XX,0,4,1.353,0.456,1,13,13,169,2,0
49,XXX-XX,1,1,2.509,1.247,1,465,22,453,4,0
49,X*XX,1,5,1.656,2.635,0,7,21,147,3,0
49,XX-X,0,6,0.945,0.272,1,38,2,36,6,0
49,XX-XX,1,6,2.683,0.725,1,35,17,12,3,0
49,XX*X,1,4,2.223,0.956,0,24,5,120,3,0
49,X*XX,1,4,1.25,0.741,1,4,56,220,3,0
49,XX-X,1,5,2.061,0.705,1,67,3,54,5,0
49,XX*X,1,6,2.012,1.953,0,61,8,488,3,0
49,XX-X,1,5,2.476,1.326,1,94,8,76,4,0
49,X*XX,0,3,2.556,1.34,1,3,46,138,3,0
49,XX-XX,1,5,2.995,1.329,1,91,57,24,3,0
49,XX*X,1,6,1.331,0.307,1,10,9,80,6,0
49,XX-XX,0,4,2.346,1.346,1,81,37,44,3,0
49,XX-XX,0,3,1.653,1.864,0,46,27,29,4,0
49,XXX-XX,NaN,NaN,NaN,0.897,NaN,963,52,911,4,0
49,XXX-XXX,0,3,1.729,1.185,1,989,577,412,3,0
49,XX*XX,0,2,2.196,1.394,1,14,14,196,2,0
49,XX-X,1,4,1.787,1.545,1,42,5,33,4,0
49,XX*XX,0,3,1.623,0.955,0,15,31,480,2,0
49,XX-XX,0,4,2.044,0.944,0,81,37,54,4,0
49,XXX-XXX,1,3,2.379,1.697,1,888,574,316,3,0
49,XXX-XXX,0,4,1.825,0.542,0,989,577,422,3,0
49,XXX-XX,0,4,1.827,0.288,0,132,55,87,3,0
49,XX-XX,1,3,2.363,1.234,0,46,12,34,4,0
49,XX*XX,1,5,1.976,1.135,1,50,21,1000,2,0
49,XX*XX,1,3,2.152,1.416,1,50,21,1049,4,0
49,XX-XX,0,4,2.462,1.04,0,75,26,41,4,0
49,XX-X,0,6,1.726,0.943,1,42,5,37,4,0
49,XXX-XXX,0,3,2.182,1.349,1,452,369,83,3,0
49,XX-X,NaN,NaN,NaN,1.656,NaN,31,9,22,4,0
49,X*XX,1,6,1.281,1.347,1,7,21,146,4,0
49,XXX-XXX,0,1,2.177,1.055,0,652,559,97,3,0
49,XX*X,1,2,2.323,1.116,1,16,4,80,2,0
49,XX*XX,1,2,2.225,1.486,1,25,11,250,2,0
49,XXX-XXX,0,5,2.031,1.091,1,339,111,228,2,0
49,XX*X,1,3,2.081,1.235,1,55,3,166,2,0
49,XX-X,1,4,2.738,0.938,1,45,9,34,4,0
49,XX-XX,0,5,2.513,0.85,0,46,12,24,4,0
49,XXX-XXX,0,4,1.788,1.146,0,652,559,83,3,0
49,XXX-XX,0,2,1.826,1.055,0,172,99,77,3,0
49,XXX-XXX,0,3,1.927,0.784,0,452,369,93,3,0
49,XX-X,1,1,2.168,1.687,0,71,9,62,4,0
49,XXX-XX,0,4,1.629,0.417,0,663,22,631,4,0
49,XX*XX,0,4,1.601,0.871,1,11,11,121,4,0
49,XXX-XX,0,4,1.926,1.439,0,148,56,98,3,0
49,XXX-XXX,0,4,1.916,1.125,1,888,574,314,3,0
49,X*XX,1,2,1.931,1.379,1,3,46,139,3,0
49,XX*XX,1,3,1.862,1.056,1,13,13,156,3,0
49,X*XX,1,6,1.625,0.366,1,2,98,198,4,0
49,XXX-XX,1,4,1.843,0.622,1,148,56,82,3,0
49,X*XX,1,4,1.707,0.317,0,4,56,224,3,0
49,XXX-XX,1,4,2.465,1.524,1,169,85,94,4,0
49,X*XX,1,4,2.458,1.006,1,9,24,207,3,0
49,XX*XX,1,4,1.249,1.652,0,15,31,465,3,0
49,X*XX,1,4,1.694,0.512,1,2,98,197,4,0
49,XX-X,0,3,1.382,0.9,0,94,8,84,4,0
49,XX-X,0,4,1.973,0.684,1,51,9,42,4,0
49,XX*X,1,3,1.686,1.047,1,75,6,525,3,0
49,XX*X,1,6,1.139,0.859,1,10,9,89,6,0
49,XXX-XX,0,5,1.53,1.026,1,888,62,826,3,0
49,X*XX,1,3,1.651,0.599,1,8,31,240,3,0
49,XX-X,0,6,1.361,0.272,1,94,8,86,4,0
49,XXX-XXX,1,2,1.79,1.356,0,495,244,251,3,0
49,X*XX,1,2,2.047,0.883,0,5,29,145,2,0
49,X*XX,0,3,1.543,0.959,0,4,56,223,2,0
49,XX-XX,0,3,1.684,1.238,0,58,16,48,4,0
49,XX-XX,1,3,2.088,1.322,1,98,64,36,3,0
49,XXX-XXX,1,5,2.029,0.977,0,788,699,89,4,0
49,XX*X,1,3,2.342,1.134,1,87,2,175,4,0
49,XXX-XX,0,3,2.429,1.218,0,774,53,729,4,0
49,XXX-XXX,0,2,2.691,1.47,0,339,111,222,3,0
49,XXX-XX,0,4,2.006,1.483,0,105,22,87,4,0
49,XXX-XXX,0,2,2.448,0.915,0,339,111,218,3,0
49,XX-XX,0,4,2.285,0.792,0,75,26,59,4,0
49,XX-XX,1,5,1.429,0.48,1,79,68,19,4,0
49,XX*XX,0,2,2.036,0.567,0,15,31,466,2,0
49,XX*X,1,3,2.443,1.312,1,24,5,119,2,0
49,XXX-XXX,1,2,2.41,1.087,0,254,188,66,4,0
49,XXX-XX,0,3,1.691,1.549,0,119,52,63,4,0
49,XXX-XX,0,4,2.496,1.586,1,172,99,73,3,0
49,XX-XX,NaN,NaN,NaN,48.702,NaN,91,57,34,4,0
49,XXX-XX,1,2,1.865,0.867,1,279,45,224,4,0
49,XXX-XX,0,3,1.479,0.577,0,132,55,73,4,0
49,XXX-XX,1,4,1.41,0.607,1,963,52,921,4,0
49,XX-XX,1,4,1.77,1.416,1,52,16,34,4,0
49,XX-XX,1,4,1.577,0.368,1,58,16,32,4,0
49,XXX-XXX,0,2,1.55,1.27,0,576,225,341,3,0
49,XX*X,1,2,2.083,0.853,0,75,6,450,3,0
49,XX-X,0,5,1.234,1.11,0,99,8,81,4,0
49,XX-X,1,5,1.57,1.832,1,77,5,71,4,0
49,XX-X,1,5,2.205,1.162,1,42,5,27,4,0
49,X*XX,1,2,1.716,1.077,1,9,24,215,2,0
49,XX-X,0,4,1.887,0.697,0,31,9,28,4,0
49,XXX-XX,0,3,1.794,0.624,0,963,52,919,4,0
49,X*XX,1,2,1.93,1.202,0,8,31,248,2,0
49,XX*X,0,3,2.131,1.091,0,61,8,489,2,0
49,XX-X,0,6,0.892,0.302,1,45,4,41,4,0
49,XXX-XXX,1,3,1.712,1.281,1,788,699,81,4,0
49,XX*XX,1,2,2.27,0.713,1,14,14,182,2,0
49,XX-X,1,3,2.077,1.136,1,66,7,51,4,0
49,XX-XX,0,3,2.012,1.153,0,81,37,46,3,0
49,XX*X,1,2,1.914,0.546,1,24,5,96,2,0
49,XXX-XX,1,3,2.116,1.429,0,119,52,67,3,0
49,X*XX,1,2,1.666,1.445,1,8,31,247,4,0
49,X*XX,1,2,2.281,0.979,1,6,16,97,2,0
49,XX-X,1,6,1.433,0.437,1,45,4,42,4,0
49,XXX-XXX,0,3,1.638,2.186,0,788,699,79,3,0
49,XXX-XXX,0,3,1.585,0.967,0,495,244,259,3,0
49,XX*XX,1,4,1.926,0.862,0,25,11,275,2,0
49,XXX-XXX,0,4,1.518,1.462,0,677,160,527,3,0
49,XX-XX,1,5,2.567,0.886,1,82,71,19,4,0
49,X*XX,1,5,1.894,0.576,1,5,29,150,2,0
49,XXX-XXX,0,4,1.651,0.582,1,652,559,93,3,0
49,XXX-XXX,1,4,1.335,0.471,0,326,253,73,4,0
49,XXX-XX,0,3,2.232,1.173,1,279,45,234,3,0
49,XXX-XXX,0,3,2.04,0.652,0,479,105,384,3,0
49,XXX-XXX,0,3,1.817,0.614,0,326,253,83,3,0
49,XXX-XX,1,2,2.216,1.509,0,132,55,77,3,0
49,XX*XX,1,4,1.562,0.64,1,12,12,143,3,0
49,XXX-XXX,1,3,1.724,1.469,1,254,188,76,3,0
49,XXX-XXX,1,3,1.93,1.218,0,479,105,374,3,0
49,XXX-XXX,0,4,2.063,0.53,0,576,225,359,3,0
49,XX-X,1,6,1.722,0.362,1,38,2,26,5,0
49,XX-X,1,6,2.126,0.687,1,88,9,71,4,0
49,XX-X,1,6,1.181,0.435,1,71,9,52,4,0
49,XX*X,1,4,2.378,1.168,1,55,3,220,2,0
49,XXX-XX,1,3,2.386,1.479,1,599,63,553,4,0
49,XXX-XX,1,3,2.025,1.549,1,465,22,447,4,0
49,XX*X,1,3,1.854,0.889,1,15,7,104,3,0
49,XXX-XX,1,5,2.024,0.525,1,156,63,83,3,0
49,XX*XX,0,4,2.094,1.392,0,25,11,274,3,0
49,XXX-XX,0,4,2.339,0.636,1,398,66,332,4,0
49,XX*XX,1,5,1.051,0.374,1,11,11,132,4,0
49,XX-X,1,5,2.3,1.766,1,51,9,48,4,0
49,XX-X,1,6,1.297,0.706,1,67,3,66,4,0
49,XXX-XX,0,3,2.038,0.954,1,123,66,57,4,0
49,XXX-XX,1,3,2.162,1.041,0,774,53,721,4,0
49,XXX-XXX,1,1,2.168,0.855,1,326,253,77,3,0
49,XX-X,1,4,1.946,0.737,1,31,9,12,4,0
49,XX-X,0,6,1.116,0.564,1,77,5,72,4,0
49,XX-XX,0,5,2.07,0.585,1,82,71,11,5,0
49,XX-X,0,5,2.328,0.577,1,45,9,36,5,0
49,XX-X,1,5,1.652,1.48,1,58,6,51,5,0
5,X*XX,0,1,2.761,2.336,1,2,98,196,5,0
5,XX-XX,0,2,2.383,1.494,1,52,16,36,6,0
5,XXX-XXX,0,4,2.727,5.695,0,652,559,83,1,0
5,XXX-XX,0,6,2.321,1.002,1,465,22,443,5,0
5,XX*X,0,2,2.669,1.288,1,75,6,450,5,0
5,XX*XX,NaN,NaN,NaN,2.4,NaN,13,13,156,5,0
5,X*XX,0,4,2.655,2.49,0,8,31,247,1,0
5,XXX-XXX,0,5,2.635,1.479,0,882,795,77,5,0
5,XX-XX,NaN,NaN,NaN,3.712,NaN,81,37,46,5,0
5,XXX-XX,NaN,NaN,NaN,2.812,NaN,774,53,729,5,0
5,XX*XX,0,2,2.815,5.156,1,25,18,450,1,0
5,XX-X,1,6,1.811,1.024,1,38,2,26,6,0
5,XX-X,0,6,1.981,0.851,1,66,7,59,6,0
5,X*XX,1,1,2.314,3.731,1,2,98,197,5,0
5,XX*X,1,6,2.354,2.298,1,16,4,65,5,0
5,XX*XX,1,6,1.318,0.246,1,13,13,168,6,0
5,XX-XX,1,6,1.868,1.303,1,58,16,32,5,0
5,XXX-XXX,1,2,2.33,1.697,1,254,188,64,5,0
5,XX-XX,NaN,NaN,NaN,1.681,NaN,91,57,24,6,0
5,XX*XX,NaN,NaN,NaN,1.667,NaN,14,14,196,5,0
5,XX-XX,0,5,2.976,1.215,1,64,12,52,6,0
5,XXX-XXX,0,4,1.921,2.538,0,677,160,527,5,0
5,XXX-XXX,1,4,2.879,3.089,0,788,699,89,6,0
5,XXX-XXX,1,3,2.752,2.168,0,263,177,86,5,0
5,XX-X,0,6,1.376,0.431,1,45,4,41,6,0
5,XX*X,0,5,2.014,3.763,0,15,7,90,5,0
5,XX-X,1,6,1.4,0.885,1,99,8,92,6,0
5,XXX-XX,NaN,NaN,NaN,1.978,NaN,398,66,322,5,0
5,XX-XX,NaN,NaN,NaN,12.3,NaN,72,51,29,4,0
5,XX-X,1,6,1.698,0.963,1,85,2,73,6,0
5,XX-XX,NaN,NaN,NaN,1.665,NaN,66,29,27,5,0
5,XX-XX,0,3,2.305,2.811,0,82,71,21,2,0
5,XXX-XX,0,3,2.817,1.621,0,599,63,567,5,0
5,XX-XX,0,2,2.363,3.298,0,52,16,34,5,0
5,XXX-XXX,1,5,2.555,1.995,1,537,444,83,4,0
5,XXX-XX,1,6,2.852,1.032,1,963,52,921,4,0
5,XX-XX,NaN,NaN,NaN,4.036,NaN,72,51,11,6,0
5,XX*XX,1,6,0.858,0.236,1,12,12,132,6,0
5,XX-XX,0,5,2.209,1.102,1,91,57,34,5,0
5,XX*XX,1,2,2.382,7.908,0,50,21,1050,4,0
5,XX*XX,NaN,NaN,NaN,2.185,NaN,25,11,275,2,0
5,XX*XX,NaN,NaN,NaN,3.32,NaN,50,21,1000,1,0
5,XX*X,NaN,NaN,NaN,12.107,NaN,61,8,489,5,0
5,XXX-XX,0,6,2.366,2.469,0,119,52,77,5,0
5,XX*XX,1,2,1.557,6.94,1,11,11,122,6,0
5,X*XX,1,6,1.791,0.749,0,8,31,248,5,0
5,XXX-XX,NaN,NaN,NaN,2.187,NaN,156,63,83,5,0
5,XX-X,0,6,1.609,0.286,1,85,2,83,6,0
5,XXX-XXX,1,1,2.38,2.707,1,989,577,422,2,0
5,XX-X,1,6,1.014,0.322,1,45,4,31,6,0
5,XXX-XX,NaN,NaN,NaN,3.87,NaN,132,55,73,2,0
5,XX*X,0,6,2.369,1.016,1,55,3,165,6,0
5,XXX-XXX,0,4,2.086,4.424,1,576,225,351,2,0
5,XXX-XX,0,1,2.926,1.679,0,888,62,824,4,0
5,XX-X,1,6,1.806,0.811,1,51,9,32,6,0
5,XX*X,1,3,2.772,3.292,1,75,6,451,2,0
5,XX*XX,0,2,2.066,2.965,1,13,13,169,6,0
5,XX*X,1,2,2.009,2.046,1,24,5,96,5,0
5,XX-X,1,6,1.08,0.225,1,77,5,62,6,0
5,XX-X,1,6,1.113,0.225,1,58,6,51,6,0
5,XX*XX,1,5,1.671,7.962,1,14,14,182,6,0
5,XXX-XX,1,6,2.265,1.764,1,663,22,631,5,0
5,XX*X,1,5,2.254,1.593,1,15,7,104,2,0
5,XX-XX,NaN,NaN,NaN,1.726,NaN,79,68,11,5,0
5,XXX-XX,1,1,2.063,1.569,1,105,22,93,3,0
5,XX*X,1,6,0.9,0.149,1,10,9,89,6,0
5,XX*X,0,4,2.012,4.753,0,16,4,80,5,0
5,XX-X,1,6,1.808,2.685,1,67,3,66,6,0
5,XX*XX,0,4,2.899,0.916,0,25,18,451,1,0
5,XXX-XXX,1,2,2.388,2.666,1,652,559,97,1,0
5,XXX-XXX,1,1,2.039,1.531,1,495,244,261,5,0
5,XXX-XXX,1,3,2.906,15.82,0,326,253,73,1,0
5,XX-X,1,6,1.556,0.412,1,99,8,81,5,0
5,XXX-XXX,0,5,1.833,1.077,0,784,431,343,2,0
5,XX*XX,1,6,0.991,1.164,1,11,11,132,5,0
5,XXX-XX,1,6,2.066,0.517,1,105,22,87,5,0
5,XX-X,1,6,0.993,0.175,1,42,5,27,6,0
5,XXX-XX,0,6,2.246,0.609,1,105,22,83,5,0
5,XX-XX,1,2,1.967,2.086,0,46,27,19,5,0
5,XXX-XXX,0,5,2.693,2.447,0,479,105,384,4,0
5,XXX-XXX,1,4,1.634,2.854,1,254,188,76,5,0
5,XX-X,0,6,1.746,0.417,0,31,9,28,6,0
5,X*XX,0,2,2.479,1.665,0,3,46,141,4,0
5,XXX-XXX,1,1,2.627,2.24,0,882,795,87,2,0
5,XXX-XXX,NaN,NaN,NaN,4.873,NaN,339,111,222,5,0
5,XX*X,1,6,1.554,1.481,1,55,3,166,5,0
5,X*XX,0,1,1.499,3.764,0,9,24,215,1,0
5,XX-XX,0,6,2.489,3.355,1,98,64,34,2,0
5,XX-XX,1,6,2.193,1.535,1,98,64,36,2,0
5,X*XX,0,1,2.447,1.123,0,4,56,223,2,0
5,XX*X,1,2,2.604,2.281,0,61,8,488,2,0
5,XX*XX,0,3,2.338,1.818,0,15,31,466,1,0
5,XXX-XX,0,5,2.245,0.785,1,156,63,93,5,0
5,XX-XX,1,6,1.595,0.816,1,82,71,19,5,0
5,XXX-XX,0,1,1.881,0.979,1,599,63,563,5,0
5,X*XX,1,6,2.4,0.789,1,7,21,140,5,0
5,XX-XX,0,2,2.062,1.553,1,58,16,42,5,0
5,X*XX,0,2,2.728,3.312,0,8,31,240,2,0
5,XX-XX,0,5,1.762,4,0,75,26,59,5,0
5,XX-XX,1,2,2.515,1.78,1,91,57,36,5,0
5,XXX-XX,1,6,2.99,0.876,1,148,56,82,6,0
5,XX*XX,1,5,2.198,1.107,1,25,11,274,1,0
5,XX-X,0,6,1.339,0.683,1,31,9,22,6,0
5,XXX-XXX,0,5,2.104,0.569,1,495,244,251,2,0
5,XXX-XX,NaN,NaN,NaN,7.803,NaN,123,66,67,5,0
5,XXX-XX,1,6,1.712,0.417,1,465,22,447,5,0
5,XX-XX,0,5,1.714,0.834,1,72,51,21,5,0
5,XXX-XXX,0,3,2.096,3.632,1,888,574,314,2,0
5,XX-X,1,6,1.504,0.202,1,45,9,26,6,0
5,X*XX,0,5,2.11,2.976,1,4,56,224,2,0
5,XXX-XX,NaN,NaN,NaN,3.593,NaN,963,52,911,2,0
5,XX-X,1,6,1.015,0.163,1,58,6,42,6,0
5,XXX-XXX,NaN,NaN,NaN,1.778,NaN,263,177,84,1,0
5,XX-X,1,6,2.354,0.266,1,85,2,82,6,0
5,XXX-XX,1,6,2.149,1.588,1,599,63,553,5,0
5,XX-X,0,6,1.316,0.276,1,58,6,52,6,0
5,XX-XX,0,2,2.335,1.304,0,46,27,29,5,0
5,XXX-XX,0,4,2.443,3.599,0,663,22,649,4,0
5,X*XX,1,6,2.581,1.219,1,2,98,198,5,0
5,XX*XX,0,6,1.089,0.282,1,12,12,144,6,0
5,XXX-XX,1,6,1.992,0.382,1,169,85,86,5,0
5,XXX-XX,0,6,1.593,1.039,0,279,45,224,5,0
5,XX-X,1,6,1.144,0.239,1,66,7,51,6,0
5,X*XX,0,5,2.317,1.142,1,6,16,96,5,0
5,XX-X,1,6,2.203,0.329,1,71,9,68,6,0
5,XXX-XXX,0,1,1.433,2.181,1,339,111,228,2,0
5,XXX-XXX,1,4,2.532,2.58,1,788,699,81,3,0
5,XXX-XXX,1,6,2.549,1.893,1,882,795,83,5,0
5,XX-X,1,6,1.184,0.213,1,31,9,12,6,0
5,XXX-XX,0,6,2.066,0.933,1,663,22,641,6,0
5,XX-XX,1,6,1.766,0.293,1,75,26,41,5,0
5,XXX-XXX,1,6,2.348,0.26,1,495,244,259,2,0
5,XX*XX,1,6,0.683,0.085,1,12,12,143,6,0
5,XX-X,0,6,2.047,0.37,1,88,9,79,6,0
5,XX-X,0,6,1.638,0.411,1,77,5,72,6,0
5,XXX-XXX,0,2,1.947,1.058,0,888,574,316,1,0
5,XX-X,0,6,1.294,0.24,1,59,1,58,6,0
5,XX-X,0,6,1.056,0.171,1,67,3,64,6,0
5,XX*XX,0,6,0.999,0.132,1,11,11,121,6,0
5,XX-XX,1,2,2.463,3.074,0,66,29,37,5,0
5,X*XX,1,6,2.47,0.297,1,5,29,150,1,0
5,XX*XX,1,5,2.086,1.672,1,25,11,250,2,0
5,X*XX,1,1,2.233,1.782,1,5,29,146,4,0
5,XX-X,1,6,1.582,0.164,1,71,9,52,5,0
5,XXX-XX,1,6,1.665,1.028,1,156,63,97,5,0
5,XXX-XXX,NaN,NaN,NaN,1.382,NaN,784,431,353,4,0
5,XXX-XX,1,6,2.484,0.31,1,963,52,919,6,0
5,XX*XX,1,2,2.489,1.195,1,25,18,475,1,0
5,XXX-XX,0,2,1.711,1.296,0,774,53,711,5,0
5,XX-X,1,6,1.704,3.754,1,45,9,34,6,0
5,XX*XX,0,5,2.645,1.553,1,15,31,465,1,0
5,XX*X,NaN,6,NaN,1.098,NaN,87,2,175,5,0
5,XX-XX,0,5,2.369,0.792,0,39,18,11,2,0
5,XXX-XXX,NaN,NaN,NaN,4.125,NaN,989,577,418,2,0
5,XX-XX,0,5,2.067,0.742,1,32,15,17,5,0
5,XXX-XX,0,5,2.087,0.489,1,123,66,57,5,0
5,XX-X,1,6,0.916,0.148,1,59,1,52,6,0
5,XX-XX,0,2,2.368,1.079,0,81,37,54,5,0
5,XXX-XX,0,1,1.77,2.601,0,123,66,53,4,0
5,X*XX,0,1,1.792,0.75,1,5,29,145,1,0
5,XX-X,0,6,0.881,0.851,1,99,8,91,6,0
5,XX*X,1,1,1.806,1.051,1,61,8,549,5,0
5,XXX-XX,1,6,2.475,1.07,1,172,99,77,4,0
5,XX-X,1,6,1.657,0.62,1,45,4,42,5,0
5,X*XX,1,6,2.51,0.352,1,3,46,139,5,0
5,X*XX,1,2,1.122,1.882,1,6,16,102,5,0
5,XXX-XXX,0,4,1.996,8.56,1,652,559,93,2,0
5,XX-XX,1,6,1.099,0.1,1,35,17,12,5,0
5,XX*X,1,6,1.915,1.731,1,87,2,261,6,0
5,XX-X,0,6,2.136,0.696,1,38,2,36,6,0
5,XX-X,0,6,0.957,0.14,1,45,9,36,6,0
5,XXX-XXX,0,6,2.257,0.845,1,479,105,374,5,0
5,XX-XX,1,6,2.012,0.753,1,46,27,11,5,0
5,XX-XX,0,1,1.929,1.537,0,64,12,58,6,0
5,XX-XX,1,6,1.13,0.178,1,79,68,19,6,0
