Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Correct,Stimulus1,Stimulus2,Solution,Confidence_prospective,Training
31,XXX-XXX,NaN,NaN,NaN,0.964,NaN,652,559,97,1,0
31,XXX-XXX,1,2,1.517,0.422,1,888,574,304,3,0
31,XX-X,0,6,0.47,0.233,1,45,9,36,6,0
31,XXX-XX,0,6,1.745,0.817,1,148,56,92,5,0
31,XX-XX,1,5,1.905,3.562,1,52,16,34,5,0
31,XX-X,1,6,1.713,0.562,1,51,9,32,6,0
31,XXX-XXX,1,5,2.549,2.004,1,263,177,96,2,0
31,XX-XX,1,5,2.583,1.526,1,75,26,41,5,0
31,XX-XX,1,6,1.806,0.636,1,46,12,24,6,0
31,XX-XX,1,6,1.55,0.213,1,82,71,21,6,0
31,XX-XX,1,2,1.453,0.28,0,91,57,34,2,0
31,XX-X,0,6,0.636,0.04,1,38,2,36,6,0
31,XXX-XX,0,2,2.077,2.255,1,119,52,67,5,0
31,XXX-XXX,0,3,1.541,1.1,1,882,795,87,1,0
31,XX-XX,1,1,1.525,2.494,1,75,26,59,2,0
31,XX-X,1,6,1.625,1.118,1,45,9,34,6,0
31,XXX-XX,1,6,1.795,0.64,1,465,22,447,6,0
31,XX-X,1,6,0.608,0.477,1,71,9,68,6,0
31,X*XX,1,6,1.746,0.385,1,8,31,240,6,0
31,XXX-XXX,1,1,0.38,0.018,1,784,431,343,1,0
31,XXX-XXX,0,2,0.508,0.524,1,677,160,517,1,0
31,XXX-XX,1,1,1.388,0.714,1,169,85,86,1,0
31,XX-X,0,1,1.734,1.478,0,85,2,82,6,0
31,XX-X,0,6,0.944,0.016,1,59,1,58,6,0
31,XX-XX,0,6,0.586,0.072,1,64,12,52,6,0
31,XXX-XX,NaN,NaN,NaN,1.008,NaN,888,62,826,6,0
31,X*XX,1,2,2.482,0.565,0,4,56,224,5,0
31,XX*XX,1,6,1.209,0.302,1,12,12,132,1,0
31,X*XX,1,6,1.547,0.419,0,6,16,96,6,0
31,XX-XX,1,6,0.748,0.051,1,72,51,29,6,0
31,X*XX,1,1,1.235,0.118,1,3,46,139,2,0
31,XX*XX,1,1,1.201,0.263,0,14,14,196,1,0
31,XX-X,1,6,0.778,0.272,1,51,9,48,6,0
31,XXX-XX,0,5,1.649,0.852,0,774,53,729,5,0
31,XXX-XXX,1,3,1.16,0.511,1,989,577,422,2,0
31,XXX-XXX,1,3,1.567,0.037,1,677,160,513,2,0
31,XX*X,1,1,2.118,0.311,1,55,3,220,1,0
31,XX-X,0,5,1.995,0.496,0,94,8,76,1,0
31,XXX-XX,0,6,1.62,0.393,0,663,22,649,4,0
31,XX*X,1,1,1.468,0.39,1,87,2,175,3,0
31,XXX-XX,1,1,1.052,0.408,1,663,22,631,2,0
31,XX-X,1,6,1.238,0.218,1,45,4,42,6,0
31,XX*XX,1,6,0.674,0.268,1,11,11,132,6,0
31,XX-XX,1,6,1.915,0.276,1,98,64,36,5,0
31,XX-XX,1,6,2.955,0.187,1,66,29,27,5,0
31,XXX-XXX,1,1,1.064,0.115,1,677,160,527,1,0
31,XX*X,1,6,1.34,1.004,0,15,7,105,6,0
31,XX-XX,0,2,1.31,0.19,0,81,37,46,1,0
31,XXX-XX,0,3,1.951,0.246,1,279,45,234,2,0
31,XXX-XX,1,1,1.441,0.365,1,963,52,919,1,0
31,XX-XX,0,6,2.363,0.274,1,35,17,18,2,0
31,XXX-XXX,1,1,0.87,0.504,0,263,177,86,2,0
31,XX-X,1,6,1.199,0.084,1,99,8,92,6,0
31,XX-XX,1,6,1.713,0.786,1,46,12,36,6,0
31,XX-X,0,6,0.818,0.214,1,77,5,72,6,0
31,XX-X,1,6,1.006,0.059,1,42,5,33,6,0
31,XXX-XX,0,1,2.311,1.199,1,172,99,73,1,0
31,XXX-XX,1,1,1.66,0.352,0,663,22,641,2,0
31,XXX-XXX,NaN,NaN,NaN,0.626,NaN,882,795,77,3,0
31,XXX-XXX,1,6,2.503,0.216,1,339,111,222,6,0
31,XX-X,1,6,0.838,0.026,1,88,9,69,6,0
31,XXX-XXX,1,1,1.178,0.448,1,989,577,418,2,0
31,XX-X,1,6,1.612,0.257,1,45,9,26,6,0
31,XX*X,1,1,2.192,0.27,0,61,8,488,1,0
31,XX*XX,0,6,1.201,0.23,1,12,12,144,5,0
31,XX-XX,0,6,0.683,0.036,1,58,16,42,6,0
31,X*XX,1,6,0.805,0.266,1,4,56,220,6,0
31,XXX-XXX,0,1,0.57,0.024,0,784,431,357,1,0
31,XX-X,1,6,0.925,0.413,1,66,7,49,6,0
31,XXX-XX,1,2,1.068,0.31,1,963,52,921,4,0
31,XXX-XXX,0,2,2.235,0.679,0,882,795,83,1,0
31,XXX-XXX,0,4,2.207,1.596,1,339,111,228,4,0
31,XXX-XX,1,2,0.584,0.646,1,123,66,67,1,0
31,XX*X,1,6,1.14,0.204,1,24,5,119,5,0
31,XXX-XX,1,1,2.399,1.604,0,599,63,563,2,0
31,XX-X,0,5,2.092,3.23,0,45,4,31,2,0
31,XXX-XX,1,1,2.352,0.887,1,148,56,82,2,0
31,XX-XX,1,6,1.482,0.547,1,64,12,42,6,0
31,XXX-XX,1,2,2.011,0.832,1,156,63,83,2,0
31,XXX-XX,1,3,1.522,0.267,0,132,55,77,1,0
31,XX-X,1,6,0.753,0.12,1,58,6,42,5,0
31,XX-XX,1,1,2.999,1.556,1,35,17,28,2,0
31,XXX-XX,NaN,NaN,NaN,0.846,NaN,465,22,453,4,0
31,XX-X,1,6,0.69,0.028,1,31,9,12,6,0
31,XX-XX,0,6,0.657,0.348,1,82,71,11,6,0
31,XXX-XXX,1,3,1.702,0.663,1,652,559,83,2,0
31,X*XX,1,5,1.16,0.543,1,4,56,223,1,0
31,XXX-XX,1,2,2.585,1.207,0,398,66,332,2,0
31,XXX-XXX,1,3,1.274,0.3,0,576,225,351,2,0
31,XX-X,1,6,0.666,0.005,1,77,5,71,6,0
31,XXX-XXX,1,1,1.598,1.331,0,888,574,314,2,0
31,XXX-XXX,1,1,1.852,0.567,0,326,253,73,2,0
31,XXX-XXX,0,3,1.578,0.976,0,788,699,79,3,0
31,XXX-XXX,1,4,0.94,0.348,1,479,105,376,2,0
31,XXX-XXX,NaN,NaN,NaN,0.554,NaN,254,188,66,2,0
31,XXX-XXX,1,1,1.908,0.254,1,576,225,359,2,0
31,XXX-XX,1,1,0.721,0.361,1,172,99,83,1,0
31,XX-XX,1,6,0.803,0.328,1,39,18,29,6,0
31,XX-X,0,6,0.603,0.12,1,67,3,64,6,0
31,XXX-XXX,1,3,2.083,0.645,0,452,369,83,1,0
31,XX*X,1,1,1.275,0.093,0,75,6,450,1,0
31,X*XX,0,1,1.393,1.406,0,6,16,97,1,0
31,XX-XX,1,2,1.315,0.404,1,64,12,58,1,0
31,XX*XX,1,5,1.127,1.136,1,14,14,195,4,0
31,XX*XX,0,5,1.83,0.546,0,11,11,122,5,0
31,XXX-XX,NaN,NaN,NaN,1.36,NaN,599,63,567,3,0
31,X*XX,1,5,1.113,0.481,0,2,98,196,1,0
31,XX*XX,1,5,1.364,0.195,1,50,21,1000,2,0
31,X*XX,1,5,1.647,1.25,0,9,24,216,1,0
31,XX-X,1,5,1.479,0.177,1,38,2,26,5,0
31,XX-XX,NaN,NaN,NaN,1.678,NaN,32,15,27,2,0
31,XXX-XXX,1,2,2.29,0.78,1,326,253,83,2,0
31,XX-X,1,5,0.6,0.037,1,66,7,51,5,0
31,X*XX,1,5,0.684,0.07,1,3,46,141,5,0
31,X*XX,0,5,1.113,0.113,1,3,46,138,5,0
31,XXX-XXX,1,1,2.167,0.357,1,479,105,384,2,0
31,XX*X,1,5,2.239,0.283,1,75,6,525,2,0
31,XX-XX,0,1,2.061,0.336,0,91,57,24,2,0
31,XX-X,1,5,0.562,0,1,38,2,34,5,0
31,XXX-XXX,0,1,0.934,0.486,0,576,225,341,2,0
31,XX*XX,0,3,2.276,0.447,0,50,21,1049,2,0
31,XX*XX,1,5,0.828,0.241,1,13,13,156,2,0
31,XXX-XX,1,3,1.542,0.622,1,398,66,322,1,0
31,XX*XX,0,4,2.405,0.778,1,50,21,1050,3,0
31,XXX-XX,1,5,2.224,0.236,1,888,62,824,4,0
31,X*XX,1,5,1.075,0.014,1,2,98,198,1,0
31,XX-XX,1,3,1.092,0.253,1,52,16,26,2,0
31,XX-X,1,5,1.05,0.085,0,66,7,59,4,0
31,XX*X,1,1,1.667,0.278,1,75,6,451,4,0
31,XXX-XX,1,3,2.14,0.572,1,119,52,77,2,0
31,XX*XX,1,5,0.827,0.287,1,13,13,168,2,0
31,XX*XX,NaN,NaN,NaN,0.981,NaN,15,31,465,1,0
31,XXX-XX,1,2,0.589,0.122,1,148,56,98,2,0
31,XXX-XX,1,3,1.008,0.621,1,398,66,338,2,0
31,XX-XX,0,3,1.458,1.182,1,98,64,34,3,0
31,XXX-XX,0,2,0.709,0.558,0,169,85,94,2,0
31,XX-XX,0,2,1.395,1.009,0,72,51,11,2,0
31,XX*X,0,5,0.664,0.082,1,10,9,90,5,0
31,X*XX,1,2,1.565,0.307,1,5,29,150,2,0
31,X*XX,1,2,1.02,0.441,1,2,98,197,2,0
31,XX*X,1,3,1.304,2.76,1,15,7,90,3,0
31,XX*X,1,1,2.008,0.429,0,16,4,64,2,0
31,XX*XX,1,5,0.708,0.253,1,12,12,143,4,0
31,X*XX,1,5,1.217,0.23,1,9,24,215,1,0
31,XX*X,1,5,0.982,0.244,1,24,5,96,4,0
31,XXX-XXX,1,3,1.689,0.875,1,495,244,259,2,0
31,XX*X,1,4,1.596,0.354,1,55,3,166,2,0
31,XX*XX,1,1,0.93,0.098,0,25,18,450,1,0
31,XX*XX,1,1,0.636,0.216,1,25,18,475,1,0
31,XX-XX,1,5,1.864,0.323,1,98,64,24,2,0
31,XX*X,1,5,1.442,0.798,0,55,3,165,1,0
31,XXX-XXX,1,1,1.964,0.674,0,989,577,412,1,0
31,XX-XX,1,3,1.488,1.098,0,81,37,44,2,0
31,XX-XX,1,1,0.418,0.214,0,72,51,21,1,0
31,X*XX,0,5,1.432,0.308,1,7,21,147,4,0
31,XXX-XX,1,1,0.476,0.174,1,123,66,53,1,0
31,X*XX,1,1,0.337,0.137,1,9,24,207,1,0
31,XX*X,1,1,0.159,0.03,1,15,7,104,1,0
31,XX-X,1,1,0.11,0.079,1,59,1,48,1,0
31,XXX-XXX,1,1,0.311,0.56,1,788,699,81,1,0
31,XX*XX,1,2,0.36,0.495,1,15,31,466,2,0
31,XX-X,1,5,0.947,0.146,1,71,9,52,4,0
31,XX-X,1,5,0.689,0.379,1,31,9,28,4,0
31,XX-XX,1,5,0.578,0.224,0,79,68,11,4,0
31,XX*X,1,1,1.508,1.597,1,16,4,65,2,0
31,XXX-XX,1,1,2.005,1.131,1,105,22,93,1,0
31,XXX-XX,1,2,0.536,0.456,0,169,85,84,2,0
31,XX-XX,0,5,1.448,0.371,1,32,15,17,2,0
31,XX-XX,0,5,1.223,0.331,1,46,12,34,4,0
31,XXX-XX,1,1,0.591,0.028,1,279,45,224,2,0
31,XXX-XX,1,3,1.187,1.001,1,105,22,87,2,0
31,X*XX,1,1,1.553,0.2,1,8,31,247,2,0
31,X*XX,1,1,0.18,0.225,1,7,21,146,2,0
31,XX-XX,1,2,0.102,0.038,1,58,16,32,2,0
31,XX*X,1,2,0.081,0.403,1,16,4,80,2,0
31,XX-X,1,5,1.801,0.406,1,67,3,54,2,0
31,X*XX,1,2,1.466,1.109,0,5,29,145,2,0
31,XX*XX,1,1,0.193,0.078,1,15,31,480,1,0
31,XX*X,1,5,0.82,0.073,1,10,9,89,5,0
31,XX-XX,1,3,0.055,0.17,1,35,17,12,2,0
31,XXX-XX,1,3,0.552,0.231,1,172,99,77,3,0
31,XX-X,1,3,0.158,2.268,1,42,5,27,1,0
31,XX-XX,1,5,0.798,0.003,1,79,68,21,5,0
31,XX*XX,1,3,0.517,0.405,0,25,11,275,2,0
31,XXX-XX,1,1,0.195,0.113,0,105,22,83,2,0
31,XX-X,1,5,0.7,0.325,1,88,9,71,5,0
31,XX-X,0,5,0.74,0.059,1,88,9,79,5,0
31,XX-X,1,5,0.796,0.193,1,67,3,66,5,0
31,XXX-XXX,1,2,0.101,0.694,1,452,369,93,3,0
31,XXX-XX,1,3,0.299,1.476,0,123,66,57,1,0
31,XXX-XXX,0,4,0.117,0.357,1,537,444,93,2,0
31,XX-XX,0,4,1.345,2.544,0,79,68,19,4,0
31,XX-XX,0,4,1.841,0.733,1,39,18,21,2,0
31,XX-XX,1,3,0.376,0.062,1,91,57,36,2,0
31,XXX-XX,0,1,0.319,0.167,0,774,53,711,3,0
31,XXX-XXX,0,6,0.155,0.01,1,652,559,93,3,0
31,XXX-XXX,0,3,0.412,0.496,1,479,105,374,3,0
31,X*XX,0,4,0.016,0.004,0,5,29,146,2,0
31,XXX-XXX,0,3,0.301,0.038,0,537,444,97,5,0
31,XXX-XXX,0,4,0.202,0.039,0,326,253,77,2,0
31,XX*X,0,1,0.153,0.04,1,87,2,174,1,0
31,XX-XX,0,5,0.037,0.04,0,66,29,33,6,0
31,XX-X,0,1,1.762,0.432,1,58,6,52,6,0
31,XXX-XX,0,3,0.271,0.425,0,132,55,87,3,0
31,XXX-XXX,0,6,0.042,0.109,0,452,369,87,2,0
31,XXX-XXX,0,2,0.077,0.207,0,263,177,84,3,0
31,XX-X,0,5,0.377,0.255,0,99,8,81,5,0
31,XXX-XXX,0,3,0.489,0.058,1,784,431,353,2,0
31,XX-XX,0,3,0.066,0.723,0,32,15,13,2,0
31,XX*X,0,2,1.311,0.096,0,87,2,261,2,0
31,XX-X,0,5,0.128,0.096,0,85,2,73,2,0
31,XX*X,1,5,0.017,0.069,1,61,8,549,2,0
31,XX-XX,1,4,0.123,0.379,1,46,27,29,1,0
31,XX-X,0,6,1.189,0.33,1,85,2,83,6,0
31,XXX-XX,1,1,0.129,0.017,1,156,63,97,1,0
31,XX-X,1,1,0.001,0.086,0,71,9,62,3,0
31,XXX-XX,0,1,0.052,0.087,0,119,52,63,3,0
31,XXX-XX,0,6,1.9,0.357,0,888,62,836,5,0
31,XX*XX,1,1,0.548,0.163,1,14,14,182,1,0
32,XX-X,NaN,NaN,NaN,2.402,NaN,31,9,12,3,0
32,XX*XX,NaN,NaN,NaN,1.335,NaN,14,14,196,2,0
32,XX-XX,0,4,2.079,1.506,1,52,16,26,2,0
32,XX-X,1,4,2.865,1.86,0,51,9,48,2,0
32,XXX-XX,NaN,NaN,NaN,0.81,NaN,156,63,97,3,0
32,XX*XX,NaN,NaN,NaN,0.875,NaN,13,13,156,2,0
32,XXX-XX,NaN,NaN,NaN,0.762,NaN,963,52,921,2,0
32,XXX-XXX,NaN,NaN,NaN,1.136,NaN,479,105,384,2,0
32,XXX-XX,NaN,NaN,NaN,2.399,NaN,105,22,93,2,0
32,XXX-XX,NaN,NaN,NaN,4.673,NaN,279,45,224,2,0
32,XX-XX,NaN,NaN,NaN,1.22,NaN,66,29,33,3,0
32,XX*X,1,1,2.952,9.623,0,10,9,80,6,0
32,X*XX,NaN,NaN,NaN,0.908,NaN,9,24,216,1,0
32,X*XX,NaN,NaN,NaN,1.869,NaN,4,56,224,1,0
32,XXX-XXX,NaN,NaN,NaN,1.028,NaN,576,225,341,1,0
32,XX*X,NaN,NaN,NaN,0.831,NaN,24,5,96,6,0
32,X*XX,0,6,2.843,1.776,1,6,16,97,6,0
32,XX-X,NaN,NaN,NaN,0.977,NaN,71,9,68,4,0
32,XX*XX,NaN,NaN,NaN,2.476,NaN,14,14,195,3,0
32,XX-XX,NaN,NaN,NaN,4.461,NaN,81,37,46,1,0
32,X*XX,NaN,NaN,NaN,1.041,NaN,9,24,207,1,0
32,XX-X,1,6,2.09,0.797,1,66,7,59,4,0
32,XX*XX,0,6,2.172,0.587,1,15,31,480,6,0
32,XXX-XX,NaN,NaN,NaN,1.266,NaN,132,55,77,1,0
32,XX*XX,0,6,2.181,1.971,1,14,14,182,6,0
32,XX-X,0,6,1.911,0.976,1,51,9,32,6,0
32,XX-X,1,1,2.256,0.891,0,88,9,71,6,0
32,XX-X,0,6,2.589,0.555,1,45,4,42,6,0
32,XX*XX,NaN,NaN,NaN,1.003,NaN,25,18,450,1,0
32,XXX-XXX,NaN,NaN,NaN,0.813,NaN,479,105,374,1,0
32,X*XX,0,6,1.499,0.261,1,3,46,139,6,0
32,XXX-XXX,NaN,NaN,NaN,0.871,NaN,788,699,89,1,0
32,X*XX,0,5,2.619,2.824,1,7,21,146,4,0
32,XX-XX,1,6,1.541,2.157,1,35,17,18,5,0
32,XX-XX,0,5,1.627,0.511,0,72,51,21,5,0
32,XX*XX,0,5,1.476,0.99,1,25,11,250,4,0
32,XX-X,1,6,2.433,1.142,0,38,2,26,6,0
32,XX-X,NaN,NaN,NaN,1.942,NaN,99,8,81,5,0
32,XXX-XXX,NaN,NaN,NaN,0.604,NaN,888,574,314,1,0
32,XX-XX,0,5,1.389,0.41,1,82,71,19,5,0
32,XX*XX,0,5,2.247,0.979,1,12,12,143,5,0
32,XXX-XX,NaN,NaN,NaN,0.487,NaN,169,85,94,3,0
32,XXX-XXX,NaN,NaN,NaN,0.674,NaN,677,160,517,1,0
32,XX-XX,0,4,1.777,1.487,1,35,17,12,4,0
32,XX-X,0,5,1.487,1.401,1,94,8,84,4,0
32,XXX-XXX,NaN,NaN,NaN,0.85,NaN,537,444,83,1,0
32,XXX-XXX,NaN,NaN,NaN,0.958,NaN,263,177,86,1,0
32,XX*X,1,6,2.521,3.322,1,10,9,90,1,0
32,XX-X,NaN,NaN,NaN,0.91,NaN,99,8,92,5,0
32,XXX-XX,NaN,NaN,NaN,0.355,NaN,119,52,67,3,0
32,XXX-XXX,NaN,NaN,NaN,2.221,NaN,326,253,73,1,0
32,XX-X,0,6,1.442,1.038,1,77,5,71,6,0
32,XX*XX,0,6,1.39,1.532,1,11,11,122,6,0
32,XXX-XXX,NaN,NaN,NaN,0.918,NaN,652,559,83,1,0
32,XXX-XX,NaN,NaN,NaN,0.581,NaN,888,62,826,2,0
32,XX-XX,NaN,NaN,NaN,1.15,NaN,98,64,34,1,0
32,XX*X,0,6,1.171,0.777,1,15,7,104,5,0
32,XX-XX,0,6,1.094,0.543,1,82,71,21,5,0
32,XX-X,0,6,1.974,1.052,1,85,2,82,6,0
32,XXX-XXX,NaN,NaN,NaN,0.844,NaN,784,431,343,1,0
32,X*XX,0,4,2.114,1.379,1,8,31,247,3,0
32,XXX-XXX,NaN,NaN,NaN,0.848,NaN,788,699,81,2,0
32,XX*X,NaN,NaN,NaN,0.747,NaN,87,2,175,2,0
32,X*XX,0,4,2.582,1.172,0,8,31,248,2,0
32,XX-XX,0,4,1.332,0.708,1,58,16,48,4,0
32,XXX-XX,NaN,NaN,NaN,1.067,NaN,774,53,711,2,0
32,XX*X,0,4,1.368,0.742,1,55,3,166,4,0
32,XX-XX,0,5,1.195,1.2,1,64,12,58,4,0
32,X*XX,0,4,1.857,1.484,0,7,21,147,3,0
32,XX-X,0,6,1.22,0.84,1,66,7,49,6,0
32,XX-XX,0,5,1.713,0.338,1,75,26,59,5,0
32,XX-X,0,5,1.051,0.245,1,42,5,33,5,0
32,XX*XX,0,5,1.84,1.212,1,13,13,168,4,0
32,XX-X,0,6,1.1,0.773,1,85,2,73,6,0
32,XXX-XX,NaN,NaN,NaN,0.432,NaN,105,22,83,5,0
32,XXX-XX,NaN,NaN,NaN,0.795,NaN,774,53,729,2,0
32,XXX-XX,NaN,NaN,NaN,1.017,NaN,156,63,93,2,0
32,XXX-XX,NaN,NaN,NaN,0.917,NaN,123,66,67,1,0
32,XX-XX,NaN,NaN,NaN,1.156,NaN,79,68,19,1,0
32,XX*XX,1,4,2.977,1.392,0,50,21,1000,4,0
32,XX-X,1,5,1.696,1.714,1,38,2,36,6,0
32,XX-X,1,6,1.384,1.254,1,59,1,58,6,0
32,XXX-XX,NaN,NaN,NaN,0.688,NaN,156,63,83,3,0
32,XXX-XX,NaN,NaN,NaN,0.945,NaN,148,56,98,1,0
32,X*XX,0,4,1.909,0.527,0,3,46,138,4,0
32,XX-X,1,6,1.196,0.609,1,45,4,41,6,0
32,XX*X,NaN,NaN,NaN,0.546,NaN,87,2,261,2,0
32,XX*X,1,6,1.46,0.992,1,15,7,105,6,0
32,XXX-XXX,NaN,NaN,NaN,0.973,NaN,495,244,259,1,0
32,XXX-XXX,NaN,NaN,NaN,0.687,NaN,452,369,93,1,0
32,XXX-XX,NaN,NaN,NaN,0.569,NaN,398,66,338,1,0
32,X*XX,NaN,NaN,NaN,0.789,NaN,2,98,197,2,0
32,XX-XX,1,4,1.822,1.146,0,32,15,13,4,0
32,XXX-XXX,NaN,NaN,NaN,0.948,NaN,263,177,84,1,0
32,XX-XX,0,4,1.429,1.041,1,66,29,27,3,0
32,X*XX,NaN,NaN,NaN,0.774,NaN,7,21,140,4,0
32,X*XX,NaN,NaN,NaN,1.017,NaN,3,46,141,1,0
32,XXX-XX,NaN,NaN,NaN,0.698,NaN,105,22,87,1,0
32,X*XX,NaN,NaN,NaN,1.911,NaN,8,31,240,1,0
32,X*XX,1,5,1.381,1.027,1,6,16,96,3,0
32,XX-XX,1,6,1.144,0.992,1,46,27,19,5,0
32,XX*X,NaN,NaN,NaN,0.61,NaN,75,6,451,1,0
32,XXX-XX,NaN,NaN,NaN,3.056,NaN,963,52,919,1,0
32,X*XX,0,5,1.23,0.434,1,4,56,220,6,0
32,XXX-XXX,NaN,NaN,NaN,0.939,NaN,254,188,66,3,0
32,XXX-XXX,NaN,NaN,NaN,0.92,NaN,989,577,422,1,0
32,XX-XX,0,4,1.376,0.415,1,39,18,29,4,0
32,XXX-XX,NaN,NaN,NaN,1.321,NaN,663,22,631,3,0
32,XX-X,1,5,1.216,0.549,1,71,9,62,4,0
32,XXX-XXX,NaN,NaN,NaN,0.591,NaN,479,105,376,1,0
32,XX-XX,0,4,2.119,0.904,1,98,64,36,4,0
32,XX-XX,NaN,NaN,NaN,1.228,NaN,64,12,42,1,0
32,XX-XX,NaN,NaN,NaN,1.919,NaN,81,37,54,2,0
32,XXX-XXX,NaN,NaN,NaN,3.823,NaN,882,795,87,1,0
32,XX-X,1,4,1.672,0.538,1,88,9,79,4,0
32,XX*X,NaN,NaN,NaN,0.425,NaN,75,6,450,1,0
32,XX-X,0,6,1.163,0.913,1,67,3,66,6,0
32,XXX-XX,NaN,NaN,NaN,0.705,NaN,132,55,87,2,0
32,XX-XX,0,5,1.399,0.325,1,32,15,27,5,0
32,XX-X,1,5,1.426,0.302,1,45,9,36,5,0
32,XX*XX,0,6,2.171,0.442,0,15,31,465,5,0
32,XX-XX,0,1,2.245,1.008,0,82,71,11,2,0
32,XXX-XX,NaN,NaN,NaN,0.783,NaN,119,52,63,1,0
32,XX-X,0,6,1.298,0.275,1,66,7,51,4,0
32,XXX-XX,0,4,2.932,1.588,1,888,62,836,5,0
32,XXX-XX,NaN,NaN,NaN,0.495,NaN,172,99,83,1,0
32,X*XX,0,4,2.819,1.912,1,9,24,215,3,0
32,XXX-XX,NaN,NaN,NaN,0.316,NaN,119,52,77,1,0
32,XX-XX,0,4,2.721,0.986,1,58,16,32,4,0
32,XXX-XXX,NaN,NaN,NaN,1.067,NaN,652,559,97,1,0
32,XX*X,NaN,NaN,NaN,0.546,NaN,87,2,174,1,0
32,XXX-XX,NaN,NaN,NaN,0.254,NaN,398,66,322,1,0
32,XX-XX,0,5,1.291,1.069,1,46,12,36,4,0
32,XXX-XX,NaN,NaN,NaN,0.556,NaN,279,45,234,1,0
32,XX-X,1,6,1.291,0.348,1,85,2,83,6,0
32,XX*X,0,5,1.144,0.288,1,55,3,220,5,0
32,XXX-XXX,NaN,NaN,NaN,0.641,NaN,576,225,359,2,0
32,XXX-XX,1,5,2.393,0.368,1,663,22,641,5,0
32,XXX-XXX,NaN,NaN,NaN,0.831,NaN,576,225,351,1,0
32,XXX-XXX,NaN,NaN,NaN,0.595,NaN,989,577,412,1,0
32,XX-X,0,6,1.188,0.266,1,45,9,26,4,0
32,XXX-XX,NaN,NaN,NaN,0.802,NaN,465,22,453,1,0
32,X*XX,0,6,1.521,0.25,1,4,56,223,4,0
32,XX-X,0,6,1.878,0.4,1,67,3,54,6,0
32,XX-X,1,6,1.275,0.19,1,67,3,64,6,0
32,XXX-XX,NaN,NaN,NaN,0.395,NaN,148,56,82,1,0
32,XX-X,1,6,1.271,0.218,1,99,8,91,6,0
32,XX*XX,0,6,1.189,0.938,0,11,11,121,6,0
32,XXX-XX,NaN,NaN,NaN,0.383,NaN,123,66,57,1,0
32,XX-X,0,4,1.021,0.809,1,42,5,27,6,0
32,XXX-XX,NaN,NaN,NaN,0.426,NaN,599,63,563,1,0
32,XX-XX,1,4,1.215,0.5,1,52,16,36,4,0
32,XXX-XXX,NaN,NaN,NaN,0.586,NaN,537,444,93,1,0
32,XXX-XX,NaN,NaN,NaN,0.441,NaN,148,56,92,1,0
32,XXX-XXX,NaN,NaN,NaN,0.69,NaN,652,559,93,1,0
32,XXX-XX,NaN,NaN,NaN,0.302,NaN,132,55,73,1,0
32,XX-XX,NaN,NaN,NaN,0.945,NaN,39,18,11,1,0
32,XXX-XX,NaN,NaN,NaN,3.304,NaN,465,22,447,1,0
32,XX-X,0,6,1.48,0.85,1,59,1,48,6,0
32,XX-XX,0,4,1.582,0.564,1,72,51,11,6,0
32,XX-XX,NaN,NaN,NaN,1.311,NaN,91,57,24,1,0
32,XX-XX,NaN,NaN,NaN,0.815,NaN,75,26,49,1,0
32,XX-X,0,6,1.022,0.794,1,77,5,62,6,0
32,XX-XX,NaN,NaN,NaN,0.438,NaN,91,57,36,1,0
32,XX-XX,NaN,NaN,NaN,1.481,NaN,58,16,42,1,0
32,XX-XX,NaN,NaN,NaN,1.288,NaN,72,51,29,1,0
32,XX-XX,0,5,1.116,0.916,1,52,16,34,4,0
32,XXX-XXX,NaN,NaN,NaN,0.297,NaN,452,369,87,1,0
32,XXX-XXX,NaN,NaN,NaN,0.358,NaN,495,244,251,1,0
32,XX-X,1,6,1.804,0.377,1,58,6,52,5,0
32,XX*X,0,6,1.012,0.369,1,16,4,65,5,0
32,XXX-XX,NaN,NaN,NaN,0.357,NaN,663,22,649,2,0
32,XX-X,1,6,1.397,0.946,1,31,9,22,5,0
32,XXX-XXX,NaN,NaN,NaN,0.333,NaN,882,795,77,2,0
32,XXX-XXX,NaN,NaN,NaN,0.372,NaN,254,188,64,1,0
32,XXX-XX,NaN,NaN,NaN,1.427,NaN,123,66,53,1,0
32,XX*X,1,6,1.182,0.228,1,16,4,64,6,0
32,XX*XX,0,6,0.975,0.19,0,25,11,275,6,0
32,XXX-XXX,NaN,NaN,NaN,0.864,NaN,263,177,96,1,0
32,XXX-XX,NaN,NaN,NaN,0.575,NaN,398,66,332,2,0
32,XXX-XXX,NaN,NaN,NaN,0.438,NaN,326,253,77,1,0
32,XX-X,0,6,0.93,0.498,1,59,1,52,6,0
32,XXX-XX,NaN,NaN,NaN,0.517,NaN,172,99,77,1,0
32,XX*X,0,6,2.166,1.877,1,10,9,89,1,0
32,XX-XX,0,6,1.62,0.872,1,35,17,28,4,0
32,XXX-XX,NaN,NaN,NaN,0.951,NaN,599,63,553,1,0
32,XX-X,1,6,1.252,0.167,1,42,5,37,6,0
32,XXX-XXX,NaN,NaN,NaN,0.297,NaN,452,369,83,1,0
32,XX-XX,1,6,1.559,0.334,1,39,18,21,6,0
32,XXX-XX,0,6,1.346,0.129,1,599,63,567,5,0
32,X*XX,NaN,NaN,NaN,0.902,NaN,2,98,198,1,0
32,XXX-XXX,NaN,NaN,NaN,1.094,NaN,339,111,222,1,0
