"Subj_idx","Run","Block","Trial","Difficulty_col","Difficulty_let","Number_blues","Number_os","Stimulus_col","Stimulus_let","Response_col","Response_let","Accuracy_col","Accuracy_let","Confidence_col","Confidence_let","RT_confidence_col","RT_confidence_let","Firstchoice","Location_firstchoice","Location_secondchoice","RT_firstchoice","RT_secondchoice"
6,1,3,11,90,90,45,23,1,2,1,2,1,1,100,58.8346,2.9619,0.89605,1,1,4,1.0807,0.59132
6,1,3,12,60,90,41,23,1,2,1,2,1,1,88.1315,54.1146,2.3635,1.4473,1,4,1,1.5521,1.349
6,1,3,13,60,60,41,37,1,2,1,2,1,1,91.3867,59.6484,2.8986,1.965,1,4,2,0.91324,0.73721
6,1,3,14,90,60,35,37,2,2,2,2,1,1,51.0221,99.8503,1.1137,2.5133,2,2,1,0.88949,0.5781
6,1,3,15,90,90,35,57,2,1,2,1,1,1,87.806,94.4792,1.547,3.813,2,3,4,1.0503,0.5389
6,1,3,16,60,90,41,23,1,2,1,2,1,1,89.5964,56.2305,2.5636,1.2309,1,4,2,1.193,0.57286
6,1,3,17,60,90,41,57,1,1,2,1,0,1,96.4323,80.4818,1.2308,2.4471,2,4,3,0.80271,0.53464
6,1,3,18,60,60,39,37,2,2,2,1,1,0,93.6654,60.2995,4.0138,2.9976,1,4,1,0.85997,0.76594
6,1,3,19,90,60,35,43,2,1,2,1,1,1,88.9453,56.2305,2.3147,1.3986,1,4,3,0.89268,0.67477
6,1,3,20,60,90,41,57,1,1,1,1,1,1,89.9219,60.7878,2.7463,1.6967,1,3,1,0.99836,2.0278
6,1,3,21,90,60,35,43,2,1,2,2,1,0,85.8529,64.3685,3.2296,2.2467,1,3,2,0.95313,0.39961
6,1,3,22,90,90,35,57,2,1,2,1,1,1,100,92.526,1.415,3.5476,2,1,4,1.0934,0.64526
6,1,3,23,90,90,35,57,2,1,2,1,1,1,88.6198,100,3.2476,2.2148,1,2,1,0.94453,0.73286
6,1,3,24,90,60,45,37,1,2,1,2,1,1,100,75.4362,1.7973,3.0802,2,4,1,1.1677,0.39605
6,1,3,25,90,60,45,37,1,2,1,2,1,1,62.5781,92.2005,1.1294,2.0791,2,1,4,1.0601,0.93349
6,1,4,1,90,90,45,57,1,1,2,2,0,0,76.0872,50.2083,1.4983,3.0479,1,3,1,3.4211,0.5984
6,1,4,2,90,60,45,43,1,1,1,1,1,1,63.3919,68.6003,1.2138,2.5301,2,2,3,0.94763,0.43385
6,1,4,3,60,90,39,57,2,1,2,2,1,0,49.5573,50.5339,1.8294,1.163,2,1,4,1.3567,1.2188
6,1,4,4,90,60,35,37,2,2,1,1,0,0,50.3711,50.2083,0.9638,4.2293,1,4,1,1.9733,0.51428
6,1,4,5,90,90,45,57,1,1,1,1,1,1,74.4596,100,3.0977,2.1148,2,4,2,1.1103,0.56549
6,1,4,6,60,60,39,43,2,1,1,2,0,0,88.6198,49.7201,2.0134,1.0972,1,4,1,1.0086,0.62764
6,1,4,7,60,90,39,23,2,2,1,2,0,1,91.224,62.2526,1.0142,2.1804,1,2,1,0.8345,0.63872
6,1,4,8,90,60,35,43,2,1,2,1,1,1,76.901,54.1146,1.9808,2.8805,1,1,3,0.83765,0.99044
6,1,4,9,60,90,41,23,1,2,1,2,1,1,68.6003,92.3633,2.1981,1.4319,2,3,4,0.98852,0.6184
6,1,4,10,90,90,35,57,2,1,2,1,1,1,81.2956,55.4167,3.0797,2.43,1,4,3,0.92956,0.77388
6,1,4,11,60,90,41,23,1,2,1,2,1,1,95.293,86.8294,1.5803,2.43,1,4,3,0.87459,0.57113
6,1,4,12,60,60,41,37,1,2,2,2,0,1,82.1094,89.2708,1.7314,0.9819,1,1,4,0.888,0.49627
6,1,4,13,90,90,45,23,1,2,1,2,1,1,100,78.5286,1.9133,2.8464,2,2,1,0.78942,0.49024
6,1,4,14,60,60,39,37,2,2,1,2,0,1,65.6706,100,1.214,3.9631,2,1,3,0.9712,0.66499
6,1,4,15,60,60,39,43,2,1,1,2,0,0,55.4167,53.3008,1.9481,1.1652,1,1,2,1.6498,0.62594
6,1,4,16,90,60,45,37,1,2,1,1,1,0,50.8594,50.2083,2.1314,3.8642,1,3,1,0.9233,0.73879
6,1,4,17,90,60,45,43,1,1,1,2,1,0,89.5964,54.6029,2.0633,1.3637,1,4,2,0.82452,0.55453
6,1,4,18,60,60,39,37,2,2,2,1,1,0,79.9935,56.2305,1.9147,4.1473,1,3,2,0.9487,1.0017
6,1,4,19,60,60,39,43,2,1,2,2,1,0,56.7188,70.8789,0.86398,1.9469,2,3,4,1.1273,1.0044
6,1,4,20,60,60,41,43,1,1,2,2,0,0,56.8815,86.3411,1.4463,2.4299,2,4,2,0.79245,4.2603
6,1,4,21,90,90,35,57,2,1,2,2,1,0,100,90.4102,1.1984,3.6475,2,1,3,1.0416,0.51388
6,1,4,22,90,60,35,43,2,1,1,2,0,0,59.1602,53.3008,1.5483,2.8479,1,4,3,3.4615,0.54357
6,1,4,23,90,90,35,57,2,1,2,1,1,1,100,76.901,1.264,2.147,1,4,2,1.0626,0.55191
6,1,4,24,90,90,45,23,1,2,1,2,1,1,88.457,74.7852,1.7634,2.9463,1,1,4,0.82384,0.54444
6,1,4,25,90,60,45,37,1,2,1,1,1,0,93.3398,75.2734,1.4308,2.3138,1,2,4,0.84546,0.56699
6,2,1,1,60,90,39,23,2,2,2,2,1,1,59.974,49.5573,1.3815,3.1976,2,4,2,1.6083,0.84388
6,2,1,2,90,60,45,43,1,1,1,1,1,1,100,49.3945,1.3471,2.68,1,2,3,0.80796,0.40913
6,2,1,3,60,60,41,43,1,1,1,1,1,1,60.7878,68.9258,1.0651,1.8483,2,1,4,1.2525,0.38822
6,2,1,4,90,60,45,37,1,2,2,2,0,1,70.3906,65.5078,1.0464,2.0128,1,1,2,0.93368,0.49132
6,2,1,5,60,90,39,23,2,2,1,2,0,1,75.4362,100,2.0301,0.88063,1,2,1,0.90553,0.47233
6,2,1,6,90,60,35,37,2,2,2,2,1,1,59.1602,49.3945,1.3307,2.397,2,4,2,2.9404,0.5953
6,2,1,7,90,90,45,57,1,1,1,1,1,1,83.737,54.7656,1.5316,2.8312,1,4,3,1.0975,0.60249
6,2,1,8,60,90,39,57,2,1,2,1,1,1,49.7201,99.1992,1.2468,3.696,2,3,2,0.95048,0.49804
6,2,1,9,90,90,45,23,1,2,1,2,1,1,83.2487,100,1.8139,1.0976,2,2,3,0.75067,0.32426
6,2,1,10,60,90,39,57,2,1,1,1,0,1,68.4375,68.6003,12.1105,13.4434,2,3,2,3.9874,0.56632
6,2,1,11,60,90,41,23,1,2,2,2,0,1,50.2083,83.0859,1.0138,1.7968,2,2,4,0.8026,0.53562
6,2,1,12,90,90,35,57,2,1,1,1,0,1,86.5039,87.806,1.514,2.2971,1,3,2,1.2542,0.47151
6,2,1,13,90,90,35,23,2,2,2,2,1,1,99.362,58.5091,2.0648,1.1819,1,3,2,0.88008,0.58558
6,2,1,14,90,90,35,57,2,1,2,1,1,1,100,99.6875,1.2483,2.5146,2,2,4,0.87075,0.60713
6,2,1,15,60,60,41,37,1,2,2,2,0,1,50.3711,79.9935,0.9316,1.598,2,4,2,1.9671,0.49046
6,2,1,16,90,90,45,57,1,1,1,1,1,1,83.5742,77.2266,3.2476,2.3647,2,2,4,0.84263,0.55739
6,2,1,17,90,90,35,57,2,1,2,2,1,0,100,67.7865,1.9314,3.0644,1,3,4,0.86801,0.84595
6,2,1,18,60,60,41,37,1,2,1,2,1,1,73.6458,93.8281,2.163,1.1968,2,3,1,1.4628,0.58638
6,2,1,19,60,60,41,37,1,2,2,1,0,0,57.5326,60.7878,0.94866,1.932,1,3,4,2.184,0.60488
6,2,1,20,60,60,39,43,2,1,2,1,1,1,87.6432,73.8086,2.647,3.6967,1,3,4,1.153,0.5259
6,2,1,21,90,90,35,23,2,2,2,2,1,1,100,75.9245,2.7468,1.8806,1,3,4,0.92907,0.58522
6,2,1,22,90,90,45,23,1,2,1,2,1,1,99.5247,61.6016,2.1465,0.8643,1,2,1,1.1986,0.56196
6,2,1,23,90,60,35,37,2,2,2,2,1,1,74.1341,66.4844,1.9637,1.0975,1,4,3,0.89371,0.87159
6,2,1,24,60,60,39,43,2,1,2,1,1,1,58.3464,70.5534,0.8477,1.5641,2,1,4,2.5821,0.36843
6,2,1,25,90,90,35,23,2,2,2,2,1,1,65.0195,100,3.03,1.6473,2,3,1,0.76026,0.94919
6,2,2,1,60,90,39,23,2,2,1,2,0,1,75.9245,83.0859,0.81389,1.9637,2,1,3,0.99563,0.48863
6,2,2,2,60,60,41,43,1,1,2,1,0,1,50.2083,100,1.0818,2.0148,2,3,2,1.35,0.45997
6,2,2,3,60,90,41,57,1,1,1,1,1,1,58.3464,100,1.3151,2.5147,2,2,1,1.3063,0.5445
6,2,2,4,60,60,41,37,1,2,1,2,1,1,75.4362,94.8047,1.9806,0.84786,1,4,3,1.0935,0.50209
6,2,2,5,90,90,35,23,2,2,2,2,1,1,62.4154,83.0859,1.0483,2.7144,2,3,1,0.92606,0.70975
6,2,2,6,60,90,39,23,2,2,1,2,0,1,99.8503,68.763,2.198,0.93191,1,2,1,0.96711,0.57263
6,2,2,7,90,90,45,57,1,1,2,1,0,1,99.362,50.6966,1.9468,3.5463,1,4,1,1.3072,0.64111
6,2,2,8,90,90,35,57,2,1,2,1,1,1,88.2943,100,2.4965,1.6636,2,1,2,0.90976,0.67814
6,2,2,9,60,90,41,23,1,2,2,1,0,0,56.3932,58.0208,0.93189,1.6816,2,2,3,4.3539,0.38492
6,2,2,10,90,60,35,43,2,1,2,1,1,1,59.3229,88.6198,1.1126,2.1624,1,2,4,2.7457,0.54273
6,2,2,11,90,90,45,23,1,2,1,2,1,1,91.5495,52.9753,1.8633,0.96379,1,2,1,1.3852,0.52343
6,2,2,12,90,90,35,57,2,1,2,1,1,1,52.9753,93.1771,1.3483,2.548,2,1,4,1.5642,0.44831
6,2,2,13,90,90,35,23,2,2,2,2,1,1,99.1992,83.2487,0.81403,2.8134,1,2,4,0.89386,0.5395
6,2,2,14,90,60,35,43,2,1,2,2,1,0,100,57.6953,2.23,1.1137,1,2,1,1.0787,0.57729
6,2,2,15,60,60,41,37,1,2,1,2,1,1,100,65.1823,2.064,3.0137,1,3,2,0.87555,0.45216
6,2,2,16,60,90,41,57,1,1,1,1,1,1,100,79.1797,1.5806,2.4638,1,2,4,1.0639,0.56034
6,2,2,17,90,90,35,57,2,1,2,1,1,1,99.362,100,1.3306,2.6801,1,2,1,0.73019,0.52184
6,2,2,18,60,60,41,37,1,2,1,2,1,1,80.8073,63.7174,1.0985,2.8146,1,1,2,1.6435,0.90249
6,2,2,19,90,60,45,37,1,2,1,1,1,0,55.2539,69.7396,0.88106,1.964,2,1,4,1.0339,0.73049
6,2,2,20,60,90,39,57,2,1,2,1,1,1,81.1328,55.9049,1.9301,3.6128,1,4,2,3.095,1.2157
6,2,2,21,90,60,35,37,2,2,2,2,1,1,100,64.5312,1.4152,2.548,1,3,2,1.8242,0.63473
6,2,2,22,90,90,45,23,1,2,1,1,1,0,88.457,86.1784,1.5149,2.7312,1,3,2,0.93519,0.75753
6,2,2,23,90,90,35,23,2,2,2,2,1,1,91.224,100,2.0638,1.2477,2,1,3,1.0613,0.55943
6,2,2,24,60,60,39,43,2,1,2,2,1,0,65.8333,65.1823,1.2641,2.0305,2,1,4,2.1186,0.9735
6,2,2,25,90,90,35,23,2,2,2,2,1,1,100,100,1.1817,2.1816,1,3,4,0.87191,0.66519
6,2,3,1,90,90,35,23,2,2,2,2,1,1,61.1133,90.4102,3.2301,2.1306,2,1,2,1.0289,0.66541
6,2,3,2,90,90,45,57,1,1,1,1,1,1,100,54.6029,2.1979,3.2309,2,3,2,0.89232,0.4927
6,2,3,3,90,90,45,57,1,1,2,1,0,1,65.8333,100,2.1299,1.247,2,4,3,2.292,0.61972
6,2,3,4,90,60,45,37,1,2,1,2,1,1,100,75.9245,1.1151,1.9482,1,2,3,0.8052,0.44692
6,2,3,5,90,60,35,37,2,2,2,2,1,1,49.8828,65.6706,1.1972,2.0969,2,4,2,0.95776,1.2279
6,2,3,6,90,60,35,37,2,2,2,1,1,0,100,67.9492,1.647,2.6134,1,2,4,0.808,2.4594
6,2,3,7,60,60,41,43,1,1,1,2,1,0,50.0456,50.5339,1.948,1.0651,1,1,3,3.5091,0.55065
6,2,3,8,60,90,39,57,2,1,1,1,0,1,66.4844,53.6263,1.7805,2.5636,1,3,2,2.687,0.54249
6,2,3,9,60,60,41,37,1,2,1,2,1,1,94.6419,61.7643,1.1307,1.9803,1,3,4,0.87106,1.9128
6,2,3,10,90,60,35,43,2,1,2,2,1,0,57.5326,52.3242,1.8976,1.0979,1,3,4,4.7068,0.612
6,2,3,11,90,60,45,37,1,2,2,1,0,0,54.6029,77.5521,3.6796,2.4636,1,3,2,2.0789,0.50233
6,2,3,12,60,60,39,43,2,1,1,2,0,0,72.9948,85.3646,1.9979,1.182,1,3,1,1.9566,0.49797
6,2,3,13,60,60,39,37,2,2,2,2,1,1,72.6693,100,1.9814,1.2984,1,2,1,1.1994,0.45939
6,2,3,14,60,90,39,57,2,1,2,1,1,1,58.6719,75.2734,0.86538,1.8321,2,1,4,0.96068,0.4853
6,2,3,15,60,90,41,23,1,2,2,2,0,1,85.8529,100,2.9625,1.9963,2,2,1,0.78091,0.50565
6,2,3,16,90,60,45,43,1,1,1,2,1,0,100,73.4831,1.2977,2.147,2,4,1,0.92409,0.3944
6,2,3,17,90,90,35,57,2,1,2,1,1,1,99.6875,84.5508,1.4318,2.2481,2,1,2,0.75731,0.51253
6,2,3,18,60,60,41,37,1,2,1,1,1,0,99.6875,56.2305,1.7803,3.0465,1,3,4,0.87216,0.98296
6,2,3,19,90,90,45,23,1,2,1,2,1,1,100,99.6875,2.0972,0.99771,2,1,3,0.97528,0.56336
6,2,3,20,90,60,35,43,2,1,2,2,1,0,88.7826,53.138,2.3135,1.3639,1,1,3,0.80598,0.61129
6,2,3,21,60,60,39,37,2,2,2,2,1,1,52.1615,69.2513,1.0645,1.8475,2,3,4,2.2959,0.73733
6,2,3,22,60,60,41,37,1,2,1,2,1,1,99.8503,99.6875,2.6636,1.5308,1,3,4,1.1141,0.56891
6,2,3,23,60,60,39,37,2,2,1,1,0,0,100,68.2747,1.8648,3.0311,1,3,1,0.8583,0.597
6,2,3,24,60,60,39,43,2,1,2,2,1,0,60.625,57.6953,1.8139,0.91433,1,4,1,6.4191,0.61416
6,2,3,25,60,60,39,37,2,2,2,2,1,1,80.4818,60.9505,1.4128,0.92974,1,2,3,0.88755,0.61302
6,2,4,1,90,60,35,37,2,2,2,1,1,0,100,75.7617,1.0137,1.8135,1,2,3,1.1509,0.55632
6,2,4,2,90,60,45,43,1,1,1,2,1,0,66.3216,90.4102,1.0805,1.9469,2,1,3,0.72621,0.60588
6,2,4,3,60,90,41,57,1,1,1,2,1,0,55.0911,79.8307,0.68206,1.3652,2,1,4,1.4963,0.39878
6,2,4,4,90,60,45,37,1,2,2,1,0,0,65.5078,65.9961,0.84711,5.0622,1,3,1,0.79807,0.53588
6,2,4,5,60,90,39,23,2,2,2,1,1,0,99.362,66.1589,1.0805,2.1468,1,4,1,1.268,0.3404
6,2,4,6,60,60,39,37,2,2,1,1,0,0,60.625,94.3164,1.8303,2.8466,2,4,1,0.91256,0.45434
6,2,4,7,90,60,45,43,1,1,1,1,1,1,100,70.5534,1.6481,2.6311,1,1,2,0.8049,0.58455
6,2,4,8,90,90,35,57,2,1,2,1,1,1,99.5247,68.4375,2.2812,1.4649,1,2,4,1.3218,0.65409
6,2,4,9,60,60,41,37,1,2,2,1,0,0,99.8503,70.5534,1.365,2.3647,1,1,4,1.0033,0.45336
6,2,4,10,90,60,35,43,2,1,2,1,1,1,53.3008,67.2982,1.0642,2.5471,2,1,4,2.979,0.79301
6,2,4,11,60,60,41,37,1,2,1,2,1,1,53.7891,68.6003,0.86432,1.5974,2,4,3,0.86989,0.60532
6,2,4,12,90,60,35,43,2,1,2,2,1,0,77.2266,83.8997,2.1148,1.2318,2,1,3,1.0996,0.73192
6,2,4,13,60,90,39,23,2,2,1,2,0,1,56.556,76.4128,0.98063,1.947,2,1,3,0.7827,1.3558
6,2,4,14,60,60,39,43,2,1,2,2,1,0,52.6497,74.7852,0.84667,1.6631,2,3,4,1.9474,0.63565
6,2,4,15,60,90,41,23,1,2,1,2,1,1,90.0846,99.362,4.3795,3.2133,2,2,3,1.3071,0.38116
6,2,4,16,60,90,41,57,1,1,2,1,0,1,59.3229,77.3893,0.73196,2.0649,2,2,1,1.403,0.54879
6,2,4,17,60,60,39,43,2,1,2,2,1,0,59.974,62.4154,2.363,3.0294,1,4,3,3.0991,0.69749
6,2,4,18,60,90,41,23,1,2,1,2,1,1,67.1354,85.2018,1.4474,2.2804,2,3,4,1.2156,0.51584
6,2,4,19,90,60,45,37,1,2,1,2,1,1,100,72.832,1.6799,2.9294,2,1,2,1.8556,0.64764
6,2,4,20,90,90,35,57,2,1,2,1,1,1,81.7839,87.4805,2.563,1.9133,1,1,3,0.77507,0.62904
6,2,4,21,90,60,35,37,2,2,2,2,1,1,65.0195,65.8333,1.0305,1.7968,2,1,3,2.0327,0.5854
6,2,4,22,60,60,41,37,1,2,2,2,0,1,90.4102,58.6719,1.465,2.4314,1,3,2,1.0331,0.45122
6,2,4,23,90,90,35,23,2,2,1,1,0,0,51.1849,50.6966,2.3313,1.4817,2,3,4,3.9874,0.55034
6,2,4,24,90,60,35,43,2,1,2,2,1,0,86.3411,93.6654,1.2141,2.2472,2,3,2,1.1317,0.65051
6,2,4,25,90,60,35,37,2,2,2,2,1,1,80.319,66.4844,1.6315,0.93187,1,4,1,0.82328,0.84285
6,3,1,1,60,60,41,37,1,2,2,2,0,1,50.6966,49.2318,1.4484,2.1482,1,1,2,2.6072,0.43515
6,3,1,2,60,90,39,57,2,1,1,1,0,1,69.4141,84.2253,3.3297,2.1469,2,3,2,0.94911,0.5062
6,3,1,3,90,90,45,57,1,1,1,1,1,1,68.763,91.0612,1.5802,2.3466,2,1,4,0.95275,0.33693
6,3,1,4,90,90,35,57,2,1,2,1,1,1,90.4102,64.2057,0.98076,1.8639,1,1,3,0.71894,0.5896
6,3,1,5,90,90,35,57,2,1,2,1,1,1,94.1536,82.7604,0.69608,1.4458,1,2,3,2.2646,0.43524
6,3,1,6,90,90,35,23,2,2,2,2,1,1,90.4102,89.2708,1.6649,1.0652,1,4,3,0.87469,0.52113
6,3,1,7,60,60,41,43,1,1,1,1,1,1,57.5326,55.9049,2.2136,3.6631,1,1,4,1.1782,0.60762
6,3,1,8,60,90,41,23,1,2,2,2,0,1,76.7383,100,1.9802,0.93073,2,2,4,0.9659,0.63504
6,3,1,9,60,60,39,43,2,1,2,2,1,0,84.2253,72.5065,0.73101,1.7808,2,1,2,1.8774,0.49426
6,3,1,10,60,60,39,43,2,1,1,2,0,0,61.6016,59.1602,1.2308,1.8306,2,1,2,1.6003,0.90873
6,3,1,11,90,90,45,57,1,1,1,1,1,1,57.8581,83.2487,1.1639,1.9304,2,2,1,1.0094,1.0049
6,3,1,12,60,90,39,57,2,1,2,1,1,1,100,91.224,1.3806,2.2137,2,4,1,1.0249,0.40541
6,3,1,13,90,60,45,37,1,2,1,2,1,1,81.9466,86.6667,3.214,2.1312,2,4,1,0.90585,0.6497
6,3,1,14,90,60,45,43,1,1,2,1,0,1,80.4818,81.1328,1.0304,1.8968,1,4,1,0.81291,0.47263
6,3,1,15,90,60,45,37,1,2,1,2,1,1,84.7135,73.8086,1.0809,2.1305,1,3,2,0.96589,0.43383
6,3,1,16,60,60,41,37,1,2,1,2,1,1,54.2773,60.2995,0.91517,1.5983,2,3,2,1.5061,0.32173
6,3,1,17,60,60,41,37,1,2,2,2,0,1,57.6953,56.0677,0.86524,1.4817,2,1,4,1.3745,0.45024
6,3,1,18,60,60,41,37,1,2,1,1,1,0,76.5755,54.2773,1.9138,1.2806,1,3,1,1.3422,1.2129
6,3,1,19,60,90,41,23,1,2,1,2,1,1,63.8802,99.8503,0.76375,1.6801,2,1,3,1.6901,0.60223
6,3,1,20,90,90,45,23,1,2,1,2,1,1,69.2513,100,2.348,1.515,2,1,2,0.83281,0.54693
6,3,1,21,90,90,35,23,2,2,2,2,1,1,60.1367,100,0.94758,1.914,2,1,4,0.98549,0.36769
6,3,1,22,90,90,35,23,2,2,2,2,1,1,99.8503,100,1.2473,2.3803,2,2,3,0.95974,0.47651
6,3,1,23,90,90,45,57,1,1,1,1,1,1,77.5521,81.4583,1.4641,2.4804,1,1,3,1.7949,0.64789
6,3,1,24,90,90,45,23,1,2,2,2,0,1,76.901,99.8503,2.1635,1.314,2,3,4,0.84718,1.0416
6,3,1,25,60,60,41,37,1,2,1,1,1,0,100,63.2292,1.1809,3.0803,1,1,2,0.74311,0.57203
6,3,2,1,60,90,41,23,1,2,2,1,0,0,96.2695,64.2057,1.9134,3.2296,1,4,3,0.8834,0.5619
6,3,2,2,90,60,35,43,2,1,2,1,1,1,49.7201,65.1823,0.84735,2.6635,1,3,1,0.89128,0.85208
6,3,2,3,60,90,41,57,1,1,2,1,0,1,50.0456,64.043,0.91519,1.5483,2,2,3,0.89145,1.4119
6,3,2,4,60,90,39,57,2,1,2,1,1,1,99.362,73.9714,2.7313,3.5979,1,2,1,2.1794,0.63214
6,3,2,5,60,90,39,57,2,1,1,2,0,0,99.362,73.4831,1.2978,2.2475,1,2,4,0.87127,0.55203
6,3,2,6,90,90,35,23,2,2,1,2,0,1,67.4609,100,2.2978,1.2816,2,1,2,1.0963,0.56112
6,3,2,7,60,60,41,43,1,1,1,2,1,0,59.1602,57.3698,2.3137,1.6808,2,4,1,2.8475,0.69762
6,3,2,8,60,90,41,23,1,2,1,2,1,1,73.8086,99.8503,3.5299,2.447,2,2,1,1.4634,0.5606
6,3,2,9,60,90,39,57,2,1,2,2,1,0,65.3451,100,1.8469,1.1141,2,4,2,1.2522,0.57936
6,3,2,10,90,60,35,43,2,1,2,2,1,0,55.2539,81.2956,1.1304,1.8635,2,4,2,1.0274,0.62949
6,3,2,11,60,90,41,57,1,1,1,1,1,1,83.737,70.0651,1.147,3.0963,2,4,1,1.0105,0.55801
6,3,2,12,90,90,35,57,2,1,2,1,1,1,99.6875,63.2292,1.5137,2.53,1,2,1,0.95619,1.0484
6,3,2,13,60,60,41,37,1,2,2,2,0,1,55.0911,51.9987,1.1818,1.9482,2,3,2,2.4727,0.44286
6,3,2,14,60,60,41,43,1,1,1,2,1,0,80.6445,99.8503,1.7967,1.0637,2,4,3,0.97251,0.59288
6,3,2,15,90,60,45,37,1,2,1,1,1,0,100,66.3216,1.1469,2.663,1,2,4,0.93242,0.53138
6,3,2,16,90,90,45,23,1,2,1,2,1,1,100,100,3.7469,2.3975,1,2,3,0.7847,0.41285
6,3,2,17,60,60,41,37,1,2,2,2,0,1,56.3932,100,0.81524,2.7646,2,1,3,0.89839,0.82639
6,3,2,18,60,60,41,37,1,2,1,2,1,1,84.7135,87.3177,0.94701,1.7468,2,3,4,1.0116,0.55968
6,3,2,19,90,90,45,23,1,2,1,2,1,1,82.4349,86.6667,1.0136,1.88,2,4,3,1.0434,0.57471
6,3,2,20,90,90,45,23,1,2,1,2,1,1,89.2708,99.8503,2.0482,1.0321,2,3,4,1.0444,0.60084
6,3,2,21,90,90,35,23,2,2,2,2,1,1,82.4349,99.8503,2.0635,1.2808,1,2,1,0.70055,0.59627
6,3,2,22,60,90,39,23,2,2,1,2,0,1,66.9727,100,2.797,1.4642,2,4,3,0.98342,0.6352
6,3,2,23,90,90,45,57,1,1,1,1,1,1,95.293,55.7422,3.9307,2.9645,1,2,1,1.6549,0.53619
6,3,2,24,90,90,45,23,1,2,1,2,1,1,60.7878,85.2018,1.2817,2.1816,2,3,2,1.1668,0.44898
6,3,2,25,90,60,45,37,1,2,1,2,1,1,56.8815,82.7604,0.9966,1.8299,2,1,4,1.3725,0.39076
6,3,3,1,60,60,41,37,1,2,1,1,1,0,70.2279,73.9714,0.54755,5.5457,1,4,3,1.6575,0.8426
6,3,3,2,90,90,35,57,2,1,2,1,1,1,79.3424,72.6693,1.315,2.1648,1,1,3,0.79823,0.55532
6,3,3,3,60,90,41,57,1,1,2,1,0,1,56.0677,87.806,0.84708,1.9468,2,2,1,1.0113,0.90098
6,3,3,4,60,90,39,57,2,1,2,2,1,0,64.043,66.3216,0.7976,1.464,2,1,3,1.8,0.7386
6,3,3,5,60,90,39,57,2,1,2,1,1,1,64.8568,92.8516,0.96504,1.6649,2,2,1,2.1022,0.55813
6,3,3,6,90,90,35,23,2,2,2,2,1,1,59.8112,81.1328,1.3151,2.1315,2,1,4,1.9727,0.55355
6,3,3,7,90,90,45,57,1,1,2,2,0,0,68.2747,74.6224,0.99655,1.813,2,3,2,1.8851,0.87802
6,3,3,8,60,60,41,37,1,2,1,2,1,1,71.3672,61.1133,1.5306,0.84764,1,4,1,2.3259,0.55615
6,3,3,9,90,60,35,43,2,1,2,2,1,0,100,100,2.4479,1.2486,1,4,1,0.90085,0.54974
6,3,3,10,90,90,35,57,2,1,2,1,1,1,100,78.3659,1.9968,2.8299,1,2,3,0.84231,0.50681
6,3,3,11,90,60,45,43,1,1,1,2,1,0,99.5247,100,1.3138,2.5801,1,2,1,0.8126,0.52827
6,3,3,12,60,90,39,57,2,1,1,1,0,1,57.3698,67.7865,0.83042,3.9127,2,2,3,1.3736,0.42018
6,3,3,13,90,90,45,23,1,2,2,2,0,1,49.3945,86.0156,1.0652,2.2149,2,1,3,0.89181,1.1176
6,3,3,14,90,90,45,57,1,1,2,1,0,1,71.2044,81.6211,0.81374,1.5136,1,1,4,1.0118,0.51265
6,3,3,15,90,60,45,37,1,2,1,2,1,1,100,99.8503,2.8301,1.4474,2,3,2,1.0189,0.61571
6,3,3,16,90,60,45,37,1,2,2,2,0,1,100,100,2.5646,1.6317,1,4,2,1.8087,0.80322
6,3,3,17,60,60,41,37,1,2,1,2,1,1,70.8789,100,1.7816,1.032,1,4,2,1.4866,1.125
6,3,3,18,90,60,45,37,1,2,2,1,0,0,60.4622,87.3177,2.6467,1.4139,2,3,4,1.5329,0.86568
6,3,3,19,60,90,41,23,1,2,1,2,1,1,72.832,100,3.1629,1.397,1,3,2,1.2584,0.47632
6,3,3,20,60,60,41,37,1,2,2,2,0,1,71.8555,100,2.0981,1.2651,2,1,4,1.06,0.4224
6,3,3,21,90,60,35,37,2,2,2,2,1,1,99.8503,70.2279,1.3136,2.7298,2,4,3,0.80412,0.51108
6,3,3,22,90,60,35,37,2,2,1,1,0,0,62.0898,58.8346,1.1805,1.9802,1,3,4,2.117,0.89942
6,3,3,23,60,60,41,43,1,1,1,2,1,0,75.1107,54.7656,1.9143,1.1974,1,1,4,2.8829,1.3099
6,3,3,24,60,90,41,23,1,2,1,1,1,0,100,63.2292,1.6976,3.5637,1,3,1,0.9688,1.7488
6,3,3,25,60,90,41,23,1,2,1,2,1,1,49.8828,59.4857,1.0806,1.7469,2,1,4,1.1373,0.51238
6,3,4,1,60,60,41,37,1,2,2,1,0,0,79.5052,61.9271,1.7301,2.8469,1,2,4,2.7973,0.64139
6,3,4,2,90,60,35,43,2,1,2,2,1,0,99.6875,76.25,1.9813,2.7144,1,1,2,0.96127,0.47874
6,3,4,3,90,90,45,57,1,1,1,1,1,1,100,73.6458,1.7816,2.6313,2,2,1,0.94764,0.46523
6,3,4,4,60,60,39,43,2,1,1,1,0,1,72.6693,61.1133,1.4306,2.3969,1,3,2,1.4487,0.65
6,3,4,5,90,90,35,57,2,1,2,1,1,1,99.6875,99.362,1.08,2.1797,1,2,4,1.4318,0.61186
