Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Condition
1,2,2,0.419921875,0.476,1.272,128,cpas
1,1,1,0.411458333,0.637,0.875,64,cpas
1,2,1,0.256510417,1.362,1.018,16,cpas
1,1,1,0.421223958,0.491,1.224,128,cpas
1,2,2,0.4296875,0.764,2.154,64,cpas
1,2,2,0.48046875,0.559,1.133,128,cpas
1,2,1,0.233723958,0.745,1.257,16,cpas
1,1,1,0.444661458,0.538,1.428,128,cpas
1,2,2,0.242838542,0.865,2.091,16,cpas
1,2,2,0.320963542,0.522,0.938,64,cpas
1,2,2,0.231119792,0.846,0.867,16,cpas
1,1,1,0.346354167,0.558,1.014,128,cpas
1,2,2,0.409505208,0.504,0.811,128,cpas
1,1,1,0.220052083,0.715,1.18,64,cpas
1,1,1,0.28125,0.913,0.651,64,cpas
1,1,2,0.240885417,0.857,1.122,32,cpas
1,1,1,0.275390625,0.569,1.25,64,cpas
1,1,1,0.290364583,0.574,0.985,64,cpas
1,1,1,0.253255208,0.583,0.789,16,cpas
1,1,1,0.193359375,0.577,1.668,16,cpas
1,1,1,0.290364583,0.554,1.229,128,cpas
1,1,1,0.147135417,0.71,0.775,32,cpas
1,2,1,0.186197917,0.557,1.053,32,cpas
1,1,1,0.124348958,0.668,1.043,32,cpas
1,1,1,0.254557292,0.47,1.661,128,cpas
1,2,2,0.307291667,0.687,0.592,128,cpas
1,1,2,0.231119792,1.068,1.017,32,cpas
1,2,2,0.169270833,0.739,1.393,32,cpas
1,2,2,0.277994792,0.565,1.781,128,cpas
1,2,2,0.323567708,0.492,0.811,128,cpas
1,2,2,0.145833333,1.201,1.002,32,cpas
1,1,2,0.003255208,0.731,0.89,16,cpas
1,1,1,0.315104167,0.645,1.202,128,cpas
1,1,1,0.345052083,0.634,0.848,64,cpas
1,1,1,0.318359375,0.633,0.878,64,cpas
1,1,2,0.13671875,1.042,0.65,16,cpas
1,2,2,0.240885417,0.653,1.538,32,cpas
1,1,2,0.1328125,0.644,0.647,16,cpas
1,2,2,0.235677083,0.747,1.593,64,cpas
1,2,2,0.251302083,0.562,1.588,64,cpas
1,1,1,0.279296875,0.665,0.865,128,cpas
1,2,2,0.202473958,0.823,0.855,16,cpas
1,1,1,0.109375,1.18,0.676,16,cpas
1,2,2,0.009114583,0.792,0.725,16,cpas
1,1,1,0.256510417,0.663,1.785,128,cpas
1,1,1,0.264322917,0.695,2.024,64,cpas
1,2,2,0.354166667,0.559,0.887,128,cpas
1,2,2,0.236979167,0.732,1.32,32,cpas
1,1,1,0.320963542,0.509,0.82,128,cpas
1,1,2,0.075520833,1.094,1.08,16,cpas
1,2,2,0.140625,0.652,0.841,32,cpas
1,2,2,0.130859375,0.58,0.841,16,cpas
1,1,1,0.261067708,0.569,1.384,64,cpas
1,1,1,0.064453125,0.699,0.76,16,cpas
1,1,1,0.088541667,0.731,1.408,16,cpas
1,2,1,0.103515625,0.754,1.189,16,cpas
1,1,1,0.257161458,0.769,1.022,128,cpas
1,2,2,0.179036458,0.735,0.767,16,cpas
1,2,2,0.238932292,0.617,1.041,16,cpas
1,2,2,0.302083333,0.469,1.022,128,cpas
1,2,2,0.188151042,0.739,1.084,32,cpas
1,2,2,0.124348958,0.578,0.553,32,cpas
1,2,2,0.237630208,0.496,2.052,64,cpas
1,2,2,0.180338542,0.603,1.35,32,cpas
1,2,2,0.059244792,0.779,1.167,32,cpas
1,2,2,0.255208333,0.683,2.111,64,cpas
1,2,2,0.321614583,0.503,0.712,128,cpas
1,2,2,0.264973958,0.667,1.055,128,cpas
1,1,2,0.100911458,1.204,0.57,16,cpas
1,2,2,0.315755208,0.676,1.377,64,cpas
1,1,2,0.257161458,0.745,1.333,32,cpas
1,1,1,0.341145833,0.625,1.768,128,cpas
1,1,1,0.380208333,0.546,0.767,128,cpas
1,1,1,0.255859375,0.67,0.997,32,cpas
1,2,2,0.381510417,0.668,0.785,128,cpas
1,1,2,0.258463542,0.793,1.355,32,cpas
1,2,2,0.390625,0.564,0.804,128,cpas
1,2,2,0.369791667,0.969,0.893,64,cpas
1,2,2,0.260416667,0.551,1.061,16,cpas
1,1,2,0.1953125,0.828,0.573,32,cpas
1,2,2,0.330729167,0.584,0.909,64,cpas
1,1,2,0.21875,0.971,1.222,32,cpas
1,1,2,0.237630208,0.583,1.401,32,cpas
1,1,1,0.259765625,0.64,0.658,64,cpas
1,1,2,0.241536458,0.769,1.071,16,cpas
1,1,1,0.125651042,1.022,0.86,16,cpas
1,1,1,0.287109375,0.785,0.613,128,cpas
1,1,1,0.072265625,1.277,0.66,32,cpas
1,1,1,0.319010417,0.678,0.82,128,cpas
1,2,1,0.208333333,0.619,1.514,16,cpas
1,2,2,0.307942708,0.672,1.145,128,cpas
1,2,2,0.26171875,0.687,0.69,16,cpas
1,2,2,0.219401042,0.668,0.641,16,cpas
1,2,2,0.132161458,0.897,0.789,16,cpas
1,1,1,0.272135417,0.514,0.537,128,cpas
1,2,2,0.291015625,0.62,1.314,64,cpas
1,1,1,0.368489583,0.586,0.644,128,cpas
1,2,2,0.376953125,0.661,0.771,64,cpas
1,1,1,0.377604167,0.617,0.786,128,cpas
1,1,1,0.3828125,0.611,0.945,64,cpas
1,1,1,0.166015625,0.877,0.675,32,cpas
1,1,1,0.21875,0.749,1.187,32,cpas
1,1,1,0.241536458,0.594,0.943,16,cpas
1,2,2,0.168619792,0.71,1.035,32,cpas
1,2,2,0.352864583,0.616,1.817,128,cpas
1,1,1,0.231119792,1.203,3.158,64,cpas
1,2,2,0.289713542,0.683,1.188,64,cpas
1,2,2,0.3046875,0.612,1.235,64,cpas
1,2,2,0.225260417,1.272,0.827,32,cpas
1,1,2,0.110677083,0.641,1.285,16,cpas
1,1,1,0.2578125,0.627,0.902,64,cpas
1,2,1,0.15234375,0.886,0.655,16,cpas
1,2,2,0.305338542,0.789,0.869,128,cpas
1,1,1,0.214192708,0.708,0.745,64,cpas
1,2,2,0.279296875,0.862,1.213,128,cpas
1,1,1,0.263671875,0.752,1.35,64,cpas
1,1,1,0.319010417,0.654,0.637,128,cpas
1,2,1,0.188151042,1.107,0.693,32,cpas
1,2,2,0.265625,0.58,1.269,64,cpas
1,1,1,0.162760417,0.76,0.775,32,cpas
1,2,2,0.2890625,0.645,1.171,64,cpas
1,1,2,0.160807292,1.367,0.624,16,cpas
1,1,2,0.2109375,0.635,0.713,16,cpas
1,1,1,0.002604167,0.884,1.599,32,cpas
1,2,2,0.304036458,0.585,1.111,128,cpas
1,1,1,0.330729167,0.479,1.014,128,cpas
1,2,2,0.28515625,0.568,0.866,64,cpas
1,1,1,0.368489583,0.482,0.89,128,cpas
1,2,2,0.259114583,0.737,1.029,16,cpas
1,2,2,0.341145833,0.556,1.268,64,cpas
1,1,1,0.389322917,0.609,1.536,128,cpas
1,1,2,0.262369792,0.785,0.964,16,cpas
1,2,2,0.3671875,0.593,0.754,128,cpas
1,2,2,0.256510417,0.718,1.449,16,cpas
1,2,2,0.385416667,0.544,1.446,128,cpas
1,2,2,0.466145833,0.542,0.835,128,cpas
1,2,2,0.249348958,0.798,1.04,16,cpas
1,2,2,0.292317708,0.6,0.828,64,cpas
1,2,2,0.254557292,0.427,1.146,16,cpas
1,2,2,0.450520833,0.591,0.958,128,cpas
1,2,2,0.2265625,0.634,0.648,16,cpas
1,2,2,0.153645833,0.987,0.882,32,cpas
1,2,2,0.393229167,0.595,0.748,128,cpas
1,1,1,0.204427083,0.612,0.637,32,cpas
1,1,1,0.171223958,0.621,0.679,16,cpas
1,1,1,0.259765625,0.609,1.168,64,cpas
1,2,2,0.294921875,0.617,0.912,64,cpas
1,1,1,0.292317708,0.562,1.215,32,cpas
1,2,2,0.358072917,0.599,1.408,64,cpas
1,1,1,0.253255208,0.714,0.835,32,cpas
1,1,1,0.334635417,0.525,0.709,128,cpas
1,2,2,0.150390625,0.745,1.142,32,cpas
1,2,2,0.29296875,0.869,0.864,64,cpas
1,1,1,0.3828125,0.542,1.352,128,cpas
1,2,2,0.25390625,0.718,1.394,16,cpas
1,2,2,0.41796875,0.538,1.243,128,cpas
1,2,1,0.258463542,0.644,1.225,32,cpas
1,2,2,0.21875,0.726,0.748,16,cpas
1,1,1,0.373046875,0.671,0.634,128,cpas
1,2,1,0.165364583,0.848,1.028,32,cpas
1,2,1,0.167317708,0.683,0.83,32,cpas
1,1,1,0.2421875,0.691,1.46,64,cpas
1,1,1,0.207682292,0.602,1.168,16,cpas
1,2,2,0.296875,0.585,2.14,128,cpas
1,1,2,0.259765625,0.706,1.096,16,cpas
1,1,1,0.211588542,0.953,3.084,32,cpas
1,1,1,0.352213542,0.574,1.121,128,cpas
1,1,1,0.3828125,0.731,0.98,128,cpas
1,1,1,0.392578125,0.576,1.308,64,cpas
1,1,1,0.276041667,0.784,2.213,16,cpas
1,2,2,0.383463542,0.548,1.396,128,cpas
1,2,2,0.311848958,0.593,0.582,32,cpas
1,2,2,0.209635417,1.003,1.902,16,cpas
1,1,2,0.229166667,0.699,0.881,32,cpas
1,2,2,0.333333333,0.592,0.87,128,cpas
1,1,1,0.223307292,0.606,0.566,16,cpas
1,2,2,0.208333333,0.6,0.79,16,cpas
1,2,2,0.255859375,0.495,1.148,64,cpas
1,1,2,0.094401042,0.93,0.688,16,cpas
1,2,2,0.334635417,0.445,0.755,128,cpas
1,1,1,0.369140625,0.622,0.786,128,cpas
1,1,2,0.197265625,0.745,0.95,32,cpas
1,2,2,0.253255208,0.603,2.22,64,cpas
1,1,2,0.240885417,0.537,0.589,32,cpas
1,1,2,0.236328125,0.856,2.137,16,cpas
1,2,2,0.274739583,0.654,0.838,64,cpas
1,1,2,0.203776042,0.506,0.815,16,cpas
1,2,2,0.258463542,0.716,1.502,64,cpas
1,1,1,0.315104167,0.704,0.824,64,cpas
1,1,1,0.266276042,0.624,2.3,16,cpas
1,2,1,0.234375,0.62,1.769,16,cpas
1,1,1,0.265625,0.486,1.322,64,cpas
1,2,2,0.311848958,0.802,0.694,128,cpas
1,1,1,0.29296875,0.833,1.277,64,cpas
1,2,1,0.241536458,0.651,1.245,32,cpas
1,1,1,0.283203125,0.67,0.918,64,cpas
1,2,2,0.364583333,0.569,0.794,128,cpas
1,2,2,0.2578125,0.73,1.658,32,cpas
2,2,2,0.727213542,0.367,2.084,128,cpas
2,2,1,0.014973958,0.811,1.708,32,cpas
2,2,2,0.557942708,0.588,1.548,64,cpas
2,2,2,0.56640625,0.565,1.473,64,cpas
2,2,2,0.658854167,0.488,1.971,64,cpas
2,2,2,0.658854167,0.464,1.278,64,cpas
2,2,2,0.701171875,0.481,2.136,64,cpas
2,2,2,0.0078125,0.933,2.07,32,cpas
2,1,1,0.649088542,0.523,2.282,128,cpas
2,2,2,0.764973958,0.513,1.41,64,cpas
2,1,1,0.6328125,0.505,2.996,64,cpas
2,2,2,0.871744792,0.363,2.496,128,cpas
2,1,2,0.1171875,0.671,1.09,16,cpas
2,1,2,0.01953125,0.839,1.322,32,cpas
2,1,1,0.80078125,0.614,2.955,128,cpas
2,2,2,0.222005208,0.807,2.361,16,cpas
2,2,2,0.744140625,0.508,2.434,128,cpas
2,2,2,0.905598958,0.525,1.797,128,cpas
2,1,1,0.761067708,0.458,4.512,64,cpas
2,1,1,0.265625,0.482,2.388,32,cpas
2,2,2,0.85546875,0.428,4.682,128,cpas
2,1,1,0.737630208,0.46,1.682,64,cpas
2,1,1,0.074869792,0.708,1.467,16,cpas
2,1,1,0.87890625,0.517,3.782,128,cpas
2,2,1,0.02734375,0.762,1.243,16,cpas
2,2,2,0.626302083,0.619,2.938,64,cpas
2,2,2,0.950520833,0.415,2.075,128,cpas
2,2,2,0.271484375,0.696,2.568,16,cpas
2,2,2,0.020182292,0.682,1.822,32,cpas
2,2,2,0.561197917,0.5,1.892,64,cpas
2,2,2,0.866536458,0.567,2.044,128,cpas
2,2,2,0.026041667,0.757,1.388,32,cpas
2,1,1,0.515625,0.475,2.06,64,cpas
2,2,2,0.100911458,0.686,2.612,32,cpas
2,1,1,0.005859375,0.877,1.738,32,cpas
2,2,2,0.876302083,0.714,1.968,128,cpas
2,2,2,0.921875,0.562,1.64,128,cpas
2,2,2,0.595052083,0.539,1.28,64,cpas
2,2,2,0.036458333,0.663,1.649,16,cpas
2,1,2,0.018880208,0.602,1.986,32,cpas
2,1,2,0.021484375,0.644,1.55,16,cpas
2,2,2,0.0234375,0.497,1.343,16,cpas
2,2,2,0.008463542,0.628,1.357,32,cpas
2,2,2,0.656901042,0.469,2.573,128,cpas
2,1,2,0.027994792,0.616,2.289,64,cpas
2,2,1,0.01953125,0.95,1.513,32,cpas
2,1,1,0.8984375,0.585,1.755,128,cpas
2,2,2,0.833984375,0.508,3.821,128,cpas
2,1,1,0.008463542,0.828,1.341,32,cpas
2,2,2,0.886067708,0.504,1.39,128,cpas
2,1,1,0.604817708,0.463,1.636,64,cpas
2,1,1,0.733072917,0.707,2.12,128,cpas
2,2,2,0.309895833,0.859,1.941,16,cpas
2,1,1,0.5390625,1.021,2.24,64,cpas
2,1,1,0.903645833,0.587,1.664,128,cpas
2,2,2,0.258463542,0.758,2.204,32,cpas
2,1,1,0.708984375,1.011,1.916,64,cpas
2,1,1,0.1875,0.703,1.33,32,cpas
2,1,1,0.482421875,0.507,2.624,64,cpas
2,2,1,0.227864583,0.761,1.385,32,cpas
2,2,2,0.58984375,0.454,2.964,128,cpas
2,2,2,0.813151042,0.559,1.597,128,cpas
2,1,1,0.7265625,0.606,4.629,128,cpas
2,1,1,0.889322917,0.538,1.345,128,cpas
2,1,1,0.152994792,0.798,1.627,16,cpas
2,1,1,0.027994792,0.762,2.204,16,cpas
2,1,1,0.742838542,0.474,1.853,128,cpas
2,1,1,0.496744792,0.562,3.257,64,cpas
2,2,2,0.52734375,0.572,2.523,64,cpas
2,1,1,0.264973958,1,1.888,32,cpas
2,1,1,0.339192708,0.661,2.144,64,cpas
2,2,2,0.420572917,0.683,4.063,64,cpas
2,1,1,0.552734375,0.69,3.79,64,cpas
2,1,1,0.7890625,0.553,1.929,128,cpas
2,1,1,0.581380208,0.73,1.614,64,cpas
2,1,1,0.032552083,0.898,1.002,16,cpas
2,1,2,0.01171875,0.665,1.175,16,cpas
2,2,2,0.0078125,0.565,1.417,16,cpas
2,2,2,0.393880208,0.579,1.838,64,cpas
2,1,1,0.860677083,0.68,2.71,128,cpas
2,1,1,0.514322917,0.59,1.984,32,cpas
2,1,1,0.710286458,0.579,1.627,128,cpas
2,2,2,0.003255208,0.733,2.482,16,cpas
2,1,2,0.698567708,0.615,5.67,128,cpas
2,1,1,0.311197917,0.677,2.327,16,cpas
2,2,2,0.830078125,0.509,2.042,128,cpas
2,2,2,0.635416667,0.519,1.144,64,cpas
2,1,1,0.916666667,0.52,2.149,128,cpas
2,2,2,0.904947917,0.535,9.358,128,cpas
2,2,2,0.583333333,0.574,1.565,64,cpas
2,1,1,0.510416667,0.543,2.289,64,cpas
2,1,1,0.251953125,0.742,3.335,16,cpas
2,2,2,0.00390625,0.757,2.088,16,cpas
2,1,2,0.003255208,0.622,1.974,16,cpas
2,2,2,0.497395833,0.509,2.611,64,cpas
2,1,1,0.009765625,0.784,2.389,16,cpas
2,1,1,0.001953125,0.509,1.211,16,cpas
2,1,1,0.001302083,0.538,1.92,32,cpas
2,1,1,0.281901042,0.986,3.345,64,cpas
2,1,1,0.511067708,0.533,1.308,64,cpas
2,2,2,0.942708333,0.445,1.616,128,cpas
2,1,1,0.917317708,0.622,1.949,128,cpas
2,1,1,0.609375,0.705,1.781,64,cpas
2,1,1,0.005208333,0.673,1.747,16,cpas
2,1,1,0.006510417,0.752,2.055,32,cpas
2,2,2,0.009765625,0.593,1.784,32,cpas
2,2,1,0.005859375,0.629,2.268,16,cpas
2,1,1,0.490234375,0.817,1.373,64,cpas
2,1,1,0.40625,0.474,1.213,64,cpas
2,2,2,0.46875,0.474,2.42,64,cpas
2,1,1,0.494791667,0.613,2.467,64,cpas
2,1,1,0.72265625,0.501,1.746,128,cpas
2,1,1,0.225260417,0.655,1.484,16,cpas
2,1,1,3.70E-17,0.609,2.871,32,cpas
2,1,1,0.817708333,0.618,1.72,128,cpas
2,1,1,0.030598958,0.589,1.484,32,cpas
2,1,1,0.751302083,0.604,4.409,128,cpas
2,2,1,0.002604167,0.721,1.424,16,cpas
2,1,1,0.608723958,0.557,2.977,64,cpas
2,1,1,0.006510417,0.608,3.778,32,cpas
2,1,1,0.747395833,0.85,2.038,128,cpas
2,2,2,0.070963542,0.645,2.358,32,cpas
2,2,2,0.460286458,0.567,1.983,64,cpas
2,2,2,0.503255208,0.463,2.473,64,cpas
2,1,2,0.100911458,0.692,1.545,16,cpas
2,1,1,3.70E-17,1.039,1.753,32,cpas
2,2,1,0.002604167,0.579,1.119,32,cpas
2,1,1,3.70E-17,0.718,2.072,32,cpas
2,2,2,0.682291667,0.465,2.876,128,cpas
2,1,1,0.524739583,0.545,1.533,64,cpas
2,1,1,0.818359375,0.536,2.242,128,cpas
2,2,2,0.675130208,0.503,1.655,64,cpas
2,2,1,0.00390625,0.708,1.932,32,cpas
2,2,2,0.408854167,0.516,3.017,16,cpas
2,2,2,0.830078125,0.46,2.241,128,cpas
2,2,1,0.013020833,0.579,2.065,16,cpas
2,1,2,0.860677083,0.685,3.032,128,cpas
2,2,2,0.951171875,0.531,3.282,64,cpas
2,1,1,0.007161458,0.698,1.105,32,cpas
2,2,2,0.698567708,0.634,1.63,128,cpas
2,2,2,0.6015625,0.508,2.126,64,cpas
2,1,1,0.011067708,0.704,1.994,16,cpas
2,2,2,0.716145833,0.489,2.649,64,cpas
2,1,1,0.578776042,0.545,3.509,128,cpas
2,1,1,0.521484375,0.564,2.787,64,cpas
2,2,1,0.011067708,0.682,1.612,32,cpas
2,2,2,0.669921875,0.53,3.523,64,cpas
2,2,2,0.505859375,0.515,1.776,32,cpas
2,1,1,0.205078125,0.794,1.221,32,cpas
2,2,2,0.731770833,0.548,2.646,128,cpas
2,1,1,0.013020833,0.559,1.249,32,cpas
2,2,1,0.010416667,0.634,1.565,32,cpas
2,2,2,0.77734375,0.586,6.073,128,cpas
2,2,1,0.005208333,0.688,1.729,16,cpas
2,1,1,0.005859375,0.524,1.827,32,cpas
2,2,2,0.506510417,0.535,3.11,64,cpas
2,2,1,0.378255208,0.663,1.436,32,cpas
2,2,1,0.001953125,0.589,3.889,16,cpas
2,1,1,0.00390625,0.568,2.045,32,cpas
2,2,2,0.585286458,0.564,1.74,128,cpas
2,1,1,0.651692708,0.55,2.252,128,cpas
2,1,1,0.001953125,0.545,1.773,16,cpas
2,1,1,0.003255208,0.565,2.893,32,cpas
2,2,2,0.333984375,0.579,2.582,32,cpas
2,2,2,0.013671875,0.515,1.659,16,cpas
2,2,2,0.466796875,0.518,2.024,64,cpas
2,2,2,0.036458333,0.535,1.235,32,cpas
2,1,1,0.0078125,0.582,3.019,16,cpas
2,1,2,0.016276042,0.513,1.337,32,cpas
2,2,2,0.477213542,0.491,3.181,64,cpas
2,2,2,0.672526042,0.509,1.573,128,cpas
2,2,2,0.072265625,0.671,1.712,16,cpas
2,2,2,0.26953125,0.533,2.8,16,cpas
2,2,1,0.013020833,0.93,1.423,16,cpas
2,2,2,0.444010417,0.544,2.007,64,cpas
2,2,2,0.49609375,0.524,1.917,64,cpas
2,2,2,0.606770833,0.42,1.302,128,cpas
2,1,1,0.119791667,0.807,1.269,16,cpas
2,2,2,0.055338542,0.49,1.373,16,cpas
2,2,2,0.783854167,0.462,2.717,128,cpas
2,1,1,0.001302083,0.646,2.062,32,cpas
2,2,2,3.70E-17,0.644,3.063,16,cpas
2,1,1,0.388020833,0.472,2.276,64,cpas
2,2,1,0.052083333,0.545,1.314,32,cpas
2,1,1,0.674479167,0.482,1.594,128,cpas
2,2,1,0.08984375,0.539,1.169,32,cpas
2,2,2,0.779296875,0.503,3.896,128,cpas
2,1,2,0.052083333,0.61,2.011,32,cpas
2,1,1,0.565104167,0.531,4.612,64,cpas
2,1,1,0.89453125,0.438,1.592,128,cpas
2,2,1,0.259765625,0.686,2.73,16,cpas
2,1,1,0.009114583,0.568,3.052,16,cpas
2,1,1,0.239583333,0.636,2.189,32,cpas
2,1,1,0.134114583,0.632,1.23,16,cpas
2,1,1,0.053385417,0.497,1.086,16,cpas
2,1,1,0.329427083,0.479,1.39,64,cpas
2,2,2,0.286458333,0.584,2.304,32,cpas
2,1,1,0.1875,0.747,1.885,32,cpas
2,2,2,0.298177083,0.578,2.325,64,cpas
2,1,1,0.615885417,0.657,1.506,128,cpas
2,2,2,0.570963542,0.551,7.26,64,cpas
2,2,1,0.01953125,0.56,1.421,16,cpas
2,2,2,0.7265625,0.614,2.477,128,cpas
2,2,2,0.516276042,0.535,2.107,32,cpas
2,2,1,0.080729167,0.646,1.447,16,cpas
2,1,1,0.525390625,0.519,1.922,64,cpas
2,1,1,0.385416667,0.495,1.601,32,cpas
2,1,1,0.561848958,0.515,4.369,128,cpas
2,1,1,0.540364583,0.467,1.31,64,cpas
2,1,1,0.171875,0.774,1.752,16,cpas
2,2,2,0.087239583,0.641,1.501,16,cpas
2,2,2,0.012369792,0.507,1.638,32,cpas
2,1,1,0.634765625,0.514,1.959,64,cpas
2,2,2,0.301432292,0.612,1.437,16,cpas
