Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Condition
5,2,2,0.729166667,0.815,0.875,16,cpas
5,1,1,0.699869792,1.02,1.902,64,cpas
5,2,1,0.620442708,0.97,1.355,32,cpas
5,2,1,0.266276042,0.847,1.453,16,cpas
5,2,2,0.369140625,1.09,1.211,16,cpas
5,2,1,0.006510417,0.888,1.466,32,cpas
5,1,1,0.727213542,0.627,1.091,128,cpas
5,1,1,0.865234375,0.694,0.974,128,cpas
5,2,2,0.978515625,0.8,1.169,64,cpas
5,1,1,0.567708333,0.798,0.786,16,cpas
5,2,1,0.465494792,0.75,1.033,32,cpas
5,1,1,0.346354167,0.71,1.226,16,cpas
5,1,1,0.475911458,0.805,1.61,64,cpas
5,1,1,0.280598958,0.734,1.464,16,cpas
5,2,2,0.535807292,0.76,1.638,64,cpas
5,2,2,0.63671875,0.678,2.076,64,cpas
5,1,1,0.607421875,0.626,1.955,64,cpas
5,1,1,0.768229167,0.59,1.545,128,cpas
5,2,1,0.481119792,0.734,0.847,32,cpas
5,2,2,0.83984375,0.658,0.958,128,cpas
5,1,1,0.261067708,1.31,1.59,16,cpas
5,1,2,0.259765625,1.205,2.227,64,cpas
5,2,2,0.268229167,0.778,1.449,64,cpas
5,1,2,0.253255208,0.591,1.323,16,cpas
5,1,2,0.254557292,0.676,1.293,32,cpas
5,2,2,0.629557292,0.582,1.221,128,cpas
5,1,2,0.84375,0.774,0.931,128,cpas
5,1,2,0.330729167,0.931,1.267,16,cpas
5,2,2,0.684244792,0.648,1.586,128,cpas
5,2,2,0.540364583,0.603,0.844,16,cpas
5,2,1,0.301432292,0.925,1.402,16,cpas
5,2,2,0.506510417,0.736,1.55,64,cpas
5,2,2,0.404296875,0.62,0.857,16,cpas
5,2,2,0.722005208,0.674,1.643,128,cpas
5,1,1,0.738932292,0.611,1.153,64,cpas
5,2,2,0.527994792,0.905,1.224,16,cpas
5,1,1,0.45703125,1.348,1.105,64,cpas
5,2,2,0.569010417,0.604,0.912,64,cpas
5,1,2,0.518229167,0.674,1.177,32,cpas
5,1,1,0.197916667,0.96,1.169,16,cpas
5,2,1,0.158854167,0.732,0.832,32,cpas
5,2,2,0.483072917,0.599,0.882,64,cpas
5,2,2,0.472005208,0.576,0.989,64,cpas
5,2,2,0.47265625,0.688,1.448,16,cpas
5,1,2,0.462890625,0.84,0.962,64,cpas
5,1,2,0.4765625,0.702,1.085,128,cpas
5,1,2,0.470052083,0.724,1.147,32,cpas
5,2,2,0.111328125,0.87,1.014,32,cpas
5,2,2,0.280598958,1.245,2.717,16,cpas
5,2,2,0.463541667,0.672,1.197,64,cpas
5,2,1,0.001953125,1.385,1.298,32,cpas
5,2,2,0.907552083,0.588,0.94,128,cpas
5,1,2,0.598958333,0.851,1.026,64,cpas
5,1,2,0.768229167,0.644,2.777,16,cpas
5,1,2,0.723307292,0.722,1.122,32,cpas
5,1,2,0.779296875,0.705,4.451,128,cpas
5,1,2,0.666015625,0.768,1.171,128,cpas
5,1,1,0.011067708,1.133,1.482,32,cpas
5,2,2,0.944661458,0.589,1.039,128,cpas
5,2,2,0.922526042,0.657,1.158,16,cpas
5,2,2,0.272786458,0.791,1.764,32,cpas
5,1,2,0.278645833,0.778,1.402,16,cpas
5,1,2,0.967447917,0.673,1.393,128,cpas
5,1,2,0.985026042,0.82,2.05,64,cpas
5,1,1,0.043619792,1.191,2.004,32,cpas
5,2,1,0.004557292,1.832,2.167,16,cpas
5,1,1,0.906901042,0.805,1.13,128,cpas
5,1,2,0.094401042,0.73,1.943,64,cpas
5,2,1,0.109375,1.284,1.092,32,cpas
5,1,1,0,1.61,2.359,16,cpas
5,1,1,0.38671875,1.253,2.246,16,cpas
5,2,1,0.297526042,0.829,1.349,32,cpas
5,1,1,0.982421875,0.932,1.238,128,cpas
5,1,1,0.638020833,0.916,1.081,128,cpas
5,2,1,0.260416667,0.904,1.883,16,cpas
5,1,2,0.348958333,0.929,1.021,32,cpas
5,1,1,0.00390625,1.095,1.706,16,cpas
5,2,1,0.004557292,0.784,3.433,32,cpas
5,2,1,0.004557292,0.807,3.693,16,cpas
5,1,1,0.003255208,1.538,1.881,64,cpas
5,2,1,0.013020833,1.029,1.27,32,cpas
5,2,1,0.007161458,0.883,2.162,16,cpas
5,2,1,0.002604167,1.018,3.062,64,cpas
5,1,2,0.4453125,0.785,1.208,64,cpas
5,2,2,0.66015625,0.628,0.858,128,cpas
5,2,2,0.375651042,0.806,0.9,16,cpas
5,1,1,0.005859375,1.234,1.301,32,cpas
5,2,2,0.006510417,0.938,3.263,16,cpas
5,1,2,0.0078125,0.777,3.518,16,cpas
5,1,2,0.579427083,0.798,0.794,128,cpas
5,1,2,0.534505208,0.625,1.027,64,cpas
5,1,1,0.012369792,0.985,1.08,32,cpas
5,2,1,0.009765625,1.106,1.293,16,cpas
5,2,2,0.719401042,0.702,1.361,128,cpas
5,2,1,0.005208333,1.867,0.998,16,cpas
5,1,1,0.473958333,1.353,2.101,64,cpas
5,1,1,0.284505208,0.747,0.904,16,cpas
5,2,2,0.686197917,0.662,0.854,128,cpas
5,1,1,0.5546875,0.711,2.671,64,cpas
5,2,2,0.786458333,0.606,0.891,128,cpas
5,1,1,0.908203125,0.674,1.594,128,cpas
5,1,1,0.90234375,0.882,1.497,16,cpas
5,1,1,0.987630208,0.754,1.6,64,cpas
5,2,2,0.972005208,0.756,3.548,128,cpas
5,1,2,0.673177083,0.821,1.034,64,cpas
5,1,2,0.37890625,0.71,1.681,64,cpas
5,2,2,0.788411458,0.516,1.602,128,cpas
5,2,2,0.770182292,0.594,1.541,64,cpas
5,1,2,0.807942708,0.818,1.413,64,cpas
5,2,2,0.768229167,1.083,3.137,16,cpas
5,2,2,0.832682292,0.799,3.133,128,cpas
5,2,2,0.815755208,0.782,1.668,64,cpas
5,1,2,0.6328125,0.78,1.102,128,cpas
5,1,2,0.638020833,0.729,0.95,16,cpas
5,1,2,0.59765625,0.81,1.358,128,cpas
5,2,2,0.006510417,0.959,1.876,32,cpas
5,1,2,0.459635417,0.735,0.966,128,cpas
5,2,2,0.464192708,0.566,0.866,128,cpas
5,1,2,0.457682292,0.684,0.85,16,cpas
5,1,2,0.555338542,0.792,0.938,128,cpas
5,1,1,0.53125,0.757,1.326,128,cpas
5,2,1,0.553385417,0.677,1.528,16,cpas
5,2,1,0.546875,1.056,1.172,32,cpas
5,1,1,0.48046875,1.101,2.535,64,cpas
5,2,1,0.479166667,0.835,2.127,64,cpas
5,2,2,0.723958333,0.713,1.733,64,cpas
5,1,1,0.298177083,0.791,1.494,128,cpas
5,2,2,0.738932292,0.568,1.022,128,cpas
5,2,1,0,1.233,0.884,32,cpas
5,1,2,0.005208333,1.897,1.731,16,cpas
5,2,1,0.005859375,1.391,1.389,16,cpas
5,2,2,0.791015625,0.695,1.155,128,cpas
5,1,1,0.005208333,0.97,1.194,64,cpas
5,2,1,0.007161458,0.861,1.407,16,cpas
5,2,1,0.005859375,0.832,2.186,16,cpas
5,1,1,0.634765625,0.855,0.995,128,cpas
5,2,2,0.782552083,0.634,1.181,128,cpas
5,1,2,0.376953125,1.074,0.892,16,cpas
5,2,1,0.076822917,1.678,1.691,16,cpas
5,1,1,0.4140625,1.154,0.875,128,cpas
5,2,2,0.03125,1.089,1.009,16,cpas
5,1,2,0.3359375,0.654,1.112,32,cpas
5,2,2,0.307291667,0.868,2.733,64,cpas
5,1,2,0.004557292,0.815,2.617,32,cpas
5,1,1,0.003255208,0.841,2.03,16,cpas
5,2,2,0.283203125,0.994,2.722,64,cpas
5,1,1,0.710286458,0.758,1.218,128,cpas
5,1,1,0.7265625,0.694,1.037,16,cpas
5,2,1,0.43359375,0.864,0.995,32,cpas
5,1,1,0.38671875,0.663,0.954,64,cpas
5,1,1,0.546875,0.643,0.806,128,cpas
5,2,1,0.123046875,1.044,0.673,32,cpas
5,2,2,0.660807292,0.534,0.995,128,cpas
5,2,2,0.395182292,0.59,0.846,16,cpas
5,2,2,0.717447917,0.589,1.394,128,cpas
5,2,2,0.682942708,0.649,1.021,16,cpas
5,1,2,0.6875,0.895,2.611,32,cpas
5,2,2,0.702473958,0.65,1.649,64,cpas
5,1,2,0.708984375,0.794,0.986,64,cpas
5,1,2,0.699869792,0.61,1.337,32,cpas
5,1,2,0.712239583,0.784,1.212,128,cpas
5,2,2,0.473307292,0.833,2.251,16,cpas
5,2,2,0.615885417,0.736,1.295,16,cpas
5,2,2,0.359375,0.72,1.097,64,cpas
5,2,2,0.705078125,0.567,1.554,32,cpas
5,2,2,0.723307292,0.652,1.006,128,cpas
5,2,2,0.768229167,0.602,1.7,128,cpas
5,2,1,0.009765625,0.857,1.19,32,cpas
5,2,2,0.7421875,0.615,0.97,128,cpas
5,1,2,0.069661458,0.57,1.651,32,cpas
5,2,2,0.7890625,0.588,1.615,128,cpas
5,1,1,0.005859375,1.314,1.317,16,cpas
5,1,1,0.252604167,0.68,2.62,32,cpas
5,1,1,0.260416667,0.668,1.222,32,cpas
5,2,2,0.493489583,0.769,1.83,64,cpas
5,1,1,0.277994792,0.951,1.019,64,cpas
5,2,2,0.573567708,0.687,1.058,64,cpas
5,2,2,0.72265625,0.777,0.974,128,cpas
5,1,2,0.732421875,0.98,1.103,128,cpas
5,1,2,0.744140625,0.651,1.355,16,cpas
5,2,2,0.728515625,0.702,1.05,64,cpas
5,1,2,0.742838542,0.77,1.36,16,cpas
5,1,2,0.459635417,1.135,2.55,32,cpas
5,2,1,0.287109375,1.046,1.488,64,cpas
5,1,1,0.28125,0.747,1.366,16,cpas
5,1,1,0.282552083,0.728,1.122,32,cpas
5,1,1,0.276041667,0.751,1.249,16,cpas
5,2,1,0.009114583,0.682,1.449,64,cpas
5,2,1,0.112630208,1.086,1.637,32,cpas
5,2,2,0.321614583,0.708,2.025,64,cpas
5,1,1,0.255859375,1.519,1.907,128,cpas
5,2,1,0.257161458,0.795,2.035,32,cpas
5,2,2,0.569661458,0.725,0.8,128,cpas
5,2,1,0.010416667,0.922,1.847,32,cpas
5,1,1,0.004557292,2.438,1.731,32,cpas
5,1,1,0.007161458,0.799,1.784,32,cpas
5,2,2,0.625651042,0.689,2.056,128,cpas
5,2,2,0.647135417,0.716,1.059,32,cpas
5,2,1,0.004557292,1.178,1.822,32,cpas
5,1,2,0.286458333,0.871,5.385,64,cpas
5,1,1,0.473307292,0.869,2.077,128,cpas
5,1,2,0.125651042,0.891,0.821,32,cpas
5,1,1,0.114583333,1.284,3.532,16,cpas
5,1,2,0.268229167,1.251,1.227,64,cpas
5,2,1,0.311197917,0.831,0.825,16,cpas
5,2,1,0.001953125,0.908,1.54,64,cpas
5,2,1,0.041666667,1.048,1.455,64,cpas
5,2,1,0,1.026,1.141,64,cpas
5,1,1,0.03515625,0.715,1.924,32,cpas
5,2,1,0.003255208,0.748,1.837,32,cpas
5,1,1,0.005859375,0.751,1.144,16,cpas
5,2,1,0.00390625,0.89,1.45,16,cpas
5,2,2,0.173828125,0.963,1.533,64,cpas
5,1,1,0.326171875,0.72,1.962,128,cpas
5,1,2,0.003255208,1.537,1.527,32,cpas
5,1,1,0.013020833,1.189,1.196,64,cpas
5,2,1,0.006510417,0.723,2.643,64,cpas
5,1,1,0.009114583,1.262,2.025,128,cpas
5,2,1,0.386067708,0.724,1.923,32,cpas
5,2,2,0.565104167,1.032,1.766,32,cpas
5,1,1,0.233072917,0.9,1.327,32,cpas
5,1,1,0.244791667,0.879,1.172,64,cpas
5,2,2,0.478515625,0.711,1.487,128,cpas
5,1,2,0.492838542,0.704,1.37,32,cpas
5,1,2,0.2109375,0.65,1.639,16,cpas
5,1,2,0.481770833,0.734,1.934,16,cpas
5,2,2,0.007161458,2.762,1.741,16,cpas
5,2,2,0.70703125,0.666,1.071,128,cpas
5,2,2,0.073567708,0.897,1.153,32,cpas
5,1,1,0.658203125,0.72,1.465,128,cpas
5,1,1,0.604817708,0.833,0.93,32,cpas
5,1,2,0.720703125,0.7,1.504,32,cpas
5,1,1,0.530598958,0.771,1.484,32,cpas
5,2,2,0.633463542,0.612,0.885,64,cpas
5,2,2,0.653645833,0.775,1.157,64,cpas
5,1,2,0.274739583,0.725,1.854,16,cpas
5,1,2,0.534505208,0.77,2.364,64,cpas
5,2,2,0.00390625,0.762,1.716,16,cpas
5,2,2,0.600911458,1.048,2.158,32,cpas
5,1,2,0.529947917,0.743,4.937,32,cpas
5,1,2,0.718098958,1.597,1.629,128,cpas
5,1,1,0.701171875,0.876,1.908,128,cpas
5,2,2,0.723307292,0.714,1.265,128,cpas
5,1,2,0.7265625,0.969,0.963,32,cpas
5,2,2,0.73046875,0.734,1.136,64,cpas
5,1,2,0.259765625,0.768,1.532,16,cpas
5,1,2,0.565755208,0.722,1.248,16,cpas
5,2,2,0.358072917,0.901,1.004,32,cpas
5,1,1,0.132161458,0.934,1.004,32,cpas
5,1,2,0.084635417,0.854,1.415,32,cpas
5,1,2,0.070963542,0.633,1.485,64,cpas
5,1,1,0.309895833,0.77,1.73,64,cpas
5,1,1,0.216796875,0.669,1.157,32,cpas
5,2,1,0.143880208,1.021,1.275,128,cpas
5,2,2,0.494791667,0.896,3.252,64,cpas
5,1,1,0.05078125,0.81,1.587,32,cpas
6,1,1,0.045572917,2.316,1.032,16,cs
6,1,1,0.219401042,1.64,1.589,64,cs
6,2,2,0.821614583,0.646,0.837,128,cs
6,1,1,0.00390625,1.798,1.699,16,cs
6,2,2,0.01171875,1.815,1.449,32,cs
6,1,2,0.013671875,1.939,1.957,16,cs
6,1,1,0.328125,0.893,1.398,128,cs
6,2,1,0.003255208,1.459,2.118,16,cs
6,2,2,0.275390625,0.881,1.579,16,cs
6,2,2,0.154947917,1.199,1.53,16,cs
6,1,2,0.053385417,1.5,3.885,32,cs
6,2,2,0.036458333,1.362,1.639,32,cs
6,2,2,0.421223958,1.034,1.404,64,cs
6,1,1,0.102864583,0.874,1.069,64,cs
6,1,2,0.048828125,1.588,1.53,16,cs
6,2,2,0.498697917,0.981,1.134,128,cs
6,1,1,0,1.452,1.081,16,cs
6,1,1,0.05859375,1.174,1.445,64,cs
6,1,1,0.051432292,0.984,3.148,16,cs
6,2,2,0.530598958,0.639,1.011,64,cs
6,2,2,0.215494792,0.831,0.943,64,cs
6,1,1,0.925130208,0.561,1.489,128,cs
6,2,2,0.654947917,1.023,1.062,64,cs
6,2,1,0.007161458,1.165,1.238,32,cs
6,1,2,0.223958333,1.189,1.13,32,cs
6,2,2,0.12109375,0.8,1.362,64,cs
6,2,2,0.082682292,0.887,0.995,16,cs
6,1,1,0.838541667,0.622,1.678,128,cs
6,1,1,0.163411458,0.848,0.806,64,cs
6,1,2,0.008463542,1.577,1.39,32,cs
6,1,1,0.536458333,0.738,1.15,64,cs
6,1,1,0.119791667,0.653,0.879,16,cs
6,2,1,0.014973958,1.304,1.293,16,cs
6,1,1,0,1.065,1.261,32,cs
6,2,1,0.004557292,1.099,1.58,16,cs
6,2,2,0.014322917,1.574,1.315,32,cs
6,2,1,0.012369792,1.09,1.369,32,cs
6,2,1,0.021484375,1.03,1.537,16,cs
6,2,1,0.002604167,0.919,1.411,32,cs
6,1,1,0.0078125,0.859,1.21,16,cs
6,2,2,0.361328125,0.912,0.851,64,cs
6,1,1,0.018880208,1.309,1.485,32,cs
6,2,2,0.763671875,0.878,3.166,128,cs
6,2,1,0.002604167,1.073,1.031,16,cs
6,1,1,0.007161458,1.225,1.395,32,cs
6,1,1,0.868489583,1.019,1.518,64,cs
6,2,1,0.010416667,1.403,3.301,16,cs
6,2,1,0.002604167,0.939,1.136,32,cs
6,2,2,0.917317708,0.675,0.678,128,cs
6,2,1,0.000651042,1.084,1.305,32,cs
6,2,2,0.606770833,0.792,1.661,128,cs
6,1,1,0.008463542,0.974,2.796,32,cs
6,2,2,0.262369792,0.922,0.988,64,cs
6,1,1,0.003255208,0.869,1.385,16,cs
6,2,1,0.003255208,1.019,1.238,16,cs
6,2,1,0.166666667,1.01,1.017,64,cs
6,1,1,0.809244792,0.781,1.997,128,cs
6,2,2,0.009114583,0.906,0.922,32,cs
6,2,2,0.738932292,4.031,1.994,128,cs
6,2,1,0.018880208,1.116,0.994,32,cs
6,1,1,0.004557292,0.96,1.179,32,cs
6,2,2,0.008463542,1.262,0.833,32,cs
6,2,2,0.891927083,0.861,1.171,128,cs
6,1,1,0.068359375,1.32,1.082,16,cs
6,2,1,3.70E-17,1.04,1.424,32,cs
6,1,1,0.934244792,1.747,1.106,128,cs
6,2,2,0.00390625,1.455,1.519,64,cs
6,1,1,0.014973958,1.085,1.53,128,cs
6,2,2,0.223307292,1.344,1.384,16,cs
6,1,2,0.007161458,1.27,1.484,32,cs
6,2,2,0.001302083,1.549,2.769,16,cs
6,2,2,0.005208333,1.008,2.149,16,cs
6,1,1,0.934895833,1.002,1.233,128,cs
6,1,1,0.800130208,1.56,1.188,128,cs
6,2,2,0.03515625,2.297,0.886,64,cs
6,2,2,0.575520833,0.834,0.811,64,cs
6,2,2,0,1.204,1.218,32,cs
6,2,2,0.052734375,0.906,1.601,16,cs
6,2,2,0.63671875,0.92,1.129,64,cs
6,1,1,0.595703125,0.941,0.939,64,cs
6,2,2,0.173828125,0.842,1.032,64,cs
6,1,2,0.025390625,1.463,1.14,16,cs
6,1,1,0.064453125,0.881,1.26,16,cs
6,2,2,0.047526042,0.818,1.097,128,cs
6,1,2,0.166666667,1.407,1.538,32,cs
6,2,1,0.003255208,1.49,2.032,16,cs
6,2,2,0.389973958,0.633,0.747,128,cs
6,1,1,0.158203125,0.665,0.967,128,cs
6,1,2,0.212239583,0.687,0.93,16,cs
6,2,2,0.21484375,0.856,1.125,32,cs
6,1,2,0,0.827,1.294,128,cs
6,1,1,0.049479167,0.702,1.202,16,cs
6,1,2,0.054036458,0.833,1.094,32,cs
6,1,2,0.350911458,0.622,1.347,32,cs
6,1,1,0.026041667,1.763,1.305,64,cs
6,2,2,0.568359375,0.681,1.932,128,cs
6,1,1,0.009114583,1.041,1.525,16,cs
6,1,1,0.887369792,0.998,1.174,128,cs
6,1,2,0.05859375,0.664,1.069,16,cs
6,2,2,0.178385417,1.385,0.963,32,cs
6,2,2,0.985026042,0.885,1.441,128,cs
6,1,1,0.233072917,1.067,0.844,64,cs
6,2,2,0.846354167,1.226,0.604,128,cs
6,1,1,0.700520833,0.823,0.95,64,cs
6,1,1,0.744791667,0.834,1.245,64,cs
6,1,1,0.740234375,0.829,1.117,64,cs
6,2,2,0.695963542,0.693,0.995,64,cs
6,1,1,0.725260417,0.713,2.955,64,cs
6,2,2,0.2578125,0.908,1.271,32,cs
6,1,1,0.828776042,0.702,0.868,128,cs
6,2,2,0.306640625,0.785,0.877,32,cs
6,1,1,0.788411458,0.764,2.093,64,cs
6,2,1,0.057291667,1.191,1.689,32,cs
6,2,1,0.173177083,1.165,0.909,32,cs
6,2,2,0.184244792,0.716,0.882,64,cs
6,2,2,0.842447917,0.605,1.061,128,cs
6,2,2,0.279947917,0.951,1.049,128,cs
6,2,2,0.374348958,0.749,0.645,32,cs
6,1,2,0.434244792,1.189,2.504,16,cs
6,2,2,0.012369792,0.643,1.247,16,cs
6,1,1,0.453125,0.701,0.816,128,cs
6,2,2,0.399088542,0.52,1.807,128,cs
6,2,2,0.837890625,0.532,0.822,128,cs
6,2,1,0.018229167,0.404,2.161,128,cs
6,1,1,0.109375,0.742,0.781,64,cs
6,1,2,0.263020833,0.519,0.741,32,cs
6,2,1,0,0.985,1.278,32,cs
6,1,1,0.450520833,1.357,0.931,64,cs
6,2,2,0.009765625,1.15,1.333,16,cs
6,2,2,0.009114583,1.062,0.705,32,cs
6,1,1,0.775390625,1.012,0.881,64,cs
6,1,1,0.889973958,1.406,2.312,128,cs
6,1,1,0.805338542,0.877,1.281,64,cs
6,1,1,0.788411458,0.643,1.411,128,cs
6,1,2,0.123046875,0.988,0.684,16,cs
6,1,1,0.745442708,0.678,0.677,128,cs
6,2,2,0.715494792,0.73,0.802,16,cs
6,1,2,0.725260417,0.516,0.995,16,cs
6,1,2,0.125651042,0.519,0.858,128,cs
6,1,2,0.031901042,0.57,1.009,32,cs
6,1,2,0.012369792,0.402,1.373,32,cs
6,2,2,0.041666667,0.406,0.947,16,cs
6,1,2,0.010416667,0.57,0.9,16,cs
6,2,2,0.031901042,0.258,1.29,64,cs
6,2,2,0.036458333,0.315,1.211,64,cs
6,1,2,0.036458333,0.57,0.905,16,cs
6,1,1,0.887369792,0.848,1.149,128,cs
6,2,2,0.009765625,0.73,1.129,16,cs
6,1,2,0.005208333,0.504,1.817,16,cs
6,1,2,0.012369792,0.348,1.196,64,cs
6,1,2,0,0.126,1.94,128,cs
6,2,2,0.967447917,1.122,1.017,128,cs
6,1,2,0.03515625,0.415,1.162,32,cs
6,2,2,0.00390625,0.316,1.728,32,cs
6,2,2,0.011067708,0.37,1.283,16,cs
6,2,2,0.011067708,0.434,1.158,32,cs
6,2,2,0,0.448,1.065,16,cs
6,1,1,0.953125,0.747,0.794,128,cs
6,2,2,0.007161458,0.562,1.089,16,cs
6,1,2,0.006510417,0.411,1.704,64,cs
6,1,2,0.013671875,0.412,1.38,16,cs
6,1,1,0.037109375,0.893,1.044,32,cs
6,2,2,0.010416667,0.559,1.295,64,cs
6,2,1,0.016927083,0.643,0.972,16,cs
6,1,1,0.026692708,0.379,1.13,16,cs
6,1,1,0,0.398,0.962,16,cs
6,1,1,0.097005208,0.982,1.319,32,cs
6,1,1,0.031901042,0.557,1.337,32,cs
6,1,2,0.026041667,0.432,2.081,16,cs
6,2,1,0.01953125,0.459,2.333,128,cs
6,2,1,0.141276042,0.582,1.316,16,cs
6,2,2,0.9140625,0.899,0.709,128,cs
6,2,2,0.306640625,0.788,0.879,64,cs
6,1,2,0.033203125,0.356,1.298,16,cs
6,1,2,0.026692708,0.393,1.194,32,cs
6,1,2,0.047526042,0.441,0.977,32,cs
6,2,2,0.009114583,0.481,1.092,16,cs
6,1,2,0.038411458,0.301,1.385,32,cs
6,2,2,0.015625,0.524,1.016,64,cs
6,2,2,0.0703125,0.234,0.974,128,cs
6,1,2,0.085286458,0.4,2.796,64,cs
6,1,2,0.801432292,0.501,1.074,128,cs
6,2,2,0.022786458,0.718,0.986,32,cs
6,1,2,0.057291667,0.533,3.218,32,cs
6,2,2,0.932942708,0.428,1.36,128,cs
6,1,2,0.07421875,0.609,0.729,128,cs
6,2,2,0.029296875,0.679,1.04,64,cs
6,1,1,0.091796875,0.397,3.681,32,cs
6,1,2,0.035807292,0.524,0.961,128,cs
6,2,2,0.852213542,0.795,0.804,64,cs
6,2,2,0.17578125,0.464,0.752,32,cs
6,1,2,0.001302083,0.63,1.081,32,cs
6,1,1,0.025390625,0.365,1.08,64,cs
6,1,1,0.004557292,0.458,1.246,64,cs
6,1,1,0.868489583,1.249,1.121,128,cs
6,1,2,0.002604167,1.391,1.089,16,cs
6,2,2,0.002604167,0.554,1.302,64,cs
6,1,1,0.341145833,0.435,2.011,64,cs
6,2,2,0.00390625,0.671,1.32,32,cs
6,2,2,0.016276042,0.33,1.117,32,cs
6,1,2,0.011067708,0.479,1.137,64,cs
6,1,2,0.502604167,0.371,1.183,16,cs
6,2,2,0.856770833,0.491,0.852,128,cs
6,2,2,0.225911458,0.447,1.229,64,cs
6,2,2,0.708984375,0.417,0.769,128,cs
6,1,2,0.146484375,0.52,0.793,128,cs
6,2,2,0.127604167,0.431,0.767,64,cs
6,2,1,0.085286458,0.273,0.894,64,cs
6,1,2,0.002604167,0.434,1.351,32,cs
6,1,2,0.011067708,0.395,1.158,64,cs
6,2,2,0.755208333,0.385,1.846,64,cs
6,2,2,3.70E-17,0.735,1.695,32,cs
6,2,2,0.002604167,0.68,1.562,16,cs
6,1,2,0.014973958,0.435,1.281,32,cs
6,1,2,0.015625,0.513,2.608,16,cs
6,1,2,0.014973958,0.509,1.389,32,cs
6,1,2,0.014322917,0.372,1.417,128,cs
6,1,2,0.00390625,1.17,1.013,32,cs
6,2,2,0.915364583,0.678,0.785,128,cs
6,2,2,0.008463542,0.668,1.038,32,cs
6,2,2,0.060546875,0.809,1.747,16,cs
6,1,2,0.049479167,0.241,0.729,64,cs
6,1,2,0.065104167,0.293,1.377,16,cs
6,1,2,0.341145833,0.182,1.078,128,cs
6,1,2,0.021484375,0.491,0.995,64,cs
6,1,2,0.057942708,0.398,1.077,128,cs
6,1,2,0.060546875,0.409,1.528,128,cs
6,1,1,0.763671875,1.247,1.345,64,cs
6,1,1,0.6875,1.246,0.891,64,cs
6,1,1,0.293619792,0.72,0.708,64,cs
6,1,2,0.029296875,0.822,0.776,16,cs
6,2,1,0.052734375,0.558,1.002,32,cs
6,2,2,0.854166667,0.731,1.225,128,cs
6,2,2,0.036458333,0.539,0.869,16,cs
6,1,2,0.054036458,0.346,0.769,32,cs
6,2,2,0.057942708,0.245,0.854,64,cs
6,2,2,0,0.551,1.066,16,cs
6,2,2,0,0.13,0.833,32,cs
6,1,2,0.0234375,0.372,2.202,64,cs
6,1,2,0.014322917,0.368,1.018,32,cs
6,1,2,0,0.084,1.122,64,cs
6,1,2,0.006510417,0.744,1.254,16,cs
6,2,2,0.014322917,0.619,1.437,16,cs
6,2,2,0.041015625,0.697,1.046,64,cs
6,2,2,0.719401042,0.474,1.017,128,cs
6,2,2,0.0234375,0.458,1.043,16,cs
6,2,2,0.093098958,0.542,0.963,128,cs
6,1,2,0.022135417,0.522,1.411,32,cs
6,2,2,0.559895833,0.428,0.955,128,cs
6,2,2,0.139973958,0.389,0.95,32,cs
6,1,2,0.139973958,0.374,0.873,64,cs
6,2,2,0.221354167,0.347,1.575,32,cs
6,1,1,0.139322917,0.762,3.048,128,cs
6,2,2,0.027994792,0.569,1.068,64,cs
6,1,2,0.25,0.394,0.729,64,cs
6,2,1,0.080078125,0.319,0.71,32,cs
6,2,1,0.53515625,0.363,0.689,128,cs
6,1,2,0.052083333,0.34,1.042,64,cs
6,2,2,0.615234375,0.386,0.863,128,cs
6,1,2,0.153645833,0.35,0.993,32,cs
6,2,2,0.09765625,0.285,1.517,32,cs
6,1,1,0.222005208,0.649,1.385,128,cs
6,2,1,0.020182292,3.356,2.732,32,cs
6,2,1,0.008463542,1.103,1.044,64,cs
6,1,1,0.01171875,0.173,1.565,32,cs
6,1,1,0.009765625,0.273,1.808,64,cs
6,2,2,0.582682292,0.577,1.096,64,cs
6,2,2,0.271484375,0.74,0.709,128,cs
6,2,2,0.033854167,0.54,0.901,16,cs
6,1,2,0.2578125,0.484,0.88,16,cs
6,2,2,0.080729167,0.422,1.198,16,cs
6,1,2,0.05078125,0.498,1.506,32,cs
6,2,2,0,0.399,0.904,16,cs
6,1,2,0.047526042,0.398,1.013,32,cs
6,2,2,0.925130208,0.256,1.204,128,cs
6,1,1,0.772786458,0.858,1.258,128,cs
6,1,2,0.25,0.511,0.689,16,cs
6,2,2,0.217447917,0.455,0.804,16,cs
6,2,2,0.051432292,0.448,1.025,32,cs
6,2,2,0.843098958,0.505,0.778,128,cs
6,1,2,0.168619792,0.47,0.803,64,cs
6,2,2,0.106119792,2.004,1.085,128,cs
6,1,1,0.600911458,0.623,1.045,16,cs
6,1,2,0.179036458,0.345,1.091,64,cs
6,2,2,0.827473958,0.592,0.815,128,cs
6,2,1,0.174479167,0.591,0.705,64,cs
6,1,2,0.188802083,0.461,0.654,16,cs
6,2,2,0.583333333,0.327,0.654,64,cs
6,1,2,0.406901042,0.359,0.733,128,cs
6,2,1,0.169921875,0.312,0.798,64,cs
6,1,2,0.328125,0.328,0.881,128,cs
6,2,2,0.176432292,0.425,1.337,64,cs
6,1,2,0.2109375,0.207,0.587,32,cs
6,2,2,0.412109375,0.316,0.694,128,cs
6,1,2,0.239583333,0.333,0.805,64,cs
