"Subj_idx","Run","Block","Trial","Difficulty_col","Difficulty_let","Number_blues","Number_os","Stimulus_col","Stimulus_let","Response_col","Response_let","Accuracy_col","Accuracy_let","RT_dec_col","RT_dec_let","Confidence_col","Confidence_let","RT_confidence_col","RT_confidence_let","Taskorder","Locationchoice_col","Locationchoice_let","Initposconf_col","Initposconf_let"
9,2,1,9,60,60,43,46,1,1,2,2,0,0,0.88683,0.40913,100,70.1172,0.26664,0.46654,1,2,1,81.3255,72.0037
9,2,1,10,90,60,27,34,2,2,2,2,1,1,0.76727,0.58065,100,60.9064,0.29991,0.58316,1,1,2,78.5511,76.2207
9,2,1,11,90,60,27,34,2,2,2,2,1,1,1.0798,0.44806,100,65.7892,0.33323,0.3999,1,2,1,97.6385,72.5586
9,2,1,12,60,60,37,34,2,2,2,2,1,1,0.37304,5.1697,67.6758,57.3553,0.76639,0.73307,2,1,2,80.3267,92.5337
9,2,1,13,60,60,37,46,2,1,1,2,0,0,0.81556,0.33217,100,60.6845,0.34988,0.53315,1,1,2,54.8029,53.0273
9,2,1,14,60,90,43,69,1,1,2,1,0,1,0.5244,1.1245,100,100,0.28324,0.23329,2,1,1,80.5487,93.4215
9,2,1,15,90,60,53,34,1,2,1,2,1,1,0.42999,0.6349,100,100,0.29994,0.28324,2,2,2,76.4426,76.9975
9,2,1,16,60,90,43,69,1,1,1,1,1,1,2.6154,0.37162,100,100,0.33326,0.24991,1,1,2,58.687,54.6919
9,2,1,17,90,60,27,46,2,1,2,2,1,0,0.57781,0.42085,100,66.4551,0.36655,0.36658,1,2,1,59.2418,71.2269
9,2,1,18,60,90,43,11,1,2,1,2,1,1,0.71817,0.43314,100,100,0.31659,0.23326,1,2,1,60.9064,68.6745
9,2,1,19,60,60,43,46,1,1,1,1,1,1,0.31537,1.526,100,67.2319,0.23328,0.49983,2,2,1,86.4302,88.0948
9,2,1,20,90,90,27,11,2,2,2,2,1,1,0.38485,0.74616,69.0075,100,0.6831,1.6994,2,2,2,66.899,50.253
9,2,1,21,90,90,53,11,1,2,1,2,1,1,0.55484,0.75168,100,100,0.23328,0.2999,2,2,2,97.4165,86.3192
9,2,1,22,90,60,53,34,1,2,1,2,1,1,0.37127,0.8273,100,75.2219,0.24993,0.51651,2,2,1,94.6422,85.9863
9,2,1,23,90,90,27,11,2,2,2,2,1,1,0.63054,0.3796,100,100,0.29989,0.24994,1,2,2,67.4538,73.4464
9,2,1,24,60,90,37,11,2,2,1,2,0,1,1.9085,1.2334,61.3503,100,0.44987,0.24995,2,1,1,66.1222,79.9938
9,2,2,1,90,60,27,46,2,1,2,2,1,0,0.68978,0.94068,100,51.5847,0.28325,0.49987,1,1,2,82.9901,61.0174
9,2,2,2,90,90,53,69,1,1,1,1,1,1,0.36912,0.51969,100,100,0.28325,0.24991,2,2,2,76.2207,85.7644
9,2,2,3,60,90,43,69,1,1,1,1,1,1,0.64494,0.36898,100,100,0.23328,0.21662,1,1,2,75.6658,63.4588
9,2,2,4,90,90,27,69,2,1,2,1,1,1,0.38815,0.4945,100,100,0.23328,0.18333,2,1,1,60.5735,75.4439
9,2,2,5,60,90,43,11,1,2,1,2,1,1,0.35711,0.51846,100,100,0.26658,0.24995,2,2,1,58.687,85.8754
9,2,2,6,90,60,27,34,2,2,2,2,1,1,0.47475,0.50686,100,100,0.29984,0.26662,2,2,2,97.3056,68.0087
9,2,2,7,60,60,37,46,2,1,1,2,0,0,1.3612,0.38287,61.7942,70.3391,0.61646,0.58316,1,1,2,70.6721,73.2244
9,2,2,8,60,60,37,34,2,2,1,2,0,1,1.7608,0.37718,73.3354,100,0.51648,0.23327,1,1,1,62.3491,93.6435
9,2,2,9,60,60,37,34,2,2,2,1,1,0,0.57768,1.3575,65.2344,50.0311,0.48319,0.5831,2,1,1,61.0174,94.8642
9,2,2,10,60,60,43,34,1,2,1,2,1,1,1.2964,0.53449,71.4489,72.2257,0.44988,0.78308,1,1,2,64.2356,97.6385
9,2,2,11,60,60,37,34,2,2,2,2,1,1,0.40883,0.66012,69.1184,100,0.51652,0.33323,2,1,2,86.8741,85.8754
9,2,2,12,60,90,43,69,1,1,1,1,1,1,1.1068,0.36935,56.3565,100,0.46654,0.24992,1,1,2,60.6845,50.5859
9,2,2,13,60,60,43,46,1,1,1,1,1,1,0.33688,1.4347,100,59.6857,0.21662,0.66646,2,2,1,60.4625,53.5822
9,2,2,14,60,90,43,11,1,2,1,2,1,1,0.85226,0.4017,100,100,0.28324,0.24993,1,2,2,98.4153,73.5574
9,2,2,15,90,60,53,34,1,2,1,2,1,1,0.32706,0.89339,100,100,0.2666,0.28327,2,2,1,53.4712,67.0099
9,2,2,16,90,60,53,34,1,2,1,2,1,1,0.86557,0.63356,100,63.1259,0.24996,0.66629,1,1,2,80.4377,52.0286
9,2,2,17,90,90,27,69,2,1,2,1,1,1,0.46126,0.43094,100,100,0.24992,0.23324,1,2,1,83.9888,79.217
9,2,2,18,90,90,27,69,2,1,2,1,1,1,1.2464,0.6372,95.53,100,0.21663,0.19996,1,2,2,55.5797,88.0948
9,2,2,19,90,60,27,34,2,2,2,1,1,0,0.40343,1.062,100,68.0087,0.31667,0.54982,2,2,1,65.3453,89.7594
9,2,2,20,90,90,53,69,1,1,1,1,1,1,0.47342,0.54041,100,100,0.73315,0.23329,2,2,2,62.3491,67.6758
9,2,2,21,90,90,27,11,2,2,2,2,1,1,0.97423,0.35837,100,100,0.3999,0.49986,1,1,1,70.783,93.8654
9,2,2,22,90,60,53,46,1,1,1,2,1,0,0.66818,0.54413,100,68.8965,0.44985,0.54984,1,1,1,80.3267,81.2145
9,2,2,23,60,90,37,69,2,1,1,1,0,1,0.35723,0.77832,56.5785,100,0.61648,0.44988,2,2,2,59.3528,56.9114
9,2,2,24,60,90,43,11,1,2,1,2,1,1,0.38795,0.54908,100,100,0.2999,0.3999,2,1,1,69.8952,85.7644
9,2,3,1,60,90,43,69,1,1,1,1,1,1,0.35039,0.61427,100,100,0.4332,0.31656,2,2,2,63.0149,93.7544
9,2,3,2,90,90,27,69,2,1,2,1,1,1,0.79534,0.39284,100,65.1234,0.41655,0.53316,1,2,2,50.253,94.3093
9,2,3,3,60,60,43,46,1,1,1,2,1,0,0.62957,0.43836,100,80.7706,0.38323,0.44991,1,1,1,72.1147,88.4277
9,2,3,4,90,60,27,34,2,2,1,2,0,1,0.44215,0.87016,53.2493,65.9002,0.78303,0.6998,2,2,2,99.636,58.7979
9,2,3,5,90,60,53,46,1,1,1,1,1,1,0.78767,0.51208,100,76.2207,0.33321,0.51649,1,1,1,57.3553,85.6534
9,2,3,6,90,60,53,34,1,2,1,2,1,1,0.56676,0.36187,100,100,0.34991,0.36654,1,2,1,67.3429,78.5511
9,2,3,7,60,90,43,11,1,2,1,2,1,1,1.0451,0.41,100,100,0.19994,0.21661,1,2,2,52.9164,90.5362
9,2,3,8,60,60,37,46,2,1,1,1,0,1,1.7982,0.74364,66.899,75.2219,0.36657,0.44988,1,1,1,73.5574,57.7992
9,2,3,9,90,90,27,11,2,2,2,2,1,1,0.84534,0.42784,100,100,0.16665,0.19999,1,1,2,60.9064,77.9963
9,2,3,10,90,90,53,11,1,2,1,2,1,1,0.43637,0.47232,100,100,0.39991,0.2333,2,2,2,64.4576,74.2232
9,2,3,11,90,60,27,34,2,2,2,2,1,1,0.36701,0.69577,100,100,0.23334,0.23326,2,2,1,91.535,53.8042
9,2,3,12,60,90,37,69,2,1,2,1,1,1,1.416,1.2426,61.7942,100,0.51652,0.24995,2,1,2,83.5449,94.1983
9,2,3,13,60,90,37,69,2,1,2,1,1,1,0.37132,0.81199,100,100,0.2832,0.28327,2,1,2,78.1072,80.4377
9,2,3,14,60,60,43,46,1,1,2,1,0,1,0.37971,2.5494,89.9814,57.9102,0.5165,0.46654,2,1,2,64.7905,73.0025
9,2,3,15,90,60,27,46,2,1,2,2,1,0,1.8376,0.76006,81.1035,59.5748,0.74976,0.49987,1,2,2,58.0211,87.429
9,2,3,16,60,90,43,11,1,2,1,2,1,1,0.91,0.37426,59.5748,100,0.49986,0.2166,1,2,2,63.0149,64.1246
9,2,3,17,90,90,27,69,2,1,2,1,1,1,0.34083,1.0807,100,100,0.28325,0.99968,2,2,1,93.1996,60.3516
9,2,3,18,90,90,27,69,2,1,1,1,0,1,0.88928,0.62629,50,100,0.54979,0.56646,1,1,1,91.535,57.5772
9,2,3,19,60,60,43,34,1,2,1,2,1,1,1.1476,0.9297,100,63.1259,0.2999,0.48318,1,2,1,94.6422,85.7644
9,2,3,20,60,90,37,11,2,2,1,2,0,1,1.7375,0.93398,78.2182,100,0.78308,0.3499,2,1,2,62.2381,63.5698
9,2,3,21,60,60,43,34,1,2,1,2,1,1,0.41261,2.0745,100,61.9052,0.21663,0.59983,2,1,1,50.475,52.9164
9,2,3,22,60,60,43,46,1,1,2,2,0,0,1.068,2.2202,80.8816,65.2344,0.41656,0.83305,2,2,2,63.9027,97.5275
9,2,3,23,90,60,27,34,2,2,2,1,1,0,0.84365,0.65909,92.2008,53.5822,0.61648,0.54984,1,1,2,97.0836,85.8754
9,2,3,24,90,90,53,11,1,2,1,2,1,1,0.45132,0.53799,100,100,0.24992,0.28323,2,1,1,73.6683,72.2257
9,2,4,1,60,90,43,69,1,1,1,1,1,1,0.40762,0.90843,65.1234,100,0.49986,0.26658,2,2,1,70.1172,76.9975
9,2,4,2,90,90,27,11,2,2,2,2,1,1,0.65731,0.4066,100,100,0.19996,0.16666,1,1,1,96.1958,92.7557
9,2,4,3,60,90,37,11,2,2,1,2,0,1,1.2511,0.81702,68.4526,91.2021,0.4832,1.1496,2,1,2,91.8679,62.793
9,2,4,4,60,90,43,69,1,1,1,1,1,1,0.40773,0.60923,100,100,0.39985,0.2666,2,2,1,75.7768,88.0948
9,2,4,5,60,60,37,46,2,1,2,1,1,1,0.90855,0.75671,71.8928,76.6646,0.49986,0.74978,1,2,1,87.429,87.318
9,2,4,6,90,90,27,11,2,2,2,2,1,1,0.39172,2.6027,100,100,0.31658,0.76643,2,1,1,81.1035,68.8965
9,2,4,7,60,90,43,69,1,1,2,1,0,1,2.4227,0.38547,58.1321,100,0.71645,0.2333,1,2,1,52.1396,99.747
9,2,4,8,90,90,53,11,1,2,1,2,1,1,0.81951,0.40312,100,100,0.2499,0.23329,1,2,2,51.9176,95.752
9,2,4,9,90,90,53,69,1,1,1,1,1,1,0.63471,0.5078,100,100,0.23329,0.23329,1,2,2,75.2219,58.2431
9,2,4,10,60,60,37,34,2,2,1,2,0,1,1.6194,0.411,56.2456,88.5387,0.58316,0.78308,1,2,1,72.5586,66.2331
9,2,4,11,90,60,27,46,2,1,2,1,1,1,0.35568,1.0022,76.3317,58.9089,0.21663,0.6498,2,1,1,52.3615,51.4737
9,2,4,12,60,60,37,46,2,1,1,1,0,1,0.92196,0.98206,55.3578,83.8778,0.49986,0.69975,2,1,2,58.2431,97.0836
9,2,4,13,90,60,53,46,1,1,1,1,1,1,0.48729,1.6296,100,50.0311,0.63311,0.94969,2,2,2,76.9975,95.419
9,2,4,14,60,90,37,69,2,1,2,1,1,1,0.3932,0.91951,100,71.2269,0.39987,0.71644,2,2,2,72.3366,98.7482
9,2,4,15,60,90,43,69,1,1,1,1,1,1,0.4115,0.97274,100,100,0.36657,0.31657,2,1,2,95.752,92.6447
9,2,4,16,90,60,53,34,1,2,1,2,1,1,0.7539,0.45424,100,63.1259,1.5161,0.54984,1,1,2,91.424,87.0961
9,2,4,17,60,60,37,34,2,2,1,1,0,0,0.82577,1.2079,100,57.4663,0.43319,0.69979,1,2,2,97.4165,83.9888
9,2,4,18,90,90,27,69,2,1,2,1,1,1,0.38804,2.0603,100,54.0261,0.29993,0.8497,2,2,2,72.4476,98.6373
9,2,4,19,90,90,53,11,1,2,1,2,1,1,0.64266,0.47126,100,100,0.23327,0.44988,1,2,2,81.8803,99.4141
9,2,4,20,90,60,53,34,1,2,1,2,1,1,0.46498,0.81,97.8604,100,0.98301,0.66643,2,1,1,51.8066,54.9139
9,2,4,21,90,60,27,34,2,2,2,2,1,1,0.35484,1.0391,100,75.3329,0.34986,0.76639,2,2,2,71.1159,65.7892
9,2,4,22,90,60,53,34,1,2,1,2,1,1,0.78106,0.41454,100,100,0.44984,0.24992,1,2,2,67.3429,89.9814
9,2,4,23,60,60,43,46,1,1,1,2,1,0,0.81168,0.52086,72.1147,70.4501,0.64976,0.48319,1,1,1,59.4638,77.2195
9,2,4,24,60,60,37,34,2,2,1,2,0,1,1.6056,0.44005,58.1321,85.4315,0.7331,0.78309,1,1,2,92.3118,51.2518
9,3,1,1,90,90,27,69,2,1,2,1,1,1,0.85348,0.3918,100,100,0.43319,0.31659,1,1,1,59.7967,94.5312
9,3,1,2,90,90,53,11,1,2,1,2,1,1,0.95274,0.74082,100,100,0.23325,0.23326,1,2,2,87.8729,75.111
9,3,1,3,60,60,37,46,2,1,2,2,1,0,0.60785,0.5577,100,56.8004,1.2329,0.63314,1,1,2,65.1234,70.0062
9,3,1,4,60,90,37,69,2,1,2,1,1,1,2.1923,0.8779,59.6857,100,0.66647,1.1829,2,1,2,88.4277,64.1246
9,3,1,5,60,90,43,11,1,2,1,2,1,1,2.2224,0.43056,60.0186,100,0.64983,0.24992,1,2,1,75.7768,78.995
9,3,1,6,60,90,37,11,2,2,2,2,1,1,0.73649,0.40281,100,100,0.33325,0.19996,1,2,1,65.2344,62.793
9,3,1,7,60,90,43,11,1,2,1,2,1,1,0.41635,0.61081,100,100,0.18328,0.2666,2,1,2,91.646,85.8754
9,3,1,8,90,90,27,69,2,1,2,1,1,1,0.37143,0.86725,89.0936,100,0.1666,0.31648,2,2,1,54.47,58.465
9,3,1,9,60,90,43,11,1,2,1,2,1,1,0.71784,0.51484,100,100,0.33323,0.34981,1,2,1,66.3441,88.0948
9,3,1,10,60,60,37,46,2,1,2,2,1,0,0.37743,0.64011,67.4538,100,0.48327,0.48319,2,2,1,98.8592,62.3491
9,3,1,11,60,60,37,34,2,2,2,2,1,1,0.70044,0.40788,64.3466,100,0.53317,0.29993,1,2,2,70.894,85.3205
9,3,1,12,60,60,37,34,2,2,2,1,1,0,1.4851,0.37117,53.5822,63.3478,0.46652,0.58311,1,2,1,56.2456,76.1097
9,3,1,13,90,90,27,11,2,2,2,2,1,1,0.40092,0.52729,97.8604,100,0.26661,0.30003,2,2,2,53.8042,66.5661
9,3,1,14,90,60,27,34,2,2,2,2,1,1,0.40694,1.8326,100,59.7967,0.39978,0.91632,2,1,1,88.3168,73.0025
9,3,1,15,90,60,53,46,1,1,1,1,1,1,0.92839,1.0115,100,58.9089,0.26653,0.46642,1,2,1,61.1284,71.7818
9,3,1,16,60,60,43,34,1,2,1,2,1,1,0.38331,0.7647,100,100,0.2833,0.23316,2,1,1,72.0037,84.7656
9,3,1,17,90,90,53,11,1,2,1,2,1,1,0.47321,1.0057,100,100,0.33316,0.2833,2,1,1,52.1396,69.6733
9,3,1,18,90,60,27,46,2,1,2,1,1,1,1.401,0.46608,100,55.1358,0.29989,0.5664,1,2,2,71.7818,67.6758
9,3,1,19,90,60,53,34,1,2,1,2,1,1,0.38828,0.83796,100,77.6634,0.26668,0.48316,2,2,1,95.419,75.2219
9,3,1,20,90,60,53,46,1,1,1,1,1,1,0.81605,0.31437,100,50.0311,0.26661,0.76639,1,2,2,81.5474,86.2083
9,3,1,21,60,90,43,69,1,1,1,1,1,1,0.40102,0.82305,100,100,0.29981,0.29989,2,1,2,70.783,83.323
9,3,1,22,90,90,53,69,1,1,1,1,1,1,0.55645,0.38994,100,100,0.25,0.26654,1,2,1,85.8754,57.7992
9,3,1,23,60,60,37,46,2,1,2,1,1,1,0.36552,3.0404,100,63.3478,0.19991,0.58317,2,2,1,60.1296,79.8828
9,3,1,24,90,60,53,46,1,1,1,2,1,0,0.38236,1.5501,100,56.8004,0.26658,0.63306,2,2,2,64.4576,78.6621
9,3,2,1,90,90,53,11,1,2,1,2,1,1,0.45188,0.33026,100,100,0.5998,0.3832,1,2,2,90.8691,83.4339
9,3,2,2,60,60,37,46,2,1,2,1,1,1,0.36779,0.99718,100,51.1408,0.18328,0.53317,2,1,2,86.3192,76.7756
9,3,2,3,60,90,37,69,2,1,2,1,1,1,1.5997,0.39085,57.3553,74.6671,0.74976,0.84969,1,1,2,94.7532,96.0849
9,3,2,4,90,60,27,34,2,2,2,1,1,0,0.37024,1.062,100,61.9052,0.38323,0.63314,2,2,2,75.6658,94.7532
9,3,2,5,90,90,27,11,2,2,2,2,1,1,0.36326,0.49806,100,100,0.29991,0.28318,2,2,2,97.7495,63.5698
9,3,2,6,90,60,53,34,1,2,1,2,1,1,0.41542,0.52293,100,100,0.3999,0.24991,2,1,2,59.0199,98.4153
9,3,2,7,90,90,53,69,1,1,1,1,1,1,0.46677,0.46144,100,100,0.38317,0.33322,1,2,1,99.636,86.3192
9,3,2,8,90,60,53,34,1,2,1,2,1,1,1.1096,0.36347,100,73.7793,0.6831,0.5665,1,1,2,57.6882,97.3056
9,3,2,9,60,90,43,11,1,2,1,2,1,1,0.50242,1.1725,100,100,0.28325,0.2666,2,1,1,99.636,92.5337
9,3,2,10,60,90,43,69,1,1,2,1,0,1,1.9752,0.35696,59.9077,100,0.73309,0.39987,1,2,1,87.429,97.5275
9,3,2,11,60,60,37,46,2,1,2,1,1,1,3.0783,0.40164,53.3603,79.8828,0.6498,0.49985,1,1,2,64.7905,71.4489
9,3,2,12,90,60,53,34,1,2,1,2,1,1,1.0914,1.5737,100,56.6895,0.41655,0.41656,1,1,2,50.8079,61.2393
9,3,2,13,60,60,37,34,2,2,2,1,1,0,0.43661,4.3803,86.5412,62.2381,0.78309,0.78308,2,1,2,88.5387,82.5462
9,3,2,14,60,60,37,46,2,1,1,2,0,0,3.2916,0.40542,50,59.9077,0.61639,0.53318,1,1,2,83.8778,75.5549
9,3,2,15,60,90,43,69,1,1,1,1,1,1,1.0205,0.38143,100,100,1.1329,0.64976,1,2,2,85.4315,51.8066
9,3,2,16,60,90,37,69,2,1,1,1,0,1,0.40641,0.80478,100,100,0.26661,0.3832,2,2,1,75.4439,88.6497
9,3,2,17,90,60,53,34,1,2,1,1,1,0,0.89474,0.51248,100,69.2294,0.28324,0.53318,1,2,2,99.0811,94.8642
9,3,2,18,90,60,27,46,2,1,2,2,1,0,0.42222,1.5282,100,54.0261,0.43319,0.44983,2,1,2,57.3553,59.6857
9,3,2,19,60,60,37,34,2,2,1,2,0,1,0.36757,3.272,100,60.5735,0.3499,0.71645,2,1,1,76.9975,85.9863
9,3,2,20,60,90,37,69,2,1,2,1,1,1,2.8362,0.45492,52.5835,100,0.44988,0.4499,1,2,2,57.7992,97.3056
9,3,2,21,60,60,43,34,1,2,2,2,0,1,0.39273,0.84036,92.4228,66.1222,0.54984,0.59983,2,2,1,54.1371,68.5636
9,3,2,22,90,90,53,69,1,1,1,1,1,1,0.53038,0.37043,100,100,0.24995,0.26664,1,2,2,76.9975,87.429
9,3,2,23,90,90,27,69,2,1,2,1,1,1,0.40186,0.57763,100,100,0.23322,0.24998,2,2,1,72.8915,70.0062
9,3,2,24,90,90,53,11,1,2,1,2,1,1,0.3256,0.57873,100,100,0.2166,0.2333,2,2,2,86.5412,99.525
9,3,3,1,90,60,27,46,2,1,2,1,1,1,0.29874,0.77537,100,100,0.26653,0.58313,2,2,1,99.747,72.8915
9,3,3,2,90,90,53,11,1,2,1,2,1,1,0.35763,0.54715,98.7482,100,0.23325,0.33326,2,2,2,65.5673,83.5449
9,3,3,3,90,90,53,11,1,2,1,2,1,1,0.44899,0.46319,100,100,0.4832,0.41654,2,1,2,60.4625,75.6658
9,3,3,4,60,90,43,11,1,2,1,2,1,1,0.65146,0.42669,100,100,0.36657,0.44988,1,1,2,73.6683,67.4538
9,3,3,5,60,90,37,11,2,2,1,2,0,1,1.095,0.33544,54.1371,100,0.78305,0.28321,1,1,2,54.1371,91.646
9,3,3,6,60,90,37,69,2,1,2,1,1,1,0.79014,0.39794,100,100,0.26659,0.2665,1,1,1,55.6907,60.7955
9,3,3,7,60,60,37,46,2,1,2,1,1,1,3.3054,0.44855,50.0311,100,0.41655,0.23327,1,1,2,64.9015,75.2219
9,3,3,8,60,60,43,46,1,1,1,2,1,0,1.8297,0.5402,54.47,55.2468,0.34991,0.5665,1,2,2,58.0211,95.1971
9,3,3,9,60,90,43,11,1,2,1,2,1,1,0.3921,0.96349,76.7756,100,0.4832,0.26658,2,2,1,94.0874,64.4576
9,3,3,10,90,60,27,46,2,1,2,1,1,1,0.89157,0.45806,100,66.677,0.6831,0.66646,1,2,1,90.7582,77.5524
9,3,3,11,90,90,53,69,1,1,1,1,1,1,0.64791,0.4595,100,100,0.28326,0.33323,1,2,2,76.1097,77.5524
9,3,3,12,90,90,53,11,1,2,1,2,1,1,0.53448,0.48285,100,100,0.28326,0.31655,1,1,2,66.1222,68.3416
9,3,3,13,60,60,43,34,1,2,1,2,1,1,0.46208,2.1281,81.4364,100,0.49982,0.39988,2,1,2,83.9888,78.1072
9,3,3,14,60,60,37,34,2,2,2,2,1,1,0.90296,0.3905,77.2195,100,0.63314,0.68309,1,1,2,67.3429,82.5462
9,3,3,15,90,60,27,46,2,1,2,1,1,1,0.42265,0.44022,100,100,0.5665,0.64976,2,2,2,61.5723,71.1159
9,3,3,16,60,60,37,34,2,2,2,2,1,1,0.41939,2.2395,100,57.2443,0.74973,0.58316,2,1,1,95.419,81.7694
9,3,3,17,60,90,37,11,2,2,2,2,1,1,0.37543,0.55399,58.0211,100,0.51656,0.38323,2,2,1,64.0137,81.3255
9,3,3,18,90,60,27,46,2,1,2,1,1,1,0.48256,0.37241,100,100,0.4665,0.89968,1,1,2,61.7942,56.5785
9,3,3,19,60,60,43,34,1,2,1,1,1,0,0.37186,2.2876,76.2207,62.571,0.74976,0.76642,2,2,1,51.6957,96.5288
9,3,3,20,90,90,53,69,1,1,1,1,1,1,0.92663,0.41654,100,100,0.28327,0.33322,1,2,2,86.2083,78.995
9,3,3,21,60,90,37,69,2,1,2,1,1,1,0.3664,0.69303,69.1184,100,0.53315,0.3832,2,1,2,98.3043,58.687
9,3,3,22,90,60,27,46,2,1,2,1,1,1,0.27347,0.77459,100,100,0.2333,0.3166,2,2,2,61.5723,83.8778
9,3,3,23,90,90,53,11,1,2,1,2,1,1,0.45606,0.56686,100,57.0224,0.31659,0.2,1,1,1,59.0199,50.5859
9,3,3,24,90,60,53,46,1,1,1,1,1,1,0.48961,1.3363,100,50.0311,0.29991,0.81638,2,1,2,59.1309,53.2493
9,3,4,1,90,90,53,11,1,2,1,2,1,1,0.5823,0.37718,100,100,0.29993,0.49985,1,1,1,96.3068,50.253
9,3,4,2,60,60,43,46,1,1,1,2,1,0,0.35414,0.89934,100,51.8066,0.28328,0.61649,2,1,1,93.5325,79.106
9,3,4,3,90,90,53,11,1,2,1,2,1,1,0.68334,0.47434,100,100,0.26659,0.6498,1,2,1,55.2468,67.1209
9,3,4,4,90,90,27,69,2,1,2,1,1,1,0.57181,0.70689,100,50.8079,0.3999,0.53318,1,2,1,93.9764,59.5748
9,3,4,5,60,60,37,46,2,1,1,2,0,0,1.3058,0.44661,63.4588,55.6907,0.54984,1.0663,1,1,2,55.9126,94.7532
9,3,4,6,60,90,37,11,2,2,2,2,1,1,0.6241,0.60334,100,100,0.3166,0.31659,1,1,1,55.5797,99.858
9,3,4,7,90,60,27,34,2,2,2,2,1,1,1.085,0.44983,100,100,0.31657,0.2833,1,2,2,70.6721,76.1097
9,3,4,8,60,60,43,46,1,1,1,2,1,0,0.31451,2.5265,82.7681,54.581,0.41656,0.64981,2,2,2,67.7868,51.8066
9,3,4,9,60,90,37,11,2,2,2,2,1,1,1.8691,0.92636,50.0311,100,0.5165,0.33326,2,1,2,67.7868,67.2319
9,3,4,10,60,90,37,69,2,1,2,1,1,1,0.3823,0.70035,100,100,0.26657,0.36655,2,1,1,54.248,55.1358
9,3,4,11,60,60,43,34,1,2,2,2,0,1,0.37939,0.90079,76.7756,100,0.58316,0.2999,2,2,2,94.1983,55.2468
9,3,4,12,90,90,27,69,2,1,2,1,1,1,0.76363,0.38633,100,100,0.39986,0.24992,1,1,2,55.8017,88.6497
9,3,4,13,90,60,27,34,2,2,2,2,1,1,0.79493,0.40023,100,64.6795,0.38321,0.51649,1,2,2,69.7843,85.0985
9,3,4,14,90,60,53,34,1,2,1,1,1,0,0.65767,0.34014,100,50.0311,0.2499,0.4665,1,2,2,81.1035,57.7992
9,3,4,15,90,90,53,11,1,2,1,2,1,1,0.44402,2.161,100,73.5574,0.3166,0.53318,2,2,1,95.9739,59.5748
9,3,4,16,90,90,53,69,1,1,1,1,1,1,0.54073,0.56589,100,100,0.3166,0.3166,2,1,1,76.3317,71.7818
9,3,4,17,90,60,53,46,1,1,1,2,1,0,0.34147,2.1284,100,60.0186,0.43318,0.64981,2,2,2,75.111,94.0874
9,3,4,18,60,90,37,11,2,2,1,2,0,1,0.74589,0.84583,57.9102,100,0.59982,0.8997,2,2,2,90.7582,88.5387
9,3,4,19,60,60,43,46,1,1,1,1,1,1,2.5315,0.94346,50.0311,72.2257,0.5665,0.46654,1,1,2,98.0824,52.2505
9,3,4,20,90,60,53,46,1,1,1,2,1,0,0.31596,2.4528,90.5362,60.4625,0.36654,0.49983,2,2,1,83.5449,67.4538
9,3,4,21,60,90,37,11,2,2,1,2,0,1,0.34703,0.84699,100,100,0.28325,0.66644,2,1,1,83.4339,50.475
9,3,4,22,90,60,53,34,1,2,1,1,1,0,0.36367,3.2695,100,54.8029,0.26661,0.53318,2,2,2,57.0224,67.1209
9,3,4,23,60,60,37,46,2,1,1,2,0,0,2.6144,0.27085,53.6932,56.9114,0.5665,0.76644,1,1,2,51.3627,83.101
9,3,4,24,60,90,37,69,2,1,2,1,1,1,1.7152,0.37139,83.4339,100,1.083,0.26661,1,2,2,59.3528,55.2468
9,4,1,1,60,90,37,69,2,1,1,1,0,1,1.2791,0.38122,100,100,0.38321,0.33327,1,1,1,84.2108,75.6658
9,4,1,2,60,90,37,11,2,2,1,2,0,1,2.4256,0.39062,55.9126,100,0.49985,0.34991,1,2,1,66.3441,69.5623
9,4,1,3,90,90,53,11,1,2,1,2,1,1,0.31225,0.52022,100,100,0.26658,0.23328,2,2,2,82.5462,73.8903
9,4,1,4,90,60,53,34,1,2,1,2,1,1,0.40354,0.55559,100,100,0.28326,0.29989,2,1,1,97.5275,74.7781
9,4,1,5,90,90,53,11,1,2,1,2,1,1,0.49209,0.47527,100,100,0.41653,0.34991,1,1,2,71.7818,97.4165
9,4,1,6,90,90,27,11,2,2,2,2,1,1,0.63995,0.50159,100,100,0.26659,0.24992,1,1,1,57.7992,60.1296
9,4,1,7,60,90,43,11,1,2,1,2,1,1,0.57799,0.38191,100,100,0.24992,0.31657,1,2,1,50.6969,66.4551
9,4,1,8,90,60,53,34,1,2,1,2,1,1,0.55067,0.53209,100,100,0.26661,0.58316,1,1,2,80.9925,73.3354
9,4,1,9,90,60,53,34,1,2,1,1,1,0,0.9325,0.48958,100,85.3205,0.28322,0.53318,1,2,2,85.7644,75
9,4,1,10,90,90,27,69,2,1,2,1,1,1,0.66832,0.44649,100,83.323,0.46651,0.56647,1,2,1,74.4451,96.5288
9,4,1,11,90,90,27,69,2,1,2,1,1,1,0.35837,0.54796,100,100,0.24996,0.33332,2,1,1,81.7694,56.6895
9,4,1,12,60,90,43,69,1,1,1,1,1,1,0.85959,0.44969,100,100,0.28327,0.2999,1,2,2,62.1271,51.8066
9,4,1,13,60,60,37,34,2,2,1,1,0,0,0.85713,0.3781,69.1184,64.3466,0.5665,0.51652,1,2,2,92.2008,79.7718
