Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Coherence,Accuracy,Training,exclude_subj
209,0,1,20,1.388229789,0.664945807,0.256,0,0,FALSE
209,1,1,20,1.481778376,0.582548899,0.032,1,0,FALSE
209,1,1,40,3.448698865,1.160728835,0.064,1,0,FALSE
209,1,1,50,1.840546566,0.661222543,0.032,1,0,FALSE
209,1,1,50,2.760597823,1.414625296,0.032,1,0,FALSE
209,0,0,30,1.60973923,0.786707761,0.256,1,0,FALSE
209,1,0,20,1.747314339,0.608224446,0.064,0,0,FALSE
209,0,1,40,1.868359654,0.661877601,0.128,0,0,FALSE
209,1,1,30,2.776647342,0.645787028,0.032,1,0,FALSE
209,1,NaN,50,5.00325446,0,0.064,0,0,FALSE
209,0,1,40,1.219694598,0.680051378,0.032,0,0,FALSE
209,1,1,20,1.434536335,0.577027396,0.128,1,0,FALSE
209,1,1,50,1.018688768,0.604902368,0.064,1,0,FALSE
209,1,0,30,2.080772244,1.0442167,0.032,0,0,FALSE
209,0,1,30,1.901750393,0.747561872,0.128,0,0,FALSE
209,1,1,50,1.306257613,0.814859849,0.064,1,0,FALSE
209,0,1,50,2.379829957,0.939562017,0.128,0,0,FALSE
209,1,1,50,1.586527545,0.814174605,0.064,1,0,FALSE
209,1,1,50,1.184911333,0.542363672,0.256,1,0,FALSE
209,1,1,50,1.452526576,0.62780041,0.128,1,0,FALSE
209,1,1,50,1.370232304,1.123335602,0.032,1,0,FALSE
209,0,1,50,1.728046585,0.630326759,0.064,0,0,FALSE
209,1,1,50,1.849693828,1.220819366,0.032,1,0,FALSE
209,0,0,50,1.282198881,0.736970464,0.256,1,0,FALSE
209,0,0,50,1.235715741,1.081294781,0.256,1,0,FALSE
209,1,1,50,1.525693207,0.92814439,0.256,1,0,FALSE
209,1,1,30,1.335214788,0.713827001,0.064,1,0,FALSE
209,1,1,50,0.906825732,0.817236471,0.128,1,0,FALSE
209,0,1,50,1.590829493,0.752336247,0.256,0,0,FALSE
209,0,1,50,1.225741053,0.679190445,0.128,0,0,FALSE
209,1,1,50,1.836382874,0.555015041,0.256,1,0,FALSE
209,0,1,50,1.569563964,0.712066496,0.064,0,0,FALSE
209,0,1,30,1.443412821,0.604407603,0.032,0,0,FALSE
209,0,0,40,1.244400539,0.684267294,0.064,1,0,FALSE
209,0,1,20,1.433396776,0.551491313,0.032,0,0,FALSE
209,0,1,50,1.144414878,0.542325032,0.032,0,0,FALSE
209,0,0,50,1.979214142,0.662713479,0.256,1,0,FALSE
209,1,1,50,2.333309989,0.515768931,0.032,1,0,FALSE
209,0,1,30,1.957651573,0.792032747,0.128,0,0,FALSE
209,1,1,50,1.978591384,0.779016115,0.256,1,0,FALSE
209,0,0,50,1.370732201,0.880939178,0.256,1,0,FALSE
209,1,1,50,1.117975298,0.810736608,0.256,1,0,FALSE
209,1,1,50,1.601103033,0.562460663,0.064,1,0,FALSE
209,1,1,30,3.149392713,0.854638156,0.064,1,0,FALSE
209,1,1,30,1.79031239,0.497377505,0.128,1,0,FALSE
209,0,1,50,1.150760486,0.688299069,0.064,0,0,FALSE
209,0,1,20,1.217228925,0.514947844,0.128,0,0,FALSE
209,0,1,50,0.847258946,0.711904995,0.128,0,0,FALSE
209,1,1,50,1.105582933,1.096765313,0.256,1,0,FALSE
209,1,1,50,1.634763643,0.950652115,0.064,1,0,FALSE
209,1,1,50,1.465019161,0.921143121,0.256,1,0,FALSE
209,1,1,50,1.812611522,0.636490641,0.128,1,0,FALSE
209,0,0,50,1.556144034,0.952580158,0.128,1,0,FALSE
209,1,1,20,1.25080803,0.870636961,0.128,1,0,FALSE
209,1,1,30,1.642992316,0.978395471,0.032,1,0,FALSE
209,1,1,50,1.692833759,0.578321211,0.128,1,0,FALSE
209,0,0,30,2.731217728,1.01952374,0.064,1,0,FALSE
209,0,1,20,1.165680407,0.571537288,0.032,0,0,FALSE
209,1,1,50,0.858195995,0.540615845,0.064,1,0,FALSE
209,0,0,20,2.01163618,1.051984417,0.032,1,0,FALSE
209,0,1,20,0.886307935,1.014030914,0.032,0,0,FALSE
209,1,1,10,1.307421321,0.719833006,0.032,1,0,FALSE
209,0,0,30,2.323104974,0.752478428,0.256,1,0,FALSE
209,0,0,50,1.32178067,0.562869093,0.256,1,0,FALSE
209,0,1,20,1.363938618,0.638616107,0.064,0,0,FALSE
209,1,1,50,0.921264171,0.510950181,0.064,1,0,FALSE
209,0,0,50,1.306012494,0.709737268,0.032,1,0,FALSE
209,1,1,50,1.361706591,0.547146197,0.032,1,0,FALSE
209,1,1,50,1.109833866,0.743107781,0.128,1,0,FALSE
209,0,0,50,1.353493616,1.205623837,0.256,1,0,FALSE
209,0,1,50,1.867597734,0.843734312,0.064,0,0,FALSE
209,1,1,50,1.156552162,0.938120286,0.128,1,0,FALSE
209,0,0,30,3.544380163,0.595107594,0.256,1,0,FALSE
209,1,1,50,2.396261643,1.129662494,0.032,1,0,FALSE
209,0,0,50,1.667003956,0.787711479,0.032,1,0,FALSE
209,0,1,50,1.355898614,0.654249348,0.064,0,0,FALSE
209,0,1,50,1.233141394,0.569133799,0.064,0,0,FALSE
209,0,1,50,1.042646373,0.771678261,0.064,0,0,FALSE
209,1,1,50,1.980615422,0.828979815,0.032,1,0,FALSE
209,0,0,50,1.601245213,0.946362543,0.128,1,0,FALSE
209,1,1,50,2.365755271,0.879102903,0.256,1,0,FALSE
209,1,1,50,2.022640547,0.870854609,0.032,1,0,FALSE
209,0,0,50,1.050185876,0.477687435,0.128,1,0,FALSE
209,0,1,50,1.07213816,0.863609127,0.032,0,0,FALSE
209,0,0,50,3.099798502,0.622051297,0.032,1,0,FALSE
209,0,0,50,0.963894243,0.760456548,0.128,1,0,FALSE
209,0,0,50,2.28396482,0.764421912,0.032,1,0,FALSE
209,0,0,50,2.141761743,0.611097041,0.032,1,0,FALSE
209,1,1,50,1.529152636,0.621907003,0.256,1,0,FALSE
209,1,1,50,1.000346849,0.777827653,0.064,1,0,FALSE
209,1,1,50,1.046011317,0.736643538,0.256,1,0,FALSE
209,0,1,50,2.631397492,0.745242907,0.128,0,0,FALSE
209,1,1,50,1.230948611,0.885364289,0.256,1,0,FALSE
209,0,0,50,1.381103244,0.771874175,0.128,1,0,FALSE
209,0,0,50,1.600020225,1.061482755,0.128,1,0,FALSE
209,1,1,50,1.071699241,0.653048811,0.032,1,0,FALSE
209,0,0,50,1.183111887,1.103506672,0.064,1,0,FALSE
209,0,0,50,1.138008292,0.894287866,0.064,1,0,FALSE
209,1,1,50,1.366784647,0.512541337,0.256,1,0,FALSE
209,0,1,50,1.025077241,0.853556556,0.128,0,0,FALSE
209,1,1,50,1.354085281,0.621032486,0.128,1,0,FALSE
209,1,1,50,1.968549077,1.087642803,0.256,1,0,FALSE
209,1,1,50,1.11792881,0.905268687,0.256,1,0,FALSE
209,1,1,50,1.151789862,0.665446911,0.032,1,0,FALSE
209,0,0,50,1.405049982,0.647232079,0.128,1,0,FALSE
209,0,1,50,2.603269553,0.530230915,0.032,0,0,FALSE
209,1,1,50,1.510445756,0.55456284,0.064,1,0,FALSE
209,1,1,50,1.195721899,0.453016209,0.256,1,0,FALSE
209,1,1,50,2.838988011,1.069779046,0.064,1,0,FALSE
209,1,1,50,1.193378483,0.810962105,0.032,1,0,FALSE
209,1,1,50,1.196587964,0.836333669,0.064,1,0,FALSE
209,1,1,50,1.340530416,0.987056421,0.064,1,0,FALSE
209,1,1,50,1.48791026,0.502312173,0.128,1,0,FALSE
209,0,0,50,1.31115183,1.038678896,0.256,1,0,FALSE
209,0,1,50,1.705703681,1.568745293,0.064,0,0,FALSE
209,0,0,50,2.258874297,1.011037572,0.032,1,0,FALSE
209,1,1,50,0.962398779,0.805718624,0.128,1,0,FALSE
209,1,1,50,1.235964482,0.753307966,0.256,1,0,FALSE
209,0,0,50,2.116843286,0.88111396,0.064,1,0,FALSE
209,0,0,50,1.50185484,1.011015536,0.256,1,0,FALSE
209,1,1,-10,2.507460263,0.148381147,0.128,1,0,FALSE
209,0,0,50,1.395937434,1.39788359,0.256,1,0,FALSE
209,0,0,50,1.503823937,0.869838817,0.032,1,0,FALSE
209,0,1,50,1.610750796,0.904068452,0.128,0,0,FALSE
209,0,1,50,0.956831996,0.77086774,0.032,0,0,FALSE
209,1,1,50,1.087839019,0.865601468,0.128,1,0,FALSE
209,1,1,50,1.341553453,0.779867992,0.256,1,0,FALSE
209,1,1,50,1.150515669,1.035214637,0.128,1,0,FALSE
209,0,1,50,1.826808465,0.795882494,0.128,0,0,FALSE
209,0,1,50,1.944420613,0.66386964,0.032,0,0,FALSE
209,1,1,50,1.310329234,0.745248945,0.064,1,0,FALSE
209,1,1,50,0.929434583,0.628630552,0.064,1,0,FALSE
209,1,1,50,1.31357011,0.994710031,0.256,1,0,FALSE
209,1,1,50,1.19759953,0.494284546,0.064,1,0,FALSE
209,1,1,50,0.860606125,1.106116036,0.032,1,0,FALSE
209,1,1,50,1.531493335,0.894960432,0.064,1,0,FALSE
209,0,1,50,1.737269315,1.069251981,0.256,0,0,FALSE
209,0,0,50,1.301361886,0.955820732,0.256,1,0,FALSE
209,1,1,50,1.642232509,0.595325846,0.032,1,0,FALSE
209,0,0,50,3.409165073,1.046817008,0.128,1,0,FALSE
209,0,0,50,2.305219482,0.634850884,0.128,1,0,FALSE
209,0,1,50,1.11434018,0.498259871,0.032,0,0,FALSE
209,1,0,50,1.173010413,0.671097312,0.032,0,0,FALSE
209,1,1,50,0.890827229,0.496691053,0.256,1,0,FALSE
209,1,1,50,1.234725004,0.772589606,0.128,1,0,FALSE
209,1,1,50,2.449051751,0.661733307,0.032,1,0,FALSE
209,1,1,50,1.066668579,0.986214204,0.032,1,0,FALSE
209,0,0,50,1.324015112,1.006395115,0.256,1,0,FALSE
209,0,0,50,2.446831196,0.614420025,0.064,1,0,FALSE
209,0,1,50,3.101934835,0.504360964,0.128,0,0,FALSE
209,0,0,50,1.163138964,0.616595903,0.128,1,0,FALSE
209,1,1,50,0.917709652,0.387194074,0.064,1,0,FALSE
209,1,1,50,1.181620951,0.755949328,0.032,1,0,FALSE
209,0,0,50,1.131328213,0.647494404,0.064,1,0,FALSE
209,1,1,50,0.847539986,0.531748717,0.032,1,0,FALSE
209,0,1,50,0.973215986,0.606258066,0.128,0,0,FALSE
209,0,1,50,1.478116694,0.572012431,0.064,0,0,FALSE
209,1,1,50,1.355030134,0.554842069,0.064,1,0,FALSE
209,1,1,50,2.115193567,1.030675721,0.256,1,0,FALSE
209,0,0,50,1.011258239,0.728348756,0.256,1,0,FALSE
209,1,1,50,1.333578653,0.581034116,0.256,1,0,FALSE
209,1,1,50,1.01754136,0.636333367,0.256,1,0,FALSE
209,1,1,50,1.406226369,0.579239197,0.064,1,0,FALSE
209,1,1,50,1.139560206,0.778020548,0.128,1,0,FALSE
209,1,1,50,1.545484101,0.810993499,0.128,1,0,FALSE
209,1,1,50,1.344640073,0.921689204,0.256,1,0,FALSE
209,0,0,50,1.179051132,0.672841819,0.256,1,0,FALSE
209,0,1,-50,1.752106826,0.89612082,0.032,0,0,FALSE
209,0,1,50,1.798259418,0.448382807,0.064,0,0,FALSE
209,1,1,50,1.679124638,0.554123921,0.064,1,0,FALSE
209,1,1,50,1.216834381,0.596993074,0.128,1,0,FALSE
209,0,1,50,1.572071899,1.155256838,0.032,0,0,FALSE
209,0,1,50,1.092111988,0.914891697,0.064,0,0,FALSE
209,0,0,50,1.333423492,0.645377088,0.128,1,0,FALSE
209,1,1,50,0.978219179,1.254602234,0.128,1,0,FALSE
209,1,1,50,1.297018883,0.921063729,0.064,1,0,FALSE
209,1,1,50,2.243940489,0.561958049,0.032,1,0,FALSE
209,1,1,50,1.730776394,0.470981998,0.032,1,0,FALSE
209,1,1,50,1.257257783,0.527691887,0.064,1,0,FALSE
209,0,1,50,1.603014473,0.686550034,0.064,0,0,FALSE
209,1,1,50,1.576292343,0.822342903,0.128,1,0,FALSE
209,1,1,50,1.018425537,1.143251169,0.256,1,0,FALSE
209,1,1,50,1.045634885,0.627955571,0.064,1,0,FALSE
209,1,1,50,1.047442784,0.52013729,0.128,1,0,FALSE
209,1,1,50,0.86833158,1.038255071,0.128,1,0,FALSE
209,1,1,50,1.079367341,0.727686756,0.256,1,0,FALSE
209,0,0,50,1.666583753,0.585459529,0.256,1,0,FALSE
209,1,1,50,1.081904558,0.497837253,0.032,1,0,FALSE
209,1,1,50,0.969233718,0.570478328,0.256,1,0,FALSE
209,1,1,50,1.102596534,0.529425828,0.064,1,0,FALSE
209,1,1,50,1.308453113,0.471378655,0.032,1,0,FALSE
209,0,1,50,1.374811369,0.597051938,0.064,0,0,FALSE
209,0,0,50,1.227876481,0.836588145,0.256,1,0,FALSE
209,1,1,50,1.322934115,1.048077919,0.032,1,0,FALSE
209,1,1,50,1.145946566,0.619784555,0.128,1,0,FALSE
209,0,1,50,1.944972432,0.637648916,0.032,0,0,FALSE
209,1,1,50,1.234544788,0.588263297,0.064,1,0,FALSE
209,1,1,50,2.307001118,0.556282291,0.032,1,0,FALSE
209,1,1,50,1.325306813,0.927122561,0.032,1,0,FALSE
209,1,1,50,1.384852167,0.58486243,0.128,1,0,FALSE
209,0,0,50,1.163508755,1.10207611,0.128,1,0,FALSE
209,0,1,50,1.031899803,0.671803688,0.128,0,0,FALSE
209,0,0,50,1.520583454,0.687291125,0.256,1,0,FALSE
209,1,1,50,1.240628372,0.997011186,0.064,1,0,FALSE
209,0,0,50,0.971108632,0.961518225,0.256,1,0,FALSE
209,0,0,50,1.107266462,0.834989744,0.256,1,0,FALSE
209,1,1,50,1.491118836,0.61718455,0.032,1,0,FALSE
209,1,1,50,1.068506665,1.053970722,0.064,1,0,FALSE
209,0,0,50,1.644028032,1.346098407,0.032,1,0,FALSE
209,1,1,50,2.286778248,0.85438851,0.064,1,0,FALSE
209,1,1,50,1.541289317,0.888950806,0.064,1,0,FALSE
209,1,1,50,1.600038036,0.81240776,0.256,1,0,FALSE
209,0,0,50,1.418870191,0.97011065,0.256,1,0,FALSE
209,1,1,50,1.438523132,1.712213205,0.128,1,0,FALSE
209,1,1,-50,1.683696156,0.912198715,0.032,1,0,FALSE
209,0,0,50,1.399090466,0.671282359,0.256,1,0,FALSE
209,1,1,50,0.869622074,0.853316268,0.256,1,0,FALSE
209,1,1,50,1.269617546,0.923482009,0.128,1,0,FALSE
209,0,1,50,0.91785455,1.012459983,0.064,0,0,FALSE
209,0,0,50,1.269748256,0.622919173,0.128,1,0,FALSE
209,0,1,50,1.914004501,0.622034694,0.064,0,0,FALSE
209,1,1,50,1.570650696,1.306177014,0.032,1,0,FALSE
209,1,1,50,1.38865603,0.919540795,0.256,1,0,FALSE
209,1,1,50,1.035553637,0.594501137,0.128,1,0,FALSE
209,0,0,50,0.95889256,0.987533677,0.256,1,0,FALSE
209,0,1,50,1.049800087,0.711934579,0.032,0,0,FALSE
209,0,0,50,1.370934152,0.889815059,0.064,1,0,FALSE
209,0,1,50,0.878836352,0.761491358,0.064,0,0,FALSE
209,0,1,50,1.060102002,0.871212023,0.128,0,0,FALSE
209,0,1,50,0.918850721,0.530957516,0.032,0,0,FALSE
209,1,1,50,0.875578873,0.785250333,0.256,1,0,FALSE
209,0,0,50,0.864407875,1.017850173,0.128,1,0,FALSE
209,0,1,50,1.431058492,1.209731079,0.032,0,0,FALSE
209,0,0,50,1.768177777,2.44443616,0.256,1,0,FALSE
209,0,0,50,1.218512174,0.971443406,0.256,1,0,FALSE
209,0,0,50,1.391613751,1.013110513,0.064,1,0,FALSE
209,0,1,50,1.00818792,0.730263215,0.032,0,0,FALSE
209,0,1,-50,1.087075892,0.608465942,0.128,0,0,FALSE
209,1,1,50,1.100997529,0.621886174,0.032,1,0,FALSE
209,1,1,50,1.541536246,1.13176532,0.256,1,0,FALSE
209,0,0,50,1.112237656,0.829680757,0.128,1,0,FALSE
209,1,1,50,0.821414049,0.654685852,0.128,1,0,FALSE
209,1,1,50,0.795772613,0.57984022,0.256,1,0,FALSE
209,1,1,50,1.181235765,0.512841396,0.128,1,0,FALSE
209,1,1,50,1.018594282,0.456677287,0.256,1,0,FALSE
209,0,0,-50,2.684527808,0.838318766,0.032,1,0,FALSE
209,1,1,50,1.136520375,0.570138422,0.064,1,0,FALSE
209,1,1,50,0.926030697,0.705344154,0.256,1,0,FALSE
209,1,1,50,0.789058724,0.686825038,0.032,1,0,FALSE
209,1,1,50,0.759548523,0.555764584,0.128,1,0,FALSE
209,1,1,50,1.577540877,1.039052008,0.064,1,0,FALSE
209,1,1,50,1.005342494,1.092501098,0.128,1,0,FALSE
209,1,1,50,0.984045268,0.580109186,0.064,1,0,FALSE
209,0,1,50,0.959269294,0.713966163,0.064,0,0,FALSE
209,1,0,50,1.18194848,0.620191778,0.032,0,0,FALSE
209,0,1,50,2.207071001,0.458105736,0.032,0,0,FALSE
209,1,1,50,0.890029689,0.771310583,0.256,1,0,FALSE
209,0,1,50,0.791307957,0.938916015,0.032,0,0,FALSE
209,0,0,50,3.102257836,0.605919971,0.128,1,0,FALSE
209,0,1,50,0.954766602,0.614302597,0.064,0,0,FALSE
209,0,1,50,1.120851817,0.663452154,0.032,0,0,FALSE
209,1,1,50,1.015873529,0.502067054,0.256,1,0,FALSE
209,1,1,50,1.209637499,0.560285388,0.128,1,0,FALSE
209,0,0,50,1.307331968,0.655586028,0.064,1,0,FALSE
209,0,0,50,1.195788613,0.820889098,0.256,1,0,FALSE
209,1,1,50,1.350358999,0.579559179,0.064,1,0,FALSE
209,0,1,50,1.101474182,0.794521664,0.064,0,0,FALSE
209,1,1,50,1.024188838,0.596143612,0.256,1,0,FALSE
209,0,0,50,1.545449386,0.83724924,0.256,1,0,FALSE
209,1,1,50,1.274795823,0.698630567,0.064,1,0,FALSE
209,0,0,50,1.611766588,0.937530432,0.064,1,0,FALSE
209,0,1,50,3.623194478,1.395432406,0.128,0,0,FALSE
209,1,1,50,1.487583335,1.070513194,0.064,1,0,FALSE
209,0,1,50,2.971247191,1.052876141,0.064,0,0,FALSE
209,0,1,50,1.465775044,1.071800066,0.128,0,0,FALSE
209,1,1,50,1.300959192,0.971971377,0.128,1,0,FALSE
209,1,1,50,1.427225951,0.904729547,0.064,1,0,FALSE
209,1,1,50,1.575797578,0.969715201,0.032,1,0,FALSE
209,0,1,50,3.015304806,0.81140042,0.128,0,0,FALSE
209,0,0,50,1.428711151,1.053018624,0.256,1,0,FALSE
209,0,0,50,1.324007565,0.927368585,0.256,1,0,FALSE
209,0,1,-50,1.935613256,0.795370825,0.032,0,0,FALSE
209,0,0,50,1.162776419,1.078784128,0.064,1,0,FALSE
209,1,1,50,1.995749671,0.806503788,0.128,1,0,FALSE
209,0,1,50,1.159709118,0.911133416,0.128,0,0,FALSE
209,0,1,50,3.293381049,1.437213318,0.128,0,0,FALSE
209,0,0,50,1.873395146,0.98701748,0.256,1,0,FALSE
209,1,1,50,1.214339727,0.980662212,0.064,1,0,FALSE
209,1,1,50,1.372112652,1.028500144,0.256,1,0,FALSE
209,0,1,50,2.672311131,1.595356939,0.064,0,0,FALSE
209,1,1,50,1.65674551,1.195909662,0.032,1,0,FALSE
209,0,1,50,1.052843841,0.92852052,0.032,0,0,FALSE
209,0,0,50,2.002091959,1.154510314,0.064,1,0,FALSE
209,0,0,50,2.037161698,1.311332046,0.032,1,0,FALSE
209,1,1,50,1.784727193,1.837463568,0.256,1,0,FALSE
209,0,0,50,1.129473524,0.740971146,0.128,1,0,FALSE
209,1,1,50,1.229148259,0.99516827,0.128,1,0,FALSE
209,0,0,50,2.206474204,0.745370598,0.256,1,0,FALSE
209,1,1,50,1.04514978,0.844241454,0.128,1,0,FALSE
209,1,1,50,1.096096067,1.211953446,0.032,1,0,FALSE
209,0,0,50,1.929046982,0.555341966,0.256,1,0,FALSE
209,0,0,50,1.042709464,0.621530873,0.256,1,0,FALSE
209,0,1,50,1.471894249,1.187540017,0.032,0,0,FALSE
209,0,0,50,1.521103274,2.019308507,0.256,1,0,FALSE
209,0,0,50,1.253287892,0.717469968,0.128,1,0,FALSE
209,1,1,50,0.941456251,0.970174345,0.256,1,0,FALSE
209,0,0,50,1.199939324,0.894861721,0.064,1,0,FALSE
209,0,1,50,1.07613039,0.936772437,0.032,0,0,FALSE
209,1,1,50,1.400935797,1.46153196,0.032,1,0,FALSE
209,1,1,50,1.704251687,1.552708754,0.032,1,0,FALSE
209,1,0,50,2.974994,1.403460335,0.032,0,0,FALSE
209,0,0,-50,1.601392828,1.345563795,0.128,1,0,FALSE
209,1,1,50,1.567524229,0.712134417,0.032,1,0,FALSE
209,0,0,50,1.650113428,0.52297034,0.064,1,0,FALSE
225,0,NaN,50,5.004565783,0,0.032,0,1,FALSE
225,0,NaN,50,5.005864427,0,0.256,0,1,FALSE
225,0,0,30,2.830260046,13.38974004,0.032,1,1,FALSE
225,0,NaN,50,5.000832557,0,0.064,0,1,FALSE
225,1,0,50,2.770188231,1.555610026,0.032,0,1,FALSE
225,0,0,50,2.417726708,0.811385628,0.128,1,1,FALSE
225,0,0,50,3.141842342,0.88699167,0.256,1,1,FALSE
225,1,1,50,2.162726912,1.55388333,0.128,1,1,FALSE
225,0,0,50,2.999843933,0.788633088,0.128,1,1,FALSE
225,1,1,50,2.926713527,0.786283634,0.064,1,1,FALSE
225,0,1,50,3.602939006,1.553497541,0.064,0,1,FALSE
225,1,1,50,2.342218774,1.315964542,0.256,1,1,FALSE
225,0,0,50,3.282257746,1.046297188,0.032,1,0,FALSE
225,0,1,20,3.149180499,0.722288114,0.032,0,0,FALSE
225,1,1,50,2.51295671,0.495158157,0.064,1,0,FALSE
225,1,0,50,3.273054335,1.070228229,0.064,0,0,FALSE
225,1,1,20,3.354982741,0.820959735,0.064,1,0,FALSE
225,1,1,50,3.166839588,1.128202048,0.032,1,0,FALSE
225,1,0,50,2.565282845,0.631703588,0.256,0,0,FALSE
225,1,1,30,4.692121949,0.810818113,0.256,1,0,FALSE
225,1,1,50,4.573592116,1.097750918,0.032,1,0,FALSE
225,1,1,50,2.914468173,1.446612038,0.256,1,0,FALSE
225,0,1,40,4.371774256,0.654157881,0.032,0,0,FALSE
225,0,0,20,3.563071345,0.947112991,0.128,1,0,FALSE
225,0,0,50,1.960828452,0.562629408,0.256,1,0,FALSE
225,1,1,50,2.583145998,0.97973849,0.128,1,0,FALSE
225,1,1,50,2.104733471,0.627900329,0.256,1,0,FALSE
225,1,1,50,1.792416725,0.613460984,0.256,1,0,FALSE
225,1,1,50,1.921558192,0.412240524,0.128,1,0,FALSE
225,1,1,50,2.414878263,0.497670017,0.128,1,0,FALSE
225,1,1,50,3.303058093,0.739665558,0.064,1,0,FALSE
225,0,0,50,3.318744764,1.07095,0.064,1,0,FALSE
225,1,0,20,4.832129526,0.829460392,0.128,0,0,FALSE
225,1,1,50,1.429739924,0.505761339,0.256,1,0,FALSE
225,0,0,50,2.850374545,0.485081135,0.128,1,0,FALSE
225,0,0,50,3.063977408,0.895138536,0.064,1,0,FALSE
225,0,0,50,1.862765098,0.597154272,0.128,1,0,FALSE
225,1,1,50,2.542727425,1.078708359,0.256,1,0,FALSE
225,1,1,50,3.225789352,1.152244177,0.032,1,0,FALSE
225,1,1,50,2.49827919,1.330253858,0.128,1,0,FALSE
225,0,1,50,2.479940592,1.012658312,0.032,0,0,FALSE
225,1,1,20,3.826624023,0.680853145,0.128,1,0,FALSE
225,1,0,50,2.975608004,0.58825575,0.032,0,0,FALSE
225,0,1,50,4.225881422,0.871867684,0.064,0,0,FALSE
225,1,1,-10,3.550506915,0.552935157,0.128,1,0,FALSE
225,0,NaN,50,5.005479241,0,0.032,0,0,FALSE
225,0,0,50,2.423299831,0.461985368,0.256,1,0,FALSE
225,1,1,20,3.576625909,1.341505154,0.128,1,0,FALSE
225,0,0,50,4.198268172,0.554621402,0.064,1,0,FALSE
225,0,0,50,3.383253162,1.153485164,0.064,1,0,FALSE
225,0,0,30,3.24841873,1.653219971,0.064,1,0,FALSE
225,0,0,50,3.352761582,0.326978569,0.256,1,0,FALSE
225,1,1,50,1.432499317,0.487229845,0.128,1,0,FALSE
225,1,1,50,1.35037862,0.411751193,0.256,1,0,FALSE
225,1,1,50,1.202902479,0.46983942,0.256,1,0,FALSE
225,0,1,-10,3.771649281,0.847712958,0.064,0,0,FALSE
225,0,0,40,3.136374874,1.120095934,0.064,1,0,FALSE
225,0,0,50,2.000099919,0.487380177,0.032,1,0,FALSE
225,0,0,-20,3.463803229,0.562280446,0.032,1,0,FALSE
225,0,0,40,3.249213855,0.712885469,0.032,1,0,FALSE
225,1,0,50,2.047951737,0.430219595,0.128,0,0,FALSE
225,1,1,50,2.758853015,0.543939433,0.128,1,0,FALSE
225,0,0,50,3.138743044,0.629027511,0.064,1,0,FALSE
225,0,0,50,2.857412643,0.995599944,0.032,1,0,FALSE
225,1,1,50,1.940948506,0.912499679,0.032,1,0,FALSE
225,1,1,50,2.056635328,0.752895612,0.256,1,0,FALSE
225,0,1,50,2.729274591,0.720211852,0.064,0,0,FALSE
225,0,0,50,2.617992052,0.931419981,0.128,1,0,FALSE
225,0,0,30,3.277905083,0.486606182,0.064,1,0,FALSE
225,0,0,40,2.499974492,0.862818228,0.256,1,0,FALSE
225,1,1,50,1.589867132,0.606183806,0.128,1,0,FALSE
225,1,1,50,1.612698159,0.577350397,0.032,1,0,FALSE
225,1,1,50,1.519758746,0.633218975,0.064,1,0,FALSE
225,0,1,-50,2.048743844,1.461519583,0.064,0,0,FALSE
225,1,0,50,2.778950911,0.395027297,0.032,0,0,FALSE
225,1,1,30,2.513043045,1.796251681,0.064,1,0,FALSE
225,1,0,-30,3.82783754,0.704993985,0.032,0,0,FALSE
225,0,0,50,2.235789397,1.513686632,0.256,1,0,FALSE
225,0,0,50,2.988011839,0.752676152,0.032,1,0,FALSE
225,0,0,30,3.028419545,0.594416916,0.032,1,0,FALSE
225,1,0,40,2.575831991,0.521872741,0.064,0,0,FALSE
225,1,0,-20,2.536599164,0.736180772,0.256,0,0,FALSE
225,1,0,-50,3.07754133,0.969092443,0.064,0,0,FALSE
225,1,1,50,2.17054323,0.646852629,0.256,1,0,FALSE
225,0,1,50,1.759564221,0.821705958,0.256,0,0,FALSE
225,0,1,50,2.052457448,0.905710624,0.064,0,0,FALSE
225,0,1,40,2.93755911,0.520601566,0.032,0,0,FALSE
225,0,0,50,2.12808462,0.79426266,0.032,1,0,FALSE
225,0,0,50,2.055101828,0.781334175,0.128,1,0,FALSE
225,0,0,50,2.089411459,0.869252585,0.256,1,0,FALSE
225,1,1,50,2.042767725,0.521659621,0.128,1,0,FALSE
225,0,0,40,1.69121966,0.520277962,0.064,1,0,FALSE
225,1,1,50,1.756119885,0.389703217,0.128,1,0,FALSE
225,1,1,50,1.888702367,0.471753578,0.064,1,0,FALSE
225,0,0,50,2.316631675,0.596698449,0.064,1,0,FALSE
225,0,0,50,2.793612432,0.594544607,0.256,1,0,FALSE
225,1,1,50,1.665438157,0.782273594,0.128,1,0,FALSE
225,1,1,50,1.302680454,0.505975364,0.256,1,0,FALSE
225,0,1,50,1.936578938,0.727947269,0.032,0,0,FALSE
225,0,0,50,1.704582537,0.505920726,0.256,1,0,FALSE
225,1,0,-30,2.417307109,0.623220439,0.032,0,0,FALSE
225,1,1,50,2.076211895,0.512805775,0.256,1,0,FALSE
225,0,0,-10,2.816571754,0.615837606,0.032,1,0,FALSE
225,0,0,50,2.874455012,0.670407238,0.128,1,0,FALSE
225,0,0,50,2.044052483,0.736667688,0.128,1,0,FALSE
225,1,1,50,3.673848555,1.039655446,0.128,1,0,FALSE
225,0,0,50,2.637041856,0.536519168,0.128,1,0,FALSE
225,1,1,50,2.379534426,0.489270486,0.256,1,0,FALSE
