Subj_idx,Stimulus,Response,Confidence,RT_dec,Error,Condition,Task,Block
1,129,322.9296875,4,2.43702019800003,-13.9296875,1,wm,2
1,22,22.796875,4,3.73512455200034,-0.796875000000002,1,wm,2
1,143,160.6015625,4,3.95877018899955,-17.6015625,0.5,wm,2
1,46,51.8359375,4,2.91352662300051,-5.83593749999999,1,wm,2
1,146,150.9140625,4,3.11485753099987,-4.9140625,1,wm,2
1,67,56.234375,4,2.33880319500076,10.765625,0.5,wm,2
1,11,70.3203125,2,2.38288841800022,-59.3203125,0.5,wm,2
1,59,42.796875,4,3.1063872449995,16.203125,1,wm,2
1,174,340.765625,4,2.71189303600022,13.234375,1,wm,2
1,9,229.8515625,2,2.54054766700028,-40.8515625,1,wm,2
1,15,19.9375,4,4.36070714300058,-4.9375,1,wm,2
1,76,248.9453125,4,2.20249384599992,7.05468750000001,0.5,wm,2
1,89,78.0546875,4,1.93030808800086,10.9453125,0.5,wm,2
1,93,89.7578125,2,2.55194011000003,3.2421875,1,wm,2
1,66,249.5546875,2,2.69269610799984,-3.55468750000001,0.5,wm,2
1,149,148.3671875,2,1.40575775900015,0.632812500000004,1,wm,2
1,6,329.421875,3,1.80363341300017,36.578125,0.5,wm,2
1,121,157.2265625,3,1.537667306,-36.2265625,1,wm,2
1,56,43.640625,4,2.53633984400039,12.359375,1,wm,2
1,147,336.453125,4,2.10087415800081,-9.453125,0.5,wm,2
1,178,65.6875,1,3.03066566300095,-67.6875,0.5,wm,3
1,126,126.78125,4,1.82955108599981,-0.781250000000007,0.5,wm,3
1,72,229.046875,4,2.29167542899995,22.953125,0.5,wm,3
1,31,44.9921875,3,2.24446433200046,-13.9921875,0.5,wm,3
1,58,49.7890625,4,2.66979331699986,8.21093750000001,0.5,wm,3
1,31,30.3671875,4,2.04530955700102,0.6328125,1,wm,3
1,9,20.453125,3,1.54679243400005,-11.453125,0.5,wm,3
1,165,346.6796875,4,2.92219473800014,-1.67968750000001,0.5,wm,3
1,12,16.765625,4,3.03453250000075,-4.765625,1,wm,3
1,146,336.75,4,1.66537617500035,-10.75,0.5,wm,3
1,90,337.125,3,2.0084265860005,-67.125,1,wm,3
1,87,242.6015625,4,2.65560932900007,24.3984375,0.5,wm,3
1,57,48.6171875,4,3.22154014900025,8.3828125,1,wm,3
1,97,102.9765625,4,1.85756782299995,-5.97656250000001,0.5,wm,3
1,51,51.7265625,4,2.17298841299998,-0.726562500000004,0.5,wm,3
1,85,76.3515625,4,1.7258224670004,8.6484375,0.5,wm,3
1,168,109.984375,4,1.95753595600036,58.015625,1,wm,3
1,141,113.4765625,3,1.32803431700086,27.5234375,0.5,wm,3
1,43,40.6328125,4,2.70960366500003,2.3671875,1,wm,3
1,13,207.7578125,4,2.15520665799977,-14.7578125,1,wm,3
1,130,110.84375,2,1.84941472300034,19.15625,0.5,wm,3
1,22,35.03125,2,2.51789797899983,-13.03125,0.5,wm,3
1,61,47.5703125,3,2.15276899300079,13.4296875,1,wm,3
1,10,26.4375,3,1.92441439600043,-16.4375,1,wm,3
1,14,196.453125,3,2.18848786900071,-2.453125,1,wm,3
1,1,184.828125,4,3.27565802100071,-3.82812499999998,0.5,wm,3
