Subj_idx,Stimulus,Response,Confidence,Awareness,RT_dec,RT_conf,RT_aware,Attention_Decision,Trial_count,Block_count,Accuracy
EU,1,1,1,1,0.211957666,0.211131444,0.834689645,1,44,7,1
EU,2,2,2,2,0.564278847,1.105187069,0.494053007,1,45,7,1
EU,2,2,1,2,0.211299306,0.152279061,0.611847478,1,46,7,1
EU,1,2,1,2,0.1757752,0.128747118,3.600052053,1,47,7,0
EU,1,1,2,2,0.293042982,1.023482278,0.447116941,1,48,7,1
EU,1,1,1,1,0.823729298,0.905179599,1.458149669,1,49,7,1
EU,1,2,1,1,0.292458544,0.423337824,1.541422589,1,0,8,0
EU,1,2,1,2,0.175351693,0.105948995,1.047065043,1,1,8,0
EU,1,1,1,2,0.822967756,1.598615211,0.411897759,1,2,8,1
EU,2,2,1,2,0.282546952,0.317023073,0.38763854,1,3,8,1
EU,1,1,1,1,0.58775997,0.68085824,0.37653651,1,4,8,1
EU,1,1,1,2,0.387073736,0.847080289,1.070643187,2,5,8,1
EU,2,1,1,1,0.317176305,0.328759977,2.058811572,2,6,8,0
EU,2,2,1,2,0.364298714,0.351514979,0.800057982,2,7,8,1
EU,2,2,2,2,0.446591023,1.351581585,0.517731638,2,8,8,1
EU,2,2,1,2,0.693710506,2.751864487,1.01181891,2,9,8,1
EU,2,2,2,2,0.376011747,0.399990298,0.446476677,2,10,8,1
EU,1,1,1,1,0.246573929,0.53986216,2.905776359,2,11,8,1
EU,2,1,1,1,0.329583119,0.37584273,0.341282678,1,12,8,0
EU,1,1,1,2,0.258380904,0.457484379,0.482384634,1,13,8,1
EU,1,1,1,1,1.128073357,0.27058097,0.670721035,1,14,8,1
EU,2,2,1,2,0.294298102,0.293551575,0.752356525,1,15,8,1
EU,1,1,1,1,0.340694004,0.410495183,4.564476355,2,16,8,1
EU,1,1,1,2,0.341322718,0.587647164,0.270714952,2,17,8,1
EU,2,2,2,2,0.411302925,0.505243202,0.258873712,2,18,8,1
EU,2,2,1,2,0.270110108,0.246416462,0.493542104,2,19,8,1
EU,2,2,2,2,0.211324332,0.233964987,0.247161063,2,20,8,1
EU,2,2,2,2,0.575114068,0.846355708,0.412079482,2,21,8,1
EU,1,1,2,2,0.482493591,0.387563078,0.39944513,2,22,8,1
EU,1,1,2,2,0.450798367,0.375805384,0.595821993,2,23,8,1
EU,1,1,2,2,0.317171685,0.433998251,0.823576065,2,24,8,1
EU,1,1,1,2,1.152717968,3.222538013,0.410884809,2,25,8,1
EU,2,2,2,2,0.446604498,0.411099257,0.176549446,2,26,8,1
EU,1,1,1,1,0.692830382,1.787617672,0.694150182,2,27,8,1
EU,2,2,2,2,0.975318429,1.247001671,0.36472761,1,28,8,1
EU,2,2,1,2,0.376148424,0.305257679,0.152856185,1,29,8,1
EU,2,2,1,2,0.281895522,0.199372209,0.624244282,1,30,8,1
EU,2,2,1,1,0.282657449,0.352140998,3.41094333,1,31,8,1
EU,2,2,1,2,0.270495499,0.140119806,0.64710054,1,32,8,1
EU,2,2,2,2,0.211336267,0.175175361,0.223636049,1,33,8,1
EU,1,2,1,1,0.31783813,0.234690338,0.917008905,1,34,8,0
EU,1,1,1,1,0.435629906,1.975553282,0.340597367,1,35,8,1
EU,1,1,1,2,0.353122378,0.411428437,0.364126231,2,36,8,1
EU,1,1,2,2,0.341645353,1.728012604,1.163761477,2,37,8,1
EU,1,1,1,2,0.564912182,0.446325754,0.658243765,2,38,8,1
EU,2,2,1,2,0.363708115,1.246875774,0.376535355,2,39,8,1
EU,1,1,1,1,0.304773341,0.412047527,1.282346364,2,40,8,1
EU,2,2,1,1,0.363592998,0.44705919,0.752998329,2,41,8,1
EU,2,2,1,2,0.434815619,0.281623708,5.082100192,2,42,8,1
EU,2,2,1,2,0.576103533,1.258918372,1.446140566,1,43,8,1
EU,2,1,1,1,0.823736613,0.398616982,0.222966524,1,44,8,0
EU,1,2,1,1,0.28105852,0.246426857,0.506766671,1,45,8,0
EU,1,2,1,1,1.21124579,0.869243922,1.000009625,1,46,8,0
EU,2,2,1,1,1.787623832,0.081700556,0.553027051,1,47,8,1
EU,1,1,2,1,1.022393096,1.282248958,1.01177733,1,48,8,1
EU,1,1,1,2,0.493231019,1.235344848,0.905627361,1,49,8,1
EU,2,2,1,1,1.646179606,0.363266898,1.423482201,2,0,9,1
EU,2,2,2,2,0.575758182,1.128811799,0.270799268,2,1,9,1
EU,2,2,2,1,0.798846368,5.046093288,0.388345795,2,2,9,1
EU,1,2,1,2,0.375986337,0.328767292,1.64706512,1,3,9,0
EU,2,2,1,2,0.269495253,0.199971279,0.517750118,1,4,9,1
EU,2,1,1,1,1.423660844,0.305226493,0.258257702,1,5,9,0
EU,1,1,1,1,1.081853403,0.411747222,0.234725758,1,6,9,1
EU,1,1,1,2,0.140200272,1.811539242,0.305964164,1,7,9,1
EU,1,2,1,1,0.293673622,0.352305396,1.341170641,1,8,9,0
EU,1,1,1,2,0.222890293,0.234620267,1.05903757,2,9,9,1
EU,2,2,2,2,0.458239761,0.352965296,0.340722879,2,10,9,1
EU,1,1,1,2,0.305402826,1.964071252,0.435401598,2,11,9,1
EU,2,2,2,2,0.281109341,0.611886363,0.564710439,2,12,9,1
EU,2,2,1,2,0.293578526,0.44572476,0.412498754,2,13,9,1
EU,1,2,1,1,0.281864722,0.364068865,0.400083084,2,14,9,0
EU,1,1,1,2,0.235896176,0.385847877,1.329421802,2,15,9,1
EU,1,1,1,2,0.235208941,0.293347137,0.447129261,1,16,9,1
EU,2,2,2,2,0.693659685,0.493448163,0.341261118,1,17,9,1
EU,1,1,1,2,0.32827795,0.552283605,0.353036907,1,18,9,1
EU,2,2,1,2,0.375393428,0.117618523,1.588178087,1,19,9,1
EU,2,2,1,2,0.375962852,0.175876071,0.411868114,1,20,9,1
EU,1,1,1,2,0.317244836,0.469215508,0.811821836,1,21,9,1
EU,2,1,1,2,0.634801913,0.645746474,2.5998942,1,22,9,0
EU,2,2,1,2,0.293630501,0.799364971,0.870624938,1,23,9,1
EU,1,1,2,1,0.564235727,0.62280513,3.046942996,1,24,9,1
EU,2,2,1,2,0.469229753,0.399571411,0.764749479,2,25,9,1
EU,2,1,1,1,1.070202355,0.552176958,2.776354711,2,26,9,0
EU,1,2,2,1,0.258364734,0.446456271,0.529416181,2,27,9,0
EU,1,1,1,2,0.387752116,0.987523115,0.30599304,2,28,9,1
EU,1,1,1,2,0.270163624,0.316939527,0.29421879,2,29,9,1
EU,2,1,1,1,1.270061597,0.305275389,0.423615028,2,30,9,0
EU,2,2,2,2,0.270791568,0.281191347,0.187658791,2,31,9,1
EU,2,2,2,2,0.211544555,0.19907922,0.117755585,2,32,9,1
EU,2,2,1,2,0.222384395,0.176472445,0.811883052,2,33,9,1
EU,2,2,1,2,0.211287756,0.187646856,1.423555737,2,34,9,1
EU,1,1,2,2,0.623054998,0.681600146,0.305960699,1,35,9,1
EU,1,1,1,2,0.281902068,0.269939165,1.294112144,1,36,9,1
EU,1,1,1,1,0.32828796,0.317654483,0.435346542,1,37,9,1
EU,1,1,1,1,0.282572748,0.317207876,0.340608533,1,38,9,1
EU,1,1,1,1,0.494126928,0.29351423,0.469574334,1,39,9,1
EU,1,1,1,1,0.340069909,0.928729638,0.717709076,1,40,9,1
EU,1,2,1,1,0.282533862,0.399363123,2.458103084,1,41,9,0
EU,2,2,2,1,0.411529309,0.748084115,3.282213922,1,42,9,1
EU,2,2,2,1,0.623036518,0.434657766,4.39981204,1,43,9,1
EU,1,2,1,1,0.259003844,0.317036548,2.411037271,2,44,9,0
EU,2,2,1,2,0.258346253,0.78745828,0.317724554,2,45,9,1
EU,1,1,1,1,0.446636454,0.293419903,0.482427755,2,46,9,1
EU,2,2,1,2,0.270127818,0.564057469,0.223612949,2,47,9,1
EU,1,1,1,2,0.353120453,0.575849814,0.517073663,2,48,9,1
EU,2,2,1,1,0.317217886,0.751595368,1.564681949,2,49,9,1
EU,2,1,1,1,0.740864099,0.728488856,0.787641158,1,0,10,0
EU,1,1,1,1,1.775267839,2.776314285,11.31693683,1,1,10,1
EU,2,2,1,1,0.305447102,0.411081547,0.658899045,1,2,10,1
EU,1,1,1,1,0.870817441,8.527476521,1.469914679,1,3,10,1
EU,2,2,1,1,0.293617026,0.234698808,0.517732023,2,4,10,1
EU,1,2,1,2,0.21023207,0.165043161,0.494291325,2,5,10,0
EU,2,2,2,2,0.187865924,0.16399171,0.517683512,2,6,10,1
EU,2,2,1,1,0.32894478,0.222272359,0.682371698,2,7,10,1
EU,1,2,1,1,0.281246018,0.623530481,0.447156212,2,8,10,0
EU,1,1,1,2,0.364410365,1.434522629,0.599263176,2,9,10,1
EU,2,1,1,1,1.576018446,0.305169127,0.29416566,2,10,10,0
EU,2,1,1,1,0.692978609,0.341164866,1.894084115,1,11,10,0
EU,1,2,1,1,1.257640923,0.329409482,1.176471675,1,12,10,0
EU,1,1,1,1,0.41060029,0.705866296,0.329529989,1,13,10,1
EU,1,2,1,1,0.258315453,0.328846988,0.823587231,1,14,10,0
EU,1,1,1,1,0.575971091,0.751633869,1.165439717,1,15,10,1
EU,2,2,1,1,0.281858947,0.270026177,0.847121869,1,16,10,1
EU,2,2,1,2,0.175361318,0.105295255,1.611773171,2,17,10,1
EU,2,2,2,2,0.212294546,0.175838341,0.328495863,2,18,10,1
EU,1,1,1,2,0.31712279,1.23387066,0.717812643,2,19,10,1
EU,2,2,1,2,0.211302386,0.163513148,0.376570006,2,20,10,1
EU,1,2,1,1,0.400195506,0.352236865,0.281801966,2,21,10,0
EU,1,2,1,2,0.151490184,0.093860966,1.764691728,2,22,10,0
EU,2,2,1,2,0.235115384,1.010780164,1.129437818,2,23,10,1
EU,2,2,2,2,0.646530731,0.434684332,0.882441923,1,24,10,1
EU,2,2,1,2,0.258402849,0.764694038,0.752313019,1,25,10,1
EU,1,1,1,1,0.89307309,0.493353836,0.411826148,2,26,10,1
EU,2,2,1,1,0.387110697,0.27055864,0.376577706,1,27,10,1
EU,1,1,1,2,0.493768488,0.328757282,1.364585928,1,28,10,1
EU,1,1,2,1,0.22369842,0.446464356,0.952332423,1,29,10,1
EU,2,1,1,1,1.246529653,0.681693702,0.447145432,2,30,10,0
EU,2,2,2,1,0.281180567,1.422821146,0.517722013,2,31,10,1
EU,1,1,1,1,0.457410458,0.481919547,0.541245871,2,32,10,1
EU,2,2,2,2,0.282575058,0.293473034,0.305263069,2,33,10,1
EU,1,1,2,2,0.434768648,0.411111577,0.494281315,2,34,10,1
EU,1,1,1,2,0.387069886,0.258837136,0.858861853,1,35,10,1
EU,2,2,1,2,0.423077175,0.37582964,0.364811157,1,36,10,1
EU,1,2,1,1,0.270104718,0.693433301,0.294242276,1,37,10,0
EU,2,2,1,1,0.281209442,0.281800811,0.282477651,1,38,10,1
EU,1,1,1,1,0.434807149,0.434645446,0.717718702,1,39,10,1
EU,1,1,1,2,0.245917494,0.27060946,0.870633408,1,40,10,1
EU,1,1,2,2,0.305448642,0.575126003,0.411610545,1,41,10,1
EU,2,2,1,2,0.317910512,0.199299443,0.364113141,1,42,10,1
EU,1,2,1,2,0.293416438,0.16396784,1.423838716,2,43,10,0
EU,2,2,1,2,0.258313528,0.328839288,0.412486048,2,44,10,1
EU,2,2,1,2,0.187805863,0.152357218,0.611828997,2,45,10,1
EU,1,1,2,2,0.470748987,1.599276651,0.364148176,2,46,10,1
EU,1,1,2,2,0.434822934,0.411102722,0.635320515,2,47,10,1
EU,2,2,1,1,0.281991389,0.246231659,1.10592397,1,48,10,1
EU,2,1,1,1,0.353071943,0.316302342,0.540635252,1,49,10,0
EU,1,2,1,1,0.599337867,1.116676799,0.858858388,1,0,11,0
EU,2,2,1,1,0.293675162,0.175852586,0.870649963,1,1,11,1
EU,2,2,2,1,0.351813358,0.27059252,0.470668135,1,2,11,1
EU,1,1,1,1,0.869647793,0.870532921,0.576373422,2,3,11,1
EU,1,1,1,2,0.881918315,0.375810774,1.305862908,2,4,11,1
EU,2,2,1,1,0.24663707,0.211086783,0.38829305,2,5,11,1
EU,1,1,2,2,0.494306726,0.399335788,1.10526484,2,6,11,1
EU,2,2,2,1,0.352442843,0.352279601,1.564711979,2,7,11,1
EU,1,2,2,2,0.293667077,1.211089863,0.353021892,1,8,11,0
EU,2,2,2,2,0.32894555,0.328783462,0.011875506,1,9,11,1
EU,2,2,1,2,0.32895479,0.222887598,1.458805719,1,10,11,1
EU,1,1,1,1,0.658988751,0.352320411,0.269969196,1,11,11,1
EU,1,1,1,1,0.339713394,0.318000603,2.552853028,1,12,11,1
EU,1,2,2,1,0.729306608,0.32897635,1.187703452,1,13,11,0
EU,2,2,1,2,0.257644003,0.247032856,2.117664339,1,14,11,1
EU,1,1,1,2,0.294298102,0.634671011,5.575491373,1,15,11,1
EU,2,2,1,2,0.328948245,0.211116043,1.447066121,2,16,11,1
EU,2,2,2,2,0.175878766,0.164107597,0.294281546,2,17,11,1
EU,1,1,2,2,0.305460192,0.329367516,0.352361222,2,18,11,1
EU,2,2,2,2,0.552409116,0.669246848,0.341308858,2,19,11,1
EU,2,2,2,2,0.31649292,0.329300525,0.317742264,2,20,11,1
EU,2,2,2,2,0.234925576,0.517022457,0.141207063,2,21,11,1
EU,1,1,2,2,0.42242305,0.328715316,0.235355628,2,22,11,1
EU,1,1,2,2,0.316773974,0.457412383,0.353287546,2,23,11,1
EU,2,2,2,2,0.234781199,0.245768112,0.223602169,2,24,11,1
EU,2,2,2,2,0.235502315,1.088407743,0.128785233,2,25,11,1
EU,1,1,1,1,0.210765303,0.176652243,0.882287535,1,26,11,1
EU,1,1,2,1,0.563866121,1.153231566,2.046406297,1,27,11,1
EU,2,1,1,1,0.42375748,0.975758875,1.775760261,1,28,11,0
EU,1,1,1,1,0.210823054,0.211646197,0.764716368,1,29,11,1
EU,1,1,2,2,0.552452237,0.493493208,1.212371548,2,30,11,1
EU,2,2,1,2,0.387763666,0.246472672,0.482422365,2,31,11,1
EU,1,1,2,2,0.505444946,0.446276088,0.64711671,1,32,11,1
EU,2,1,1,1,1.035531807,1.199248623,1.552269359,1,33,11,0
EU,1,1,1,2,0.281964824,0.281640264,0.870641108,1,34,11,1
EU,2,1,1,1,0.434809844,0.316341998,0.317766904,1,35,11,0
EU,1,1,1,2,0.528909128,0.446394285,1.082418976,2,36,11,1
EU,2,2,1,1,0.469997455,0.45817431,0.376650857,2,37,11,1
EU,2,2,1,1,0.764238961,0.246391051,0.176522881,1,38,11,1
EU,1,1,1,1,0.433796893,0.376131099,0.764782974,1,39,11,1
EU,2,1,1,1,0.270769238,0.316988422,1.952931877,1,40,11,0
EU,2,2,2,2,0.517003977,0.340653578,0.48246587,2,41,11,1
EU,2,2,1,2,0.257640153,0.199364894,0.482581757,2,42,11,1
EU,1,1,1,2,0.223080871,1.811195817,1.081298994,2,43,11,1
EU,2,2,2,1,0.281249483,0.646966943,1.212755398,2,44,11,1
EU,1,1,1,1,0.645938977,0.422808056,0.56476434,2,45,11,1
EU,1,1,1,1,1.293640897,0.222770171,0.941228854,1,46,11,1
EU,1,1,1,1,0.329627395,0.269952255,0.493522469,1,47,11,1
EU,2,1,1,1,0.681183185,0.329377526,2.00000308,1,48,11,0
EU,1,1,1,2,0.705433549,0.340523061,0.91836066,1,49,11,1
IK,2,1,1,1,3.622631579,0.716839028,0.423328288,1,0,0,0
IK,2,1,1,1,2.235051608,0.516957841,0.976010962,1,1,0,0
IK,1,1,1,2,0.480785631,0.518046257,0.76483674,2,2,0,1
IK,1,1,2,2,0.528150775,0.399935242,0.494165406,1,3,0,1
IK,2,2,1,1,0.69413938,0.563402433,1.176563216,2,4,0,1
IK,1,1,2,1,0.787611079,1.845825346,2.505954716,2,5,0,1
IK,2,2,2,2,0.682512928,0.364175759,0.56401113,1,6,0,1
IK,1,1,2,2,0.246786247,0.528441841,0.423315583,2,7,0,1
IK,1,1,2,2,0.364986969,0.458152203,0.387637337,2,8,0,1
IK,2,2,2,2,0.845926603,0.45876167,0.352959725,2,9,0,1
IK,1,2,1,2,5.328089405,1.082821626,0.78840381,1,10,0,0
IK,1,2,1,1,0.764735483,1.410400127,0.693656965,1,11,0,0
IK,1,2,2,1,0.399522899,1.5404764,2.094096182,1,12,0,0
IK,1,1,1,2,0.705292273,0.329034213,1.247192045,2,13,0,1
IK,2,2,1,2,0.517886479,0.598209023,1.222935812,2,14,0,1
IK,2,2,1,1,2.000030031,1.211127251,0.494486887,1,15,0,1
IK,2,2,2,2,0.328430521,0.304975104,0.317616435,1,16,0,1
IK,2,2,1,2,1.058605434,0.56425946,0.387810205,2,17,0,1
IK,2,1,2,1,2.775778648,0.317008893,1.495151795,2,18,0,0
IK,1,1,2,2,0.211872241,0.339979972,0.317053169,1,19,0,1
IK,1,1,1,2,0.317144416,0.68238703,1.411530893,1,20,0,1
IK,1,1,1,2,0.293574651,0.329556668,1.528717121,1,21,0,1
IK,2,2,2,1,0.246487097,0.975208222,1.036426701,2,22,0,1
IK,1,1,2,2,0.4589946,0.786901896,0.635700269,2,23,0,1
IK,2,2,2,1,1.093576037,1.646413483,0.411859304,2,24,0,1
IK,1,1,2,2,0.246706551,0.892857844,0.317726162,1,25,0,1
IK,1,1,2,2,0.235940205,0.340407715,0.317324599,1,26,0,1
IK,2,2,1,1,2.646333402,0.399990298,0.928844096,2,27,0,1
IK,2,1,1,1,0.399564865,0.434065373,0.317724237,1,28,0,0
IK,2,2,2,1,0.305420942,0.435136079,0.387705868,1,29,0,1
IK,2,2,2,1,0.353272736,0.893469236,0.752106856,2,30,0,1
IK,1,1,1,1,0.764319675,1.552135578,2.482219783,2,31,0,1
IK,2,2,1,2,0.328978387,0.352253621,0.283124011,1,32,0,1
IK,2,2,1,2,0.540588438,0.293302451,2.341423749,2,33,0,1
IK,1,1,1,1,0.623132474,2.010932669,0.51870231,2,34,0,1
IK,1,1,2,2,0.235500142,0.269884378,0.328829389,1,35,0,1
IK,1,1,2,2,0.388254119,0.281336037,0.340258717,2,36,0,1
IK,2,2,2,2,0.563890237,0.37629733,0.341047597,2,37,0,1
IK,2,2,1,2,0.41215499,0.340582893,0.316831405,1,38,0,1
IK,1,1,2,1,0.223945686,0.316410207,0.563907948,2,39,0,1
IK,2,2,1,1,0.717230196,0.775727828,1.028615671,2,40,0,1
IK,1,1,1,1,1.10499959,0.729721374,0.399487478,1,41,0,1
IK,1,1,1,1,0.476998698,0.827720375,0.53049855,1,42,0,1
IK,2,2,2,1,0.329715291,2.316674707,0.469954604,1,43,0,1
IK,2,2,1,1,0.882104974,0.245465287,0.482490443,2,44,0,1
IK,2,2,2,2,0.587256719,1.022229554,0.35350528,2,45,0,1
IK,1,1,2,2,0.340698396,0.505238218,0.400091555,2,46,0,1
IK,2,2,2,2,0.38780058,0.611074043,0.541256425,1,47,0,1
IK,1,1,2,2,0.481910622,0.775819459,0.376551435,1,48,0,1
IK,1,1,2,2,0.470117462,0.564061566,0.470656472,1,49,0,1
IK,1,1,1,2,1.916862667,0.857926512,1.588230402,2,0,1,1
IK,2,2,1,2,0.364272011,0.469924958,0.40007885,2,1,1,1
IK,1,1,2,1,0.317211792,0.387569961,0.800071457,2,2,1,1
IK,1,1,1,1,0.7407861,1.093305762,0.858881715,1,3,1,1
IK,2,2,2,2,0.458326227,0.598734558,0.376582236,1,4,1,1
IK,2,2,2,2,0.375983934,0.328830159,0.400054209,2,5,1,1
IK,1,1,1,1,0.61194878,0.775826389,0.658224739,2,6,1,1
IK,2,2,1,1,0.670808704,0.963487828,0.434692935,1,7,1,1
IK,2,2,2,1,0.423046848,0.352340633,0.364789461,1,8,1,1
IK,1,2,1,1,0.493646416,0.375819921,0.423607034,2,9,1,0
IK,1,1,2,1,0.835399732,0.999303137,1.340610999,2,10,1,1
IK,2,2,2,2,0.352507341,0.328634575,0.411853144,2,11,1,1
IK,1,1,1,1,0.528974306,0.516946676,1.364707069,2,12,1,1
IK,2,2,1,1,0.36422427,0.76405248,0.56479924,1,13,1,1
IK,1,2,1,1,1.681810674,0.622870669,1.87141486,1,14,1,0
IK,2,2,1,1,0.411335309,0.764155277,0.611834048,1,15,1,1
IK,1,1,1,2,0.823065251,0.458142193,0.976486831,2,16,1,1
IK,1,1,2,2,0.246572953,0.222924647,0.411846599,2,17,1,1
IK,2,1,1,2,0.670107991,2.89315276,0.435383254,2,18,1,0
IK,2,2,1,1,1.763475354,0.364749035,0.635365312,1,19,1,1
IK,1,1,1,1,0.29301254,0.705838983,0.353029796,2,20,1,1
IK,2,2,2,1,0.458388983,0.458120248,0.376592631,2,21,1,1
IK,2,2,1,1,0.316607716,0.328711577,0.764736253,2,22,1,1
IK,1,1,1,1,1.140694777,0.434639419,0.341805677,1,23,1,1
IK,1,1,1,1,0.529605333,1.352217431,0.587624401,1,24,1,1
IK,1,1,1,2,0.28122785,0.741304705,0.588298934,1,25,1,1
IK,2,2,2,2,0.316891081,0.292948244,0.412079529,1,26,1,1
IK,1,1,2,1,0.423076879,0.25819825,0.529474815,1,27,1,1
IK,2,2,2,1,0.294450543,0.646375753,0.775722437,2,28,1,1
IK,2,2,2,2,0.375987399,0.352346023,0.588278528,2,29,1,1
IK,1,1,2,2,0.398857991,0.376445943,0.647118047,2,30,1,1
IK,2,2,1,2,0.576683262,0.351570233,1.046414561,1,31,1,1
IK,2,2,1,2,0.470136712,0.305252694,0.600089399,1,32,1,1
IK,1,1,1,2,0.575987938,0.469985019,0.576496918,1,33,1,1
IK,1,1,2,1,0.293642027,0.799264482,0.894183424,1,34,1,1
IK,2,2,2,1,0.305427487,0.540532611,0.341261661,2,35,1,1
IK,1,1,1,1,0.976042148,0.304181603,0.611820958,2,36,1,1
IK,2,2,1,1,0.787972601,0.599074134,0.623632983,1,37,1,1
IK,1,1,2,1,0.270153114,0.24638738,0.341282067,1,38,1,1
IK,2,2,2,1,0.234837544,0.269989485,0.353030181,1,39,1,1
IK,2,2,2,1,0.270109608,0.29351305,0.341299777,2,40,1,1
IK,2,2,2,1,0.281891603,0.493468158,0.764687742,2,41,1,1
IK,1,1,1,2,0.823163043,1.128861191,1.200470248,2,42,1,1
IK,2,2,1,2,0.681869195,0.42291171,0.505999762,2,43,1,1
IK,1,1,1,1,0.728935959,0.811091138,0.505939316,1,44,1,1
IK,1,1,2,1,0.328270358,0.328889065,1.082379638,1,45,1,1
IK,1,1,1,2,0.269924034,0.328732367,0.341482656,1,46,1,1
IK,2,2,2,1,0.37602051,0.422874365,1.070573773,2,47,1,1
IK,1,2,2,1,0.528994711,0.234694321,1.670567689,1,48,1,0
IK,2,1,1,1,0.340755762,0.564051171,0.411847369,2,49,1,0
IK,2,2,1,1,1.599231602,0.469108743,2.435244651,2,0,2,1
IK,1,1,2,1,0.481891757,0.434657515,1.305900661,2,1,2,1
IK,1,1,2,2,0.704751337,0.717631758,0.329493142,2,2,2,1
IK,2,2,1,1,0.458314292,0.364089132,0.305994603,1,3,2,1
IK,2,2,2,1,0.316923807,0.340051968,0.847371921,1,4,2,1
IK,1,1,1,1,1.034770399,1.481615706,0.635392263,2,5,2,1
IK,1,1,2,1,0.445548218,0.282693958,0.035484973,2,6,2,1
IK,2,2,2,1,0.328941426,0.246398545,1.564702218,1,7,2,1
IK,1,1,2,2,0.269230636,0.670829494,0.776507852,1,8,2,1
IK,2,1,1,1,0.540688539,0.575831626,0.458907973,1,9,2,0
IK,1,1,2,2,0.25896403,0.245767903,0.317115925,1,10,2,1
IK,2,2,2,2,1.058287803,0.352290967,1.529812082,2,11,2,1
IK,2,2,2,2,0.246585274,0.258136264,0.38831187,2,12,2,1
IK,2,2,2,2,0.246595284,0.317016593,0.376567221,1,13,2,1
IK,1,1,2,2,0.281959364,0.363920114,0.389026443,1,14,2,1
IK,1,1,2,1,0.234658901,0.28172605,0.341027192,1,15,2,1
IK,2,1,1,1,0.776043534,0.669850036,0.376549895,1,16,2,0
IK,2,1,1,1,0.387859486,0.411081975,0.329369169,1,17,2,0
IK,1,1,2,1,0.247219381,0.304623207,0.317047779,2,18,2,1
IK,1,1,1,2,0.352455365,0.72874384,0.506003997,2,19,2,1
IK,2,2,2,1,0.223074415,0.281103108,0.353003616,2,20,2,1
IK,1,1,2,1,0.258349173,0.446490331,0.694143615,1,21,2,1
IK,1,2,1,1,0.681939267,1.22285188,1.517624289,1,22,2,0
IK,1,1,2,1,0.29430655,1.081693555,0.375928493,1,23,2,1
IK,1,1,2,1,0.257303493,0.258872013,0.341558887,2,24,2,1
IK,2,2,1,1,0.952427722,0.410271149,0.38831957,2,25,2,1
IK,2,2,1,1,0.999352418,0.399360811,0.682485977,1,26,2,1
IK,2,2,1,2,0.305500254,0.293405248,0.387479869,1,27,2,1
IK,1,1,2,2,0.423095359,0.316975783,0.329474661,1,28,2,1
IK,2,1,1,1,1.64651705,0.434635569,0.776512858,1,29,2,0
IK,2,2,2,2,0.399518279,0.364032921,0.306018858,2,30,2,1
IK,2,2,2,2,0.3406803,0.434718346,1.235306098,2,31,2,1
IK,2,2,1,1,1.199389147,0.363893164,1.541386173,2,32,2,1
IK,2,2,1,2,0.917708914,0.669942823,0.399499413,2,33,2,1
IK,2,2,1,1,0.446593128,0.328831314,0.788303708,1,34,2,1
IK,1,2,1,1,0.646704164,0.857965013,0.294187583,1,35,2,0
IK,1,1,1,2,0.446590818,1.387537235,0.282449478,1,36,2,1
IK,1,1,2,1,0.823049851,0.305220738,0.447108653,1,37,2,1
IK,1,1,2,1,0.528921945,0.305218428,0.364819491,1,38,2,1
IK,1,1,1,1,2.505280953,0.458254615,1.776402745,2,39,2,1
IK,2,2,2,2,0.328927566,0.540604993,0.576543889,2,40,2,1
IK,2,2,1,1,0.493638716,0.611079434,0.623611423,1,41,2,1
IK,1,1,1,2,0.433992992,0.364891488,1.411769598,1,42,2,1
IK,1,2,1,1,0.564239439,0.457198925,0.470677263,1,43,2,0
IK,1,1,2,1,0.212176012,0.257505622,0.316809074,1,44,2,1
IK,2,2,2,1,0.293662817,0.352147359,0.317827804,2,45,2,1
IK,2,2,1,1,3.622838328,0.575820075,0.058933075,1,46,2,1
IK,1,1,2,1,0.658357951,0.493413102,0.070695435,1,47,2,1
IK,2,2,1,1,0.340761537,0.434600919,0.247152774,1,48,2,1
IK,1,1,2,2,0.293170778,0.434866189,0.294646511,2,49,2,1
IK,2,2,1,2,1.069853424,0.528605084,0.294253419,2,0,3,1
IK,1,1,2,1,0.352583188,0.269984865,0.341642434,1,1,3,1
IK,1,1,2,1,0.623066252,1.116965618,0.411801168,2,2,3,1
IK,2,2,1,2,0.670101446,0.975783423,0.670668946,2,3,3,1
IK,2,2,2,2,0.306471242,0.446376754,0.363764571,2,4,3,1
IK,1,1,2,2,0.528278212,0.611754736,0.023626746,2,5,3,1
IK,2,2,1,2,0.481880592,0.44642642,0.434719886,1,6,3,1
IK,1,1,2,2,0.328906775,0.470007735,0.3883265,1,7,3,1
IK,2,1,1,1,0.752458368,0.481698483,0.329470041,1,8,3,0
IK,1,1,2,1,0.305174537,0.293497264,0.788516617,1,9,3,1
IK,1,1,1,1,0.446908834,1.304963553,0.270661323,2,10,3,1
IK,2,1,1,1,0.598861995,0.717633298,0.011893262,2,11,3,0
IK,1,1,2,1,0.470116307,0.41107928,0.600100949,2,12,3,1
IK,1,1,1,2,1.15239284,0.458119478,1.470626827,1,13,3,1
IK,2,2,2,1,0.258353408,0.351339229,0.3765472,1,14,3,1
IK,2,1,1,2,0.340735741,1.116993724,1.094111582,2,15,3,0
IK,2,2,1,1,0.399509809,1.528687475,0.282458334,2,16,3,1
IK,2,1,2,1,0.34069031,0.846416332,0.458846757,2,17,3,0
IK,1,1,2,2,0.69364657,0.32811443,0.353015166,2,18,3,1
IK,1,1,1,1,0.352446895,0.91700512,0.588340129,1,19,3,1
