Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition
23,3,2,2,0.79158,0.61936,Small
23,6,2,3,0.89751,0.78482,Small
23,1,1,3,0.16777,0.46794,Small
23,1,1,3,0.25789,0.39499,Small
23,7,2,2,0.66775,0.38027,Small
23,4,1,2,0.62289,0.47349,Small
23,5,1,3,0.33867,0.81358,Small
23,7,2,2,0.43518,0.4048,Small
23,6,2,2,0.35784,0.33095,Small
23,5,2,3,0.58695,0.086648,Small
23,1,1,3,0.81333,0.40862,Small
23,4,2,2,0.41007,0.78107,Small
23,2,1,3,0.25807,1.2192,Small
23,5,1,2,0.75812,0.66741,Small
23,2,1,3,0.73004,0.40054,Small
23,3,2,2,0.54397,0.47784,Small
23,2,1,3,0.40799,0.41916,Small
23,7,2,2,0.32408,0.30641,Small
23,1,1,3,1.2608,0.43026,Small
23,4,2,2,0.49571,0.49548,Small
23,1,1,3,0.32133,0.5996,Small
23,2,1,3,0.060397,0.48528,Small
23,3,2,1,0.50467,0.12776,Small
23,6,2,2,0.49037,0.20975,Small
23,3,1,1,0.32997,0.47973,Small
23,1,1,3,0.13776,0.79129,Small
23,7,2,2,0.517,0.85934,Small
23,4,1,3,0.65092,0.59605,Small
23,5,1,2,0.78987,0.60344,Small
23,2,1,3,0.14613,0.51184,Small
23,5,2,3,1.0747,0.70736,Small
23,5,2,1,0.63354,0.35559,Small
23,1,1,3,0.53812,0.43985,Small
23,1,1,3,0.37525,0.33951,Small
23,4,2,2,0.56152,0.2306,Small
23,7,2,2,0.30918,0.26818,Small
23,6,2,1,0.51373,0.30433,Small
23,2,1,1,0.82105,0.3519,Small
23,6,2,2,0.33585,0.51753,Small
23,1,1,3,0.70346,0.64677,Small
23,6,2,1,0.41117,1.0942,Small
23,2,1,2,0.52861,0.31098,Small
23,6,2,3,0.37497,0.32338,Small
23,6,2,2,0.56138,0.10248,Small
23,7,2,3,0.39055,0.18624,Small
23,3,1,2,0.51528,0.52997,Small
23,4,2,1,0.6173,0.14795,Small
23,4,1,2,1.0212,1.0398,Small
23,3,1,3,0.55289,1.3741,Small
23,2,1,3,0.61263,1.24,Small
23,3,2,2,0.60821,0.54744,Small
23,7,2,3,0.37321,0.53753,Small
23,7,2,3,0.33817,0.44785,Small
23,2,1,2,0.5772,0.74984,Small
23,4,1,1,0.43316,0.57907,Small
23,5,2,1,0.67187,0.80835,Small
23,1,1,3,0.34409,0.58975,Small
23,5,2,2,0.44327,0.38907,Small
23,3,1,3,0.097842,0.71285,Small
23,6,2,3,0.49121,0.53101,Small
23,5,2,1,0.62112,0.58367,Small
23,6,2,2,0.34272,0.45284,Small
23,6,1,2,0.69898,0.94619,Small
23,7,2,3,0.37309,0.4335,Small
23,3,1,2,0.67804,0.26266,Small
23,5,2,2,0.88478,0.74077,Small
23,4,1,2,0.45767,0.65891,Small
23,3,1,3,0.40247,0.79765,Small
23,7,2,2,0.62058,1.0071,Small
23,5,1,3,0.57058,1.0629,Small
23,2,2,1,0.91821,0.66091,Small
23,1,1,3,0.72821,0.45488,Small
23,7,2,3,0.18222,0.36964,Small
23,4,1,3,0.42051,0.78284,Small
23,3,1,2,0.91169,0.25505,Small
23,4,1,2,0.69439,0.61438,Small
23,7,2,3,0.29054,0.41802,Small
23,5,2,1,0.37153,0.65611,Small
23,4,1,1,0.5875,0.24741,Small
23,2,1,3,0.36276,0.40775,Small
23,3,1,3,0.65666,0.41773,Small
23,1,NaN,NaN,NaN,NaN,Small
23,3,1,2,1.2461,1.1602,Small
23,2,1,3,0.97343,0.81826,Small
23,6,2,1,0.53939,0.66513,Small
23,1,1,3,0.45628,0.50026,Small
23,1,1,3,0.65085,0.47034,Small
23,7,2,3,0.36306,0.3761,Small
23,2,2,2,0.96877,0.57341,Small
23,2,1,3,0.7429,0.42093,Small
23,5,2,3,0.67828,0.07889,Small
23,2,1,3,1.1085,0.63602,Small
23,6,2,1,0.54877,0.6821,Small
23,7,2,2,0.83357,0.64347,Small
23,1,1,3,0.91429,0.53705,Small
23,3,2,1,0.85399,0.86327,Small
23,4,2,2,0.27169,0.50401,Small
23,2,1,2,0.38155,0.36942,Small
23,1,1,3,0.35061,0.40381,Small
23,2,2,2,0.75679,0.71406,Small
23,6,2,1,0.55723,0.57036,Small
23,5,1,1,0.71808,0.8369,Small
23,5,1,1,0.68968,0.26578,Small
23,1,1,2,0.40025,0.21152,Small
23,7,2,3,0.20259,0.41359,Small
23,1,1,3,0.29482,0.54256,Small
23,4,1,2,0.48945,0.39323,Small
23,6,2,1,1.0404,0.44287,Small
23,2,1,2,0.56963,0.11822,Small
23,1,1,2,0.78261,0.58655,Small
23,7,2,3,0.80574,0.41694,Small
23,5,2,2,0.60857,0.31588,Small
23,3,1,1,0.99444,0.67853,Small
23,3,1,1,0.6271,0.68575,Small
23,4,2,2,0.83062,0.44859,Small
23,4,2,2,0.42691,0.7412,Small
23,3,1,2,0.010703,0.66152,Small
23,1,1,3,0.38978,0.80154,Small
23,6,2,2,0.84644,0.52039,Small
23,4,2,2,1.1623,0.63186,Small
23,6,2,3,0.38773,0.31151,Small
23,3,1,2,1.0356,0.7017,Small
23,5,2,1,1.2479,0.33736,Small
23,7,2,3,0.74724,0.31242,Small
23,2,1,2,0.39864,0.59362,Small
23,7,2,3,0.29506,0.29475,Small
23,3,2,2,0.63016,0.40864,Small
23,4,2,2,0.39945,0.27451,Small
23,6,2,3,0.21566,0.28208,Small
23,4,1,1,0.3234,0.45793,Small
23,5,1,1,0.58584,0.92578,Small
23,1,1,3,0.00049854,0.83502,Small
23,2,2,1,0.77815,0.30288,Small
23,6,2,3,0.39063,0.33037,Small
23,4,1,1,0.51218,0.5435,Small
23,4,2,2,0.39917,0.41009,Small
23,4,1,2,0.29229,0.21207,Small
23,5,2,3,0.16195,0.30295,Small
23,3,1,3,0.39927,0.27442,Small
23,3,2,2,0.87692,0.34169,Small
23,2,1,3,0.26023,0.31736,Small
23,2,2,1,0.66241,0.24782,Small
23,6,1,1,0.73807,0.22406,Small
23,7,2,2,0.64652,0.25619,Small
23,7,2,2,0.52233,0.1687,Small
23,6,2,3,0.37685,0.23725,Small
23,5,2,2,0.31199,0.19095,Small
23,2,2,2,0.45102,0.30018,Small
23,5,2,2,0.61107,0.26239,Small
23,1,1,3,0.00049174,0.52096,Small
23,5,2,2,0.32652,0.41283,Small
23,3,1,3,0.36016,0.50932,Small
23,1,1,3,0.40487,0.52796,Small
23,7,2,2,0.54922,0.37834,Small
23,7,2,3,0.32699,0.4534,Small
23,7,2,2,0.30943,0.34058,Small
23,7,2,3,0.33253,0.33021,Small
23,3,1,1,0.42884,0.54339,Small
23,3,1,2,0.40406,0.23131,Small
23,6,2,1,0.67594,0.70847,Small
23,6,1,3,0.73339,0.45939,Small
23,1,1,3,0.016869,0.46702,Small
23,5,1,2,1.009,0.30847,Small
23,4,2,1,0.96788,0.37265,Small
23,2,1,3,0.38661,0.27827,Small
23,4,1,3,0.85736,0.34676,Small
23,6,2,1,0.92679,0.62154,Small
23,5,1,2,0.6303,0.34432,Small
23,3,2,2,0.40798,0.27532,Small
23,5,2,3,0.99667,1.3649,Big
23,2,1,2,0.78485,1.3649,Big
23,6,2,1,0.73329,1.3389,Big
23,5,1,1,1.4275,1.2066,Big
23,3,1,3,0.95081,0.97215,Big
23,1,1,3,0.59461,0.75977,Big
23,7,2,2,0.75608,0.94731,Big
23,1,1,2,1.0778,0.75869,Big
23,1,1,3,1.0383,0.93632,Big
23,1,1,3,1.169,0.94182,Big
23,2,2,1,1.1407,0.89079,Big
23,6,2,3,0.69445,0.6384,Big
23,4,2,2,0.9659,0.83459,Big
23,2,1,1,0.73193,1.1299,Big
23,5,2,3,0.7545,0.57568,Big
23,2,1,2,1.1955,0.92704,Big
23,5,2,2,0.85884,0.98206,Big
23,2,1,1,0.56046,0.92399,Big
23,1,1,2,0.94211,0.62801,Big
23,7,2,1,0.79891,1.0341,Big
23,6,1,2,1.3023,1.1497,Big
23,2,1,3,0.68463,0.57079,Big
23,7,2,3,0.55922,0.96431,Big
23,4,2,1,0.9713,0.87994,Big
23,2,1,3,1.0116,0.48697,Big
23,3,1,3,1.1024,0.66176,Big
23,7,2,2,0.55346,0.63854,Big
23,3,1,2,0.58891,0.45722,Big
23,4,1,3,0.97212,0.64873,Big
23,4,1,3,0.84893,0.66629,Big
23,6,2,2,0.66454,1.073,Big
23,5,2,1,0.69687,0.85598,Big
23,7,2,1,0.5995,1.2188,Big
23,1,1,2,0.73351,0.94747,Big
23,5,1,1,0.75824,0.81174,Big
23,6,2,1,0.67731,0.78199,Big
23,7,2,2,0.47837,0.6709,Big
23,1,1,3,0.54329,0.48664,Big
23,1,1,3,0.70659,0.66593,Big
23,3,1,3,0.67986,0.47333,Big
23,4,2,1,0.5704,1.1028,Big
23,4,1,2,0.71658,0.48333,Big
23,3,1,2,0.50722,0.52252,Big
23,5,2,1,0.38773,0.47154,Big
23,6,2,1,0.55382,0.44689,Big
23,3,1,2,0.8668,0.5396,Big
23,3,1,3,0.62644,0.77293,Big
23,3,1,3,0.35124,0.66834,Big
23,3,1,2,0.44722,0.41649,Big
23,6,2,3,0.59963,0.83475,Big
23,7,2,3,0.87263,0.89711,Big
23,6,1,2,0.51618,0.60271,Big
23,5,1,1,0.30991,1.2275,Big
23,4,1,2,0.70443,0.80777,Big
23,4,1,2,0.81528,0.44982,Big
23,4,2,3,0.51608,1.1546,Big
23,5,2,1,0.69356,0.70944,Big
23,5,1,1,0.69418,0.78228,Big
23,4,2,3,0.60534,0.78472,Big
23,6,2,2,1.0475,0.46494,Big
23,3,2,3,0.88435,1.2683,Big
23,1,1,3,0.93744,0.67949,Big
23,7,2,2,0.45157,0.63664,Big
23,1,1,2,1.1157,0.86841,Big
23,2,1,3,0.86654,0.40336,Big
23,1,1,2,0.79739,0.84874,Big
23,6,2,3,0.581,0.95282,Big
23,6,2,1,0.57184,0.49622,Big
23,2,1,2,0.75618,0.88139,Big
23,7,2,3,0.58168,0.31347,Big
23,2,1,1,0.98831,0.63246,Big
23,2,1,3,0.78323,0.90702,Big
23,3,2,2,0.33191,0.83374,Big
23,7,2,1,0.64464,0.44666,Big
23,1,1,3,0.78482,0.97274,Big
23,4,1,1,0.74503,0.67914,Big
23,3,1,1,0.84317,0.63923,Big
23,2,1,3,0.90005,0.9313,Big
23,5,2,1,0.66983,0.3824,Big
23,4,1,2,0.97719,0.35825,Big
23,5,1,2,0.53345,0.69695,Big
23,7,2,3,0.33129,1.0248,Big
23,6,2,2,0.36581,0.47435,Big
23,7,1,1,0.79811,0.55356,Big
23,7,2,3,0.5216,0.63108,Big
23,1,1,2,0.62874,0.71923,Big
23,2,1,1,0.71551,0.67427,Big
23,4,1,2,0.79247,0.46044,Big
23,6,2,2,0.68447,0.34837,Big
23,4,2,2,0.37592,0.32425,Big
23,3,1,3,0.57305,0.46563,Big
23,2,2,2,0.72111,0.33566,Big
23,6,2,1,0.6011,0.33226,Big
23,7,2,3,0.60873,0.36394,Big
23,7,2,3,0.49711,0.32814,Big
23,4,1,1,0.79147,0.40369,Big
23,2,1,3,0.3557,0.31281,Big
23,2,1,2,0.97127,0.29614,Big
23,3,1,2,0.51821,0.94878,Big
23,6,2,2,0.26978,0.542,Big
23,3,1,2,1.1899,0.64219,Big
23,6,1,2,0.88701,0.48704,Big
23,7,2,2,0.40664,0.3776,Big
23,7,2,3,0.7138,0.34433,Big
23,4,2,1,0.63821,0.50422,Big
23,7,2,3,0.38304,0.7548,Big
23,1,1,3,0.63478,0.85251,Big
23,3,1,3,0.84863,0.86598,Big
23,1,1,3,0.84193,0.72392,Big
23,1,1,2,0.62353,0.43394,Big
23,3,2,1,0.48144,0.64134,Big
23,5,1,1,0.93546,0.94947,Big
23,6,2,2,0.80318,0.82262,Big
23,6,1,2,1.0259,0.75661,Big
23,5,1,2,0.63224,0.29013,Big
23,7,2,2,0.38404,0.36383,Big
23,5,1,2,1.2937,0.92579,Big
23,4,1,2,0.5442,0.4541,Big
23,1,1,3,0.33738,0.43915,Big
23,5,1,2,0.52232,0.73692,Big
23,1,1,3,0.44805,0.57742,Big
23,1,1,3,0.48003,0.37649,Big
23,2,1,1,0.52842,0.75913,Big
23,5,2,1,1.0062,0.8977,Big
23,7,2,2,0.41476,0.34512,Big
23,4,2,1,0.70242,0.76582,Big
23,5,1,2,0.76454,0.4172,Big
23,5,2,3,0.64167,0.29148,Big
23,6,2,3,0.35784,0.25884,Big
23,2,1,3,0.23718,0.29494,Big
23,5,2,2,0.87436,0.39497,Big
23,6,1,2,0.42635,1.0769,Big
23,4,2,2,0.39003,0.72155,Big
23,7,2,1,0.84835,0.30566,Big
23,1,1,3,0.2438,0.33335,Big
23,7,2,2,0.34159,0.27532,Big
23,2,1,3,0.12394,0.45025,Big
23,1,1,3,0.0037652,0.49473,Big
23,1,1,3,0.2549,0.30379,Big
23,3,1,2,0.45313,0.30223,Big
23,3,2,1,0.71546,0.57808,Big
23,2,1,3,0.20933,0.2443,Big
23,5,1,3,0.76211,0.68736,Big
23,2,1,3,0.43502,0.27677,Big
23,4,2,3,0.24406,0.66181,Big
23,6,2,2,0.45795,0.29114,Big
23,3,1,3,0.92919,0.68784,Big
23,4,2,3,0.55623,0.37727,Big
23,5,2,1,0.57315,0.40975,Big
23,5,1,2,0.77122,0.32777,Big
23,5,1,3,0.92983,0.6078,Big
23,7,2,3,0.25113,0.33219,Big
23,6,2,2,0.30012,0.29914,Big
23,3,1,3,0.20264,0.34972,Big
23,7,2,3,0.29848,0.49752,Big
23,1,1,3,0.083608,0.27532,Big
23,3,2,2,0.32665,0.349,Big
23,4,1,2,0.45431,0.24738,Big
23,4,1,3,0.73003,0.24071,Big
23,6,2,2,0.77478,0.31534,Big
23,2,1,3,0.37267,0.20106,Big
23,4,1,1,0.80712,0.31452,Big
23,3,1,1,0.40114,0.26831,Big
23,1,1,3,0.62631,0.26101,Big
23,6,2,2,0.43498,0.29277,Big
23,2,1,2,0.39049,0.090226,Big
23,2,1,3,0.28635,0.27007,Big
23,3,1,3,0.35128,0.26839,Big
23,7,2,3,0.57256,0.64108,Big
23,3,1,3,0.67008,0.31045,Big
23,7,2,2,0.37523,0.4117,Big
23,1,1,3,0.71984,0.56631,Big
23,4,2,1,0.9851,0.35721,Big
23,1,1,2,0.35385,0.59889,Big
23,7,2,2,0.29937,0.46627,Big
23,1,1,3,0.2892,0.32875,Big
23,5,2,1,0.70306,0.90228,Big
23,1,1,3,0.18177,0.9455,Big
23,5,2,3,0.35502,0.41591,Big
23,1,1,3,0.49263,0.34037,Big
23,2,1,2,1.0626,0.30338,Big
23,2,1,2,0.40193,0.2932,Big
23,3,1,2,0.54266,0.30038,Big
23,6,2,3,0.35095,0.33192,Big
23,3,1,2,0.67291,0.82551,Big
23,7,2,3,0.54491,0.60666,Big
23,4,1,1,0.59993,0.69148,Big
23,2,1,2,0.9166,0.24351,Big
23,5,1,2,1.0098,0.50937,Big
23,3,1,3,0.87179,0.52034,Big
23,7,2,2,0.98519,0.18132,Big
23,6,2,1,0.88151,0.4015,Big
23,1,1,3,0.43053,0.37627,Big
23,4,2,2,0.36909,0.21355,Big
23,4,1,2,0.21833,0.56471,Big
23,6,2,3,0.35533,0.20837,Big
23,4,1,2,0.62779,0.24631,Big
23,3,1,3,0.1485,0.28948,Big
23,2,1,3,0.12742,0.34967,Big
23,4,1,2,0.58028,0.52833,Big
23,6,2,2,0.42513,0.49161,Big
23,2,1,2,0.25288,0.81392,Big
23,3,2,2,0.77548,1.0761,Big
23,4,1,1,0.74354,0.56547,Big
23,5,2,1,0.86619,0.22692,Big
23,1,1,3,0.74535,0.25528,Big
23,1,1,3,0.37274,0.22523,Big
23,5,1,1,0.7484,0.24205,Big
23,4,2,3,0.4073,0.33019,Big
23,7,2,2,0.44708,0.15226,Big
23,2,1,3,0.00049422,0.28437,Big
23,1,1,3,0.81911,0.70979,Big
23,1,1,2,0.38931,0.21702,Big
23,3,1,2,0.65488,0.61608,Big
23,5,2,3,0.097526,0.28025,Big
23,5,2,2,0.32984,0.17629,Big
23,4,2,3,0.22741,0.3977,Big
23,6,2,2,0.35243,0.30161,Big
23,2,1,3,0.21553,0.28176,Big
23,1,1,3,0.33177,0.35358,Big
23,3,1,2,0.52976,0.13644,Big
23,3,1,1,0.57739,0.23811,Big
23,7,2,3,0.30244,0.42143,Big
23,5,1,1,0.83774,0.44777,Big
23,1,1,3,0.027169,0.50153,Big
23,2,1,2,0.75372,0.28706,Big
23,2,1,3,0.63976,0.38569,Big
23,7,2,2,0.34622,0.59198,Big
23,3,2,1,0.55088,0.21228,Big
23,6,2,2,0.52121,0.37561,Big
23,4,1,2,0.32827,0.15866,Big
23,7,2,3,0.38927,0.29699,Big
23,5,2,3,0.12214,0.26435,Big
23,4,1,2,0.69819,0.12159,Big
23,3,2,3,0.85956,0.23681,Big
23,2,1,2,0.52953,0.83219,Big
23,6,1,1,0.75945,0.92486,Big
23,6,2,2,1.0003,0.32368,Big
23,7,2,1,1.0862,0.23039,Big
23,3,1,2,0.42291,0.28143,Big
23,5,1,2,0.84131,0.45136,Big
23,4,1,3,0.3295,0.59179,Big
23,6,2,1,0.31137,0.33443,Big
23,5,1,1,0.92119,0.31992,Big
23,2,1,2,0.42232,0.16092,Big
23,6,2,2,0.37758,0.38199,Big
23,5,2,2,0.85283,0.9662,Big
23,6,2,2,1.0861,0.45421,Big
23,6,1,1,0.73559,0.42167,Big
23,2,1,3,0.32209,0.29653,Big
23,7,2,3,0.59254,0.6044,Big
23,7,2,3,0.37257,0.32899,Big
24,1,1,3,0.0009501,0.60882,Small
24,2,1,2,0.70446,1.2476,Small
24,5,2,NaN,1.3082,NaN,Small
24,7,2,3,0.12061,1.0229,Small
24,7,2,3,0.00065226,1.0922,Small
24,1,1,3,0.75519,1.2005,Small
24,5,2,NaN,0.35625,NaN,Small
24,4,1,2,0.00057596,1.2916,Small
24,3,2,2,0.30855,0.86771,Small
24,5,2,2,0.28312,1.2187,Small
24,3,1,3,0.6005,1.3077,Small
24,3,1,3,0.42738,1.2698,Small
24,4,2,2,0.12148,1.3519,Small
24,3,2,1,1.1323,1.3945,Small
24,4,1,2,1.0487,1.3941,Small
24,2,2,1,1.2058,1.7052,Small
24,6,2,2,1.088,1.3439,Small
24,6,1,2,0.84653,1.3125,Small
24,6,2,NaN,1.0771,NaN,Small
24,4,1,2,0.36936,0.77862,Small
24,2,1,2,0.062501,1.0715,Small
24,2,1,3,1.0336,0.54758,Small
24,4,2,2,0.772,1.3526,Small
24,5,1,2,0.98299,1.4911,Small
24,5,1,2,0.41562,1.1061,Small
24,1,1,3,1.0079,0.77932,Small
24,5,2,2,0.86754,1.3641,Small
24,7,2,2,0.65441,0.99159,Small
24,2,1,3,0.36398,0.93634,Small
24,4,2,3,0.78747,1.1993,Small
24,3,1,3,0.51647,1.0029,Small
24,7,2,2,0.7874,1.1598,Small
24,4,1,2,1.4589,1.4205,Small
24,6,1,1,0.94179,1.3879,Small
24,1,1,3,1.1756,1.1725,Small
24,3,1,2,1.3633,1.7042,Small
24,6,2,1,1.417,1.4998,Small
24,6,2,3,0.85433,1.1514,Small
24,4,2,2,1.3939,1.4942,Small
24,7,2,3,0.77654,1.0452,Small
24,5,1,3,1.2835,1.7395,Small
24,3,1,2,1.3158,1.2027,Small
24,6,2,1,1.3955,1.3678,Small
24,6,1,2,0.64412,0.96613,Small
24,5,2,2,0.83835,1.0561,Small
24,1,1,3,0.76257,0.47172,Small
24,5,2,2,0.80752,1.2028,Small
24,3,1,3,0.76827,0.78882,Small
24,7,2,3,1.1931,1.1332,Small
24,1,1,3,0.72749,0.58218,Small
24,7,1,1,1.0776,1.2704,Small
24,1,1,3,0.46877,0.48536,Small
24,3,1,3,0.76282,0.92019,Small
24,7,2,1,1.7438,1.4063,Small
24,4,1,2,1.6635,0.80046,Small
24,2,1,2,1.0753,1.2121,Small
24,3,NaN,NaN,NaN,NaN,Small
24,1,1,2,1.3001,1.3718,Small
24,2,1,3,0.4097,0.46073,Small
24,2,1,3,1.1287,0.69548,Small
24,2,1,1,1.5272,0.8062,Small
24,3,1,3,0.75098,0.90827,Small
24,7,2,3,0.50001,1.0031,Small
24,4,1,3,0.67997,0.56857,Small
24,1,1,3,0.44587,0.50356,Small
24,7,2,3,0.7757,0.62037,Small
24,5,1,2,1.8198,0.84691,Small
24,2,2,1,1.8998,1.4437,Small
24,5,1,2,1.7334,0.94786,Small
24,4,1,2,0.91474,0.46545,Small
24,7,2,1,1.1499,1.0116,Small
24,5,1,2,0.77088,0.85566,Small
24,6,2,2,1.6434,0.55768,Small
24,7,2,2,1.3467,0.76821,Small
24,2,1,3,0.43807,0.37595,Small
24,6,2,2,1.4773,1.2781,Small
24,3,1,3,0.4489,0.64199,Small
24,6,1,1,1.8597,0.82961,Small
24,6,2,2,1.7611,0.68681,Small
24,1,1,3,0.25504,0.39213,Small
24,1,1,3,0.62875,0.5994,Small
24,1,1,3,0.78466,0.72468,Small
24,2,1,3,0.47231,0.59262,Small
24,4,1,2,1.2197,1.0785,Small
24,7,2,2,0.93252,0.67362,Small
24,1,1,3,0.61842,0.42091,Small
24,1,1,3,0.25422,0.39135,Small
24,3,1,2,0.81174,0.46284,Small
24,3,1,3,0.44664,0.83181,Small
24,6,2,3,0.42959,0.66323,Small
24,5,2,2,0.68792,0.55191,Small
24,6,2,2,0.3032,0.75033,Small
24,7,2,3,0.35508,0.35204,Small
24,4,1,2,0.66654,0.94719,Small
24,3,1,3,0.27066,0.39902,Small
24,4,1,3,0.44455,0.35047,Small
24,5,2,3,0.49223,0.61203,Small
24,2,1,3,0.36662,0.23513,Small
24,1,1,3,0.25122,0.22034,Small
24,5,2,1,1.2048,0.98446,Small
24,4,1,3,0.50016,0.46723,Small
24,3,2,2,1.0691,0.4699,Small
24,7,2,3,0.27275,0.39492,Small
24,2,1,2,1.1019,0.63913,Small
24,1,1,3,0.49854,0.44166,Small
24,2,1,3,0.2677,0.23605,Small
24,7,2,3,0.9441,1.094,Small
24,6,2,2,0.64131,1.021,Small
24,3,1,1,1.8391,0.29778,Small
24,5,2,2,0.60841,0.30774,Small
24,5,1,2,0.3605,0.84729,Small
24,2,1,3,0.32218,0.63264,Small
24,5,2,3,0.69548,0.62334,Small
24,5,2,3,1.1501,0.62754,Small
24,2,1,3,0.29962,0.23459,Small
24,4,1,1,1.3171,0.58815,Small
24,2,2,1,1.2375,1.0798,Small
24,2,1,3,0.33311,0.33091,Small
24,7,2,3,0.37979,0.35209,Small
24,3,1,3,0.95757,0.93889,Small
24,6,2,2,1.0939,1.414,Small
24,2,1,3,0.4165,0.48289,Small
24,1,1,3,0.41077,0.52582,Small
24,6,2,3,0.72265,0.40918,Small
24,1,1,3,1.202,0.69338,Small
24,4,1,1,1.7378,0.9522,Small
24,5,2,3,0.36306,0.36828,Small
24,6,2,2,1.1528,0.27035,Small
24,1,1,3,0.34503,0.39882,Small
24,7,2,3,0.68686,0.43871,Small
24,3,2,1,1.6542,1.1839,Small
24,3,1,2,0.76116,0.48644,Small
24,7,2,3,0.4,0.32278,Small
24,4,1,3,0.85285,0.51826,Small
24,3,2,2,1.6248,0.81189,Small
24,3,1,3,0.34778,0.47467,Small
24,3,1,3,0.87481,0.89139,Small
24,7,2,3,0.51597,0.47266,Small
24,7,2,2,0.72307,0.6417,Small
24,1,1,3,0.495,0.42282,Small
24,4,1,2,1.6849,0.85339,Small
24,1,1,3,0.26871,0.2531,Small
24,1,1,1,0.79375,0.89389,Small
24,6,2,3,0.50893,0.37198,Small
24,6,2,2,1.4565,0.66627,Small
24,7,2,3,0.32623,0.2526,Small
24,4,2,3,0.78691,0.87909,Small
24,1,1,3,0.25008,0.38697,Small
24,2,1,2,1.225,0.49026,Small
24,4,1,2,1.6194,0.86231,Small
24,4,2,3,0.3392,0.33679,Small
24,2,1,3,0.65298,0.67009,Small
24,2,1,2,1.0518,0.63726,Small
24,5,2,2,1.5102,0.62978,Small
24,5,2,3,0.29208,0.25178,Small
24,4,2,1,1.4466,0.39215,Small
24,6,2,3,0.4758,0.2921,Small
24,6,2,2,1.3028,1.0143,Small
24,6,2,3,1.172,0.32077,Small
24,5,2,2,1.0288,0.65308,Small
24,7,2,3,0.31218,0.2614,Small
24,2,1,3,0.53991,0.40986,Small
24,4,2,1,1.4566,1.0021,Small
24,5,2,3,0.40896,0.41204,Small
24,3,1,2,1.3926,0.3807,Small
24,6,2,3,0.45743,0.68258,Small
24,1,1,3,0.62785,0.44633,Small
24,7,2,3,0.30232,0.27545,Small
24,7,2,3,0.37994,0.47859,Small
24,7,2,3,0.66914,0.66963,Small
24,2,1,2,0.80217,0.58168,Small
24,3,1,3,0.30761,0.32269,Small
24,5,1,1,0.83871,1.0175,Small
24,5,2,2,0.94828,0.45759,Small
24,1,1,3,0.54167,0.40346,Small
24,3,1,3,0.22638,0.26071,Small
24,3,2,2,0.95534,0.37688,Small
24,5,2,1,1.3618,0.66148,Small
24,5,2,3,0.46458,0.33704,Small
24,3,2,1,1.3748,0.70782,Small
24,5,2,2,0.9638,0.28876,Small
24,2,1,3,0.24309,0.30094,Small
24,4,2,3,0.42879,0.39903,Small
24,3,1,3,0.34055,0.37023,Small
24,7,2,3,0.32846,0.29596,Small
24,7,2,3,0.83462,0.61248,Small
24,5,2,2,1.3036,0.34291,Small
24,3,1,2,1.3637,0.4726,Small
24,2,1,3,0.28708,0.25483,Small
24,4,2,2,0.80671,0.61014,Small
24,5,2,1,1.5155,0.6504,Small
24,2,1,3,0.23125,0.40086,Small
24,4,2,2,0.79094,0.68282,Small
24,2,1,2,0.86907,0.54165,Small
24,1,1,3,0.19777,0.20068,Small
24,7,2,3,0.21601,0.25832,Small
24,3,2,1,1.3077,0.27478,Small
24,2,1,3,0.25371,0.20685,Small
24,4,1,1,1.2081,0.8598,Small
24,5,2,2,0.88555,0.51108,Small
24,6,2,2,0.82072,0.25368,Small
24,4,1,2,1.0627,1.0484,Small
24,6,2,3,0.25598,0.21695,Small
24,6,2,3,0.34978,0.23493,Small
24,7,2,3,0.57013,0.30261,Small
24,7,2,3,0.24289,0.2142,Small
24,6,2,2,1.0771,0.54182,Small
24,5,1,2,1.1671,0.93202,Small
24,7,2,3,0.57824,0.25456,Small
24,2,1,2,1.3372,0.39138,Small
24,2,1,3,0.21693,0.26733,Small
24,6,2,3,0.32031,0.5905,Small
24,7,2,3,0.32607,0.30048,Small
24,6,1,1,1.2256,0.25249,Small
24,4,1,3,0.26764,0.21208,Small
24,3,1,3,0.24101,0.69252,Small
24,4,2,1,1.2448,0.69506,Small
24,1,1,3,0.28642,0.24613,Small
24,6,2,2,0.84409,0.46208,Small
24,6,2,3,0.38672,0.62235,Small
24,3,1,3,0.77466,0.26731,Small
24,7,2,3,0.25861,0.41159,Small
24,4,1,1,1.2472,0.6168,Small
24,4,1,2,0.71778,0.31623,Small
24,7,2,3,0.72351,0.40027,Small
24,5,2,3,0.48476,0.39651,Small
24,1,1,3,0.82467,0.4833,Small
24,2,1,1,1.476,0.38916,Small
24,1,1,2,0.54594,0.29587,Small
24,1,1,3,0.21971,0.22994,Small
24,2,1,2,1.1659,0.69869,Small
24,1,1,2,1.0096,0.32494,Small
24,4,2,1,1.3281,0.279,Small
24,4,1,1,1.8085,0.55639,Small
24,6,2,2,0.68374,0.33971,Small
24,3,1,2,1.6439,0.48784,Small
24,5,NaN,NaN,NaN,NaN,Small
24,4,1,2,0.7146,0.31934,Small
24,1,1,3,0.24533,0.21482,Small
24,7,2,2,0.67095,0.6556,Small
24,5,1,1,1.2415,0.69991,Small
24,6,2,3,0.24488,0.25441,Small
24,1,1,3,0.22656,0.22879,Small
24,2,1,2,1.3803,0.65663,Small
