Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Condition
12,4,1,3,0.2777,0.085666,Big
12,6,2,2,0.40717,0.21902,Big
12,3,2,2,0.56042,0.10144,Big
12,2,1,2,0.25592,0.33549,Big
12,7,2,3,0.31553,0.14471,Big
12,7,2,3,0.21553,0.20172,Big
12,5,2,3,0.30938,0.06068,Big
12,6,2,3,0.3053,0.2089,Big
12,5,2,3,0.33619,0.14237,Big
12,6,2,3,0.29704,0.055757,Big
12,3,1,3,0.5358,0.0033816,Big
12,2,1,3,0.28852,0.11983,Big
12,1,1,3,0.31641,0.10489,Big
12,4,1,3,0.11565,0.10665,Big
12,6,2,2,0.37651,0.13344,Big
12,4,1,3,0.42011,0.27945,Big
12,4,2,3,0.38869,0.0028881,Big
12,4,1,3,0.35496,0.17495,Big
12,1,1,3,0.3661,0.066877,Big
12,2,1,3,0.2678,0.048978,Big
12,1,1,3,0.28868,0.11326,Big
12,2,2,3,0.31231,0.055956,Big
12,7,2,3,0.32762,0.21339,Big
12,1,1,3,0.28712,0.13633,Big
12,3,2,3,0.33911,0.09541,Big
12,7,2,3,0.30155,0.17218,Big
12,7,2,3,0.33695,0.1269,Big
12,4,1,3,0.75001,0.0030635,Big
12,5,2,3,0.23904,0.12612,Big
12,3,1,3,0.30647,0.15403,Big
12,7,2,3,0.12716,0.0023064,Big
12,3,2,3,0.028794,0.07822,Big
12,7,2,3,0.0021925,0.2352,Big
12,3,1,3,0.19393,0.14178,Big
12,5,1,3,0.23925,0.14511,Big
12,1,1,3,0.47499,0.17881,Big
12,7,2,3,0.51594,0.20951,Big
12,7,2,3,0.36907,0.26927,Big
12,6,2,3,0.24905,0.16264,Big
12,4,2,3,0.29054,0.066389,Big
12,6,2,3,0.3614,0.22968,Big
12,2,1,3,0.95454,0.14444,Big
12,3,2,3,0.38289,0.17757,Big
12,4,1,3,0.40288,0.11762,Big
12,6,2,3,0.62116,0.0035962,Big
12,4,1,3,0.2306,0.10477,Big
12,7,2,3,0.37673,0.13372,Big
12,6,2,3,0.89003,0.12217,Big
12,2,1,3,0.34123,0.32245,Big
12,5,2,3,0.35871,0.091329,Big
12,2,1,3,0.32064,0.14361,Big
12,4,1,3,0.33587,0.069938,Big
12,6,2,3,0.0039498,0.011117,Big
12,5,2,3,0.35043,0.092898,Big
12,6,2,3,0.50423,0.23191,Big
12,2,1,3,0.41306,0.32885,Big
12,5,2,3,0.31109,0.18089,Big
12,3,1,3,0.34739,0.2089,Big
12,7,2,3,0.4145,0.10461,Big
12,1,1,3,0.28348,0.090927,Big
12,4,1,3,0.31735,0.15651,Big
12,5,2,3,0.29723,0.16844,Big
12,3,1,3,0.31935,0.13362,Big
12,7,2,3,0.13598,0.20439,Big
12,6,2,3,0.31701,0.17196,Big
12,6,2,3,0.50291,0.14908,Big
12,7,2,3,0.28303,0.020947,Big
12,6,2,3,0.25584,0.14621,Big
12,2,2,3,0.0037982,0.0033583,Big
12,3,2,3,0.40758,0.09068,Big
12,6,2,3,0.26074,0.20595,Big
12,6,2,3,0.30357,0.21533,Big
12,4,1,2,0.429,0.28719,Big
12,5,1,2,0.4372,0.11862,Big
12,5,2,3,0.36342,0.0033723,Big
12,5,2,3,0.34352,0.093125,Big
12,2,1,3,0.59726,0.19226,Big
12,5,1,2,0.81577,0.13631,Big
12,2,1,3,0.27707,0.016369,Big
12,1,1,3,0.0035029,0.1913,Big
12,2,1,3,0.0036307,0.2838,Big
12,3,1,3,0.32048,0.17624,Big
12,4,1,3,0.29601,0.16557,Big
12,7,2,3,0.26509,0.12157,Big
12,3,2,3,0.3076,0.12405,Big
12,1,1,3,0.15203,0.17212,Big
12,3,1,3,1.0498,0.25179,Big
12,1,1,3,0.26685,0.23562,Big
12,1,1,3,0.33506,0.077021,Big
12,6,2,3,0.84787,0.0019271,Big
12,3,1,3,0.28055,0.016849,Big
12,2,1,3,0.89128,0.16295,Big
12,1,1,3,0.27358,0.19342,Big
12,1,1,3,0.55892,0.17299,Big
12,5,2,3,0.29664,0.19141,Big
12,2,1,3,1.3166,0.22679,Big
12,4,2,3,0.2843,0.12424,Big
12,1,1,3,0.25384,0.26278,Big
12,5,2,3,0.26175,0.0033546,Big
14,1,1,3,0.34704,0.44706,Small
14,1,1,3,0.89875,0.3226,Small
14,5,2,2,0.0037143,0.29986,Small
14,7,2,3,0.72871,0.44636,Small
14,5,2,2,0.092524,0.28623,Small
14,6,2,1,0.0042447,0.38498,Small
14,3,1,3,0.10661,0.39275,Small
14,5,2,2,0.054353,0.27815,Small
14,1,1,3,0.0031587,0.21052,Small
14,4,1,3,0.0034349,0.34587,Small
14,5,2,3,0.0046534,0.06878,Small
14,7,2,3,0.0037013,0.044582,Small
14,3,1,3,0.0034335,0.0018912,Small
14,2,1,3,1.0778,0.31303,Small
14,3,1,3,0.57488,0.35072,Small
14,5,2,2,0.002417,0.39129,Small
14,2,1,3,0.033364,0.34288,Small
14,4,2,1,0.22355,0.30576,Small
14,3,2,2,0.061228,0.27145,Small
14,4,1,3,0.0019808,0.22209,Small
14,3,1,3,0.043775,0.30982,Small
14,4,1,1,0.052013,0.40673,Small
14,5,2,2,0.0049818,0.0040017,Small
14,6,2,3,0.99203,0.51485,Small
14,6,2,3,0.58042,0.27992,Small
14,4,2,1,0.28505,0.6122,Small
14,6,2,3,0.003747,0.52719,Small
14,3,1,3,0.64573,0.35986,Small
14,5,2,1,0.41169,0.27112,Small
14,7,2,3,0.16162,0.32889,Small
14,2,1,1,0.41962,0.23039,Small
14,1,1,3,0.095334,0.31664,Small
14,5,2,3,0.89154,0.084436,Small
14,7,2,3,0.52353,0.058138,Small
14,1,1,3,0.40983,0.28379,Small
14,6,2,2,0.0023153,0.12773,Small
14,4,1,3,0.1299,0.38549,Small
14,7,2,3,0.16847,0.26579,Small
14,1,1,3,0.0035179,0.38732,Small
14,4,1,1,0.22683,0.28601,Small
14,2,1,3,0.0034256,0.31876,Small
14,6,2,3,0.0034125,0.35372,Small
14,7,2,3,0.41707,0.21944,Small
14,1,1,3,0.68161,0.33013,Small
14,1,1,3,0.61236,0.25635,Small
14,2,1,3,0.40275,0.37432,Small
14,2,1,3,0.059575,0.4397,Small
14,6,2,3,0.957,0.0023894,Small
14,7,2,3,0.52181,0.32087,Small
14,5,2,3,0.37319,0.10705,Small
14,7,2,3,0.41849,0.068877,Small
14,6,2,2,0.49047,0.23539,Small
14,5,2,2,0.2923,0.4206,Small
14,2,1,3,0.44448,0.3094,Small
14,6,2,2,0.44107,0.2358,Small
14,1,1,3,0.46633,0.31414,Small
14,7,2,3,0.38989,0.072703,Small
14,4,1,1,0.39076,0.26063,Small
14,3,1,1,0.35394,0.31193,Small
14,1,1,3,0.37397,0.33765,Small
14,3,1,1,0.49494,0.33537,Small
14,4,1,2,0.0034419,0.34922,Small
14,3,1,2,1.7993,0.25143,Small
14,2,1,2,0.4507,0.21992,Small
14,4,1,1,0.51761,0.33858,Small
14,3,1,3,0.50829,0.13962,Small
14,7,2,3,0.40958,0.1711,Small
14,1,1,3,0.36539,0.32078,Small
14,7,2,3,0.33147,0.097363,Small
14,2,1,3,0.37216,0.19919,Small
14,5,2,3,0.38175,0.12357,Small
14,6,2,2,0.52934,0.12748,Small
14,7,2,3,0.36162,0.045536,Small
14,5,2,2,0.55289,0.061087,Small
14,1,1,3,0.43775,0.14344,Small
14,2,2,1,0.63253,0.073825,Small
14,2,1,3,0.34178,0.14067,Small
14,4,1,1,0.46032,0.038092,Small
14,3,1,1,0.14993,0.10805,Small
14,2,NaN,NaN,NaN,NaN,Small
14,6,2,3,0.56197,0.34143,Small
14,3,1,3,0.5769,0.42852,Small
14,4,1,1,0.74545,0.42381,Small
14,6,2,3,0.59569,0.10314,Small
14,6,NaN,NaN,NaN,NaN,Small
14,3,2,2,0.80033,0.72468,Small
14,3,1,3,0.33883,0.30555,Small
14,6,2,3,0.45948,0.30077,Small
14,2,1,3,0.45776,0.29869,Small
14,3,1,2,1.5964,0.3051,Small
14,4,1,2,0.41064,0.23783,Small
14,5,1,2,0.51094,0.34408,Small
14,1,1,3,0.38646,0.31701,Small
14,4,2,2,0.58737,0.5919,Small
14,4,1,2,0.54626,0.27312,Small
14,2,1,2,0.64176,0.30844,Small
14,3,1,3,0.38467,0.23654,Small
14,7,2,3,0.39569,0.28152,Small
14,2,1,3,0.75331,0.29341,Small
14,1,1,3,0.52581,0.12397,Small
14,5,2,3,0.75761,0.17379,Small
14,4,2,2,0.68344,0.27575,Small
14,4,1,1,1.2549,0.36084,Small
14,3,1,3,0.59819,0.20451,Small
14,1,1,3,0.49293,0.23651,Small
14,7,2,3,0.43596,0.16542,Small
14,1,1,3,0.47437,0.050034,Small
14,2,1,3,0.48915,0.15253,Small
14,4,2,1,0.9232,0.35602,Small
14,7,2,3,0.36981,0.20658,Small
14,2,1,2,0.81683,0.63386,Small
14,6,2,2,0.42891,0.17434,Small
14,1,1,3,0.49818,0.28877,Small
14,5,2,2,0.68926,0.073639,Small
14,3,1,1,0.4787,0.55279,Small
14,4,1,1,0.0034993,0.12004,Small
14,1,1,3,0.37628,0.093215,Small
14,7,2,3,0.33553,0.0033775,Small
14,6,2,3,0.31584,0.04398,Small
14,2,1,3,0.41212,0.06279,Small
14,7,2,3,0.33793,0.072035,Small
14,1,1,3,0.4123,0.038083,Small
14,2,1,1,0.49149,0.24327,Small
14,5,2,3,0.98154,0.264,Small
14,7,2,3,0.34542,0.023239,Small
14,4,2,1,0.70151,0.38773,Small
14,5,2,2,0.76861,0.11823,Small
14,5,2,2,0.71195,0.0027706,Small
14,2,1,3,0.26858,0.16613,Small
14,6,2,2,0.56083,0.0020013,Small
14,1,1,3,0.34231,0.027583,Small
14,6,2,3,0.42213,0.0034573,Small
14,1,1,3,0.43796,0.070766,Small
14,3,1,1,0.40492,0.21727,Small
14,6,2,3,0.47768,0.045417,Small
14,6,2,3,0.30462,0.018479,Small
14,4,1,1,0.4423,0.34875,Small
14,2,1,3,0.39003,0.060431,Small
14,5,2,2,0.69325,0.077087,Small
14,6,2,3,0.29794,0.011022,Small
14,3,1,1,0.45636,0.32214,Small
14,3,1,3,0.38633,0.10088,Small
14,7,2,3,0.31245,0.0018212,Small
14,3,1,2,0.29903,0.24519,Small
14,4,2,1,0.83098,0.23283,Small
14,7,2,3,0.3497,0.0033435,Small
14,6,2,1,0.63227,0.24891,Small
14,5,2,3,0.35011,0.0028018,Small
14,1,1,3,0.37429,0.20221,Small
14,7,2,3,0.28092,0.0033518,Small
14,5,2,2,0.47674,0.077203,Small
14,5,2,2,0.07202,0.0019645,Small
14,6,2,3,0.47415,0.041884,Small
14,5,2,2,0.46806,0.0019747,Small
14,2,1,3,0.0044024,0.32003,Small
14,4,1,3,0.0035949,0.026555,Small
14,1,1,3,0.36109,0.079103,Small
14,5,2,3,0.33427,0.0033439,Small
14,2,1,1,1.38,0.4561,Small
14,7,2,3,0.30104,0.2918,Small
14,6,2,1,0.39608,0.23095,Small
14,4,1,1,0.48037,0.27253,Small
14,3,1,3,0.049395,0.24893,Small
14,2,1,3,0.0035898,0.33479,Small
14,1,1,3,0.4515,0.13336,Small
14,3,2,1,0.61417,0.16123,Small
14,7,2,3,0.36546,0.22814,Small
14,7,2,3,0.59836,0.25838,Small
14,4,NaN,NaN,NaN,NaN,Small
14,7,2,3,0.71833,0.69163,Small
14,2,1,1,0.65389,0.7114,Small
14,5,2,3,0.47857,0.35928,Small
14,2,1,3,0.48787,0.36011,Small
14,6,2,3,0.3842,0.27667,Small
14,6,2,2,0.54125,0.2451,Small
14,1,1,3,0.40346,0.23863,Small
14,5,2,2,0.51633,0.088241,Small
14,3,2,1,0.82159,0.28932,Small
14,3,1,3,0.29787,0.17469,Small
14,6,2,3,0.17758,0.13356,Small
14,4,2,2,0.78398,0.17205,Small
14,7,2,3,0.16966,0.23599,Small
14,5,2,3,0.49599,0.33578,Small
14,1,1,3,0.36307,0.1202,Small
14,2,1,3,0.39845,0.017901,Small
14,4,2,1,0.68264,0.099428,Small
14,2,1,2,0.43652,0.10541,Small
14,6,2,3,0.35979,0.0036658,Small
14,3,1,3,0.36244,0.097111,Small
14,1,1,3,0.32833,0.022083,Small
14,1,1,3,0.37296,0.0013468,Small
14,5,2,2,0.34867,0.0026302,Small
14,2,2,1,0.50039,0.028862,Small
14,3,1,2,0.46384,0.0040208,Small
14,5,2,3,0.22383,0.0033654,Small
14,7,2,3,0.45506,0.0097756,Small
14,1,1,3,0.41557,0.024944,Small
14,3,2,1,0.62218,0.11275,Small
14,2,2,1,0.69319,0.029788,Small
14,2,1,1,0.84227,0.0025854,Small
14,7,2,3,0.33397,0.13695,Small
14,4,2,2,0.45012,0.012087,Small
14,1,1,3,0.28143,0.089605,Small
14,6,2,3,0.64287,0.0070676,Small
14,3,2,2,0.94644,0.14446,Small
14,5,2,3,0.34412,0.015702,Small
14,3,1,3,0.47054,0.009297,Small
14,7,2,3,0.60453,0.034604,Small
14,1,1,3,0.32969,0.095563,Small
14,6,2,3,0.16262,0.040104,Small
14,2,1,3,0.08634,0.043672,Small
14,2,1,1,0.29507,0.23078,Small
14,1,1,3,0.48192,0.0026521,Small
14,3,2,2,0.76687,0.12471,Small
14,5,2,3,0.0037563,0.033177,Small
14,4,1,1,0.57439,0.0033192,Small
14,4,1,2,0.85414,0.0035828,Small
14,6,2,3,0.4114,0.0034116,Small
14,7,2,3,0.16032,0.33361,Small
14,3,1,1,0.43576,0.0038659,Small
14,4,1,1,0.37457,0.0042629,Small
14,7,2,3,0.36111,0.0029413,Small
14,6,2,3,0.41895,0.60544,Small
14,3,1,3,0.17884,0.11935,Small
14,1,1,3,0.32211,0.024541,Small
14,5,1,1,0.68704,0.19857,Small
14,7,2,3,0.34116,0.0029185,Small
14,1,1,3,0.5083,0.020543,Small
14,3,1,2,0.51375,0.44947,Small
14,1,1,3,0.13437,0.1233,Small
14,6,2,3,0.35764,0.0030454,Small
14,7,2,3,0.55038,0.23608,Small
14,2,1,3,0.19517,0.29634,Small
14,4,2,1,0.79544,0.28887,Small
14,7,2,3,0.37656,0.11674,Small
14,6,2,3,0.43941,0.17892,Small
14,2,1,3,0.030902,0.092682,Small
14,7,2,3,0.31795,0.12415,Small
14,5,2,3,0.54806,0.027173,Small
14,5,2,3,0.42141,0.017287,Small
14,7,2,3,0.0038818,0.0015852,Small
14,5,2,1,0.47287,0.31305,Small
14,5,2,3,0.66245,0.29521,Small
14,4,1,1,0.67695,0.19833,Small
14,6,2,3,0.32644,0.17329,Small
14,3,2,2,0.6957,0.079556,Small
14,2,1,3,0.31032,0.18867,Small
14,6,2,3,0.33984,0.044764,Small
14,4,2,3,0.37352,0.082334,Small
14,4,2,3,0.076714,0.19603,Small
14,4,2,3,0.059174,0.14004,Small
14,1,1,3,0.13757,0.032606,Small
14,1,1,3,0.66494,1.3533,Big
14,1,1,3,0.91942,0.66843,Big
14,1,1,3,0.63527,0.47696,Big
14,2,2,2,0.59632,1.1836,Big
14,4,2,1,0.81662,0.84194,Big
14,4,2,2,0.64548,0.6714,Big
14,3,1,1,0.73229,1.2103,Big
14,1,1,2,1.0815,1.1931,Big
14,7,2,2,0.97881,0.83763,Big
14,6,2,3,0.60379,1.1742,Big
14,2,1,3,1.0714,0.75934,Big
14,5,2,2,0.79251,0.57924,Big
14,7,2,3,0.92346,0.54588,Big
14,2,1,3,1.1139,0.58407,Big
14,6,2,3,0.50755,0.64931,Big
14,2,1,3,0.8338,0.38772,Big
14,1,1,3,0.51101,0.75571,Big
14,3,1,2,1.2906,0.68248,Big
14,6,2,2,0.65237,0.325,Big
14,5,2,1,0.61309,0.45449,Big
14,4,2,2,0.41485,0.33685,Big
14,3,1,2,0.92671,0.54894,Big
14,1,1,3,0.93179,0.86474,Big
14,6,2,1,0.97121,0.55996,Big
14,1,1,2,0.55873,0.62763,Big
14,6,2,2,0.54753,0.82338,Big
14,6,2,2,0.36225,0.33625,Big
14,7,2,3,0.31917,0.39832,Big
14,2,1,1,0.55744,0.44941,Big
14,6,2,2,0.43289,0.57951,Big
14,3,1,1,1.0094,0.45097,Big
14,7,2,3,0.3325,0.49782,Big
14,6,2,3,0.47962,0.43762,Big
14,1,1,2,0.52021,0.81433,Big
14,2,1,2,0.61419,0.5664,Big
14,5,2,3,0.44682,0.46502,Big
14,5,2,2,0.63759,0.31917,Big
14,2,1,3,0.61119,0.42214,Big
14,3,1,3,0.41205,0.53338,Big
14,4,1,2,0.40876,0.33912,Big
14,4,1,2,0.60886,0.32491,Big
14,7,2,3,0.35828,0.43565,Big
14,3,1,3,0.42886,0.36651,Big
14,5,2,3,0.46017,0.42021,Big
14,2,1,2,0.39237,0.50679,Big
14,4,2,3,0.41937,0.36553,Big
14,6,2,3,0.38719,0.29589,Big
14,2,1,3,0.44432,0.30327,Big
14,5,2,2,0.37937,0.65513,Big
14,1,1,3,0.5316,1.0562,Big
14,1,1,3,0.35895,0.34796,Big
14,3,1,2,0.44995,0.33943,Big
14,7,2,3,0.51431,0.36958,Big
14,7,2,3,0.57673,0.58,Big
14,5,2,2,0.81347,0.27211,Big
14,4,2,2,0.55785,0.32259,Big
14,2,1,2,0.81564,0.35408,Big
14,7,2,3,0.26115,0.39767,Big
14,7,2,3,0.69557,0.39544,Big
14,4,1,2,0.60257,0.38283,Big
14,6,1,2,0.61953,0.52673,Big
14,3,1,3,0.6981,0.50555,Big
14,3,1,3,0.40653,0.49832,Big
14,6,2,3,0.40574,0.42433,Big
14,4,1,1,0.43018,0.63974,Big
14,2,1,1,0.93861,0.36012,Big
14,2,1,3,0.5439,0.34239,Big
14,3,1,3,0.39797,0.31296,Big
14,4,1,1,0.77815,0.1338,Big
14,4,1,3,0.47453,0.36426,Big
14,3,1,1,0.43499,0.47481,Big
14,1,1,3,0.46053,0.29267,Big
14,3,1,1,0.57962,0.31132,Big
14,7,2,2,0.61887,0.2768,Big
14,5,2,2,0.44713,0.28778,Big
14,4,1,2,0.56294,0.66401,Big
14,6,2,2,0.30841,0.25844,Big
14,7,2,3,0.37664,0.31774,Big
14,5,2,2,0.51341,0.29514,Big
14,5,2,1,0.45129,0.43516,Big
14,7,2,3,0.57351,0.28643,Big
14,5,2,3,0.42431,0.11166,Big
14,5,2,3,0.55545,0.27224,Big
14,1,1,3,0.10608,0.4009,Big
14,7,2,3,0.86736,0.51656,Big
14,1,1,3,1.4063,0.36061,Big
14,6,2,1,0.77257,0.92037,Big
14,4,2,2,0.5666,0.31448,Big
14,3,1,3,0.46952,0.30975,Big
14,7,2,3,0.41003,0.56446,Big
14,2,1,2,0.56629,0.43569,Big
14,6,2,2,0.36159,0.27075,Big
14,1,1,3,0.40706,0.36188,Big
14,7,2,2,0.47361,0.20217,Big
14,7,2,2,0.3463,0.074249,Big
14,4,1,3,0.57564,0.091155,Big
14,4,1,3,0.32982,0.21506,Big
14,6,2,2,0.37745,0.023124,Big
14,1,1,3,0.285,0.22012,Big
14,2,1,3,0.001052,0.0017844,Big
14,7,2,3,0.4097,0.0032935,Big
14,1,1,3,1.9698,0.14406,Big
14,2,1,3,0.68232,0.01462,Big
14,6,2,2,0.69949,0.0031895,Big
14,5,2,2,0.62298,0.82609,Big
14,2,1,3,0.74733,0.56822,Big
14,1,1,3,0.54968,0.43489,Big
14,5,2,2,0.63584,0.0017125,Big
14,7,2,3,0.70003,0.2446,Big
14,4,2,1,0.76764,0.1716,Big
14,4,1,2,0.5593,0.076466,Big
14,6,2,2,0.35377,0.0019178,Big
14,5,2,2,0.39541,0.0015036,Big
14,3,1,3,0.05884,0.02208,Big
14,6,2,2,0.38781,0.002229,Big
14,2,1,2,0.39903,0.0022392,Big
14,3,1,2,0.78232,0.32033,Big
14,7,2,2,0.46502,0.0020638,Big
14,5,2,2,0.59351,0.0031764,Big
14,5,2,2,0.4661,1.1857,Big
14,5,2,2,0.64847,0.0018142,Big
14,7,2,3,0.64367,0.002939,Big
14,1,1,3,0.54047,0.24816,Big
14,1,1,3,0.41885,0.017553,Big
14,1,1,3,0.66511,0.018597,Big
14,2,1,3,0.44365,0.0020694,Big
14,3,1,3,0.50066,0.0029362,Big
14,3,1,3,0.37951,0.0098549,Big
14,4,2,1,0.54837,0.14471,Big
14,7,2,2,0.39838,1.0913,Big
14,4,2,1,0.44203,0.060432,Big
14,2,2,2,0.68378,0.0016295,Big
14,4,1,2,0.55602,0.0035781,Big
14,2,1,3,0.43595,0.0015124,Big
14,3,2,1,0.43478,0.0035268,Big
14,1,1,3,0.45276,0.052743,Big
14,5,2,2,0.44358,0.33393,Big
14,5,2,2,0.94102,0.2998,Big
14,6,2,3,0.8294,0.048931,Big
14,3,1,3,0.38874,0.33565,Big
14,6,2,3,0.42797,0.092277,Big
14,3,1,3,0.54071,0.6179,Big
14,3,2,1,0.24911,0.76195,Big
14,4,2,2,0.39868,0.055734,Big
14,4,1,3,0.22215,0.31934,Big
14,5,2,2,0.51507,0.0037451,Big
14,6,2,2,0.16411,0.0035832,Big
14,2,1,3,0.0015768,0.36157,Big
14,7,2,3,0.41266,0.19788,Big
14,4,2,2,0.50408,0.0023139,Big
14,3,1,3,0.43197,0.019627,Big
14,5,2,1,0.41115,0.0019421,Big
14,1,1,3,0.49136,0.39481,Big
14,6,2,3,0.39161,0.0020736,Big
14,5,2,2,0.2908,0.01935,Big
14,1,1,3,0.0037125,0.050819,Big
14,6,2,3,0.2915,0.29943,Big
14,2,1,2,0.017718,0.28739,Big
14,3,1,3,0.0028284,0.0013468,Big
14,7,2,3,0.0033313,0.22103,Big
14,2,1,2,0.0027627,0.0015381,Big
14,7,2,2,0.096267,0.021068,Big
14,2,1,3,0.1743,0.26022,Big
14,1,1,3,0.0034307,0.69494,Big
14,4,1,1,0.0153,0.289,Big
14,3,1,3,0.1603,0.50856,Big
14,5,2,3,0.086088,0.0020895,Big
14,6,2,2,0.66689,0.0097612,Big
14,3,1,3,0.56622,0.43529,Big
14,4,2,2,0.57414,0.082904,Big
14,1,1,3,0.0047061,0.34173,Big
14,5,2,3,0.39999,0.060033,Big
14,6,2,3,0.34468,0.053286,Big
14,1,1,3,0.34604,0.18443,Big
14,7,2,3,0.0025691,0.044508,Big
14,7,2,2,0.37724,0.12479,Big
14,4,1,3,0.20204,0.15668,Big
14,6,2,3,1.5027,0.36501,Big
14,4,2,1,0.54438,0.22996,Big
14,4,2,1,0.077457,0.17246,Big
14,5,2,3,0.10351,0.28771,Big
14,5,2,3,0.0037465,0.0034913,Big
14,5,2,3,0.96957,0.31278,Big
14,3,2,1,0.69612,0.36266,Big
14,1,1,3,0.11817,0.30736,Big
14,2,1,3,0.24578,0.32747,Big
14,3,2,2,0.04625,0.15141,Big
14,1,1,3,0.0039075,0.31153,Big
14,2,1,1,0.088731,0.12859,Big
14,4,2,3,0.0037568,0.093381,Big
14,6,2,3,0.0024468,0.003343,Big
14,2,1,1,0.24241,0.2667,Big
14,3,1,3,0.0036038,0.081634,Big
14,1,1,3,0.028223,0.45961,Big
14,6,2,3,1.2979,0.0033323,Big
14,1,1,3,0.27938,0.28636,Big
14,5,2,3,0.83287,0.41025,Big
14,3,1,3,0.38294,0.098561,Big
14,7,2,3,0.0037899,0.002054,Big
14,6,2,3,0.0023479,0.3475,Big
14,3,1,1,0.3129,0.27432,Big
14,4,1,1,0.35337,0.28654,Big
14,5,NaN,NaN,NaN,NaN,Big
14,6,2,3,0.3344,0.42042,Big
14,7,2,3,0.20567,0.38476,Big
14,7,2,3,0.0037269,0.35469,Big
14,2,1,3,0.0035552,0.28456,Big
14,3,1,3,1.1329,0.29142,Big
14,4,2,1,0.53651,0.13486,Big
14,6,2,3,0.14316,0.3484,Big
14,5,2,2,0.0038272,0.38437,Big
14,5,2,2,0.0037157,0.0036481,Big
14,1,1,3,0.36481,0.35336,Big
14,7,2,3,0.00374,0.28252,Big
14,6,2,3,0.46152,0.27096,Big
14,2,1,3,0.41182,0.36697,Big
14,3,1,1,0.39379,0.31256,Big
14,2,1,3,0.18346,0.31526,Big
14,7,2,3,0.0038137,0.27806,Big
14,4,1,2,0.0034895,0.43053,Big
14,6,2,3,0.0033239,0.26792,Big
14,3,1,3,0.11333,0.29719,Big
14,4,1,2,0.36169,0.35674,Big
14,7,2,3,0.15878,0.26747,Big
14,5,2,3,0.0043231,0.27264,Big
14,4,1,1,0.13194,0.26556,Big
14,2,1,3,0.069389,0.29506,Big
14,2,1,3,0.0034535,0.26034,Big
14,4,2,1,0.035202,0.30782,Big
14,7,2,3,0.0037008,0.26846,Big
14,3,1,3,0.073706,0.28964,Big
14,3,1,3,0.036664,0.28427,Big
14,7,2,3,0.0037041,0.19929,Big
14,6,1,1,0.28804,0.41627,Big
14,1,1,3,0.0036084,0.25046,Big
14,7,2,3,0.003761,0.0063417,Big
14,2,1,3,0.0036103,0.23727,Big
14,2,1,1,0.071055,0.16732,Big
14,2,1,1,0.0030468,0.1236,Big
14,5,2,3,0.0036989,0.077987,Big
14,1,1,3,0.0019929,0.0032898,Big
14,5,2,3,0.0037232,0.01825,Big
14,1,1,3,0.35162,0.15172,Big
14,4,1,1,0.20275,0.29329,Big
14,5,2,3,0.070937,0.22502,Big
14,2,1,1,0.071436,0.17824,Big
14,3,2,3,0.0042662,0.0034158,Big
14,6,2,3,0.0037115,0.1431,Big
14,6,2,3,0.82065,0.78254,Big
14,1,1,3,0.028429,0.33386,Big
14,1,1,3,0.84766,0.32182,Big
14,7,2,3,0.0033033,0.56622,Big
15,6,1,3,1.9748,1.2447,Small
15,6,1,3,1.4741,0.93904,Small
15,2,1,3,1.0299,1.0327,Small
15,7,2,3,0.82078,0.55938,Small
15,4,1,3,1.5191,0.99765,Small
15,6,2,NaN,1.7359,NaN,Small
15,7,2,3,0.52206,1.4899,Small
15,5,2,2,0.89699,1.0405,Small
15,1,1,3,1.3247,0.59579,Small
15,3,2,2,1.5339,1.0032,Small
15,3,1,3,1.1762,1.4925,Small
15,4,2,3,0.16,1.0531,Small
15,1,1,3,1.3438,0.5734,Small
15,3,2,1,0.65821,1.788,Small
15,6,2,3,0.52517,1.1484,Small
15,7,2,3,0.56477,0.83346,Small
15,6,2,3,0.0033304,0.64759,Small
15,3,1,2,1.3362,0.9994,Small
15,7,2,3,0.33989,0.45034,Small
15,2,1,2,1.2677,0.67685,Small
15,1,1,3,1.0652,0.62562,Small
15,6,2,3,0.55002,0.40231,Small
15,4,1,1,1.4192,1.5265,Small
15,2,1,3,1.4632,0.85551,Small
15,4,2,3,0.75111,0.31633,Small
15,4,2,3,0.50048,0.73089,Small
15,5,2,2,0.45706,0.85047,Small
15,4,2,2,0.34494,0.67113,Small
15,3,1,2,0.97586,0.604,Small
15,2,1,1,1.3601,0.69421,Small
15,2,2,2,0.69174,0.67515,Small
15,6,2,2,0.39822,0.31428,Small
15,5,2,3,0.37587,0.21129,Small
15,2,1,3,1.0697,0.77411,Small
15,2,1,3,1.0808,0.7693,Small
15,4,1,2,1.494,0.43744,Small
15,3,2,3,0.42945,0.69574,Small
15,2,1,2,1.8561,0.95332,Small
15,3,1,2,1.2253,1.1644,Small
15,5,2,3,1.1575,0.7787,Small
15,5,2,3,0.44898,0.30716,Small
15,1,1,3,0.86452,0.4087,Small
15,1,1,3,1.1049,0.3691,Small
15,3,1,1,1.2591,0.38177,Small
15,7,2,3,0.76064,0.41455,Small
15,6,2,3,0.52658,0.29182,Small
15,3,1,2,0.70549,0.51356,Small
15,3,1,2,0.69447,0.55852,Small
15,7,2,3,0.55846,0.3558,Small
15,6,2,3,0.16715,1.5715,Small
15,3,2,2,0.61613,0.47461,Small
15,5,1,1,1.7199,1.3256,Small
15,7,2,3,0.7478,0.44106,Small
15,4,1,3,0.75418,0.51949,Small
15,3,1,1,0.65317,1.0145,Small
