Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Difficulty,Condition,Accuracy
4,1,1,4,0.34596,0.10041,0.281,H,1
4,1,2,1,0.3694,0.25262,0.27625,H,0
4,1,1,2,0.82608,0.18811,0.2834,H,1
4,2,2,1,0.50398,0.36913,0.27827,H,1
4,1,1,3,0.29367,0.24644,0.27387,H,1
4,1,2,1,0.97881,0.20537,0.26961,H,0
4,2,1,1,0.90866,0.11798,0.27585,H,0
4,2,1,4,0.25208,0.23523,0.28263,H,0
4,2,2,1,0.89728,0.63299,0.29003,H,1
4,1,2,1,0.30551,0.25815,0.28487,H,0
4,2,2,5,0.30497,0.29871,0.29208,H,1
4,2,1,1,0.57506,0.24642,0.28702,H,0
4,2,1,4,0.41051,0.11762,0.29407,H,0
4,2,2,5,0.29946,0.22875,0.30096,H,1
4,2,2,2,0.41629,0.22303,0.29512,H,1
4,1,1,1,0.49858,0.29337,0.36857,E,1
4,1,2,1,1.3303,0.25793,0.36579,E,0
4,1,1,4,0.36932,0.29348,0.37608,E,1
4,1,1,2,1.1721,0.18228,0.37318,E,1
4,1,1,5,0.28128,0.19991,0.37021,E,1
4,1,1,1,1.3241,0.25842,0.3675,E,1
4,2,2,5,0.30537,0.21724,0.36498,E,1
4,2,2,4,0.36991,0.21135,0.36261,E,1
4,1,2,1,1.7701,0.2762,0.36035,E,0
4,1,1,6,0.27543,0.2585,0.36901,E,1
4,1,1,4,0.25845,0.27584,0.36657,E,1
4,2,2,2,0.63892,0.28198,0.36428,E,1
4,2,2,2,0.35805,0.22849,0.3621,E,1
4,1,2,1,1.1017,0.071098,0.36003,E,0
4,2,2,4,0.2173,0.23486,0.368,E,1
4,1,1,5,0.10603,0.27613,0.36576,E,1
4,2,2,3,0.3874,0.19327,0.36366,E,1
4,1,1,1,1.6055,0.14726,0.36166,E,1
4,2,2,4,0.28154,0.26376,0.35975,E,1
4,1,1,6,0.29305,0.17623,0.35791,E,1
4,2,1,4,0.73891,0.17634,0.35612,E,0
4,2,2,3,0.46368,0.13471,0.36311,E,1
4,1,1,5,0.43975,0.19955,0.36126,E,1
4,2,1,1,0.62739,0.14731,0.35949,E,0
4,1,1,3,1.43,0.63341,0.36632,E,1
4,2,2,2,1.2659,0.77974,0.36442,E,1
4,2,NaN,NaN,NaN,NaN,0.36263,E,NaN
4,1,2,1,1.0959,0.26364,0.36948,E,0
4,2,2,4,0.29288,0.29944,0.3768,E,1
4,2,2,2,0.67429,0.44009,0.37479,E,1
4,1,1,2,0.62707,0.23492,0.37273,E,1
4,2,1,1,0.42253,0.10035,0.3706,E,0
4,1,1,3,0.31083,0.26445,0.3775,E,1
4,2,2,2,0.38145,0.28786,0.3756,E,1
4,1,2,1,1.3365,0.15273,0.37366,E,0
4,2,2,1,1.5415,0.24072,0.37989,E,1
4,2,2,1,1.1372,0.070417,0.37812,E,1
4,2,2,2,0.38739,0.23452,0.37632,E,1
4,2,2,4,0.48076,0.141,0.37449,E,1
4,1,1,1,0.64517,0.28707,0.37259,E,1
4,2,2,1,1.2957,0.3053,0.37064,E,1
4,2,2,3,0.70945,0.60979,0.36877,E,1
4,2,2,2,0.5633,0.8909,0.36707,E,1
4,2,2,1,0.77925,1.3951,0.36546,E,1
4,1,1,4,0.25828,0.2578,0.36394,E,1
4,2,2,1,0.64533,0.31637,0.3625,E,1
4,1,2,1,0.63921,0.29377,0.36112,E,0
4,2,2,1,0.34046,0.19417,0.36642,E,1
4,1,1,3,0.35759,0.24051,0.36491,E,1
4,1,1,2,1.1196,0.37502,0.36349,E,1
4,1,1,1,0.53975,0.29344,0.28939,H,1
4,2,2,5,0.28176,0.40453,0.2845,H,1
4,2,2,2,0.30554,0.24672,0.27963,H,1
4,2,1,1,0.27626,0.22907,0.27563,H,0
4,2,1,1,0.63856,0.50421,0.2817,H,0
4,2,2,4,0.2583,0.77367,0.2885,H,1
4,2,1,3,0.25794,0.099555,0.28376,H,0
4,1,2,2,0.32279,0.2227,0.29039,H,0
4,2,2,3,0.59788,0.094576,0.29683,H,1
4,2,2,4,0.28154,0.017602,0.29143,H,1
4,1,2,3,0.47541,0.7917,0.28687,H,0
4,2,1,1,0.72146,0.17579,0.29322,H,0
4,2,2,5,0.2757,0.064495,0.29943,H,1
4,2,2,1,0.22922,0.32282,0.29418,H,1
4,2,2,2,0.22881,0.13486,0.28976,H,1
4,2,1,6,0.44573,0.19377,0.28534,H,0
4,1,1,1,0.50433,0.25803,0.29151,H,1
4,2,2,2,0.35168,0.12358,0.28716,H,1
4,1,1,1,0.52802,0.053118,0.28278,H,1
4,1,2,1,0.25185,0.25246,0.27864,H,0
4,2,2,1,0.31104,0.17584,0.28462,H,1
4,2,2,1,0.49239,0.26956,0.28027,H,1
4,2,1,1,1.0019,0.37506,0.27667,H,0
4,2,1,1,0.59834,0.30482,0.28214,H,0
4,2,2,4,0.26379,0.22255,0.28813,H,1
4,2,1,4,0.11712,0.42206,0.28395,H,0
4,1,1,6,0.7447,0.97901,0.28981,H,1
4,2,2,1,0.45201,0.22853,0.28569,H,1
4,2,2,1,0.498,0.27613,0.28154,H,1
4,1,2,3,0.24664,0.87915,0.27783,H,0
4,1,1,2,0.29299,1.0436,0.28331,H,1
4,2,1,2,0.43348,0.24049,0.27932,H,0
4,1,1,4,0.29322,0.446,0.28501,H,1
4,2,2,3,0.29879,0.40484,0.28096,H,1
4,1,1,1,0.28714,0.6334,0.27745,H,1
4,1,1,2,0.38699,0.14113,0.27423,H,1
4,2,2,4,0.2938,0.24656,0.27111,H,1
4,2,1,1,0.72102,0.088186,0.26807,H,0
4,2,2,5,0.31057,0.11777,0.27255,H,1
4,2,2,4,0.26361,0.21161,0.26952,H,1
4,2,2,1,0.9207,0.35754,0.26655,H,1
4,1,1,6,0.21178,0.6745,0.26362,H,1
4,1,2,1,0.72087,0.2698,0.26113,H,0
4,2,2,1,0.28741,0.25261,0.26458,H,1
4,1,1,1,0.69209,0.58657,0.26212,H,1
4,1,1,1,0.65663,0.27595,0.25964,H,1
4,1,1,1,0.31095,0.21173,0.25715,H,1
4,2,1,1,0.493,0.23506,0.25463,H,0
4,2,2,2,0.53403,0.24663,0.25818,H,1
4,2,2,1,0.93804,0.21158,0.2557,H,1
4,1,2,1,0.52798,0.31101,0.36213,E,0
4,2,2,4,0.29338,0.26389,0.36732,E,1
4,1,1,5,0.31067,0.3582,0.36583,E,1
4,2,1,3,0.59227,0.19931,0.36441,E,0
4,2,2,2,0.28168,0.59783,0.36978,E,1
4,1,1,1,0.29306,0.26443,0.36819,E,1
4,1,1,1,0.5516,0.2349,0.3667,E,1
4,2,1,1,0.34646,0.26989,0.36529,E,0
4,1,1,1,0.053136,0.24098,0.37066,E,1
4,2,2,3,0.12973,0.28133,0.36902,E,1
4,1,1,6,0.26382,0.24677,0.36753,E,1
4,1,1,6,0.29372,0.17032,0.36612,E,1
4,2,1,4,0.53388,0.20571,0.3648,E,0
4,2,1,2,0.28199,0.047225,0.36983,E,0
4,2,2,6,0.24628,0.22856,0.37527,E,1
4,2,2,6,0.29309,0.088634,0.37378,E,1
4,1,2,1,0.3811,0.67417,0.37225,E,0
4,1,1,2,0.33482,0.19936,0.37721,E,1
4,2,2,2,0.29913,0.22345,0.37583,E,1
4,2,2,4,0.26942,0.59233,0.37442,E,1
4,2,1,1,1.0081,0.25204,0.37295,E,0
4,2,2,1,0.26966,0.20008,0.37768,E,1
4,1,1,5,0.25798,0.14133,0.37636,E,1
4,1,1,3,0.26951,0.46933,0.375,E,1
4,2,2,2,0.16491,0.58007,0.37361,E,1
4,1,1,5,0.28118,0.22897,0.37216,E,1
4,2,2,5,0.32279,0.17587,0.37065,E,1
4,2,1,1,0.51607,0.258,0.36918,E,0
4,2,NaN,NaN,NaN,NaN,0.37421,E,NaN
4,1,1,6,0.30542,0.29334,0.37852,E,1
4,2,2,3,0.30471,0.27009,0.3773,E,1
4,2,2,6,0.46249,0.29367,0.37606,E,1
4,2,2,6,0.56297,0.29314,0.37477,E,1
4,2,2,2,0.31046,0.34029,0.37345,E,1
4,1,1,1,0.83805,0.33463,0.37207,E,1
4,2,1,3,0.35793,0.27029,0.37064,E,0
4,1,1,4,0.26442,0.83235,0.3753,E,1
4,2,2,3,0.25808,1.1894,0.37403,E,1
4,1,1,4,0.31706,1.8926,0.37271,E,1
4,2,2,1,0.65051,0.29335,0.37134,E,1
4,1,1,6,0.11748,0.28164,0.36991,E,1
4,1,1,3,0.51583,0.16414,0.36862,E,1
4,2,1,5,0.19368,0.31066,0.36741,E,0
4,1,1,6,0.29962,0.30496,0.37199,E,1
4,2,2,6,0.35173,0.25831,0.37062,E,1
4,1,1,1,1.2659,0.24044,0.36928,E,1
4,1,1,1,0.55696,0.52221,0.36805,E,1
4,1,1,4,0.34623,0.22925,0.3669,E,1
4,1,1,3,0.28783,0.45136,0.36581,E,1
4,1,1,1,0.27002,0.11728,0.36478,E,1
4,2,NaN,NaN,NaN,NaN,0.25317,H,NaN
4,1,1,1,0.2932,0.25276,0.25673,H,1
4,2,1,1,0.25865,0.22899,0.25425,H,0
4,1,1,3,0.21748,0.22311,0.25775,H,1
4,1,1,1,0.070797,0.28778,0.2553,H,1
4,2,1,1,0.27613,0.26401,0.25281,H,0
4,2,1,1,0.2699,0.30469,0.25633,H,0
4,2,1,1,0.24694,0.27597,0.25971,H,0
4,2,2,1,0.44583,0.26443,0.26301,H,1
4,2,2,1,0.32221,0.26419,0.26066,H,1
4,2,2,1,0.29947,0.428,0.25831,H,1
4,2,2,1,0.22344,0.24668,0.25593,H,1
4,1,1,2,0.3816,0.22271,0.25351,H,1
4,2,2,1,0.27564,0.27613,0.25105,H,1
4,2,2,1,0.56331,0.29331,0.24877,H,1
4,2,1,1,0.38704,0.30521,0.24673,H,0
4,1,1,1,0.32283,0.56239,0.24969,H,1
4,2,1,1,0.28782,0.23452,0.24763,H,0
4,1,1,1,0.28741,0.29966,0.25072,H,1
4,2,1,1,0.32297,0.19922,0.24854,H,0
4,2,1,2,0.21105,0.21672,0.25179,H,0
4,2,1,1,0.36999,0.25211,0.25517,H,0
4,2,1,2,0.24607,0.018222,0.25843,H,0
4,1,1,2,0.27589,0.082891,0.26158,H,1
4,1,1,1,0.24651,0.15822,0.25935,H,1
4,2,1,1,0.43393,0.22888,0.25709,H,0
4,1,1,1,0.59821,0.27621,0.26025,H,1
4,2,1,1,0.55128,0.24601,0.25802,H,0
4,2,1,1,0.41591,0.31137,0.26114,H,0
4,2,1,1,0.38736,0.012444,0.26418,H,0
4,2,2,4,0.27014,0.24049,0.26718,H,1
4,2,1,1,1.0492,0.16992,0.26464,H,0
4,2,1,1,0.82651,0.282,0.26761,H,0
4,1,2,1,0.33464,0.16399,0.27138,H,0
4,2,2,1,0.2346,0.28699,0.2752,H,1
4,2,2,1,0.32258,0.15906,0.27259,H,1
4,1,1,1,0.29305,0.26997,0.27004,H,1
4,1,1,1,0.62741,0.15298,0.26755,H,1
4,2,1,1,0.11709,0.4102,0.26509,H,0
4,2,1,1,0.31086,0.27589,0.26875,H,0
4,2,1,1,0.59792,0.35807,0.27241,H,0
4,2,1,1,0.28147,0.32302,0.27613,H,0
4,1,1,5,0.21143,0.12925,0.27996,H,1
4,1,1,1,0.2761,0.49249,0.27729,H,1
4,1,1,1,0.45151,0.28159,0.27472,H,1
4,2,1,1,0.33996,0.53351,0.27224,H,0
4,1,1,1,0.4511,0.27039,0.27587,H,1
4,2,1,2,0.37568,0.20005,0.27337,H,0
4,2,2,4,0.23431,0.22911,0.277,H,1
4,2,2,1,0.83259,0.29932,0.2745,H,1
4,1,1,3,0.37505,0.23471,0.36381,E,1
4,1,1,4,0.25253,0.24644,0.36288,E,1
4,1,2,2,0.29355,0.27582,0.36199,E,0
4,2,2,2,0.45167,0.28187,0.36539,E,1
4,1,1,6,0.28194,0.2758,0.36441,E,1
4,1,1,4,0.32845,0.053428,0.36347,E,1
4,1,1,2,0.51615,0.21716,0.36259,E,1
4,1,1,5,0.29361,0.2406,0.36174,E,1
4,1,1,2,0.70953,0.21672,0.36092,E,1
4,1,1,4,0.46895,0.22276,0.36014,E,1
4,2,2,4,0.30499,0.90226,0.35938,E,1
4,1,1,1,1.0142,0.14701,0.35865,E,1
4,2,2,1,0.36909,0.5921,0.35793,E,1
4,1,2,1,0.22871,0.43379,0.35724,E,0
4,1,2,1,0.31695,0.24637,0.35996,E,0
4,2,2,4,0.12917,0.12944,0.36287,E,1
4,2,2,5,0.41601,0.25228,0.36205,E,1
4,2,2,3,0.26416,0.15264,0.36127,E,1
4,1,1,6,0.19398,0.18795,0.36052,E,1
4,1,1,4,0.56315,0.15264,0.3598,E,1
4,1,1,6,0.35734,0.48657,0.3591,E,1
4,1,1,1,0.54545,0.43381,0.35842,E,1
4,2,1,1,0.3055,0.28748,0.35776,E,0
4,2,2,4,0.67422,0.86196,0.36034,E,1
4,2,1,1,0.32255,0.31128,0.35965,E,0
4,2,1,1,0.34065,0.26383,0.36233,E,0
4,2,1,1,0.63884,0.13537,0.36533,E,0
4,2,1,1,0.31075,0.20004,0.36883,E,0
4,1,1,5,0.28133,0.2175,0.37286,E,1
4,2,2,1,0.72155,0.13482,0.37173,E,1
4,2,2,2,0.25831,0.258,0.37055,E,1
4,1,1,1,0.49812,0.023351,0.36939,E,1
4,1,1,1,0.49869,0.24075,0.36832,E,1
4,1,1,4,0.15286,0.15299,0.36731,E,1
4,2,1,1,0.56249,0.59232,0.36636,E,0
4,2,2,6,0.34042,0.2346,0.36995,E,1
4,1,1,5,0.29319,0.10626,0.36886,E,1
4,1,1,6,0.35768,0.36964,0.36784,E,1
4,2,2,3,0.70916,0.38699,0.36687,E,1
4,1,1,6,0.35225,0.18169,0.36597,E,1
4,1,1,5,0.29325,0.27035,0.36511,E,1
4,2,2,4,0.34069,0.34021,0.36429,E,1
4,1,1,6,0.25809,0.16402,0.36352,E,1
4,2,1,1,0.79709,0.28208,0.36279,E,0
4,1,1,1,0.38753,0.24626,0.36559,E,1
4,2,2,1,0.49832,0.29918,0.36476,E,1
4,2,2,5,0.19952,0.29911,0.36398,E,1
4,1,1,1,0.35764,0.24664,0.36324,E,1
4,2,2,4,0.66272,0.33473,0.36253,E,1
4,2,1,1,0.64493,0.13542,0.36186,E,0
4,1,1,1,0.43998,0.35233,0.27208,H,1
4,1,2,3,0.20563,0.14697,0.26971,H,0
4,1,NaN,NaN,NaN,NaN,0.27319,H,NaN
4,2,1,1,0.26965,0.83754,0.27673,H,0
4,1,1,1,0.27588,0.2638,0.28047,H,1
4,1,1,3,0.25212,0.077,0.27784,H,1
4,1,1,1,0.35194,0.11786,0.27538,H,1
4,1,1,1,0.35751,0.32285,0.27301,H,1
4,1,1,1,0.20549,0.24063,0.2707,H,1
4,1,2,2,0.39889,0.27035,0.26843,H,0
4,2,2,1,0.75649,0.22903,0.27177,H,1
4,1,1,1,0.70961,0.12347,0.26951,H,1
4,1,1,1,0.087797,0.24035,0.26729,H,1
4,2,1,1,0.26379,0.24092,0.2651,H,0
4,1,1,1,0.27034,0.29337,0.26836,H,1
4,1,2,3,0.19951,0.22885,0.26619,H,0
4,2,1,1,0.48651,0.30466,0.26942,H,0
4,1,2,1,0.7499,0.26436,0.27267,H,0
4,1,2,1,0.23496,0.18196,0.27598,H,0
4,2,1,1,0.43402,0.16448,0.27939,H,0
4,1,1,1,0.52226,0.29343,0.28341,H,1
4,1,1,1,0.54538,0.093789,0.28053,H,1
4,2,2,1,0.23486,0.094055,0.27805,H,1
4,1,2,1,0.53988,0.13521,0.27575,H,0
4,2,1,1,0.27544,0.006408,0.27909,H,0
4,1,NaN,NaN,NaN,NaN,0.28298,H,NaN
4,2,1,1,0.49857,0.25821,0.2869,H,0
4,2,1,1,0.24656,0.50401,0.29069,H,0
4,2,2,4,0.24034,0.28211,0.2944,H,1
4,1,1,4,0.32893,0.26399,0.29174,H,1
4,1,1,4,0.3227,0.18172,0.28908,H,1
4,2,2,1,0.43395,0.28172,0.28641,H,1
4,1,1,6,0.31674,0.26441,0.28372,H,1
4,2,2,2,0.32295,0.48071,0.28097,H,1
4,1,1,4,0.34611,0.27604,0.27851,H,1
4,1,1,1,0.35233,0.29321,0.2763,H,1
4,1,1,1,0.2873,0.19999,0.27416,H,1
4,1,1,1,0.36921,0.45137,0.27208,H,1
4,2,2,1,0.33455,0.35741,0.27005,H,1
4,2,1,3,0.24685,0.082516,0.26806,H,0
4,2,2,3,0.24028,0.28704,0.271,H,1
4,2,1,1,0.4226,0.29293,0.26901,H,0
4,2,2,2,0.20503,0.27624,0.27195,H,1
4,2,1,4,0.27603,0.24632,0.26996,H,0
4,1,1,4,0.30495,0.28783,0.27288,H,1
4,2,1,1,0.082658,0.35155,0.27089,H,0
4,2,2,3,0.27623,0.22904,0.27381,H,1
4,1,1,2,0.66282,0.24028,0.27182,H,1
4,1,1,5,0.09986,0.24067,0.26987,H,1
4,1,2,1,0.39894,0.25859,0.26795,H,0
4,2,2,1,0.26958,0.37574,0.36444,E,1
4,1,1,6,0.0062699,0.25771,0.36369,E,1
4,1,1,4,0.3287,0.22849,0.36297,E,1
4,1,2,1,0.24032,0.2352,0.36229,E,0
4,1,1,3,0.3632,0.3223,0.36489,E,1
4,1,2,1,0.26357,0.26423,0.36413,E,0
4,1,1,2,0.29348,0.15233,0.36702,E,1
4,1,1,2,0.38715,0.58631,0.36616,E,1
4,1,1,2,0.33428,0.22324,0.36534,E,1
4,2,2,1,0.88523,0.26452,0.36457,E,1
4,2,2,2,0.67463,0.25786,0.36383,E,1
4,2,2,4,0.3575,0.21733,0.36314,E,1
4,1,1,6,0.29956,0.18181,0.36247,E,1
4,2,2,4,0.27562,0.27531,0.36184,E,1
4,2,2,2,0.69219,0.28124,0.36124,E,1
4,1,1,1,0.6034,0.24641,0.36066,E,1
4,1,1,1,0.28758,0.25198,0.3601,E,1
4,2,2,3,0.22867,0.27539,0.35957,E,1
4,1,2,3,0.35749,0.21732,0.35905,E,0
4,2,2,3,0.17634,0.3405,0.36105,E,1
4,2,2,4,0.15862,0.24663,0.36049,E,1
4,1,1,1,0.59813,0.26365,0.35996,E,1
4,2,1,1,0.38668,0.43952,0.35944,E,0
4,2,2,4,0.18783,0.15847,0.36143,E,1
4,2,1,1,0.63339,0.20498,0.36087,E,0
4,2,1,1,0.22281,0.19325,0.36303,E,0
4,1,1,4,0.25784,0.72622,0.36552,E,1
4,2,2,4,0.43356,0.25795,0.36478,E,1
4,2,2,5,0.26383,0.029239,0.36408,E,1
4,2,2,5,0.34061,0.1294,0.36341,E,1
4,2,2,2,0.49808,0.20584,0.36278,E,1
4,1,1,3,0.25198,0.29369,0.36218,E,1
4,2,2,4,0.094472,0.093906,0.3616,E,1
4,2,2,5,0.13545,0.13465,0.36106,E,1
4,2,2,2,0.28749,0.12311,0.36053,E,1
4,1,1,3,0.28754,0.13561,0.36003,E,1
4,1,1,1,0.28742,0.22347,0.35954,E,1
4,2,1,1,0.30463,0.39887,0.35908,E,0
4,2,1,1,0.26364,0.29326,0.36088,E,0
4,1,1,1,0.099727,0.33411,0.36291,E,1
4,1,1,3,0.26945,0.32842,0.36232,E,1
4,1,1,1,0.0060977,0.29949,0.36176,E,1
4,1,1,3,0.15857,0.23434,0.36122,E,1
4,1,1,4,0.49799,0.21733,0.36071,E,1
4,1,1,3,0.018284,0.22932,0.36022,E,1
4,2,2,3,0.14129,0.19994,0.35975,E,1
4,2,2,1,0.16987,0.099623,0.3593,E,1
4,1,1,4,0.21148,0.21716,0.35886,E,1
4,2,2,4,0.3756,0.28119,0.35844,E,1
4,2,2,6,0.37489,0.2405,0.35803,E,1
4,1,1,1,0.28205,0.26416,0.27078,H,1
4,2,1,1,0.14709,0.24668,0.26887,H,0
4,1,1,1,0.44698,0.30554,0.27169,H,1
4,1,1,1,0.3575,0.34045,0.26978,H,1
4,2,2,4,0.27591,0.3518,0.2679,H,1
4,2,2,1,0.33978,0.24652,0.26605,H,1
4,2,1,1,0.2877,0.35777,0.26421,H,0
4,1,1,4,0.16433,0.076491,0.26637,H,1
4,2,1,2,0.2461,0.27619,0.26454,H,0
4,1,1,2,0.59741,0.56857,0.26669,H,1
4,1,1,1,0.30496,0.57496,0.26487,H,1
4,2,2,2,0.24673,0.844,0.26333,H,1
4,1,2,2,0.33419,0.41072,0.26178,H,0
4,2,1,1,0.35781,0.31707,0.26393,H,0
4,2,1,2,0.35791,0.55655,0.26605,H,0
4,1,1,3,0.27616,0.46308,0.26873,H,1
4,2,1,1,0.53361,0.17577,0.26694,H,0
4,2,1,1,0.27557,0.24677,0.2696,H,0
4,1,1,1,0.31113,0.29294,0.27229,H,1
4,1,1,1,0.10629,0.26366,0.27047,H,1
4,1,1,3,0.29969,0.31084,0.26867,H,1
4,1,1,1,0.38696,0.81475,0.26691,H,1
4,1,2,1,0.13514,0.2466,0.26516,H,0
4,2,2,1,0.29933,0.29889,0.26777,H,1
4,1,2,1,0.13478,0.076494,0.26602,H,0
4,2,2,1,0.46365,0.19994,0.26862,H,1
4,2,1,1,0.14732,0.20004,0.26688,H,0
4,1,1,1,0.31062,0.0062736,0.26946,H,1
4,1,1,1,0.49825,0.27029,0.26772,H,1
4,1,1,1,0.32887,0.24076,0.26601,H,1
4,1,1,1,0.29353,0.28192,0.26431,H,1
4,2,1,1,0.52787,0.29944,0.26287,H,0
4,2,2,1,0.26411,0.27534,0.26487,H,1
4,1,1,1,0.16397,0.2408,0.26343,H,1
4,1,1,1,0.18818,0.22877,0.26199,H,1
4,1,1,1,0.12918,0.24019,0.26055,H,1
4,2,1,1,0.32807,0.22866,0.25909,H,0
4,2,2,1,0.59204,0.077018,0.26113,H,1
4,2,1,3,0.26993,0.24028,0.25968,H,0
4,1,1,1,0.33992,0.29918,0.2617,H,1
4,1,2,2,0.20531,0.35163,0.26027,H,0
4,2,2,1,0.23504,0.25811,0.26227,H,1
4,1,1,1,0.3167,0.48104,0.26084,H,1
4,1,1,1,0.17662,0.24104,0.25941,H,1
4,2,1,1,0.5331,0.30526,0.25796,H,0
4,1,1,1,0.38125,0.5103,0.25999,H,1
4,2,1,1,0.4518,0.94994,0.25856,H,0
4,1,2,2,0.48076,0.11153,0.26056,H,0
4,2,1,1,0.14141,0.22935,0.26253,H,0
4,2,1,1,0.46868,0.27039,0.26446,H,0
4,1,1,1,0.62753,0.29291,0.35763,E,1
4,2,2,1,0.18248,0.25853,0.35724,E,1
4,1,1,1,0.22928,0.21142,0.35686,E,1
4,1,1,3,0.23502,0.58625,0.35649,E,1
4,1,1,1,0.21097,0.34066,0.35613,E,1
4,1,1,6,0.26983,0.13467,0.35577,E,1
4,2,1,2,0.31069,0.46925,0.35541,E,0
4,2,1,1,0.30549,0.25809,0.35682,E,0
4,2,1,1,0.11755,0.1528,0.35826,E,0
4,2,2,1,0.39925,0.14063,0.35979,E,1
4,2,2,1,0.34015,0.42834,0.35937,E,1
4,2,2,3,0.19418,0.25263,0.35896,E,1
4,1,1,4,0.070819,0.12963,0.35856,E,1
4,1,2,1,0.49819,0.10541,0.35818,E,0
4,2,1,1,0.56865,0.14725,0.35966,E,0
4,1,2,1,1.0256,0.74993,0.36131,E,0
4,2,2,3,0.099832,0.29346,0.36321,E,1
4,1,1,4,0.36941,0.70357,0.36265,E,1
4,1,2,1,0.49877,0.26388,0.36212,E,0
4,1,1,4,0.28706,0.21134,0.36414,E,1
4,2,2,1,0.047358,0.34059,0.36354,E,1
4,1,1,1,0.49839,0.29302,0.36297,E,1
4,1,1,4,0.64516,0.31136,0.36243,E,1
4,2,1,1,1.2838,0.2642,0.36192,E,0
4,2,2,1,0.65675,0.29364,0.36387,E,1
4,2,2,4,0.36976,0.28114,0.36329,E,1
4,1,1,1,0.34053,0.43948,0.36274,E,1
4,1,2,1,0.27566,0.32873,0.36222,E,0
4,2,1,1,0.32847,0.29355,0.36421,E,0
4,2,2,2,0.28748,0.93744,0.36658,E,1
4,2,1,1,0.21131,0.24623,0.36586,E,0
4,1,1,4,0.14661,0.088769,0.36857,E,1
4,2,1,1,0.34019,0.27589,0.36774,E,0
4,1,1,3,0.387,0.89677,0.37084,E,1
4,2,1,1,0.33979,0.26972,0.3699,E,0
4,1,1,1,0.29879,0.18779,0.37302,E,1
4,2,2,5,0.25232,0.19931,0.37218,E,1
4,2,2,5,0.2055,0.16442,0.3713,E,1
4,2,1,1,0.4107,0.065081,0.37037,E,0
4,1,1,4,0.31086,0.094518,0.3734,E,1
4,1,2,4,0.32853,0.15307,0.37258,E,0
4,2,2,5,0.33406,0.1412,0.37524,E,1
4,2,1,1,0.66881,0.21106,0.37452,E,0
4,2,2,1,0.62718,0.10613,0.37687,E,1
4,1,1,1,0.20518,0.26956,0.37623,E,1
4,2,2,1,0.31125,0.20521,0.37556,E,1
4,2,1,1,0.33423,0.10028,0.37486,E,0
4,2,2,4,0.24034,0.20006,0.37713,E,1
4,1,1,5,0.26382,0.21175,0.37651,E,1
4,2,2,5,0.25789,0.34639,0.37586,E,1
5,1,1,6,1.3623,1.6773,0.7,H,1
5,2,2,6,0.49833,1.342,0.47475,H,1
5,1,1,1,1.0902,0.45721,0.29837,H,1
5,1,2,2,0.58652,0.44556,0.2,H,0
5,2,2,3,0.48692,0.46343,0.42153,H,1
5,1,1,3,0.42177,0.41602,0.29779,H,1
5,2,1,2,0.60394,1.5117,0.21648,H,0
5,1,2,1,1.6996,0.43951,0.32299,H,0
5,1,1,6,0.29345,0.46292,0.46049,H,1
5,2,2,5,0.387,0.3464,0.35756,H,1
5,1,1,1,0.51597,0.58027,0.29338,H,1
5,2,1,4,0.46891,1.1076,0.25433,H,0
5,1,1,1,1.3302,0.32819,0.30747,H,1
5,2,1,2,0.85546,0.56322,0.26635,H,0
5,1,1,1,0.54547,0.32846,0.32615,H,1
5,1,1,2,0.52754,0.28714,0.28097,H,1
5,2,2,1,1.0906,2.1041,0.25164,H,1
5,1,1,3,0.6913,0.38687,0.2295,H,1
5,2,1,1,0.76831,0.93138,0.21171,H,0
5,2,2,4,0.48669,0.55711,0.239,H,1
5,1,1,2,0.53372,1.5354,0.21831,H,1
5,1,1,1,1.3657,0.40448,0.20307,H,1
5,1,1,1,0.53398,0.53379,0.2,H,1
5,2,1,2,0.55145,0.48644,0.2,H,0
5,1,2,2,1.8754,1.1253,0.2,H,0
5,2,1,2,0.59799,0.35827,0.21437,H,0
5,2,1,4,0.0064949,1.1546,0.23826,H,0
5,1,1,3,0.50397,0.3047,0.26944,H,1
5,1,2,2,0.83277,0.4107,0.24601,H,0
5,1,2,2,0.56838,0.43999,0.27589,H,0
5,1,1,2,0.63953,0.34007,0.31614,H,1
5,2,1,2,0.37509,0.34595,0.28635,H,0
5,2,2,3,0.42772,1.1368,0.32489,H,1
5,1,1,5,0.43354,0.38665,0.29562,H,1
5,2,1,5,0.33455,0.48631,0.27047,H,0
5,1,1,5,0.4281,0.99074,0.30331,H,1
5,1,1,4,0.59776,0.37561,0.27817,H,1
5,1,1,4,0.053145,0.61606,0.26014,H,1
5,1,1,3,0.54558,0.48087,0.24555,H,1
5,1,1,5,0.3171,0.35771,0.23304,H,1
5,1,1,4,0.37503,0.76205,0.22235,H,1
5,2,1,1,1.4245,0.34596,0.2132,H,0
5,1,1,3,0.42194,0.17594,0.22714,H,1
5,2,1,2,0.39876,1.975,0.21731,H,0
5,2,1,2,0.49252,0.97878,0.23161,H,0
5,1,NaN,NaN,NaN,NaN,0.24557,H,NaN
5,2,2,1,0.48693,0.4341,0.26535,H,1
5,2,2,1,0.68553,0.3577,0.24932,H,1
5,1,1,2,0.60931,0.61562,0.23827,H,1
5,2,1,4,0.32833,1.5886,0.2274,H,0
5,1,1,6,0.52757,0.4227,0.7,E,1
