Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition,Accuracy,Side
5,2,1,10,0.400162702,0.19798,0.015488166,2,1,2
5,0,2,10,0.900052053,0.18966,0.015135612,2,1,0
5,2,1,7,0.941795923,0.5729,0.015135612,2,1,1
5,0,2,10,0.366827283,0.2813,0.015135612,2,1,0
5,0,2,10,0.458310175,0.21462,0.015135612,2,1,0
5,2,1,10,0.350117618,0.23962,0.015135612,2,1,2
5,0,2,10,0.325104462,0.28952,0.015135612,2,1,0
5,2,1,10,0.341797914,0.23126,0.015135612,2,1,1
5,2,1,7,0.466787745,0.49792,0.015135612,2,1,2
5,0,2,10,0.291813985,0.22298,0.015135612,2,1,0
5,2,1,7,0.808328237,0.48976,0.015135612,2,1,1
5,2,1,7,1.10842637,0.62304,0.014791084,2,1,1
5,2,2,10,0.366775514,0.25631,0.014791084,2,0,1
5,0,2,10,0.441731354,0.26458,0.015135612,2,1,0
5,2,1,10,0.325116693,0.22309,0.015135612,2,1,2
5,0,2,10,0.391762216,0.20633,0.014791084,2,1,0
5,0,2,10,0.333401126,0.20618,0.014791084,2,1,0
5,2,1,10,0.300069973,0.17318,0.014791084,2,1,2
6,1,1,10,0.475157021,2.2414,0.031622777,2,1,2
6,0,2,10,0.850170425,0.93755,0.014454398,2,1,0
6,0,2,10,0.816853978,0.64799,0.014454398,2,1,0
6,1,2,10,0.758534552,1.01489,0.014454398,2,0,1
6,0,2,10,0.866810728,0.66504,0.019054607,2,1,0
6,1,2,10,0.925100004,0.63164,0.019054607,2,0,1
6,0,2,10,0.741888275,0.55664,0.023988329,2,1,0
6,1,1,8,0.783405834,1.61506,0.023988329,2,1,2
6,1,1,9,0.66683923,1.92322,0.020417379,2,1,1
6,1,1,7,0.433626947,1.21486,0.018620871,2,1,2
6,0,2,4,1.975104256,1.66464,0.016982437,2,1,0
6,1,1,10,0.633557485,0.61446,0.016982437,2,1,1
6,1,1,10,1.016783095,0.93953,0.016218101,2,1,2
6,1,2,5,0.72518767,0.76468,0.015135612,2,0,1
6,0,2,10,1.516884499,0.47265,0.016595869,2,1,0
6,1,2,8,1.65012298,0.77298,0.016595869,2,0,2
6,0,2,7,0.633405307,1.27294,0.017782794,2,1,0
6,1,2,10,0.691854441,0.95628,0.017782794,2,0,1
6,1,1,6,0.666754465,1.03975,0.019498446,2,1,2
6,0,2,10,0.525118891,0.88136,0.018620871,2,1,0
6,1,1,10,0.683385666,0.59812,0.018620871,2,1,2
6,1,1,10,0.291714892,0.59827,0.017782794,2,1,2
6,0,2,3,0.758420205,1.75628,0.016982437,2,1,0
6,0,2,7,0.791747461,1.83968,0.016982437,2,1,0
6,1,1,10,0.625174614,0.5145,0.016982437,2,1,2
6,0,2,7,0.666800261,3.54809,0.016218101,2,1,0
6,1,1,10,0.67523035,0.43946,0.016218101,2,1,1
6,1,1,6,0.566890458,1.15624,0.015848932,2,1,1
6,1,1,10,0.533452554,0.58957,0.015488166,2,1,1
6,0,2,8,0.9001505,2.8397,0.015135612,2,1,0
6,1,1,4,0.733453066,1.82307,0.015135612,2,1,1
6,0,2,10,1.27513546,2.12292,0.014791084,2,1,0
6,0,2,10,1.358410363,0.61465,0.014791084,2,1,0
6,1,2,10,0.966867305,0.57323,0.014791084,2,0,2
6,1,2,10,0.73363767,0.38114,0.015488166,2,0,2
6,1,2,10,0.550186155,0.46458,0.015848932,2,0,1
6,1,1,10,0.341912567,0.46452,0.016595869,2,1,1
6,0,2,10,1.283557585,0.43955,0.016218101,2,1,0
6,1,1,10,1.041677701,0.45632,0.016218101,2,1,2
6,0,2,10,0.958669322,0.44773,0.015848932,2,1,0
6,1,1,10,0.333446353,0.28969,0.015848932,2,1,1
6,1,1,4,1.533475025,0.73139,0.015488166,2,1,2
6,0,2,10,0.408581585,0.88944,0.015135612,2,1,0
6,1,2,2,1.02516682,2.35634,0.015135612,2,0,1
6,0,2,10,0.708518922,2.1729,0.015848932,2,1,0
6,1,2,10,0.683482662,0.43965,0.015848932,2,0,1
6,1,1,10,0.333454033,0.59804,0.016218101,2,1,2
6,1,1,10,0.633422658,0.62325,0.016218101,2,1,2
6,0,2,9,0.6584245,1.33127,0.015848932,2,1,0
6,0,2,10,0.675241159,0.31464,0.015848932,2,1,0
6,2,1,10,0.425165853,0.47294,0.031622777,1,1,1
6,2,2,10,0.550068964,0.70628,0.014454398,1,0,2
6,0,2,10,0.700284815,0.33121,0.019054607,1,1,0
6,2,1,10,0.275163335,0.37296,0.019054607,1,1,2
6,2,1,10,0.408592394,0.38121,0.015848932,1,1,1
6,0,2,6,0.633570001,0.2061,0.013803843,1,1,0
6,2,2,10,0.708472557,0.448,0.013803843,1,0,1
6,0,2,10,0.650260082,0.41462,0.016218101,1,1,0
6,2,1,10,0.325130041,0.4396,0.016218101,1,1,2
6,0,2,10,0.64177225,2.71473,0.014454398,1,1,0
6,0,2,10,0.658505851,0.4395,0.014454398,1,1,0
6,2,2,10,0.791772492,0.6729,0.014454398,1,0,1
6,0,2,10,1.433374644,0.68122,0.016595869,1,1,0
6,0,2,8,0.958527384,2.18958,0.016595869,1,1,0
6,2,1,10,0.566937392,1.00625,0.016595869,1,1,2
6,2,2,7,1.608413706,1.42282,0.015135612,1,0,1
6,2,1,10,0.591825171,0.38125,0.016982437,1,1,1
6,2,1,10,0.600162532,0.47294,0.015848932,1,1,2
6,2,1,6,1.533348731,1.24799,0.014791084,1,1,2
6,0,2,10,0.741804364,1.0814,0.014125375,1,1,0
6,2,2,10,1.558439604,1.16468,0.014125375,1,0,2
6,2,2,10,0.825133312,0.76451,0.015135612,1,0,1
6,2,1,8,0.916764919,3.5647,0.016595869,1,1,2
6,0,2,10,0.766830384,0.45628,0.015848932,1,1,0
6,2,1,7,0.416851248,0.78961,0.015848932,1,1,2
6,0,2,10,0.783429727,1.04803,0.015135612,1,1,0
6,2,1,6,0.900106411,3.01467,0.015135612,1,1,1
6,2,1,4,0.975121892,1.48134,0.014454398,1,1,1
6,0,2,10,0.650103069,0.37302,0.014125375,1,1,0
6,0,2,10,1.050171221,2.23972,0.014125375,1,1,0
6,2,2,10,0.741798391,2.13965,0.014125375,1,0,1
6,0,2,10,0.691716769,0.36462,0.014791084,1,1,0
6,2,2,10,1.683492333,0.62299,0.014791084,1,0,2
6,2,1,10,0.450079517,0.38127,0.015488166,1,1,1
6,0,1,0,0.900102429,1.98963,0.015135612,1,0,0
6,2,1,10,0.425141959,0.32287,0.015135612,1,1,1
6,0,2,10,1.008586534,0.67281,0.014791084,1,1,0
6,2,1,2,1.916766625,1.33126,0.014791084,1,1,2
6,0,2,10,0.666715781,0.58134,0.014454398,1,1,0
6,2,2,0,0.800152804,0.67291,0.014454398,1,0,2
6,2,2,7,1.1917482,0.93964,0.015135612,1,0,1
6,2,2,7,1.183469435,0.49797,0.015848932,1,0,2
6,0,2,10,0.766764108,0.4231,0.016595869,1,1,0
6,0,2,10,0.450143801,0.40637,0.016595869,1,1,0
6,2,1,7,0.400140118,0.93969,0.016595869,1,1,1
6,2,1,10,0.708465446,0.7643,0.016218101,1,1,2
6,2,1,4,0.525223566,1.51478,0.015848932,1,1,2
6,2,1,1,0.991694782,1.01463,0.015135612,1,1,1
6,0,2,10,1.208397037,0.74799,0.014791084,1,1,0
6,0,2,10,0.758407974,1.80631,0.014791084,1,1,0
6,1,2,10,1.233543661,1.20624,0.015848932,2,0,1
6,1,2,10,1.191810209,0.61472,0.016218101,2,0,1
6,0,2,10,0.433547018,0.42287,0.016982437,2,1,0
6,1,1,10,0.200164352,0.61458,0.016982437,2,1,2
6,0,2,10,0.508514143,0.98119,0.016595869,2,1,0
6,0,2,6,0.400248207,0.75609,0.016595869,2,1,0
6,0,2,10,0.90009418,0.73959,0.016595869,2,1,0
6,1,1,10,0.341847144,0.54793,0.016595869,2,1,1
6,1,1,10,0.358720977,0.73112,0.016218101,2,1,2
6,1,1,10,0.283428731,0.39793,0.015848932,2,1,2
6,1,1,10,0.541752368,0.43128,0.015488166,2,1,1
6,1,1,10,0.233455199,0.31464,0.015488166,2,1,1
6,0,2,10,0.566809676,1.21445,0.015135612,2,1,0
6,0,2,10,0.499994169,0.3897,0.015135612,2,1,0
6,1,2,10,0.441863045,0.49779,0.015135612,2,0,2
6,1,1,10,0.375077404,0.43948,0.015488166,2,1,1
6,0,2,10,0.566868841,0.61448,0.015488166,2,1,0
6,1,1,10,0.14185289,0.35639,0.015488166,2,1,2
6,1,1,10,0.166967088,0.34788,0.015135612,2,1,2
6,0,2,6,0.541853061,0.39792,0.015135612,2,1,0
6,1,2,10,1.308501115,0.51462,0.015135612,2,0,2
6,1,2,10,0.816811312,0.53967,0.015488166,2,0,1
6,1,1,10,0.283542225,0.63142,0.015848932,2,1,2
6,1,1,4,1.841908727,1.45623,0.015488166,2,1,1
6,0,2,8,0.766797672,1.23127,0.015135612,2,1,0
6,0,2,3,2.800216804,4.03113,0.015135612,2,1,0
6,1,1,10,0.508606588,0.36459,0.015135612,2,1,2
6,0,2,8,1.233447519,1.08974,0.015135612,2,1,0
6,1,1,10,0.241802231,0.33128,0.015135612,2,1,1
6,0,2,6,1.458328984,0.89794,0.014791084,2,1,0
6,1,2,6,2.016783379,2.83128,0.014791084,2,0,1
6,0,2,9,1.183491622,1.33959,0.015135612,2,1,0
6,1,1,10,0.225074603,0.62288,0.015135612,2,1,2
6,1,1,10,0.508437343,0.33134,0.015135612,2,1,1
6,1,2,10,0.491944382,0.99775,0.014791084,2,0,1
6,1,2,10,0.358523288,0.53964,0.015135612,2,0,2
6,1,1,10,0.250248818,0.38121,0.015488166,2,1,2
6,0,2,10,1.100168647,0.44801,0.015488166,2,1,0
6,0,2,10,0.783455327,0.36466,0.015488166,2,1,0
6,0,2,10,0.375251485,0.54794,0.015488166,2,1,0
6,1,1,10,0.30008155,0.3396,0.015488166,2,1,1
6,1,1,7,0.800145408,2.03966,0.015135612,2,1,2
6,0,1,10,0.583407313,0.42296,0.015135612,2,0,0
6,0,2,7,0.591837971,2.54793,0.015135612,2,1,0
6,1,1,4,0.500185885,1.36488,0.015135612,2,1,2
6,1,1,3,0.550080341,1.12309,0.014791084,2,1,2
6,0,1,2,2.425131719,1.49805,0.014791084,2,0,0
6,1,1,2,2.008501485,1.63973,0.014791084,2,1,1
6,0,2,8,1.125123556,2.298,0.014454398,2,1,0
6,1,1,10,0.150175744,0.33945,0.014454398,2,1,1
6,2,1,10,0.683446538,0.57295,0.014791084,1,1,2
6,2,1,10,0.250205014,0.33958,0.014454398,1,1,2
6,2,1,10,0.058556653,0.42293,0.014454398,1,1,2
6,0,2,10,0.516803717,0.84819,0.014125375,1,1,0
6,0,2,10,0.716633562,0.3898,0.014125375,1,1,0
6,2,2,10,0.425033301,0.81456,0.014125375,1,0,1
6,0,2,10,0.350110549,0.43128,0.014454398,1,1,0
6,2,2,10,0.400122197,0.38973,0.014454398,1,0,1
6,0,2,10,0.391708037,0.41463,0.015135612,1,1,0
6,2,1,10,0.49185336,0.36457,0.015135612,1,1,1
6,2,2,10,1.266921264,0.55611,0.014791084,1,0,2
6,2,1,10,0.358432266,0.35629,0.015135612,1,1,1
6,0,2,10,1.591672424,1.26458,0.014791084,1,1,0
6,2,1,9,0.250187094,0.32297,0.014791084,1,1,2
6,0,2,10,0.450104263,0.47305,0.014791084,1,1,0
6,2,1,10,0.516871699,0.49799,0.014791084,1,1,2
6,0,2,10,0.691701694,1.03973,0.014454398,1,1,0
6,2,2,10,0.441743578,0.43969,0.014454398,1,0,1
6,2,2,10,0.475164416,0.44801,0.014791084,1,0,1
6,0,2,10,0.608683075,0.48942,0.015135612,1,1,0
6,0,2,10,0.39182665,0.45617,0.015135612,1,1,0
6,0,2,6,0.408589265,0.23959,0.015135612,1,1,0
6,2,2,10,0.925084644,0.37297,0.015135612,1,0,1
6,2,1,10,0.216773936,0.4312,0.015848932,1,1,2
6,2,1,10,0.325178397,0.37294,0.015488166,1,1,2
6,0,2,10,0.841742895,0.39801,0.015135612,1,1,0
6,2,2,8,1.500102542,1.37286,0.015135612,1,0,2
6,2,1,10,0.433521133,0.33123,0.015848932,1,1,1
6,2,1,10,1.416736332,0.43138,0.015488166,1,1,1
6,0,2,10,1.083465766,0.42315,0.015135612,1,1,0
6,2,2,10,0.858544763,0.5478,0.015135612,1,0,1
6,0,2,10,0.558390964,0.36465,0.015488166,1,1,0
6,2,1,10,0.250065636,0.29796,0.015488166,1,1,2
6,2,2,10,0.616741395,0.60642,0.015488166,1,0,2
6,0,2,10,0.625180587,0.32301,0.015848932,1,1,0
6,0,2,10,3.066918476,0.53943,0.015848932,1,1,0
6,0,2,10,0.525157575,0.37305,0.015848932,1,1,0
6,2,2,10,0.425100146,0.4063,0.015848932,1,0,1
6,2,1,10,0.508524952,0.33958,0.016218101,1,1,1
6,2,2,10,0.50009344,0.28979,0.016218101,1,0,2
6,0,2,10,1.158431469,0.80634,0.016595869,1,1,0
6,2,1,2,0.708530584,0.98953,0.016595869,1,1,1
6,2,1,10,0.541805559,0.78954,0.016218101,1,1,2
6,2,1,2,0.541845097,1.35629,0.015848932,1,1,2
6,0,2,10,1.208453642,1.06451,0.015848932,1,1,0
6,2,2,10,0.841748584,0.40638,0.015848932,1,0,1
6,0,1,1,0.92507867,1.85633,0.016218101,1,0,0
6,2,2,10,0.533594207,0.27311,0.016218101,1,0,1
6,2,1,10,0.333460291,0.28128,0.016595869,1,1,2
6,0,2,9,1.87517312,0.97314,0.016595869,1,1,0
6,0,2,10,0.466807144,0.90632,0.014454398,2,1,0
6,0,2,10,0.416814554,0.36471,0.014454398,2,1,0
6,1,1,10,0.233494452,0.33127,0.014454398,2,1,2
6,1,2,10,0.350093198,0.29798,0.014454398,2,0,2
6,0,2,10,0.442113925,0.35577,0.014454398,2,1,0
6,1,2,10,0.608336052,0.30642,0.014454398,2,0,1
6,1,2,10,0.358440515,0.45629,0.014791084,2,0,2
6,0,2,10,0.41671187,0.47295,0.015135612,2,1,0
6,1,2,10,0.36687544,0.48115,0.015135612,2,0,1
6,1,2,10,0.350226887,0.40627,0.015135612,2,0,1
6,0,2,10,0.408378776,0.38984,0.015488166,2,1,0
6,1,1,10,0.116784488,0.34797,0.015488166,2,1,2
6,1,2,10,0.558728031,0.27284,0.015488166,2,0,2
6,1,1,10,0.100217003,0.31481,0.015848932,2,1,1
6,1,2,10,0.108480977,0.53116,0.015488166,2,0,1
6,1,1,2,0.625185422,1.36483,0.015848932,2,1,1
6,0,2,10,1.108496621,0.82296,0.015488166,2,1,0
6,0,2,10,0.450199552,0.49793,0.015488166,2,1,0
6,0,2,10,0.483576301,0.41451,0.015488166,2,1,0
6,1,2,10,0.316884272,0.23137,0.015488166,2,0,2
6,0,2,10,0.633581094,0.2813,0.015848932,2,1,0
6,1,2,10,0.800089088,0.37291,0.015848932,2,0,2
6,0,2,10,0.783508234,0.41465,0.016218101,2,1,0
6,1,2,10,0.550181035,0.5397,0.016218101,2,0,2
6,1,2,10,0.441794209,0.42299,0.016595869,2,0,1
6,1,1,10,0.258497716,0.33136,0.016982437,2,1,1
6,1,1,8,0.09182958,1.04806,0.016595869,2,1,2
6,1,2,10,0.650116722,0.28947,0.016595869,2,0,1
6,0,2,10,0.641802686,0.33957,0.016982437,2,1,0
6,0,2,10,0.358447626,0.28129,0.016982437,2,1,0
6,0,2,10,0.358561404,0.30622,0.016982437,2,1,0
6,1,1,7,0.341920816,1.02289,0.016982437,2,1,1
6,1,1,10,0.29196435,0.51435,0.016595869,2,1,2
6,0,1,1,0.791745185,2.48126,0.016595869,2,0,0
6,0,2,10,1.025147762,0.55626,0.016595869,2,1,0
6,1,2,10,0.508731174,0.46436,0.016595869,2,0,1
6,1,1,4,0.425170973,1.47298,0.016982437,2,1,2
6,0,2,10,0.841750576,0.59798,0.016595869,2,1,0
6,1,2,10,0.658459203,0.44801,0.016595869,2,0,2
6,1,1,1,0.908468234,1.3063,0.016982437,2,1,1
6,1,2,10,0.708487348,0.2813,0.016595869,2,0,1
6,0,2,10,0.391708037,0.54804,0.016982437,2,1,0
6,0,2,10,0.400129593,0.88983,0.016982437,2,1,0
6,1,2,10,0.358503661,0.61456,0.016982437,2,0,1
6,1,1,10,0.333413073,0.35628,0.017378008,2,1,2
6,1,1,10,0.13355649,0.3228,0.017378008,2,1,2
6,1,1,10,0.025278322,0.38955,0.016982437,2,1,2
6,0,2,10,1.10855607,0.64788,0.016982437,2,1,0
6,0,2,10,0.583475579,0.50639,0.016982437,2,1,0
6,1,2,10,0.541967408,0.52286,0.016982437,2,0,1
6,2,2,10,0.441804165,0.83138,0.016595869,1,0,1
6,0,2,10,0.700203463,0.58123,0.016982437,1,1,0
6,2,2,10,0.491814391,0.40626,0.016982437,1,0,1
6,2,2,10,0.358381066,0.51465,0.017782794,1,0,1
6,2,1,10,0.125090845,0.36493,0.018197009,1,1,2
6,0,2,10,0.375077405,0.28965,0.017782794,1,1,0
6,0,2,10,0.400144669,0.5229,0.017782794,1,1,0
6,2,1,6,0.350206976,1.25641,0.017782794,1,1,2
6,2,1,10,0.041807976,0.36466,0.017378008,1,1,2
6,0,2,9,0.491783386,1.83127,0.017378008,1,1,0
6,2,1,10,0.541941239,0.5562,0.017378008,1,1,1
6,2,1,10,0.166996386,0.33967,0.016982437,1,1,1
6,0,1,2,1.916807301,1.46456,0.016595869,1,0,0
6,2,1,10,0.22522735,0.3228,0.016595869,1,1,2
6,2,1,10,0.116772257,0.29796,0.016595869,1,1,2
6,0,2,10,0.57516581,0.77298,0.016218101,1,1,0
6,0,2,10,0.633426072,0.33975,0.016218101,1,1,0
6,2,1,10,0.216980442,0.27294,0.016218101,1,1,2
6,2,2,10,0.591795304,1.3063,0.015848932,1,0,1
6,0,2,10,0.616902675,0.49796,0.016218101,1,1,0
6,0,2,10,0.508448436,0.66469,0.016218101,1,1,0
6,2,1,10,0.325101881,0.37298,0.016218101,1,1,2
6,0,2,10,0.633473574,0.44823,0.016218101,1,1,0
6,2,1,10,0.566880503,0.45638,0.016218101,1,1,1
6,0,2,10,0.500117618,0.42299,0.015848932,1,1,0
6,2,1,10,0.291789416,0.36492,0.015848932,1,1,2
6,0,2,8,0.375096178,0.85622,0.015848932,1,1,0
6,2,2,10,0.400102855,0.3146,0.015848932,1,0,1
6,2,1,10,0.258514214,0.31462,0.016218101,1,1,2
6,2,1,10,0.60844727,0.57297,0.015848932,1,1,1
6,0,2,8,0.416822803,0.63131,0.015848932,1,1,0
6,2,1,10,0.225151687,0.28136,0.015848932,1,1,2
6,2,1,10,0.166813488,0.33968,0.015488166,1,1,2
6,0,2,10,0.425158173,0.53973,0.015488166,1,1,0
6,2,1,8,0.516730899,1.54789,0.015488166,1,1,1
6,0,1,1,0.658524056,2.16459,0.015488166,1,0,0
6,2,2,9,0.966781687,1.27296,0.015488166,1,0,2
6,2,1,3,0.783463576,1.21468,0.015488166,1,1,1
6,2,1,7,1.008513716,2.08966,0.015488166,1,1,1
6,0,2,10,0.416876279,0.28967,0.015488166,1,1,0
6,0,2,10,0.808407106,0.48974,0.015488166,1,1,0
6,2,2,10,0.758381805,0.64796,0.015488166,1,0,1
6,2,1,10,0.241863955,0.34794,0.015488166,1,1,2
6,0,1,1,0.375116373,1.99794,0.015488166,1,0,0
6,2,1,6,1.250152107,0.83965,0.015488166,1,1,1
6,2,1,10,0.358406381,0.78131,0.015488166,1,1,2
6,2,1,10,1.250157227,0.58964,0.015135612,1,1,1
6,0,2,10,1.141819895,0.62293,0.015135612,1,1,0
6,0,2,10,1.383570072,0.37296,0.015135612,1,1,0
6,2,1,1,1.250108302,1.04817,0.015135612,1,1,2
6,1,1,7,0.93344732,0.73959,0.017378008,2,1,1
6,0,2,10,0.350218354,0.27296,0.016982437,2,1,0
6,1,1,9,0.258578499,1.85628,0.016982437,2,1,2
6,1,1,10,0.366716151,0.64791,0.016982437,2,1,1
6,0,2,10,0.566864005,0.33156,0.016595869,2,1,0
6,1,1,10,0.258544934,0.27292,0.016595869,2,1,2
6,0,2,10,0.825127908,0.33964,0.016595869,2,1,0
6,1,1,6,0.516905264,1.398,0.016595869,2,1,1
6,1,1,10,0.266845601,0.31451,0.016218101,2,1,2
6,0,2,8,1.183476546,1.5314,0.016218101,2,1,0
6,1,1,10,0.191669409,0.28122,0.016218101,2,1,1
6,0,2,10,0.725059669,1.00617,0.016218101,2,1,0
6,0,1,10,0.63348353,0.25634,0.016218101,2,0,0
6,1,1,10,0.108476426,0.36473,0.016218101,2,1,2
6,0,2,8,1.750124089,1.35628,0.015848932,2,1,0
6,1,1,10,0.108444852,0.26475,0.015848932,2,1,2
6,1,1,8,1.016865015,1.54791,0.015848932,2,1,1
6,1,1,4,0.750163342,1.92291,0.015848932,2,1,1
6,1,1,10,0.241902924,0.26453,0.015848932,2,1,2
6,0,2,9,1.250136747,1.71478,0.015488166,2,1,0
6,1,1,1,0.533559789,1.82298,0.015488166,2,1,2
6,1,1,3,0.516821068,0.99815,0.015488166,2,1,1
6,1,1,10,0.325097899,0.27293,0.015488166,2,1,2
6,0,2,10,1.158358367,0.92303,0.015135612,2,1,0
6,0,2,10,1.566800289,2.1063,0.015135612,2,1,0
6,0,2,10,0.516741992,0.58979,0.015135612,2,1,0
6,1,2,10,0.533560358,1.06463,0.015135612,2,0,1
6,1,1,10,0.3418315,0.37296,0.015488166,2,1,2
6,1,1,10,0.283434136,0.67306,0.015488166,2,1,1
6,0,2,10,0.616813644,0.43139,0.015135612,2,1,0
6,1,1,2,1.358544906,1.03951,0.015135612,2,1,1
6,0,2,10,0.633553788,0.31453,0.015135612,2,1,0
6,1,2,10,0.750250383,0.48088,0.015135612,2,0,2
6,1,2,10,0.408398118,0.32298,0.015488166,2,0,2
6,0,2,10,0.366827937,0.43971,0.015488166,2,1,0
6,0,2,10,0.450119054,0.32296,0.015488166,2,1,0
6,1,2,10,0.325170432,0.32286,0.015488166,2,0,1
6,1,1,10,0.316651596,0.248,0.015848932,2,1,2
6,0,2,10,0.675194226,0.46475,0.015488166,2,1,0
6,1,1,10,0.250100053,0.36467,0.015488166,2,1,1
6,1,1,4,1.808454893,0.72289,0.015488166,2,1,1
6,0,2,6,1.566741978,2.90636,0.015488166,2,1,0
6,1,2,10,0.741894817,0.49786,0.015488166,2,0,2
6,1,1,10,0.441918512,0.28137,0.015488166,2,1,2
6,1,1,10,0.366857235,0.46466,0.015488166,2,1,1
6,0,1,10,0.416775016,0.37305,0.015488166,2,0,0
6,0,2,10,0.666702696,0.71491,0.015488166,2,1,0
6,1,1,10,0.125220267,0.21498,0.015488166,2,1,1
6,0,2,10,0.883440223,0.48975,0.015488166,2,1,0
6,1,1,10,0.066783934,0.27304,0.015488166,2,1,2
6,0,2,8,0.791792972,1.01469,0.015135612,1,1,0
6,2,2,10,0.600234781,0.63126,0.015135612,1,0,2
6,0,2,10,0.408525549,0.48972,0.015135612,1,1,0
6,2,2,10,0.383518019,0.25608,0.015135612,1,0,1
6,2,1,10,0.700139748,0.43971,0.015488166,1,1,2
6,0,2,10,0.808515764,0.38959,0.015135612,1,1,0
6,2,1,2,1.500121885,1.36462,0.015135612,1,1,2
6,2,1,2,2.750140018,1.1396,0.015135612,1,1,1
6,0,2,10,2.400160882,0.6646,0.015135612,1,1,0
6,2,1,1,0.650206606,1.37293,0.015135612,1,1,1
6,2,1,10,0.491826053,0.25627,0.014791084,1,1,2
6,2,1,10,1.008513716,0.68959,0.014791084,1,1,1
6,0,2,4,1.308495142,1.82295,0.014791084,1,1,0
6,0,2,8,1.316695969,0.71464,0.014791084,1,1,0
6,2,1,3,0.600108772,1.323,0.014791084,1,1,2
6,2,1,10,0.066927294,0.2145,0.014791084,1,1,2
6,0,2,8,0.833606637,1.26484,0.014454398,1,1,0
6,2,2,4,2.075096263,1.36469,0.014454398,1,0,1
6,2,2,10,2.375180089,1.73133,0.014791084,1,0,1
6,0,2,10,0.583521375,0.25624,0.014791084,1,1,0
6,0,2,10,0.391751841,0.37297,0.014791084,1,1,0
6,2,2,10,0.400146944,0.25639,0.014791084,1,0,2
6,0,2,10,0.33340141,0.39801,0.015135612,1,1,0
6,2,2,10,0.358437101,0.51465,0.015135612,1,0,1
6,2,1,10,0.283542509,0.27259,0.015135612,1,1,1
6,2,1,10,0.250134187,0.29799,0.015135612,1,1,2
6,2,1,10,0.008560081,0.248,0.015135612,1,1,2
6,0,2,10,1.074998699,0.47305,0.015135612,1,1,0
6,2,1,2,1.058385986,0.87291,0.015135612,1,1,1
6,0,2,10,0.50006528,0.28957,0.014791084,1,1,0
6,0,2,10,0.508549414,0.21456,0.014791084,1,1,0
6,2,1,7,0.458502211,1.6063,0.014791084,1,1,2
6,0,1,6,0.691764556,1.44833,0.014791084,1,0,0
6,0,2,10,0.716814469,0.95626,0.014791084,1,1,0
6,2,1,10,0.350231439,0.24788,0.014791084,1,1,2
6,2,1,4,0.691791294,1.13118,0.014791084,1,1,1
6,2,1,10,0.458475473,0.45633,0.014791084,1,1,2
6,2,2,6,1.950183481,1.82297,0.014454398,1,0,1
6,2,2,10,1.24184888,0.44781,0.014791084,1,0,1
6,0,2,10,0.375027911,0.28139,0.014791084,1,1,0
6,2,1,10,0.350094052,1.42308,0.014791084,1,1,2
6,0,2,10,0.666753043,0.35637,0.014791084,1,1,0
6,0,2,10,0.350062194,0.28126,0.014791084,1,1,0
6,0,2,10,0.291799941,0.2313,0.014791084,1,1,0
6,2,1,10,0.233432443,0.23112,0.014791084,1,1,1
6,2,2,8,0.44170404,0.24794,0.014791084,1,0,1
6,2,1,10,0.033642989,0.20622,0.014791084,1,1,2
6,0,2,10,0.91675155,0.49808,0.014791084,1,1,0
6,2,1,10,0.658586918,0.25619,0.014791084,1,1,1
6,2,1,10,0.23346231,0.22302,0.014791084,1,1,2
6,0,2,10,0.850256043,0.95623,0.015135612,2,1,0
6,0,2,10,0.341832922,0.35616,0.015135612,2,1,0
6,1,1,10,0.166859283,0.24784,0.015135612,2,1,2
6,0,2,10,0.325182948,0.25637,0.015135612,2,1,0
6,1,2,10,1.016817512,0.44784,0.015135612,2,0,1
6,1,1,10,0.358499963,0.28125,0.015135612,2,1,2
6,0,2,10,0.400156046,0.26474,0.015135612,2,1,0
6,1,2,10,0.366816844,0.38133,0.015135612,2,0,2
6,1,1,10,0.349966052,0.2647,0.015488166,2,1,1
6,1,1,1,1.816677907,0.80633,0.015135612,2,1,1
6,1,1,4,2.608468888,1.84797,0.015135612,2,1,2
6,0,2,10,0.550119026,0.23969,0.015135612,2,1,0
6,1,2,10,0.341847429,0.25624,0.015135612,2,0,2
6,0,2,10,0.550090581,0.27295,0.015135612,2,1,0
6,1,1,3,0.883527263,1.31467,0.015135612,2,1,1
6,0,2,10,0.533543576,0.30639,0.015135612,2,1,0
6,0,2,10,0.700155108,0.323,0.015135612,2,1,0
6,1,2,10,0.666792012,0.31463,0.015135612,2,0,2
6,1,2,10,0.533352714,0.35629,0.015488166,2,0,1
6,1,1,10,0.450161437,0.41471,0.015488166,2,1,1
6,0,2,10,0.391854526,0.24794,0.015488166,2,1,0
6,1,1,10,0.241755013,0.27304,0.015488166,2,1,2
6,0,2,8,0.533567754,2.16447,0.015488166,2,1,0
6,1,1,10,0.116867546,0.21464,0.015488166,2,1,1
6,0,2,10,0.625235769,0.2645,0.015135612,2,1,0
6,1,1,10,0.291711763,0.29801,0.015135612,2,1,1
6,0,2,10,0.35024879,0.28118,0.015135612,2,1,0
6,1,2,10,0.37511808,0.38959,0.015135612,2,0,2
6,1,1,6,0.491758355,1.08118,0.015135612,2,1,2
6,1,1,10,0.458578157,0.27282,0.015135612,2,1,1
6,0,2,10,0.541711123,0.52297,0.015135612,2,1,0
6,1,2,10,0.750207147,0.49789,0.015135612,2,0,2
