Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Condition,Accuracy,Session,Visual_search_accuracy
4,1,1,1,4.888509,0.76981,0.287401,3,1,2,1
4,0,1,2,1.909572,0.519899,0.287401,3,0,2,1
4,0,1,2,3.608997,1.139683,0.316141,3,0,2,1
4,1,1,3,0.699994,0.359928,0.347755,3,1,2,1
4,1,1,3,1.079876,0.389961,0.347755,3,1,2,1
4,1,1,4,0.470023,0.269982,0.347755,3,1,2,1
4,1,1,4,3.42905,0.449924,0.347755,3,1,2,1
4,0,0,1,1.929583,0.4599,0.347755,3,1,2,1
4,1,1,4,1.829586,0.469994,0.347755,3,1,2,1
4,0,0,2,0.65001,0.939747,0.347755,3,1,2,1
4,1,1,4,1.029875,0.549865,0.316141,3,1,2,1
4,1,1,3,2.799277,0.969715,0.316141,3,1,2,0
4,1,1,2,1.189819,0.639852,0.316141,3,1,2,1
4,1,1,3,4.568643,0.889772,0.316141,3,1,2,1
4,1,1,4,1.369763,0.489885,0.316141,3,1,2,1
4,1,1,2,1.909573,0.579844,0.316141,3,1,2,1
4,1,1,3,1.059846,0.599866,0.316141,3,1,2,1
4,1,1,4,1.609684,0.429923,0.316141,3,1,2,1
4,1,1,4,2.659256,0.369921,0.316141,3,1,2,1
4,0,0,4,0.590044,0.340045,0.316141,3,1,2,1
4,0,1,2,1.279795,0.599866,0.316141,3,0,2,1
4,0,0,3,1.159835,0.83977,0.347755,3,1,2,1
4,1,1,4,1.859567,0.329946,0.347755,3,1,2,1
4,1,1,3,1.159836,0.639842,0.347755,3,1,2,1
4,0,1,2,2.179503,0.969718,0.097599,1,0,2,NaN
4,1,1,3,1.34977,1.079676,0.107358,1,1,2,NaN
4,0,0,2,0.490052,1.429567,0.107358,1,1,2,NaN
4,1,1,4,0.470067,0.449903,0.107358,1,1,2,NaN
4,0,1,4,0.280135,0.349947,0.107358,1,0,2,NaN
4,1,1,4,0.570012,1.419558,0.118094,1,1,2,NaN
4,1,1,4,0.110205,0.369939,0.118094,1,1,2,NaN
4,1,1,4,0.77996,0.419907,0.118094,1,1,2,NaN
4,1,1,4,1.439713,0.439901,0.118094,1,1,2,NaN
4,1,1,4,0.480045,0.389924,0.118094,1,1,2,NaN
4,1,1,4,0.410098,0.349951,0.118094,1,1,2,NaN
4,1,1,4,0.869948,0.559858,0.118094,1,1,2,NaN
4,1,1,4,0.390124,0.269973,0.118094,1,1,2,NaN
4,1,1,4,0.470094,0.309956,0.118094,1,1,2,NaN
4,1,1,4,0.380079,0.409914,0.118094,1,1,2,NaN
4,1,1,4,0.560063,0.409918,0.118094,1,1,2,NaN
4,0,0,1,0.98989,0.569868,0.118094,1,1,2,NaN
4,1,1,4,0.410088,0.35993,0.118094,1,1,2,NaN
4,1,1,4,0.410102,0.339954,0.118094,1,1,2,NaN
4,0,0,1,2.969182,0.439916,0.118094,1,1,2,NaN
4,1,1,4,0.240161,0.349926,0.107358,1,1,2,NaN
4,0,0,2,0.380101,0.569863,0.107358,1,1,2,NaN
4,0,0,4,0.22018,0.519892,0.107358,1,1,2,NaN
4,1,1,4,0.540056,0.499885,0.097599,1,1,2,NaN
4,0,0,4,0.550026,0.629838,0.097599,1,1,2,NaN
4,0,0,4,0.380104,0.339944,0.097599,1,1,2,NaN
4,0,1,3,0.670001,0.599839,0.088726,1,0,2,NaN
4,1,1,4,0.250145,0.379928,0.097599,1,1,2,NaN
4,1,1,4,0.480085,0.309958,0.097599,1,1,2,NaN
4,1,1,4,0.570008,0.309955,0.097599,1,1,2,NaN
4,1,1,4,0.42007,0.209989,0.097599,1,1,2,NaN
4,1,1,4,0.500078,0.389929,0.097599,1,1,2,NaN
4,1,1,4,0.450082,0.349948,0.097599,1,1,2,NaN
4,1,1,4,0.250149,0.339937,0.097599,1,1,2,NaN
4,1,1,4,0.520031,0.369932,0.097599,1,1,2,NaN
4,0,0,1,0.829966,0.399933,0.097599,1,1,2,NaN
4,1,1,4,0.290147,0.349928,0.097599,1,1,2,NaN
4,1,1,4,0.560025,0.26996,0.097599,1,1,2,NaN
4,1,1,4,0.849924,0.409918,0.097599,1,1,2,NaN
4,1,1,4,0.3701,0.30994,0.097599,1,1,2,NaN
4,1,1,4,0.520075,0.329953,0.097599,1,1,2,NaN
4,0,1,1,0.000242,1.219736,0.097599,1,0,2,NaN
4,1,1,4,0.410074,0.369943,0.107358,1,1,2,NaN
4,1,1,4,0.360133,0.379928,0.107358,1,1,2,NaN
4,1,1,4,0.330128,0.349944,0.107358,1,1,2,NaN
4,1,1,4,0.340119,0.309969,0.107358,1,1,2,NaN
4,1,1,4,0.410201,0.30994,0.107358,1,1,2,NaN
4,1,1,4,0.310103,0.359937,0.107358,1,1,2,NaN
4,1,1,4,1.519711,0.429906,0.316141,4,1,2,1
4,0,1,3,3.898893,0.419931,0.316141,4,0,2,1
4,0,1,3,1.189816,1.329603,0.347755,4,0,2,1
4,0,1,4,1.339726,0.419913,0.382531,4,0,2,1
4,0,0,4,0.660027,1.789451,0.420784,4,1,2,1
4,0,0,4,1.019849,0.180047,0.420784,4,1,2,1
4,0,1,2,1.189841,1.399575,0.382531,4,0,2,0
4,0,1,3,1.879559,0.449907,0.420784,4,0,2,1
4,0,1,1,2.469394,0.379929,0.462862,4,0,2,1
4,0,0,3,0.749991,0.219977,0.509148,4,1,2,1
4,0,0,4,0.54004,0.259972,0.509148,4,1,2,1
4,0,0,3,0.899941,0.459899,0.462862,4,1,2,1
4,1,1,3,1.309786,1.149664,0.462862,4,1,2,0
4,0,0,3,1.699712,1.489534,0.462862,4,1,2,1
4,0,1,2,0.8799,1.019719,0.420784,4,0,2,0
4,1,1,2,0.919914,0.709824,0.462862,4,1,2,1
4,0,0,2,1.049872,0.51989,0.462862,4,1,2,1
4,0,0,3,0.839951,0.419914,0.462862,4,1,2,1
4,0,1,2,1.10978,1.029701,0.420784,4,0,2,1
4,0,0,2,2.529329,0.929751,0.462862,4,1,2,1
4,0,0,4,0.670001,0.599845,0.462862,4,1,2,1
4,1,1,1,3.049136,0.809775,0.420784,4,1,2,1
4,0,0,2,1.169825,0.479897,0.420784,4,1,2,1
4,0,0,4,0.79994,0.769798,0.420784,4,1,2,1
4,1,1,1,5.388349,0.599844,0.382531,4,1,2,1
4,0,0,3,1.399762,0.89974,0.382531,4,1,2,1
4,1,1,2,2.899204,0.899755,0.382531,4,1,2,1
4,0,0,4,0.789953,0.459902,0.382531,4,1,2,1
4,0,1,1,1.839612,0.89976,0.347755,4,0,2,1
4,1,1,3,1.069867,0.70981,0.382531,4,1,2,1
4,0,0,2,0.759943,0.439923,0.382531,4,1,2,1
4,0,0,2,5.198499,0.429922,0.382531,4,1,2,1
4,0,1,3,1.189817,0.659827,0.347755,4,0,2,1
4,1,1,4,1.23976,0.399926,0.382531,4,1,2,1
4,0,1,3,1.109922,0.629821,0.382531,4,0,2,1
4,1,1,2,2.589316,0.959721,0.420784,4,1,2,1
4,0,0,1,3.279089,0.539857,0.420784,4,1,2,1
4,0,0,3,0.759949,0.399939,0.420784,4,1,2,1
4,1,1,4,0.839951,0.389919,0.382531,4,1,2,1
4,1,1,4,0.829948,0.439902,0.382531,4,1,2,1
4,1,1,4,1.329766,0.56987,0.382531,4,1,2,1
4,0,0,1,2.759278,0.67981,0.382531,4,1,2,1
4,0,0,3,0.889922,0.329945,0.382531,4,1,2,1
4,0,0,4,0.530074,0.269975,0.347755,4,1,2,1
4,0,0,3,1.139854,0.929742,0.347755,4,1,2,1
4,0,1,3,1.14982,0.349953,0.316141,4,0,2,1
4,0,0,3,1.649635,0.439917,0.347755,4,1,2,1
4,0,1,4,0.580014,0.229969,0.347755,4,0,2,1
4,1,1,3,1.359791,0.599858,0.347755,3,1,2,1
4,1,1,4,1.429713,0.339941,0.347755,3,1,2,1
4,1,1,4,0.759976,0.230113,0.347755,3,1,2,1
4,0,0,1,1.699657,0.369936,0.347755,3,1,2,1
4,1,1,3,0.9699,0.509883,0.347755,3,1,2,1
4,1,1,4,1.1998,0.489912,0.347755,3,1,2,1
4,0,1,4,0.729976,0.349939,0.347755,3,0,2,1
4,1,1,4,1.839605,0.30996,0.382531,3,1,2,1
4,0,1,4,0.749975,0.399934,0.382531,3,0,2,1
4,0,0,3,0.699995,0.399926,0.420784,3,1,2,1
4,0,0,4,1.79963,0.819791,0.420784,3,1,2,1
4,1,1,2,2.449384,1.389576,0.382531,3,1,2,1
4,1,1,3,1.139841,0.589853,0.382531,3,1,2,1
4,1,1,3,1.939548,0.539867,0.382531,3,1,2,1
4,0,0,3,0.520052,0.399944,0.382531,3,1,2,1
4,1,1,3,2.019477,0.75981,0.382531,3,1,2,1
4,0,1,4,0.729989,1.539522,0.382531,3,0,2,1
4,1,1,3,1.769635,0.459897,0.420784,3,1,2,1
4,1,1,4,0.739993,0.4499,0.420784,3,1,2,1
4,1,1,4,0.500082,0.219993,0.420784,3,1,2,1
4,0,0,3,0.570036,0.649839,0.420784,3,1,2,1
4,0,1,2,1.119845,0.399928,0.420784,3,0,2,1
4,1,0,1,1.219905,1.029699,0.462862,3,0,2,1
4,1,1,3,1.519725,1.159667,0.462862,3,1,2,1
4,1,1,2,3.868857,0.639831,0.462862,3,1,2,1
4,1,1,2,2.409393,0.689841,0.462862,3,1,2,1
4,1,1,3,1.769598,0.479892,0.462862,3,1,2,1
4,1,1,3,1.279759,0.459897,0.462862,3,1,2,1
4,1,1,3,0.719985,1.169656,0.462862,3,1,2,1
4,1,1,4,0.759964,0.679826,0.462862,3,1,2,1
4,1,1,4,1.349784,0.829783,0.462862,3,1,2,1
4,1,1,3,3.608964,0.539873,0.462862,3,1,2,1
4,1,1,4,1.129864,0.509893,0.462862,3,1,2,1
4,1,1,4,0.839969,0.509876,0.462862,3,1,2,1
4,1,1,4,1.979549,1.329603,0.462862,3,1,2,1
4,0,0,3,0.859944,0.309959,0.462862,3,1,2,1
4,1,1,4,1.809592,0.379942,0.462862,3,1,2,1
4,0,0,3,0.839944,0.459902,0.462862,3,1,2,1
4,1,1,4,1.379755,0.349927,0.420784,3,1,2,1
4,1,1,4,1.46971,0.289954,0.420784,3,1,2,1
4,1,1,2,2.47937,0.579849,0.420784,3,1,2,1
4,1,1,4,0.819952,0.289955,0.420784,3,1,2,1
4,1,1,4,0.849944,0.359953,0.420784,3,1,2,1
4,1,1,4,0.769968,0.379923,0.420784,3,1,2,1
4,1,1,4,1.539698,0.439921,0.420784,3,1,2,1
4,0,0,2,1.149824,0.779793,0.420784,3,1,2,1
4,1,1,3,1.31977,0.579847,0.420784,3,1,2,1
4,1,1,4,1.189822,0.519887,0.420784,3,1,2,1
4,0,0,2,3.409051,0.929749,0.08066,2,1,2,NaN
4,0,0,2,0.609998,0.89976,0.073327,2,1,2,NaN
4,0,0,3,0.699996,1.809441,0.073327,2,1,2,NaN
4,0,0,3,0.320099,0.769793,0.066661,2,1,2,NaN
4,1,0,3,0.210157,0.439903,0.066661,2,0,2,NaN
4,0,0,1,0.869932,3.119046,0.066661,2,1,2,NaN
4,0,1,2,1.729635,3.14897,0.060601,2,0,2,NaN
4,0,1,4,0.350099,0.519878,0.066661,2,0,2,NaN
4,0,1,4,0.450029,0.34993,0.073327,2,0,2,NaN
4,0,1,3,1.68965,0.769796,0.08066,2,0,2,NaN
4,1,1,4,0.360194,0.669922,0.088726,2,1,2,NaN
4,0,1,4,0.540058,0.429925,0.088726,2,0,2,NaN
4,0,1,4,0.580049,0.719826,0.097599,2,0,2,NaN
4,0,1,4,1.289784,0.609837,0.107358,2,0,2,NaN
4,1,1,4,0.460091,0.559863,0.118094,2,1,2,NaN
4,0,0,2,1.129852,0.449924,0.118094,2,1,2,NaN
4,0,0,3,0.630026,0.609849,0.118094,2,1,2,NaN
4,1,1,4,1.499736,0.439908,0.107358,2,1,2,NaN
4,0,0,3,1.299773,0.809786,0.107358,2,1,2,NaN
4,0,0,4,0.280145,0.33994,0.107358,2,1,2,NaN
4,1,1,4,0.769972,0.419908,0.097599,2,1,2,NaN
4,0,0,3,0.520033,0.359946,0.097599,2,1,2,NaN
4,0,0,3,1.069866,0.529877,0.097599,2,1,2,NaN
4,0,0,4,0.300127,0.379939,0.088726,2,1,2,NaN
4,1,0,1,0.640017,1.059689,0.088726,2,0,2,NaN
4,0,1,4,0.48007,0.329945,0.088726,2,0,2,NaN
4,1,1,4,0.390116,0.509889,0.097599,2,1,2,NaN
4,1,1,4,0.620042,0.569856,0.097599,2,1,2,NaN
4,0,1,4,0.739976,0.359919,0.097599,2,0,2,NaN
4,0,0,1,0.899929,0.779801,0.107358,2,1,2,NaN
4,0,1,2,4.908527,0.36993,0.107358,2,0,2,NaN
4,0,0,3,0.779966,0.729817,0.118094,2,1,2,NaN
4,0,0,1,0.600044,1.039699,0.118094,2,1,2,NaN
4,1,1,4,1.38985,1.099671,0.107358,2,1,2,NaN
4,0,0,2,1.889569,0.500014,0.107358,2,1,2,NaN
4,0,1,2,1.549651,0.989709,0.107358,2,0,2,NaN
4,0,0,4,0.709996,0.989726,0.118094,2,1,2,NaN
4,0,0,3,1.119826,0.389919,0.118094,2,1,2,NaN
4,0,0,4,0.430076,0.389921,0.107358,2,1,2,NaN
4,0,0,3,0.80995,0.579858,0.107358,2,1,2,NaN
4,1,1,4,0.500081,0.719827,0.097599,2,1,2,NaN
4,0,0,4,0.430099,0.339947,0.097599,2,1,2,NaN
4,1,1,4,0.580041,0.31994,0.097599,2,1,2,NaN
4,0,0,1,1.709642,0.749794,0.097599,2,1,2,NaN
4,1,1,4,2.039532,0.529868,0.088726,2,1,2,NaN
4,0,1,4,0.650023,0.419926,0.088726,2,0,2,NaN
4,0,0,2,0.89993,0.449911,0.097599,2,1,2,NaN
4,0,0,3,0.889931,0.679876,0.097599,2,1,2,NaN
4,1,1,4,1.32978,0.619842,0.107358,1,1,2,NaN
4,1,1,4,0.689943,0.649823,0.107358,1,1,2,NaN
4,1,1,4,0.460169,0.579845,0.107358,1,1,2,NaN
4,1,1,4,0.160182,0.429916,0.107358,1,1,2,NaN
4,1,1,4,0.530044,0.339953,0.107358,1,1,2,NaN
4,0,1,4,0.490172,0.35994,0.107358,1,0,2,NaN
4,1,1,4,0.510047,0.349953,0.118094,1,1,2,NaN
4,1,1,4,0.410074,0.370066,0.118094,1,1,2,NaN
4,1,1,4,0.410071,0.469905,0.118094,1,1,2,NaN
4,1,1,4,0.769929,0.439902,0.118094,1,1,2,NaN
4,1,1,4,0.450057,0.389932,0.118094,1,1,2,NaN
4,0,0,3,0.869922,0.58985,0.118094,1,1,2,NaN
4,1,1,4,0.59003,0.429906,0.118094,1,1,2,NaN
4,1,1,4,0.560044,0.449911,0.118094,1,1,2,NaN
4,1,1,4,0.570113,0.359936,0.118094,1,1,2,NaN
4,1,1,4,0.56001,0.359939,0.118094,1,1,2,NaN
4,1,1,4,0.689989,0.399929,0.118094,1,1,2,NaN
4,1,1,4,0.689972,0.509881,0.118094,1,1,2,NaN
4,1,1,4,0.450098,0.419913,0.118094,1,1,2,NaN
4,0,0,3,0.78994,0.689834,0.118094,1,1,2,NaN
4,1,1,4,0.550063,0.299953,0.107358,1,1,2,NaN
4,1,1,4,0.729988,0.359946,0.107358,1,1,2,NaN
4,1,1,4,0.470056,0.329944,0.107358,1,1,2,NaN
4,0,0,3,0.570048,0.299966,0.107358,1,1,2,NaN
4,1,1,4,1.139845,0.939726,0.107358,1,1,2,NaN
4,0,0,3,2.149435,0.339956,0.107358,1,1,2,NaN
4,1,1,4,0.400099,0.319931,0.097599,1,1,2,NaN
4,0,0,2,0.620049,0.359949,0.097599,1,1,2,NaN
4,1,1,4,0.290151,0.329939,0.097599,1,1,2,NaN
4,0,0,2,0.4501,0.339953,0.097599,1,1,2,NaN
4,1,1,4,0.57005,0.30995,0.088726,1,1,2,NaN
4,1,1,4,0.78994,0.319959,0.088726,1,1,2,NaN
4,1,1,4,1.179831,0.359953,0.088726,1,1,2,NaN
4,0,0,3,0.679983,0.529984,0.088726,1,1,2,NaN
4,1,1,4,0.510063,0.319953,0.088726,1,1,2,NaN
4,1,1,4,0.540062,0.259967,0.088726,1,1,2,NaN
4,1,1,4,0.639962,0.409904,0.088726,1,1,2,NaN
4,1,1,4,0.490063,0.449897,0.088726,1,1,2,NaN
4,1,1,2,0.719997,0.359924,0.088726,1,1,2,NaN
4,1,1,4,0.450101,0.449895,0.088726,1,1,2,NaN
4,0,0,1,1.359778,0.579873,0.088726,1,1,2,NaN
4,0,0,1,0.799941,0.269961,0.08066,1,1,2,NaN
4,1,1,4,0.45009,0.489893,0.08066,1,1,2,NaN
4,1,1,4,0.819953,0.669825,0.08066,1,1,2,NaN
4,1,1,4,0.590004,0.359953,0.08066,1,1,2,NaN
4,0,0,1,1.179826,0.279965,0.08066,1,1,2,NaN
4,0,1,1,4.278757,0.859754,0.073327,1,0,2,NaN
4,1,1,4,2.019613,0.30989,0.08066,1,1,2,NaN
4,1,1,4,1.509715,2.489189,0.08066,1,1,2,NaN
4,0,1,4,0.460103,0.629911,0.08066,1,0,2,NaN
4,1,1,4,0.440193,0.379926,0.088726,1,1,2,NaN
4,1,1,4,0.450071,0.409916,0.088726,1,1,2,NaN
4,0,1,4,0.570136,0.399934,0.088726,1,0,2,NaN
4,1,1,4,0.260153,0.399937,0.097599,1,1,2,NaN
4,1,1,4,0.58001,0.429904,0.097599,1,1,2,NaN
4,1,1,4,0.46009,0.379926,0.097599,1,1,2,NaN
4,1,1,4,0.560041,0.420009,0.097599,1,1,2,NaN
4,1,1,4,0.44006,0.479907,0.097599,1,1,2,NaN
4,0,1,4,0.450097,0.319964,0.097599,1,0,2,NaN
4,0,0,2,1.309757,0.67985,0.107358,1,1,2,NaN
4,1,1,4,0.390104,0.359938,0.107358,1,1,2,NaN
4,1,1,4,0.230136,0.469902,0.107358,1,1,2,NaN
4,1,1,4,0.859903,0.509884,0.107358,1,1,2,NaN
4,1,1,4,0.819954,0.409931,0.107358,1,1,2,NaN
4,1,1,4,0.550053,0.56984,0.107358,1,1,2,NaN
4,0,0,3,0.77993,0.35993,0.107358,1,1,2,NaN
4,1,1,4,0.320234,0.419917,0.097599,1,1,2,NaN
4,0,0,2,0.839954,0.469895,0.097599,1,1,2,NaN
4,1,1,4,1.419774,0.349937,0.097599,1,1,2,NaN
4,1,1,4,0.550033,0.339945,0.097599,1,1,2,NaN
4,1,1,4,2.689302,0.32994,0.097599,1,1,2,NaN
4,1,1,4,0.82992,0.419911,0.097599,1,1,2,NaN
4,1,1,4,0.490068,0.59984,0.097599,1,1,2,NaN
4,1,1,4,0.470073,0.319947,0.097599,1,1,2,NaN
4,1,1,4,0.590035,0.399924,0.097599,1,1,2,NaN
4,1,1,4,0.460053,0.609854,0.097599,1,1,2,NaN
4,0,0,2,0.709979,1.329598,0.097599,1,1,2,NaN
4,1,1,4,0.410112,0.339941,0.088726,1,1,2,NaN
4,1,1,4,0.540011,0.379938,0.088726,1,1,2,NaN
4,0,1,4,0.609987,0.419909,0.088726,1,0,2,NaN
4,1,1,4,0.580019,0.449894,0.097599,1,1,2,NaN
4,1,1,4,0.630015,0.409932,0.097599,1,1,2,NaN
4,0,1,4,0.530048,0.509884,0.097599,1,0,2,NaN
4,1,1,4,0.590049,0.429933,0.107358,1,1,2,NaN
4,1,1,4,0.510145,0.459902,0.107358,1,1,2,NaN
4,0,0,4,0.610026,0.709811,0.107358,1,1,2,NaN
4,1,1,4,0.44011,0.389937,0.107358,1,1,2,NaN
4,1,1,4,0.580056,0.449901,0.107358,1,1,2,NaN
4,1,1,4,0.839896,1.529537,0.107358,1,1,2,NaN
4,1,1,4,0.839932,1.249613,0.107358,1,1,2,NaN
4,1,1,4,0.480046,0.400029,0.107358,1,1,2,NaN
4,1,1,4,0.060215,0.409912,0.107358,1,1,2,NaN
4,1,1,4,0.809956,1.339609,0.107358,1,1,2,NaN
4,1,1,4,1.189835,0.459914,0.107358,1,1,2,NaN
4,0,1,4,0.740002,0.439907,0.107358,1,0,2,NaN
4,0,1,4,0.520061,0.379931,0.118094,1,0,2,NaN
4,0,0,3,1.59968,0.969736,0.420784,3,1,2,1
4,0,0,3,0.76997,0.809878,0.382531,3,1,2,1
4,1,1,3,1.249822,1.049692,0.382531,3,1,2,0
4,1,1,3,0.989913,0.439913,0.382531,3,1,2,1
4,1,1,3,0.939914,0.529877,0.382531,3,1,2,1
4,1,1,4,1.079858,0.359936,0.382531,3,1,2,1
4,0,0,3,0.809962,0.659838,0.382531,3,1,2,1
4,1,1,4,1.059874,0.229971,0.347755,3,1,2,1
4,1,1,4,0.819953,0.559862,0.347755,3,1,2,1
4,0,0,1,1.219813,0.619848,0.347755,3,1,2,1
4,1,1,3,0.969904,1.089687,0.347755,3,1,2,1
4,0,0,3,1.009846,0.399935,0.347755,3,1,2,1
4,1,1,2,3.029182,0.719814,0.316141,3,1,2,1
4,1,1,3,1.419746,0.4699,0.316141,3,1,2,1
4,0,1,3,1.279772,0.479901,0.316141,3,0,2,1
4,1,1,4,0.879908,0.299964,0.347755,3,1,2,1
4,1,1,3,0.799928,0.999731,0.347755,3,1,2,1
4,1,1,3,0.629968,0.44992,0.347755,3,1,2,1
4,1,1,3,0.949905,0.40993,0.347755,3,1,2,1
4,1,1,3,1.049893,0.41991,0.347755,3,1,2,1
4,1,1,3,0.799952,0.459897,0.347755,3,1,2,1
4,1,1,3,1.799622,0.499897,0.347755,3,1,2,1
4,1,1,4,0.909888,0.729903,0.347755,3,1,2,1
4,1,1,3,2.52936,0.699822,0.347755,3,1,2,1
4,1,1,3,2.079528,0.589857,0.347755,3,1,2,0
4,1,1,4,1.769627,0.349944,0.347755,3,1,2,1
4,0,1,2,1.909654,3.158957,0.347755,3,0,2,1
4,1,1,4,0.839959,0.349937,0.382531,3,1,2,1
4,1,1,2,2.289434,0.749799,0.382531,3,1,2,1
4,0,1,4,0.759986,0.390014,0.382531,3,0,2,1
4,1,1,4,0.679997,0.379928,0.420784,3,1,2,1
4,1,1,2,3.898879,0.829773,0.420784,3,1,2,1
4,0,0,3,1.399865,0.559877,0.420784,3,1,2,1
4,1,1,2,1.66966,1.499544,0.420784,3,1,2,1
4,0,0,3,0.610026,0.389943,0.420784,3,1,2,1
4,0,0,4,0.929928,0.729801,0.382531,3,1,2,1
4,1,1,2,1.599687,1.579512,0.382531,3,1,2,1
4,1,1,3,1.84957,0.739805,0.382531,3,1,2,1
4,1,1,3,0.709977,0.579858,0.382531,3,1,2,1
4,1,1,3,1.789615,0.629841,0.382531,3,1,2,1
4,1,1,3,1.699644,0.62984,0.382531,3,1,2,1
4,1,1,2,1.22978,0.569851,0.382531,3,1,2,1
4,1,1,3,0.719988,0.729947,0.382531,3,1,2,1
4,1,1,3,1.779615,1.159662,0.382531,3,1,2,1
4,1,1,4,2.229461,0.549867,0.382531,3,1,2,1
4,0,0,3,0.710008,0.439907,0.382531,3,1,2,0
4,1,1,3,1.609675,1.099722,0.347755,3,1,2,1
4,1,1,4,0.759976,0.349929,0.347755,3,1,2,1
4,0,0,3,2.109502,0.389939,0.382531,4,1,2,1
4,0,0,4,1.769618,0.319942,0.382531,4,1,2,1
4,0,0,4,0.829948,0.309948,0.347755,4,1,2,1
4,0,1,2,1.099861,0.929728,0.347755,4,0,2,1
4,0,0,4,0.899942,0.429926,0.382531,4,1,2,1
4,0,0,4,1.799628,0.769791,0.382531,4,1,2,1
4,1,1,4,1.049888,0.759807,0.347755,4,1,2,1
4,0,0,4,1.409745,1.049691,0.347755,4,1,2,1
4,0,0,4,0.52007,0.219992,0.347755,4,1,2,1
4,0,0,4,0.600005,0.239983,0.316141,4,1,2,1
4,0,1,2,0.869929,0.859748,0.316141,4,0,2,1
4,0,0,3,0.729978,0.37994,0.347755,4,1,2,1
4,0,0,2,0.87991,0.51989,0.347755,4,1,2,1
4,1,1,4,1.069883,0.819761,0.347755,4,1,2,0
4,0,1,2,3.329054,0.889749,0.347755,4,0,2,0
4,1,1,4,1.669613,0.429909,0.382531,4,1,2,1
4,0,1,3,1.66967,0.51988,0.382531,4,0,2,1
4,0,1,2,1.339771,0.429923,0.420784,4,0,2,1
4,0,1,2,6.218082,1.179621,0.462862,4,0,2,1
4,1,1,3,1.389724,0.729821,0.509148,4,1,2,1
4,0,0,3,1.009894,0.739798,0.509148,4,1,2,1
4,0,0,4,0.929922,0.419897,0.509148,4,1,2,1
4,0,0,4,0.819949,0.309947,0.462862,4,1,2,1
4,0,0,4,1.459675,0.399922,0.462862,4,1,2,1
4,1,1,3,0.879885,1.229631,0.420784,4,1,2,1
4,0,0,4,0.620034,0.229986,0.420784,4,1,2,1
4,0,0,4,1.07982,0.289981,0.420784,4,1,2,1
4,0,0,3,1.489715,0.869737,0.382531,4,1,2,1
4,0,0,4,0.600033,0.209992,0.382531,4,1,2,1
4,0,0,4,0.989893,0.569874,0.347755,4,1,2,1
4,1,1,2,1.879559,0.549864,0.347755,4,1,2,1
4,1,1,4,1.169846,0.869768,0.347755,4,1,2,1
4,1,1,2,2.289455,0.759792,0.347755,4,1,2,1
4,0,0,3,1.459736,0.299949,0.347755,4,1,2,1
4,0,0,4,2.089495,0.369934,0.316141,4,1,2,0
4,1,1,2,2.069517,2.869053,0.316141,4,1,2,1
4,1,1,2,3.648978,0.50988,0.316141,4,1,2,1
4,0,0,4,1.589681,0.329942,0.316141,4,1,2,1
4,0,0,1,2.009495,0.419918,0.287401,4,1,2,1
4,0,1,4,1.159837,1.36959,0.287401,4,0,2,1
4,0,1,4,1.909549,0.409912,0.316141,4,0,2,1
4,1,1,3,0.949893,0.979844,0.347755,4,1,2,1
4,0,0,3,1.089963,0.439918,0.347755,4,1,2,1
4,0,0,4,0.580044,0.24,0.347755,4,1,2,1
4,0,1,1,1.399711,0.439886,0.316141,4,0,2,1
4,1,1,4,1.14982,0.349949,0.347755,4,1,2,1
4,0,1,1,4.138735,0.759807,0.347755,4,0,2,0
4,0,0,4,0.81996,0.309953,0.382531,4,1,2,1
4,0,1,4,1.779618,0.77979,0.088726,2,0,2,NaN
4,0,1,4,0.470083,0.389924,0.097599,2,0,2,NaN
4,0,0,3,0.450033,2.209287,0.107358,2,1,2,NaN
4,0,0,1,0.710004,0.34003,0.107358,2,1,2,NaN
4,0,0,1,0.41006,0.269962,0.097599,2,1,2,NaN
4,0,0,1,0.590035,0.299957,0.097599,2,1,2,NaN
4,0,0,1,0.540049,0.289956,0.088726,2,1,2,NaN
4,1,1,4,0.719991,0.399933,0.088726,2,1,2,NaN
4,0,1,4,0.619991,0.24997,0.088726,2,0,2,NaN
4,0,0,1,1.379733,0.679829,0.097599,2,1,2,NaN
4,0,0,3,0.450075,0.819775,0.097599,2,1,2,NaN
4,0,0,1,0.650038,0.409925,0.088726,2,1,2,NaN
4,0,0,1,0.840075,0.449916,0.088726,2,1,2,NaN
4,1,1,4,0.420071,0.299949,0.08066,2,1,2,NaN
4,0,1,4,0.440065,0.269964,0.08066,2,0,2,NaN
4,0,1,4,0.789955,0.359931,0.088726,2,0,2,NaN
4,0,0,1,0.759981,1.059698,0.097599,2,1,2,NaN
4,1,1,3,0.610002,1.04969,0.097599,2,1,2,NaN
4,0,1,3,0.51004,0.51987,0.097599,2,0,2,NaN
4,1,1,4,0.550059,0.429912,0.107358,2,1,2,NaN
4,0,0,3,0.979918,0.339937,0.107358,2,1,2,NaN
4,0,0,1,0.789983,0.379931,0.107358,2,1,2,NaN
4,0,0,1,0.620008,0.539887,0.097599,2,1,2,NaN
4,0,0,3,0.460126,0.349948,0.097599,2,1,2,NaN
4,1,1,4,0.520057,0.339953,0.088726,2,1,2,NaN
4,0,0,2,0.799974,0.379924,0.088726,2,1,2,NaN
4,1,1,4,1.149853,0.249974,0.088726,2,1,2,NaN
