Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Congruency,Accuracy,Training
5,R,R,diff,0.935,0.101,Incongr,1,main
5,L,L,diff,0.654,0.216,Congr,1,main
5,R,R,diff,0.741,0.051,Incongr,1,main
5,R,R,easy,1.022,0.49,Incongr,1,main
5,R,R,easy,0.444,0.214,Incongr,1,main
5,L,L,easy,1.547,0.841,Congr,1,main
5,L,L,easy,0.868,1.15,Congr,1,main
5,L,L,easy,0.534,0.405,Congr,1,main
5,R,R,easy,0.714,0.633,Incongr,1,main
5,R,R,easy,0.405,0.225,Congr,1,main
5,L,L,diff,0.758,2.124,Incongr,1,main
5,L,L,easy,0.593,0.221,Incongr,1,main
5,L,L,easy,0.417,0.084,Congr,1,main
5,R,R,easy,0.55,0.82,Incongr,1,main
5,R,R,easy,0.457,0.443,Congr,1,main
5,R,R,easy,0.455,0.097,Incongr,1,main
5,L,L,diff,0.546,0.993,Congr,1,main
5,R,R,easy,0.543,0.502,Incongr,1,main
5,L,L,diff,1.408,1.508,Congr,1,main
5,L,L,easy,0.422,0.649,Congr,1,main
5,R,R,diff,0.564,1.258,Congr,1,main
5,L,L,diff,0.518,4.357,Incongr,1,main
5,L,L,diff,0.848,0.458,Incongr,1,main
5,R,R,diff,0.693,0.285,Congr,1,main
5,R,R,diff,0.615,0.138,Congr,1,main
5,L,L,diff,0.682,1.747,Incongr,1,main
5,R,R,diff,1.244,0.151,Incongr,1,main
5,L,L,easy,0.438,0.984,Congr,1,main
5,R,R,diff,0.471,0.888,Incongr,1,main
5,L,L,diff,1.274,0.7,Congr,1,main
5,L,L,easy,0.493,1.734,Congr,1,main
5,L,L,easy,0.519,0.206,Incongr,1,main
5,R,R,diff,1.363,0.009,Incongr,1,main
5,L,L,diff,0.622,0.241,Congr,1,main
5,L,L,easy,0.613,0.935,Incongr,1,main
5,R,R,diff,0.728,0.263,Congr,1,main
5,L,L,diff,1.53,0.937,Incongr,1,main
5,R,R,diff,1.058,0.036,Incongr,1,main
5,L,L,easy,1.047,1.562,Incongr,1,main
5,L,L,easy,1.41,1.07,Incongr,1,main
5,R,R,easy,0.721,1.609,Congr,1,main
5,L,L,easy,0.503,0.111,Congr,1,main
5,R,R,easy,0.576,0.005,Congr,1,main
5,L,L,easy,0.57,0.999,Congr,1,main
5,R,R,easy,0.541,0.195,Congr,1,main
5,L,L,easy,0.617,0.212,Incongr,1,main
5,R,R,easy,0.465,0.065,Congr,1,main
5,R,R,easy,0.62,0.535,Incongr,1,main
5,L,L,diff,0.607,1.435,Incongr,1,main
5,L,L,easy,0.872,0.37,Congr,1,main
5,R,R,diff,0.457,0.282,Congr,1,main
5,L,L,easy,0.54,1.13,Congr,1,main
5,L,L,easy,0.603,0.047,Congr,1,main
5,L,L,easy,0.53,0.016,Incongr,1,main
5,L,L,easy,0.94,0.075,Congr,1,main
5,L,NaN,diff,0.116,0.792,Incongr,0,main
5,L,L,diff,0.655,0.96,Incongr,1,main
5,L,L,easy,0.752,0.086,Congr,1,main
5,R,R,easy,0.688,0.072,Congr,1,main
5,R,R,diff,1.442,0.837,Congr,1,main
5,R,R,diff,0.57,0.399,Incongr,1,main
5,R,R,easy,0.508,0.188,Incongr,1,main
5,R,R,easy,0.394,0.062,Congr,1,main
5,R,R,easy,0.329,0,Congr,1,main
5,R,R,easy,0.333,0.003,Congr,1,main
5,R,NaN,diff,0.116,2.266,Congr,0,main
5,R,R,easy,0.558,0.364,Incongr,1,main
5,L,L,diff,1.139,0.738,Congr,1,main
5,L,L,diff,2.202,0.32,Incongr,1,main
5,R,R,easy,0.608,0.308,Congr,1,main
5,R,R,easy,0.452,0.238,Congr,1,main
5,L,L,easy,0.898,0.346,Congr,1,main
5,L,L,easy,1.37,0.536,Congr,1,main
5,L,L,easy,0.576,0.221,Incongr,1,main
5,R,R,diff,0.745,0,Incongr,1,main
5,R,R,diff,0.797,0.081,Incongr,1,main
5,L,L,diff,0.635,0.037,Incongr,1,main
5,R,R,diff,0.496,1.56,Incongr,1,main
5,R,R,easy,0.56,0.294,Incongr,1,main
5,R,R,easy,0.664,0.257,Incongr,1,main
5,R,R,easy,0.628,0.232,Incongr,1,main
5,R,R,easy,0.324,0.139,Congr,1,main
5,R,R,easy,0.403,0.134,Incongr,1,main
5,R,R,diff,1.174,3.05,Incongr,1,main
5,L,L,easy,0.816,0.371,Incongr,1,main
5,L,L,easy,0.722,0.601,Incongr,1,main
5,L,L,easy,0.535,0.31,Congr,1,main
5,R,R,diff,0.735,0.854,Incongr,1,main
5,L,L,diff,0.778,1.815,Incongr,1,main
5,R,R,diff,0.597,0.225,Congr,1,main
5,L,L,diff,0.662,0.296,Congr,1,main
5,L,L,easy,0.53,0.232,Incongr,1,main
5,L,L,easy,0.524,0.067,Incongr,1,main
5,L,L,easy,0.525,0.076,Incongr,1,main
5,R,R,diff,2.462,0.369,Congr,1,main
5,R,R,diff,0.528,0.647,Congr,1,main
5,R,R,easy,0.467,0.292,Congr,1,main
5,L,L,diff,0.758,0.964,Congr,1,main
5,R,R,diff,0.507,1.54,Incongr,1,main
5,L,L,easy,0.548,1.33,Congr,1,main
5,R,R,diff,0.467,1.116,Incongr,1,main
5,L,L,diff,0.821,2.537,Incongr,1,main
5,L,L,easy,0.635,1.47,Congr,1,main
5,R,R,diff,0.521,0.92,Congr,1,main
5,R,R,easy,0.489,2.154,Congr,1,main
5,R,R,easy,0.475,0.204,Congr,1,main
5,L,L,diff,0.537,0.848,Congr,1,main
5,R,R,diff,0.86,0.19,Congr,1,main
5,R,R,easy,0.572,0.049,Incongr,1,main
5,L,L,diff,0.828,0.919,Congr,1,main
5,L,L,easy,0.84,0.723,Congr,1,main
5,R,R,diff,1.74,2.956,Congr,1,main
5,L,L,diff,0.806,1.378,Congr,1,main
5,R,R,diff,1.258,1.739,Incongr,1,main
5,L,L,diff,0.596,1.528,Incongr,1,main
5,L,L,easy,0.481,0.458,Incongr,1,main
5,R,R,diff,0.669,2.319,Congr,1,main
5,R,R,diff,1.497,1.73,Incongr,1,main
5,R,R,diff,0.523,0.258,Incongr,1,main
5,R,R,diff,0.701,0.693,Congr,1,main
5,R,R,diff,0.519,0.519,Incongr,1,main
5,L,L,diff,0.72,1.455,Incongr,1,main
5,L,L,easy,0.732,0.226,Congr,1,main
5,R,R,easy,0.654,0.24,Congr,1,main
5,L,L,easy,0.748,0.026,Incongr,1,main
5,L,L,easy,0.821,0.201,Congr,1,main
5,R,R,easy,0.558,0.18,Incongr,1,main
5,L,L,easy,0.658,1.42,Incongr,1,main
5,R,R,easy,0.61,0.278,Incongr,1,main
5,R,R,easy,0.361,0.614,Congr,1,main
5,R,R,easy,0.699,0.699,Incongr,1,main
5,L,L,diff,0.717,0.172,Incongr,1,main
5,L,L,diff,0.619,0.87,Congr,1,main
5,L,L,easy,1.289,0.546,Congr,1,main
5,R,R,easy,0.546,0.096,Congr,1,main
5,R,R,easy,0.506,0.234,Congr,1,main
5,R,R,easy,0.51,0.294,Congr,1,main
5,R,R,easy,0.376,0.436,Incongr,1,main
5,R,R,easy,0.368,0.213,Congr,1,main
5,R,R,easy,0.65,0.452,Incongr,1,main
5,L,L,easy,0.663,0.985,Incongr,1,main
5,L,L,easy,0.543,0.334,Incongr,1,main
5,L,L,easy,0.51,0.198,Congr,1,main
5,L,L,easy,0.611,0.247,Congr,1,main
5,L,L,easy,0.514,0.121,Congr,1,main
5,L,L,easy,0.537,0.288,Incongr,1,main
5,L,L,easy,0.498,0.241,Incongr,1,main
5,R,R,easy,0.757,0.195,Incongr,1,main
5,L,L,easy,0.489,0.105,Incongr,1,main
5,R,R,easy,0.498,0.202,Incongr,1,main
5,L,L,easy,0.511,1.622,Congr,1,main
5,L,L,easy,0.556,0.241,Incongr,1,main
5,L,L,easy,0.869,0.03,Congr,1,main
5,L,L,easy,1.114,0.953,Incongr,1,main
5,R,R,easy,1.385,0.15,Incongr,1,main
5,R,R,easy,0.453,0.03,Incongr,1,main
5,R,R,easy,0.434,0.093,Incongr,1,main
5,L,L,easy,0.591,0.707,Incongr,1,main
5,L,L,easy,0.485,0.189,Incongr,1,main
5,R,R,easy,0.723,0.354,Incongr,1,main
5,L,L,easy,0.593,0.206,Congr,1,main
5,L,L,easy,0.483,0.012,Incongr,1,main
5,R,R,easy,0.545,0.151,Incongr,1,main
5,R,R,easy,0.51,0.981,Incongr,1,main
5,R,R,easy,0.364,0.185,Congr,1,main
5,R,R,easy,0.391,0.163,Congr,1,main
5,R,R,easy,0.45,0.603,Congr,1,main
5,L,L,easy,0.625,0.404,Congr,1,main
5,L,L,easy,0.481,0.01,Congr,1,main
5,L,L,easy,0.495,0.167,Congr,1,main
5,R,R,diff,1.278,0.639,Congr,1,main
5,L,NaN,diff,0.116,1.978,Incongr,0,main
5,R,R,diff,1.314,0.665,Incongr,1,main
5,R,R,easy,1.012,0.888,Incongr,1,main
5,L,L,diff,0.786,0.463,Incongr,1,main
5,R,R,diff,0.77,1.311,Incongr,1,main
5,R,R,diff,0.721,1.144,Incongr,1,main
5,L,L,diff,0.641,1.323,Congr,1,main
5,R,R,diff,0.613,1.608,Incongr,1,main
5,L,L,diff,0.871,2.319,Incongr,1,main
5,L,L,easy,1.066,0.315,Incongr,1,main
5,L,L,easy,0.972,0.761,Congr,1,main
5,L,L,easy,1.416,0.924,Congr,1,main
5,L,L,easy,0.629,0.784,Incongr,1,main
5,L,L,easy,0.494,0.239,Incongr,1,main
5,L,L,easy,0.491,0.163,Congr,1,main
5,L,L,easy,0.45,0.172,Incongr,1,main
5,L,L,easy,0.659,0.06,Incongr,1,main
5,R,R,diff,1.327,0.111,Incongr,1,main
5,L,L,diff,1.016,0.036,Congr,1,main
5,R,R,diff,0.64,0.602,Incongr,1,main
5,L,L,diff,0.768,0.205,Congr,1,main
5,L,L,diff,0.609,0.709,Incongr,1,main
5,L,L,easy,0.854,0.753,Incongr,1,main
5,R,R,diff,0.969,0.302,Congr,1,main
5,L,L,diff,0.888,0.592,Congr,1,main
5,L,L,easy,0.79,0.643,Congr,1,main
5,L,L,easy,0.591,0.204,Incongr,1,main
5,L,L,easy,0.737,0.032,Incongr,1,main
5,R,R,diff,0.884,0.109,Congr,1,main
5,L,L,diff,1.334,0.293,Congr,1,main
5,R,R,diff,2.631,0.451,Congr,1,main
5,L,L,diff,0.55,0.404,Incongr,1,main
5,L,L,diff,0.785,0.085,Incongr,1,main
5,L,L,easy,0.735,1.246,Incongr,1,main
5,L,L,easy,0.882,0.899,Incongr,1,main
5,R,L,diff,0.757,2.627,Congr,0,main
5,R,R,diff,0.754,0.648,Congr,1,main
5,R,R,diff,0.956,0.746,Congr,1,main
5,L,L,diff,0.786,0.206,Incongr,1,main
5,R,R,diff,0.747,0.169,Congr,1,main
5,L,L,diff,1.031,0.882,Incongr,1,main
5,L,L,diff,1.02,0.663,Congr,1,main
5,R,R,diff,0.371,0.551,Congr,1,main
5,R,R,diff,1.102,0.455,Incongr,1,main
5,L,L,diff,0.746,1.784,Congr,1,main
5,L,L,diff,1.231,1.314,Congr,1,main
5,L,L,diff,0.571,0.793,Incongr,1,main
5,L,L,easy,0.807,0.219,Incongr,1,main
5,R,R,diff,1.039,0.594,Incongr,1,main
5,R,R,easy,0.784,0.333,Incongr,1,main
5,L,L,diff,0.941,1.508,Congr,1,main
5,R,R,diff,1.383,2.309,Congr,1,main
5,R,R,diff,2.112,0.273,Congr,1,main
5,R,R,diff,0.522,1.123,Congr,1,main
5,L,L,diff,0.787,0.272,Congr,1,main
5,R,R,diff,0.531,1.169,Incongr,1,main
5,R,R,easy,0.44,1.219,Congr,1,main
5,L,L,diff,0.792,2.933,Congr,1,main
5,L,L,easy,0.872,0.081,Congr,1,main
5,R,R,diff,1.066,0.7,Incongr,1,main
5,L,L,diff,0.445,3.096,Congr,1,main
5,R,R,diff,0.676,1.029,Incongr,1,main
5,R,R,diff,0.594,0.063,Congr,1,main
5,R,R,easy,0.706,0.914,Incongr,1,main
5,R,R,easy,0.347,0.153,Congr,1,main
5,R,R,easy,0.407,0.155,Congr,1,main
5,R,R,easy,0.402,0.47,Incongr,1,main
5,R,R,easy,0.449,0.243,Incongr,1,main
5,R,R,easy,0.327,0.55,Congr,1,main
5,R,R,easy,0.454,0.487,Incongr,1,main
5,R,R,easy,0.769,0.534,Congr,1,main
5,R,R,easy,0.438,0.608,Congr,1,main
5,R,R,easy,0.95,0.268,Incongr,1,main
5,R,R,easy,0.471,0.352,Congr,1,main
5,R,R,easy,0.391,0.164,Congr,1,main
5,R,R,easy,0.41,0.238,Incongr,1,main
5,R,R,easy,0.49,0.346,Incongr,1,main
5,L,R,diff,0.586,0.359,Congr,0,main
5,L,R,diff,1.005,1.617,Congr,0,main
5,L,L,diff,0.431,0.809,Congr,1,main
6,R,R,NaN,0.821,NaN,Congr,1,training1
6,R,R,NaN,0.466,NaN,Congr,1,training1
6,L,R,NaN,0.389,NaN,Incongr,0,training1
6,L,L,NaN,0.596,NaN,Incongr,1,training1
6,R,R,NaN,0.473,NaN,Congr,1,training1
6,R,R,NaN,0.477,NaN,Congr,1,training1
6,L,L,NaN,0.407,NaN,Congr,1,training1
6,L,L,NaN,0.444,NaN,Congr,1,training1
6,L,L,NaN,0.424,NaN,Congr,1,training1
6,R,R,NaN,0.533,NaN,Incongr,1,training1
6,L,L,NaN,0.542,NaN,Congr,1,training1
6,L,L,NaN,0.59,NaN,Incongr,1,training1
6,R,R,NaN,0.445,NaN,Congr,1,training1
6,R,R,NaN,0.585,NaN,Incongr,1,training1
6,L,L,NaN,0.551,NaN,Incongr,1,training1
6,R,R,NaN,0.567,NaN,Incongr,1,training1
6,L,L,NaN,0.494,NaN,Congr,1,training1
6,L,L,NaN,0.552,NaN,Incongr,1,training1
6,R,R,NaN,0.528,NaN,Incongr,1,training1
6,R,R,NaN,0.537,NaN,Incongr,1,training1
6,L,L,easy,0.73,0.546,Congr,1,training2
6,L,L,easy,0.618,0.166,Incongr,1,training2
6,L,L,easy,0.621,0.216,Congr,1,training2
6,R,R,easy,1.221,0.72,Incongr,1,training2
6,L,L,easy,0.737,0.105,Incongr,1,training2
6,L,L,easy,1.178,0.696,Incongr,1,training2
6,R,R,diff,1.162,0.736,Congr,1,training2
6,R,R,diff,0.777,0.342,Incongr,1,training2
6,L,L,easy,0.95,0.669,Congr,1,training2
6,R,R,diff,1.328,0.409,Congr,1,training2
6,L,L,easy,1.158,0.597,Incongr,1,training2
6,R,R,diff,0.818,0.215,Congr,1,training2
6,L,L,easy,0.899,0.116,Congr,1,training2
6,R,R,diff,0.988,0.378,Incongr,1,training2
6,R,R,diff,1.009,0.397,Incongr,1,training2
6,R,R,diff,1.018,0.31,Congr,1,training2
6,L,L,diff,1.04,0.579,Incongr,1,training2
6,R,R,diff,0.961,0.416,Congr,1,training2
6,R,R,diff,0.652,0.039,Incongr,1,training2
6,L,L,diff,0.731,1.962,Congr,1,training2
6,L,L,diff,0.707,0.211,Incongr,1,main
6,R,R,diff,0.832,0.195,Incongr,1,main
6,L,L,easy,0.457,0.235,Congr,1,main
6,R,R,diff,0.743,0.181,Congr,1,main
6,L,L,easy,0.682,0.106,Incongr,1,main
6,L,L,easy,0.851,0.509,Incongr,1,main
6,L,L,easy,0.566,0.611,Congr,1,main
6,L,L,easy,0.433,0.467,Congr,1,main
6,R,R,diff,0.686,0.439,Congr,1,main
6,L,L,easy,0.715,0.69,Incongr,1,main
6,L,L,easy,0.684,0.629,Incongr,1,main
6,L,L,easy,1.082,0.195,Congr,1,main
6,R,R,diff,0.745,0.368,Congr,1,main
6,R,R,easy,0.983,0.299,Congr,1,main
6,L,L,easy,0.66,0.294,Incongr,1,main
6,L,L,easy,0.696,0.352,Congr,1,main
6,L,L,easy,0.711,0.311,Congr,1,main
6,R,R,diff,0.759,0.254,Congr,1,main
6,L,L,easy,0.681,0.449,Incongr,1,main
6,R,R,easy,0.932,0.603,Incongr,1,main
6,R,R,easy,0.649,0.315,Congr,1,main
6,R,R,diff,0.82,0.479,Congr,1,main
6,L,L,easy,0.601,0.365,Incongr,1,main
6,R,R,easy,0.795,0.599,Incongr,1,main
6,L,L,easy,0.509,0.837,Congr,1,main
6,L,L,easy,0.473,0.418,Congr,1,main
6,L,L,easy,0.743,0.701,Incongr,1,main
6,R,R,diff,0.734,0.605,Incongr,1,main
6,R,R,easy,0.642,0.429,Incongr,1,main
6,R,R,easy,0.546,0.288,Congr,1,main
6,R,R,easy,0.785,0.109,Incongr,1,main
6,L,L,easy,0.574,0.515,Congr,1,main
6,R,R,diff,0.668,0.853,Incongr,1,main
6,L,L,easy,0.681,0.426,Incongr,1,main
6,L,L,easy,0.695,0.303,Incongr,1,main
6,R,R,diff,0.912,0.552,Congr,1,main
6,R,R,diff,0.695,0.504,Incongr,1,main
6,R,R,easy,0.57,0.247,Congr,1,main
6,R,R,easy,0.586,0.183,Incongr,1,main
6,R,R,easy,0.669,0.238,Congr,1,main
6,L,L,easy,0.586,0.254,Congr,1,main
6,R,R,diff,0.737,0.544,Congr,1,main
6,R,R,easy,1.039,0.458,Incongr,1,main
6,L,L,easy,0.606,0.433,Incongr,1,main
6,L,L,easy,0.573,0.458,Incongr,1,main
6,L,L,easy,0.541,0.564,Congr,1,main
6,L,L,easy,0.563,0.736,Incongr,1,main
6,R,R,easy,0.593,1.197,Incongr,1,main
6,R,R,easy,0.803,0.343,Congr,1,main
6,R,R,easy,0.759,0.509,Congr,1,main
6,L,L,easy,0.558,0.428,Congr,1,main
6,L,L,easy,0.577,0.302,Congr,1,main
6,L,L,easy,0.719,0.39,Incongr,1,main
6,R,R,diff,0.676,0.621,Incongr,1,main
6,R,R,diff,0.666,0.555,Incongr,1,main
6,L,L,easy,0.555,0.481,Incongr,1,main
6,R,R,diff,0.698,0.434,Congr,1,main
6,R,R,diff,0.526,0.429,Incongr,1,main
6,R,R,easy,0.426,0.333,Congr,1,main
6,R,R,easy,0.725,0.236,Incongr,1,main
6,R,R,diff,1.08,1.201,Congr,1,main
6,L,L,easy,0.527,0.238,Congr,1,main
6,R,R,diff,0.73,0.792,Congr,1,main
6,L,L,easy,0.606,0.354,Incongr,1,main
6,L,L,diff,0.609,0.373,Incongr,1,main
6,L,L,easy,0.572,0.289,Incongr,1,main
6,R,R,diff,0.811,0.383,Incongr,1,main
6,R,R,diff,0.557,0.491,Incongr,1,main
6,R,R,diff,0.524,0.332,Incongr,1,main
6,R,R,easy,0.339,0.282,Congr,1,main
6,L,L,easy,0.58,0.512,Congr,1,main
6,R,R,diff,0.809,0.573,Incongr,1,main
6,L,L,easy,0.628,0.991,Congr,1,main
6,L,L,easy,0.549,0.291,Congr,1,main
6,L,L,easy,0.509,0.332,Congr,1,main
6,R,R,diff,0.62,0.263,Incongr,1,main
6,L,L,easy,0.601,0.349,Incongr,1,main
6,R,R,diff,0.668,0.357,Congr,1,main
6,L,L,easy,0.764,0.546,Congr,1,main
6,L,L,easy,0.842,1.189,Congr,1,main
6,L,L,diff,0.562,0.367,Incongr,1,main
6,R,R,easy,0.598,2.33,Incongr,1,main
6,R,R,easy,1.02,0.264,Incongr,1,main
6,R,R,easy,0.707,0.491,Congr,1,main
6,R,R,easy,0.653,0.599,Congr,1,main
6,L,L,easy,0.637,0.255,Incongr,1,main
6,L,L,easy,0.61,0.198,Incongr,1,main
6,L,L,easy,0.515,0.259,Congr,1,main
6,R,R,diff,0.725,0.412,Incongr,1,main
6,L,L,easy,0.697,0.297,Congr,1,main
6,L,L,easy,0.802,0.286,Incongr,1,main
6,L,L,easy,0.568,0.277,Incongr,1,main
6,R,R,diff,0.688,0.504,Incongr,1,main
6,R,R,diff,0.793,0.334,Incongr,1,main
6,L,L,easy,0.774,0.276,Congr,1,main
6,R,R,diff,0.758,0.628,Incongr,1,main
6,L,L,easy,0.729,0.248,Incongr,1,main
6,L,L,easy,0.507,0.283,Incongr,1,main
6,R,R,diff,0.493,0.597,Congr,1,main
6,L,L,easy,0.563,0.256,Congr,1,main
6,L,L,easy,0.515,0.281,Congr,1,main
6,R,R,easy,0.564,0.6,Incongr,1,main
6,R,R,easy,0.862,0.135,Congr,1,main
6,L,L,easy,0.855,0.193,Incongr,1,main
6,L,L,easy,0.543,0.069,Incongr,1,main
6,R,R,diff,0.647,0.489,Congr,1,main
6,R,R,easy,0.907,0.171,Incongr,1,main
6,R,R,easy,0.793,0.59,Incongr,1,main
6,L,L,easy,0.572,0.217,Congr,1,main
6,R,R,diff,0.654,0.511,Congr,1,main
6,L,L,easy,0.409,2.732,Congr,1,main
6,R,R,diff,0.654,0.68,Incongr,1,main
6,L,L,easy,0.635,1.373,Incongr,1,main
6,R,R,diff,0.692,0.42,Incongr,1,main
6,R,R,easy,0.769,0.374,Congr,1,main
6,R,R,easy,0.821,0.576,Incongr,1,main
6,L,L,easy,0.551,0.461,Congr,1,main
6,R,R,diff,1.241,0.412,Congr,1,main
6,L,L,easy,0.633,0.356,Congr,1,main
6,R,R,easy,0.667,0.973,Congr,1,main
6,L,L,easy,0.524,0.619,Congr,1,main
6,R,R,easy,0.616,0.763,Incongr,1,main
6,L,L,easy,0.53,0.297,Incongr,1,main
6,R,R,easy,0.738,0.489,Congr,1,main
6,L,L,easy,0.587,0.336,Incongr,1,main
6,L,L,easy,0.575,0.148,Incongr,1,main
6,L,L,easy,0.627,0.358,Incongr,1,main
6,R,R,diff,0.853,0.895,Congr,1,main
6,L,L,easy,0.561,0.279,Congr,1,main
6,L,L,easy,0.482,0.37,Congr,1,main
6,R,R,diff,0.593,0.509,Congr,1,main
6,R,R,diff,0.703,0.239,Congr,1,main
6,L,L,easy,0.587,0.239,Incongr,1,main
6,L,L,easy,0.563,0.352,Congr,1,main
6,R,R,easy,0.52,0.751,Congr,1,main
6,L,L,easy,0.583,0.427,Incongr,1,main
6,R,R,easy,0.623,0.283,Incongr,1,main
6,L,L,easy,0.509,0.349,Congr,1,main
6,L,L,easy,0.572,0.528,Incongr,1,main
6,R,R,diff,1.705,0.41,Congr,1,main
6,L,L,easy,0.543,0.31,Incongr,1,main
6,R,R,diff,0.647,0.473,Congr,1,main
6,L,L,easy,0.572,0.241,Congr,1,main
6,L,L,easy,1.157,0.235,Incongr,1,main
6,R,R,easy,0.575,0.98,Incongr,1,main
6,R,R,easy,0.803,0.519,Incongr,1,main
6,R,R,easy,0.552,0.526,Incongr,1,main
6,L,L,easy,0.535,0.43,Incongr,1,main
6,L,L,easy,0.522,0.457,Congr,1,main
6,L,L,easy,0.812,0.552,Congr,1,main
6,R,R,easy,0.623,0.331,Congr,1,main
6,L,L,easy,0.715,0.393,Congr,1,main
6,R,R,easy,0.567,0.9,Incongr,1,main
6,R,R,diff,0.91,0.678,Congr,1,main
6,L,L,easy,0.633,0.283,Congr,1,main
6,L,L,easy,0.493,0.565,Congr,1,main
6,R,R,diff,1.236,0.615,Congr,1,main
6,R,R,easy,0.58,0.408,Incongr,1,main
6,R,R,diff,0.589,0.618,Incongr,1,main
6,R,R,easy,0.647,0.401,Congr,1,main
6,R,R,easy,0.456,0.562,Congr,1,main
6,R,R,easy,0.585,0.293,Congr,1,main
6,R,R,easy,0.647,0.297,Incongr,1,main
6,L,L,easy,0.498,0.41,Congr,1,main
6,R,R,easy,0.552,0.293,Congr,1,main
6,L,L,easy,0.519,0.182,Congr,1,main
6,L,L,easy,0.62,0.319,Incongr,1,main
6,L,L,easy,0.711,0.319,Congr,1,main
6,R,R,diff,0.64,0.475,Incongr,1,main
6,L,L,easy,0.662,0.336,Incongr,1,main
6,L,L,easy,0.679,0.44,Incongr,1,main
6,L,L,easy,0.66,0.542,Incongr,1,main
6,R,R,diff,0.63,0.313,Congr,1,main
6,L,L,easy,0.97,0.392,Congr,1,main
6,R,R,diff,0.734,0.517,Incongr,1,main
6,L,L,easy,0.526,0.437,Incongr,1,main
6,L,L,easy,0.977,0.521,Congr,1,main
6,R,NaN,diff,0.116,0.833,Congr,0,main
6,R,R,diff,0.838,0.984,Incongr,1,main
6,R,R,diff,0.47,0.8,Congr,1,main
6,L,L,easy,0.566,0.307,Congr,1,main
6,L,L,easy,0.964,0.362,Incongr,1,main
6,R,R,easy,0.665,0.578,Incongr,1,main
6,L,L,easy,0.465,0.354,Congr,1,main
6,L,L,easy,0.641,1.268,Incongr,1,main
6,R,R,diff,0.56,0.853,Incongr,1,main
6,L,L,easy,1.249,0.235,Congr,1,main
6,L,L,easy,0.543,0.261,Incongr,1,main
6,L,L,easy,0.648,0.194,Incongr,1,main
6,L,L,easy,0.616,0.283,Congr,1,main
6,L,L,easy,0.517,0.292,Incongr,1,main
6,L,L,easy,0.87,0.248,Congr,1,main
6,R,R,easy,0.699,0.515,Congr,1,main
6,L,L,easy,0.78,0.409,Congr,1,main
6,R,R,easy,0.63,0.841,Incongr,1,main
6,L,L,easy,0.589,0.338,Incongr,1,main
6,L,L,easy,0.522,0.617,Incongr,1,main
6,R,R,diff,0.654,0.504,Congr,1,main
6,L,L,easy,0.553,0.287,Incongr,1,main
6,R,R,diff,0.641,0.363,Congr,1,main
6,R,R,diff,1.209,0.494,Congr,1,main
6,L,L,diff,0.52,0.503,Incongr,1,main
6,R,R,diff,0.408,0.484,Congr,1,main
6,L,L,easy,0.414,0.585,Congr,1,main
6,L,L,easy,0.695,0.632,Incongr,1,main
6,R,R,easy,0.54,0.675,Congr,1,main
6,L,L,easy,0.654,1.287,Congr,1,main
6,L,L,easy,1.482,0.931,Incongr,1,main
6,R,R,diff,0.724,0.427,Incongr,1,main
6,L,L,easy,0.552,0.694,Congr,1,main
6,R,R,easy,0.648,0.298,Incongr,1,main
6,R,R,easy,0.595,0.623,Incongr,1,main
6,R,R,easy,0.668,0.461,Incongr,1,main
6,R,R,easy,0.512,0.391,Congr,1,main
6,L,L,easy,0.637,0.432,Incongr,1,main
6,L,L,easy,0.508,0.404,Incongr,1,main
6,L,L,easy,0.513,0.408,Congr,1,main
6,R,R,diff,0.573,0.626,Congr,1,main
6,L,L,easy,0.599,0.475,Congr,1,main
6,R,R,easy,0.605,0.354,Incongr,1,main
6,L,L,easy,0.8,0.5,Incongr,1,main
6,R,R,easy,0.669,0.743,Incongr,1,main
6,R,R,easy,0.847,1.065,Incongr,1,main
6,R,R,easy,0.676,0.486,Incongr,1,main
6,R,R,easy,0.8,0.588,Incongr,1,main
6,R,R,easy,0.69,0.443,Congr,1,main
6,R,R,easy,0.479,0.471,Incongr,1,main
6,L,L,easy,0.498,0.361,Congr,1,main
6,R,R,easy,0.584,0.429,Congr,1,main
6,R,R,easy,1.074,0.619,Congr,1,main
6,R,R,easy,0.528,0.487,Congr,1,main
6,R,R,easy,0.817,0.42,Incongr,1,main
6,L,L,easy,0.769,0.839,Congr,1,main
6,R,R,easy,0.603,1.751,Incongr,1,main
6,L,L,easy,0.511,0.567,Congr,1,main
6,L,L,easy,0.702,0.342,Congr,1,main
6,R,R,diff,0.51,0.582,Incongr,1,main
6,R,R,diff,0.844,0.375,Congr,1,main
6,R,R,diff,0.63,0.68,Congr,1,main
6,L,L,easy,0.674,0.475,Incongr,1,main
6,R,R,diff,0.522,0.562,Incongr,1,main
6,R,R,easy,0.529,0.248,Incongr,1,main
6,R,R,easy,0.395,0.28,Congr,1,main
6,L,L,easy,0.618,0.262,Incongr,1,main
6,R,R,easy,0.497,0.313,Congr,1,main
6,R,R,easy,0.57,0.295,Congr,1,main
6,L,L,easy,0.521,0.304,Congr,1,main
6,R,R,easy,0.481,0.329,Congr,1,main
6,R,R,easy,0.618,0.341,Incongr,1,main
6,R,R,easy,0.549,0.283,Congr,1,main
6,L,L,easy,0.581,0.274,Incongr,1,main
6,L,L,easy,0.596,0.352,Incongr,1,main
6,L,L,easy,0.559,0.404,Incongr,1,main
