Subj_idx,Stimulus,Response,Confidence,Awareness,RT_dec,RT_conf,RT_aware,Trial_count,Block_count,Accuracy
ack,1,1,1,1,0.799422649,0.493420298,0.38840956,39,5,1
ack,1,2,1,2,0.6113028429999999,0.5169405189999999,1.011858479,40,5,0
ack,1,2,2,1,0.623097026,0.505067025,0.40011634799999996,41,5,0
ack,2,2,1,1,0.399507658,0.434673837,0.564783694,42,5,1
ack,1,2,2,2,1.3759196759999999,0.669858727,0.08252540400000001,43,5,0
ack,1,1,1,1,0.493633205,1.199318391,0.35304934,44,5,1
ack,2,1,1,1,1.175926375,0.317059639,0.270731067,45,5,0
ack,1,1,3,2,0.6465783620000001,0.646368151,0.270691797,46,5,1
ack,2,1,3,2,0.869917478,0.399462228,2.1529401530000003,47,5,0
ack,2,1,2,1,0.670095119,0.622870644,0.317764965,48,5,0
ack,2,1,1,1,1.375918136,0.658144624,0.35308553,49,5,0
ack,2,2,2,2,1.1051624290000002,0.72882618,2.141140579,0,6,1
ack,1,1,1,1,1.670050459,1.19926988,0.47066777200000004,1,6,1
ack,1,2,3,1,0.5641218729999999,0.940492003,0.38844729,2,6,0
ack,1,2,3,1,0.752463442,0.9992877440000001,0.38832254899999996,3,6,0
ack,1,2,2,2,0.76416099,0.411133595,2.4588166080000002,4,6,0
ack,2,1,2,2,0.5759611020000001,0.599375448,1.58832201,5,6,0
ack,1,2,2,2,0.5759857429999999,0.469982467,0.811847853,6,6,0
ack,2,2,1,1,1.4229978490000001,3.010904056,3.5880987089999996,7,6,1
ack,2,1,2,1,0.717154042,1.905142563,4.917396825,8,6,0
ack,2,2,2,1,1.62297652,0.599307303,0.364803483,9,6,1
ack,1,2,2,1,0.5642381439999999,0.916990262,0.62358444,10,6,0
ack,2,2,3,1,1.5993261680000002,1.0228456959999999,3.717607961,11,6,1
ack,1,2,2,2,0.623072386,0.7404401820000001,0.400135983,12,6,0
ack,2,2,3,2,0.517102991,0.928742095,0.6007537589999999,13,6,1
ack,2,2,1,1,0.79951813,2.9050659469999998,0.353046645,14,6,1
ack,1,1,1,1,1.21122384,0.317042314,0.36478423299999996,15,6,1
ack,2,1,1,1,1.481782811,0.3051796,0.658954671,16,6,0
ack,2,1,2,1,1.681754551,0.399315927,0.553067666,17,6,0
ack,1,2,2,2,0.623012325,0.37583844,1.600015323,18,6,0
ack,1,2,3,1,2.622946875,0.35167102899999997,0.717736167,19,6,0
ack,1,2,3,1,0.634806894,0.352295889,0.317719535,20,6,0
ack,1,2,1,1,0.7880365690000001,0.916619889,0.388334484,21,6,0
ack,1,2,1,1,1.8111825680000002,0.434632257,0.705985103,22,6,0
ack,2,1,1,1,1.3280826620000001,0.588275425,0.48248467100000003,23,6,0
ack,1,2,1,1,0.5759761170000001,0.422893129,0.529522034,24,6,0
ack,2,2,2,1,0.705408369,0.340471675,4.011617082,25,6,1
ack,2,2,2,1,0.31714819,0.293481282,0.306013902,26,6,1
ack,2,2,1,1,0.870026819,1.1640101459999999,0.29427207899999996,27,6,1
ack,2,2,1,1,0.764180625,0.352315139,0.25896845399999996,28,6,1
ack,1,2,1,1,1.328903488,0.293412367,2.529349168,29,6,0
ack,2,2,1,1,0.717213718,0.316914108,0.35304626,30,6,1
ack,1,2,1,1,0.5760939279999999,0.293319581,0.35308784,31,6,0
ack,1,1,3,2,1.164263478,0.705136172,0.541244992,32,6,1
ack,1,1,3,1,0.834759,0.422169323,0.35309323,33,6,1
ack,2,1,3,1,0.8231561629999999,1.340495545,2.329224966,34,6,0
ack,2,2,3,2,0.917124243,0.693447479,1.317695279,35,6,1
ack,1,2,1,1,0.6230304210000001,0.352224663,1.905895629,36,6,0
ack,1,1,1,1,0.846390712,0.258189977,0.035542327,37,6,1
ack,2,1,3,2,0.657965213,0.964044565,0.30630457899999997,38,6,0
ack,2,1,2,2,0.7053706390000001,0.5640972329999999,5.835011562,39,6,0
ack,1,1,3,2,2.834612313,0.387581804,7.6583848660000005,40,6,1
ack,1,2,3,3,0.9759180590000001,0.669911087,1.388312924,41,6,0
ack,2,2,1,1,0.79954277,0.552234904,0.470668542,42,6,1
ack,2,2,1,1,0.822973286,0.575848681,0.364856998,43,6,1
ack,1,2,2,1,0.7760140790000001,1.128669175,0.282478665,44,6,0
ack,2,2,1,1,0.776158455,0.246313788,0.28250446,45,6,1
ack,1,1,1,1,0.399510738,0.23464319100000003,0.270746082,46,6,1
ack,2,2,1,1,0.6936342059999999,0.269930261,0.329553373,47,6,1
ack,1,1,1,1,0.47022771399999996,0.35207990200000006,0.42365119999999995,48,6,1
ack,2,2,3,1,2.305248901,0.434910614,1.6824129069999998,49,6,1
ack,2,2,2,2,0.6219058270000001,0.823494195,1.729436024,0,7,1
ack,1,2,1,1,1.0230366579999999,0.646362761,0.58830892,1,7,0
ack,2,2,1,1,0.576018853,0.364065432,0.364806563,2,7,1
ack,1,2,1,1,0.38775236,0.446428365,0.317760345,3,7,0
ack,2,2,1,1,0.375951631,0.31698995399999996,0.34134909700000005,4,7,1
ack,1,2,1,1,0.44635483,0.35231706399999996,0.012107191000000002,5,7,0
ack,2,2,1,1,0.270090422,0.317043084,0.28241822,6,7,1
ack,2,2,1,1,0.246545175,0.23467822600000002,0.341277486,7,7,1
ack,1,1,1,1,0.76421181,0.7169634659999999,0.317774205,8,7,1
ack,1,2,2,1,0.446574666,0.787660806,0.387959107,9,7,0
ack,2,2,1,1,0.670144014,0.54041146,0.411878961,10,7,1
ack,1,2,1,1,0.540815329,0.410957649,0.353069745,11,7,0
ack,2,2,1,1,0.764127495,0.270035366,80.95886897,12,7,1
ack,1,1,2,1,1.940477758,0.846541248,2.17660398,13,7,1
ack,1,1,1,1,1.128890167,0.258214233,4.764500947,14,7,1
ack,2,1,1,1,0.39950611799999997,0.258204223,0.211873725,15,7,0
