Subj_idx,Block,Trial_in_block,Trial,Stimulus,RT_start,Response,Confidence,RT_conf,ErrorDirection,RT_error
1,1,1,1,3,2.5049,3.444,1,3.9595,1,2.9173
1,1,2,2,3,1.1593,3.002,3,1.4883,0,3.9093
1,1,3,3,3,1.0281,5.3547,1,2.3386,1,1.2441
1,1,4,4,3,0.66439,2.5594,3,1.4216,0,1.4089
1,1,5,5,3,0.83462,3.7453,3,2.3335,0,1.0649
1,1,6,6,3,2.8252,3.5592,2,2.6822,0,1.5658
1,1,7,7,3,0.88346,2.2172,3,1.1283,0,3.8283
1,1,8,8,3,0.81472,3.6588,3,1.6928,0,0.87504
1,1,9,9,3,0.67569,2.8772,2,1.7736,0,0.83433
1,1,10,10,3,1.1828,2.3801,1,2.5982,0,0.66408
1,1,11,11,3,1.1437,3.178,3,1.6227,1,1.6468
1,1,12,12,3,0.57321,4.1011,3,1.751,0,0.74206
1,1,13,13,3,0.66549,3.2294,3,1.3622,0,1.378
1,1,14,14,3,0.48185,3.4431,3,1.8078,0,2.9236
1,1,15,15,3,0.59137,1.8891,3,1.2208,0,0.80863
1,1,16,16,3,0.72995,3.0447,3,1.6725,0,0.90964
1,1,17,17,3,0.54253,2.5522,3,1.5288,0,1.7534
1,1,18,18,3,0.83665,2.6718,2,3.143,0,0.76987
1,1,19,19,3,0.68302,2.2797,3,1.1484,0,0.72856
1,1,20,20,3,0.71803,3.0962,2,1.411,0,0.84012
1,1,21,21,3,0.70543,1.9749,3,1.6228,0,1.9717
1,1,22,22,3,0.39313,2.0668,3,1.2903,0,0.57419
1,1,23,23,3,0.57841,2.9427,2,1.8591,1,0.68758
1,1,24,24,3,1.9846,2.3703,1,1.918,0,0.82914
1,1,25,25,3,0.77075,3.3356,2,1.575,1,0.93679
1,1,26,26,3,1.6671,3.608,2,2.0805,0,0.59083
1,1,27,27,3,0.86158,2.0919,3,1.2489,0,0.54091
1,1,28,28,3,1.2733,2.6362,3,1.2911,0,0.78768
1,1,29,29,3,0.68872,2.9371,2,1.6911,0,0.51131
1,1,30,30,3,0.78581,2.6329,3,1.8747,0,0.87435
1,1,31,31,3,0.63535,3.7457,3,8.7347,0,0.71739
1,1,32,32,3,1.0276,3.2152,2,1.5522,0,0.55614
1,1,33,33,3,0.65899,3.3022,2,4.9389,0,0.74076
1,1,34,34,3,0.79412,3.1049,3,2.0419,0,0.26005
1,1,35,35,3,0.68246,1.9423,2,1.9735,0,0.78537
1,1,36,36,3,0.70485,2.7865,3,1.6777,0,0.4646
1,1,37,37,3,0.96757,2.0559,3,2.4077,0,0.92171
1,1,38,38,3,1.2755,3.35,3,1.6365,0,1.6692
1,1,39,39,3,0.73933,2.9505,2,1.4245,1,1.4495
1,1,40,40,3,1.0317,3.7446,1,2.4209,1,1.1426
1,1,41,41,3,0.67787,2.6172,2,1.3888,0,1.2349
1,1,42,42,3,0.8294,3.369,2,1.8376,0,0.58257
1,1,43,43,3,0.68184,2.8303,3,1.738,0,0.68247
1,1,44,44,3,0.70519,3.4615,1,1.7592,1,0.97478
1,1,45,45,3,0.66404,3.1717,3,1.1407,0,0.67558
1,1,46,46,3,0.73301,3.2056,2,1.5789,0,0.54132
1,2,1,47,6,2.8862,5.6953,2,1.6654,1,1.6273
1,2,2,48,6,0.85918,5.9652,2,1.7682,1,0.69235
1,2,3,49,6,0.89843,5.791,2,1.2778,1,0.57903
1,2,4,50,6,0.78483,6.7321,2,4.8914,0,1.7645
1,2,5,51,6,0.74003,7.475,2,3.6484,1,1.2878
1,2,6,52,6,0.93483,6.407,3,1.2131,0,1.3248
1,2,7,53,6,1.3526,6.5949,3,1.8505,0,1.2399
1,2,8,54,6,0.87964,5.531,3,1.4824,0,2.7896
1,2,9,55,6,1.0518,5.1949,2,1.2036,0,0.57183
1,2,10,56,6,0.76552,6.0301,2,1.0538,1,0.65925
1,2,11,57,6,0.77841,6.242,2,1.4615,1,0.57687
1,2,12,58,6,1.3266,5.7272,2,1.4653,1,0.61448
1,2,13,59,6,0.88663,5.759,2,1.4375,1,0.80774
1,2,14,60,6,1.136,7.6328,3,1.9137,1,0.89167
1,2,15,61,6,1.3254,5.5384,3,4.0634,0,1.5856
1,2,16,62,6,0.96355,5.0945,2,1.4913,0,0.61273
1,2,17,63,6,0.88981,5.0368,3,1.7389,0,1.1701
1,2,18,64,6,2.3831,6.8808,2,4.3765,0,1.1795
1,2,19,65,6,0.86605,4.1177,1,2.0266,0,0.83761
1,2,20,66,6,2.7541,6.9289,2,2.4619,1,1.5134
1,2,21,67,6,1.2284,5.2781,2,1.3556,0,0.78421
1,2,22,68,6,0.77636,5.8414,1,1.3356,1,0.7443
1,2,23,69,6,1.1275,6.4537,2,1.7601,1,1.5384
1,2,24,70,6,1.0622,6.1049,2,1.5362,0,0.85662
1,2,25,71,6,0.91689,4.5808,2,1.722,0,0.95768
1,2,26,72,6,0.74998,4.2807,3,1.2351,0,0.53084
1,2,27,73,6,0.84678,6.87,2,1.9945,0,1.3646
1,2,28,74,6,1.0265,4.8656,2,1.7464,0,6.7421
1,2,29,75,6,1.1781,6.5529,3,1.6971,0,1.8175
1,2,30,76,6,0.59379,6.3915,1,2.4646,1,0.69081
1,2,31,77,6,1.0351,6.7453,3,1.374,0,0.64984
1,2,32,78,6,0.67331,4.7258,2,1.2415,0,0.61288
1,2,33,79,6,1.4118,6.2272,2,4.9763,0,0.56628
1,2,34,80,6,0.79398,5.5404,2,1.737,0,0.59406
1,2,35,81,6,0.68501,5.2961,3,1.0298,1,1.289
1,2,36,82,6,0.65034,3.9564,3,1.4777,0,0.5895
1,2,37,83,6,0.71832,5.4582,2,1.112,1,0.98007
1,2,38,84,6,1.5651,6.319,3,2.2467,1,2.9757
1,2,39,85,6,0.87386,5.5767,2,1.5137,1,0.63755
1,2,40,86,6,0.72491,5.9025,2,4.1221,0,0.61433
1,2,41,87,6,0.55444,5.1743,2,1.4371,1,0.59535
1,2,42,88,6,1.8361,5.1183,3,1.474,1,2.8622
1,2,43,89,6,1.5738,4.8481,3,1.5844,0,3.9419
1,2,44,90,6,0.53583,5.2344,2,4.8975,0,0.63327
1,2,45,91,6,0.93182,4.7467,3,1.2067,0,0.88714
1,2,46,92,6,2.1754,7.2361,2,1.157,1,0.59897
1,3,1,93,6,0.70638,4.9374,2,3.7141,0,2.1752
1,3,2,94,6,0.61856,5.3342,3,1.2479,0,0.51373
1,3,3,95,3,0.71808,3.97,3,1.5122,0,0.5417
1,3,4,96,6,0.49204,5.2772,2,1.4411,0,0.47363
1,3,5,97,3,0.80509,3.498,2,3.6506,0,0.53893
1,3,6,98,3,0.63994,1.9258,3,1.1989,0,0.81612
1,3,7,99,3,0.56087,3.0303,3,1.1627,0,1.1007
1,3,8,100,3,1.2087,4.2259,3,1.2541,1,3.3843
1,3,9,101,3,0.84864,4.2545,3,1.6116,1,1.4653
1,3,10,102,6,0.55896,4.7268,2,1.9428,0,1.9124
1,3,11,103,3,0.74438,3.4551,2,1.7659,0,0.48893
1,3,12,104,6,0.70998,4.9776,2,10.843,0,1.8276
