Subj_idx,Stimulus,Response,Accuracy,Confidence,RT_dec,Difficulty,Condition
8,2,1,0,2,1.174,16,1000
8,2,2,1,1,1.534,32,1000
8,2,2,1,3,2.158,64,1000
8,2,1,0,1,2.104,16,1000
8,1,2,0,1,1.356,16,1000
8,2,2,1,3,1.547,128,1000
8,2,2,1,2,0.865,32,1000
8,2,2,1,3,1.373,64,1000
8,1,2,0,1,1.03,16,1000
8,2,2,1,4,0.74,64,1000
8,1,1,1,4,0.825,128,1000
8,2,2,1,4,0.817,64,1000
8,1,1,1,4,0.86,64,1000
8,2,1,0,1,1.177,16,1000
8,2,2,1,4,0.634,32,1000
8,2,1,0,4,1.214,128,1000
8,2,2,1,1,0.735,16,1000
8,1,1,1,4,2.008,128,1000
8,2,2,1,4,0.473,128,1000
8,1,2,0,2,0.686,16,1000
8,1,1,1,3,0.806,32,1000
8,2,1,0,3,0.431,16,1000
8,1,1,1,1,0.831,16,1000
8,1,1,1,1,1.244,32,1000
8,2,2,1,4,0.471,64,1000
8,1,1,1,2,0.522,16,1000
8,2,1,0,1,0.817,64,1000
8,1,1,1,4,0.445,128,1000
8,2,1,0,2,0.792,128,1000
8,1,2,0,3,0.755,32,1000
8,1,2,0,2,0.419,32,1000
8,2,2,1,1,0.823,32,1000
8,2,2,1,2,0.476,16,1000
8,1,1,1,3,0.437,64,1000
8,1,2,0,3,0.363,32,1000
8,1,1,1,4,0.691,128,1000
8,1,1,1,4,0.416,64,1000
8,2,2,1,2,0.993,32,1000
8,2,2,1,4,0.411,64,1000
8,2,2,1,4,0.29,16,1000
8,1,1,1,4,0.4,128,1000
8,2,2,1,2,0.722,16,1000
8,2,1,0,1,1.13,32,1000
8,1,2,0,4,0.228,128,1000
8,2,2,1,4,0.326,128,1000
8,2,2,1,4,0.496,64,1000
8,1,1,1,4,0.326,64,1000
8,1,1,1,4,0.307,64,1000
8,2,2,1,3,0.328,16,1000
8,2,2,1,4,0.188,32,1000
8,1,1,1,3,0.287,32,1000
8,2,2,1,3,0.236,32,1000
8,2,2,1,3,0.323,32,1000
8,2,2,1,3,0.362,64,1000
8,1,1,1,2,0.657,32,1000
8,1,2,0,3,0.254,16,1000
8,1,2,0,3,0.309,16,1000
8,1,1,1,1,0.415,16,1000
8,1,2,0,3,0.308,64,1000
8,2,2,1,4,0.24,128,1000
8,2,2,1,4,0.19,128,1000
8,1,2,0,3,0.304,16,1000
8,1,2,0,3,0.203,32,1000
8,1,1,1,4,0.86,128,1000
8,2,2,1,4,0.649,64,1000
8,1,2,0,3,0.326,32,1000
8,2,1,0,2,0.289,16,1000
8,2,2,1,4,0.31,128,1000
8,1,1,1,4,0.449,128,1000
8,2,2,1,4,0.185,64,1000
8,2,2,1,4,0.507,64,1000
8,2,1,0,2,0.379,32,1000
8,1,2,0,3,0.277,32,1000
8,1,1,1,4,0.207,64,1000
8,1,2,0,1,0.423,16,1000
8,2,2,1,2,0.606,16,1000
8,2,2,1,3,0.223,64,1000
8,2,2,1,1,0.337,32,1000
8,2,2,1,4,0.337,128,1000
8,1,1,1,4,0.766,64,1000
8,1,2,0,2,0.437,16,1000
8,2,2,1,2,0.418,32,1000
8,1,1,1,2,0.406,64,1000
8,1,2,0,1,0.359,16,1000
8,1,1,1,4,0.18,128,1000
8,2,2,1,1,0.329,16,1000
8,1,2,0,1,0.196,16,1000
8,1,1,1,1,0.482,32,1000
8,2,2,1,4,0.253,128,1000
8,1,2,0,1,0.245,16,1000
8,2,1,0,1,0.275,16,1000
8,1,2,0,4,0.218,128,1000
8,1,2,0,4,0.486,64,1000
8,2,2,1,1,1.212,32,1000
8,1,1,1,4,0.938,64,1000
8,2,2,1,1,1.448,32,1000
8,1,1,1,4,0.36,64,1000
8,2,2,1,4,0.42,128,1000
8,2,1,0,1,1.185,16,1000
8,1,2,0,1,0.306,16,1000
8,1,1,1,4,0.409,64,1000
8,2,2,1,4,0.323,64,1000
8,1,1,1,1,0.814,32,1000
8,2,1,0,1,0.719,16,1000
8,1,1,1,4,0.358,64,1000
8,1,2,0,1,0.349,32,1000
8,1,1,1,1,0.536,32,1000
8,1,1,1,4,0.529,128,1000
8,1,1,1,4,0.343,64,1000
8,2,2,1,4,0.489,64,1000
8,1,1,1,1,0.999,16,1000
8,1,1,1,4,0.378,128,1000
8,2,2,1,4,0.321,128,1000
8,2,1,0,1,0.63,16,1000
8,2,2,1,1,0.258,32,1000
8,1,1,1,4,0.239,128,1000
8,1,1,1,4,0.416,128,1000
8,2,2,1,4,0.345,128,1000
8,2,2,1,4,0.411,128,1000
8,2,2,1,4,0.676,128,1000
8,2,2,1,4,0.449,128,1000
8,1,1,1,4,0.249,128,1000
8,1,1,1,4,0.313,128,1000
8,1,1,1,1,0.277,32,1000
8,2,2,1,4,0.287,64,1000
3,2,1,0,2,1.629,64,1000
3,2,2,1,3,0.867,128,1000
3,2,2,1,3,1.083,64,1000
3,1,1,1,3,1.592,64,1000
3,2,2,1,1,1.954,16,1000
3,1,1,1,1,0.771,16,1000
3,2,2,1,1,1.209,32,1000
3,1,1,1,4,0.804,128,1000
3,1,1,1,1,1.375,16,1000
3,2,1,0,1,1.504,32,1000
3,1,1,1,2,1.15,64,1000
3,2,1,0,1,1.388,16,1000
3,1,1,1,4,1.147,128,1000
3,2,2,1,2,0.93,32,1000
3,1,2,0,1,0.833,32,1000
3,2,2,1,3,0.855,64,1000
3,2,2,1,3,0.674,64,1000
3,2,2,1,3,0.613,64,1000
3,1,2,0,3,0.722,16,1000
3,1,1,1,2,0.905,64,1000
3,2,2,1,4,1.922,128,1000
3,1,1,1,3,0.784,64,1000
3,2,2,1,3,0.815,128,1000
3,1,1,1,1,1.659,32,1000
3,1,1,1,3,1.766,128,1000
3,1,1,1,2,0.645,64,1000
3,2,1,0,1,0.72,16,1000
3,2,2,1,3,0.687,128,1000
3,1,1,1,2,0.658,64,1000
3,2,1,0,2,0.584,64,1000
3,2,2,1,1,0.927,64,1000
3,1,2,0,1,0.924,64,1000
3,1,1,1,2,0.838,64,1000
3,2,2,1,1,0.695,32,1000
3,2,NaN,NaN,3,NaN,128,1000
3,1,2,0,2,2.369,128,1000
3,2,2,1,3,1.486,128,1000
3,2,2,1,1,0.739,128,1000
3,2,1,0,1,0.694,16,1000
3,2,1,0,3,0.733,128,1000
3,1,2,0,2,0.735,64,1000
3,2,1,0,3,0.959,64,1000
3,1,2,0,3,0.547,64,1000
3,1,2,0,1,1.046,32,1000
3,1,2,0,3,0.817,128,1000
3,2,1,0,3,1.37,128,1000
3,1,1,1,3,0.747,128,1000
3,1,2,0,2,1.128,64,1000
3,2,2,1,1,1.148,32,1000
3,2,1,0,3,1.302,128,1000
3,1,2,0,2,0.744,64,1000
3,2,2,1,2,0.822,32,1000
3,2,NaN,NaN,1,NaN,16,1000
3,2,2,1,1,1.377,16,1000
3,2,1,0,3,0.82,128,1000
3,2,1,0,2,0.802,32,1000
3,2,1,0,1,1.327,16,1000
3,1,2,0,3,1.073,128,1000
3,1,1,1,2,1.231,32,1000
3,1,2,0,3,1.277,32,1000
3,1,2,0,1,0.75,32,1000
3,1,2,0,1,0.692,32,1000
3,1,2,0,1,0.739,16,1000
3,2,1,0,1,1.013,16,1000
3,2,1,0,1,0.895,64,1000
3,1,1,1,1,1.278,16,1000
3,1,2,0,1,1.072,16,1000
3,2,1,0,2,1.141,64,1000
3,2,2,1,1,0.811,16,1000
3,2,1,0,2,1.527,64,1000
3,1,1,1,1,0.702,16,1000
3,2,1,0,2,0.706,32,1000
3,2,2,1,1,1.136,16,1000
3,1,2,0,1,0.756,16,1000
3,2,1,0,3,1.066,128,1000
3,2,1,0,2,0.71,64,1000
3,1,2,0,3,0.651,128,1000
3,1,2,0,1,1.897,16,1000
3,1,2,0,2,0.633,32,1000
3,2,1,0,2,0.783,32,1000
3,1,2,0,2,0.638,64,1000
3,2,2,1,1,0.664,16,1000
3,1,2,0,3,0.771,128,1000
3,1,2,0,1,0.768,16,1000
3,1,2,0,1,1.659,16,1000
3,1,2,0,2,0.609,64,1000
3,2,1,0,2,1.028,64,1000
3,1,2,0,3,0.64,128,1000
3,1,2,0,1,1.25,16,1000
3,1,2,0,2,0.546,128,1000
3,1,2,0,2,0.6,32,1000
3,2,1,0,2,0.554,64,1000
3,2,2,1,1,0.887,16,1000
3,2,1,0,2,0.791,64,1000
3,1,2,0,2,0.701,32,1000
3,1,2,0,2,0.875,16,1000
3,1,2,0,2,0.663,32,1000
3,1,2,0,2,0.982,32,1000
3,2,1,0,2,0.598,32,1000
3,1,2,0,2,0.603,32,1000
3,2,2,1,2,0.973,64,1000
3,1,1,1,1,1.014,32,1000
3,2,1,0,2,0.815,32,1000
3,1,2,0,2,0.766,32,1000
3,2,1,0,2,0.728,32,1000
3,1,2,0,1,0.927,16,1000
3,2,2,1,1,0.769,16,1000
3,2,1,0,2,0.731,32,1000
3,2,2,1,1,0.652,16,1000
3,1,2,0,3,0.684,128,1000
3,2,1,0,3,0.752,128,1000
3,1,2,0,3,0.828,128,1000
3,2,1,0,1,1.228,16,1000
3,1,2,0,3,0.621,128,1000
3,2,1,0,3,0.769,128,1000
3,1,2,0,1,1.138,16,1000
3,1,2,0,2,0.691,32,1000
3,1,2,0,3,0.573,128,1000
3,1,2,0,2,0.665,64,1000
3,2,1,0,1,0.645,16,1000
3,1,2,0,1,0.755,16,1000
3,2,1,0,3,0.84,128,1000
3,1,1,1,3,0.606,64,1000
3,1,2,0,3,0.75,128,1000
3,2,1,0,3,0.648,32,1000
3,2,1,0,2,0.715,32,1000
3,2,1,0,4,0.602,128,1000
3,2,1,0,3,1.146,32,1000
9,1,1,1,4,0.494,128,1000
9,2,2,1,4,0.399,32,1000
9,1,2,0,2,0.392,16,1000
9,2,2,1,3,0.357,64,1000
9,1,1,1,1,0.404,16,1000
9,2,2,1,3,0.351,64,1000
9,2,2,1,1,0.617,16,1000
9,2,2,1,4,0.265,64,1000
9,1,1,1,4,0.286,128,1000
9,1,1,1,4,0.298,128,1000
9,1,1,1,4,0.264,128,1000
9,1,1,1,4,0.266,128,1000
9,1,1,1,4,0.25,32,1000
9,1,1,1,3,0.23,16,1000
9,2,2,1,4,0.335,64,1000
9,1,1,1,3,0.251,64,1000
9,2,2,1,4,0.303,32,1000
9,1,2,0,4,0.269,64,1000
9,2,2,1,4,0.194,64,1000
9,1,1,1,3,0.238,32,1000
9,2,2,1,4,0.243,128,1000
9,2,2,1,4,0.344,128,1000
9,1,1,1,4,0.695,32,1000
9,1,2,0,2,0.248,16,1000
9,2,2,1,3,0.203,64,1000
9,1,2,0,4,0.203,32,1000
9,1,1,1,4,0.376,64,1000
9,1,1,1,4,0.264,64,1000
9,2,2,1,4,0.275,32,1000
9,1,1,1,4,0.244,32,1000
9,1,1,1,4,0.335,16,1000
9,1,1,1,4,0.314,128,1000
9,2,2,1,1,0.868,16,1000
9,1,1,1,2,0.807,32,1000
9,1,1,1,2,0.26,64,1000
9,2,2,1,4,0.258,128,1000
9,1,1,1,4,0.325,64,1000
9,2,2,1,4,0.276,32,1000
9,2,2,1,4,0.313,16,1000
9,2,2,1,4,0.439,128,1000
9,2,2,1,3,0.302,32,1000
9,1,1,1,4,0.343,128,1000
9,2,2,1,4,0.252,128,1000
9,2,2,1,2,0.514,16,1000
9,2,2,1,1,0.534,16,1000
9,2,2,1,1,1.155,16,1000
9,1,2,0,2,0.394,16,1000
9,1,2,0,3,0.28,64,1000
9,1,2,0,2,0.394,16,1000
9,2,2,1,2,0.304,64,1000
9,2,2,1,2,0.237,32,1000
9,2,2,1,2,0.31,32,1000
9,2,2,1,3,0.333,64,1000
9,2,2,1,3,0.344,64,1000
9,1,1,1,4,0.347,128,1000
9,2,1,0,4,0.342,128,1000
9,1,1,1,3,0.344,32,1000
9,1,1,1,4,0.34,128,1000
9,1,1,1,4,0.273,64,1000
9,1,1,1,4,0.378,64,1000
9,1,2,0,2,0.356,16,1000
9,1,1,1,4,0.207,64,1000
9,2,2,1,2,0.331,32,1000
9,2,2,1,3,0.316,64,1000
9,1,2,0,1,0.337,16,1000
9,1,1,1,4,0.239,128,1000
9,2,2,1,1,0.467,16,1000
9,2,2,1,2,0.213,32,1000
9,1,1,1,4,0.22,128,1000
9,2,1,0,2,0.261,16,1000
9,2,2,1,2,0.358,32,1000
9,2,2,1,2,0.405,32,1000
9,2,2,1,2,0.469,64,1000
9,1,1,1,3,0.256,32,1000
9,1,2,0,1,0.283,16,1000
9,2,2,1,4,0.358,128,1000
9,2,2,1,4,0.338,128,1000
9,1,2,0,4,0.442,16,1000
9,1,2,0,3,0.658,32,1000
9,2,2,1,4,0.501,128,1000
9,2,2,1,4,0.341,128,1000
9,2,2,1,4,0.357,64,1000
9,1,1,1,3,0.247,64,1000
9,1,1,1,2,0.269,32,1000
9,2,1,0,1,0.426,16,1000
9,2,2,1,3,0.379,64,1000
9,1,1,1,2,0.276,32,1000
9,2,2,1,3,0.323,64,1000
9,2,1,0,1,0.782,16,1000
9,2,2,1,2,0.328,32,1000
9,2,2,1,4,0.284,128,1000
9,1,1,1,2,0.288,32,1000
9,1,2,0,4,0.294,16,1000
9,2,2,1,3,0.513,32,1000
9,1,1,1,4,0.242,128,1000
9,1,1,1,2,0.305,16,1000
9,2,2,1,3,0.255,128,1000
9,1,1,1,3,0.22,64,1000
9,2,2,1,1,0.366,16,1000
9,1,1,1,3,0.316,128,1000
9,2,1,0,2,0.362,16,1000
9,1,1,1,4,0.3,128,1000
9,1,1,1,3,0.217,32,1000
9,1,1,1,2,0.322,16,1000
9,1,1,1,3,0.359,64,1000
9,1,1,1,3,0.3,128,1000
9,2,1,0,3,0.382,64,1000
9,1,1,1,3,0.328,64,1000
9,2,1,0,3,0.263,16,1000
9,1,1,1,2,0.319,16,1000
9,2,2,1,4,0.202,128,1000
9,1,2,0,1,0.375,16,1000
9,2,2,1,1,0.403,32,1000
9,2,2,1,1,0.455,16,1000
9,2,2,1,2,0.279,128,1000
9,2,2,1,2,0.328,64,1000
9,1,2,0,2,0.24,32,1000
9,1,2,0,1,0.309,32,1000
9,2,2,1,4,0.276,128,1000
9,2,2,1,1,0.402,16,1000
9,2,2,1,4,0.416,128,1000
9,1,1,1,2,0.24,32,1000
9,2,2,1,2,0.265,32,1000
9,2,2,1,2,0.426,32,1000
9,1,1,1,3,0.273,64,1000
9,2,2,1,1,0.51,16,1000
9,1,1,1,3,0.22,64,1000
9,1,1,1,4,0.282,128,1000
6,1,1,1,3,0.278,128,1000
6,2,2,1,2,0.212,64,1000
6,2,2,1,2,0.181,64,1000
6,2,2,1,4,0.259,128,1000
6,2,1,0,2,0.228,32,1000
6,2,2,1,1,0.228,16,1000
6,1,1,1,4,0.271,128,1000
6,1,1,1,2,0.127,64,1000
6,2,2,1,1,0.132,32,1000
6,2,1,0,1,0.215,16,1000
6,1,1,1,3,0.152,128,1000
6,1,1,1,2,0.204,64,1000
6,2,2,1,1,0.142,64,1000
6,1,1,1,2,0.191,64,1000
6,2,2,1,3,0.176,128,1000
6,2,2,1,1,0.115,32,1000
6,1,2,0,1,0.089,32,1000
6,2,2,1,4,0.206,128,1000
6,2,2,1,3,0.128,64,1000
6,2,2,1,2,0.276,16,1000
6,1,1,1,4,0.296,128,1000
6,2,2,1,2,0.254,64,1000
6,2,2,1,1,0.142,32,1000
6,2,2,1,2,0.239,32,1000
6,1,2,0,2,0.287,16,1000
6,2,2,1,1,0.681,16,1000
6,1,1,1,1,0.242,16,1000
6,1,1,1,1,0.301,16,1000
6,2,2,1,1,0.353,16,1000
6,1,1,1,1,0.306,32,1000
6,2,2,1,1,0.286,32,1000
6,1,1,1,1,0.288,32,1000
6,1,2,0,1,0.294,16,1000
6,1,1,1,3,0.26,128,1000
6,1,2,0,1,0.257,16,1000
6,2,2,1,3,0.257,128,1000
6,2,2,1,4,0.224,128,1000
6,1,1,1,2,0.276,64,1000
6,2,2,1,3,0.255,64,1000
6,2,2,1,4,0.286,128,1000
6,2,2,1,3,0.296,64,1000
6,2,2,1,4,0.281,128,1000
6,1,1,1,4,0.402,128,1000
6,2,2,1,2,0.38,64,1000
6,2,2,1,1,0.247,32,1000
6,1,1,1,2,0.199,64,1000
6,1,1,1,1,0.27,16,1000
6,2,2,1,4,0.286,128,1000
6,2,2,1,4,0.219,128,1000
6,1,1,1,2,0.252,64,1000
6,1,1,1,1,0.251,16,1000
6,1,1,1,2,0.275,64,1000
6,2,2,1,2,0.307,32,1000
6,1,2,0,1,0.263,16,1000
6,2,2,1,3,0.198,64,1000
6,2,2,1,1,0.232,16,1000
6,1,2,0,1,0.345,16,1000
6,2,2,1,2,0.372,64,1000
6,2,2,1,1,0.214,16,1000
6,1,1,1,3,0.224,128,1000
6,1,1,1,3,0.289,128,1000
6,1,1,1,4,0.272,128,1000
6,1,1,1,3,0.287,128,1000
6,2,2,1,4,0.282,128,1000
6,2,2,1,2,0.194,64,1000
6,2,1,0,1,0.246,16,1000
6,2,2,1,3,0.134,32,1000
6,2,2,1,2,0.212,32,1000
6,1,2,0,2,0.261,32,1000
6,2,2,1,2,0.29,64,1000
6,1,1,1,4,0.259,128,1000
6,1,1,1,4,0.296,128,1000
6,1,1,1,4,0.299,128,1000
6,2,2,1,4,0.509,128,1000
6,2,2,1,3,0.268,32,1000
6,2,2,1,1,0.281,16,1000
6,2,2,1,4,0.319,128,1000
6,1,1,1,2,0.24,64,1000
6,1,1,1,2,0.261,64,1000
6,1,1,1,2,0.308,32,1000
6,2,2,1,1,0.29,64,1000
6,1,1,1,1,0.321,32,1000
6,1,2,0,1,0.303,16,1000
6,1,1,1,1,0.3,16,1000
6,2,2,1,1,0.501,32,1000
6,1,2,0,1,0.305,32,1000
6,1,1,1,1,0.264,16,1000
6,2,2,1,1,0.192,16,1000
6,1,1,1,1,0.349,64,1000
6,2,1,0,2,0.333,32,1000
6,2,2,1,1,0.393,16,1000
6,2,2,1,2,0.258,32,1000
6,2,2,1,3,0.226,128,1000
6,1,1,1,4,0.307,128,1000
6,2,2,1,4,0.289,128,1000
6,2,2,1,2,0.256,32,1000
6,1,2,0,1,0.428,32,1000
6,1,1,1,3,0.277,128,1000
6,1,1,1,3,0.252,128,1000
6,1,1,1,2,0.283,64,1000
6,1,2,0,1,0.312,16,1000
6,2,1,0,1,0.294,16,1000
6,2,2,1,1,0.301,16,1000
6,2,1,0,1,0.315,32,1000
6,2,2,1,1,0.264,64,1000
6,1,1,1,2,0.193,64,1000
6,2,1,0,1,0.263,16,1000
6,1,1,1,1,0.294,32,1000
6,1,1,1,1,0.249,32,1000
6,1,1,1,1,0.258,64,1000
6,2,2,1,2,0.25,64,1000
6,1,1,1,2,0.266,32,1000
6,1,1,1,1,0.321,16,1000
6,1,2,0,1,0.308,32,1000
6,2,2,1,2,0.277,128,1000
6,1,1,1,1,0.372,16,1000
6,1,1,1,2,0.279,64,1000
6,2,2,1,2,0.346,64,1000
6,1,1,1,1,0.25,32,1000
6,1,1,1,1,0.363,32,1000
6,1,1,1,2,0.282,64,1000
6,2,1,0,1,0.224,16,1000
6,2,2,1,2,0.247,128,1000
6,1,1,1,1,0.386,16,1000
6,1,1,1,2,0.375,64,1000
6,2,1,0,1,0.524,16,1000
6,1,2,0,1,0.293,32,1000
6,1,1,1,1,0.285,32,1000
31,2,2,1,3,0.397,128,1000
31,2,2,1,1,0.424,16,1000
31,2,2,1,2,0.348,32,1000
31,1,1,1,3,0.43,128,1000
31,1,1,1,2,0.37,64,1000
31,1,2,0,1,0.385,32,1000
31,1,2,0,1,0.444,16,1000
31,1,2,0,1,0.437,32,1000
31,1,1,1,1,0.38,16,1000
31,2,2,1,2,0.343,64,1000
31,1,1,1,3,0.447,128,1000
31,2,2,1,2,0.349,128,1000
31,1,2,0,2,0.502,128,1000
31,2,1,0,2,0.3,64,1000
31,2,2,1,2,0.329,64,1000
31,1,2,0,1,0.574,32,1000
31,2,2,1,3,0.414,128,1000
31,2,2,1,2,0.315,32,1000
31,1,2,0,1,0.249,16,1000
31,2,2,1,2,0.377,64,1000
31,1,1,1,3,0.387,128,1000
31,2,2,1,4,0.302,128,1000
31,2,2,1,2,0.323,32,1000
31,2,2,1,2,0.305,64,1000
31,2,1,0,2,0.413,64,1000
31,2,2,1,1,0.388,32,1000
31,1,1,1,2,0.411,64,1000
31,2,2,1,2,0.369,32,1000
31,1,2,0,1,0.925,16,1000
31,2,1,0,2,0.569,64,1000
31,2,2,1,1,0.347,16,1000
31,1,1,1,1,0.424,16,1000
31,1,2,0,1,0.237,64,1000
31,1,1,1,2,0.453,64,1000
31,1,1,1,2,0.559,32,1000
31,2,2,1,2,0.401,64,1000
31,1,1,1,1,0.442,16,1000
31,2,2,1,2,0.434,64,1000
31,2,2,1,2,0.812,64,1000
31,2,2,1,2,0.373,32,1000
31,1,1,1,4,0.443,128,1000
31,2,2,1,2,0.496,32,1000
31,2,1,0,1,0.383,16,1000
31,2,2,1,3,0.489,128,1000
31,1,1,1,1,0.371,32,1000
31,2,1,0,1,0.318,16,1000
31,2,2,1,1,0.459,16,1000
31,1,2,0,1,0.355,16,1000
31,2,2,1,1,0.391,16,1000
31,1,2,0,2,0.304,32,1000
31,2,2,1,3,0.206,128,1000
31,1,1,1,4,0.428,128,1000
31,2,2,1,2,0.35,16,1000
31,2,2,1,3,0.393,128,1000
31,2,2,1,2,0.322,64,1000
31,2,1,0,2,0.382,16,1000
31,1,1,1,2,0.342,64,1000
31,1,2,0,2,0.257,16,1000
31,1,1,1,1,0.32,16,1000
31,2,2,1,3,0.332,128,1000
31,2,2,1,3,0.152,128,1000
31,1,2,0,1,0.262,32,1000
31,2,1,0,2,0.364,32,1000
31,1,2,0,1,0.339,16,1000
31,2,2,1,3,0.214,128,1000
31,1,1,1,1,0.355,16,1000
31,1,2,0,2,0.407,32,1000
31,1,1,1,2,0.588,16,1000
31,1,1,1,2,0.59,64,1000
31,2,2,1,3,0.428,128,1000
31,2,2,1,2,0.262,32,1000
31,2,1,0,1,0.306,32,1000
31,1,1,1,3,0.384,128,1000
31,2,2,1,2,0.332,64,1000
31,1,1,1,2,0.328,64,1000
31,2,2,1,2,0.267,32,1000
31,1,1,1,3,0.343,128,1000
31,1,1,1,2,0.424,64,1000
31,2,2,1,2,0.315,16,1000
31,1,1,1,2,0.362,64,1000
31,1,1,1,3,0.39,128,1000
31,2,2,1,2,0.335,32,1000
31,1,1,1,2,0.31,32,1000
31,2,1,0,3,1.269,16,1000
31,2,2,1,2,0.358,128,1000
31,2,2,1,3,0.33,128,1000
31,2,2,1,2,0.346,64,1000
31,2,2,1,2,0.31,16,1000
31,2,2,1,3,0.43,128,1000
31,2,2,1,2,0.326,64,1000
31,1,1,1,3,0.339,128,1000
31,1,1,1,2,0.272,32,1000
31,2,2,1,1,0.484,16,1000
31,2,2,1,1,0.259,32,1000
31,1,1,1,2,0.403,64,1000
31,2,2,1,1,0.352,32,1000
31,1,1,1,3,0.382,128,1000
31,1,1,1,2,0.318,64,1000
31,1,1,1,1,0.286,64,1000
31,1,1,1,4,0.576,128,1000
31,1,2,0,2,0.415,16,1000
31,2,1,0,2,0.285,16,1000
31,1,2,0,1,0.757,16,1000
31,1,1,1,3,0.259,128,1000
31,1,2,0,3,0.858,128,1000
31,1,2,0,1,0.503,64,1000
31,1,2,0,2,0.488,32,1000
31,1,2,0,1,0.483,16,1000
31,2,2,1,2,0.313,128,1000
31,2,2,1,2,0.366,16,1000
31,1,2,0,2,0.297,32,1000
31,1,1,1,2,0.502,64,1000
31,2,2,1,2,0.332,64,1000
31,1,2,0,2,0.36,32,1000
31,1,1,1,3,0.319,128,1000
31,1,2,0,2,0.367,32,1000
31,1,1,1,2,0.347,64,1000
31,1,1,1,2,0.347,32,1000
31,1,1,1,2,0.548,64,1000
31,2,1,0,2,0.453,32,1000
31,2,2,1,1,0.389,32,1000
31,1,2,0,1,0.351,32,1000
31,2,1,0,1,0.314,64,1000
31,1,2,0,1,0.341,16,1000
31,2,2,1,1,0.545,16,1000
31,2,1,0,1,0.326,16,1000
31,1,2,0,3,0.367,128,1000
31,2,1,0,3,0.377,128,1000
19,1,1,1,1,0.746,64,1000
19,2,2,1,2,0.4,64,1000
19,1,1,1,1,0.621,64,1000
19,1,1,1,1,0.408,32,1000
19,1,2,0,1,0.354,64,1000
19,2,1,0,2,0.503,32,1000
19,1,2,0,1,0.558,16,1000
19,1,1,1,1,0.317,64,1000
19,2,1,0,1,0.532,16,1000
19,1,1,1,3,0.31,128,1000
19,1,1,1,3,0.359,128,1000
19,2,1,0,2,0.724,32,1000
19,2,2,1,4,0.351,128,1000
19,2,1,0,2,0.498,32,1000
19,2,2,1,1,0.327,32,1000
19,1,1,1,3,0.287,128,1000
19,2,2,1,1,0.363,16,1000
19,2,1,0,1,0.711,16,1000
19,1,2,0,1,0.277,16,1000
19,2,2,1,1,0.357,16,1000
19,1,2,0,1,0.582,16,1000
19,2,2,1,1,1.241,32,1000
19,1,2,0,1,0.38,64,1000
19,1,1,1,3,0.313,128,1000
19,1,1,1,2,0.307,64,1000
19,1,1,1,2,0.353,32,1000
19,2,2,1,2,0.307,64,1000
19,1,1,1,1,0.375,16,1000
19,2,2,1,3,0.313,128,1000
19,1,1,1,3,0.247,128,1000
19,2,2,1,3,0.328,64,1000
19,1,1,1,3,0.316,64,1000
19,2,2,1,3,0.255,64,1000
19,1,1,1,2,0.64,32,1000
19,1,1,1,1,0.286,16,1000
19,2,2,1,3,0.248,128,1000
19,1,1,1,3,0.308,128,1000
19,1,1,1,1,0.712,32,1000
19,2,1,0,2,0.789,32,1000
19,1,2,0,1,0.574,16,1000
19,1,1,1,1,0.753,32,1000
19,1,1,1,2,0.486,64,1000
19,2,2,1,4,0.255,128,1000
19,2,1,0,1,0.296,32,1000
19,2,2,1,1,0.454,32,1000
19,2,2,1,2,0.37,64,1000
19,1,1,1,1,0.685,32,1000
19,1,2,0,1,0.575,32,1000
19,2,2,1,1,0.498,16,1000
19,2,1,0,1,0.383,16,1000
19,1,1,1,1,0.611,16,1000
19,1,1,1,3,0.711,128,1000
19,1,1,1,2,0.266,64,1000
19,2,2,1,4,0.301,128,1000
19,1,1,1,1,0.467,16,1000
19,2,2,1,1,0.873,16,1000
19,1,2,0,1,0.641,16,1000
19,2,2,1,3,0.316,128,1000
19,1,1,1,2,0.264,64,1000
19,1,1,1,1,0.827,32,1000
19,1,1,1,1,0.578,16,1000
19,2,1,0,1,0.563,32,1000
19,2,2,1,2,0.294,64,1000
19,2,2,1,1,0.366,16,1000
19,2,2,1,3,0.274,128,1000
19,2,1,0,1,0.525,32,1000
19,1,1,1,3,0.455,128,1000
19,1,1,1,2,0.312,64,1000
19,2,2,1,4,0.321,128,1000
19,1,1,1,1,0.43,32,1000
19,2,2,1,2,0.279,64,1000
19,1,1,1,3,0.287,128,1000
19,1,2,0,2,0.609,64,1000
19,2,2,1,3,0.3,128,1000
19,2,2,1,3,0.295,64,1000
19,2,2,1,4,0.301,128,1000
19,2,2,1,3,0.549,64,1000
19,2,2,1,2,0.57,32,1000
19,1,1,1,2,0.316,32,1000
19,2,2,1,2,0.613,32,1000
19,1,1,1,4,0.289,128,1000
19,2,1,0,1,0.394,16,1000
19,1,1,1,1,0.548,16,1000
19,1,1,1,2,0.324,128,1000
19,2,2,1,3,0.312,128,1000
19,1,1,1,1,0.597,64,1000
19,2,2,1,1,0.397,32,1000
19,1,2,0,3,0.791,128,1000
19,1,1,1,3,0.326,128,1000
19,1,1,1,1,0.33,16,1000
19,1,1,1,1,0.431,32,1000
19,2,2,1,1,0.831,32,1000
19,2,1,0,1,1.029,32,1000
19,1,1,1,2,0.451,128,1000
19,2,2,1,4,0.424,128,1000
19,2,2,1,3,0.319,128,1000
19,1,2,0,1,0.416,32,1000
